average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
19.000,,0,1,19,Ahmad Bradshaw
0.000,,0,1,0,Darcy Johnson
29.000,,0,5,50,Rock Cartwright
11.000,,0,1,11,Yamon Figurs
14.000,,0,1,14,Jim Leonhard
29.000,,0,4,44,Glenn Holt
21.000,,0,1,21,Davone Bess
20.000,,0,1,20,Patrick Cobbs
14.000,,0,1,14,Ike Ndukwe
14.000,,0,1,14,Sean Ryan
10.000,,0,1,10,Leon Washington
35.000,,0,2,51,Ellis Hobbs
0.000,,0,1,0,Matthew Slater
25.000,,0,2,31,BJ Sams
24.000,,0,2,24,Dantrell Savage
23.000,,0,2,27,Rashard Mendenhall
16.000,,0,2,21,Mewelde Moore
18.000,,0,6,28,Andre Davis
16.000,,0,2,21,Chris Carr
41.000,,0,3,51,Brian Witherspoon
14.000,,0,1,14,Tutan Reyes
32.000,,0,2,34,Jerious Norwood
10.000,,0,1,10,Ben Wilkerson
23.000,,0,4,27,Marcus Thomas
15.000,,0,2,16,Mike Furrey
27.000,,0,1,27,Terrence McGee
26.000,,0,4,39,Josh Wilson
0.000,,0,0,0,Will Heller
16.000,,0,4,22,Pierre Thomas
0.000,,0,1,0,Mark Campbell
28.000,,0,3,33,Dexter Jackson
0.000,,0,1,0,Alex Smith
15.000,,0,1,15,Quintin Demps
18.000,,0,5,22,Dante Hall
20.000,,0,3,23,Syndric Steptoe
14.000,,0,2,29,Gerard Lawson
20.000,,0,1,20,Felix Jones
19.000,,0,1,19,Orlando Scandrick
30.000,,0,2,41,Darren Sproles
21.000,,0,4,27,Jonathan Stewart
15.000,,0,1,15,Jeremy Bridges
29.000,,0,2,44,Allen Rossum
6.000,,0,1,6,Kentwan Balmer
0.000,,0,1,0,Takeo Spikes
13.000,,0,3,19,Steve Breaston
20.000,,0,5,25,Courtney Roby
18.000,,0,3,28,Devin Hester
18.000,,0,1,18,Danieal Manning
17.000,,0,1,17,Garrett Wolfe
23.000,,0,3,24,Will Blackmon
23.000,,0,1,23,Jordy Nelson
19.000,,0,2,22,Aundrae Allison
21.000,,0,1,21,Chester Taylor
25.000,,0,6,58,Johnnie Lee Higgins
17.000,,0,1,17,Andre Hall
11.000,,0,1,11,Eddie Royal
30.000,,0,3,38,Glenn Holt
36.000,,0,1,36,Chris Carr
28.000,,0,3,31,Brian Witherspoon
10.000,,0,1,10,Greg B Jones
17.000,,0,2,19,Terrence McGee
21.000,,0,2,22,Leodis McKelvin
21.000,,0,1,21,BJ Sams
37.000,,0,2,42,Johnnie Lee Higgins
31.000,,0,3,37,Chester Taylor
12.000,,0,1,12,Aundrae Allison
21.000,,0,4,27,Justin Forsett
18.000,,0,1,18,Dante Rosario
18.000,,0,1,18,Jonathan Stewart
21.000,,0,3,24,Devin Hester
36.000,,0,1,36,Danieal Manning
23.000,,0,6,28,Brandon Middleton
7.000,,0,1,7,Shaun Cody
24.000,,0,4,29,Will Blackmon
18.000,,0,6,22,Dante Hall
21.000,,0,1,21,Donnie Avery
4.000,,0,1,4,Dane Looker
23.000,,0,4,33,Ahmad Bradshaw
25.000,,0,3,36,Rock Cartwright
20.000,,0,2,23,Pierre Thomas
17.000,,0,1,17,Terrance Copper
36.000,,0,1,36,Lance Moore
20.000,,0,3,32,Dexter Jackson
21.000,,0,4,24,Jerious Norwood
24.000,,0,5,54,Josh Wilson
27.000,,0,5,44,Allen Rossum
24.000,,0,1,24,Leon Washington
26.000,,0,2,32,Ellis Hobbs
24.000,,0,2,26,Andre Hall
38.000,,1,5,103,Darren Sproles
20.000,,0,1,20,Jacob Hester
27.000,,0,1,27,Steve Breaston
27.000,,0,3,28,Davone Bess
0.000,,0,1,0,Nate Jones
22.000,,0,1,22,Josh Cribbs
10.000,,0,2,21,Rashard Mendenhall
0.000,,0,0,0,Matt Spaeth
41.000,,1,6,98,Felix Jones
5.000,,0,1,5,Isaiah Stanback
25.000,,0,6,47,Quintin Demps
6.000,,0,1,6,Greg Lewis
22.000,,0,2,36,Jerious Norwood
0.000,,0,1,0,Harry Douglas
18.000,,0,6,36,BJ Sams
21.000,,0,1,21,Jamaal Charles
27.000,,0,5,56,Leodis McKelvin
13.000,,0,1,13,Fred Jackson
32.000,,0,3,69,Johnnie Lee Higgins
26.000,,0,3,32,Ahmad Bradshaw
34.000,,0,1,34,Reuben Droughns
19.000,,0,6,27,Glenn Holt
39.000,,0,6,81,Ellis Hobbs
11.000,,0,1,11,Kevin Faulk
15.000,,0,3,18,Davone Bess
24.000,,0,4,31,Chris Carr
24.000,,0,3,32,Andre Davis
10.000,,0,1,10,Vonta Leach
27.000,,0,4,46,Danieal Manning
23.000,,0,3,29,Michael Clayton
20.000,,0,2,21,Dexter Jackson
18.000,,0,2,20,Rock Cartwright
17.000,,0,1,17,Mike Sellers
20.000,,0,5,34,Steve Breaston
22.000,,0,2,27,Chester Taylor
29.000,,0,5,38,Jonathan Stewart
25.000,,0,2,28,Andre Hall
23.000,,0,2,25,Peyton Hillis
20.000,,0,3,25,Pierre Thomas
23.000,,0,3,25,Allen Rossum
28.000,,0,1,28,Arnaz Battle
23.000,,0,6,42,Brandon Middleton
23.000,,0,4,30,Josh Wilson
23.000,,0,5,30,Dante Hall
19.000,,0,1,19,Travis Minor
24.000,,0,2,25,Justin Forsett
3.000,,0,1,3,Marvin Harrison
23.000,,0,2,24,Brian Witherspoon
25.000,,0,1,25,Matt Jones
29.000,,0,2,37,Quintin Demps
12.000,,0,1,12,DeSean Jackson
6.000,,0,1,6,Greg Lewis
24.000,,0,2,26,Rashard Mendenhall
24.000,,0,1,24,Carey Davis
26.000,,0,3,30,Jim Leonhard
17.000,,0,3,24,Josh Cribbs
10.000,,0,1,10,Charles Ali
11.000,,0,1,11,Darnell Dinkins
15.000,,0,5,24,Will Blackmon
18.000,,0,1,18,Jordy Nelson
24.000,,0,2,21,Felix Jones
9.000,,0,1,9,Isaiah Stanback
20.000,,0,2,22,Darren Sproles
39.000,,0,5,94,Leon Washington
7.000,,0,1,7,David Bowens
54.000,,0,1,54,Jerricho Cotchery
6.000,,0,1,6,Bubba Franks
26.000,,0,1,26,Brad Smith
30.000,,0,4,41,Glenn Holt
44.000,,0,1,44,Josh Cribbs
14.000,,0,1,14,Darnell Dinkins
0.000,,0,1,0,Isaac Sowells
26.000,,0,5,32,Brian Witherspoon
13.000,,0,3,17,Andre Davis
15.000,,0,1,15,Vonta Leach
17.000,,0,1,17,Chris Taylor
29.000,,0,2,35,Jamaal Charles
35.000,,0,2,51,Dantrell Savage
8.000,,0,1,8,Mike Cox
22.000,,0,4,27,Andre Hall
22.000,,0,2,25,Cliff Russell
22.000,,0,2,31,Selvin Young
20.000,,0,3,23,Jonathan Stewart
18.000,,0,2,20,Jerious Norwood
5.000,,0,1,5,David Bowens
16.000,,0,1,16,Brad Smith
18.000,,0,1,18,Leon Washington
24.000,,0,8,38,Steve Breaston
28.000,,0,3,31,Pierre Thomas
18.000,,0,1,18,Terrance Copper
37.000,,0,4,55,Allen Rossum
14.000,,0,1,14,Kentwan Balmer
7.000,,0,1,7,Michael Robinson
33.000,,0,3,45,Dexter Jackson
15.000,,0,1,15,Maurice Stovall
19.000,,0,5,36,Will Blackmon
5.000,,0,1,5,Jordy Nelson
34.000,,0,3,52,Chris Carr
16.000,,0,1,16,Craig Stevens
27.000,,0,4,34,Maurice Hicks
23.000,,0,1,23,Chester Taylor
21.000,,0,6,39,Johnnie Lee Higgins
32.000,,0,5,67,Darren Sproles
24.000,,0,6,25,Dante Hall
32.000,,0,3,37,Leodis McKelvin
13.000,,0,4,22,Felix Jones
15.000,,0,1,15,Orlando Scandrick
18.000,,0,1,18,Anthony Spencer
23.000,,0,3,30,Rock Cartwright
33.000,,0,3,51,Devin Hester
10.000,,0,1,10,Rashied Davis
29.000,,0,1,29,Danieal Manning
24.000,,0,4,28,Quintin Demps
20.000,,0,2,22,Mewelde Moore
16.000,,0,1,16,Carey Davis
23.000,,0,5,28,Yamon Figurs
2.000,,0,1,2,Lorenzo Neal
22.000,,0,3,25,JJ Arrington
0.000,,0,0,0,Calais Campbell
22.000,,0,6,31,Leodis McKelvin
13.000,,0,1,13,Fred Jackson
25.000,,0,1,25,Yamon Figurs
49.000,,0,1,49,Chris Carr
28.000,,0,1,28,Michael Griffin
19.000,,0,1,19,Jonathan Stewart
25.000,,0,4,31,Dantrell Savage
30.000,,0,1,30,Maurice Leggett
26.000,,0,4,34,Andre Davis
23.000,,0,5,28,Justin Forsett
16.000,,0,3,19,Davone Bess
23.000,,0,3,25,Darren Sproles
9.000,,0,1,9,Jacob Hester
20.000,,0,5,25,Brandon Middleton
9.000,,0,1,9,Corey Smith
19.000,,0,2,20,Devin Hester
27.000,,0,4,45,Will Blackmon
0.000,,0,1,0,Jordy Nelson
28.000,,0,3,54,Jerious Norwood
12.000,,0,2,24,Ahmad Bradshaw
20.000,,0,8,26,Josh Wilson
16.000,,0,4,18,Quintin Demps
31.000,,0,1,31,Greg Lewis
25.000,,0,2,32,Rock Cartwright
23.000,,0,2,24,Andre Hall
0.000,,0,1,0,Glenn Martinez
16.000,,0,1,16,Dexter Jackson
21.000,,0,2,23,Felix Jones
25.000,,0,1,25,Miles Austin
29.000,,0,6,60,Glenn Holt
25.000,,0,3,34,Allen Rossum
6.000,,0,1,6,Kentwan Balmer
28.000,,0,3,35,Ellis Hobbs
18.000,,0,1,18,Matthew Slater
25.000,,0,4,40,Brian Witherspoon
12.000,,0,1,12,Matt Jones
23.000,,0,3,27,Najeh Davenport
16.000,,0,1,16,Tyrone Carter
33.000,,0,5,56,Pierre Thomas
5.000,,0,2,10,Aaron Stecker
23.000,,0,4,27,Maurice Hicks
24.000,,0,1,24,Chester Taylor
28.000,,0,5,50,Andre Davis
28.000,,0,4,32,Davone Bess
0.000,,0,1,0,Anthony Fasano
23.000,,0,1,23,Pierre Garcon
17.000,,0,3,19,Yamon Figurs
32.000,,0,2,46,Leon Washington
24.000,,0,5,41,Glenn Holt
18.000,,0,4,20,Johnnie Lee Higgins
11.000,,0,1,11,Tyvon Branch
44.000,,0,4,85,Jerious Norwood
10.000,,0,1,10,Harry Douglas
20.000,,0,3,25,Devin Hester
21.000,,0,2,33,Garrett Wolfe
19.000,,0,1,19,Danieal Manning
17.000,,0,3,27,Maurice Hicks
42.000,,0,1,42,Charles Gordon
17.000,,0,2,19,Brandon Middleton
16.000,,0,1,16,Casey Fitzsimmons
22.000,,0,1,22,Dexter Jackson
21.000,,0,4,28,Mark Jones
20.000,,0,1,20,Jonathan Stewart
25.000,,0,3,28,Rock Cartwright
23.000,,0,3,32,Dante Hall
25.000,,0,2,26,Andre Hall
24.000,,0,2,26,Troy Williamson
18.000,,0,1,18,Matt Jones
21.000,,0,4,30,Josh Wilson
21.000,,0,1,21,TJ Duckett
25.000,,0,3,30,Will Blackmon
93.000,,1,1,93,JJ Arrington
0.000,,0,1,0,Calais Campbell
8.000,,0,1,8,Sean Morey
27.000,,0,3,32,Miles Austin
4.000,,0,1,4,Tony Curtis
22.000,,0,1,22,Felix Jones
21.000,,0,9,31,Allen Rossum
29.000,,0,4,63,Quintin Demps
18.000,,0,1,18,Cletis Gordon
23.000,,0,1,23,Darren Sproles
19.000,,0,4,21,Ellis Hobbs
23.000,,0,3,31,Matthew Slater
22.000,,0,1,22,Josh Cribbs
12.000,,0,1,12,Darnell Dinkins
22.000,,0,3,33,Ahmad Bradshaw
2.000,,0,1,2,Darcy Johnson
19.000,,0,3,21,Leodis McKelvin
17.000,,0,4,21,Darren Sproles
11.000,,0,1,11,Antonio Cromartie
5.000,,0,1,5,Brandon Manumaleuna
29.000,,0,3,36,Andre Caldwell
18.000,,0,1,18,Daniel Coats
8.000,,0,1,8,Jerome Simpson
15.000,,0,1,15,Kenny Watson
23.000,,0,3,27,Najeh Davenport
29.000,,0,4,59,Dantrell Savage
27.000,,0,2,29,Jamaal Charles
20.000,,0,1,20,Maurice Leggett
23.000,,0,2,25,Chris Carr
4.000,,0,1,4,Michael Griffin
18.000,,0,5,31,Ted Ginn
11.000,,0,1,11,Patrick Cobbs
25.000,,0,4,30,Ray Rice
24.000,,0,2,26,Mark Jones
27.000,,0,4,31,Pierre Thomas
18.000,,0,2,20,Devin Hester
19.000,,0,2,20,Jason McKie
19.000,,0,2,20,Garrett Wolfe
11.000,,0,1,11,Adrian Peterson
21.000,,0,7,31,Maurice Hicks
21.000,,0,5,29,Ahmad Bradshaw
20.000,,0,3,23,Delanie Walker
21.000,,0,2,21,Allen Rossum
9.000,,0,1,9,Kentwan Balmer
17.000,,0,3,32,Dante Hall
25.000,,0,3,27,Miles Austin
29.000,,0,1,29,Isaiah Stanback
20.000,,0,5,25,Andre Davis
20.000,,0,4,26,Brandon Middleton
30.000,,0,2,36,Rock Cartwright
26.000,,0,1,26,Santana Moss
23.000,,0,2,24,Josh Cribbs
43.000,,0,1,43,Gerard Lawson
-2.000,,0,1,-2,Charles Woodson
17.000,,0,4,23,Pierre Garcon
15.000,,0,4,20,Tyvon Branch
17.000,,0,3,23,Leon Washington
4.000,,0,1,4,Dexter Jackson
36.000,,0,4,61,Josh Wilson
24.000,,0,1,24,Justin Forsett
18.000,,0,1,18,Ellis Hobbs
28.000,,0,1,28,Matthew Slater
21.000,,0,7,26,Andre Hall
18.000,,0,6,24,Pierre Thomas
25.000,,0,8,32,Darren Sproles
27.000,,0,2,28,Ray Rice
16.000,,0,1,16,Jim Leonhard
18.000,,0,6,25,Johnnie Lee Higgins
12.000,,0,3,26,Ted Ginn
20.000,,0,5,31,Leodis McKelvin
18.000,,0,1,18,Corey McIntyre
25.000,,0,4,28,Leon Washington
22.000,,0,1,22,Justin Miller
24.000,,0,5,35,Dantrell Savage
28.000,,0,3,32,Mark Jones
21.000,,0,4,25,JJ Arrington
16.000,,0,1,16,Calais Campbell
19.000,,0,2,20,Miles Austin
18.000,,0,2,20,Isaiah Stanback
20.000,,0,3,24,Clifton Smith
23.000,,0,5,26,Brandon Middleton
21.000,,0,2,27,Rock Cartwright
31.000,,0,3,49,Ellis Hobbs
26.000,,0,1,26,Wes Welker
19.000,,0,4,41,Dante Hall
16.000,,0,2,17,Quintin Demps
14.000,,0,1,14,Correll Buckhalter
17.000,,0,4,21,Jerious Norwood
17.000,,0,1,17,Ovie Mughelli
22.000,,0,6,30,Brian Witherspoon
26.000,,0,3,38,Josh Cribbs
19.000,,0,4,23,Najeh Davenport
18.000,,0,1,18,Carey Davis
25.000,,0,3,35,Ahmad Bradshaw
19.000,,0,3,30,Jacoby Jones
20.000,,0,4,30,Glenn Holt
20.000,,0,1,20,Kenny Watson
26.000,,0,3,30,Michael Robinson
26.000,,0,3,33,Allen Rossum
40.000,,0,1,40,Josh Wilson
38.000,,0,2,42,Chris Carr
25.000,,0,6,32,Pierre Garcon
25.000,,0,7,44,Leodis McKelvin
23.000,,0,3,40,Leon Washington
17.000,,0,2,18,Glenn Holt
19.000,,0,2,22,Matt Jones
22.000,,0,2,25,Brian Witherspoon
33.000,,1,7,92,Josh Cribbs
14.000,,0,2,28,Yamon Figurs
0.000,,0,1,0,Edgar Jones
6.000,,0,1,6,Ray Rice
9.000,,0,1,9,Aundrae Allison
30.000,,0,1,30,Maurice Hicks
14.000,,0,1,14,Jimmy Kleinsasser
17.000,,0,4,23,Jacoby Jones
31.000,,0,1,31,Ryan Moats
16.000,,0,4,22,Devin Hester
22.000,,0,6,31,Brandon Middleton
18.000,,0,4,21,Dantrell Savage
38.000,,1,6,97,Clifton Smith
22.000,,0,1,22,Brian Clark
21.000,,0,5,26,Dante Hall
20.000,,0,2,21,Derek Stanley
17.000,,0,2,17,Steve Breaston
20.000,,0,1,20,JJ Arrington
24.000,,0,6,33,Chris Carr
28.000,,0,2,32,Will Blackmon
40.000,,0,1,40,Jordy Nelson
41.000,,0,4,95,Eddie Royal
18.000,,0,1,18,Andre Hall
41.000,,0,1,41,Ted Ginn
18.000,,0,3,20,Ahmad Bradshaw
21.000,,0,5,25,Miles Austin
24.000,,0,3,27,Josh Wilson
25.000,,0,2,28,Justin Forsett
31.000,,0,2,44,Quintin Demps
26.000,,0,4,39,Johnnie Lee Higgins
16.000,,0,1,16,Tyvon Branch
26.000,,0,1,26,Jerious Norwood
23.000,,0,4,39,Pierre Garcon
24.000,,0,4,34,Ellis Hobbs
18.000,,0,4,27,Rock Cartwright
20.000,,0,3,24,Mewelde Moore
27.000,,0,5,43,Josh Cribbs
24.000,,0,3,31,Eddie Royal
9.000,,0,2,11,Peyton Hillis
24.000,,0,4,41,Devin Hester
23.000,,0,2,25,Chris Carr
22.000,,0,5,34,Brandon Middleton
10.000,,0,1,10,Troy Williamson
13.000,,0,1,13,Ellis Hobbs
46.000,,0,3,85,Leodis McKelvin
36.000,,0,2,55,Jerious Norwood
25.000,,0,5,41,Courtney Roby
29.000,,0,3,37,Ted Ginn
33.000,,0,2,50,Josh Wilson
32.000,,0,1,32,Justin Forsett
17.000,,0,2,18,Maurice Hicks
22.000,,0,1,22,Aundrae Allison
19.000,,0,1,19,Charles Gordon
20.000,,0,1,20,Naufahu Tahi
21.000,,0,3,31,Will Blackmon
14.000,,0,2,14,Jordy Nelson
23.000,,0,1,23,Leon Washington
20.000,,0,6,24,Derek Stanley
11.000,,0,1,11,Jonathan Wade
18.000,,0,4,24,Johnnie Lee Higgins
59.000,,0,1,59,Mark Jones
25.000,,0,4,39,Gary Russell
3.000,,0,1,3,Matt Spaeth
17.000,,0,5,25,Pierre Garcon
21.000,,0,6,32,Ryan Moats
22.000,,0,3,27,Yamon Figurs
26.000,,0,1,26,Antonio Cromartie
26.000,,0,4,36,Kevin Robinson
27.000,,0,8,40,Quintin Demps
19.000,,0,3,24,Ahmad Bradshaw
21.000,,0,1,21,Derrick Ward
26.000,,0,4,38,Steve Breaston
0.000,,0,1,0,Jerheme Urban
46.000,,1,4,104,Allen Rossum
14.000,,0,1,14,Billy Bajema
12.000,,0,1,12,Kentwan Balmer
27.000,,0,5,31,Ellis Hobbs
0.000,,0,1,0,Matthew Slater
44.000,,1,4,92,Leon Washington
11.000,,0,1,11,David Bowens
1.000,,0,1,1,Brad Smith
20.000,,0,4,26,Jerious Norwood
22.000,,0,1,22,Harry Douglas
31.000,,0,5,58,Eddie Royal
26.000,,0,5,46,Chad Simpson
46.000,,0,1,46,Pierre Garcon
25.000,,0,6,27,Jacoby Jones
27.000,,0,2,30,Ryan Moats
18.000,,0,4,38,Brian Witherspoon
28.000,,0,2,36,Chris Carr
17.000,,0,1,17,Chris Johnson
17.000,,0,3,22,Ted Ginn
21.000,,0,4,40,Justin Miller
25.000,,0,1,25,Johnnie Lee Higgins
17.000,,0,3,19,Ahmad Bradshaw
25.000,,0,4,29,Yamon Figurs
20.000,,0,4,26,Mark Jones
12.000,,0,1,12,Brad Hoover
24.000,,0,3,46,Aveion Cason
24.000,,0,3,26,Glenn Holt
17.000,,0,4,27,Quintin Demps
14.000,,0,2,22,Will Blackmon
22.000,,0,5,31,Devin Hester
27.000,,0,3,30,Danieal Manning
20.000,,0,5,37,Dantrell Savage
28.000,,0,4,54,Courtney Roby
8.000,,0,1,8,Buck Ortega
24.000,,0,2,25,Clifton Smith
17.000,,0,1,17,Brian Clark
21.000,,0,5,26,Maurice Hicks
16.000,,0,1,16,Adrian Peterson
23.000,,0,3,30,Allen Rossum
15.000,,0,1,15,Michael Robinson
22.000,,0,6,34,Travis Minor
28.000,,0,5,56,Josh Wilson
23.000,,0,1,23,Justin Forsett
25.000,,0,1,25,Steve Breaston
20.000,,0,3,26,Gary Russell
7.000,,0,1,7,Mewelde Moore
0.000,,0,1,0,Antonio Cromartie
13.000,,0,1,13,Jacob Hester
16.000,,0,1,16,Darren Sproles
26.000,,0,3,58,Rock Cartwright
13.000,,0,2,14,Miles Austin
9.000,,0,1,9,Deon Anderson
15.000,,0,4,19,Fred Jackson
61.000,,1,3,98,Leodis McKelvin
21.000,,0,3,26,Josh Cribbs
28.000,,0,2,43,Gary Russell
24.000,,0,1,24,Mewelde Moore
19.000,,0,4,24,Glenn Holt
