interception touchdowns, interception yards, interceptions, name
0,22,1,Josh Thomas
0,0,1,Bobby Seay
0,44,1,Shiloh Keo
0,31,1,Joseph Dickson
1,56,1,Matt Ernest
0,6,1,Mitchell Evans
0,0,1,Tyler Replogle
0,11,1,Zac Sandvig
0,9,2,Jake Knott
0,30,1,Tyrone Clark
0,26,1,Tracy Wilson
1,22,1,Ray Ray Armstrong
0,3,1,Mike Rallis
0,0,1,Doyle Miller
1,30,1,Brian Rolle
0,0,1,DeVonte Holloman
0,17,1,Justin Wilson
0,24,1,Shakiel Smith
0,19,1,TJ Ballou
0,38,1,Brentley Harstad
0,2,1,Brian Blechen
0,0,1,Jarred Holley
1,44,1,Alex Frye
0,4,1,Marquise Liverpool
0,0,1,Diauntae Morrow
0,1,1,Derek Earls
0,50,1,Brady Amack
0,34,1,Brian Wagner
0,15,1,Robert Lester
0,27,1,Max Tabach
0,0,1,Eddie Elder
0,0,1,Osahon Irabor
1,66,1,DeLeon Gause
0,0,1,Byron Maxwell
0,0,1,Coty Sensabaugh
0,0,1,Craig Robertson
0,20,1,Momo Thomas
0,9,1,Anthony Perkins
0,0,1,Travis Sandersfield
0,0,1,Jalil Brown
0,0,1,Matt Daniels
0,0,1,Abraham Kromah
0,30,1,Donovan Travis
1,67,1,Janoris Jenkins
0,40,1,Ahmad Black
0,0,1,Jeremy Brown
0,-1,1,Jonathan Bostic
0,10,1,Mike Harris
0,0,1,Patrick Lambert
0,25,1,Sanders Commings
1,17,1,Jakar Hamilton
0,0,1,Brandon Boykin
0,0,1,Lance Kelley
0,42,1,Matt Nicholson
0,16,1,Nick Saenz
0,7,1,Jeremy Smith
0,1,1,Isiah Barfield
0,1,1,Terrance Sweeney
0,0,1,David Garrett
0,0,1,Brian Murphy
0,46,1,Chad Boyd
0,9,1,Josh Victorian
0,10,1,Marcus Hyde
0,32,1,Kenji Jackson
0,2,1,Carl Gettis
0,0,1,Jasper Simmons
0,15,2,Maurice Langston
0,10,1,Terrence Thomas
0,2,1,Tre Boston
0,29,1,PJ Smith
0,0,1,Darrin Walls
0,0,1,Ian Williams
0,49,1,Demontre Hurst
0,0,1,Quinton Carter
0,0,1,Jamell Fleming
0,0,1,Chris Randle
0,0,1,Junior Keiaho
0,2,1,Casey Matthews
0,0,1,Avery Patterson
0,28,1,Joe Stoner
0,0,1,Keenan Robinson
1,33,1,Mark Joyce
0,3,1,George Baker
0,0,1,David Bedford
0,0,1,Michael Lanaris
0,21,1,Lance Mitchell
0,0,1,Dwight Roberson
1,54,1,Prentiss Waggner
0,0,1,Austin Johnson
0,0,1,Tony Davis
0,14,1,Keith Morgan
0,0,1,Eugene Fells III
1,38,1,Dustin Harris
1,19,1,Will Chandler
0,0,1,Isaiah Carter
0,0,1,Braxton Amy
0,18,1,Justan Vaughn
0,65,1,Chase Minnifield
0,0,1,Brandon Hogan
0,0,1,Dayon Arrington
0,0,1,Dexter McCoil
0,13,1,Tre Porter
0,11,1,DJ Johnson
0,0,1,Jarvis Phillips
0,27,1,Emmett Merchant
0,0,1,Nickoe Whitley
0,-1,1,Nick Fairley
0,0,1,Kee ayre Griffin
0,0,1,Stephen Johnson
0,68,1,Travaun Nixon
0,1,1,Reggie Rembert
0,0,1,Shane Hunter
0,12,1,Manley Waller
0,2,1,Mark Barron
0,0,1,Dre Kirkpatrick
0,0,1,Robert Lester
0,0,1,Deveron Carr
0,50,2,Sean Baker
0,36,1,Charlie Todd
0,2,1,Mike Hicks
0,0,1,Domonic Cook
0,37,1,Wes Davis
