assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
0,0,1,2,0,1,0,0,4.850,Kelley Cain,1,-7,0,2,0,0,0,1
0,0,0,7,0,0,0,0,10.933,Danielle McCray,1,-10,0,1,3,0,0,2
5,0,1,10,3,0,0,0,26.683,Essence Carson,0,9,7,1,1,2,1,2
2,0,4,9,3,2,6,4,30.667,DeLisha Milton Jones,2,12,10,6,0,2,0,2
0,1,8,9,3,3,3,3,24.300,Tina Charles,1,14,9,9,1,0,0,1
1,0,8,8,5,2,0,0,31.200,Anna Cruz,1,25,11,9,4,2,1,2
2,0,2,12,6,1,4,3,27.383,Cappie Pondexter,0,9,17,2,0,3,2,3
0,0,2,5,3,1,2,2,18.350,Alex Montgomery,1,5,9,3,2,1,1,2
1,0,0,2,1,0,0,0,9.050,Plenette Pierson,0,6,2,0,1,0,0,0
0,1,1,1,0,0,0,0,5.933,Toni Young,0,6,0,1,0,0,0,0
2,1,1,6,3,1,0,0,13.867,Kara Braxton,1,11,6,2,1,0,0,2
2,1,1,0,0,1,0,0,6.683,Sugar Rodgers,0,5,0,1,0,0,0,2
1,1,1,4,2,1,0,0,5.883,Chucky Jeffery,0,3,4,1,2,1,0,0
5,0,4,14,8,2,7,5,34.483,Angel McCoughtry,2,1,21,6,1,3,0,3
1,0,3,12,4,2,0,0,25.650,Sancho Lyttle,0,11,8,3,2,0,0,1
2,3,9,17,10,4,5,3,33.500,Erika de Souza,2,3,23,11,2,0,0,2
1,0,3,1,1,2,5,3,23.533,Tiffany Hayes,1,15,5,4,2,0,0,1
2,0,3,7,3,3,2,2,20.333,Jasmine Thomas,0,11,9,3,1,2,1,1
11,0,2,6,2,4,2,2,30.567,Shoni Schimmel,1,-2,7,3,2,2,1,3
1,0,0,3,2,4,0,0,12.467,Matee Ajavon,1,-9,4,1,1,1,0,1
0,0,2,4,1,3,0,0,12.933,Swin Cash,0,-12,2,2,0,1,0,2
0,0,0,1,0,2,0,0,6.533,Aneika Henry,0,2,0,0,0,0,0,2
1,0,1,6,1,0,4,3,22.383,Kayla McBride,0,-13,6,1,2,3,1,4
3,0,10,9,3,0,4,2,24.683,Sophia Young Malcolm,2,-6,8,12,2,0,0,1
2,1,0,0,0,1,2,1,21.667,Jayne Appel,0,-12,1,0,1,0,0,1
3,0,4,9,8,5,8,7,34.683,Danielle Robinson,0,0,23,4,2,0,0,3
1,0,3,8,2,0,0,0,17.667,Jia Perkins,1,-11,4,4,1,1,0,1
4,0,3,14,7,4,3,2,24.250,Danielle Adams,0,9,18,3,1,5,2,0
2,0,3,7,2,2,6,5,24.900,Shenise Johnson,1,7,9,4,1,2,0,4
1,0,1,4,1,3,0,0,15.100,Shameka Christon,1,9,2,2,0,3,0,0
0,0,0,2,2,2,0,0,9.333,Kayla Alexander,2,1,4,2,0,0,0,2
1,0,0,2,0,3,0,0,5.317,Davellyn Whyte,0,-4,0,0,1,0,0,0
3,1,3,17,6,3,11,10,36.333,Elena Delle Donne,2,4,23,5,0,4,1,2
2,6,6,8,4,3,6,5,33.983,Jessica Breland,3,2,13,9,3,0,0,2
2,2,5,8,3,2,4,3,26.167,Sasha Goodlett,5,13,9,10,0,0,0,2
1,0,3,8,2,2,2,1,34.150,Tamera Young,1,4,5,4,0,0,0,0
5,0,3,11,4,3,0,0,30.083,Courtney Vandersloot,1,1,9,4,0,2,1,3
2,0,0,5,1,3,0,0,13.533,Allie Quigley,1,3,2,1,1,2,0,1
0,1,2,3,2,1,2,2,13.833,Markeisha Gatling,0,-10,6,2,0,0,0,1
0,0,1,4,3,0,1,1,9.917,Jamierra Faulkner,0,2,7,1,1,0,0,3
0,0,0,1,0,0,0,0,1.767,Gennifer Brandon,0,-4,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.233,Courtney Clements,0,0,0,0,0,0,0,0
2,6,5,16,6,5,6,4,32.500,Natasha Howard,5,-5,16,10,3,0,0,1
3,2,4,14,5,3,2,2,28.267,Marissa Coleman,0,-5,13,4,2,3,1,3
1,2,4,5,4,4,0,0,22.550,Erlana Larkins,4,-1,8,8,1,0,0,0
6,0,1,11,4,0,0,0,25.267,Briann January,0,0,9,1,0,2,1,1
3,2,2,10,3,2,10,7,32.583,Shavonte Zellous,1,-2,14,3,2,5,1,2
1,0,0,3,2,4,0,0,14.133,Jasmine Hassell,0,-4,4,0,2,0,0,2
1,0,1,6,2,0,0,0,14.733,Sydney Carter,0,-3,5,1,0,2,1,1
2,0,2,4,1,2,0,0,17.733,Karima Christmas,2,3,2,4,0,0,0,0
0,0,2,0,0,1,0,0,4.833,Lynetta Kizer,0,3,0,2,0,0,0,0
0,1,0,3,0,0,0,0,7.417,Maggie Lucas,0,-1,0,0,0,1,0,0
2,0,3,3,1,2,6,6,22.217,Noelle Quinn,0,-12,8,3,4,1,0,2
0,0,2,6,3,0,2,1,22.500,Camille Little,0,-17,8,2,0,1,1,4
0,0,9,6,3,1,0,0,23.650,Crystal Langhorne,0,-11,6,9,0,0,0,2
2,1,0,8,2,0,1,0,14.917,Tanisha Wright,1,-13,5,1,0,1,1,1
4,0,1,8,2,0,4,3,24.167,Sue Bird,1,-8,7,2,0,3,0,5
6,0,0,4,2,3,2,2,20.783,Temeka Johnson,0,0,7,0,1,1,1,1
0,0,2,6,2,4,0,0,19.767,Shekinna Stricklen,1,-1,5,3,1,4,1,2
0,1,1,7,4,4,4,3,20.733,Jenna OHea,1,-1,12,2,1,3,1,1
2,4,2,3,3,2,2,1,18.150,Alysha Clark,0,1,7,2,1,0,0,0
0,0,1,3,1,0,2,2,13.117,Angel Robinson,1,7,4,2,0,0,0,1
5,0,1,12,7,0,2,2,27.167,Alana Beard,1,12,17,2,1,1,1,2
4,2,5,13,8,1,2,2,32.083,Candace Parker,1,10,18,6,2,0,0,3
0,0,2,3,2,0,0,0,9.367,Nnemkadi Ogwumike,1,9,4,3,0,0,0,1
3,0,2,10,4,4,3,3,26.917,Kristi Toliver,0,13,13,2,2,6,2,0
0,0,3,10,1,0,2,2,28.733,Lindsey Harding,1,-1,4,4,3,3,0,1
0,0,3,5,4,5,3,2,16.433,Jantel Lavender,2,10,10,5,0,0,0,0
0,0,1,4,2,1,2,2,20.983,Armintie Price Herrington,0,-1,6,1,4,0,0,2
1,1,0,2,0,3,0,0,10.833,Candice Wiggins,0,2,0,0,1,1,0,1
0,0,3,5,1,4,4,4,20.700,Sandrine Gruda,2,1,6,5,0,0,0,3
0,0,1,0,0,1,0,0,2.000,Nikki Greene,0,3,0,1,0,0,0,0
0,0,1,1,1,0,0,0,4.783,Farhiya Abdi,0,-3,2,1,0,0,0,0
3,2,2,13,10,4,4,1,40.600,Natasha Howard,4,-9,21,6,2,0,0,2
1,0,3,4,1,0,4,3,18.983,Marissa Coleman,1,-3,5,4,3,1,0,0
1,2,10,11,8,3,4,1,39.450,Erlana Larkins,3,8,17,13,3,0,0,4
5,1,0,14,7,4,2,2,36.883,Briann January,0,-6,20,0,2,5,4,2
3,0,5,5,1,0,0,0,16.700,Shavonte Zellous,0,-14,2,5,1,0,0,7
0,0,2,3,2,1,0,0,13.417,Lynetta Kizer,2,0,4,4,1,0,0,0
1,0,1,9,4,2,0,0,24.500,Karima Christmas,2,3,8,3,1,0,0,2
4,1,1,5,2,1,4,2,34.033,Sydney Carter,0,9,6,1,1,2,0,4
0,0,0,2,1,1,0,0,6.533,Jasmine Hassell,0,-3,2,0,1,0,0,0
2,0,1,8,1,2,1,1,18.900,Maggie Lucas,0,5,3,1,0,3,0,1
1,0,0,2,0,1,0,0,15.850,Matee Ajavon,0,-4,0,0,2,1,0,2
2,1,14,10,4,5,4,2,45.617,Sancho Lyttle,7,10,10,21,3,0,0,3
1,2,6,12,7,4,4,3,39.350,Erika de Souza,3,9,17,9,1,0,0,2
1,0,1,1,0,3,2,2,13.317,Tiffany Hayes,0,-1,2,1,0,0,0,2
3,2,2,11,4,1,0,0,28.417,Jasmine Thomas,0,-5,8,2,0,1,0,2
5,0,3,15,9,2,8,7,39.100,Angel McCoughtry,1,7,27,4,6,3,2,5
10,0,0,14,7,1,0,0,43.550,Shoni Schimmel,0,12,17,0,2,7,3,7
0,0,3,5,4,1,1,1,12.333,Aneika Henry,0,-7,9,3,0,0,0,2
0,0,0,1,0,1,0,0,6.017,Swin Cash,0,-13,0,0,0,0,0,1
0,2,0,1,0,1,0,0,6.467,Inga Orekhova,0,2,0,0,0,1,0,0
1,0,3,7,4,4,0,0,25.200,DeLisha Milton Jones,0,-18,9,3,1,2,1,3
2,0,6,13,6,0,0,0,33.550,Essence Carson,0,-10,13,6,0,2,1,4
0,0,9,16,7,2,2,1,34.217,Tina Charles,3,-17,15,12,1,0,0,2
3,0,3,16,3,2,7,6,30.400,Cappie Pondexter,2,-26,14,5,2,5,2,2
6,2,1,4,1,2,0,0,33.317,Anna Cruz,1,-15,2,2,1,1,0,3
0,0,2,6,2,3,0,0,16.500,Alex Montgomery,0,8,4,2,1,2,0,0
2,0,1,3,1,1,3,3,11.667,Plenette Pierson,2,9,5,3,0,0,0,2
0,0,1,1,0,0,0,0,5.783,Kara Braxton,0,3,0,1,0,0,0,1
0,0,1,2,1,1,0,0,3.983,Sugar Rodgers,0,3,3,1,0,1,1,0
1,0,1,1,0,1,0,0,3.133,Toni Young,0,-5,0,1,0,0,0,0
0,0,1,0,0,2,0,0,2.250,Chucky Jeffery,0,-2,0,1,0,0,0,0
2,2,4,20,8,1,6,6,36.433,Elena Delle Donne,1,17,23,5,2,4,1,1
4,0,9,12,6,2,2,1,30.850,Jessica Breland,2,12,13,11,0,1,0,0
0,0,4,8,4,4,1,0,27.433,Sasha Goodlett,1,27,8,5,2,0,0,2
1,0,2,5,1,2,2,0,15.583,Tamera Young,3,-8,2,5,0,0,0,0
8,2,5,12,5,2,3,2,32.067,Courtney Vandersloot,0,23,12,5,3,2,0,4
2,0,2,0,0,0,0,0,8.333,Jamierra Faulkner,0,-9,0,2,0,0,0,5
0,1,3,2,2,1,0,0,12.567,Markeisha Gatling,0,-13,4,3,0,0,0,0
2,2,2,8,4,1,2,2,26.550,Allie Quigley,0,17,12,2,0,3,2,1
0,0,1,2,1,0,1,1,6.367,Courtney Clements,0,7,3,1,0,1,0,0
0,0,1,2,1,1,0,0,3.417,Gennifer Brandon,0,-3,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0.400,Aaryn Ellenberg,0,0,0,0,0,0,0,0
1,0,1,9,2,1,6,6,23.783,Kayla McBride,1,0,11,2,1,4,1,0
1,2,3,8,3,4,2,2,26.817,Sophia Young Malcolm,5,12,8,8,0,0,0,0
1,1,5,3,2,2,0,0,20.617,Jayne Appel,2,-4,4,7,0,0,0,0
0,0,3,13,5,1,7,6,23.567,Jia Perkins,1,-4,20,4,2,4,4,0
5,0,4,13,7,4,3,3,34.667,Danielle Robinson,2,8,17,6,0,2,0,4
1,0,3,7,2,1,1,1,16.750,Shenise Johnson,1,8,5,4,3,1,0,2
2,1,1,8,1,5,2,1,17.517,Danielle Adams,0,-4,4,1,0,5,1,0
1,0,1,6,2,2,0,0,15.900,Shameka Christon,0,4,5,1,1,4,1,1
0,1,4,4,2,1,0,0,15.050,Kayla Alexander,2,4,4,6,1,0,0,2
0,0,0,1,0,0,0,0,4.383,Davellyn Whyte,0,-3,0,0,0,1,0,1
0,0,0,0,0,0,2,2,0.950,Heather Butler,0,-1,2,0,0,0,0,0
1,1,1,6,2,5,0,0,25.750,Roneeka Hodges,0,4,5,1,0,4,1,1
2,0,4,6,3,2,12,9,31.900,Glory Johnson,1,3,15,5,0,0,0,3
2,0,8,9,6,4,4,1,29.600,Courtney Paris,6,-1,13,14,0,0,0,2
2,1,2,8,2,1,0,0,23.083,Riquna Williams,1,-6,4,3,1,3,0,0
9,0,3,17,6,5,6,6,32.433,Skylar Diggins,5,1,20,8,3,5,2,2
0,0,3,5,5,4,1,0,10.400,Vicki Baugh,2,-3,10,5,0,0,0,2
0,1,2,3,0,0,0,0,14.250,Jordan Hooper,0,-8,0,2,1,2,0,0
0,0,0,0,0,0,0,0,2.000,Angel Goodrich,0,-2,0,0,0,0,0,0
1,0,2,11,1,1,6,4,22.483,Odyssey Sims,1,-1,6,3,2,1,0,2
0,0,1,1,1,2,0,0,8.100,Jennifer Lacy,1,-7,3,2,0,1,1,3
1,1,2,8,5,1,0,0,26.717,DeWanna Bonner,0,12,11,2,0,3,1,1
2,1,5,6,1,1,0,0,24.950,Candice Dupree,0,14,2,5,0,0,0,2
1,5,2,9,8,3,3,3,23.617,Brittney Griner,2,13,19,4,0,0,0,4
3,0,4,7,4,3,0,0,26.383,Diana Taurasi,0,12,9,4,1,3,1,3
3,0,4,8,3,2,2,1,21.400,Erin Phillips,0,10,8,4,1,3,1,0
2,0,0,3,1,1,2,1,15.167,Penny Taylor,0,8,3,0,0,1,0,2
1,1,4,7,3,2,0,0,16.833,Mistie Bass,2,7,6,6,0,0,0,0
0,0,0,4,4,2,0,0,17.117,Anete Jekabsone Zogota,0,9,11,0,0,3,3,0
0,0,3,2,1,4,2,2,12.167,Ewelina Kobryn,0,3,4,3,1,1,0,1
3,0,0,3,2,0,1,1,13.217,Eshaya Murphy,1,0,6,1,0,1,1,1
0,0,0,2,1,0,0,0,2.433,Tiffany Bias,0,-3,2,0,1,0,0,1
1,0,5,6,2,1,2,2,24.683,Noelle Quinn,0,-5,6,5,0,1,0,0
1,0,4,14,5,3,6,4,27.350,Camille Little,3,-16,14,7,0,3,0,3
0,0,1,2,2,3,6,5,18.917,Crystal Langhorne,0,-7,9,1,1,0,0,3
2,0,2,6,2,2,2,2,18.633,Tanisha Wright,0,2,6,2,0,0,0,0
3,0,1,9,3,0,0,0,28.883,Sue Bird,0,-10,7,1,2,3,1,2
0,0,1,5,1,1,0,0,20.867,Jenna OHea,0,-16,3,1,1,4,1,0
1,0,3,4,2,3,0,0,17.717,Shekinna Stricklen,0,-12,5,3,0,3,1,1
0,0,2,6,3,0,1,1,14.933,Alysha Clark,2,-15,8,4,1,1,1,0
3,0,0,4,0,0,0,0,15.150,Temeka Johnson,0,-11,0,0,1,1,0,1
0,0,0,2,1,1,4,4,5.117,Angel Robinson,3,4,6,3,0,0,0,0
0,0,0,4,0,1,0,0,7.750,Nicole Powell,2,1,0,2,0,1,0,1
2,1,9,24,12,5,6,6,43.283,Maya Moore,3,6,33,12,5,7,3,6
2,0,5,4,4,4,2,2,40.250,Damiris Dantas,4,-3,10,9,0,0,0,2
3,1,5,5,1,0,0,0,26.383,Janel McCarville,0,-8,2,5,1,0,0,4
2,1,1,14,9,0,0,0,41.617,Seimone Augustus,0,-1,18,1,0,0,0,5
4,0,5,14,5,2,9,7,26.800,Lindsay Whalen,0,-8,17,5,3,0,0,4
3,0,0,3,1,2,2,1,18.200,Lindsey Moore,0,11,4,0,2,2,1,0
1,0,1,6,3,3,0,0,22.700,Tan White,1,20,6,2,3,1,0,1
1,0,2,3,0,1,0,0,5.767,Asia Taylor,2,-2,0,4,0,0,0,1
2,1,7,13,4,2,2,1,35.117,Alyssa Thomas,1,11,9,8,2,1,0,3
3,0,4,10,4,2,1,0,28.367,Kelsey Griffin,4,7,8,8,2,2,0,1
0,3,6,18,11,4,6,3,40.100,Chiney Ogwumike,4,4,25,10,4,0,0,2
3,0,3,11,6,2,2,2,39.233,Katie Douglas,1,3,16,4,2,5,2,3
4,1,0,15,6,6,0,0,32.133,Allison Hightower,0,-11,12,0,2,3,0,1
0,0,0,3,2,2,1,1,12.350,Kelsey Bone,0,-7,5,0,1,0,0,1
1,0,1,4,3,1,0,0,18.950,Danielle McCray,1,-19,7,2,1,1,1,4
1,0,0,5,1,2,0,0,13.333,Alex Bentley,0,-10,2,0,1,2,0,3
1,0,0,2,1,0,0,0,5.417,Renee Montgomery,0,7,3,0,1,2,1,0
0,1,1,10,6,6,2,2,27.767,Alana Beard,0,-6,16,1,2,3,2,2
2,0,7,4,2,2,0,0,25.967,Jantel Lavender,1,0,4,8,2,0,0,3
3,2,9,20,8,3,9,7,37.267,Candace Parker,2,-10,23,11,1,1,0,3
3,0,1,9,2,1,4,3,30.633,Kristi Toliver,0,-7,9,1,1,7,2,2
2,0,2,10,4,3,0,0,27.300,Lindsey Harding,0,-10,8,2,1,1,0,3
1,0,0,5,2,3,2,1,26.317,Sandrine Gruda,5,2,5,5,2,0,0,2
3,0,3,4,2,2,3,0,21.033,Armintie Price Herrington,0,1,4,3,2,0,0,1
0,0,1,2,0,0,0,0,3.717,Farhiya Abdi,0,5,0,1,0,1,0,0
2,0,8,11,4,3,6,5,35.350,DeWanna Bonner,3,7,16,11,4,5,3,3
0,0,3,10,7,3,4,4,33.017,Candice Dupree,2,9,18,5,1,0,0,3
2,4,6,12,6,5,2,1,27.750,Brittney Griner,4,8,13,10,1,0,0,2
6,0,6,16,7,2,6,6,36.217,Diana Taurasi,0,13,23,6,3,9,3,5
7,0,3,3,0,2,0,0,25.450,Erin Phillips,1,13,0,4,0,2,0,1
1,0,1,1,0,1,2,2,9.983,Penny Taylor,0,-10,2,1,1,0,0,3
0,0,0,4,1,2,0,0,17.450,Mistie Bass,2,-2,2,2,1,0,0,1
1,0,0,3,0,0,0,0,7.150,Anete Jekabsone Zogota,0,0,0,0,0,2,0,0
0,0,2,2,0,0,0,0,5.933,Eshaya Murphy,0,-8,0,2,0,0,0,0
0,0,0,2,0,1,0,0,1.700,Ewelina Kobryn,0,-5,0,0,0,0,0,0
2,4,4,18,8,0,6,5,35.717,Elena Delle Donne,0,13,21,4,0,2,0,1
2,2,12,10,7,4,0,0,30.167,Jessica Breland,3,3,14,15,1,0,0,1
0,4,3,4,1,4,2,2,17.817,Sasha Goodlett,1,1,4,4,2,0,0,4
3,0,2,4,3,2,2,2,30.250,Tamera Young,0,9,8,2,0,0,0,2
7,1,3,9,6,5,4,4,35.233,Courtney Vandersloot,0,15,18,3,2,3,2,2
0,0,2,2,2,5,0,0,9.567,Markeisha Gatling,0,0,4,2,0,0,0,2
4,0,2,9,4,3,0,0,24.133,Allie Quigley,0,10,9,2,0,3,1,3
0,1,2,2,0,0,0,0,10.400,Courtney Clements,0,6,0,2,1,1,0,1
1,0,0,2,0,3,0,0,4.767,Jamierra Faulkner,1,-5,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1.400,Gennifer Brandon,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.533,Aaryn Ellenberg,0,-2,0,0,0,0,0,0
1,0,6,7,3,4,0,0,32.183,Kelsey Griffin,5,-2,7,11,1,1,1,2
0,0,1,5,3,4,3,2,19.883,Alyssa Thomas,0,-4,8,1,0,0,0,2
0,2,7,17,8,3,2,2,30.567,Chiney Ogwumike,1,-2,18,8,0,0,0,2
3,0,1,6,2,1,9,9,38.150,Katie Douglas,1,-12,14,2,0,3,1,3
1,1,0,11,5,4,1,1,32.583,Allison Hightower,0,-7,12,0,3,1,1,0
3,0,2,5,1,1,0,0,15.367,Renee Montgomery,0,-4,2,2,0,2,0,0
0,1,1,8,0,1,2,1,8.433,Kelsey Bone,1,-8,1,2,0,1,0,1
0,0,0,3,0,1,0,0,7.867,Danielle McCray,0,-9,0,0,0,0,0,0
1,0,1,1,1,1,0,0,5.967,Kayla Pedersen,1,-5,2,2,0,0,0,0
3,0,0,5,1,2,4,2,9.000,Alex Bentley,1,3,4,1,2,1,0,1
1,0,3,7,3,3,4,4,24.633,Alyssa Thomas,1,1,10,4,1,0,0,1
2,1,8,8,3,4,0,0,27.883,Kelsey Griffin,1,12,6,9,0,1,0,1
1,0,3,12,7,5,6,4,28.233,Chiney Ogwumike,4,10,18,7,2,0,0,4
0,0,4,11,3,2,4,1,34.433,Katie Douglas,2,13,7,6,1,4,0,1
2,0,1,11,7,2,0,0,31.983,Allison Hightower,1,11,14,2,1,1,0,0
5,0,0,5,1,3,0,0,19.600,Alex Bentley,0,12,3,0,1,1,1,1
1,1,6,12,6,1,1,1,22.867,Kelsey Bone,2,4,13,8,1,0,0,3
0,0,0,2,0,1,0,0,8.900,Danielle McCray,0,-1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1.467,Kelly Faris,0,-2,0,0,0,0,0,0
0,0,1,5,2,3,0,0,17.183,Alysha Clark,0,-13,5,1,1,3,1,1
0,2,7,12,6,2,3,3,30.483,Crystal Langhorne,0,-18,15,7,0,0,0,2
0,0,4,5,1,3,7,6,27.767,Camille Little,1,-5,8,5,0,1,0,2
2,0,2,7,3,3,2,2,24.617,Tanisha Wright,0,-4,9,2,1,1,1,1
4,0,3,8,3,0,0,0,31.833,Sue Bird,0,-18,7,3,2,2,1,3
2,0,1,3,0,2,2,2,14.350,Jenna OHea,2,-10,2,3,0,2,0,1
4,0,1,4,1,1,2,2,17.783,Temeka Johnson,0,-1,4,1,1,2,0,4
1,0,2,3,1,1,0,0,11.683,Noelle Quinn,0,0,2,2,1,1,0,0
0,0,0,2,1,0,0,0,5.217,Nicole Powell,0,4,3,0,0,2,1,0
1,0,2,2,1,0,2,1,16.900,Shekinna Stricklen,0,0,4,2,0,1,1,0
0,0,0,0,0,0,0,0,2.183,Angel Robinson,0,5,0,0,0,0,0,0
0,0,0,10,3,3,3,1,23.483,Natasha Howard,0,-7,7,0,2,0,0,2
2,0,4,12,4,1,3,0,26.367,Marissa Coleman,0,-15,8,4,0,2,0,2
2,1,8,6,2,2,4,3,25.250,Erlana Larkins,4,-24,7,12,2,0,0,1
4,0,0,8,3,1,4,3,26.017,Briann January,0,-24,10,0,0,1,1,1
1,0,0,7,4,2,1,0,19.583,Shavonte Zellous,1,-16,9,1,1,1,1,1
0,0,1,8,2,0,0,0,23.850,Layshia Clarendon,0,-6,4,1,0,0,0,1
0,0,1,5,0,1,0,0,6.967,Lynetta Kizer,1,-2,0,2,0,0,0,0
1,0,4,4,0,4,2,2,23.767,Karima Christmas,1,2,2,5,1,2,0,0
1,0,2,7,4,1,3,3,14.933,Maggie Lucas,1,6,12,3,0,2,1,0
0,0,2,2,2,1,0,0,9.783,Krystal Thomas,1,6,4,3,0,0,0,0
0,0,4,7,1,2,2,2,20.017,Monique Currie,0,16,4,4,1,2,0,1
4,3,4,4,3,2,2,2,23.933,Emma Meesseman,3,18,8,7,0,0,0,0
2,1,4,11,5,3,1,0,16.017,Kia Vaughn,3,22,10,7,0,1,0,0
0,0,3,7,3,2,0,0,22.600,Kara Lawson,0,10,6,3,0,3,0,1
5,0,1,13,7,2,0,0,29.350,Bria Hartley,0,11,15,1,1,2,1,3
1,0,2,6,2,0,6,5,24.933,Ivory Latta,0,15,11,2,0,5,2,1
1,1,4,3,1,1,2,2,19.133,Stefanie Dolson,0,0,4,4,0,0,0,3
0,0,7,5,1,1,0,0,20.133,Tierra Ruffin Pratt,1,0,2,8,1,2,0,2
0,0,2,4,3,5,4,4,15.917,Tianna Hawkins,2,-2,11,4,0,1,1,1
0,0,0,1,1,1,0,0,3.117,Kalana Greene,0,-4,2,0,1,0,0,0
0,0,1,4,3,0,0,0,4.850,Jelena Milovanovic,0,-6,6,1,0,1,0,0
1,0,7,7,4,3,4,3,35.400,Glory Johnson,2,-6,11,9,1,0,0,2
1,0,0,6,3,0,3,3,15.967,Roneeka Hodges,1,5,10,1,0,4,1,1
1,0,9,8,5,3,0,0,26.667,Courtney Paris,3,1,10,12,1,0,0,1
5,0,1,15,7,3,11,6,28.467,Skylar Diggins,0,10,21,1,1,4,1,1
3,0,4,14,3,3,4,3,26.950,Riquna Williams,0,-5,10,4,3,6,1,1
6,0,0,8,5,2,1,1,30.500,Odyssey Sims,0,4,13,0,2,3,2,3
0,0,3,0,0,2,0,0,6.617,Vicki Baugh,0,-7,0,3,0,0,0,1
0,0,0,0,0,1,0,0,1.700,Angel Goodrich,0,-10,0,0,0,0,0,0
0,0,1,2,2,2,2,2,6.233,Jennifer Lacy,0,-4,7,1,0,1,1,0
2,0,2,7,3,2,2,2,14.783,Jordan Hooper,1,2,11,3,0,5,3,0
1,0,0,0,0,0,0,0,6.717,Theresa Plaisance,0,5,0,0,0,0,0,0
2,0,10,21,13,2,7,7,34.533,Maya Moore,3,2,38,13,2,9,5,4
1,0,4,5,2,3,6,4,30.550,Damiris Dantas,1,-8,8,5,0,0,0,1
2,0,7,5,2,3,5,4,30.133,Janel McCarville,1,14,8,8,0,0,0,2
2,0,2,21,11,2,0,0,33.550,Seimone Augustus,1,-3,23,3,0,1,1,1
5,0,1,9,5,2,1,1,30.900,Lindsay Whalen,0,4,11,1,1,0,0,3
2,0,2,2,0,4,2,1,9.100,Lindsey Moore,0,-3,1,2,1,1,0,1
2,0,1,2,1,1,1,1,22.067,Tan White,1,1,3,2,0,0,0,1
1,0,0,1,1,4,0,0,9.167,Asia Taylor,1,-2,2,1,1,0,0,1
2,0,0,9,7,0,0,0,27.750,DeWanna Bonner,0,-4,15,0,0,1,1,1
0,0,5,10,4,2,2,1,33.117,Candice Dupree,1,-1,9,6,0,0,0,1
