field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,0,4,4,0,Stephen Gostkowski
2,4,1,1,44,Josh Scobee
3,3,2,2,50,Robbie Gould
1,1,4,4,37,Mason Crosby
2,2,3,3,45,Dan Carpenter
0,1,0,0,0,Adam Vinatieri
4,4,1,1,57,Brandon McManus
2,2,1,1,52,Justin Tucker
0,0,2,2,0,Kyle Brindza
0,0,6,6,0,Ryan Succop
1,1,4,4,43,Chandler Catanzaro
4,4,1,1,45,Zach Hocker
2,2,3,4,32,Josh Lambo
0,0,4,4,0,Matt Prater
2,2,3,3,32,Dan Bailey
4,4,2,2,50,Josh Brown
1,2,0,1,22,Jason Myers
2,4,2,2,47,Graham Gano
1,1,4,4,34,Nick Folk
1,1,1,1,26,Travis Coons
0,0,1,1,0,Sebastian Janikowski
2,2,3,4,35,Mike Nugent
2,2,4,4,37,Greg Zuerlein
3,3,2,2,35,Steven Hauschka
1,2,1,1,45,Kai Forbath
1,1,2,2,22,Andrew Franks
2,2,0,1,47,Randy Bullock
2,3,3,3,48,Cairo Santos
4,4,2,2,47,Matt Bryant
1,2,3,3,29,Cody Parkey
2,3,2,2,30,Phil Dawson
1,2,0,0,37,Blair Walsh
1,1,3,3,35,Cairo Santos
1,1,4,4,54,Brandon McManus
3,3,2,2,51,Robbie Gould
0,0,6,7,0,Chandler Catanzaro
1,2,3,3,21,Mike Nugent
2,3,1,1,40,Josh Lambo
0,0,2,3,0,Dan Carpenter
4,4,4,4,50,Stephen Gostkowski
0,0,4,4,0,Travis Coons
0,0,2,2,0,Ryan Succop
1,1,1,1,46,Cody Parkey
2,2,2,2,28,Dan Bailey
2,2,2,2,44,Josh Brown
1,1,3,3,42,Matt Bryant
3,3,2,2,58,Jason Myers
2,3,2,2,48,Andrew Franks
4,4,1,1,54,Mason Crosby
1,1,2,2,54,Steven Hauschka
1,2,3,3,28,Graham Gano
1,1,2,2,43,Randy Bullock
3,3,4,4,48,Sebastian Janikowski
4,4,3,3,37,Justin Tucker
1,1,3,3,46,Dustin Hopkins
1,1,1,1,52,Greg Zuerlein
0,1,1,2,0,Zach Hocker
4,5,2,2,55,Kyle Brindza
0,0,3,4,0,Josh Scobee
1,1,1,1,47,Phil Dawson
2,2,2,3,28,Blair Walsh
1,1,1,1,26,Matt Prater
0,1,1,1,0,Adam Vinatieri
2,3,2,2,46,Nick Folk
3,3,3,3,48,Josh Brown
2,2,1,1,44,Dustin Hopkins
2,2,2,2,41,Travis Coons
2,2,3,3,35,Sebastian Janikowski
1,1,6,6,22,Chandler Catanzaro
0,0,1,1,0,Phil Dawson
0,0,4,4,0,Dan Bailey
1,1,4,4,32,Matt Bryant
0,0,0,1,0,Andrew Franks
2,3,5,5,51,Dan Carpenter
1,1,2,2,53,Nick Folk
1,1,3,3,30,Cody Parkey
0,0,0,1,0,Matt Prater
1,1,3,3,48,Brandon McManus
2,2,3,3,47,Graham Gano
1,1,1,1,31,Zach Hocker
3,3,6,6,46,Stephen Gostkowski
1,1,2,2,40,Jason Myers
2,2,0,0,49,Greg Zuerlein
2,2,0,0,41,Josh Scobee
