average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
20.000,,0,2,20,Danieal Manning
21.000,,0,7,30,Darren Sproles
31.000,,1,5,93,Eddie Royal
18.000,,0,1,18,Alphonso Smith
17.000,,0,2,19,Andre Caldwell
21.000,,0,7,28,Johnny Knox
34.000,,0,2,41,Josh Cribbs
18.000,,0,2,23,Brandon Jackson
26.000,,0,4,31,Stefan Logan
33.000,,1,5,88,Percy Harvin
0.000,,0,0,0,Brian Robison
18.000,,0,4,20,Andre Davis
31.000,,0,3,40,Michael Robinson
24.000,,0,6,45,Jamaal Charles
4.000,,0,2,9,Mike Cox
17.000,,0,2,18,Darren Sproles
25.000,,0,7,38,Danny Amendola
25.000,,0,3,33,Chad Simpson
17.000,,0,3,20,Sammie Stroughter
22.000,,0,2,22,Brandon Tate
15.000,,0,2,16,Kenny Moore
23.000,,0,1,23,Mike Goodson
15.000,,0,1,15,Captain Munnerlyn
33.000,,0,1,33,Fred Jackson
30.000,,0,1,30,Terrence McGee
15.000,,0,4,17,Jonathan Holland
17.000,,0,1,17,Luke Lawton
17.000,,0,1,17,Dwight Lowery
25.000,,0,4,34,Ted Ginn
9.000,,0,1,9,Reggie Torbor
30.000,,0,6,87,Courtney Roby
16.000,,0,1,16,Allen Rossum
26.000,,0,3,29,Eric Weems
7.000,,0,1,7,Keith Zinger
19.000,,0,3,25,Domenik Hixon
21.000,,0,4,28,LaRod Stephens Howling
26.000,,0,6,42,Rock Cartwright
18.000,,0,2,19,Ellis Hobbs
0.000,,0,1,0,Jason Babin
56.000,,1,2,95,Lardarius Webb
18.000,,0,6,25,Eddie Royal
35.000,,0,5,71,Fred Jackson
11.000,,0,1,11,Jonathan Stupar
18.000,,0,2,26,Andre Davis
22.000,,0,1,22,Jacoby Jones
13.000,,0,1,13,Johnny Knox
16.000,,0,1,16,Danieal Manning
22.000,,0,6,25,Josh Cribbs
15.000,,0,3,25,Felix Jones
22.000,,0,3,29,Josh Wilson
22.000,,0,3,24,Derrick Williams
11.000,,0,1,11,Dennis Northcutt
20.000,,0,2,23,Danny Amendola
20.000,,0,7,28,Ahman Green
35.000,,0,5,77,Percy Harvin
7.000,,0,1,7,Brian Robison
21.000,,0,3,26,Chad Simpson
19.000,,0,5,26,Michael Robinson
3.000,,0,1,3,Kentwan Balmer
23.000,,0,5,27,Justin Miller
49.000,,2,6,101,Ted Ginn
5.000,,0,1,5,Alge Crumpler
25.000,,0,1,25,Michael Griffin
29.000,,0,5,42,Mike Thomas
22.000,,0,3,39,Darren Sproles
29.000,,0,5,60,Jonathan Holland
31.000,,0,4,53,LaRod Stephens Howling
18.000,,0,3,33,Mike Goodson
16.000,,0,1,16,Kenny Moore
29.000,,0,3,39,Ellis Hobbs
0.000,,0,1,0,Jason Babin
23.000,,0,7,27,Domenik Hixon
20.000,,0,1,20,DJ Ware
29.000,,0,3,35,Courtney Roby
26.000,,0,5,33,Eric Weems
16.000,,0,1,16,Brian Finneran
24.000,,0,4,38,Eric Weems
18.000,,0,3,22,Rock Cartwright
5.000,,0,2,7,Rashied Davis
27.000,,0,2,31,Johnny Knox
28.000,,0,2,35,Danieal Manning
0.000,,0,1,0,Israel Idonije
21.000,,0,3,30,LaRod Stephens Howling
8.000,,0,2,16,Andre Caldwell
21.000,,0,4,33,Lardarius Webb
14.000,,0,1,14,Keyunta Dawson
22.000,,0,5,26,Jacoby Jones
17.000,,0,2,19,Mike Thomas
15.000,,0,3,18,Dantrell Savage
3.000,,0,1,3,Jamaal Charles
31.000,,0,2,34,Brandon Tate
16.000,,0,1,16,Dan Connolly
24.000,,0,4,37,Ted Ginn
53.000,,0,2,83,Clifton Smith
27.000,,0,2,37,Ahman Green
13.000,,0,2,16,Spencer Havner
2.000,,0,1,2,Tramon Williams
23.000,,0,2,25,Courtney Roby
19.000,,0,1,19,Pierre Thomas
23.000,,0,3,25,Mike Goodson
16.000,,0,1,16,Gary Barnidge
12.000,,0,1,12,Jeff King
27.000,,0,3,41,Louis Rankin
31.000,,0,2,46,Justin Forsett
22.000,,0,8,32,Derrick Williams
18.000,,0,4,25,Domenik Hixon
19.000,,0,2,20,Darren Sproles
13.000,,0,1,13,Kris Wilson
24.000,,0,7,27,Michael Robinson
23.000,,0,4,27,Alvin Pearman
18.000,,0,3,29,Ellis Hobbs
28.000,,0,1,28,Jeremy Maclin
4.000,,0,1,4,Alex Smith
21.000,,0,5,28,Felix Jones
19.000,,0,2,21,Kenny McKinley
13.000,,0,1,13,Spencer Larsen
22.000,,0,1,22,Eddie Royal
23.000,,0,3,25,Stefan Logan
25.000,,0,2,26,Arnaz Battle
4.000,,0,1,4,Kentwan Balmer
15.000,,0,2,15,Danieal Manning
12.000,,0,1,12,Johnny Knox
28.000,,0,1,28,Eric Weems
18.000,,0,5,28,Ted Ginn
28.000,,0,6,36,Clifton Smith
20.000,,0,1,20,Maurice Stovall
29.000,,0,1,29,Percy Harvin
0.000,,0,1,0,Brian Robison
24.000,,0,3,28,Derrick Williams
21.000,,0,1,21,Dennis Northcutt
15.000,,0,1,15,Brad Smith
6.000,,0,1,6,Robert Turner
24.000,,0,5,27,Brian Witherspoon
22.000,,0,5,30,Stefan Logan
26.000,,0,1,26,Mike Wallace
41.000,,1,5,96,Bernard Scott
21.000,,0,3,30,Danny Amendola
14.000,,0,1,14,Billy Bajema
48.000,,1,3,97,Courtney Roby
20.000,,0,4,26,Alvin Pearman
23.000,,0,7,29,Fred Jackson
18.000,,0,1,18,Justin Jenkins
23.000,,0,3,28,Rock Cartwright
23.000,,0,3,30,Eddie Royal
6.000,,0,1,6,LaMont Jordan
19.000,,0,5,26,Jonathan Holland
26.000,,0,3,40,Jamaal Charles
25.000,,0,2,26,LaRod Stephens Howling
20.000,,0,2,23,Louis Rankin
19.000,,0,1,19,Justin Forsett
24.000,,0,1,24,Tramon Williams
19.000,,0,2,25,Felix Jones
22.000,,0,1,22,Kevin Ogletree
24.000,,0,6,29,Darren Sproles
18.000,,0,4,23,Jeremy Maclin
28.000,,0,2,30,V Harris
22.000,,0,4,25,Chad Simpson
27.000,,0,3,31,Matthew Slater
21.000,,0,3,37,Josh Cribbs
12.000,,0,1,12,Gerard Lawson
31.000,,0,1,31,Lardarius Webb
26.000,,0,4,32,Tyrell Sutton
11.000,,0,1,11,Jeff King
42.000,,0,2,48,Ted Ginn
10.000,,0,2,18,Brian Hartline
26.000,,0,3,32,Lardarius Webb
20.000,,0,4,34,Chad Simpson
8.000,,0,1,8,Austin Collie
14.000,,0,1,14,TJ Rushing
22.000,,0,3,32,Felix Jones
28.000,,0,2,38,Devin Thomas
29.000,,0,4,46,Aaron Brown
6.000,,0,2,10,Zack Follett
18.000,,0,3,26,Josh Cribbs
11.000,,0,2,13,Gerard Lawson
0.000,,0,1,0,Jonathan Lewis
21.000,,0,4,24,Jordy Nelson
50.000,,0,2,76,Josh Morgan
18.000,,0,1,18,Arnaz Battle
13.000,,0,1,13,Glen Coffee
21.000,,0,4,27,Brian Witherspoon
31.000,,0,2,36,Fred Jackson
19.000,,0,1,19,Justin Jenkins
39.000,,1,4,97,Jamaal Charles
19.000,,0,1,19,Lance Long
28.000,,0,4,38,Stefan Logan
17.000,,0,2,18,Percy Harvin
30.000,,0,2,35,Ben Obomanu
21.000,,0,2,25,Louis Rankin
0.000,,0,1,0,Steve Vallos
23.000,,0,7,34,Domenik Hixon
23.000,,0,4,30,Eric Weems
19.000,,0,2,21,Aaron Stecker
26.000,,0,4,35,Clifton Smith
25.000,,0,2,27,Courtney Roby
30.000,,0,3,40,Danny Amendola
22.000,,0,4,27,LaRod Stephens Howling
29.000,,0,3,38,Eddie Royal
22.000,,0,3,28,Julian Edelman
27.000,,0,4,44,Dwight Lowery
37.000,,0,1,37,David Clowney
15.000,,0,3,22,Jonathan Holland
20.000,,0,2,22,Andre Caldwell
17.000,,0,1,17,Quan Cosby
15.000,,0,1,15,Bernard Scott
32.000,,0,3,41,Johnny Knox
28.000,,0,2,29,Danieal Manning
25.000,,0,5,32,V Harris
25.000,,0,3,37,Andre Davis
11.000,,0,2,15,Vonta Leach
24.000,,0,4,31,Michael Griffin
20.000,,0,6,34,Aaron Brown
0.000,,0,1,0,Jerome Felton
34.000,,0,1,34,Dennis Northcutt
21.000,,0,2,21,Jordy Nelson
18.000,,0,1,18,Charles Woodson
15.000,,0,1,15,Gary Russell
11.000,,0,1,11,Tony Stewart
29.000,,0,3,41,Correll Buckhalter
20.000,,0,2,20,Domenik Hixon
19.000,,0,4,31,Eric Weems
21.000,,0,2,22,Clifton Smith
20.000,,0,3,25,Fred Jackson
18.000,,0,4,21,Ted Ginn
16.000,,0,1,16,Brian Hartline
0.000,,0,0,0,Joey Haynos
24.000,,0,2,27,Bernard Scott
19.000,,0,2,23,Josh Cribbs
22.000,,0,2,25,Andre Davis
29.000,,0,1,29,Jacoby Jones
17.000,,0,4,26,Chad Simpson
13.000,,0,1,13,Jeff Dugan
24.000,,0,5,44,Danieal Manning
41.000,,0,3,77,Johnny Knox
22.000,,0,2,27,David Clowney
38.000,,0,1,38,Brad Smith
19.000,,0,3,23,Tyrell Sutton
11.000,,0,3,21,V Harris
23.000,,0,4,35,Devin Thomas
25.000,,0,1,25,Quinton Ganther
25.000,,0,2,29,Danny Amendola
2.000,,0,1,2,Nate Burleson
25.000,,0,1,25,Ben Obomanu
26.000,,0,1,26,Louis Rankin
29.000,,0,2,35,Kenny Britt
20.000,,0,1,20,Michael Griffin
41.000,,1,4,99,LaRod Stephens Howling
22.000,,0,4,32,Darren Sproles
18.000,,0,5,24,Quinten Lawrence
30.000,,0,2,45,Jamaal Charles
15.000,,0,4,25,Brian Witherspoon
17.000,,0,1,17,Montell Owens
21.000,,0,4,30,Lardarius Webb
21.000,,0,5,28,Stefan Logan
23.000,,0,4,28,Courtney Roby
26.000,,0,3,30,Matthew Slater
22.000,,0,6,35,Fred Jackson
19.000,,0,4,32,Brad Smith
26.000,,0,6,29,Eric Weems
19.000,,0,1,19,Dante Rosario
16.000,,0,1,16,Geoff Schwartz
18.000,,0,1,18,Tyrell Sutton
25.000,,0,5,33,Sammie Stroughter
24.000,,0,2,26,Danieal Manning
22.000,,0,1,22,Rashied Davis
29.000,,0,1,29,Johnny Knox
27.000,,0,4,43,Danny Amendola
16.000,,0,1,16,Andre Caldwell
14.000,,0,1,14,Laveranues Coles
21.000,,0,1,21,Quan Cosby
21.000,,0,6,42,Aaron Brown
29.000,,0,2,33,Chad Simpson
10.000,,0,1,10,Gijon Robinson
35.000,,0,5,56,Kenny Britt
19.000,,0,3,27,Mike Thomas
21.000,,0,5,29,Andre Davis
6.000,,0,1,6,Glenn Martinez
21.000,,0,6,26,Quinten Lawrence
22.000,,0,2,25,Jamaal Charles
18.000,,0,1,18,Terrance Copper
22.000,,0,3,26,Eddie Royal
14.000,,0,1,14,Correll Buckhalter
45.000,,0,3,83,Stefan Logan
0.000,,0,1,0,Joe Burnett
13.000,,0,1,13,Carey Davis
18.000,,0,4,34,Gary Russell
8.000,,0,1,8,Tony Stewart
22.000,,0,7,39,Devin Thomas
18.000,,0,1,18,Marcus Mason
24.000,,0,6,37,Courtney Roby
0.000,,0,1,0,Lynell Hamilton
24.000,,0,6,42,Josh Cribbs
12.000,,0,3,26,Darren Sproles
23.000,,0,2,24,LaRod Stephens Howling
9.000,,0,1,9,Jason Wright
4.000,,0,3,8,Jeff Dugan
20.000,,0,3,26,Percy Harvin
17.000,,0,4,20,Domenik Hixon
22.000,,0,3,30,Felix Jones
15.000,,0,2,17,Kevin Ogletree
15.000,,0,1,15,Deon Anderson
18.000,,0,2,24,Louis Rankin
33.000,,0,1,33,Ben Obomanu
18.000,,0,1,18,Josh Wilson
24.000,,0,3,33,Josh Morgan
26.000,,0,4,51,Ted Ginn
17.000,,0,2,20,Darius Butler
19.000,,0,2,22,Matthew Slater
27.000,,0,1,27,Wes Welker
5.000,,0,1,5,Evan Dietrich Smith
38.000,,0,1,38,Jordy Nelson
0.000,,0,0,0,Desmond Bishop
25.000,,0,6,68,Lardarius Webb
21.000,,0,2,32,Josh Cribbs
10.000,,0,3,12,Mewelde Moore
13.000,,0,1,13,Joe Burnett
15.000,,0,1,15,Aaron Stecker
37.000,,0,1,37,Eric Weems
19.000,,0,2,24,Courtney Roby
16.000,,0,2,18,Lardarius Webb
15.000,,0,5,25,Aaron Brown
21.000,,0,4,27,Derrick Williams
16.000,,0,2,17,Rashied Davis
24.000,,0,2,26,Danieal Manning
12.000,,0,1,12,Johnny Knox
17.000,,0,2,19,Jordy Nelson
33.000,,0,1,33,Andre Davis
28.000,,0,3,41,Justin Forsett
21.000,,0,2,22,Ben Obomanu
18.000,,0,2,20,Chad Simpson
21.000,,0,2,21,Eddie Royal
19.000,,0,2,20,Brian Witherspoon
18.000,,0,1,18,Mike Thomas
22.000,,0,3,27,Ted Ginn
17.000,,0,5,22,Lance Long
30.000,,0,3,40,Fred Jackson
27.000,,0,2,30,Darius Reynaud
17.000,,0,6,24,Quan Cosby
17.000,,0,3,20,Laurence Maroney
19.000,,0,5,24,Tyrell Sutton
21.000,,0,5,27,Yamon Figurs
17.000,,0,1,17,Earnest Graham
8.000,,0,1,8,Adam Hayward
16.000,,0,1,16,Brad Smith
24.000,,0,2,37,Kenny Britt
24.000,,0,9,30,Danny Amendola
21.000,,0,5,41,Gary Russell
23.000,,0,3,25,Devin Thomas
28.000,,0,3,41,Felix Jones
9.000,,0,1,9,Miles Austin
21.000,,0,2,28,Darren Sproles
21.000,,0,8,31,Domenik Hixon
22.000,,0,5,26,V Harris
30.000,,0,1,30,Quintin Demps
14.000,,0,2,16,Glen Coffee
4.000,,0,1,4,Delanie Walker
23.000,,0,5,37,LaRod Stephens Howling
29.000,,0,2,30,Maurice Jones Drew
41.000,,0,2,43,Mike Thomas
16.000,,0,1,16,Zach Miller
42.000,,1,3,93,Chad Simpson
20.000,,0,1,20,TJ Rushing
7.000,,0,2,15,Lynell Hamilton
67.000,,0,1,67,Courtney Roby
30.000,,0,3,41,Felix Jones
28.000,,0,2,32,Lardarius Webb
22.000,,0,3,36,Danieal Manning
14.000,,0,2,15,Rashied Davis
31.000,,0,1,31,Johnny Knox
27.000,,0,4,41,Fred Jackson
20.000,,0,1,20,Laurence Maroney
7.000,,0,1,7,Matthew Slater
18.000,,0,1,18,Wes Welker
25.000,,0,6,32,Derrick Williams
23.000,,0,4,39,LaRod Stephens Howling
17.000,,0,7,24,Mark Bradley
24.000,,0,1,24,Jamaal Charles
44.000,,2,6,103,Josh Cribbs
9.000,,0,1,9,Gerard Lawson
39.000,,0,1,39,Brad Smith
9.000,,0,1,9,Eric Smith
16.000,,0,1,16,Danny Woodhead
13.000,,0,2,20,Eric Weems
35.000,,0,2,48,Quintin Demps
20.000,,0,1,20,V Harris
15.000,,0,1,15,Leonard Weaver
30.000,,0,4,52,Josh Morgan
0.000,,0,1,0,Moran Norris
19.000,,0,4,36,Stefan Logan
10.000,,0,1,10,Joe Burnett
1.000,,0,1,1,Matt Spaeth
21.000,,0,4,25,Jordy Nelson
6.000,,0,1,6,Desmond Bishop
0.000,,0,0,0,Brandon Jackson
31.000,,0,5,55,Danny Amendola
20.000,,0,3,23,Andre Davis
18.000,,0,4,19,Kenny Britt
0.000,,0,1,0,Alge Crumpler
17.000,,0,6,23,Ted Ginn
23.000,,0,1,23,Kenny McKinley
20.000,,0,2,21,Gary Russell
36.000,,0,2,45,Darren Sproles
10.000,,0,1,10,Antonio Cromartie
9.000,,0,1,9,Jacob Hester
18.000,,0,5,31,Quan Cosby
22.000,,0,1,22,Leon Hall
16.000,,0,1,16,Justin Forsett
16.000,,0,1,16,Ben Obomanu
14.000,,0,1,14,Josh Wilson
26.000,,0,2,30,Kareem Huggins
14.000,,0,1,14,Jeff King
24.000,,0,1,24,Tyrell Sutton
15.000,,0,2,21,Percy Harvin
6.000,,0,1,6,Jimmy Kennedy
15.000,,0,1,15,Darius Reynaud
18.000,,0,4,21,Rock Cartwright
12.000,,0,3,20,Devin Thomas
8.000,,0,1,8,Chris Wilson
15.000,,0,2,30,Domenik Hixon
13.000,,0,7,29,Kenny Britt
21.000,,0,4,26,Darren Sproles
26.000,,0,2,32,Eric Weems
18.000,,0,4,19,Fred Jackson
8.000,,0,1,8,Justin Jenkins
21.000,,0,2,23,Bernard Scott
24.000,,0,1,24,Brian Leonard
17.000,,0,2,20,Quinten Lawrence
19.000,,0,2,39,Jerome Harrison
27.000,,0,1,27,Josh Cribbs
23.000,,0,2,23,Marcel Reece
15.000,,0,2,20,Gary Russell
7.000,,0,1,7,Sam Williams
28.000,,0,2,33,Jordy Nelson
12.000,,0,1,12,Charles Woodson
19.000,,0,4,30,Louis Rankin
21.000,,0,3,29,Justin Forsett
20.000,,0,6,29,Ted Ginn
19.000,,0,3,22,Jacoby Jones
0.000,,0,1,0,Kevin Walter
22.000,,0,5,35,Domenik Hixon
15.000,,0,1,15,Gartrell Johnson
22.000,,0,2,24,Mike Goodson
25.000,,0,1,25,Kenny Moore
16.000,,0,1,16,Julian Edelman
25.000,,0,3,28,Mike Thomas
21.000,,0,2,23,Maurice Jones Drew
21.000,,0,3,24,Courtney Roby
23.000,,0,5,32,Micheal Spurlock
15.000,,0,3,16,V Harris
21.000,,0,3,25,Correll Buckhalter
22.000,,0,1,22,Kenny McKinley
