longest punt return, name, punt return yards, punt returns
13,J Heiligh,16,2
14,J Williams,14,1
34,T Gaiter IV,34,1
10,D Prophete,10,0
3,M Alexander,3,1
0,P Lacey,-3,1
17,T Simmons,17,1
8,B Edmonds,8,1
3,A Brown,0,2
1,L Botkin,1,1
6,T Sidney,6,1
14,D Drummond,32,4
0,W Philyor,-1,1
18,C Olave,18,1
1,D McCall,1,1
0,D Young,0,1
15,N Ragaini,15,1
6,R Cook Jr,6,1
20,E Garror,37,3
7,J Wilson,7,1
0,C Smith,-3,1
54,T Palmer,54,1
26,D Stingley Jr,54,3
8,C White,11,2
0,B Aiyuk,-3,1
4,K Osborn,4,1
0,J Thomas,0,2
19,D Douglas,19,1
0,E Moore,-15,2
25,D Williams,33,2
0,A Mitchell,0,1
71,R Floyd,95,5
13,Z Smith,27,3
19,J Buckner,32,2
1,M Dear,1,1
25,P Brooks,45,2
0,J Brown,0,1
0,S Porter,-1,1
11,C Williams,16,2
0,D Taylor,-1,1
0,T Snead,0,1
8,J Spielman,11,2
9,I Stalbird,9,1
4,C Tucker,5,2
8,K Fossum,7,2
5,R Johnson,5,1
2,J Christensen,2,1
1,R Shaheed,1,1
9,R Lees,17,2
4,J Gasser,7,2
17,C Finke,17,1
0,J Wilkins,0,1
2,D Rogers,2,2
10,J Irish,27,4
5,K Hamler,5,1
8,M Ffrench,8,2
8,J Reagor,8,1
1,J Smith,1,3
0,B Jones,-2,1
3,T Minter,3,1
7,P Williams,12,2
0,C Austin III,-1,1
18,J Waddle,18,1
34,K Sails,39,2
9,J Moody,9,1
6,B Johnson,6,1
5,D Anthony,5,1
2,D Burroughs,2,1
20,J Proche,40,3
6,T Page,6,1
1,H White,1,1
3,A Rodgers,3,2
0,F Johnson,-2,1
55,D Turner,55,1
24,B Johnson,24,0
16,T Byrd,16,1
2,B Dowdell,2,1
19,A Jones,21,2
0,Z Sanders,-1,1
5,K Stokes,10,2
16,D Stoner,48,4
16,D Maddox,30,3
5,J Adams,5,1
41,R Paul,107,4
0,C Lamb,0,1
0,D Stoops,-1,1
10,B Covey,22,5
0,M Dean,2,1
3,S Jones,3,1
6,A Miranda,6,1
0,B Kemp,0,2
1,H Grimsley,1,1
1,A Fuller,1,1
9,M Stovall,9,1
12,R Burns,22,3
2,K Mixon Jr,2,1
0,S Moore,0,1
11,C McCoy,11,1
0,L Thimons,16,1
7,A Sinkfield,8,2
45,A Conway,49,3
9,C Haywood,14,2
11,J Robertson Jr,11,1
3,A Jones,3,1
12,B Smith,12,2
0,B Bowling,-1,1
14,J Williams Jr,35,3
41,J Waddle,41,1
1,J Adams,1,1
6,A Miranda,10,2
9,D Stanley,9,1
7,I Wright,7,1
88,A Fuller,86,2
20,A Rodgers,20,1
13,W Brown,13,1
0,W Swinney,0,1
1,T Snead,-4,2
8,J Lowery,8,1
30,M Sexton,50,1
4,D Cousart,5,3
4,J Lorick,4,1
10,F Swain,10,1
0,M Callaway,0,1
11,D Matthews,14,3
10,J Hawkins,10,1
0,T Simmons,-3,1
5,T Sidney,5,1
0,K Noa,-1,1
0,J Spielman,-3,2
7,W Philyor,15,3
12,Q Skanes,12,1
7,T Milton,13,2
16,A Sinkfield,16,1
10,R James,10,1
8,D Stubbs,18,3
1,S Louis,1,1
0,K Clark,-20,1
0,K Catlett,1,1
0,I Rodgers,-1,1
16,J Thomas,16,1
11,K Pimpleton,16,3
11,E Moore,11,1
25,R Floyd,35,3
25,L Bowden Jr,25,1
5,D Newsome,5,1
76,T Thomas,80,2
24,M Fisher,24,1
8,Z Knight,8,0
11,R Miller,11,2
5,D Rogers,5,1
19,J Jefferson,19,1
11,R Lees,11,1
14,B Sowards,26,2
5,C White,6,2
13,J Darden,13,1
9,S Jones,11,2
52,G Wilson,52,1
7,D McCall,7,1
0,S Banks,5,1
0,D Knock,0,1
4,J Buckner,-3,2
3,E Garror,4,4
18,W Davis,18,0
12,M Ffrench,9,2
0,A Mathews,9,1
87,O Anderson,87,1
9,A Young,15,3
6,T Levy,6,1
13,J Matthews,13,1
0,T Thompson,0,1
6,M Williams,9,2
0,J Holland,0,1
12,S Riley,12,1
2,K Mixon Jr,2,1
23,J Reagor,23,1
7,T Moehrig,7,1
3,J Proche,3,1
0,J Smith,0,1
0,B Jones,0,1
0,B Vaughns,-6,1
11,K Stokes,11,1
8,J Anderson,8,1
1,A Conway,1,1
7,R Paul,0,3
30,C Tutt,52,2
0,M Mitchell,-3,3
10,T Minter,10,1
5,Y Ross,5,1
0,J Garrett,-2,1
1,K Fossum,1,1
11,J Shelton Mosley,11,1
23,M Baskerville,23,1
1,T Palmer,1,1
1,D Stingley Jr,1,2
7,B Kemp,10,2
25,S Surratt,60,4
25,J Taylor,25,2
13,B Daughtry,13,1
3,T Jones,3,1
45,E Winston Jr,45,1
0,T Harris,0,1
69,K Phillips,69,1
14,J Dunn,39,4
12,R Bell,20,3
5,T Samuel,5,2
17,G Winn,28,3
13,B Aiyuk,30,3
31,K Hamler,31,3
30,T Castro Fields,30,1
30,J Dotson,30,1
25,H Grimsley,25,1
20,J Blackwell,20,1
29,J Waddle,52,3
0,A Kaho,20,1
25,T Hennigan,37,2
32,T Burks,35,2
9,A Smith,9,1
0,K Phillips,7,1
18,C Tutt,34,3
3,G Arnold,3,2
9,D Jones,9,1
19,T Levy,29,2
17,S Surratt,17,2
7,N Lyon,7,1
1,D Cousart,1,1
9,D Matthews,24,4
6,T Thomas,10,2
12,J Bell,12,1
0,E Garror,-1,2
13,D Stubbs,14,2
2,D Rogers,2,1
7,B Batiste,7,1
0,T Minter,-7,2
10,I Rodgers,10,2
22,B Sowards,22,1
10,W Philyor,12,2
26,M Thomas,68,3
13,R Cook Jr,20,2
10,D Peoples Jones,18,3
11,R Bell,11,1
0,M Sainristil,0,1
0,A Young,0,1
5,T Keaton,5,1
8,R Montgomery,14,2
1,C Finke,1,1
9,B Kemp,17,2
15,J Darden,15,1
60,B Smith,63,2
9,C Lamb,9,2
27,Z McPhearson,27,1
4,D Stoner,5,2
20,D Brown,20,1
4,W Saba,19,1
3,T Snead,3,2
27,M Wilson,27,1
7,M Ffrench,7,2
9,J Townsend,17,2
16,A Trammell,31,3
2,C Powell,2,1
0,D Rush,-2,1
9,J Ali,9,1
5,K Sails,5,1
12,J Proche,29,3
21,C Sanders,22,3
0,J Mitchell,24,1
2,J Adams,2,2
8,J Garrett,8,2
34,S Riley,37,3
0,N Johnson,-2,1
5,J Roberts,5,1
73,J Reagor,139,4
15,I Wright,16,2
15,D Maddox,12,2
45,A Hifo,70,2
0,J Nathan,-2,1
0,T Golden,10,1
5,D Wright,5,1
22,J Shelton Mosley,24,2
0,C Tucker,-6,2
12,A Fuller,26,3
6,A St Brown,6,1
0,M Pittman Jr,0,1
3,J Dunn,3,3
13,J Jefferson,20,2
17,R Lees,15,3
4,C Bush,4,1
31,K Pimpleton,35,3
0,T Snead,-1,1
14,I Wright,14,1
5,T Minter,7,2
8,W Kennedy III,8,1
3,R Montgomery,3,1
6,O Anderson,6,2
4,B Ezell,4,3
0,D Rogers,-2,2
3,D Knock,3,1
0,K Pimpleton,-2,1
3,D Drummond,3,1
15,D Stanley,15,2
0,B Casteel,2,2
17,Q Skanes,17,1
0,K Sails,-2,1
11,J Blackwell,32,3
50,M Ffrench,48,2
0,P Ford,-1,1
90,M Alexander,140,2
15,I Rodgers,15,1
0,S Emilus,-10,0
10,Q White,10,1
28,B Edmonds,46,3
8,J Blancato,16,3
12,D Newsome,20,2
46,C Lamb,46,2
3,X Brown,3,1
8,R Burns,11,3
20,T Levy,20,2
10,T Palmer,10,1
29,J Thomas,29,1
3,H Grimsley,3,1
36,D Peoples Jones,36,1
17,N Ragaini,54,4
5,K Cumby,5,1
5,E Moore,6,2
9,J Shelton Mosley,9,2
2,R Floyd,2,1
8,T Keaton,0,2
0,G Winn,1,1
0,B Peterson,0,1
3,J Spielman,3,1
3,R Lees,3,2
5,C Tucker,9,2
0,R Miller,-1,1
72,O Clark,79,2
1,D Stubbs,1,1
25,C Finke,34,3
2,J Wilkins,2,1
2,J Rogers,4,2
7,D Wade,7,1
24,J Holland,24,1
3,N Remigio,3,1
26,K Hamler,37,6
0,J Sutherland,0,1
0,J Anthrop,-7,1
0,R Lewis,0,1
3,M Wilson,3,1
6,D Blaylock,6,1
27,D McKinley Lewis,27,1
21,D Maddox,21,1
16,K Mixon Jr,16,2
0,Z McPhearson,-2,1
9,D Stoner,9,1
15,K Phillips,15,1
1,J Gasser,1,1
15,A Williams,58,8
8,J Garrett,8,1
12,S Jones,10,2
12,J Dunn,20,3
0,A Sinkfield,-2,2
14,C Smith,14,1
7,E Garror,12,2
0,T Hennigan,-1,1
0,H White,0,1
19,B Kemp,18,3
0,D Wright,0,1
18,J Holland,24,2
9,D Stanley,9,1
4,A Davis Jr,4,1
13,A Fuller,18,4
12,L Onwuzurike,12,1
7,J Jones,7,1
12,G Arnold,12,1
4,A Williams,4,1
0,J Bozeman,9,1
0,J Rogers,-1,1
0,D McKinley Lewis,-1,1
9,D Matthews,9,1
40,K Pimpleton,68,3
0,A McCoy,0,1
25,O Clark,25,1
9,K Tyler,10,1
0,Q White,-2,1
32,J Blackwell,50,3
14,J Jackson,14,0
0,X Gagnon,11,1
0,J Howard Jr,9,1
29,D Drummond,29,1
0,D Cousart,0,1
1,T Lee,1,1
0,N Lyon,-4,1
3,B Smith,3,2
9,R Montgomery,9,1
2,T Tucker,2,1
3,D Peoples Jones,3,1
8,W Philyor,8,2
5,K Hamler,5,1
18,J Ali,18,2
0,L Bowden Jr,0,1
26,T Burks,26,1
0,S Harris,0,1
4,D Douglas,4,1
10,J Spielman,7,2
9,C Musser,9,1
1,J Johnson,1,1
11,W Johnson,11,1
10,T Keaton,10,1
13,D Brown,21,4
8,R Doubs,8,1
7,K Fossum,7,1
10,B Ezell,17,3
10,A St Brown,10,1
6,T Vaughns,6,1
17,D Knock,17,1
0,C Lersch,20,1
3,A Buirge,3,0
0,D Simpkins,-1,2
5,J Anthrop,5,1
9,J Byrd,21,3
11,A Conway,28,3
16,K Sails,22,2
15,A Hifo,26,2
0,Q Watkins,0,1
2,J Adams,-3,2
13,M Callaway,13,1
5,C Lamb,6,3
25,A Jones,35,2
0,J Robertson Jr,-1,1
11,G Winn,26,3
10,A Smith,10,1
43,J Waddle,128,4
22,A Kaho,22,1
2,T Shavers,2,0
0,S Jones,0,1
15,M Mitchell,19,2
14,J Shelton Mosley,14,1
50,C Atwell,50,1
5,J Dunn,5,1
2,D Davis III,4,2
0,B Sowards,-1,1
6,C Bush,7,2
5,E Riley,5,2
7,D Bussell,7,1
1,M Thomas,1,1
2,B Edmonds,2,1
0,S Jorgensen,21,1
1,M Wilson,0,2
4,K Phillips,4,1
2,D Cousart,2,1
12,T Keaton,12,1
19,R Rivers,19,1
0,J Gasser,0,1
6,R Lees,12,2
4,G Wilson,3,2
0,D McCall,-1,1
11,S Riley,22,3
0,M Ffrench,2,2
22,J Waddle,35,2
22,M Callaway,22,1
14,T Hennigan,14,2
14,R Miller,39,4
22,D Maddox,28,2
16,T Levy,21,2
8,K White,8,1
18,T Thomas,18,1
1,J Rogers,1,1
12,K Pimpleton,12,1
11,N Remigio,24,4
9,J Irish,9,3
0,K Taylor,0,1
10,O Anderson,10,1
19,L Henley,19,1
16,T Snead,16,1
6,J Hatfield,6,0
20,R Montgomery,46,4
4,K Stokes,4,1
0,Q Skanes,-3,1
1,B Smith,1,2
16,D Drummond,16,1
0,K Mixon Jr,1,1
7,D Blaylock,7,1
19,J Ali,13,2
0,W Kennedy III,-1,1
5,J Holmes,5,1
21,D Davis III,33,2
8,G Stone,8,1
2,M Cooper,2,1
0,J Anthrop,-3,1
0,J Alexander,28,1
0,J Youngblood,-2,1
18,A Rodgers,19,2
0,D Kendrick,-9,2
7,W Philyor,7,1
1,A Jones,1,1
52,K Osborn,68,2
10,M Thomas,15,2
4,C Tucker,4,1
6,E Moore,6,1
34,A Smith,65,4
7,M Dear,3,2
2,D Stingley Jr,2,1
17,G Winn,35,4
20,D Harrison,20,0
11,J Darden,18,3
9,D Gaddie,9,1
1,T Lee,1,1
4,I Cox,4,1
0,B Willis,9,1
10,C Lamb,6,3
0,A Stogner,0,0
5,A Sinkfield,5,1
0,D Wade,0,1
22,D Stoner,22,1
7,K Hamler,7,3
14,D Peoples Jones,12,5
6,F Swain,6,1
8,B Ezell,8,1
11,J Byrd,11,1
0,J Matthews,0,1
19,J Proche,28,3
0,C Sanders,-6,2
0,I Wright,-9,1
14,K Logan Jr,14,1
0,K Terry,0,1
0,Z McPhearson,0,1
6,D Jones,6,1
9,M Mitchell,3,2
7,D Brown,7,1
10,T Vaughns,19,3
2,S Berryhill III,-1,2
13,D Simpkins,14,3
6,J Jones,13,2
20,J Nathan,20,1
31,J Shelton Mosley,50,4
6,C Musser,7,3
2,B Kemp,2,1
6,J Blackwell,6,1
5,K Hinton,7,2
0,S Claude,4,1
8,D Matthews,8,1
0,C McClatcher,0,1
7,D Stanley,7,1
17,A Brathwaite Jr,17,1
8,R Cray,8,1
6,N Lyon,6,1
14,D Rogers,17,2
0,M Stevenson,13,1
3,B Smith,3,1
20,J Proche,20,1
0,D Stanley,-1,1
4,A St Brown,2,2
34,B Edmonds,35,3
2,J Jones,2,1
12,H White,12,1
2,D Knock,2,2
16,A Nunn,16,1
15,R Cook Jr,15,1
0,D Governor,0,1
0,N Lyon,-1,1
4,M Lawrence,4,1
0,J Darden,-4,1
12,A Rodgers,18,3
0,J Ross,-6,1
30,A Strader,39,2
0,K White,0,1
13,T Snead,13,1
24,K Sails,24,2
4,S Riley,4,1
18,R Rivers,27,2
2,D Wright,2,1
5,Q White,5,1
5,K Geiger,5,1
67,W Kennedy III,70,2
0,O Clark,1,1
25,D Stoner,41,3
5,C Nwabuko III,5,2
11,C Lamb,22,2
35,R James,45,2
0,M Thomas,-1,1
18,J Ali,29,3
0,R Floyd,0,1
34,R Burns,34,1
4,B Kemp,3,2
7,D Stingley Jr,7,2
3,C Tutt,3,1
0,I Rodgers,-5,1
1,Q Skanes,1,1
6,B Sowards,7,4
9,J Dotson,9,1
6,K Hamler,6,1
16,D Peoples Jones,24,4
9,T Keaton,17,2
14,R Cray,17,2
9,M Alexander,9,1
10,A Jones,16,2
0,R Groves,0,1
0,D Newsome,-6,2
14,J Bobo,21,2
13,C Tucker,23,2
9,A Davis Jr,9,1
19,D Rogers,27,2
12,C Byrd II,12,2
7,R Lees,12,2
23,G Wilson,23,1
0,D Brown,0,1
30,D Cousart,41,2
8,J Holland,8,1
7,T Harris,7,2
1,M Ffrench,1,3
17,J Anthrop,31,2
7,A Anderson Jr,7,1
0,J Holmes,3,1
8,A Trammell,13,2
2,J Adams,2,1
4,T Minter,4,1
20,T Hennigan,39,2
0,M Wilson,-1,1
11,J Joiner,23,3
0,J Smith,-7,1
0,O Anderson,4,2
65,M Callaway,65,1
29,D Bituli,29,1
7,E Gray,7,1
6,B Edwards,6,1
11,T Samuel,19,2
6,D Maddox,6,1
10,A Smith,10,1
0,I Zuber,2,1
38,K Phillips,38,1
31,B Aiyuk,31,1
8,D Simpkins,8,1
11,J Garrett,11,1
0,J Rogers,0,1
16,A Conway,57,5
4,R Doubs,1,2
1,T Hennigan,-4,3
15,W Kennedy III,15,1
0,R Sneed,-16,2
0,A Sinkfield,0,1
6,G Winn,6,1
2,B Peterson,2,1
0,M Dear,0,1
14,J Joiner,24,2
11,J Irish,11,1
1,C Tutt,1,1
55,E Moore,55,1
14,J Rogers,29,4
0,J Knight,0,1
26,O Anderson,26,1
11,M Williams,11,1
0,E Benoit,-11,1
23,N Lyon,45,3
16,A Rodgers,23,3
3,W Brown,3,1
9,K Pimpleton,10,2
4,B Brown,4,1
27,D Wright,61,4
8,J Gasser,12,2
13,K Tyler,13,1
3,K Geiger,3,1
1,L Whittemore,1,1
0,D Drummond,-2,1
15,R Cook Jr,15,1
3,M Alexander,6,3
7,D Blaylock,7,1
7,I Bolden,7,1
23,K Osborn,44,3
17,J Howard Jr,17,1
0,A Brown,0,1
24,M Ffrench,57,5
11,C Byrd II,11,1
15,J Holmes,33,4
5,A Young,2,4
9,J Youngblood,10,3
13,E Garror,29,3
2,H White,2,1
20,B Edmonds,27,4
2,R Lewis,2,1
13,D Peoples Jones,15,5
19,I Rodgers,19,1
7,D Stubbs,13,3
0,C Austin III,0,1
11,J Proche,11,1
20,D Newsome,20,1
8,B Kemp,8,1
24,R Doubs,24,1
15,D Rogers,33,3
16,C Finke,24,4
1,J Darden,1,1
18,J Garrett,18,1
11,D Stoner,17,2
7,J Reagor,7,1
7,E Lee Jr,7,1
4,J Spielman,4,1
4,A Trammell,4,2
8,W Johnson,8,1
0,T Keaton,0,1
35,B Edwards,53,3
66,A Williams,66,1
5,K Shakir,5,1
5,S Riley,5,1
3,T Levy,3,1
10,M Callaway,10,1
0,J Anderson,-2,1
18,A Smith,25,2
4,K Johnson Jr,3,3
5,A St Brown,5,1
0,J Nathan,0,1
1,A Hifo,-1,2
15,K Hinton,30,3
11,T Hines,11,1
2,A Fuller,2,1
0,D Simpkins,0,1
7,D Cousart,21,4
0,D Maddox,-3,1
0,K Hall,-1,1
10,K Mixon Jr,4,2
0,I Wright,1,1
0,A Miranda,-8,2
24,A St Brown,26,3
0,D Matthews,-10,1
0,A Williams,0,2
19,A Conway,20,3
0,A Hifo,-2,1
14,A Davis,14,1
12,R Rivers,12,1
8,J Nathan,8,1
11,B Sowards,12,2
17,J Holmes,27,3
0,N Bernat,-4,1
38,K Osborn,36,2
4,R Burns,4,1
0,C Atwell,-2,1
1,D Douglas,-1,2
0,K Hamler,-15,1
0,T Hines,0,1
8,A Rodgers,8,2
8,R Lees,8,1
0,G Wilson,-5,2
15,C Lamb,28,3
2,T Milton,2,1
6,C Hendrick Jr,6,2
4,S Jones,8,2
9,J Matthews,17,3
23,R Doubs,47,3
8,J Adams,8,2
0,G Arnold,-4,1
53,B Jones,53,1
7,J Garrett,7,1
2,N Lyon,2,1
10,B Kemp,9,3
33,T Robinson,44,2
2,H Grimsley,4,2
7,K Hinton,12,2
0,M Cooper,0,1
7,C Nwabuko III,13,2
0,D Knock,0,2
14,M Thomas,14,1
17,J Rogers,25,2
21,J Salaam,21,1
16,J Parker,18,2
2,R Cook Jr,-7,2
7,J Vardzel,7,1
28,T Keaton,27,2
1,J Matthews,0,2
24,C Tutt,44,3
0,D Blaylock,0,2
20,K Pimpleton,20,1
23,A Williams,23,1
3,K Shakir,3,1
1,D Rogers,1,2
31,D Milne,57,5
0,K Griffitts,6,1
14,M Rango,16,2
19,A Davis,19,1
13,A St Brown,20,2
53,A Rodgers,57,2
4,D Kendrick,4,1
2,D Wright,2,1
3,S Riley,3,1
0,Q White,0,1
17,T Hennigan,34,4
18,A Brown,18,1
16,T Robinson,34,3
11,D Douglas,11,1
5,B Jones,5,1
0,P Brooks,0,1
7,A Sinkfield,7,1
50,D Peoples Jones,58,2
0,K Hudson,18,1
0,B Sowards,0,1
7,R Floyd,8,2
0,F Swain,0,1
0,D Thomas,0,1
26,J Waddle,28,2
2,T Lee,2,1
0,A Trammell,0,1
21,R Burns,21,1
1,D Davis III,1,1
77,O Clark,96,6
6,T Nicholson,4,2
0,R Lees,-1,1
7,C Finke,9,2
8,D Stoner,7,2
3,K Logan Jr,6,2
2,J Holland,2,1
4,J Joiner,4,1
63,B Aiyuk,76,3
0,W Philyor,-3,1
72,E Garror,72,1
12,K Sails,12,2
15,R Montgomery,26,3
0,J Robertson Jr,1,1
29,A Smith,53,4
22,C Nwabuko III,22,1
2,J Garrett,2,1
3,J Gasser,3,1
10,C Byrd II,21,4
2,S Jones,3,4
15,J Nathan,15,1
22,A Conway,49,4
8,D Matthews,8,3
0,K Crabb,0,1
2,R Marlow III,2,1
13,I Cox,13,1
12,J Buckner,12,1
17,D Drummond,18,2
4,R Cook Jr,4,1
10,M Thomas,19,2
13,J Knight,13,1
2,T Thomas,2,1
7,A Conway,4,2
49,J Waddle,67,2
6,T Hennigan,5,2
15,H White,23,2
0,G Jensen,4,1
39,D Simpkins,56,2
15,C Tutt,15,1
30,B Aiyuk,53,3
7,J Holland,7,1
3,N Lyon,3,1
16,J Early,16,1
1,W Johnson,1,1
8,D Stanley,8,1
52,A Fuller,52,1
38,Q Skanes,38,1
19,T Gaiter IV,19,1
2,K Osborn,2,1
24,B Putman,27,2
18,D Blaylock,18,1
20,Q Davis,20,1
0,A Smith,-6,1
7,D Peoples Jones,7,1
16,M Cooper,16,1
2,D Navarro,2,1
