longest punt, name, punt yards, punts
56,Matt DiLallo,354,8
56,Graham Gano,374,8
43,Desi Cullen,130,4
57,Jeff Wathne,269,6
57,Matt Dodge,248,6
40,Britt Barefoot,149,4
47,Keegan Peterson,169,5
32,Justin Kucek,32,1
37,Chas Henry,101,3
50,Britton Colquitt,231,5
44,Brian Mimbs,128,3
59,Durant Brooks,453,10
53,Johnny Ayers,294,7
42,Michael Hines,103,3
43,John Stec,158,5
58,Mike Brandtner,136,4
45,Ryan Donahue,215,6
57,Kyle Tucker,155,4
58,Brett Kern,420,10
51,Tim Reyer,90,2
44,Jake Kilroy,121,3
57,Tim Masthay,142,3
41,Corey Goettsche,77,2
41,Spencer Ortego,145,4
41,Patrick Fisher,41,1
52,David DeFatta,299,8
52,Aaron Bates,236,6
45,Dave Brytus,199,5
55,Brent Sutherland,133,3
41,Matt Malouf,41,1
40,Matt Bosher,100,3
53,Chris Cook,243,6
51,Jacob Richardson,144,4
62,Kevin Huber,193,4
48,Zoltan Mesko,160,4
55,Geoffrey Price,303,7
37,Adam Crossett,95,3
48,Jim Laney,172,4
17,Tim Hiller,17,1
54,Anthony Binswanger,178,4
44,Greg Veteto,44,1
48,Chris Miller,84,2
44,Terrence Brown,152,4
49,Ryan Weigand,90,2
38,Chris Gould,38,1
50,Bradley Pierson,321,9
46,Dan Titchener,194,5
32,Alex Henery,32,1
50,Greg Woidneck,164,4
41,Zacary Whited,100,3
52,Andy Dittbenner,178,4
54,Zach Johnson,226,5
61,Jarrod Kaufman,153,3
57,Kyle Peterson,227,5
48,Stefan Demos,94,2
64,Kevin Jones,182,4
46,Mike Knall,74,2
51,Leon Jackson III,406,10
50,Josh Syria,179,4
61,Kyle Zimmerman,318,7
43,Alexis Serna,110,3
56,Jeremy Boone,88,2
50,Ben Woods,203,5
48,Jared Armstrong,143,4
52,Tony Mikulec,205,5
19,Dan LeFevour,19,1
43,Luke Juist,137,4
35,Jonathan LaCour,35,1
40,Jeremy Ito,157,5
42,Ryan Succop,83,2
41,Jay Ottovegio,81,2
44,Waylon Prather,317,8
58,Robert Long,229,5
34,John Barker,34,1
35,Anthony Santella,100,3
48,Ross Thevenot,278,7
39,Chase Turner,69,2
41,Michael Such,191,5
40,Paul Smith,40,1
58,CJ Santiago,193,4
53,Scott Love,192,5
47,Swayze Waters,109,3
46,Brian Pacheco,187,5
50,Tim Grasso,94,2
49,Louie Sakoda,207,5
51,Aaron Perez,189,5
51,Brett Upson,93,2
39,Justin Sparks,78,2
47,Brent Bowden,289,7
59,Matt Schulte,478,13
64,Sam Swank,278,7
64,Owen Tolson,399,9
46,Jared Ballman,225,6
63,AJ Trapasso,195,5
43,Darryl Blunt,85,2
28,Reid Forrest,28,1
41,TJ Conley,186,5
42,Kenneth DeBauche,106,3
26,Matt Bosher,26,1
23,David Strimple,23,1
50,Justin Brantly,121,3
26,Matt Szymanski,26,1
48,David DeFatta,154,4
41,Jeremy Moore,109,3
45,Michael Such,160,4
45,Paul Jurado,82,2
42,Michael Cohen,84,2
37,Mike Knall,37,1
42,John Stec,317,9
48,Jake Kilroy,230,6
46,PJ Fitzgerald,270,7
48,Brian Mimbs,194,5
45,Jeremy Davis,272,7
60,Tim Masthay,302,7
50,Patrick Tatum,182,4
62,Ryan Shoemaker,62,1
49,Jarrod Kaufman,205,5
48,Jonathan Johnson,244,6
44,Alexis Serna,206,6
42,Johnny Ayers,151,4
60,Owen Tolson,268,6
49,Nick Iovinelli,118,3
47,Jeff Wathne,273,7
56,Ben Woods,221,5
47,Derek Epperson,151,4
49,CJ Santiago,125,3
53,Ryan Harrison,211,6
46,Andrew Larson,136,3
56,Keenyn Crier,114,3
52,Blake Clingan,52,1
53,Brent Sutherland,249,6
62,Kevin Huber,179,3
44,Anthony Binswanger,297,8
44,Tony Mikulec,132,4
48,Matt DiLallo,84,2
64,Jacob Richardson,492,10
50,Zach Johnson,251,6
49,Tim Grasso,116,3
54,Chase Turner,231,6
57,Jimmie Kaylor,305,7
45,TJ Conley,193,5
60,Andy Dittbenner,382,8
51,Michael Hines,238,6
59,Anthony Santella,246,6
36,Kyle Tucker,36,1
45,Chris Cook,239,7
52,Spencer Ortego,276,8
49,Greg Whibbs,252,6
46,Corey Goettsche,65,3
35,Todd Flannery,61,2
50,Robert Long,248,6
51,Patrick Fisher,245,6
50,Ryan Succop,224,5
42,Zoltan Mesko,222,6
48,Jeremy Boone,204,5
61,Justin Kucek,155,3
49,Jared Armstrong,136,3
53,Justin Sparks,125,3
50,Chas Henry,158,4
38,Adam Crossett,38,1
42,Blake McAdams,149,4
47,Kevin Jones,130,3
46,Bradley Pierson,219,6
49,Jimmy Maners,97,2
45,Dan Titchener,171,4
50,Chris Miller,135,3
55,Jordan Scott,99,2
56,Geoffrey Price,220,6
50,Eric Maust,129,3
48,Aaron Bates,207,5
54,Truman Spencer,158,4
49,Keegan Peterson,242,6
34,AJ Trapasso,34,1
48,Stefan Demos,282,8
51,Matt Schulte,265,7
55,Billy Vinnedge,191,5
50,Matt Fodge,91,2
56,Jonathan LaCour,98,2
52,Dave Brytus,280,7
53,Desi Cullen,280,8
54,Micheal Hughes,104,2
51,Delbert Alvarado,100,2
45,Terrence Brown,227,6
56,Jay Ottovegio,377,9
49,Josh Syria,196,5
58,Derek Wash,367,8
50,Thomas Morstead,288,7
57,Britton Colquitt,187,4
47,Brett Shrable,217,5
42,Trevor Gerland,82,2
0,Steve Moore,40,1
54,Luke Juist,334,9
44,Ross Thevenot,170,5
49,Brett Kern,207,5
47,Mike Brandtner,215,5
57,Aaron Perez,158,3
53,Jared Ballman,327,9
48,Brian Pacheco,211,5
67,Louie Sakoda,316,6
44,Reid Forrest,197,5
35,Darryl Blunt,35,1
49,Kyle Peterson,216,5
29,Greg Hiett,29,1
50,Leon Jackson III,253,6
52,Waylon Prather,163,4
58,Ryan Weigand,379,8
40,Chris Gould,40,1
61,Durant Brooks,380,8
52,Brent Bowden,345,8
46,Sam Swank,192,5
54,Travis Baltz,268,6
58,Kenneth DeBauche,381,8
46,Ryan Donahue,326,9
58,Jim Laney,135,3
42,Pat McAfee,42,1
61,Matt Dodge,327,7
53,Brett Shrable,53,1
48,Brent Sutherland,160,4
22,Matt Malouf,22,1
45,Richie Brockel,45,1
41,Brad Elkin,41,1
56,Britt Barefoot,280,6
57,Delbert Alvarado,207,5
42,Pat McAfee,118,3
41,Jeremy Davis,79,2
50,Truman Spencer,411,10
64,Owen Tolson,269,6
67,Jeff Wathne,260,6
55,Keenyn Crier,55,1
42,Reid Forrest,129,4
56,Chris Miller,56,1
71,Ben Woods,303,6
47,Johnny Ayers,280,7
51,Nick Iovinelli,166,4
55,Jeremy Moore,197,5
41,Parker Langley,153,4
45,Spencer Ortego,138,4
13,Matt Desormeaux,13,1
53,Tony Mikulec,224,6
51,Andy Dittbenner,95,2
50,Matt DiLallo,221,5
59,Michael Cohen,306,7
53,Desi Cullen,236,5
51,John Stec,324,8
43,Chas Henry,144,4
54,Ryan Shoemaker,225,5
54,Graham Gano,177,5
49,Brent Moody,124,3
56,PJ Fitzgerald,369,10
46,Kyle Zimmerman,312,8
50,Chris Keagle,326,8
50,Brian Mimbs,90,2
43,Justin Sparks,59,2
59,Durant Brooks,344,7
60,Jimmy Maners,245,5
35,Tommy Skinner,128,5
55,Chase Turner,90,2
58,Matt Dodge,360,9
53,TJ Conley,292,7
50,Tim Grasso,135,3
42,Anthony Santella,200,6
70,Jeremy Boone,193,4
44,Ryan Donahue,192,5
52,Michael Hines,186,5
50,Tim Masthay,73,2
54,Keegan Peterson,178,4
36,Matt Bosher,102,3
51,Kevin Jones,198,5
53,Jacob Richardson,283,6
49,Robert Long,331,8
58,Justin Kucek,402,9
51,AJ Trapasso,236,6
56,David DeFatta,275,7
31,Richard Billings,31,1
53,Dustin Rivest,224,5
48,Chris Cook,154,4
50,Greg Veteto,127,3
31,Ryan Harrison,50,2
50,Bradley Pierson,122,3
51,Corey Goettsche,120,3
44,Dan Titchener,154,4
62,Mike Brandtner,170,4
49,Zacary Whited,209,6
49,Brian Pacheco,207,5
46,Jarrod Kaufman,178,5
49,Jordan Scott,332,8
75,CJ Santiago,462,10
37,Stefan Demos,136,4
60,Zoltan Mesko,267,6
43,Matt Schulte,216,6
44,Jake Kilroy,133,4
11,Nate Reed,11,1
54,Matt Fodge,54,1
50,Josh Syria,194,5
48,Andrew Larson,267,7
51,Alexis Serna,202,7
50,Aaron Perez,280,7
44,Jared Armstrong,127,3
48,Eric Maust,132,3
45,Jeremy Ito,212,6
38,Travis Baltz,109,3
42,Ryan Succop,134,4
51,Blake McAdams,274,6
56,Micheal Hughes,217,5
52,Kevin Huber,52,1
41,Waylon Prather,140,4
40,Thomas Morstead,67,2
51,Kyle Peterson,208,5
47,Jay Ottovegio,278,7
34,Jonathan Johnson,127,4
54,Derek Wash,222,5
48,Jimmie Kaylor,196,5
55,Justin Moore,96,2
36,Trevor Gerland,79,3
58,Tim Reyer,232,5
55,Ross Thevenot,389,10
54,Patrick Fisher,193,4
40,Josh Jasper,40,1
48,Michael Such,122,3
59,Swayze Waters,245,6
62,Brett Kern,323,6
51,Jim Laney,184,4
59,Greg Whibbs,309,7
66,Scott Love,369,8
58,Justin Brantly,110,2
35,Stephen McGee,35,1
53,Derek Epperson,322,8
44,Louie Sakoda,119,3
50,Leon Jackson III,265,7
33,Brett Upson,66,2
55,Zach Johnson,197,5
43,Ryan Weigand,85,2
43,Chris Gould,80,2
64,Dave Brytus,314,7
59,Brent Bowden,302,7
63,Terrence Brown,286,6
51,Jared Ballman,262,7
43,Greg Woidneck,153,4
50,Kenneth DeBauche,182,4
54,Aaron Bates,177,4
42,Brent Sutherland,116,3
31,Matt Malouf,31,1
51,Anthony Binswanger,114,3
51,Britt Barefoot,145,3
57,Luke Juist,274,7
52,Ryan Succop,252,6
63,Tim Masthay,139,3
41,Todd Flannery,156,4
62,Corey Goettsche,104,3
47,Louie Sakoda,212,5
66,Ryan Harrison,119,2
72,Brian Pacheco,142,4
46,PJ Fitzgerald,280,7
51,Chase Turner,167,4
48,Jeremy Davis,190,5
62,Owen Tolson,360,8
51,Ross Thevenot,288,7
54,Ryan Shoemaker,208,5
50,Brett Upson,218,6
63,Chris Miller,349,7
53,Tony Mikulec,189,4
40,Derek Epperson,145,4
19,Caleb Allen,19,1
56,Matt DiLallo,98,2
31,Johnny Ayers,31,1
48,Nick Iovinelli,92,2
57,Ben Woods,186,5
49,Matt Schulte,165,4
52,Jimmy Maners,336,7
57,Brent Bowden,371,8
72,Jimmie Kaylor,244,5
62,Micheal Hughes,373,9
46,Kevin Jones,253,6
54,Sam Swank,302,7
47,Matt Dodge,241,6
48,Blake Clingan,120,3
44,Keegan Peterson,205,6
55,Delbert Alvarado,259,6
71,Chris Cook,456,9
58,Greg Whibbs,321,8
52,Graham Gano,136,3
51,Bradley Pierson,168,5
44,Tim Grasso,135,4
51,Leon Jackson III,173,4
40,Peter Caldwell,40,1
56,Anthony Santella,171,5
49,Kenneth DeBauche,101,3
56,Michael Hines,96,2
50,Justin Kucek,220,5
61,Tim Reyer,283,6
37,Kyle Tucker,130,4
35,Kerry Meier,35,1
41,Jake Kilroy,158,4
56,Jacob Richardson,202,4
45,Spencer Ortego,238,6
40,Truman Spencer,93,3
46,Scott Love,162,4
57,Brett Shrable,138,3
55,Patrick Fisher,98,2
40,Chas Henry,74,2
65,Travis Baltz,248,5
46,Durant Brooks,104,3
46,Aaron Bates,140,4
48,Stefan Demos,170,4
36,Zoltan Mesko,98,3
49,Zach Johnson,253,6
55,Justin Sparks,255,7
16,Rob Park,16,1
54,Chris Keagle,296,8
48,Adam Crossett,92,2
47,Dan Titchener,214,5
58,Blake McAdams,168,4
61,Swayze Waters,284,6
54,David DeFatta,320,8
53,Ryan Weigand,294,7
33,Chris Gould,33,1
56,Terrence Brown,197,4
42,Matt Bosher,150,4
56,Zacary Whited,237,5
51,Kyle Zimmerman,210,5
56,Michael Cohen,367,8
51,Justin Moore,262,6
47,Alexis Serna,161,5
56,Keenyn Crier,217,5
48,Jeremy Boone,224,5
57,Ryan Donahue,497,11
57,Jared Armstrong,492,12
61,AJ Trapasso,229,5
46,Jeremy Ito,171,4
53,Kevin Huber,206,4
38,Waylon Prather,96,3
48,Nick Conley,177,6
56,Robert Long,131,3
63,Pat McAfee,84,2
27,Owen Schmitt,27,1
46,Jeff Wathne,210,5
55,Andy Dittbenner,308,7
55,Britton Colquitt,252,6
66,Brian Mimbs,340,7
46,Brett Kern,46,1
55,Justin Brantly,222,5
44,Matt Fodge,150,4
54,Jonathan LaCour,125,3
50,Mike Brandtner,369,9
43,Aaron Perez,205,5
48,Geoffrey Price,363,9
29,Greg Woidneck,161,4
50,Jay Ottovegio,343,8
46,Kyle Peterson,125,3
50,Michael Such,92,2
53,Reid Forrest,253,6
50,Thomas Weber,249,6
44,Jim Laney,124,3
50,John Stec,96,2
49,Billy Vinnedge,164,4
46,Derek Wash,210,5
56,Brad Elkin,95,2
36,Kyle Brotzman,36,1
55,Jarrod Kaufman,314,7
37,Nate Byham,68,2
31,Greg Veteto,31,1
52,Sam Swank,285,7
50,Graham Gano,336,8
35,Brent Moody,35,1
52,Waylon Prather,276,7
49,Tim Grasso,161,4
41,John Stec,185,6
47,Jeff Wathne,125,3
53,Brett Shrable,142,3
59,Spencer Ortego,384,8
51,Jeremy Davis,367,9
46,Ryan Shoemaker,113,3
41,Patrick Tatum,79,2
46,Thomas Weber,205,5
48,Jared Ballman,248,6
57,Chris Miller,238,5
50,Jeremy Moore,193,4
48,Ben Woods,203,5
55,Brett Kern,152,4
73,Andrew Larson,223,4
47,Alexis Serna,268,7
51,Kevin Huber,246,6
54,Corey Goettsche,340,8
39,Tony Mikulec,157,5
30,Owen Tolson,88,3
37,Ryan Harrison,37,1
45,Kevin Jones,316,9
48,Brent Bowden,162,4
54,Chase Turner,89,2
74,Luke Juist,273,6
47,TJ Conley,216,6
42,Kyle Zimmerman,77,2
45,Ryan Donahue,96,3
46,Anthony Santella,154,4
45,Mike Brandtner,208,6
38,Justin Moore,106,3
42,Kyle Tucker,134,4
41,Kerry Meier,94,3
56,Derek Epperson,267,7
45,Shea Brewster,45,1
47,Tim Reyer,252,6
41,Matt DiLallo,139,4
59,Tim Masthay,142,3
43,Patrick Fisher,135,4
50,Chris Keagle,197,6
57,Jarrod Kaufman,355,9
30,Aaron Bates,59,2
42,Michael Hines,181,5
49,Brent Sutherland,338,9
40,David DeFatta,149,4
49,Matt Bosher,238,6
22,David Strimple,22,1
47,Durant Brooks,147,4
54,Jacob Richardson,140,3
48,Nick Iovinelli,231,6
43,Zoltan Mesko,148,4
42,Ankit Kachhal,42,1
54,Jared Armstrong,292,7
53,Justin Sparks,150,3
47,PJ Fitzgerald,86,2
51,Blake McAdams,257,6
30,Adam Carlson,30,1
48,Britton Colquitt,171,4
50,Terrence Brown,251,6
52,Ryan Succop,347,8
48,Dan Titchener,147,4
45,Matt Fodge,78,2
52,Andy Dittbenner,282,7
53,Jim Laney,257,6
30,Mike Jones,51,2
48,Stefan Demos,219,5
56,Justin Kucek,201,4
56,Geoffrey Price,253,6
50,Johnny Ayers,207,5
49,Truman Spencer,240,6
55,Scott Love,346,8
36,AJ Trapasso,68,2
13,John Thoma,13,1
43,Jake Kilroy,230,7
24,Julian Edelman,24,1
39,Matt Schulte,67,2
62,Zach Johnson,216,5
50,Michael Cohen,133,3
51,Adam Crossett,162,4
61,Josh Syria,138,3
47,Reid Forrest,235,6
48,Jeremy Boone,161,4
56,Kenneth DeBauche,263,6
55,Delbert Alvarado,263,6
53,Blake Clingan,463,11
52,Britt Barefoot,169,4
54,Thomas Morstead,180,4
49,Jay Ottovegio,191,5
42,Derek Wash,145,4
64,Robert Long,316,7
44,Jeremy Ito,165,5
41,Michael Such,73,2
33,Paul Smith,54,2
71,Anthony Binswanger,200,5
27,Marty Biagi,27,1
54,Jonathan LaCour,138,3
55,Justin Brantly,199,5
55,Swayze Waters,299,7
48,Ross Thevenot,302,8
50,Brian Pacheco,206,5
37,CJ Santiago,37,1
50,Greg Woidneck,256,7
83,Keenyn Crier,336,7
39,Louie Sakoda,107,3
59,Micheal Hughes,339,7
44,Kyle Peterson,158,4
30,Matt Dodge,195,4
55,Brett Upson,265,6
54,Brian Mimbs,309,7
48,Ryan Weigand,182,4
33,Chris Gould,65,2
60,Desi Cullen,294,6
50,Billy Vinnedge,248,6
51,Jordan Scott,224,5
45,Kyle Brotzman,45,1
46,Zacary Whited,106,3
44,Jeremy Ito,178,5
45,Delbert Alvarado,278,7
47,Derek Wash,207,5
56,Louie Sakoda,308,7
49,Desi Cullen,141,4
58,Corey Goettsche,195,4
57,Zach Johnson,133,3
52,Stefan Demos,120,3
81,Ryan Harrison,178,3
54,Billy Vinnedge,146,3
51,PJ Fitzgerald,87,2
52,Britton Colquitt,207,5
55,Keenyn Crier,183,4
51,Jay Ottovegio,322,7
47,Derek Epperson,188,5
48,Justin Moore,94,3
42,CJ Santiago,195,6
38,Blake Clingan,172,5
41,Michael Such,220,6
42,Jimmy Maners,42,1
52,Tony Mikulec,249,6
47,Matt DiLallo,167,4
53,Kyle Tucker,219,5
57,Matt Dodge,306,7
49,Bradley Pierson,199,5
50,Graham Gano,131,3
48,Matt Bosher,185,4
61,Kyle Zimmerman,199,4
52,Waylon Prather,113,3
66,Durant Brooks,189,4
56,Owen Tolson,305,7
44,Anthony Santella,184,5
67,Zoltan Mesko,176,4
47,Michael Hines,158,4
68,Jeremy Boone,226,5
49,Mike Brandtner,231,6
38,Michael Cohen,76,3
42,Jake Kilroy,162,4
46,Nick Iovinelli,217,6
44,Tim Masthay,69,2
50,Chas Henry,137,3
42,Spencer Ortego,73,2
31,Mickey Groody,80,3
36,Keegan Peterson,36,1
58,Scott Love,232,5
50,Chris Cook,289,7
55,Patrick Fisher,208,4
53,Ryan Shoemaker,210,5
46,Patrick Tatum,92,2
50,Chris Keagle,219,6
52,Brad Elkin,247,6
52,Travis Baltz,268,6
41,Chris Gould,129,4
42,Ryan Weigand,42,1
37,Justin Kucek,248,6
39,Justin Sparks,71,2
36,Rob Park,70,2
41,Jeremy Davis,74,2
63,Adam Crossett,113,2
35,Jonathan LaCour,35,1
47,David DeFatta,152,4
55,Brett Shrable,216,5
28,Greg Veteto,28,1
51,Sam Swank,51,1
44,Dan Titchener,167,4
55,Justin Brantly,200,5
33,Jarrod Kaufman,94,3
34,TJ Conley,34,1
53,Munir Prince,450,10
42,Greg Woidneck,222,6
58,AJ Trapasso,217,5
54,Aaron Bates,328,8
47,Matt Fodge,187,5
54,Tim Reyer,188,4
41,Dave Brytus,131,4
50,Kevin Huber,196,5
50,Jared Armstrong,226,6
68,Ryan Donahue,382,9
40,Luke Juist,123,4
61,Brent Sutherland,106,2
58,Ryan Succop,295,7
47,Brett Upson,321,8
51,Micheal Hughes,294,8
50,Jordan Scott,269,7
50,Thomas Morstead,169,4
57,Darren deRochemont,161,4
37,Robert Long,73,2
71,John Barker,71,1
56,Ben Woods,170,4
51,Jeff Wathne,236,7
56,Jacob Richardson,268,6
66,Brett Kern,239,5
36,Matt Schulte,72,2
47,Greg Whibbs,93,2
59,Truman Spencer,408,10
54,Swayze Waters,331,7
59,Chase Turner,144,3
47,Tommy Skinner,47,1
43,Aaron Perez,156,4
45,Andrew Larson,172,5
38,Brian Pacheco,70,2
61,Jimmie Kaylor,106,2
48,Leon Jackson III,247,6
45,Zacary Whited,132,3
56,Jared Ballman,203,4
49,Josh Syria,73,2
17,Matt Evensen,17,1
52,Kenneth DeBauche,52,1
55,Andy Dittbenner,357,8
59,Jim Laney,341,7
59,Chris Miller,453,10
53,Pat McAfee,159,4
25,Owen Schmitt,25,1
48,Blake McAdams,293,8
