longest rush, name, rushes, rushing touchdowns, rushing yards
27,T Sutton,11,1,70
9,F Stamps,1,0,9
3,J Crompton,1,0,3
2,D LeFevour,1,0,2
12,C Walker,15,0,51
11,H Burris,7,0,35
6,J Johnson,5,1,14
9,A Alix,1,0,9
4,T DeMarco,1,0,4
12,J Cornish,13,0,70
7,M Walter,1,0,7
4,T Brown,1,0,4
11,R Holley,8,0,24
8,Z Collaros,1,0,8
4,T Sinkfield,2,0,6
1,J Matthews,1,0,1
59,B Whitaker,14,0,117
13,A Coombs,2,0,14
3,T Harris,3,0,4
1,A McPherson,2,0,2
15,C Simpson,8,0,33
15,M Reilly,5,0,31
13,J Lynch,2,0,17
47,A Allen,11,0,102
53,J Messam,4,1,75
32,N Demski,1,0,32
3,B Smith,1,0,3
31,P Cotton,13,0,108
6,D Willy,4,0,16
7,C Marshall,5,1,15
5,M Pontbriand,2,0,4
2,R Marve,1,0,2
15,P Cotton,9,1,46
16,B Brohm,2,1,17
13,R Marve,1,0,13
4,C Marshall,2,1,6
11,M Ford,6,0,35
6,R Holley,6,0,16
13,B Banks,4,0,13
2,J Matthews,2,1,3
16,T Sutton,25,0,134
7,R Cato,2,0,11
3,B Bridge,4,0,6
5,S Green,1,0,5
12,J Cornish,12,1,59
6,M Walter,1,0,6
3,B Mitchell,1,0,3
0,D Tate,1,0,0
21,C Walker,24,0,103
13,H Burris,6,0,30
8,C Williams,1,0,8
7,A Harris,13,0,48
6,T Lulay,2,0,11
1,S Murray Lawrence,1,0,1
18,J Messam,19,0,84
8,A Allen,4,0,13
6,R Smith,1,0,6
3,B Smith,4,1,6
1,R Bagg,1,1,1
27,B Whitaker,8,0,69
9,T Harris,4,0,25
2,A McPherson,1,0,2
2,H Josey,1,0,2
2,A Durie,1,0,2
32,K Lawrence,12,1,79
20,C McCarty,1,0,20
7,J Franklin,2,0,10
5,C Simpson,2,0,8
7,A Bowman,2,0,5
1,J Lynch,1,1,1
13,C Walker,6,0,16
7,H Burris,1,0,7
2,J Sanders,1,0,2
2,D OBrien,1,0,2
17,D Willy,3,0,28
8,C Marshall,6,0,24
5,P Cotton,10,0,20
1,R Marve,1,0,1
19,T Sutton,14,2,74
10,R Cato,4,0,23
12,S Giguere,2,0,15
4,S Logan,1,0,4
14,A Harris,12,0,70
4,S Murray Lawrence,1,0,4
2,T Lulay,1,0,2
41,J Messam,8,0,85
16,A Allen,10,1,69
8,T Smith,1,0,8
5,K Glenn,2,0,7
1,W Dressler,1,0,1
1,B Smith,2,1,1
8,J Cornish,14,1,56
15,B Mitchell,3,0,22
8,A Parker,2,0,10
2,D Tate,1,0,2
9,B Whitaker,6,0,34
7,H Josey,3,0,12
19,R Cato,4,0,30
19,C Cox,1,0,19
10,B Rutley,1,0,10
3,B Bridge,7,0,7
6,S Giguere,1,0,6
10,T Sutton,6,0,2
21,R Holley,6,0,47
9,Z Collaros,4,0,23
9,T Sinkfield,2,0,13
1,J Matthews,2,0,2
2,M Ford,1,0,2
10,H Burris,4,1,21
6,C Walker,11,0,21
6,J Sanders,3,0,4
29,S Bell,18,0,144
2,J Lynch,2,0,3
1,M Nichols,3,0,3
1,K Lawrence,1,0,1
