name, receiving touchdowns, receiving yards, receptions
J Poole,0,70,7
J Murphy,0,31,2
L Radley,1,30,2
W Tonga,0,28,2
S Fitzgerald,0,12,1
A Denham,0,7,1
B Cooks,3,210,9
R Mullaney,1,142,7
K Cummings,0,28,2
S Woods,0,24,2
C Hamlett,1,18,3
M Hatfield,0,8,1
T Ward,0,7,2
C Smith,0,6,1
T Reynolds,1,71,2
K Andersen,1,56,1
T Van Leeuwen,0,49,2
S Johnson,0,48,4
B Natson,0,35,5
R Butler,1,21,2
D Tialavea,2,18,3
A Wheat Jr,0,9,1
B Swindall,0,9,2
K Fackrell,1,4,1
C Livingston,0,16,1
H Heimuli,0,7,1
E Walker,0,7,3
J Kahawaii,0,4,1
K Marciel,0,2,1
B Corpus,0,0,1
J Booker,0,-2,4
M Campanaro,0,177,16
O Reynolds,2,101,3
J Williams,0,15,4
D Gibson,0,11,1
S Bishop,0,6,1
J Armstrong,0,2,1
J Harris,0,-2,2
R Ceaser,0,84,10
T Maye,1,78,11
J Hamm,0,72,7
K Jackson,1,43,5
D McNeal,0,13,3
J Edwards,0,13,4
H Scioneaux,1,12,3
D Williams,2,101,3
R Cracraft,0,87,6
G Marks,1,83,7
I Myers,1,45,4
B Ratliff,0,31,2
L Brooks,0,20,4
K Williams,0,18,5
V Mayle,1,14,2
B Bartolone,0,8,1
T Caldwell,0,3,1
E Pedersen,0,47,4
C Allphin,0,43,6
C Taele,0,16,2
J Allie,0,14,3
A Norris,0,11,3
F Moala,0,11,3
R Martin,0,4,1
D Shorts,2,88,5
R Carswell,0,67,3
I McCartney,1,66,2
K Myers,0,64,6
M Alford,0,33,4
K White,0,17,2
C Sims,0,10,1
C Clay,0,7,1
D Mathis,0,7,1
R Davis,0,39,3
K Rucker,0,27,2
D Williams,0,12,1
T Evans,0,3,1
K Hill,0,3,1
D Rufran,1,87,9
T Gentry,0,51,5
R Herron,0,49,5
J Darden,0,23,4
K Montgomery,0,22,3
S Bruce,0,14,1
T Norman,0,10,1
S Wick,0,8,2
D Vander Velde,1,76,5
J Davis,0,73,9
D Stimphil,0,66,7
W Jefferson Jr,0,24,5
S Leslie,0,14,2
M Peoples,0,12,1
T Dennis,0,10,1
R Smith,0,51,5
B Underwood,0,35,4
S Thornton,0,32,1
M Valdes Scantling,0,27,2
Q Payton,0,26,3
J Ramos,0,23,2
B Cherry,0,16,2
T Purvis,0,3,1
S Watkins,0,96,10
M Bryant,2,73,6
G Hopper,0,25,4
M Williams,0,25,1
S Cooper,1,11,1
R McDowell,0,10,1
S Seckinger,0,4,1
I Burse,0,148,10
D Adams,1,110,12
G Watson,0,85,4
J Quezada,1,42,7
M Jensen,0,39,3
J Harper,2,36,3
G Boldewijn,0,106,6
M Miller,0,93,9
K Moore,0,72,9
D Lukehart,0,30,1
C Peters,0,30,2
T Ware,1,18,1
S Williams Rhodes,0,10,4
A Baltazar,0,2,1
J Robinette,1,47,2
G Brown,0,45,3
S Gagliano,0,18,3
A Ludowig,0,13,2
C Huntsman,0,4,1
J Lee,0,0,1
D Rufran,2,117,8
R Herron,1,94,9
T Gentry,0,79,9
J Claiborne,1,53,6
J Darden,0,19,1
B Miller,0,11,2
Z DOrazio,1,111,4
F Bickley,2,79,5
J Chisholm,0,57,8
T Goodman,0,32,1
J Dillard,0,21,2
C Hundley,0,9,3
I Davis,0,8,1
D Jones,0,2,1
T Williams,0,2,2
J Robinson,2,124,8
D Surgent,1,83,7
D Figaro,0,53,4
A Harris,0,19,3
J Butler,0,19,1
E McGuire,0,10,2
J Maxwell,0,-4,1
C Jones,0,90,9
D White,1,65,2
O Howard,0,38,3
K Drake,0,22,1
K Bell,0,21,2
C Black,1,14,1
B Vogler,0,13,2
T Yeldon,0,9,1
J Hansley,0,82,6
R Higgins,0,71,7
C Gillmore,0,28,2
T Coffman,0,20,3
D Alexander,0,12,2
K Bibbs,0,12,1
K Cartwright,0,6,1
W Udofia,0,2,1
G Grayson,0,-5,1
X Moss,0,61,8
T Baggett,0,22,1
C Lawrence,0,3,1
M Campanaro,1,91,4
S Bishop,0,39,1
J Armstrong,0,2,1
A Goodley,2,156,5
T Reese,1,123,6
L Norwood,1,70,2
R Rhodes,0,39,4
C Coleman,0,28,2
C Fuller,1,23,1
B Brown,0,22,1
J Lee,0,8,3
C Spangler,0,1,1
R Ceaser,0,78,6
T Maye,0,72,5
J Hamm,0,33,2
K Jackson,0,13,1
H Scioneaux,1,13,2
J Edwards,0,6,1
M Washington,0,5,1
A Bayer,0,65,4
R Moore,1,63,5
S Joplin,0,53,3
J Cohen,0,42,3
C Gallon,2,36,5
T Greene,0,34,2
C Pohlman,0,33,1
R Burbrink,0,25,2
J Hopgood,0,15,1
T Beck,0,9,1
A Givens,0,3,1
N Griffin,0,42,5
J Davis,0,26,2
P Harris,0,19,3
W Powell,0,17,3
P Rice,0,15,2
J Harness,0,13,3
J Berry,0,8,2
J Morrow,0,6,1
J Harrington,0,6,1
D Brady,0,-6,2
C Hoffman,0,108,8
M Mathews,0,54,3
J Falslev,0,47,3
B Thompson,0,44,2
A Brown,0,4,1
P Lasike,0,3,1
D Anderson,0,141,8
S Fitzgerald,0,53,5
J Murphy,0,40,2
J Poole,0,22,5
S Fakailoatonga,0,9,1
A Denham,1,6,2
K Williams,1,2,1
T Davis,0,76,5
C Williams,0,49,3
A Flory,0,35,2
C Odykirk,1,35,2
A Garland,0,11,1
A Fenton,0,8,1
B Reedy,0,96,8
A Russell,1,21,3
D Macon,0,21,1
J Olack,0,21,3
D Fluellen,0,7,1
D Foxx,0,60,5
G Davis,0,52,4
S McQuillan,0,27,2
S Parker,1,17,2
L McCombs,1,3,3
J Gallon,0,31,4
J Chesson,0,23,2
D Funchess,0,14,1
D Dileo,0,13,1
J Butt,0,9,1
F Toussaint,0,7,2
J Crowder,1,141,7
B Braxton,1,97,5
M McCaffrey,1,34,3
B Deaver,1,21,2
J Duncan,0,17,2
J Barnes,0,8,1
J Snead,0,5,1
N Sink,0,-4,1
D Street,2,166,6
T Boyd,3,154,8
K Weatherspoon,0,58,4
S Orndoff,1,17,1
M Garner,0,13,1
J Holtz,0,10,1
I Bennett,0,5,1
R Ibrahim,0,1,1
D Creel,1,60,5
D Reed,0,55,3
T Russell,0,45,4
B Hill,0,20,3
D Jackson,0,14,1
J Jones,0,8,2
R Brumfield,0,6,1
D Alford,0,4,1
W Snead,0,175,9
J Williams,2,105,4
J Smith,0,37,4
D Curry,0,17,1
E Scott Emuakpor,0,12,1
D McKinney,1,87,9
W Dukes,1,73,4
D Richardson,0,43,4
D Howard,0,40,5
J Stoshak,0,38,4
L Whitehead,1,21,1
N Dorvilus,0,14,1
J Wallace,0,10,3
T Jefferson,0,66,5
K Griswould,1,31,2
D Clarke,0,26,2
M Henry,0,17,1
J Parker,0,8,2
C Carmichael,1,2,1
S Patton,1,73,3
Q Dunbar,0,63,4
T Burton,0,27,3
M Jones,0,4,1
A Howard,1,75,4
M North,0,43,4
J Croom,0,31,2
R Neal,0,9,1
J Smith,0,2,1
B Downs,0,0,1
M Lane Jr,0,-6,1
K Shaw,0,89,4
R Greene,1,44,4
L Whitfield,0,42,1
K Benjamin,1,26,2
C Green,0,25,2
E Poole,0,46,3
J Murphy,0,9,2
D Baker,0,5,1
C Terry,0,0,1
A Monroe,0,0,1
R Davis,1,134,2
A Lynch,1,85,4
C Conley,1,63,5
J Scott Wesley,0,63,3
K Marshall,0,29,3
J Rome,0,27,1
T Gurley,0,20,2
M Bennett,0,17,2
R McGowan,0,12,1
R Pegram,0,53,4
C Harris,0,45,5
D Smith,1,39,6
D Miller,0,26,1
A Jimmerson,0,15,2
L Pleasant,0,14,2
B Chancellor,0,12,1
T Smith,0,9,1
C Caldwell,0,7,1
D Terrell,0,6,1
D Kidsy,0,6,1
B Byrd,0,6,1
D Smelter,0,53,3
D Waller,1,38,2
B Bostic,0,7,1
T Zenon,0,6,1
E Ebron,1,108,6
S Tapley,1,36,2
Q Davis,0,36,2
A Blue,0,17,1
R Morris,0,12,1
R Switzer,0,6,1
K Singleton,0,3,1
D Greenberry,1,146,6
D Spencer,1,76,4
R Jackson,1,57,4
M Ambles,0,31,1
A Rodriguez,0,12,1
L Stice,0,4,1
X Maxwell,0,3,1
T Petersen,1,102,5
J Taylor,0,58,6
D Parks,0,48,3
K Kubiak,0,36,2
C Ross,0,14,1
C Cella,0,14,2
D Moore,0,9,1
M Hull,0,8,2
C Latimer,1,136,8
S Wynn,1,90,5
N Stoner,0,58,3
D Wilson,0,25,2
T Coleman,0,25,4
S Houston,0,22,3
T Bolser,0,10,2
D Roberts,0,6,1
K Hughes,0,5,1
D Green Beckham,1,105,8
M Lucas,0,101,10
L Washington,1,77,5
J Hunt,0,44,6
H Josey,0,8,1
J Clark,0,8,2
D Powell,1,83,2
R Hamilton,0,39,3
J Hillyer,1,21,1
D Bullock,0,16,1
C Fiedorowicz,0,12,1
K Martin Manley,0,6,1
T Smith,0,6,1
A Cox,0,5,1
B Fields,0,57,5
A Moulton,0,28,3
J Schaffer,0,18,2
D Chance,0,13,2
C Davis,0,11,2
C Mussman,0,6,1
M Henry,0,2,1
T Pierson,0,82,9
B Bourbon,0,47,7
J Mundine,1,31,2
R Coleman,0,30,2
C Matthews,0,24,2
J Sims,0,24,2
T Smiley,0,21,2
J Ford,0,20,2
D Banks,0,82,13
T Taylor,0,54,2
S Griffin,0,49,6
R Casey,0,40,4
H Lee,1,30,4
A Guillot,0,21,3
J Greenwalt,0,10,2
T King,0,3,1
D Parker,2,74,6
E Rogers,1,45,2
D Copeland,0,29,2
G Christian,1,29,3
K De La Cruz,0,27,2
R Clark,0,22,2
M Harris,1,12,2
M Milton,0,6,1
M Dyer,0,6,1
Z Pike,0,4,1
Y Griner,0,13,1
C Taylor,0,10,1
J Smith,0,4,2
J Landry,1,118,7
O Beckham Jr,0,59,5
T Dickson,0,45,1
J Copeland,0,7,1
S Coates,0,139,4
R Louis,0,24,5
M Davis,0,21,2
T Stevens,0,21,2
T Mason,0,13,2
Q Bray,0,6,1
T Reed,0,0,1
D Long,0,98,6
L Jacobs,0,32,3
B Ross,0,24,2
M Culmer,0,21,2
K Goins Jr,0,16,1
S Diggs,0,13,2
D Stinebaugh,1,6,1
C Sims,0,33,8
R Carswell,0,12,1
C Clay,0,11,1
W Smallwood,0,6,1
T Sharpe,1,45,7
R Blanchflower,0,42,7
E Long,0,16,3
J Wilson,0,14,2
B Davis,0,13,3
S Bedell,0,10,0
L Woodley,0,9,1
J Krause,1,105,6
J Matthews,1,76,8
W Tate,0,26,1
A Carta Samuels,0,21,1
J Seymour,0,9,2
S Scheu,0,3,1
M Frazier,0,35,2
D Hurd,0,32,2
S Craft,0,32,3
J Craig,0,27,1
A Cross,1,19,3
K Malone,0,14,1
J Milleson,0,6,1
M Warford,0,6,2
T Jones,0,3,1
B Hayes,0,2,1
J Jones,0,59,6
A Muse,0,29,3
J McKissic,1,23,5
M Gordon,0,20,2
D Griswold,0,20,1
D Oku,0,15,2
K Rains,0,13,1
R Fleming,0,6,1
R Hayes,0,-4,1
A Hurns,1,100,2
B Sandland,1,76,6
C Walford,0,50,2
H Waters,0,34,2
S Coley,1,16,3
S Dobard,0,15,1
G Kidd,0,11,1
M Lewis,0,9,1
D Crawford,1,5,1
P Dorsett,0,-3,1
J Durham,0,18,2
I Roosevelt,0,9,2
A Criswell,0,9,1
S Heyward,0,8,2
D Daniels,0,5,1
D Scott,0,50,3
S Marck,0,18,2
J Westbrook,0,6,1
F Lee,0,6,1
S Washington,0,68,11
C Moore,0,36,3
M Morrison,0,18,2
R Abernathy IV,0,16,2
B Annen,0,16,3
J Golden,0,11,1
D Dowdy,0,6,1
K Maye,0,39,2
I Fruechte,0,22,1
D Engel,0,10,2
C Jones,3,197,7
B Freeman,0,81,2
K Nunn,0,69,3
J Carr,0,55,7
T Crawley,0,37,2
J Simpson,0,0,1
J Lewis,1,96,2
B Holloway,0,41,3
B Hill,0,38,1
D Prescott,1,36,1
F Ross,0,35,3
R Johnson,0,30,3
J Chappelle,0,18,1
J Morrow,0,9,1
L Perkins,0,9,1
M Johnson,0,4,1
J Teknipp,0,29,1
J Chunn,0,25,2
E Thomas,1,14,3
B Holmes,0,12,1
W Van Hooser,0,11,1
F Payton,0,10,1
T Longmire,0,10,1
D White,0,9,2
B Burks,0,8,2
C Williams,0,7,1
D Anthony,0,2,1
C Worthy,0,2,1
Q Enunwa,0,78,6
T Wullenwaber,1,47,2
A Abdullah,0,46,3
C Carter,0,43,2
K Bell,0,20,2
A Moore,0,19,1
J Long,0,17,1
S Burtch,1,16,1
J Westerkamp,0,11,1
J Turner,0,8,1
B Reilly,0,5,1
C Jones,0,68,6
J Schneider,0,48,5
B Hubert,0,36,2
R Gandy,0,29,3
T Tiefenthaler,0,25,1
Z Zenner,0,21,1
T Wesley,0,11,1
K Arendse,2,77,4
C Solomon,0,57,1
B Wimberly,1,27,4
A Bradley,0,20,2
R Turner,0,12,2
J Gipson,0,9,1
V Haynes,0,43,4
C Gant,1,42,4
C Evans,0,37,3
S Harding,0,36,5
M Kemp,0,35,2
K Kirkwood,0,15,2
H Moleni,0,13,1
J Puu Robinson,0,10,1
S Lakalaka,0,10,1
J Iosefa,0,2,1
D Brown,0,99,7
T Lewis,0,82,9
L Eakes,1,24,2
D Maxwell,0,15,1
C Stingily,0,9,1
K Harris Jr,0,6,1
E Lora,3,198,14
A Drake,2,137,8
J LePak,0,68,5
T Duncan,0,25,3
K Gober,1,18,2
R Meyer,0,7,1
S Little,0,-3,1
T Jones,1,69,6
C Jones,0,34,2
K Prater,0,18,1
D Vitale,0,1,1
D Johnson,0,90,7
J Perillo,1,81,8
J Ebeling,1,44,5
J Dunn,0,22,1
D Aultman,0,22,5
S Reuss,0,5,1
A Williams,0,4,1
R Stevens,0,4,1
C Robinson,0,54,3
W Fuller,0,37,1
G Atkinson III,0,17,2
T Jones,1,15,2
D Smith,0,9,1
T Niklas,0,7,1
D Daniels,0,6,3
C Prosise,0,-3,1
B Fowler,0,39,3
M Kings Jr,1,37,5
A Burbridge,0,20,4
J Lyles,0,16,1
J Langford,0,12,1
K Mumphery,0,7,1
J Price,0,4,1
E Spencer,2,50,4
J Heuerman,1,43,4
P Brown,0,36,3
N Vannett,0,27,2
D Smith,1,25,3
C Fields,1,15,1
D Wilson,0,12,3
K Mitchell,0,5,1
R Smith,0,1,2
C Hyde,1,1,1
A McBurse,0,12,3
D Harvey,0,7,1
M Ethridge,0,7,1
A Felix,0,4,3
L Buice,0,1,1
J Owens,0,-1,1
C Cochran,0,84,4
D Foster,1,64,2
M Waters,2,55,4
J Reid,0,16,1
D Patterson,0,10,1
R Boykin,0,9,1
B Blankenship,0,5,3
K Johnson,0,46,5
R Coleman,0,36,2
T Phillips,0,24,2
D Clack,0,22,2
L Chatman,0,10,1
O Williams,0,5,1
A Robinson,0,43,3
B Felder,0,35,3
K Carter,0,29,1
A Breneman,0,27,1
J James,0,20,3
B Belton,1,15,1
R Anderson,0,7,1
C Humphrey,0,47,5
C Pierce,0,21,2
T Goode,0,20,2
J Boyle,0,18,2
E Calhoun,0,12,3
W Woods,0,7,1
T Durham,0,5,1
M Levandowski,0,4,1
T Kroft,1,133,6
L Carroo,2,80,5
Q Pratt,0,66,5
B Coleman,0,25,1
P James,0,24,3
R Peele,0,18,2
K Hatcher,0,45,4
H Henry,1,37,2
J Herndon,1,35,2
A DAppollonio,0,24,1
E Hawkins,0,11,1
K Small,0,10,2
A Collins,0,9,1
J Horton,0,6,1
J Williams,0,5,2
C Lockett,1,113,5
D Pumphrey,1,53,3
E Ruffin,0,27,2
A Roberts,0,23,1
T Vizzi,0,18,1
A Muema,0,12,2
D Denso,0,5,1
C Young,0,0,1
B Cooks,0,141,14
R Mullaney,0,86,7
K Cummings,1,53,6
C Smith,0,31,2
C Hamlett,0,26,4
K Clute,1,14,3
T Ward,1,10,1
M Hatfield,0,6,1
D Cajuste,0,67,3
T Montgomery,2,62,4
A Wilkerson,0,18,2
T Gaffney,0,4,1
R Hewitt,0,0,1
J Strong,1,168,12
D Foster,0,80,8
C Coyle,1,45,1
M Grice,1,32,6
C Smith,0,30,1
R Smith,0,7,1
K Ozier,0,5,1
C Clark,1,60,4
J Smith,1,35,2
P Gulley,0,26,2
J Kobena,0,19,2
G Morris II,0,14,1
C Cleveland,2,13,3
A Broyld,0,10,1
J Parris,0,9,1
B Lewis,0,7,1
J West,0,4,1
B Wales,0,3,1
J Shackleford,1,106,7
R Grant,0,70,7
K Banks,0,17,5
J Rounds,0,15,2
O Darkwa,0,1,2
K Sanders,1,80,3
M Johnson,0,70,5
J Shipley,0,31,5
J Gray,0,14,2
G Swaim,0,9,1
J Harris,0,8,1
M Brown,0,7,1
J Bergeron,0,6,1
T Lockett,0,237,13
T Thompson,0,18,3
J Hubert,0,11,2
C Sexton,0,9,1
M Kennedy,1,83,6
M Evans,0,57,2
D Walker,0,54,2
S Holmes,0,41,2
L Williams,0,38,1
E Pope,0,27,3
L Gonzalez,0,7,1
B Malena,0,5,1
N Hicks,0,4,1
K Holman,1,133,10
D Joseph,0,69,8
S Nelson,0,36,4
J Taylor,0,33,4
K Nlemchi,0,16,3
J Johnson,0,16,4
P Line,0,15,4
J Gaines,0,12,2
R Walker,0,8,1
A Holleman,0,3,1
J Amaro,0,86,9
B Marquez,1,84,6
D Edwards,0,68,3
J Grant,0,59,4
S Foster,0,55,2
E Ward,1,35,4
R Davis,0,23,1
D Washington,0,8,1
K Williams,0,8,1
J Davis,0,6,1
S Corker,0,2,1
I Battle,0,52,4
A Erickson,0,32,5
R Lowe,0,27,2
B Miller,0,8,1
T Smith,0,8,2
C Nutall,0,6,1
K Backman,1,62,5
J Nelson,1,60,3
N Height,0,54,2
J Staples,1,23,1
D Reaves,0,7,1
T Henderson,0,6,1
L Hollier,1,78,3
E Eagan,0,28,3
S Ryan,0,24,8
C Toussant,0,23,4
D Llorens,0,19,1
T McClain,0,13,1
R Morris,0,6,1
G Atzenweiler,0,3,1
D Taylor,0,0,1
S Manfro,1,53,3
D Fuller,1,48,4
J Payton,0,37,2
P Perkins,0,36,4
S Evans,1,32,4
D Lucien,0,30,2
D Bell,0,28,2
G Mazzone,0,28,2
M Jones,0,26,2
D Andrews,0,25,2
Z Hernandez,0,15,2
T Duarte,0,11,2
R Davis,0,9,1
T Scott,0,8,1
A Harris,0,5,1
L Sweet,0,3,1
A Shapiro,1,42,2
J Brown,0,31,3
J Bowen,0,27,2
J Matthews,0,15,2
P Scoggins,0,14,2
J Bergstrom,0,11,2
G Morrison,0,4,1
B Betancourt,0,2,1
A Williams,0,45,3
J Phillips,1,35,2
M Mataele,0,28,1
T Cornett,0,22,5
D Davis,0,8,1
A Smith,0,2,2
J Borsellino,1,60,5
H Scott,0,27,2
F Salomon,0,26,2
K Adewole,0,15,1
J Baker,0,13,3
M Lee,0,72,6
X Grimble,1,39,2
N Agholor,0,38,2
T Madden,0,15,3
T Reynolds,1,70,5
T Van Leeuwen,0,31,4
B Swindall,1,21,2
B Natson,0,21,4
J Hill,0,18,2
D Tialavea,0,10,3
J DeMartino,0,8,1
E Tomlinson,0,30,4
J Leslie,0,24,2
I Hamilton,0,23,3
J Bell,0,18,3
D Patterson,0,13,1
A Jones,0,6,2
D Laufasa,0,3,1
K Ford,0,2,1
B Freeman,0,53,1
J Williams,0,23,4
S Grubb,0,20,1
E Okotcha,0,19,2
A Grubb,0,17,1
C Hubble,1,17,1
J Moeller,0,14,2
J Monroe,0,14,1
K Jones,0,13,2
K Harrison,0,10,1
M Mack,0,2,1
B Armstrong,0,2,1
K Parks,0,69,3
T Smith,1,52,4
D Terrell,0,27,4
J McGee,1,19,3
D Jennings,0,17,2
A Gamble,0,11,1
D Hamm,0,11,1
Z Swanson,0,11,1
C Severin,0,6,1
D Watts,0,13,3
S Patterson,0,10,1
D Burton,0,7,1
J Rogers,0,4,2
M Thompson,0,4,1
D Forlines,0,0,1
C Mangus,0,47,3
J Stanford,0,43,4
D Coles,0,32,2
D Knowles,0,21,3
K Cline,0,20,2
W Byrn,1,15,2
S Rogers,0,5,1
J Caleb,0,-2,1
T Shuler,0,120,10
D Smith,1,68,4
D Evans,0,16,3
G Hoskins,1,13,1
E Frohnapfel,0,11,1
K Williams,0,78,4
A Seferian Jenkins,1,62,5
J Ross,1,57,1
J Mickens,0,39,3
K Smith,0,28,2
M Hall,0,20,2
D Campbell,0,13,1
D Stringfellow,0,7,1
D Washington,1,5,1
J Perkins,1,1,1
B Malcolm,0,69,7
X Finney,0,46,3
C Richmond,0,16,5
J Cook,0,5,1
A Prier,0,5,2
M Mangum,0,1,1
G Marks,2,146,11
V Mayle,1,51,4
D Williams,1,47,2
R Galvin,0,26,3
I Myers,0,18,2
K Williams,0,18,2
B Ratliff,0,13,1
R Cracraft,0,10,1
L Brooks,0,9,3
T Caldwell,0,4,1
J Laufasa,0,4,1
J Sannon,0,41,1
D Epps,0,37,6
N Lovett,0,33,2
J Brown,0,14,2
K Olugbode,0,13,1
D Watson,0,10,1
T Cowan,0,8,1
R Runner,0,7,1
M LaGrone,0,6,1
J Baker,0,5,2
J Abbrederis,0,94,7
J White,0,49,3
A Erickson,0,12,1
R Wheelwright,0,3,1
S Mikesky,0,23,2
B Cottom,0,20,2
G Bush,0,19,1
A Hunt,0,16,5
J Sinz,0,16,2
S Carter,0,15,2
C Posey,0,12,1
D Dawkins,0,6,1
D Anthrop,0,5,1
B Knauf,0,3,1
W McNeal,0,85,3
N Norris,0,42,4
J German,0,31,2
T Taylor,0,22,2
L Turner,0,20,1
M Henry,0,8,2
A Jackson,0,6,1
A Andrews,0,1,1
A Wales,0,-2,1
N Ingram,1,60,4
T Martin,0,52,4
A Jefferson,1,20,3
B Gager,0,4,2
A King,0,0,1
H Walker Jr,0,-1,1
D Smelter,0,76,3
R Godhigh,0,40,1
D Waller,0,28,3
D Knowles,0,67,5
W Byrn,0,44,4
D Coles,1,34,2
J Stanford,0,32,2
K Cline,0,28,3
S Rogers,0,8,1
C Meyer,0,5,1
T Edmunds,0,3,1
J James,0,86,8
T Watts,0,69,7
T Roberson,2,63,6
J Douglas,0,44,3
D Patterson,0,18,1
K Lucas,0,8,1
T Ecby,0,59,6
E Bibbs,1,49,4
J West,1,36,6
A Wimberly,0,31,1
P Harris,0,24,2
J Coleman,0,18,1
D Daley,0,14,1
A Gary,0,11,1
Q Bundrage,0,9,3
B Boesen,0,4,1
M Mathews,0,47,3
R Apo,0,38,4
B Thompson,0,30,2
J Falslev,0,27,1
S Ridley,0,25,2
E Thornton,0,6,1
I Pritchard,0,4,1
M Henry,1,28,3
J Bryson,0,20,4
T Pettis,0,17,1
D Clarke,0,16,2
C Collis,0,10,2
K Griswould,0,7,2
C Perkins,0,6,1
J Parker,0,1,1
C Jones,0,115,7
K Nunn,0,85,5
J Carr,0,47,6
T Crawley,0,40,3
T Winston,0,25,1
D Bradbury,0,8,1
H Wilson,0,6,1
J Simpson,0,4,2
A Jelks,0,4,1
B Freeman,0,2,1
B Swindall,1,79,5
T Reynolds,0,77,8
B Natson,0,34,5
T Van Leeuwen,0,30,4
R Butler,0,14,1
D Tialavea,1,12,3
K Andersen,1,9,2
L Gunderson,0,7,1
J DeMartino,0,5,1
C Jones,0,61,5
K Norwood,0,40,5
A Cooper,0,28,3
K Bell,0,23,4
T Yeldon,0,16,3
B Vogler,0,7,1
D White,0,6,3
K Drake,0,-1,1
D Moncrief,0,60,6
L Treadwell,0,51,4
J Logan,0,22,2
E Engram,0,14,2
J Scott,0,12,3
H Henry,0,109,4
J Williams,2,67,4
J Herndon,0,36,2
K Hatcher,1,27,2
E Hawkins,0,21,2
K Small,0,18,2
A Collins,0,4,1
M Evans,2,116,6
D Walker,0,81,7
S Holmes,0,24,3
M Kennedy,0,24,4
T Williams,0,12,2
B Malena,0,4,1
J Strong,0,103,7
C Coyle,0,87,5
D Foster,1,80,3
M Grice,2,36,7
D Nelson,0,24,1
K Ozier,0,21,1
M Lee,0,92,7
T Madden,2,66,3
N Agholor,0,64,3
X Grimble,0,39,2
V Blackwell,0,26,2
J Pinner,0,6,2
S Vainuku,0,2,1
W Snead,0,131,7
J Smith,0,99,11
J Williams,0,92,6
Z Fakes,0,11,2
J Edwards,0,2,1
A Russell,1,147,9
D Macon,0,43,4
B Reedy,0,37,13
J Olack,0,18,2
D Fluellen,0,15,4
A Zmolik,0,9,1
R Adams,0,5,1
M Willis,1,69,4
A Amidon,0,42,7
B Miller,0,34,2
C Parsons,2,23,2
D Dudeck,0,20,1
D Crimmins,0,6,1
J Sinkovec,1,3,1
K Benjamin,0,103,3
K Shaw,1,93,4
R Greene,2,90,4
J Wilder Jr,0,18,2
C Abram,1,15,2
N OLeary,0,14,1
C Green,0,-3,1
M Miller,1,107,5
G Boldewijn,1,104,3
S Williams Rhodes,1,59,9
T Ware,0,19,2
J Hardee,0,17,1
A Baltazar,0,10,1
T Sperbeck,0,3,1
D Thomas,0,-3,1
M Triplett,0,54,4
J Cox,0,32,3
M Ricard,1,18,3
T Holmes,0,17,3
J Richard,0,15,3
D Sullivan,0,14,2
J Revies,0,10,2
R Bradley,0,3,1
S Joplin,1,78,5
T Greene,1,71,4
R Burbrink,0,28,3
C Gallon,0,27,3
A Bayer,0,25,3
L Smith,1,89,5
J Dillard,0,50,5
Z DOrazio,0,25,3
T Goodman,0,21,2
F Bickley,0,15,4
J Lewis,0,5,1
C Hundley,0,-2,1
J Chisholm,0,-4,1
A Neutz,1,76,2
F Lee,1,51,3
M Schreck,1,24,2
B Oliver,0,20,2
C Dixon,0,6,1
G Davis,0,102,5
D Foxx,0,49,1
S McQuillan,0,27,2
E Norris,0,8,1
D Bradley,0,6,1
J Green,0,5,1
L McCombs,0,-4,1
R Hall,2,142,8
B Perriman,0,109,3
S Johnson,0,41,4
J Tukes,0,21,2
J Godfrey,0,18,3
K Miller,0,9,1
J Reese,0,9,2
W Stanback,0,7,1
J Worton,0,2,1
B Ellington,0,88,4
D Byrd,0,74,5
J Adams,0,44,1
R Anderson,0,34,2
M Davis,0,11,2
D Owens,0,8,1
N Jones,0,6,1
S Watkins,1,113,6
D Howard,1,86,2
A Humphries,0,67,5
J Leggett,1,38,3
M Bryant,0,29,2
G Hopper,0,18,2
S Seckinger,0,16,1
M Williams,1,14,1
D Rodriguez,0,10,3
Z Brooks,0,6,1
W Forbush,0,6,1
T Green,0,4,1
M Campanaro,0,75,7
J Harris,0,31,4
J Wilhite,0,14,1
S Ragland III,1,10,1
J Armstrong,0,9,1
T Harris,0,7,1
J Garside,0,6,1
D Martin,0,5,2
J Crump,0,5,1
R Higgins,2,156,6
J Hansley,0,78,5
K Cartwright,2,56,2
C Gillmore,0,39,2
D Alexander,0,8,1
K Bibbs,0,7,1
G Grayson,0,-3,1
J Leslie,2,130,3
E Tomlinson,1,75,8
I Hamilton,0,61,3
C Wenrick,1,32,2
D Patterson,0,22,3
D Laufasa,1,21,3
J Bell,0,15,3
K Perry,0,9,1
J Crowder,1,149,7
J Barnes,0,73,2
M McCaffrey,1,54,4
B Deaver,0,18,2
I Blakeney,0,11,1
J Duncan,1,9,1
J Thompson,0,8,1
B Braxton,0,2,2
B Holmes,0,82,7
E Thomas,1,77,9
C Williams,0,57,5
W Van Hooser,1,49,2
F Payton,0,36,4
B Burks,0,31,3
K Edenfield,0,23,1
D Anthony,0,7,2
J Chunn,0,0,4
C Conley,1,112,5
J Scott Wesley,1,55,4
A Lynch,0,40,3
M Bennett,2,38,3
R Davis,0,24,1
T Gurley,0,13,1
R McGowan,0,10,1
J Rome,0,6,1
K Marshall,0,0,1
J Landry,1,156,10
O Beckham Jr,0,118,6
K Boone,2,52,2
J Hill,0,44,4
