kickoff return yards, kickoff returns, longest kickoff return, name
18,1,18,K Young
21,1,21,K Muhammad
93,3,38,R Penny
29,1,29,C Price
32,2,17,C Montgomery
17,1,17,C Nesmith Jr
60,3,29,J Holton
18,1,18,C Moore
132,3,100,J Thomas
18,1,18,R Anderson
73,1,73,R McCloud
19,1,19,M Richard
73,2,37,J Capel
51,2,28,J Boyd
43,2,31,I Lewis
38,2,19,B Beathard
61,3,25,E Thomas
18,1,18,P Lindsay
54,3,21,K Bailey Smith
28,1,28,J Oliphant
12,1,12,B Lemelle
73,4,35,M Hyatt
1,1,1,C Macek
71,3,29,J Myrick
16,1,16,D Edwards
56,2,39,B Powell
71,3,31,Q Johnson
56,1,56,K Whitfield
0,1,0,F Stevenson
76,3,34,R Adams
23,1,23,D Johnson
49,2,30,D Keaton
13,2,9,D Phillips
13,2,8,L Bellamy
34,1,34,J Golden
54,2,28,S Badie
40,2,21,R Preston
18,1,18,J Rounds
72,3,25,D Williams
21,1,21,Z Shaw
44,3,17,R Leonard
25,1,25,D Montgomery
19,1,19,T Ryen
29,2,29,D King
38,2,20,S Sims Jr
23,1,23,S Craft
83,3,31,R James
40,2,21,T Pierce
21,1,21,J Brazil
22,1,22,R Ceaser
80,4,25,T Samuel
16,1,16,C Lamb
148,4,100,B Wilson
19,1,19,T Johnson
34,2,19,R Rhodes
17,1,17,C Stephens
25,1,25,L Scott
22,1,22,R Shelton
91,3,49,B Marshall
0,1,0,E Baylis
-3,1,0,E Heard
11,1,11,J Peppers
57,3,21,R Dockery
18,1,18,J Walton
11,1,11,J Wilkins
39,2,21,D Scott
38,3,20,J Jordan
47,2,26,B Holloway
39,2,21,D Jackson
8,1,8,D Williams
2,1,2,L Louis
75,3,30,T Logan
21,1,21,N Hines
66,3,26,C Garrett
25,2,16,T Timmons
34,1,34,E Mitchell
67,3,33,A Turner
16,1,16,P Logan
31,2,20,G Smith
25,1,25,K Myers
24,1,24,C Sullivan
73,3,37,C Wiggins
21,1,21,D Chestnut
16,1,16,R Jones
24,1,24,S Vault
25,1,25,C Samuel
47,3,22,K Ewaliko
11,1,11,P Harris
23,1,23,D Patterson
90,4,42,D Reaves
64,2,53,J Carr
63,3,25,Z Pascal
58,1,58,N Scott
18,1,18,M Golden
54,3,19,J Martinez
26,1,26,D Knox
195,5,100,J Grant
6,1,18,N Arcidiacono
-4,1,0,L Carroo
51,3,23,T Martin Jr
16,1,16,K Palacio
42,2,21,S Carson
33,2,22,S King
23,1,23,D Antoine
19,1,19,I Smith
18,1,18,K Johnson
16,1,16,B West
21,1,21,D Bradley
15,1,15,T Smiley
17,1,17,C McCaffrey
119,5,44,J Akins
22,1,22,B Estime
33,1,33,J Armstrong
74,3,27,E Berry
15,1,15,A Ross
35,1,35,D Johnson
25,1,25,D Foreman
46,1,46,S Stewart
22,1,22,T Ruben
5,1,5,M Roland
57,2,32,S Noil
24,1,24,C Kirk
16,1,16,N Harvey
66,3,24,D Green
79,3,33,B Smith
37,2,21,J Grant
83,4,25,A Golden
19,1,19,L Dowell
18,1,18,A Criswell
9,1,9,L Thomas
30,1,30,D Fuller
29,1,29,M Jack
54,3,18,E Penny
38,2,20,J Jordan
60,3,27,B Winnegan
72,2,46,M Burns
69,3,27,D Sims
18,1,18,K Marshall
9,1,9,B Douglas
-1,1,0,R Davis
51,4,16,T Mizzell
35,2,20,A Carlisle
28,2,15,K Asante
40,1,40,B Baker
28,1,28,N Jamerson
55,3,24,K Young
38,2,21,S McInnis
25,1,25,S Gibson
15,1,15,E Daugherty
100,1,100,T Samuel
68,3,29,C Lamb
22,2,12,A Scott
34,1,34,T White
20,1,20,C Wiggins
19,1,19,D Chestnut
9,1,9,R White
47,2,24,M Willis
17,1,17,J Ramsey
8,1,8,T Goodman
16,1,16,T Trosin
71,3,29,K Drake
17,1,17,A Stewart
60,3,29,J Walton
41,2,22,J Robinson
17,1,17,R Williams III
63,4,23,J Grant
17,1,17,M Hyatt
33,1,33,J Baker
13,1,13,T Redding
5,1,5,F Coppet
71,4,21,S Craft
61,2,33,T Payton
30,1,30,J Akins
91,3,51,D Gaines
58,2,33,D Lee
58,3,24,D Edwards
16,1,16,J Lloyd
5,1,5,E Schneider
118,2,98,S Vault
18,1,18,E Daugherty
7,1,7,D Russell
17,1,17,K Mabon
59,2,40,H Bussey
15,1,15,T Harrison
15,1,15,C LeBlanc
20,1,20,J Hawkins
20,1,20,J Martinez
41,2,31,R Leonard
110,5,32,D Scott
25,2,15,M Micenheimer
10,1,10,J Jordan
98,1,98,C Butler
17,1,17,T Cisrow
0,1,0,D McClellon
40,3,18,I McKenzie
162,6,51,S Carson
31,1,31,D Keaton
78,2,65,K Ewaliko
18,1,18,P Harris
42,2,23,J Jordan
54,3,19,D Williams
16,1,16,M Majette
48,2,27,D King
20,1,20,T Boyd
65,3,30,M Burns
7,1,7,D Heath
43,3,18,C Henderson
13,1,13,J Dancy
16,1,16,S King
51,3,23,B Powell
98,3,40,K Johnson
8,1,8,K Pettway
66,2,45,T Johnson
24,1,24,W Likely
109,4,29,R Adams
22,1,22,D Johnson
61,3,27,J Oliphant
20,1,20,K Bailey Smith
18,1,18,S Harris
4,1,4,J Monteiro
31,1,31,J Thomas
9,1,9,A Williams
4,1,4,N Sharga
13,1,13,R Shelton
30,3,20,B Driskell
17,1,17,T Williams
31,1,31,S Coley
13,1,13,M Walton
0,1,0,S Dobard
71,3,27,S Morgan Jr
56,3,21,F McRae IV
125,5,40,J Holton
49,2,25,T Green
31,1,31,J Peppers
35,2,18,A Criswell
21,1,21,J Myrick
60,3,22,R James
19,1,19,A Sherrils
13,1,13,C Hilton
12,1,12,A Penton
38,1,38,G Myles
12,1,12,D Hutcherson
60,2,34,J Bryson
104,4,50,A Covington
48,1,48,U LeMay
43,2,23,C Montgomery
13,1,13,M Quattlebaum
37,1,37,D Romine
1,1,1,C High
68,4,34,Q Johnson
36,2,19,T Logan
85,3,37,V Bentley
15,1,15,T Morgan
14,1,14,O Clark
77,3,31,A Golden
16,1,16,A Carlisle
39,2,20,J Golden
21,1,21,M Marshall
79,3,27,D Kidsy
33,1,33,D Bradley
29,1,29,L Turner
25,1,25,D Wilson
18,1,18,A Turner
17,1,17,P Logan
47,2,29,D Bass
8,1,8,D Patterson
91,6,23,A Ross
76,4,21,B Louie
46,2,24,J Carr
112,5,34,B Winnegan
76,4,23,D Dick
12,1,12,J Taylor
23,1,23,Z Pascal
12,1,12,N England
84,3,33,N Hines
50,1,50,C Nelson
28,1,28,K Merritt
17,1,17,B Marshall
2,1,2,T Brooks James
45,2,25,G Smith
24,1,24,M Greene
25,1,25,R Dockery
109,5,24,T Ervin
57,2,34,N Scott
74,5,24,D Anthrop
13,1,13,G Hudson
116,2,82,D Greene
38,3,17,C Price
34,2,25,R Penny
50,3,29,C Garrett
26,1,26,J Magee
61,3,24,B Estime
20,1,20,D Spalding
11,1,9,E Thomas
105,4,38,K Turpin
16,1,16,B Jones
12,1,12,B West
88,1,88,E Berry
27,1,27,M Abernathy
18,2,13,J Gray
8,1,8,A Beck
23,1,23,J Rounds
119,5,30,D Johnson
42,3,17,T Ryen
12,1,12,D Montgomery
72,3,27,C Kirk
38,2,24,E Mitchell
122,6,26,B Smith
4,1,4,R Carden
114,5,30,D Fuller
15,1,15,E Takenaka
10,1,10,D Blackmon
118,5,40,A Jackson
97,5,23,C McCaffrey
17,1,17,D Sims
35,2,20,T Mizzell
13,1,13,O Zaccheaus
61,3,29,C McClatcher
78,2,60,H Sharp
20,1,20,J Davis
47,2,30,T Martin Jr
122,4,38,D May
15,1,15,T Gentry
48,2,26,N Jamerson
102,5,26,T Ruben
60,1,60,L Bellamy
43,2,24,D Phillips
37,1,37,F Johnson
132,6,34,J Oglesby
29,2,27,S Craft
35,2,21,J Holton
54,3,25,R Dockery
19,1,19,D Guyton
56,2,31,C McCaffrey
44,2,33,R Wright
4,1,4,D Schultz
231,9,54,O Zaccheaus
21,1,21,K Young
8,1,8,J McNichols
13,1,13,A Stewart
68,3,28,T Caldwell
43,2,23,J Robinson
77,4,40,C Kirk
62,2,46,D Fuller
21,1,21,I Adams
46,2,24,J Ford
97,5,25,T White
4,1,4,D Hayes
18,1,18,K Cannon
140,4,74,A Walter
18,1,18,M Willis
7,1,7,T Rouse
117,3,86,A Turner
10,1,10,E Saffold
18,1,18,J Hawkins
57,2,36,E Mitchell
32,2,17,A Covington
22,1,22,C LeBlanc
27,1,27,D Lee
61,4,20,A Newsome
47,2,33,T Gulley
100,1,100,D Edwards
7,1,7,E Schneider
80,4,30,J Golden
13,1,13,A Messick
50,2,28,Q Johnson
29,2,18,T Brown
17,1,17,K Asante
45,2,25,E Daugherty
29,1,29,D Russell
28,2,16,N Black
19,1,19,M Hyatt
76,4,29,B Powell
77,3,35,E Berry
17,1,17,S Michel
7,1,7,B Douglas
70,4,22,B Smith
24,1,24,K Bowens
23,1,23,J Gaines
47,3,21,A Duckworth
84,4,31,D Keaton
65,3,24,V Bentley
10,1,10,C Day
49,2,26,J Bryson
18,1,18,R James
109,4,40,D King
46,3,18,D Bradley
15,1,15,R James
110,2,93,D Reaves
77,2,48,S King
5,1,5,R Timmons
49,3,19,A Sherrils
9,1,9,J Gibson
48,3,19,G Fuselier
42,2,25,J Brazil
23,1,23,V Edwards Jr
12,1,12,M Jones
32,2,16,C Henderson
0,1,0,T Taylor
59,2,36,R Leonard
23,1,23,A Jones
33,2,18,E Thomas
11,1,11,N Ricketts
10,1,10,J Bacci
30,2,20,D Blackmon
19,1,19,E Takenaka
0,1,0,A Hine
65,4,24,S Brooks
20,1,20,J Myrick
77,2,56,D Patterson
14,1,14,D Bass
81,4,27,J Walton
103,4,47,D Sims
29,1,29,T Logan
31,2,18,T Newby
0,1,0,J Westerkamp
81,4,28,I Smith
60,3,21,S Vault
46,2,26,D Green
75,3,29,A Carlisle
20,1,20,D Williams
116,6,28,A Isabella
35,2,19,J Oliphant
25,1,25,C Samuel
55,3,28,D Phillips
80,4,34,Z Pascal
18,1,18,N England
11,1,11,I Lewis
178,7,77,B Marshall
40,2,26,C Nelson
38,2,19,B Addison
16,1,16,C Butler
72,3,28,N Scott
26,1,26,K Farmer
137,8,100,R Penny
20,1,20,D Knox
75,4,27,R Rhodes
48,2,38,J Grant
31,2,16,D Neal
0,1,0,Q Perdue
19,1,19,C Garrett
11,1,11,S Grayer
60,3,23,N Hines
37,1,37,B Cherry
52,2,29,S Carson
16,1,16,R Talley
48,2,27,T Payton
82,3,47,J Jordan
66,1,66,D Scott
24,1,24,D Garrison
17,1,17,A Mitchell
11,1,11,M Micenheimer
9,1,9,C Olsen
74,3,41,K Johnson
74,3,31,B West
158,6,37,B Estime
18,1,18,D Strickland
57,3,27,D Jackson
101,4,26,D Johnson
-1,1,0,D Thomas
26,1,26,D Johnson
211,7,92,J McKissic
5,1,5,T Trosin
78,2,51,J Grant
6,1,6,J Stockton
94,3,47,K Turpin
58,1,58,A Criswell
19,1,19,L Thomas
21,1,21,A Golden
76,4,29,B Winnegan
42,2,26,D Dick
96,4,38,D Gaines
23,1,23,Jr
19,1,19,E Williams
18,1,18,J Armstrong
33,2,18,R Brookins
38,1,38,C McClatcher
24,1,24,D Cooper
11,1,11,D Sample
43,2,25,T Davis
17,1,17,N Jamerson
37,2,19,P Harris
13,1,13,P Joas
6,1,6,R Tuiasoa
2,1,2,J Tago
41,2,26,K Towner
68,4,20,F McRae IV
30,2,16,S McInnis
23,1,23,L Ross
0,1,0,S Connolly
26,2,25,K Dillon
65,4,20,W Likely
30,1,30,D Chestnut
15,1,15,C Wiggins
19,1,19,F Labady
53,2,31,C Elder
19,1,19,M Walton
29,1,29,D Blackmon
18,1,18,G Juergens
4,1,4,G Jones
27,2,14,J Marriner
17,1,17,A Newsome
68,4,21,A Covington
23,1,23,C Montgomery
15,1,15,B Smith
38,2,22,R Armstead
39,2,29,R Adams
84,2,48,J Oglesby
36,2,18,V Edwards Jr
40,2,28,D Patterson
37,2,25,P White
5,1,5,T Trosin
0,1,0,J McKissic
34,1,34,I Saunders
15,3,8,A Duckworth
15,1,15,E Penny
1,1,1,R Siavii
47,2,36,R Fergerson
78,2,49,D May
16,1,16,D Van Maanen
12,1,5,N Evans
81,2,58,J Ford
61,1,61,B Countess
59,2,31,T Ervin
86,5,21,D Green
27,1,27,T Johnson
27,2,14,D Campbell
13,1,13,J Hawkins
12,1,12,J Johnson
68,5,23,S Miller
20,1,20,H Coby
87,4,28,T Davis
69,3,40,T Martin Jr
128,4,44,A Scott
71,2,46,C Sanders
20,1,20,A Carlisle
9,1,9,D Randolph
53,3,22,E Thomas
90,2,61,A Turner
9,1,9,S Wimann
24,1,24,D Lee
124,4,48,C Nelson
26,1,26,J Ajeigbe
9,1,9,D Edwards
43,2,23,M Walker
3,1,3,D Dudeck
41,2,25,B Powell
38,2,20,J Walton
28,2,22,C Davis
51,2,29,M Greene
71,4,20,R Davis
61,3,24,D Harris
52,2,31,J Golden
21,1,21,T Logan
44,2,22,J Nelson
15,1,15,T Newby
49,3,18,R Brookins
22,2,11,D Hale
74,3,25,D Wilson
26,1,26,J Wiltz
90,6,24,D Neal
7,1,7,R Schadler
23,1,23,E Calhoun
120,5,38,M Thomas
22,1,22,S King
51,3,22,T Caldwell
0,1,0,T Hunter
79,3,32,D Keaton
20,1,20,P Flowe
48,2,25,D Jackson
126,5,37,E Daugherty
23,1,23,S Vann
0,1,0,G Guilbee Rodriguez
23,1,23,M Gaines
18,1,18,R Jones
17,1,17,J Dancy
34,2,18,G Fuselier
29,2,17,J Brazil
91,4,31,W Likely
21,1,21,J Peppers
34,2,19,J Oliphant
0,1,0,D Mack
51,2,26,R Leonard
21,1,21,C Taylor
56,3,23,R Shelton
38,2,20,D Anthrop
38,2,23,F Williams
21,1,21,S Carson
18,1,11,H Foster
24,2,14,Z Pascal
25,1,25,J Bryson
50,3,19,D Sims
15,1,15,D Romine
93,4,30,T Williams
23,1,23,T McVey
169,5,90,N Hines
18,1,18,T Samuel
23,1,23,E Mitchell
21,2,14,L Thomas
12,1,12,A Criswell
70,3,34,C Wiggins
8,1,8,T Green
18,1,18,G Hogan
47,2,25,S Brooks
21,2,13,T Hartmann
14,1,14,D Neal
10,1,10,A Ross
36,1,36,J Durante
30,2,20,S Gibson
18,1,18,G Jennings
88,4,30,B Sheperd
66,3,30,M Burns
22,1,22,D Warmack
7,1,7,W Dimel
14,1,14,K Farmer
85,4,30,M Hyatt
103,6,22,A Walter
12,1,12,L Turner
41,2,21,K Towner
22,1,22,C Price
18,1,18,R Penny
19,1,19,D Scott
28,1,28,J Richard
14,1,14,I Smith
66,4,24,D Bradley
11,1,11,D Kidsy
24,1,24,B West
49,2,27,Q Johnson
98,2,67,C McCaffrey
10,2,10,D Schultz
98,5,24,N Phillips
19,1,19,J Haden
13,1,13,S Grant
26,1,26,K Turpin
52,3,19,K Boyd
12,1,12,J Warrick
141,3,96,E Berry
39,2,20,J Robinson
19,1,19,S Badie
125,5,40,J Franks
21,1,21,T Payton
76,3,28,R Warren
58,3,21,J Webb
73,4,24,T Ruben
10,1,10,J Johnson
40,2,29,X Johnson
19,1,19,J Magee
18,1,18,C Kirk
21,2,17,B Holloway
18,1,18,F Brown
59,2,35,J Grant
8,2,4,Q White
5,1,5,C Batson
0,1,0,T Scalzi
38,2,19,K Cannon
24,1,24,I Zamora
57,2,34,D Fuller
66,3,47,T White
16,1,16,A Golden
13,1,13,L Dowell
56,2,29,D Dick
28,2,18,H Sharp
18,1,18,J Davis
35,2,19,D Gaines
23,1,23,J Vaden
16,1,16,K Asante
30,1,30,T Boyd
38,3,14,C Wade
111,4,57,K Whitfield
18,1,18,F Stevenson
25,2,17,N Jamerson
65,3,24,D King
20,1,20,B Wilson
35,2,23,S Walker
24,1,24,R Malone
18,1,18,B West
8,1,8,J Gaines
66,3,29,A Jackson
55,3,21,C McClatcher
53,2,33,D Reaves
33,1,33,R Watson
36,2,22,I Smith
16,1,16,C Mikell
25,1,25,D Greene
54,2,34,N Hines
24,1,24,T McVey
25,1,25,D May
22,1,22,D Harris
16,1,16,M Nysewander
31,2,17,J Robinson
91,4,38,M Hyatt
3,1,3,J Fahn
10,1,10,E Schneider
23,1,23,T Johnson
74,4,20,R Dockery
57,3,32,D Guyton
82,3,33,T White
8,1,8,D Hayes
71,2,41,M Walker
20,1,20,C Wade
54,3,18,S Miller
238,7,97,J Oliphant
27,1,27,R Burt
84,4,29,Q Johnson
83,5,33,H Jones
13,1,13,D Wilson
106,3,71,A Newsome
0,1,0,J Lee
-84,1,0,J Marriner
40,2,20,A Scott
25,1,25,R McCloud
42,3,20,J Golden
36,2,20,M Marshall
0,1,0,A Gray
61,2,39,E Daugherty
7,1,0,J Moody
84,3,31,V Edwards Jr
20,1,20,C LeBlanc
6,1,6,L Turner
52,2,37,A Jones
92,5,26,A Golden
32,2,21,J White
30,2,16,K Whitfield
23,2,19,M Walton
6,1,6,C Elder
63,3,45,D Scott
19,1,19,D Garrison
19,1,19,J Davis
17,1,17,K Williams
54,3,19,M Greene
109,4,42,P Joas
18,1,18,J Muraoka
34,2,22,R Penny
51,2,30,C Day
46,2,24,V Bentley
73,3,43,R Schadler
13,1,13,K Cannon
18,1,18,D Heath
12,1,12,D Warmack
122,5,41,K Turpin
16,1,16,K Hicks
6,1,6,B Jones
100,1,100,J Brazil
158,4,95,B Smith
20,2,13,R Carden
12,1,12,D Woodard
21,1,21,D Williams
20,1,20,D Jackson
118,2,96,R Fenton
6,2,6,K Crosby
96,1,96,J Chesson
39,2,22,S Vault
19,1,19,J Roberts
17,1,17,M McSheppard
16,1,16,Z Woods
56,3,21,R Caldwell
5,1,5,G Hogan
38,3,19,J Gibson
18,1,18,B Powell
38,2,21,B Holloway
15,1,15,K Chairs
44,2,44,D Douglas
18,1,18,T Ruben
14,1,14,J Stevenson
-18,1,0,A Moore
8,1,8,D Straus
25,1,25,E Mitchell
20,1,20,D Chestnut
5,1,5,R White
114,5,59,A Turner
0,1,0,S Lurry
66,3,28,K Mabon
65,3,33,D Green
84,4,23,C Sanders
136,4,58,D Romine
11,1,11,T Gulley
119,4,50,J Wilson
39,2,21,D Kidsy
0,1,0,J Roberts
68,3,25,D Wilson
48,3,28,W Likely
11,1,11,P White
84,7,24,M Thomas
13,3,9,B Addison
7,1,7,C Nelson
28,1,28,T Martin Jr
61,3,24,T Boyd
30,3,16,O Zaccheaus
18,1,18,T Thorpe
21,1,21,B Polk
20,1,20,D Graham
46,2,28,F Williams
12,1,12,D Anthrop
24,1,24,J Myrick
86,4,26,J Grant
0,1,0,N Arcidiacono
69,4,20,R Shelton
32,2,19,R Adams
65,4,21,B Estime
18,1,18,R Williams
18,1,18,D Strickland
17,1,17,J Fredericks
6,1,0,R Anderson
48,4,25,D Glenn
17,1,17,S Badie
12,1,12,J Rounds
103,3,46,E Berry
73,4,24,R Davis
17,1,17,S Michel
63,2,36,K Boyd
81,3,28,A Ross
69,4,24,R Warren
11,1,11,R Simon
91,4,24,T Caldwell
17,1,17,B Luckett
11,1,11,S Hawkins
67,2,42,D Johnson
107,6,24,R James
10,1,10,E Calhoun
22,2,14,J Grant
51,2,32,J Wiltz
24,1,24,A Criswell
100,4,29,T Ervin
19,1,19,C Butler
10,1,10,K Hampel
41,2,22,T Davis
109,4,36,B Winnegan
48,2,31,J Rhodes
76,4,21,J Dancy
78,3,31,K Towner
124,6,30,J Bryson
21,2,12,J Singletary
1,1,0,D Barnes
101,2,67,D Phillips
31,2,17,J Bogan
8,1,8,F Johnson
114,5,30,E Thomas
122,6,30,J Durante
32,1,32,S Gibson
15,1,15,B Sheperd
10,1,10,J Carr
41,2,21,T Parnell
16,1,16,C Lewis
47,2,24,W Wand
32,1,32,M Gordon
0,1,0,T Trosin
18,1,18,S King
111,4,34,K Johnson
44,2,24,J Ford
95,4,32,D Bradley
61,4,21,J Wilson
28,1,28,A Davis
122,2,96,C McCaffrey
128,6,30,D Fuller
34,2,19,I Adams
24,1,24,R Burt
22,1,22,G Juergens
20,1,20,T Dye
71,3,31,F Labady
44,3,21,D Scott
23,1,23,A Criswell
69,3,25,R Preston
30,2,18,D Glenn
31,1,31,B Wilson
18,1,18,H Sharp
9,1,9,D Larsen
16,1,16,T Johnson
27,1,27,M Hyatt
19,1,19,D Green
3,1,3,D Curry
48,2,32,G Smith
34,2,20,M Greene
117,2,84,C Platt
45,3,27,K Cannon
185,5,100,S Gibson
64,3,28,G Jennings
43,1,43,J Durante
77,1,77,S Miller
16,1,16,J Beggan
0,1,0,D Wilson
39,2,22,V Edwards Jr
28,3,21,T Goodman
12,1,12,M Morgan
-3,1,0,H Lawrence
48,2,31,A Scott
28,1,28,R McCloud
44,2,32,M Walker
78,3,31,E Thomas
46,2,27,J Johnson
33,2,17,J Hawkins
16,1,16,D Campbell
129,6,35,D Lee
66,3,24,T Johnson
89,3,45,A Newsome
0,1,0,J Clax
61,2,34,D Johnson
10,1,10,J Vaden
56,2,36,T Williams
29,1,29,B Washington
19,1,19,Q Johnson
18,2,9,T Brown
60,3,26,B Louie
14,1,14,R Simon
38,2,29,C LeBlanc
44,2,27,D Reaves
13,1,13,K Whitfield
60,3,33,C Lamb
16,1,16,T Samuel
0,1,0,J Smith
28,1,28,R Davis
41,3,16,J Gibson
109,4,33,D Keaton
63,4,19,R Caldwell
38,2,24,J Golden
31,1,31,T Boyd
125,5,41,D Graham
12,1,12,W Dawkins
18,1,18,J Grant
25,1,25,J Wiltz
18,2,9,T Ryen
60,1,60,K Turpin
19,1,19,K Listenbee
14,1,14,S Nixon
115,5,32,R Schadler
39,2,20,J Grant
38,2,28,M Burns
1,1,1,C Couchman
79,2,55,T Caldwell
64,4,27,B Luckett
43,2,26,B Beathard
17,1,17,R Fergerson
32,1,32,D Guice
27,2,24,B Powell
8,1,8,V Showers
79,3,38,J Oliphant
21,1,21,A Isabella
41,2,22,R James
19,1,19,M Washington
37,2,19,J Oglesby
23,2,19,J Walton
11,1,11,M Walton
58,3,24,D Greene
31,2,19,T McMillian
35,4,16,M Thomas
27,1,27,F McRae IV
10,2,11,A Turner
81,3,49,J Peppers
25,1,25,J Chesson
50,2,29,R Shelton
37,3,16,K Maye
37,2,26,J Myrick
24,1,24,A Johnson
33,2,18,J Stevenson
56,3,34,M Dear
58,5,21,J Dancy
102,4,31,D Anderson
57,3,22,E Batties
96,3,35,A Jones
95,2,53,R Leonard
31,2,17,C Taylor
47,2,25,T Logan
45,3,18,M Colburn
18,1,18,C Wade
100,1,100,C Wiggins
11,1,11,R Jones
3,1,3,D Chestnut
19,1,19,K Ewaliko
111,5,35,S Vault
135,6,33,C Sanders
101,4,33,A Jackson
36,2,27,J Smith
46,2,27,C Samuel
79,4,30,B Polk
38,3,19,N Scott
48,3,23,D Bass
43,2,25,D Patterson
13,1,13,P White
