kickoff return yards, kickoff returns, longest kickoff return, name
131,7,26,A Sweeting
18,1,18,G Smith
48,2,29,D Brown
-1,1,0,M Green Avery
43,2,32,T Brown
32,2,18,R Mercer
46,3,21,B Bolen
30,1,30,C Thomson
46,2,25,C Willis
18,1,18,C Williams
48,3,21,C Board
52,2,31,T Cain
14,1,14,T Henderson
33,2,20,M Jones
25,1,25,J Lera
15,1,15,A Woodson
3,1,3,L Treadwell
135,6,28,B Douglas
21,1,21,P Logan
21,1,21,R Sterling
113,7,30,J McKie
16,1,16,D Glenn
13,1,13,L Sands
17,1,17,G Hogan
10,1,10,T Morgan
72,4,26,C Nicholls
32,2,18,S Carson
23,1,23,S Rhodes
32,1,32,T Williams
21,1,21,T Crawley
75,4,39,A Tillman
48,2,36,R McGill
43,2,25,R Simon
14,1,14,B Louie
8,1,8,C Scott
42,2,24,D Boutte
17,1,17,T Veal
100,1,100,K Clay
78,3,38,T Herndon
72,4,22,D Sims
48,2,30,K Herbin
155,7,26,K Williams
131,6,30,J Grant
37,2,21,S Grant
78,3,30,M Sullivan
23,1,23,K Whitely
42,2,23,P Lindsay
87,3,43,D Gaines
49,2,34,A Newsome
48,3,22,D Foxx
17,1,17,J Marriner
27,1,27,A Hine
18,1,18,P Lasike
81,5,22,D Ayers
8,1,8,M Oliver
45,2,27,J Williams
50,2,30,J Johnson
26,2,14,T Pope
15,1,15,J Williams
76,3,31,E Phillips
34,2,20,J Sarnese
57,3,26,K Towner
87,4,29,R Moore
21,1,21,R Burbrink
20,1,20,F Coppet
37,2,22,D Rushing
18,1,18,J Robinette
21,1,21,K Canty
38,1,38,B Taylor
29,1,29,J McKissic
47,3,17,G Brekke
41,2,26,S Johnson
7,1,7,D Jeffries
99,4,26,C Jones
145,3,100,M Alford
7,1,7,R Shell
32,1,32,C Grant
19,1,19,R Louis
15,1,15,K Marshall
49,2,34,E Patterson
49,2,27,J Maddaluna
46,2,28,D Campbell
15,1,15,G Lis
89,4,36,D Rahming
142,5,68,J Akins
118,4,44,G Haley
11,1,11,A Lynch
60,1,60,J Barnes
38,2,19,D Edwards
174,7,47,K Brown
36,2,30,I Jones
120,6,28,A Wilkins
8,1,8,M Jones
29,2,17,T Allen
15,1,15,L Brown III
54,1,54,R Leonard
22,2,12,M Jones
100,1,100,T Gurley
10,1,10,B Douglas
107,5,30,T Green
1,1,1,M Aiken
140,5,40,J Golden
34,1,34,L Long
86,4,40,D Saint Juste
82,3,40,J Ross
87,2,67,V Bentley
27,1,27,I Harvin
34,2,19,D Graham
25,1,25,J Harris II
50,1,50,M Weisman
32,2,23,M VandeBerg
22,1,22,J Parker
36,2,20,D Miller
41,2,27,D Nealy
29,2,17,C Dudzik
105,3,47,M Burns
81,5,18,A Piper
18,1,18,B Bearden
6,1,6,J West
41,2,22,J Brooks
26,1,26,J Harmon
24,1,24,S Williams
42,1,35,L Fair
32,2,18,J Landry
30,1,30,M Carter
20,1,20,T Pierce
24,2,15,W Quinn
14,1,14,M Jones
117,5,33,L Fournette
31,2,25,K Doe
59,1,59,S Diggs
14,1,14,D Lane
18,1,18,S Tapley
17,1,17,R Davis
55,2,36,T Dudley Giles
25,1,25,A Kenney
15,1,15,J Colton
56,2,33,M Willis
18,1,18,J Roberson
15,1,15,W Thomas
15,1,15,M Carlton
11,1,11,J Booker
27,2,15,F McRae
23,1,23,D Scott
109,4,36,D Reaves
36,1,36,D Norfleet
60,3,25,I Lewis
22,1,22,B Beathard
129,2,100,M Murphy
20,1,20,B Mengarelli
13,1,13,W Redmond
84,4,36,I Smith
21,2,12,J Richard
11,1,11,D Bradley
86,5,20,C Frazier
21,1,21,R Hemingway
18,1,18,T Smith II
12,1,12,W Johnson
10,1,10,J Berry
64,4,19,D Brown
53,2,35,D Wilson
62,3,25,T Logan
2,1,2,Q Davis
23,2,12,Z Parker
24,2,21,M Breida
17,1,17,D Keaton
14,1,14,A Moore
105,3,44,L Whitehead
20,1,20,E Mitchell
37,2,22,J Smith
28,1,28,C Wiggins
22,1,22,T Gipson
17,1,17,R Jones
48,2,30,A Golden
60,3,25,M Shuler
38,2,21,K Muhammad
20,2,11,T Davis
49,2,36,A Carlisle
29,1,29,D Pollard
80,1,80,A Ross
13,1,13,M Quick
7,1,7,D Flowers
36,2,23,T King
140,6,46,T Hill
19,1,19,B Jarwin
25,1,25,K Whitfield
14,1,14,K Williams
5,1,5,F Stevenson
18,1,18,C Boyd
129,5,34,J Washington
20,1,20,B Bailey
19,1,19,T Mixson
26,1,26,T Tyner
10,1,10,D Buckner
10,1,10,K Lowe
7,1,7,T Hill
78,6,20,E Shufford Jr
41,2,23,J Sanders
70,3,26,R Dockery
94,5,26,A Sibley
19,1,19,S Richard
14,1,14,K Weatherspoon
58,3,26,T Gallen
16,1,16,M Johnson
43,2,23,A Hunt
23,1,23,D Phillips
12,2,8,L Clark
103,4,28,E Marks
18,1,18,B OGeorgia
65,2,41,C Dunkley
21,1,21,D Johnson
0,1,0,T Griffin
40,4,20,S Warren
26,1,26,D Newsome
22,1,22,N Davis
32,2,18,S Wright
30,2,19,J Williams
23,1,23,N Walker
24,1,24,D Gray
17,1,17,B Catalon
6,1,6,R Clark
18,1,18,A Foreman
28,1,28,C Harris
34,2,17,C Jones
21,1,21,C DeAndrade
12,1,12,R Farrell
25,1,25,B Smith
56,3,22,M King
19,1,19,A Mitchell
13,1,13,D Clinch
3,1,3,K Alexander
87,3,37,J Grant
15,1,15,J Stockton
70,4,31,J Wilson
13,1,13,D Daniels
64,2,36,J Nelson
32,1,32,C Worthy
22,1,22,B Holmes
43,3,19,N Agholor
59,3,25,D Scott
13,1,13,D James
12,1,12,T Mizzell
29,2,19,I Adams
20,2,16,D Fuller
40,2,20,D Newsome
16,1,16,D Knowles
74,3,29,T McBride
21,1,21,K Anderson
32,2,20,J Nguyen
131,5,58,Jr
35,2,18,D Young
121,6,36,K Williams
13,1,13,L Filiaga
116,2,97,C Lamb
16,1,16,C Gaines
57,2,29,S Coley
61,3,24,J Williams
41,2,22,K Jones
0,1,0,B Dean
15,1,15,S Grant
81,3,34,M Willis
58,3,23,E Mitchell
61,2,36,J Morrow
20,1,20,K Williams
19,1,19,M Mason
26,1,26,C Jones
86,4,26,L Whitehead
31,2,19,M Jackson
27,1,27,I Lewis
126,5,43,I Howard
23,1,23,J Joyner
6,1,6,S Millsap
0,1,0,M Jorgenson
47,1,47,K Hatcher
21,1,21,A Voelzke
77,4,24,K Canty
60,4,22,C Okpalobi
33,1,33,C Carnegie
2,1,2,D Bell
0,1,0,T Giovannelli
0,1,0,J Jenkins
0,1,0,A Schurr
56,3,24,D Campbell
22,2,20,J Eiland
12,1,12,G Lis
0,1,0,M McGill
