average punt yards, longest punt, name, punts, punts inside the twenty
35.000,44,Kyle Richardson,3,0
32.800,45,Brad Maynard,5,2
34.500,51,Brian Moorman,4,0
31.000,50,Toby Gowin,5,0
32.800,35,Nick Harris,4,1
44.000,76,Lee Johnson,5,0
39.300,58,Chris Gardocki,6,1
36.800,68,Jeff Feagles,4,1
36.800,40,Micah Knorr,5,2
37.800,46,Mark Royals,4,2
32.000,50,Josh Bidwell,4,1
38.000,41,John Jett,4,2
34.500,53,Chris Hanson,6,1
27.300,46,Kris Brown,3,0
27.000,56,Josh Miller,2,0
41.800,76,Dan Stryzinski,5,0
36.300,65,Shane Lechler,4,0
41.800,55,Mitch Berger,5,2
42.800,59,Todd Sauerbrun,6,2
22.600,56,Tommy Parks,5,1
24.700,65,Hunter Smith,3,0
37.800,48,Sean Landeta,5,3
36.200,51,John Baker,6,0
40.300,52,Darren Bennett,3,1
26.600,55,Bryan Barker,7,0
29.000,40,Jason Baker,5,2
34.000,46,Chris Mohr,6,3
35.600,49,Craig Hentrich,8,2
40.300,58,Matt Turk,8,2
44.300,64,Tom Rouen,4,2
45.900,90,Rodney Williams,8,3
39.000,58,Scott Player,5,2
40.000,57,Tom Rouen,4,0
33.500,42,Chris Mohr,2,1
36.500,52,Todd Sauerbrun,2,2
35.000,49,Brad Maynard,7,2
32.300,49,Mitch Berger,6,2
34.300,52,Nick Harris,7,1
22.300,42,Kyle Richardson,4,3
42.000,50,Chris Gardocki,6,4
36.600,51,John Jett,5,0
43.000,52,Micah Knorr,4,3
37.300,47,Darren Bennett,3,1
43.300,57,Brian Moorman,4,2
30.600,52,Chris Hanson,5,0
41.300,58,Craig Hentrich,6,2
30.700,53,Dan Stryzinski,6,1
35.000,53,Rodney Williams,4,1
32.700,55,Matt Turk,7,1
35.700,62,Shane Lechler,7,1
48.600,57,Lee Johnson,5,3
28.300,46,Tom Tupa,9,1
38.000,61,Jeff Feagles,10,1
49.000,57,Sean Landeta,5,2
26.600,46,Jason Baker,5,0
33.000,52,John Baker,1,0
39.000,45,Josh Bidwell,3,3
32.000,48,Bryan Barker,8,1
25.700,53,Scott Player,3,1
32.500,39,Chris Mohr,4,2
35.500,57,Brian Moorman,6,1
31.000,51,Josh Miller,4,1
40.000,57,Todd Sauerbrun,7,3
35.300,46,Josh Bidwell,4,1
