completions, interceptions thrown, name, passes, passing conversions, passing touchdowns, passing yards
26,0,Donovan McNabb,38,0,2,292
16,2,Jake Plummer,36,1,2,229
17,1,Drew Brees,31,0,0,181
16,0,Michael Vick,26,0,2,174
18,1,Jon Kitna,35,0,0,136
0,1,Gus Frerotte,7,0,0,0
26,1,Jim Miller,40,0,2,236
22,1,Aaron Brooks,34,0,3,233
19,0,Brian Griese,31,0,2,211
27,0,Drew Bledsoe,41,0,2,283
15,4,Joey Harrington,35,0,2,182
31,1,Brett Favre,47,0,3,357
16,0,Jay Fiedler,30,0,1,185
14,2,Vinny Testaverde,25,0,0,125
2,1,Chad Pennington,3,0,0,32
19,4,Daunte Culpepper,30,0,1,191
20,2,Rodney Peete,30,0,1,221
39,1,Tom Brady,54,0,4,410
0,0,Kevin Faulk,1,0,0,0
16,2,Trent Green,25,0,3,149
23,0,Kerry Collins,38,0,0,282
16,1,Trent Dilfer,25,0,0,118
24,0,Donovan McNabb,37,0,3,287
1,0,Brian Westbrook,1,0,1,25
1,0,Koy Detmer,2,0,0,-3
21,1,Quincy Carter,35,0,0,201
10,1,Jeff Garcia,19,0,0,84
5,0,Tim Rattay,9,0,0,41
17,0,Shane Matthews,28,0,1,169
1,1,Danny Wuerffel,2,0,0,14
15,0,Steve McNair,23,0,2,107
36,1,Tim Couch,50,0,3,326
12,1,David Carr,22,0,0,99
21,0,Peyton Manning,28,0,2,272
23,0,Brad Johnson,32,0,1,199
30,4,Kurt Warner,45,0,0,301
23,0,Jake Plummer,32,0,1,168
19,2,Kerry Collins,36,0,0,199
28,0,Drew Bledsoe,36,0,4,328
19,0,Jim Miller,31,0,2,188
12,1,Akili Smith,33,0,0,117
19,2,Brad Johnson,30,0,3,277
20,0,Joey Harrington,35,0,1,267
27,2,Aaron Brooks,48,0,2,269
18,1,Brett Favre,32,0,1,200
1,0,Bubba Franks,1,0,1,31
10,0,Rodney Peete,24,0,0,202
10,0,Mark Brunell,15,0,0,173
0,0,Pat Johnson,0,0,0,0
21,1,Chad Pennington,34,0,0,281
0,0,Vinny Testaverde,4,0,0,0
0,1,Matt Turk,1,0,0,0
24,0,Trent Green,34,0,5,328
29,4,Jay Fiedler,45,0,1,310
24,1,Donovan McNabb,42,1,1,259
1,0,Brian Mitchell,1,0,1,57
0,0,Freddie Mitchell,1,0,0,0
16,2,David Carr,29,0,2,188
15,1,Kordell Stewart,25,0,0,143
11,1,Tommy Maddox,13,0,1,122
0,0,Antwaan Randle El,1,0,0,0
16,2,Tim Couch,29,0,0,144
29,0,Rich Gannon,39,0,4,381
32,4,Steve McNair,46,0,2,398
10,0,Drew Brees,18,0,1,104
36,2,Tom Brady,53,0,2,353
13,0,Trent Dilfer,28,0,1,222
29,2,Daunte Culpepper,53,0,0,273
24,1,Jamie Martin,37,0,1,262
1,1,Kurt Warner,2,0,0,17
0,0,Ricky Proehl,1,0,0,0
26,1,Quincy Carter,36,0,1,204
13,0,Chris Redman,24,0,2,152
35,3,Brian Griese,53,0,1,328
0,0,Rod Smith,1,0,0,0
13,3,Doug Johnson,25,0,0,150
4,0,Michael Vick,12,0,0,37
0,1,Chris Mohr,1,0,0,0
17,1,Brad Johnson,31,0,1,261
32,3,Drew Bledsoe,53,0,2,417
23,0,Rich Gannon,38,0,3,357
20,2,Rodney Peete,34,0,1,196
18,1,Jake Plummer,40,0,1,221
16,2,Tim Couch,26,0,1,216
13,2,Kelly Holcomb,23,0,2,180
19,0,Chris Redman,30,0,2,208
23,0,Quincy Carter,42,0,1,262
0,0,Michael Wiley,0,0,0,0
18,1,Kerry Collins,27,0,3,228
26,1,Brian Griese,35,0,2,316
26,2,Drew Brees,42,0,1,235
21,1,Peyton Manning,34,0,2,224
31,3,Jon Kitna,43,0,1,244
13,0,Mark Brunell,23,1,1,197
28,0,Donovan McNabb,48,0,2,230
17,0,Jay Fiedler,27,0,2,190
17,2,Tom Brady,31,0,2,240
13,0,Aaron Brooks,23,0,1,205
22,1,Tommy Maddox,38,1,3,268
22,1,Chad Pennington,29,0,2,237
23,1,Trent Green,33,0,2,296
18,0,Jeff Garcia,26,0,1,214
0,0,Tim Rattay,1,0,0,0
23,2,Jamie Martin,40,0,1,232
24,3,Steve McNair,39,0,1,245
20,0,Patrick Ramsey,34,0,2,268
1,0,Kevin Lockett,1,0,1,14
1,0,Danny Wuerffel,3,0,0,11
27,3,Jim Miller,49,0,3,353
0,0,Brian Urlacher,1,0,0,0
22,0,Brett Favre,33,0,3,359
23,3,Jon Kitna,35,0,0,222
16,2,Tommy Maddox,25,0,1,216
15,1,Quincy Carter,32,0,2,225
7,0,Chris Weinke,12,0,0,114
9,0,Rodney Peete,15,0,1,84
27,2,Brian Griese,46,0,1,335
19,1,Jay Fiedler,29,0,0,210
30,1,Peyton Manning,40,0,1,284
15,1,Chris Redman,28,0,0,163
27,1,Daunte Culpepper,36,0,2,295
25,1,Joey Harrington,41,0,2,309
24,3,Tom Brady,44,0,1,183
17,0,Brett Favre,27,0,3,147
20,1,Kerry Collins,31,0,1,204
19,0,Doug Johnson,25,0,1,257
28,2,Drew Brees,41,0,2,319
17,2,Trent Green,29,0,3,236
14,0,Marc Bulger,21,0,3,186
30,2,Rich Gannon,45,0,1,332
15,1,Brad Johnson,32,0,0,194
20,1,Tim Couch,40,0,0,151
26,0,Steve McNair,36,0,1,226
4,2,David Garrard,7,0,0,53
3,0,Mark Brunell,6,0,0,31
12,0,David Carr,23,0,1,218
1,0,James Allen,1,0,1,5
19,0,Drew Bledsoe,33,0,2,254
21,4,Patrick Ramsey,43,0,1,320
12,1,Aaron Brooks,23,0,3,205
21,2,Trent Dilfer,31,0,1,212
16,0,Jeff Garcia,29,1,2,202
23,0,Jake Plummer,46,0,0,232
13,4,Quincy Carter,22,0,1,202
16,0,Michael Vick,22,0,0,178
4,0,Doug Johnson,5,0,0,36
6,1,Randy Fasani,18,0,0,100
3,0,Chris Weinke,8,0,0,26
14,0,Chris Redman,28,0,2,152
24,3,Mark Brunell,46,0,0,231
21,0,Tim Couch,31,0,1,148
22,0,David Carr,36,0,1,267
1,0,Jabar Gaffney,1,0,1,39
16,0,Joey Harrington,29,0,0,199
16,1,Chris Chandler,25,0,1,163
11,0,Brett Favre,14,0,0,89
9,0,Doug Pederson,15,0,0,78
10,0,Patrick Ramsey,24,0,0,135
20,0,Trent Green,33,0,0,172
30,0,Brian Griese,50,0,2,376
13,4,Ray Lucas,33,0,1,165
15,0,Drew Bledsoe,31,0,1,182
23,0,Aaron Brooks,35,0,3,254
23,1,Jeff Garcia,39,0,1,275
24,0,Chad Pennington,29,0,1,324
26,3,Daunte Culpepper,39,0,0,288
12,1,Donovan McNabb,25,0,1,127
19,1,Brad Johnson,31,0,0,124
4,0,Rob Johnson,7,0,0,31
35,1,Rich Gannon,45,0,3,361
16,0,Drew Brees,25,0,2,170
22,1,Marc Bulger,40,0,1,265
8,2,Trent Dilfer,25,0,1,232
2,0,Matt Hasselbeck,5,0,0,23
15,1,Tommy Maddox,23,0,2,188
32,3,Peyton Manning,48,0,1,304
29,3,Jeff Blake,50,1,1,298
0,0,Todd Heap,1,0,0,0
18,1,Tommy Maddox,24,0,2,172
1,0,Kordell Stewart,1,0,0,7
21,0,Drew Bledsoe,36,0,1,302
20,1,Joey Harrington,42,0,1,199
5,3,Randy Fasani,18,0,0,46
22,1,Rob Johnson,33,0,0,179
1,0,Shaun King,1,0,0,7
17,0,Jon Kitna,23,0,2,193
16,0,Steve McNair,27,0,3,215
12,0,Chad Hutchinson,24,0,1,145
12,1,Matt Hasselbeck,19,0,0,131
7,1,Trent Dilfer,12,0,0,46
16,0,Mark Brunell,34,0,1,202
11,0,David Carr,18,1,1,184
18,2,Trent Green,30,0,1,208
35,1,Rich Gannon,55,0,1,334
22,0,Daunte Culpepper,29,0,1,216
0,0,Randy Moss,1,0,0,0
15,1,Chris Chandler,25,0,1,176
1,1,Henry Burris,6,0,0,28
15,0,Tom Brady,29,0,1,130
18,1,Brian Griese,23,0,1,229
16,2,Aaron Brooks,35,1,2,192
16,0,Michael Vick,24,0,0,195
0,0,Doug Johnson,1,0,0,0
19,1,Chad Pennington,26,0,2,183
0,0,Wayne Chrebet,1,0,0,0
32,0,Tim Couch,48,1,2,294
18,0,Jeff Garcia,28,0,4,252
24,3,Jake Plummer,36,0,0,286
17,0,Shane Matthews,35,0,2,210
0,0,Rod Gardner,1,0,0,0
21,2,Peyton Manning,32,0,2,214
14,0,Donovan McNabb,30,1,0,137
20,0,Kerry Collins,34,0,0,251
19,1,Jake Plummer,30,0,1,193
20,2,Marc Bulger,29,0,2,245
12,1,Michael Vick,24,0,0,136
14,1,Jeff Blake,27,0,1,229
0,0,Dave Zastudil,1,0,0,0
28,1,Drew Bledsoe,45,0,1,302
22,0,Tom Brady,26,0,3,265
19,0,Jim Miller,36,0,0,205
0,0,Marty Booker,1,0,0,0
18,1,Donovan McNabb,33,0,0,209
15,2,Tim Couch,24,0,2,181
23,1,Tommy Maddox,42,0,2,239
2,0,Antwaan Randle El,2,0,0,26
14,2,Joey Harrington,33,0,0,104
22,0,Chad Hutchinson,39,0,0,208
37,1,Peyton Manning,50,1,2,327
14,0,Steve McNair,19,0,1,82
20,0,Kerry Collins,28,0,1,228
23,0,Mark Brunell,38,0,2,230
18,0,Rich Gannon,28,0,1,164
25,0,Jeff Garcia,36,0,2,282
22,2,Drew Brees,35,0,1,192
28,0,Chad Pennington,37,0,1,253
28,0,Matt Hasselbeck,44,0,0,264
10,1,Shane Matthews,27,0,2,114
24,0,Brad Johnson,31,0,5,313
18,2,Daunte Culpepper,29,0,0,225
18,2,David Carr,32,0,0,199
22,0,Jon Kitna,27,0,4,263
16,1,Brett Favre,25,0,1,187
1,0,Doug Pederson,2,0,0,1
22,2,Ray Lucas,39,0,0,198
0,0,Sage Rosenfels,3,0,0,0
17,2,Jake Plummer,29,0,0,226
23,0,Matt Hasselbeck,31,0,1,260
16,0,Jeff Blake,24,0,1,183
28,3,Jon Kitna,41,0,2,272
23,1,Rodney Peete,40,0,2,310
20,0,Aaron Brooks,37,0,1,259
0,0,Jake Delhomme,1,0,0,0
8,1,Jim Miller,18,0,1,72
1,0,Marty Booker,1,0,1,44
6,0,Chris Chandler,10,0,0,40
1,0,Leon Johnson,1,0,0,27
36,1,Tom Brady,55,1,3,328
26,0,Brett Favre,39,0,2,351
3,0,Doug Pederson,3,0,0,12
20,2,Joey Harrington,44,0,2,236
19,0,Mark Brunell,29,0,0,194
27,2,Shane Matthews,50,0,1,256
0,1,Patrick Ramsey,1,0,0,0
9,0,Daunte Culpepper,20,0,0,91
3,0,Todd Bouman,6,0,0,85
25,1,Kerry Collins,35,1,2,300
17,0,Chad Pennington,27,0,0,167
19,0,Ray Lucas,28,0,1,227
27,0,Donovan McNabb,47,0,1,281
0,0,Dorsey Levens,1,0,0,0
18,0,Peyton Manning,23,0,3,319
28,1,Tommy Maddox,41,1,4,473
24,0,Michael Vick,46,0,1,294
25,1,Jeff Garcia,35,0,0,175
15,0,Trent Green,27,0,0,193
36,0,Marc Bulger,48,0,4,453
12,2,Drew Brees,20,0,0,139
10,2,Steve McNair,21,0,2,109
19,2,David Carr,34,0,1,182
34,1,Brian Griese,47,0,0,293
34,0,Rich Gannon,38,1,3,352
11,1,Michael Vick,23,0,2,160
20,1,Aaron Brooks,31,0,2,279
17,0,Jon Kitna,30,0,1,258
22,1,Tim Couch,35,0,3,242
0,0,Frisman Jackson,1,0,0,0
15,1,Joey Harrington,30,0,2,171
21,1,Chad Pennington,26,1,4,229
29,1,Peyton Manning,38,0,2,252
11,0,Chad Hutchinson,23,0,0,131
12,0,Trent Green,20,0,0,197
24,1,Drew Bledsoe,36,0,1,225
18,0,Ray Lucas,26,0,0,221
14,1,Jeff Blake,28,0,1,127
13,2,Daunte Culpepper,26,0,2,217
24,3,Brett Favre,43,0,2,296
22,2,Kerry Collins,46,0,1,211
15,1,Shane Matthews,35,0,2,113
20,1,Donovan McNabb,25,0,4,255
20,1,Jake Plummer,35,0,2,163
26,1,Rich Gannon,38,0,0,297
18,0,Tom Brady,30,0,0,172
29,1,Drew Brees,50,0,2,336
25,1,Jeff Garcia,43,0,2,337
22,2,Matt Hasselbeck,36,0,0,180
17,1,Brian Griese,27,0,0,194
2,0,Steve Beuerlein,2,0,2,15
22,0,Brad Johnson,40,0,2,253
22,3,Rodney Peete,38,0,1,205
18,0,Steve McNair,33,0,2,257
14,3,Tommy Maddox,28,0,1,194
13,0,Kordell Stewart,17,1,2,124
0,0,Antwaan Randle El,0,1,0,0
22,1,David Carr,30,0,1,228
15,1,Mark Brunell,25,0,2,224
21,1,Marc Bulger,35,0,2,347
1,0,Kurt Warner,2,0,0,13
20,0,Chris Chandler,33,0,0,157
0,0,Marty Booker,2,0,0,0
16,2,Jake Plummer,34,0,2,145
27,1,Rich Gannon,45,0,3,340
11,1,Jeff Blake,24,0,0,109
21,3,Steve McNair,43,0,0,283
1,0,Frank Wycheck,1,0,0,13
6,2,Rodney Peete,11,0,0,64
3,2,Chris Weinke,8,0,0,26
4,0,,7,0,0,25
19,0,Michael Vick,24,0,2,272
1,0,Doug Johnson,1,0,1,5
21,0,Jim Miller,35,0,1,250
10,0,Chris Chandler,16,0,1,111
21,1,Joey Harrington,40,0,1,213
16,2,Chad Hutchinson,24,0,2,301
22,1,Mark Brunell,40,0,1,202
15,2,Steve Beuerlein,24,0,1,185
27,1,Peyton Manning,44,0,0,229
14,0,Ray Lucas,23,0,1,194
15,1,Drew Brees,22,0,0,107
21,0,Tom Brady,34,0,3,239
24,0,Daunte Culpepper,49,0,2,272
23,3,Aaron Brooks,40,0,0,318
12,2,Tim Couch,21,0,1,182
0,0,Kevin Johnson,1,0,0,0
15,0,Chad Pennington,24,0,1,178
21,2,Drew Bledsoe,33,0,0,181
2,0,Alex Van Pelt,2,0,0,5
22,0,Kordell Stewart,26,0,1,236
22,0,Jon Kitna,39,0,1,298
25,0,Matt Hasselbeck,36,0,3,362
26,1,Trent Green,34,0,2,343
15,0,Brad Johnson,25,1,2,134
3,1,Rob Johnson,5,0,0,33
20,4,Brett Favre,38,0,1,196
10,0,David Carr,23,1,0,103
18,2,Kerry Collins,41,0,1,214
16,0,Danny Wuerffel,23,0,0,235
0,0,Chris Doering,1,0,0,0
34,1,Kurt Warner,49,0,2,301
29,0,Jeff Garcia,51,0,2,284
7,0,Tim Rattay,12,0,0,53
18,0,Koy Detmer,26,0,2,227
3,0,AJ Feeley,3,0,1,17
12,0,Chad Hutchinson,25,0,2,145
21,3,Danny Wuerffel,36,0,3,243
0,1,Patrick Ramsey,1,0,0,0
22,3,Joey Harrington,44,0,0,210
18,1,Tom Brady,30,0,0,210
15,0,Drew Bledsoe,27,0,3,306
6,0,Ray Lucas,11,0,1,40
5,1,Jay Fiedler,9,0,0,15
30,1,Jon Kitna,46,0,2,308
10,0,Jeff Blake,19,0,2,115
12,3,Tim Couch,27,0,0,130
8,1,Rodney Peete,17,0,1,89
0,1,Dee Brown,1,0,0,0
0,0,Randy Fasani,1,0,0,0
24,1,Brett Favre,42,0,2,221
25,1,Jim Miller,36,0,1,191
1,0,Henry Burris,1,0,1,45
1,0,Brad Maynard,1,0,1,12
15,0,Peyton Manning,28,0,1,190
20,0,David Carr,35,0,0,137
12,0,Mark Brunell,23,0,2,146
16,1,Kordell Stewart,26,0,0,202
1,0,Antwaan Randle El,1,0,0,-1
14,0,Trent Green,20,0,2,209
4,0,Todd Collins,5,0,1,57
14,3,Jake Plummer,31,0,0,88
4,1,Josh McCown,12,0,0,45
23,3,Daunte Culpepper,43,0,1,266
11,1,Michael Vick,28,0,1,173
9,0,Aaron Brooks,25,0,2,155
1,0,Jake Delhomme,1,0,0,10
28,1,Brad Johnson,44,1,2,276
22,0,Kerry Collins,36,0,2,283
30,0,Steve McNair,43,0,3,334
14,0,AJ Feeley,30,0,0,181
20,2,Kurt Warner,42,0,0,218
27,0,Drew Brees,41,0,0,217
22,2,Steve Beuerlein,39,0,1,288
16,2,Jeff Garcia,29,0,0,164
30,2,Matt Hasselbeck,55,0,3,427
31,0,Rich Gannon,42,0,1,342
22,1,Chad Pennington,34,0,2,265
0,0,Curtis Martin,0,0,0,0
24,1,Jake Plummer,43,0,2,228
20,0,Joey Harrington,37,0,1,152
0,0,Mike McMahon,1,0,0,0
0,0,James Stewart,1,0,0,0
18,2,Jeff Blake,39,0,2,316
9,0,Aaron Brooks,25,0,1,123
7,0,Jake Delhomme,8,0,0,103
21,1,Rodney Peete,29,0,3,319
25,0,Jon Kitna,37,0,2,295
11,2,Chad Hutchinson,28,0,0,147
36,0,Jeff Garcia,55,0,3,276
22,1,Brett Favre,32,0,2,214
15,1,Daunte Culpepper,28,0,1,136
10,0,Mark Brunell,14,0,1,73
21,2,Tim Couch,35,0,2,264
10,0,Trent Green,15,0,1,100
1,0,Todd Collins,1,0,0,16
24,2,Jamie Martin,35,0,1,218
0,0,Ricky Proehl,0,0,0,0
15,0,Tom Brady,27,0,2,183
32,4,Drew Bledsoe,51,0,2,328
19,0,Chad Pennington,30,0,1,244
28,1,Brian Griese,37,0,1,266
30,2,Tommy Maddox,57,0,0,325
1,0,Antwaan Randle El,1,0,0,1
3,0,David Carr,10,0,0,33
22,3,Drew Brees,41,0,0,239
26,0,Rich Gannon,41,0,0,328
24,3,Matt Hasselbeck,45,0,2,223
21,1,AJ Feeley,35,0,2,190
0,0,Dorsey Levens,1,0,0,0
23,0,Brad Johnson,31,0,4,276
12,1,Michael Vick,25,0,1,125
19,0,Steve McNair,23,0,1,237
26,3,Peyton Manning,42,0,1,297
12,0,Patrick Ramsey,27,1,1,204
13,1,Danny Wuerffel,19,0,0,159
17,0,Kerry Collins,31,0,2,212
15,1,Jay Fiedler,29,0,1,196
7,2,Chris Chandler,17,0,0,86
3,1,Jim Miller,12,0,0,9
1,0,Henry Burris,3,0,1,6
21,2,Michael Vick,38,0,2,240
22,0,Matt Hasselbeck,31,0,1,298
11,0,Drew Bledsoe,33,0,0,107
13,0,Drew Brees,24,0,0,148
3,0,Doug Flutie,11,0,0,64
22,0,Chris Chandler,27,0,0,177
0,0,Leon Johnson,0,0,0,0
22,0,Chad Pennington,33,0,1,207
22,1,Jon Kitna,42,0,0,258
19,0,Mark Brunell,28,0,3,223
21,0,Tim Couch,35,0,2,287
20,1,Peyton Manning,34,0,2,277
18,1,Brian Griese,26,0,1,297
18,0,Trent Green,42,0,2,310
10,1,Mike McMahon,21,0,1,158
0,0,Joey Harrington,1,0,0,0
24,0,Brad Johnson,41,0,0,253
21,0,Jay Fiedler,32,0,1,237
17,1,Rich Gannon,31,1,1,204
21,0,Aaron Brooks,33,1,2,255
26,0,Daunte Culpepper,36,0,2,312
13,0,Kerry Collins,27,0,0,190
3,0,Jesse Palmer,4,0,0,30
16,2,Chad Hutchinson,40,0,1,161
16,1,AJ Feeley,28,0,2,220
23,0,Patrick Ramsey,35,0,3,213
20,1,Tommy Maddox,33,0,1,209
1,0,Antwaan Randle El,1,0,0,6
14,0,Rodney Peete,27,0,1,112
3,1,Chris Weinke,7,0,0,14
19,1,Jeff Garcia,34,0,1,156
25,0,Brett Favre,33,0,1,201
24,2,Marc Bulger,40,0,2,319
17,1,Jake Plummer,27,0,2,258
19,2,David Carr,34,0,0,196
18,0,Jeff Blake,30,0,2,228
11,1,Steve McNair,24,0,0,136
14,1,Tom Brady,29,0,0,134
1,0,Rohan Davey,2,0,0,3
16,1,Jake Plummer,26,0,2,109
23,1,Jeff Garcia,39,0,1,256
15,1,Chad Hutchinson,24,0,0,128
19,2,AJ Feeley,33,0,1,253
20,2,Daunte Culpepper,29,0,0,244
1,0,Randy Moss,1,0,1,13
15,1,Jay Fiedler,21,0,2,177
20,1,Michael Vick,38,0,2,337
11,3,Mike McMahon,33,1,2,149
16,1,Jeff Blake,28,0,1,143
22,1,Tim Couch,31,0,1,209
18,0,Rodney Peete,35,0,1,179
7,0,Chris Chandler,8,0,1,113
8,0,Henry Burris,22,0,1,50
20,2,Jon Kitna,40,0,1,190
16,0,Aaron Brooks,38,0,1,203
15,2,Brett Favre,33,0,1,114
18,2,Drew Bledsoe,36,0,0,179
30,2,Peyton Manning,46,1,3,365
23,0,Kerry Collins,29,0,4,366
12,1,Mark Brunell,23,0,0,114
6,0,David Garrard,13,0,1,43
13,0,Steve McNair,21,0,1,115
1,0,NO Donnell,1,0,0,8
23,1,Trent Green,36,0,3,337
26,0,Drew Brees,40,0,2,242
19,1,Tom Brady,37,0,1,133
23,0,Chad Pennington,33,0,3,285
0,0,Richie Anderson,1,0,0,0
18,0,Rich Gannon,27,0,1,201
13,1,Steve Beuerlein,28,0,0,234
7,2,Brian Griese,15,0,0,48
20,0,Matt Hasselbeck,32,0,1,303
31,3,Jamie Martin,48,0,1,259
1,0,Marc Bulger,1,0,0,11
14,0,Patrick Ramsey,31,0,2,190
12,1,David Carr,31,0,0,112
12,0,Rob Johnson,18,0,1,159
9,1,Shaun King,26,0,0,73
17,0,Tommy Maddox,23,0,1,236
1,0,Antwaan Randle El,1,0,0,8
25,1,Kerry Collins,35,0,1,256
13,1,AJ Feeley,25,0,0,150
7,0,Rich Gannon,14,0,1,79
15,1,Trent Green,32,0,0,137
23,0,Drew Bledsoe,31,0,1,231
19,2,Jon Kitna,35,0,0,241
7,4,Henry Burris,19,0,0,78
6,0,Cory Sauter,9,0,0,59
0,0,Marty Booker,1,0,0,0
16,0,Rob Johnson,25,0,0,134
7,2,Kelly Holcomb,14,0,1,86
7,1,Tim Couch,11,0,0,68
17,1,Michael Vick,40,0,1,240
16,0,Steve Beuerlein,24,0,2,203
13,0,Jake Plummer,27,0,1,132
3,1,Josh McCown,6,0,0,21
19,3,Mike McMahon,44,0,3,293
21,1,Daunte Culpepper,29,0,2,312
20,0,Peyton Manning,28,0,1,146
13,0,David Garrard,26,0,0,135
25,1,Tom Brady,44,1,1,221
0,0,David Patten,1,0,0,0
11,0,Jay Fiedler,25,0,1,110
12,2,Aaron Brooks,31,0,0,145
0,0,Deuce McAllister,0,0,0,0
19,2,Rodney Peete,30,0,1,203
1,0,Chris Weinke,2,0,0,0
17,0,Chad Pennington,24,0,4,196
1,0,Vinny Testaverde,1,0,0,14
16,1,Brett Favre,33,0,1,172
6,0,Doug Pederson,8,0,1,43
20,2,Tommy Maddox,30,1,2,194
19,2,Jeff Blake,26,0,2,336
27,1,Drew Brees,49,1,3,332
1,0,Reche Caldwell,1,0,0,20
36,2,Matt Hasselbeck,53,0,2,449
21,1,David Carr,40,0,0,214
0,0,James Allen,1,0,0,0
8,0,Steve McNair,22,0,0,148
0,0,Frank Wycheck,1,0,0,0
17,2,Patrick Ramsey,31,0,0,209
12,1,Chad Hutchinson,23,0,1,189
22,2,Jamie Martin,35,0,3,245
2,0,Scott Covington,5,0,0,7
14,0,Tim Rattay,21,0,2,138
2,0,Jeff Garcia,3,0,0,16
19,0,Chad Pennington,25,0,3,222
14,2,Peyton Manning,31,0,0,137
20,2,Brett Favre,42,0,1,247
13,0,Michael Vick,25,0,1,117
30,2,Tommy Maddox,48,0,3,367
0,0,Antwaan Randle El,0,1,0,0
26,1,Kelly Holcomb,43,0,3,429
0,0,Kevin Johnson,0,0,0,0
27,1,Jeff Garcia,44,2,3,331
1,0,Terrell Owens,1,0,0,25
29,1,Kerry Collins,43,0,4,342
0,0,Matt Allen,1,0,0,0
27,2,Steve McNair,44,0,2,338
0,0,NO Donnell,1,0,0,0
21,1,Tommy Maddox,41,0,2,266
0,0,Antwaan Randle El,1,0,0,0
0,0,Hines Ward,0,1,0,0
20,0,Donovan McNabb,30,0,1,247
22,2,Michael Vick,38,0,0,274
1,0,Doug Johnson,1,0,0,14
15,1,Brad Johnson,31,0,2,196
1,0,Rob Johnson,1,0,0,21
22,3,Jeff Garcia,41,0,0,193
20,1,Rich Gannon,30,0,2,283
21,2,Chad Pennington,47,0,1,183
26,1,Donovan McNabb,49,0,0,243
20,1,Brad Johnson,33,0,1,259
29,0,Rich Gannon,41,0,3,286
21,0,Steve McNair,36,0,1,194
18,1,Brad Johnson,34,0,2,215
24,5,Rich Gannon,44,0,2,272
