field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
2,2,2,2,46,Chris Boswell
2,3,3,3,42,Mason Crosby
1,1,1,2,30,Brandon McManus
1,1,3,4,37,Stephen Gostkowski
,,2,2,,Sam Ficken
,,3,3,,Jason Myers
,,3,4,,Wil Lutz
2,2,4,4,50,Dan Bailey
0,1,2,2,0,Daniel Carlson
1,2,,,35,Dustin Hopkins
1,2,4,4,38,Eddy Pineiro
2,2,3,3,31,Mason Crosby
,,4,4,,Jake Elliott
3,3,1,1,38,Eddy Pineiro
1,2,1,1,46,Stephen Hauschka
1,1,1,2,23,Stephen Gostkowski
1,1,3,3,33,Brandon McManus
4,4,2,2,40,Josh Lambo
1,3,1,1,33,Zane Gonzalez
2,2,3,3,33,Jason Myers
1,2,3,3,26,Adam Vinatieri
1,1,4,4,26,Daniel Carlson
1,3,1,1,30,Jason Sanders
3,3,3,3,51,Ty Long
1,2,1,1,42,Matt Bryant
1,1,3,3,45,Cairo Santos
1,1,3,3,30,Aldrick Rosas
1,1,,,21,Dustin Hopkins
3,3,3,3,53,Matt Prater
2,3,4,4,44,Harrison Butker
2,2,4,4,58,Greg Zuerlein
2,2,7,7,58,Matt Gay
1,1,2,2,41,Justin Tucker
2,2,4,4,43,Austin Seibert
4,4,,,42,Wil Lutz
1,1,1,1,28,Brett Maher
1,2,1,1,37,Kaimi Fairbairn
3,3,1,1,55,Joey Slye
2,2,3,3,49,Chris Boswell
1,1,,,28,Randy Bullock
1,2,3,3,42,Jason Myers
3,4,2,2,47,Greg Zuerlein
3,3,2,2,48,Randy Bullock
4,5,2,2,31,Zane Gonzalez
2,3,1,1,45,Chase McLaughlin
2,3,2,2,46,Brandon McManus
2,2,1,1,36,Harrison Butker
4,4,1,1,32,Adam Vinatieri
1,3,3,3,36,Brett Maher
2,2,4,4,38,Mason Crosby
1,1,4,4,28,Jake Elliott
0,1,,,0,Sam Ficken
1,1,1,1,32,Aldrick Rosas
4,4,2,2,48,Dan Bailey
0,2,4,5,0,Joey Slye
2,2,3,3,38,Josh Lambo
1,1,3,3,41,Daniel Carlson
,,3,3,,Eddy Pineiro
,,1,1,,Dustin Hopkins
2,2,3,4,37,Mike Nugent
1,1,4,4,29,Wil Lutz
1,1,3,3,42,Matt Gay
3,3,2,2,41,Chris Boswell
4,4,2,2,48,Justin Tucker
2,2,5,7,50,Kaimi Fairbairn
1,1,3,3,35,Matt Bryant
0,4,1,1,0,Cairo Santos
,,2,2,,Stephen Hauschka
1,4,4,4,44,Robbie Gould
1,1,,,30,Austin Seibert
0,1,5,5,0,Mike Nugent
,,2,2,,Aldrick Rosas
3,3,1,1,53,Brandon McManus
,,2,3,,Austin Seibert
2,2,2,3,38,Jason Myers
1,1,1,1,54,Matt Gay
3,5,4,4,49,Joey Slye
2,2,4,4,39,Zane Gonzalez
2,2,3,4,44,Matt Bryant
1,2,2,2,38,Chase McLaughlin
1,1,3,3,20,Chris Boswell
1,2,3,3,41,Harrison Butker
1,2,2,3,44,Kaimi Fairbairn
1,1,1,1,39,Jason Sanders
1,2,2,2,21,Dustin Hopkins
2,2,,,32,Josh Lambo
2,2,1,1,47,Wil Lutz
1,1,3,3,38,Sam Ficken
3,4,1,1,62,Brett Maher
,,1,1,,Greg Zuerlein
2,3,2,2,34,Robbie Gould
3,3,2,2,49,Justin Tucker
1,1,2,2,22,Randy Bullock
1,1,5,5,39,Dan Bailey
2,2,2,2,53,Jake Elliott
3,3,2,2,48,Mason Crosby
5,5,1,1,54,Matt Prater
0,1,,,0,Brandon McManus
3,3,3,3,39,Harrison Butker
1,1,2,2,46,Eddy Pineiro
2,4,4,4,39,Wil Lutz
1,1,2,2,38,Randy Bullock
4,4,1,1,37,Josh Lambo
3,3,2,2,45,Stephen Hauschka
,,3,3,,Jason Sanders
,,4,4,,Adam Vinatieri
3,3,2,2,47,Kaimi Fairbairn
3,3,4,4,63,Brett Maher
1,1,1,1,38,Jake Elliott
1,2,1,1,52,Matt Bryant
3,4,4,4,55,Greg Zuerlein
0,1,3,3,0,Aldrick Rosas
2,2,3,3,47,Zane Gonzalez
1,1,3,3,46,Matt Prater
0,1,6,6,0,Dan Bailey
,,6,6,,Mason Crosby
1,1,3,3,45,Daniel Carlson
0,1,,,0,Dustin Hopkins
3,4,,,29,Robbie Gould
3,4,1,1,35,Jason Myers
3,3,3,3,28,Justin Tucker
1,1,2,3,45,Cody Parkey
2,2,2,2,50,Chase McLaughlin
1,1,4,4,34,Mike Nugent
4,4,1,1,50,Dan Bailey
3,3,,,43,Dustin Hopkins
3,5,1,1,25,Eddy Pineiro
1,2,2,2,20,Chase McLaughlin
0,1,1,1,0,Stephen Hauschka
1,1,2,3,37,Jake Elliott
1,2,3,3,28,Harrison Butker
1,1,4,4,35,Mason Crosby
3,4,0,1,55,Adam Vinatieri
2,2,1,1,29,Brandon McManus
2,4,,,47,Matt Bryant
2,2,3,3,54,Jason Myers
1,1,6,6,20,Robbie Gould
1,1,,,41,Joey Slye
3,3,2,3,43,Josh Lambo
,,1,1,,Sam Ficken
1,2,4,4,52,Matt Prater
,,2,3,,Aldrick Rosas
2,4,3,3,29,Mike Nugent
2,2,1,1,47,Austin Seibert
1,1,3,3,23,Greg Zuerlein
1,1,1,1,28,Randy Bullock
1,2,4,4,26,Wil Lutz
3,3,,,50,Zane Gonzalez
2,2,3,3,40,Kaimi Fairbairn
1,1,3,3,44,Daniel Carlson
2,2,3,3,51,Cody Parkey
3,3,,,48,Matt Gay
2,3,3,3,42,Chris Boswell
,,2,2,,Jason Sanders
1,1,2,2,36,Zane Gonzalez
,,4,4,,Robbie Gould
1,1,3,3,42,Stephen Hauschka
3,3,,,39,Dustin Hopkins
1,1,3,3,43,Brandon McManus
4,4,1,1,39,Austin Seibert
4,5,2,2,43,Mike Badgley
1,1,,,54,Mason Crosby
4,4,2,2,54,Harrison Butker
1,1,2,3,29,Dan Bailey
1,2,3,3,26,Jason Sanders
3,4,1,1,52,Sam Ficken
3,3,1,2,38,Jake Elliott
,,2,2,,Eddy Pineiro
1,1,,,30,Josh Lambo
2,3,2,2,52,Kaimi Fairbairn
1,2,3,3,35,Joey Slye
0,3,2,2,0,Ryan Succop
1,2,4,4,32,Daniel Carlson
1,1,3,3,23,Matt Prater
1,1,4,5,39,Justin Tucker
2,2,2,2,22,Nick Folk
2,4,2,3,37,Jason Myers
2,3,4,4,45,Matt Gay
4,4,2,2,51,Chris Boswell
1,2,1,1,25,Adam Vinatieri
4,4,0,1,29,Aldrick Rosas
3,4,4,4,52,Brett Maher
2,3,2,3,40,Daniel Carlson
1,1,3,3,27,Mike Badgley
,,2,3,,Eddy Pineiro
2,2,1,1,54,Matt Prater
2,2,1,1,42,Randy Bullock
,,7,7,,Justin Tucker
2,2,1,2,47,Austin Seibert
0,2,2,2,0,Stephen Hauschka
3,3,3,3,45,Matt Gay
2,2,3,3,54,Zane Gonzalez
2,2,0,1,39,Adam Vinatieri
3,3,1,1,48,Jason Sanders
1,2,3,3,23,Brett Maher
2,2,2,2,27,Dan Bailey
2,3,4,4,53,Sam Ficken
,,1,2,,Aldrick Rosas
1,1,3,3,47,Mason Crosby
1,1,1,1,50,Joey Slye
3,3,,,47,Wil Lutz
4,4,2,2,48,Younghoe Koo
1,1,2,2,33,Chris Boswell
1,2,1,1,30,Greg Zuerlein
,,3,4,,Ryan Succop
4,5,2,3,43,Harrison Butker
3,4,1,1,47,Chase McLaughlin
2,2,3,3,46,Jason Myers
0,2,3,3,0,Austin Seibert
0,1,1,1,0,Chris Boswell
1,1,2,2,55,Matt Gay
2,2,4,4,44,Wil Lutz
1,1,4,4,34,Adam Vinatieri
0,1,1,1,0,Josh Lambo
,,2,2,,Jason Sanders
3,3,4,4,51,Stephen Hauschka
1,1,1,1,42,Jake Elliott
3,3,,,39,Nick Folk
1,1,3,3,43,Chase McLaughlin
2,2,2,3,43,Zane Gonzalez
,,3,3,,Matt Prater
2,2,3,3,34,Brett Maher
1,1,,,31,Joey Slye
3,4,2,2,38,Younghoe Koo
1,1,2,2,20,Daniel Carlson
1,2,1,1,40,Randy Bullock
1,1,2,2,38,Greg Zuerlein
0,2,1,1,0,Eddy Pineiro
2,3,5,5,46,Justin Tucker
0,1,1,1,0,Kaimi Fairbairn
1,2,,,44,Dustin Hopkins
0,1,4,5,0,Sam Ficken
,,3,3,,Dan Bailey
3,4,2,2,47,Brandon McManus
3,4,,,49,Mike Badgley
1,1,3,3,41,Harrison Butker
2,2,2,2,36,Kaimi Fairbairn
1,1,2,2,36,Adam Vinatieri
2,2,1,2,26,Eddy Pineiro
0,2,2,2,0,Aldrick Rosas
1,1,1,1,27,Randy Bullock
3,3,1,1,47,Chris Boswell
2,2,2,2,39,Stephen Hauschka
1,1,,,45,Brandon McManus
2,3,5,5,40,Austin Seibert
1,1,3,3,36,Jason Sanders
1,1,,,28,Jake Elliott
1,1,2,2,24,Jason Myers
3,3,1,1,40,Younghoe Koo
1,1,2,4,32,Matt Gay
3,3,4,4,48,Chase McLaughlin
2,3,4,4,35,Sam Ficken
1,2,,,48,Daniel Carlson
2,4,1,1,44,Nick Folk
3,4,,,46,Brett Maher
4,4,1,1,42,Dustin Hopkins
3,4,1,1,49,Matt Prater
2,2,4,4,41,Wil Lutz
2,3,1,3,52,Joey Slye
,,6,6,,Ryan Succop
2,2,,,50,Josh Lambo
2,2,,,46,Greg Zuerlein
1,1,6,6,34,Justin Tucker
0,2,1,1,0,Brett Maher
2,3,2,3,41,Stephen Hauschka
2,3,0,1,45,Younghoe Koo
4,4,2,2,47,Wil Lutz
2,2,2,2,25,Matt Prater
1,1,3,3,30,Eddy Pineiro
2,3,2,2,47,Randy Bullock
2,2,,,42,Sam Ficken
3,3,2,2,53,Brandon McManus
2,3,2,2,46,Mike Badgley
,,1,1,,Zane Gonzalez
2,3,4,4,33,Greg Zuerlein
1,1,5,5,50,Harrison Butker
1,2,0,0,34,Daniel Carlson
1,4,2,2,28,Adam Vinatieri
1,1,4,4,31,Ryan Succop
1,1,2,3,51,Jason Sanders
3,4,2,2,48,Jake Elliott
2,2,1,1,45,Aldrick Rosas
1,1,4,4,47,Mason Crosby
1,1,,,53,Josh Lambo
2,2,2,2,37,Matt Gay
,,3,3,,Joey Slye
3,4,2,2,42,Dustin Hopkins
2,2,2,2,49,Justin Tucker
1,2,2,2,32,Robbie Gould
2,2,2,2,39,Chris Boswell
2,2,1,1,34,Austin Seibert
,,4,4,,Kaimi Fairbairn
1,1,1,2,23,Kai Forbath
3,3,4,4,36,Jason Myers
1,1,3,4,47,Dan Bailey
1,1,4,4,36,Eddy Pineiro
1,2,3,3,31,Brett Maher
3,3,,,48,Stephen Hauschka
1,1,3,3,36,Justin Tucker
2,2,3,3,53,Austin Seibert
4,4,1,1,46,Randy Bullock
1,1,5,5,44,Matt Gay
2,3,3,3,50,Chase McLaughlin
1,1,2,2,30,Zane Gonzalez
3,3,2,2,37,Chris Boswell
4,4,4,4,50,Younghoe Koo
2,2,2,2,46,Joey Slye
1,1,1,1,26,Josh Lambo
1,1,6,6,40,Mike Badgley
3,3,1,2,44,Sam Ficken
7,8,,,53,Jason Sanders
2,2,2,2,33,Mason Crosby
1,1,0,1,52,Dustin Hopkins
1,2,1,1,29,Nick Folk
3,3,2,2,48,Harrison Butker
,,3,3,,Daniel Carlson
0,1,6,6,0,Ryan Succop
0,1,4,4,0,Greg Zuerlein
2,2,0,1,39,Jason Myers
2,2,4,4,55,Wil Lutz
2,2,6,6,41,Robbie Gould
1,1,3,3,54,Kaimi Fairbairn
1,1,5,5,36,Brandon McManus
2,2,2,2,50,Dan Bailey
0,1,1,1,0,Matt Prater
1,2,2,2,34,Jake Elliott
1,1,2,2,34,Aldrick Rosas
,,4,5,,Justin Tucker
0,1,1,2,0,Sam Ficken
2,2,1,1,48,Randy Bullock
2,2,4,4,46,Nick Folk
1,1,5,5,21,Zane Gonzalez
1,2,3,3,44,Austin Seibert
1,1,1,1,41,Mike Badgley
4,4,3,4,44,Dan Bailey
3,3,,,44,Harrison Butker
1,1,,,32,Brandon McManus
3,3,5,5,50,Kai Forbath
,,1,1,,Greg Zuerlein
3,3,1,2,46,Robbie Gould
1,1,2,2,43,Younghoe Koo
,,4,5,,Aldrick Rosas
2,3,2,2,47,Jason Sanders
1,1,2,2,44,Matt Prater
1,2,5,5,46,Matt Gay
,,3,3,,Mason Crosby
2,2,1,1,30,Eddy Pineiro
1,1,3,3,52,Joey Slye
1,1,3,4,30,Jason Myers
3,4,1,1,34,Daniel Carlson
2,2,2,2,43,Josh Lambo
2,2,3,3,53,Dustin Hopkins
1,1,4,4,25,Jake Elliott
1,1,1,1,49,Chris Boswell
1,1,2,2,36,Stephen Hauschka
0,1,3,3,0,Ryan Succop
1,1,3,3,29,Kaimi Fairbairn
2,2,4,4,33,Wil Lutz
,,1,1,,Chase McLaughlin
2,3,2,2,50,Matt Gay
3,3,2,2,37,Kaimi Fairbairn
3,3,1,1,51,Nick Folk
1,1,2,2,35,Stephen Hauschka
2,2,4,4,33,Robbie Gould
1,2,4,4,52,Greg Zuerlein
1,1,,,46,Eddy Pineiro
2,2,2,3,56,Harrison Butker
2,2,3,3,34,Brandon McManus
1,1,2,2,26,Matt Prater
1,1,0,1,47,Austin Seibert
1,1,4,4,31,Justin Tucker
1,1,2,2,27,Mike Badgley
1,1,3,3,48,Daniel Carlson
1,1,5,5,35,Chase McLaughlin
2,2,,,50,Joey Slye
1,2,5,5,37,Jason Sanders
2,2,1,1,57,Randy Bullock
1,3,2,2,36,Jake Elliott
3,3,,,49,Kai Forbath
1,2,3,3,23,Younghoe Koo
2,2,,,40,Josh Lambo
3,3,1,1,54,Sam Ficken
1,1,1,1,49,Chris Boswell
,,5,5,,Dustin Hopkins
0,1,5,5,0,Aldrick Rosas
2,2,1,1,51,Jason Myers
2,3,3,3,46,Zane Gonzalez
,,4,4,,Greg Joseph
1,1,5,5,47,Wil Lutz
1,1,1,1,23,Dan Bailey
3,3,0,1,42,Mason Crosby
2,2,3,4,47,Randy Bullock
1,1,2,3,42,Austin Seibert
2,2,,,29,Stephen Hauschka
2,4,1,1,47,Sam Ficken
3,4,1,1,51,Brandon McManus
3,4,,,33,Daniel Carlson
0,3,2,2,0,Matt Gay
5,5,1,1,45,Younghoe Koo
1,1,4,4,40,Harrison Butker
,,3,3,,Mike Badgley
4,4,5,5,48,Kai Forbath
3,3,1,1,42,Dustin Hopkins
1,1,2,2,37,Aldrick Rosas
2,2,4,4,50,Jake Elliott
3,3,3,3,56,Josh Lambo
2,2,2,2,50,Chase McLaughlin
2,2,2,2,56,Matt Prater
3,4,2,2,40,Mason Crosby
1,1,1,1,23,Joey Slye
,,6,6,,Wil Lutz
1,1,3,3,25,Nick Folk
2,2,3,3,32,Jason Sanders
1,2,4,4,47,Greg Zuerlein
1,1,3,3,31,Zane Gonzalez
4,4,2,2,47,Justin Tucker
1,1,1,1,26,Chris Boswell
,,3,3,,Jason Myers
2,2,2,2,47,Robbie Gould
,,2,2,,Kaimi Fairbairn
,,5,5,,Greg Joseph
4,4,1,1,39,Dan Bailey
4,4,1,1,34,Eddy Pineiro
2,2,,,41,Kaimi Fairbairn
4,4,1,1,47,Stephen Hauschka
2,2,1,1,36,Nick Folk
,,2,2,,Greg Joseph
2,3,2,2,49,Wil Lutz
2,2,2,2,43,Dan Bailey
3,3,,,46,Jake Elliott
1,2,2,2,49,Jason Myers
2,2,3,3,35,Robbie Gould
1,1,1,1,39,Dan Bailey
2,2,,,49,Justin Tucker
,,4,4,,Greg Joseph
1,1,6,7,24,Harrison Butker
1,2,4,4,31,Kaimi Fairbairn
,,4,4,,Mason Crosby
1,2,2,2,45,Jason Myers
,,5,5,,Harrison Butker
1,1,3,3,30,Greg Joseph
3,3,4,4,54,Robbie Gould
,,2,2,,Mason Crosby
1,1,4,4,31,Harrison Butker
2,2,2,2,42,Robbie Gould
