name, receiving touchdowns, receiving yards, receptions
N Griffin Stewart,1,21,2
J Washington,1,18,3
J Hicks,0,17,2
D Mitchell,0,12,1
M Nash,0,4,1
J Grant,0,2,1
T Little Jr,0,22,1
M Bailey,0,12,1
E Harrell,0,11,2
A Poteat,0,7,1
D Baldwin,0,7,1
B Jones,0,3,1
B Gentry,0,3,1
J Way,0,85,2
S Collier,1,66,1
S Harris,0,38,2
J Taylor,1,28,1
A Reinkemeyer,0,22,2
K Baker,0,16,1
O Miles,0,40,9
R Randolph,0,29,3
M Clash,0,12,2
K Robertson,0,10,2
L Heath,0,7,1
J Burke,0,2,1
D Samuel,1,122,5
B Edwards,0,57,5
H Hurst,0,39,4
R Dowdle,0,25,3
S Smith,0,25,1
R Davis,0,9,1
O Smith,1,9,1
T Williams,0,7,2
A Turner,0,6,1
C Terrell,0,5,1
G Johnson,0,41,4
C Conrad,0,36,2
T Richardson,0,29,2
S King,0,18,1
K Ross,0,14,2
C Walker,0,13,2
B Bone,0,9,1
J Rigg,0,6,1
G Hart,0,3,1
M Holder,0,85,7
R Penny,0,31,5
D Wells,1,30,3
J Washington,0,20,2
K Warring,0,11,2
N Bawden,0,10,2
T Irwin,0,49,6
D Schultz,0,16,1
C Wedington,0,8,1
S Harrington,0,4,1
B Love,0,3,1
S Ishmael,0,139,8
S Riley,0,82,4
E Philips,0,32,3
D Strickland,1,18,2
R Pierce,1,8,2
C Cole,1,75,3
J Ward,1,66,5
M Chapman,0,50,7
D Terry,0,24,1
E Cooper,0,23,3
L Hessbrook,0,19,1
D Spalding,0,11,2
R Ross,0,9,1
K Turpin,1,88,7
J Reagor,1,79,3
K Snell,1,71,1
D White,0,43,2
S Nixon,1,20,3
D Thomas,0,11,2
C Hunt,0,11,1
K Hicks,0,10,1
J Austin,0,10,1
E Porter,0,10,1
S Olonilua,0,7,1
J Diarse,0,5,1
T Quinn,1,116,7
J Proche,1,93,3
B West,0,70,3
M Kaufman,0,28,1
M Gailliard,0,22,1
X Jones,0,10,2
C Sutton,0,0,1
C Thompson,3,178,9
D Johnson,2,142,4
D McKinley Lewis,1,83,2
J Johnson,0,26,2
A Thompkins,0,17,2
D Phillips,0,9,2
T Swanson,0,3,1
J Hobbs,0,68,5
K Johnson,0,44,5
J Stewart,0,10,1
C Minter,0,3,1
D Ratley,0,86,2
J Ausbon,1,69,4
C Kirk,1,34,3
A Hansford,0,28,1
K Ford,0,16,3
R Paul,0,16,2
K Rogers,0,16,1
C Chriss,0,13,1
C Buckley,1,12,1
K Bussey,0,6,1
T Schorp,0,5,2
K Barnes,0,118,12
R Malone,1,40,5
M Jacquet,0,20,3
J Davis,0,19,1
J Bradley,0,16,2
E Mitchell,0,6,1
C Rogers,0,4,2
J Wright,1,1,1
D Hoggins,0,-8,1
E King,0,112,6
M Hays,1,88,5
T Morbley,0,24,5
G Schrade,0,15,2
A Taylor,0,8,3
J Haydel,0,7,1
T Watts,0,6,1
M Williams,0,68,4
T Hennigan,1,57,6
J Virgil,0,23,2
I Lewis,0,11,2
J Moore,0,9,1
D Jones,0,0,1
T Watkins,0,-1,1
K Coutee,1,186,12
D Cantrell,2,160,8
C Batson,1,59,6
J Stockton,0,56,5
D Willies,1,56,4
M Reed,1,26,2
N Harry,1,148,13
K Williams,2,111,7
J Harvey,0,48,3
K Ballage,0,8,1
T Chatman,0,8,1
R Newsome,0,2,1
R Jenkins,0,1,1
C Lisa,0,43,2
A Wilson,0,43,3
J Haden,0,8,1
R Turner Jr,0,8,1
A Erdely,0,3,1
C Jones,0,19,1
O Black,0,18,2
K Tyler,0,16,1
A James,0,14,2
M Williams,0,12,1
O Abercrombie,0,12,1
M Outlow,0,9,1
D Burnett,2,123,8
S Mitchell,0,90,6
R Jones,1,56,1
S Carr,0,42,3
T Vaughns,0,25,4
J Greene,0,23,1
T Petite,0,21,2
J Lewis IV,0,12,1
V Jones Jr,0,9,1
V Malepeai,0,-4,1
C Johnson,0,191,7
A Foreman,1,38,5
L Humphrey,0,24,2
L Joe,0,15,2
R Hemphill Mapps,0,13,2
C Warren III,0,11,1
C Brewer,1,3,1
D Leonard,0,3,1
D Carrington II,3,153,9
S Nacua,0,59,7
D Simpkins,0,32,3
Z Moss,0,32,4
R Singleton,1,24,2
T McCormick Jr,0,19,3
K Fulks,0,14,1
S Wilson,0,8,1
B Gaither,1,125,8
J Blackwell,0,70,4
M Roberson,0,15,1
T Hartley,0,11,2
T Walker,0,9,1
F Sims II,0,3,1
K Thomas Jr,1,75,5
B Jones,0,65,3
G Campbell Jr,0,50,3
S Williams,2,43,3
J Rhodes,0,30,2
B Moorhead,0,21,1
B Winnegan,0,16,2
J Stewart,1,16,2
T Clay,0,13,1
L Stephens,0,5,1
B Daniels,0,1,1
J Washington,0,39,4
R Menard,0,13,2
D Beard,0,9,1
T Horton,0,4,1
J Mims,0,0,1
T Sherfield,0,97,4
C Duncan,1,52,6
J Pinkney,0,41,2
K Lipscomb,0,15,2
I Zuber,0,37,4
B Pringle,0,25,3
D Valentine,0,8,1
A Barnes,0,3,1
W Dimel,0,3,1
D Dowling,1,136,6
A Levrone,1,127,4
O Zaccheaus,1,122,9
W Craft,0,26,3
J Reed,0,16,2
D Hamm,0,11,3
J Ellis,0,9,1
D Cross,0,8,1
C Sharp,0,0,1
H Mayala,2,77,2
Q Skanes,0,47,4
A Newsome,0,41,3
T Beals,0,19,4
T Davis,0,18,1
K Dixon,0,11,2
T Myers,0,9,1
N Hopkins,0,5,1
T Hines,0,129,5
G Dortch,1,68,4
C Serigne,1,52,2
C Lewis,0,15,1
S Claude,0,13,1
S Washington,0,11,1
C Wade Jr,0,5,1
A Byrd,0,4,1
G Bright,1,77,1
Z Van Leeuwen,0,77,2
R Tarver,0,35,5
J Nathan,0,13,2
L Hunt,0,10,2
D Raymond,0,8,1
C Terrell,0,6,1
J Colston Green,0,-1,1
M Bryant,0,99,3
D Pettis,3,92,5
A Fuller,0,45,4
B Lenius,0,44,4
Q Pounds,0,12,2
M Gaskin,1,10,2
W Dissly,0,9,1
J Kizer,0,9,1
L Coleman,0,6,1
S Ahmed,0,2,2
K Johnson,0,51,4
J Rice,0,43,3
J Mims,0,41,4
D Scott,1,40,5
D ONeal,0,12,2
J Hokit,0,4,2
D Grim,0,3,1
T Martin Jr,3,194,10
I Johnson Mack,2,79,9
D Patmon,0,68,6
K Sweet,1,32,3
J Williams,0,21,4
J Calvin,0,19,4
D Martin,0,11,2
J Morrow,0,5,2
R Bell,0,4,1
G Wicks,0,-2,1
J Villamin,0,55,6
S Collins,1,39,7
I Hodgins,0,38,4
A Pierce,0,30,2
T Bradford,0,13,1
T Hernandez,0,12,1
R Nall,0,12,3
D Yelder,0,54,6
X Lane,0,54,5
M Deane,0,34,1
L Jackson,0,26,3
N Fant,0,25,4
M Trigg,0,16,3
K Fourtenbary,0,11,2
C Echols Luper,0,6,1
R Bonnette,1,140,3
T Veal,0,78,9
A Hardy,0,31,2
M Watts,0,22,2
D Oliver,0,20,2
J Craft,0,13,3
B Scott,0,2,1
G Ricci,0,66,7
D Eskridge,1,58,4
T Arnett,0,30,4
D Ernsberger,0,29,2
L Bellamy,0,24,3
K Watson,0,5,1
A Onunwor,1,93,4
A Duckworth,0,60,2
J Sannon,0,28,4
K Elliss,0,22,1
D Ungerer,1,16,3
R Mwehla,0,5,1
J Wysocki,1,5,1
G Jennings,0,128,6
M Simms,2,91,4
K White,1,50,6
D Sills V,0,19,2
M Pettaway,0,16,1
R Roberson Jr,1,14,3
A Marenco,0,9,1
M Chugunov,0,7,1
N West,1,108,3
G Downie,0,11,1
K Kollie,1,8,1
T Selby,0,7,1
B Dallas,0,4,2
F Sua Godinet,0,3,1
M Waters,0,-1,1
A Conway,0,27,4
J Okwoli,0,15,1
T Mayfield,0,8,1
N Evans,0,6,1
C Johnson,0,5,1
M Hall,0,3,1
J Allen,0,2,1
D Mitchell,0,65,6
J Johnson III,0,53,4
R Freeman,0,50,1
C Nelson,0,27,2
T Griffin,1,20,1
A Ofodile,0,12,1
T Brooks James,0,9,1
K Benoit,0,8,1
J Breeland,0,7,1
D Johnson,0,29,2
T McCants,0,29,2
M Valdes Scantling,0,26,2
T Alaka,0,8,1
M Wilcox,0,4,1
A Jennings,0,33,2
R Jones,0,17,1
I Wright,0,14,1
V Bryant,0,13,2
F Johnson,0,12,1
T Ellison,1,78,6
S Brown,0,54,3
T Johnson,0,50,4
B Wolma,0,29,4
C Peterson,0,19,3
S Poindexter,0,7,1
N Wilson,0,6,1
J Taylor,0,5,2
D Carrington II,0,76,4
S Wilson,0,38,2
D Simpkins,0,37,1
S Nacua,1,32,4
R Singleton,0,26,3
K Fulks,0,8,1
T McCormick Jr,0,8,1
Z Moss,0,4,1
C Wilson,1,209,13
A Richardson,0,80,5
J Roh,0,42,5
A Mattison,0,16,2
S Modster,0,4,1
O Evans,0,2,2
A Levrone,2,141,5
E Butts,0,43,4
D Dowling,1,39,2
O Zaccheaus,0,29,4
H Dubois,0,12,2
D Hamm,0,9,2
G Sanders,0,31,1
T Williams,0,2,1
M Holder,0,46,2
K Warring,0,42,1
T Wilson Jr,0,31,1
D Wells,1,28,1
R Penny,0,18,3
Q Truxton,0,14,1
N Bawden,0,1,1
T Watkins,1,102,3
T Hennigan,0,74,5
Z Letman,0,68,4
I Lewis,0,37,4
L Duffield,1,31,3
J Virgil,0,30,2
M Williams,0,22,3
D Jones,0,8,2
S Washington,0,79,4
G Dortch,1,63,6
C Serigne,1,22,2
C Wade Jr,0,11,1
M Colburn II,0,1,1
J Nance,1,100,3
A Cantrell,0,39,2
J Cornelius,1,35,3
C OGrady,0,30,2
D Williams,1,28,2
J Jones,0,-1,1
C Kirk,2,110,5
D Ratley,0,57,2
J Ausbon,0,48,5
R Paul,0,3,1
T Williams,0,-2,1
N Harry,1,170,7
J Harvey,0,133,8
K Williams,0,29,4
K Ballage,0,17,3
D Richard,0,-1,1
E Benjamin,0,-1,1
J Breeland,0,95,4
D Mitchell,1,61,5
T Brooks James,1,55,3
B Schooler,0,27,2
J Johnson III,1,24,2
R Freeman,0,19,3
D Mims,3,192,11
C Platt,1,93,5
P Stricklin,0,85,6
T Nicholson,0,74,7
R Sneed,0,10,2
T Ebner,0,7,1
J Lovett,0,2,1
M Andrews,1,72,3
C Lamb,0,68,3
J Badet,1,57,2
D Flowers,1,52,1
M Brown,0,27,3
A Adams,0,7,1
A Johnson,1,87,6
T Mabry,0,39,2
K Osborn,0,34,2
J Martinez,0,30,3
A Nunn,0,29,2
K Holsey,0,25,2
J Eiland,0,10,1
W Wright,0,43,4
D McNeal,0,37,7
H Bryant,0,26,2
K Soloman,0,23,1
T Harrison,0,14,1
D Singletary,0,7,2
K Noa,0,110,6
V Wharton III,0,86,6
J Veasy,1,56,4
J Hawkins,0,29,1
J Duncan,0,18,2
P Laird,0,4,3
D Burnett,1,76,9
S Carr,0,47,6
T Petite,1,46,4
T Vaughns,0,32,3
J Greene,0,12,2
E Krommenho,0,7,1
A Ware,0,3,1
M Quattlebaum,0,91,6
W Kofa,0,51,3
B LeMay,0,16,3
T Ford II,0,10,1
R Tyler,0,9,2
C Montgomery,0,2,1
P Hart,1,141,11
G Smith,0,39,4
T Jones,0,33,4
A Werts,0,13,3
T Boyd,0,12,2
D Gentry,0,8,1
J Ifedi,0,4,1
H Renfrow,0,53,6
D Cain,0,25,3
D Overton,0,23,1
M Richard,0,19,3
C Powell,0,13,1
T Thompson,0,9,1
R McCloud,0,-2,2
J Smith,0,58,4
T Sweeney,0,52,4
J Hilliman,0,24,4
K White,0,11,2
M Walker,0,-4,1
E Cooper,1,81,6
M Chapman,0,71,4
J Ward,0,41,4
C Cole,0,14,1
K Gwilly,0,7,1
J Roberson,0,5,1
B Edwards,0,5,2
Z Crouch,0,4,1
S Martin,1,72,2
J Gardner,0,66,3
J Murphy,0,30,2
R Smith,0,25,1
K Young,0,14,1
L Mayock,0,7,1
Q Hardy,1,3,1
D Ross,0,41,4
S Fields,0,36,5
J Winfree,0,33,5
P Lindsay,0,32,5
B Bobo,0,29,2
L Shenault Jr,0,20,1
D Pettis,0,54,3
C McClatcher,0,44,4
Q Pounds,1,43,1
H Bryant,0,12,2
B Lenius,0,7,1
S Bailey,1,82,7
J Niupalau,0,69,4
A Porter,0,41,4
M Sexton,0,27,2
B Kemp,0,20,2
J Johnson,0,16,2
S Vann,0,13,2
I Holder,0,12,1
B Banham,0,10,2
B Turner,0,6,1
I Eriksen,0,5,1
E Daugherty,0,4,1
C Odom,1,56,5
A Meyer,0,44,6
A Ouellette,0,42,1
J Marhefka,0,26,2
B Cope,1,24,4
T Mangen,0,5,1
A Tate,1,138,9
G Campbell,0,85,3
N Murray,0,29,5
K Gavin,0,17,3
C Akers,0,6,1
A Rasul,0,3,1
J Meyers,1,112,5
J Samuels,1,64,12
D Parham,0,25,1
S Louis,0,18,2
K Harmon,0,16,1
C Riley,0,12,1
N Hines,0,8,1
T Godwin,1,80,2
J Wims,0,43,2
I Nauta,1,41,1
M Hardman,0,18,1
D Swift,0,8,1
J Harris,0,8,1
S Michel,0,3,1
D Thomas,0,41,2
J Jackson,0,15,2
D Gray,0,13,2
K Mixon,0,12,3
A Williams,0,12,5
K Hill,0,10,1
R Jeune,0,29,2
C Lynch,0,10,1
K Benson,0,9,1
A Mathews,0,50,3
Q Ollison,1,44,5
M Ffrench,0,28,3
R Araujo Lopes,0,27,3
D Hall,0,14,1
M Flanagan,0,14,2
C Clark,0,9,2
J Weah,0,8,1
Q Henderson,0,4,2
S Dunbar,0,83,6
L Bonner,1,66,7
D King,1,50,5
A Leslie,0,36,2
J Leday,0,25,6
K Corbin,0,19,1
D Catalon,0,15,2
D Birden,0,13,1
R Brooker,0,10,2
K Coutee,1,161,11
C Batson,0,52,7
D Willies,0,41,4
D Cantrell,0,34,2
J Stockton,1,22,2
J High,0,6,1
T Vasher,0,5,1
T King,0,0,1
I Thomas,1,79,2
D Williams,1,42,1
R Brookins,0,17,1
S Cobbs Jr,0,17,2
L Timian,0,15,3
M Ellison,0,8,1
W Philyor,0,7,1
D Glenn,1,98,3
E Richardson,1,23,1
L Ramsby,0,8,2
O Fortune,0,4,1
A Wadley,1,75,4
I Smith Marsette,0,37,2
M VandeBerg,0,27,2
N Easley,1,27,2
N Fant,0,13,1
I Kelly Martin,0,12,2
S Barkley,0,94,12
J Johnson,1,92,7
D Hamilton,0,46,2
M Gesicki,0,25,5
D Thompkins,0,14,2
S Blacknall,0,6,1
M Sanders,0,6,1
J Holland,0,1,1
S Sims Jr,1,96,6
J Booker,0,24,2
B Johnson,0,23,1
T Patrick,0,22,3
E Fairs,0,12,1
R Schadler,0,9,1
K Herbert,0,5,1
T Martin,0,4,1
K Johnson Jr,0,2,1
D Sills V,2,130,8
G Jennings,0,75,6
M Simms,0,68,4
K White,0,36,3
J Crawford,0,25,2
K McKoy,0,7,1
T Bush,0,6,1
G Johnson,1,56,4
C Conrad,1,34,2
C Walker,0,28,4
S King,0,24,1
B Snell Jr,0,22,2
T Richardson,0,21,3
K Ross,0,21,1
B Bone,1,14,1
T Cleveland,1,110,4
K Toney,0,35,4
B Powell,0,24,3
D Goolsby,0,18,2
M Davis,0,11,1
M Thompson,0,10,1
F Swain,1,5,1
F Franks,0,-4,1
J Jackson,1,113,7
M Jacquet,0,62,7
J Bradley,1,54,4
K Barnes,0,39,4
C Rogers,0,22,1
J Wright,0,5,1
M Green,0,117,8
D Gore,0,49,2
R Turner,1,47,4
B Williams,0,38,5
M McCray,0,32,3
D Carter IV,0,31,2
X Brown,0,19,2
S Spiller,0,10,2
S Dawkins,1,75,4
J Davis,0,69,1
J Johnson,0,48,2
M Williams,0,43,4
J Bagley,1,31,2
R Bonnafon,0,30,2
E Spence,0,27,3
D Fitzpatrick,0,24,2
C Standberry,0,19,2
C Wilson,0,8,1
C Brumfield,0,6,1
J Rankin,0,5,1
D Davis,1,98,2
D Williams,0,50,3
S Sullivan,1,43,1
D Chark,0,30,2
F Moreau,0,18,3
D Dillon,0,13,1
R Gage,0,6,1
J Stevens,0,5,1
S Ishmael,1,123,11
E Philips,1,93,11
M Neal,0,31,4
R Pierce,0,21,3
D Butler,0,18,2
E Dungey,0,13,1
N Johnson,0,10,1
D Strickland,0,-1,1
D Moore,1,83,8
J Veii,0,22,3
J Davenport,0,19,2
T Johnson,0,18,1
T Jacobs,0,10,2
L Harrison,0,3,1
J Akins,1,57,3
M Colubiale,0,39,2
T Smith,0,29,4
J Franks,0,23,1
D Snelson,0,9,4
A Killins Jr,0,8,2
T McGowan,0,8,1
O Anderson,0,5,1
H Rison,0,73,4
T Jackson,0,69,5
D Stewart Jr,1,41,6
F Davis III,0,38,4
M Sokol,0,35,2
G Holmes,1,30,2
C White,0,21,2
C Chambers,0,15,2
M London,0,7,2
M Dotson,0,7,1
B Lewerke,0,5,1
L Scott,0,4,1
E St Brown,0,61,4
C Claypool,0,56,4
D Smythe,0,21,1
A Mack,0,15,2
M Boykin,0,12,1
D Williams,1,8,1
C Sanders,0,0,1
J Williams,0,74,2
P Mayhue,0,57,4
A Miller,1,47,6
J Magnifico,1,28,3
P Taylor Jr,0,27,2
D Coxie,0,24,2
K Jones,0,21,1
D Henderson,0,7,1
S Dykes,0,3,1
C Iwema,1,118,9
R Leonard,0,70,6
D James,2,43,3
D Davis,0,17,3
J Varble,0,16,2
J Jones,0,15,2
D Isom,0,8,3
H Carmien,0,2,1
J Graham,1,1,1
B Berrios,1,105,5
C Herndon IV,1,65,8
T Homer,0,46,3
M Harley,0,34,3
M Irvin II,0,28,2
D Harris,1,16,2
L Cager,0,15,1
D Mullins,0,14,1
T Gray,0,6,1
M Walton,0,4,1
C Thompson,0,114,5
J Johnson,1,79,5
D Johnson,2,66,8
D McKinley Lewis,0,46,5
A Thompkins,0,15,3
T Swanson,0,11,1
R Gilliam,0,11,1
N NShaka,0,2,1
J Johnson,0,85,10
J Moore,1,35,2
A Okwuegbunam,0,26,2
D Crockett,1,19,1
D Mason,0,19,2
R Floyd,0,14,2
J Reese,0,8,1
K Blanton,0,7,1
N Brown,0,5,1
I Witter,0,-2,1
N Craig Myers,1,61,2
W Hastings,0,59,2
K Davis,0,58,1
R Davis,0,21,4
K Johnson,0,15,2
M Miller,0,3,1
E Stove,0,3,1
D Barrett,0,1,1
G King,0,0,1
N Igbinoghene,0,-2,1
B Anderson,1,98,6
T Lee,1,80,7
T Johnson,0,29,4
I Upton,0,26,1
J Marshall,0,20,2
J Bruce,0,17,1
U Williams,0,15,2
C Windham,0,5,1
S Miller,1,112,8
T Redding,0,71,5
J Cleveland,0,32,1
D Guyton,0,29,4
H Folkertsma,0,17,1
Q Morris,0,12,1
M Wilcox Jr,0,10,1
T Carmona,1,53,2
C Scott,0,0,0
D Gray,1,112,6
K Lewis,1,59,6
J Pinckney,0,53,2
T Cogswell,1,45,5
T Geddis,0,37,3
G Doaks,0,19,1
J Rollins,0,16,2
M Warren II,0,15,1
J Deguara,0,14,1
J Savage,0,11,1
A Ratliff Williams,1,125,5
A Proehl,0,47,1
B Fritts,0,24,2
J Cunningham,0,22,2
R Johnson,0,17,2
J Cabrera,0,13,2
J Brown,0,7,1
M Carter,0,4,2
T Rahming,0,73,6
J Lloyd,0,49,4
D Koppenhaver,1,31,2
Q Chambers,0,23,1
S Wilson,0,18,3
D Helm,0,7,1
K Fuller,0,1,1
J Spielman,1,46,5
G Rahn,0,27,2
D Pierson El,1,22,3
T Hoppes,0,16,2
M Wilbon,0,-2,1
D Bailey,0,38,3
H Hayek,0,32,3
J Washington,0,27,3
D Mitchell,0,16,1
N Griffin Stewart,0,12,1
J Harris,0,4,1
G Edwards,0,2,1
R Martin,0,-5,2
J Scott,0,74,4
C Cramer,1,51,4
J Boone,0,40,4
L Rose III,1,40,4
I Lottie,0,33,2
J Wright,0,31,2
J Huntley,0,5,2
B Roberts,0,4,1
X Yarberough,0,4,1
J Aganon,0,1,1
O Clark,0,0,1
D Lucero,0,29,2
T Batson,0,28,2
E Sinegal,0,15,2
K Johnson,0,8,1
J Weeks,0,6,1
T Juniel,0,3,1
K Foster,0,3,1
K Smith,0,82,4
M Lawrence,1,64,3
J Guyton,1,48,2
R Bussey Jr,0,33,3
T Smiley,1,22,1
J Wilson,0,7,1
C Chumley,0,5,1
A Wilson,2,150,5
C Lisa,0,105,4
L Stanley,1,25,2
S Copeland,1,23,4
R Turner Jr,0,18,2
P Campbell,1,105,3
C Saunders,1,102,6
R Berry,1,57,3
K Hill,1,53,3
J Dixon,1,36,2
J Harris,0,27,2
A Mack,0,23,2
T McLaurin,1,22,3
D McCall,0,16,1
B Victor,1,12,2
T Grimes,0,12,2
A Williams,0,5,1
M Baugh,0,4,1
D Boyd,0,48,3
K Keys,0,20,3
T Holt,0,11,2
T Kanteman,0,9,1
D Woods Jr,0,0,2
J Washington,1,153,6
M Ateman,0,100,6
J McCleskey,0,79,4
D Stoner,1,39,3
J Hill,0,27,3
J Austin,0,43,1
D Anderson,0,41,4
J Diarse,1,40,3
D White,0,25,5
J Reagor,0,25,3
S Nixon,0,22,2
K Turpin,0,21,2
S Olonilua,0,11,2
T Wright,0,64,4
B Hopkins,1,29,3
D Blough,0,24,1
A Mahoungou,0,24,1
C Herdman,0,13,1
N Mosely,0,4,1
B Lankford Johnson,0,1,1
J Anthrop,0,0,1
S McKeon,0,82,5
Z Gentry,1,48,3
G Perry,0,39,3
N Schoenle,0,29,2
C Evans,0,28,2
K Higdon,0,22,1
K Crawford,0,13,2
H Poggi,0,11,1
D Peoples Jones,0,8,1
M Ways,0,4,1
A Cephus,0,54,5
K Granson,0,35,4
J Tyner,0,17,1
N Ellerbe,0,11,1
A Walter,0,10,2
J Myers,0,8,1
A Trammell,0,7,1
S Stewart,0,6,1
T Gaiter IV,0,54,4
T Owens,0,41,2
D Scott,0,32,3
A Maloney,0,14,1
J Williams,0,12,2
A Gardner,0,8,3
P McKever,1,8,1
B Singleton,0,3,1
S Harris,0,41,3
J Way,0,37,4
M Stanley,0,17,1
J McCray,0,10,1
M Francis,0,4,1
D Foster,0,-3,1
A Onunwor,1,119,8
J Sannon,0,103,10
D Ungerer,0,36,2
I Saunders,0,8,1
J Boston,0,5,1
R Mwehla,0,2,1
B Edwards,0,122,6
H Hurst,0,39,3
O Smith,1,36,2
R Davis,0,23,2
A Turner,0,23,3
T Williams,0,14,2
S Smith,0,14,1
J August,0,14,1
C Terrell,0,6,1
R Dowdle,0,4,1
T Veal,1,110,10
R Bonnette,0,94,6
K McKnight,0,33,2
M Watts,0,33,3
B Scott,0,10,1
J Craft,0,1,1
B Gaither,0,24,3
J Blackwell,0,14,2
T Hartley,0,11,1
B Humphreys,0,7,1
J Holmes,0,-2,1
D Raymond,0,47,3
G Bright,1,43,1
R Tarver,1,42,5
B Roberts,1,38,3
J Nathan,0,34,5
C Terrell,0,18,1
D Hobbs,0,17,1
S Scarver,0,14,2
A Vaughns,0,11,2
C Artist,0,4,1
J Colston Green,0,3,1
J Hervey,0,0,1
Z Van Leeuwen,0,0,2
J Proche,2,131,3
T Quinn,0,50,5
C Sutton,0,32,2
B West,0,27,3
M Gailliard,0,26,2
K Freeman,0,0,1
B Mack,1,102,5
O Bayless,1,72,4
C Booker,0,42,3
K Edwards,0,36,4
J McInnis,0,22,2
W Wand,0,7,1
J Adams Jr,0,6,1
J Jones,0,0,1
C Murray,0,-3,2
J Arcega Whiteside,0,62,5
T Irwin,1,33,3
K Smith,0,20,1
D Schultz,1,15,3
C Wedington,0,9,2
C Scarlett,0,7,1
B Love,0,2,1
J Lasley,1,158,11
C Wilson,0,145,11
D Andrews,1,48,6
S Jamabo,0,41,3
C Pabico,0,27,1
T Howard,0,26,4
E Massington,1,24,2
A Roberts,0,8,1
G Gentosi,0,3,1
B Johnson,0,123,7
T Byrd,1,21,2
E Wolf,0,17,2
T Chandler,0,11,1
J Smith,0,10,2
J Palmer,0,6,1
J George,0,6,1
A Pope,0,-1,1
J Kelly,0,-9,2
A Isabella,0,46,3
S Palmer,1,43,3
M Young,0,20,2
J Herring,0,14,1
J Brown,0,7,1
T Reynolds,0,5,1
J Britt,0,3,1
K Horn,0,-1,1
T Encalade,0,38,4
J Clewis,0,29,2
D Mooney,0,26,2
J Robertson,0,10,2
J Hobbs,0,93,7
K Johnson,0,14,3
D Brewer,0,11,1
J Stewart,0,8,1
N Carter,0,5,1
C Davis Jr,0,60,4
Z Shuler,0,27,1
D Chestnut,0,6,1
Q Drennan,0,6,1
R McQuarley,0,6,1
J Griffin IV,0,3,1
D Douglas,1,92,7
T Eafford,0,54,2
T McCormick,0,37,4
E Thompson,0,34,3
J Chunn,0,29,4
C Quisenberry,0,25,2
D Willis,0,20,2
J Johnson,0,17,2
S Letton,0,4,1
S Davis,0,2,1
K Smith,1,103,4
A Wolf,0,71,6
A Coney,0,35,3
T Chapman,0,30,4
M Morgan,0,13,1
K Gladney,0,9,1
W Ball,0,7,1
G Schrade,0,56,2
M Hays,0,40,2
A Taylor,0,20,1
E King,0,18,1
H White,0,12,1
J Haydel,1,9,1
D Johnson Jr,0,5,1
E Rogers,0,1,1
B Jones,0,75,3
K Thomas Jr,0,56,4
J Rhodes,0,27,4
G Campbell Jr,0,18,1
J Stewart,0,15,1
T Clay,0,11,3
M McNair,0,10,1
T Sherfield,0,14,2
D Tennyson,0,14,2
K Blasingame,0,6,1
R Webb,0,3,1
C Duncan,0,1,1
J Jeudy,1,68,3
C Ridley,0,43,5
D Smith,1,27,1
I Smith Jr,0,14,2
C Sims,0,11,1
M Tennison,0,9,1
D Harris,0,9,1
N Harris,0,3,1
B Scarbrough,0,2,1
R Foster,0,-5,1
C Phillips,0,106,7
S Peoples,2,73,3
S Savoy,0,28,2
C Cunningham,0,26,1
D McClease,0,23,2
H Murphy,0,17,1
H Grimsley,0,13,1
D Keene,0,10,1
C Carroll,1,10,2
E Kumah,0,5,1
I Harper,0,32,4
H Patterson,0,17,1
M Little,0,14,1
T Fulgham,0,13,1
B Simmons,0,9,1
T Martin Jr,2,114,4
R Bell,0,113,4
C Dimry,0,57,3
J Williams,1,46,10
J Morrow,1,40,4
J Calvin,1,33,4
I Johnson Mack,0,25,2
K Sweet,0,18,1
B Arconado,0,16,1
G Wicks,0,14,2
D Martin,0,14,1
K Harrington,0,13,1
D Patmon,0,2,1
W Demps,0,39,6
J Brent,0,21,1
M Mannix,0,19,2
B Scott,0,8,1
M Broady,0,7,1
B Wright,0,6,1
T Armstrong,0,5,2
X Lane,0,86,6
L Jackson,0,57,7
J Moses,0,48,4
C Echols Luper,0,38,2
D Yelder,1,38,3
N Fant,0,30,3
K Fourtenbary,0,14,2
M Trigg,0,8,1
J Hall,0,98,5
M Dunner,0,54,2
A Davis,0,35,3
R Miller,0,29,2
C Lacanaria,0,27,3
N Givan,0,17,1
C Rudy,0,11,1
C Huntley,0,-4,1
D Eskridge,0,92,2
K Watson,2,45,6
L Sanders,0,12,1
M Heimbuch,1,11,1
D Ernsberger,0,5,1
W Dale,0,27,2
C Woodard,0,16,3
D Paul,0,13,1
D Knight,0,3,1
J Bost,0,-2,1
T Mayfield,0,27,2
J Price,1,25,1
J Okwoli,0,21,2
A Conway,0,10,2
J Harshman,0,9,2
J Ursua,1,102,8
A Barker,0,55,7
D Saint Juste,0,34,3
D Collie,0,29,4
M Unga,0,23,4
K Ewaliko,0,21,2
M Armstrong Brown,0,16,1
A Newsome,1,170,8
M Donaldson,2,108,6
Q Skanes,0,47,4
A McLean,0,35,1
K Dixon,0,26,2
T Beals,0,12,1
K Mensah,0,8,2
D Grayson,3,223,11
T Brown,0,92,9
Q Johnson,0,60,6
H Howe,0,44,3
M Gray,0,7,1
A Lazard,0,63,5
H Butler,0,62,4
