average punt yards, longest punt, name, punts, punts inside the twenty
45.300,54,Tommy Townsend,3,1
41.000,42,Bryan Anger,3,2
55.000,70,Kevin Huber,6,3
48.800,63,Ty Long,5,1
53.000,53,Corey Bojorquez,1,0
46.300,58,Braden Mann,6,0
50.000,55,Sterling Hofrichter,2,0
47.800,53,Michael Dickson,4,2
44.500,51,Mitch Wishnowsky,4,3
47.800,53,Andy Lee,4,1
45.300,53,Logan Cooke,3,1
49.300,55,Jack Fox,4,2
42.600,55,Pat O Donnell,5,2
60.000,60,Joseph Charlton,2,0
42.300,52,AJ Cole,3,0
39.700,55,Jake Bailey,3,3
50.700,58,Matt Haack,3,0
47.300,58,Johnny Hekker,3,2
39.000,54,Chris Jones,4,2
41.700,49,Sam Koch,3,2
45.700,59,Jamie Gillan,3,1
47.000,51,Tress Way,7,2
53.600,62,Cameron Johnston,5,3
44.000,51,Thomas Morstead,6,5
47.200,59,Bradley Pinion,5,0
40.000,40,Britton Colquitt,2,1
40.000,40,JK Scott,1,1
46.400,56,Sam Martin,5,3
51.000,66,Brett Kern,4,2
38.600,53,Riley Dixon,5,3
45.800,59,Dustin Colquitt,4,1
43.000,43,Jamie Gillan,1,0
49.000,50,Kevin Huber,2,0
44.700,51,Pat O Donnell,3,2
58.000,62,Riley Dixon,3,1
42.000,49,Bradley Pinion,4,2
50.500,57,Joseph Charlton,2,1
49.300,58,Andy Lee,4,1
47.300,60,Tress Way,6,3
43.700,61,Ty Long,3,1
44.200,55,Tommy Townsend,5,2
43.500,48,Rigoberto Sanchez,2,1
42.000,46,Britton Colquitt,4,0
43.000,43,Chris Jones,1,0
39.500,44,Sterling Hofrichter,4,1
52.400,63,Matt Haack,5,3
41.000,45,Corey Bojorquez,4,2
60.500,62,Cameron Johnston,2,1
48.000,57,Johnny Hekker,2,1
44.400,52,Braden Mann,5,1
49.800,59,Mitch Wishnowsky,4,2
42.700,54,JK Scott,3,3
54.200,67,Jack Fox,5,2
50.000,63,Michael Dickson,4,4
56.500,57,Jake Bailey,2,0
41.800,54,Dustin Colquitt,5,2
42.300,55,Sam Martin,4,1
46.700,57,Bryan Anger,3,2
47.000,53,Sam Koch,2,1
40.700,57,Brett Kern,3,3
40.000,45,Logan Cooke,2,1
40.000,44,AJ Cole,2,0
36.300,43,Thomas Morstead,3,2
52.300,63,Logan Cooke,3,0
41.000,47,Matt Haack,4,2
58.000,72,Corey Bojorquez,2,2
45.200,49,Sam Martin,5,0
43.800,58,Bradley Pinion,5,3
45.800,57,Jamie Gillan,5,2
49.000,60,Tress Way,3,2
46.000,51,Andy Lee,2,1
55.500,65,Jack Fox,4,3
39.700,47,Ty Long,3,2
47.300,52,Joseph Charlton,4,1
43.800,50,Rigoberto Sanchez,4,3
42.000,45,Braden Mann,5,1
47.300,56,Cameron Johnston,6,3
42.600,49,Kevin Huber,7,4
38.800,45,Sterling Hofrichter,6,2
53.800,64,Pat O Donnell,4,1
54.000,54,Riley Dixon,1,1
47.500,54,Jake Bailey,2,1
45.300,46,AJ Cole,3,1
38.300,46,Thomas Morstead,3,0
38.000,38,JK Scott,1,0
54.700,67,Michael Dickson,7,3
46.300,49,Chris Jones,3,1
44.300,48,Dustin Colquitt,4,1
48.500,58,Bryan Anger,6,1
44.000,53,Britton Colquitt,3,1
47.700,59,Brett Kern,3,1
49.000,50,Sam Koch,3,1
58.000,58,Tommy Townsend,1,0
48.700,53,Braden Mann,3,0
49.000,49,Sam Martin,1,0
44.700,62,Pat O Donnell,7,2
50.400,60,Rigoberto Sanchez,5,2
40.000,40,Kevin Huber,1,0
44.000,46,Logan Cooke,2,0
57.000,58,Bradley Pinion,3,2
53.300,61,Ty Long,3,0
44.300,52,Chris Jones,3,1
42.800,45,Jamie Gillan,4,1
51.000,51,Matt Haack,1,0
46.000,58,Michael Dickson,2,1
44.300,51,Mitch Wishnowsky,4,2
51.200,61,Cameron Johnston,6,3
54.500,57,Jack Fox,4,1
33.000,38,Thomas Morstead,2,1
42.000,42,Joseph Charlton,1,1
41.400,53,Andy Lee,5,2
57.000,57,AJ Cole,1,0
46.300,51,Corey Bojorquez,3,0
56.000,61,Johnny Hekker,5,0
43.200,50,Riley Dixon,5,2
45.800,51,Tress Way,5,2
47.000,51,Sam Koch,3,3
50.300,59,Bryan Anger,4,0
41.500,46,Britton Colquitt,4,1
40.500,44,JK Scott,2,0
40.700,44,Sterling Hofrichter,3,0
60.800,65,Tommy Townsend,4,1
52.300,58,Jake Bailey,3,3
45.600,59,Pat O Donnell,5,3
46.700,56,Bradley Pinion,3,1
46.500,51,Jamie Gillan,2,2
54.000,54,Rigoberto Sanchez,1,1
48.800,67,Tommy Townsend,5,1
53.000,59,AJ Cole,2,1
43.500,48,Chris Jones,2,0
52.000,55,Riley Dixon,2,1
46.300,52,Sterling Hofrichter,3,2
44.700,54,Joseph Charlton,3,1
44.300,58,Mitch Wishnowsky,3,1
42.000,53,Matt Haack,2,0
46.500,59,Braden Mann,6,4
41.800,51,Andy Lee,4,1
44.300,49,Sam Koch,4,0
50.100,60,Kevin Huber,7,0
51.100,61,Tress Way,10,1
41.000,56,Johnny Hekker,5,4
45.200,60,Michael Dickson,5,4
48.000,57,Britton Colquitt,2,0
41.500,44,Dustin Colquitt,2,1
50.000,51,Cameron Johnston,2,0
33.000,33,Bryan Anger,1,1
47.700,52,Logan Cooke,3,3
46.800,50,Thomas Morstead,6,3
48.400,57,Ty Long,7,1
42.700,55,Brett Kern,3,3
64.000,71,Corey Bojorquez,2,1
48.300,60,Jake Bailey,3,2
38.500,46,Sam Martin,2,1
38.400,47,Bradley Pinion,5,1
46.400,55,JK Scott,7,2
45.700,51,Rigoberto Sanchez,3,1
43.700,53,Kevin Huber,3,0
49.200,66,Cameron Johnston,6,1
46.400,59,Sam Koch,7,3
47.000,51,Mitch Wishnowsky,5,2
48.500,63,Johnny Hekker,6,4
35.000,46,Riley Dixon,2,1
55.000,55,Tress Way,1,0
38.000,47,Logan Cooke,2,0
45.000,50,Jack Fox,2,0
49.000,49,Joseph Charlton,1,0
44.300,54,Pat O Donnell,4,3
41.800,44,Dustin Colquitt,5,1
40.300,59,Jamie Gillan,6,2
54.000,54,Brett Kern,1,0
52.300,56,Bryan Anger,4,1
49.500,53,Britton Colquitt,4,1
34.000,43,Sterling Hofrichter,2,1
40.300,46,Matt Haack,7,5
46.200,54,Braden Mann,10,0
53.300,59,Corey Bojorquez,4,4
40.000,42,Tommy Townsend,2,1
43.300,45,Chris Jones,3,0
37.800,49,Andy Lee,4,2
51.000,57,Cameron Johnston,5,1
44.200,56,Riley Dixon,6,3
50.000,50,Jamie Gillan,1,0
53.700,60,Sam Martin,3,1
44.300,57,Tommy Townsend,3,2
47.500,48,Andy Lee,2,0
51.000,66,Michael Dickson,3,1
45.000,47,Sterling Hofrichter,4,0
59.000,67,Jack Fox,3,2
42.000,47,Braden Mann,4,1
45.000,46,Jake Bailey,2,2
45.000,45,Mitch Wishnowsky,1,1
40.300,48,AJ Cole,3,2
42.700,49,Bradley Pinion,3,1
38.000,38,Tress Way,2,2
43.400,49,Chris Jones,5,1
51.000,51,Joseph Charlton,1,1
51.300,67,Bryan Anger,4,2
51.800,62,JK Scott,4,1
46.000,56,Ty Long,3,0
45.400,58,Logan Cooke,5,2
60.500,63,Brett Kern,4,1
50.000,51,Jordan Berry,2,2
44.200,63,Johnny Hekker,5,5
47.600,55,Pat O Donnell,5,2
39.000,45,Joseph Charlton,2,2
39.000,39,Sterling Hofrichter,1,1
54.200,69,Sam Martin,6,1
39.000,43,Ty Long,3,1
39.700,44,Sam Koch,3,2
42.200,56,Jordan Berry,6,2
50.000,55,Pat O Donnell,4,1
38.300,48,Thomas Morstead,4,1
43.300,47,Kevin Huber,3,2
36.000,36,Brett Kern,2,1
40.700,46,Corey Bojorquez,3,0
43.300,64,Jake Bailey,4,1
54.500,59,Jamie Gillan,2,0
56.000,56,AJ Cole,1,1
40.700,44,Tommy Townsend,3,1
45.400,60,Braden Mann,5,1
42.800,63,Matt Haack,9,5
47.300,62,Johnny Hekker,6,2
41.500,43,Cameron Johnston,2,0
39.000,44,Chris Jones,3,0
52.400,59,Jack Fox,5,0
46.000,51,Rigoberto Sanchez,4,3
38.000,38,JK Scott,1,1
37.700,43,Britton Colquitt,3,0
54.000,65,Michael Dickson,4,1
50.500,56,Mitch Wishnowsky,4,1
36.000,38,Riley Dixon,4,2
42.000,49,Bradley Pinion,3,1
54.800,60,Mitch Wishnowsky,4,1
51.300,57,JK Scott,3,0
53.500,54,Corey Bojorquez,2,0
53.000,53,Michael Dickson,1,0
40.300,49,Bradley Pinion,4,0
51.000,51,Thomas Morstead,1,1
42.000,42,Andy Lee,1,0
41.700,44,Matt Haack,3,1
48.700,58,Ty Long,3,1
37.500,45,AJ Cole,4,2
36.000,36,Tommy Townsend,1,1
32.500,44,Joseph Charlton,2,0
51.000,59,Rigoberto Sanchez,4,0
44.700,50,Sam Koch,6,1
39.500,40,Hunter Niswander,2,0
50.800,62,Jordan Berry,4,1
36.600,46,Sterling Hofrichter,5,2
45.000,64,Sam Martin,5,4
46.800,56,Logan Cooke,5,3
44.600,61,Bryan Anger,5,3
55.000,56,Tress Way,2,0
39.500,49,Riley Dixon,4,3
50.500,65,Ryan Allen,8,0
49.700,64,Pat O Donnell,6,2
52.300,54,Britton Colquitt,3,1
46.500,56,Jack Fox,2,0
41.500,49,Braden Mann,2,1
59.000,59,Jake Bailey,1,1
32.000,47,Trevor Daniel,2,0
46.000,46,Rigoberto Sanchez,1,1
52.000,62,Matt Haack,2,1
42.800,57,Ty Long,4,1
43.500,45,Jamie Gillan,4,1
56.000,64,Bryan Anger,3,0
26.000,26,Kaimi Fairbairn,1,1
44.000,47,Andy Lee,3,0
46.500,61,Corey Bojorquez,4,1
53.300,71,Riley Dixon,4,4
