assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
2,1,5,8,4,2,0,0,20.767,Joe Harris,2,21,10,F,7,0,5,2,2
3,1,4,16,7,3,7,7,24.933,Kevin Durant,1,26,22,F,5,3,2,1,1
1,1,9,3,2,2,2,0,17.050,Deandre Jordan,2,21,4,C,11,1,0,0,3
4,0,5,6,2,1,4,4,19.950,Spencer Dinwiddie,0,24,9,G,5,0,3,1,3
4,0,3,16,10,3,2,2,25.300,Kyrie Irving,1,32,26,G,4,0,7,4,1
2,2,4,3,2,0,5,4,19.617,Jarrett Allen,3,12,8,,7,1,0,0,2
0,0,1,4,1,3,4,3,19.717,Landry Shamet,0,12,6,,1,1,4,1,2
5,1,8,17,6,1,6,5,24.817,Caris Levert,1,18,20,,9,2,5,3,2
1,0,0,4,3,3,0,0,17.283,Jeff Green,0,6,7,,0,1,2,1,1
0,1,1,1,0,1,2,1,16.100,Taurean Prince,0,3,1,,1,1,1,0,0
1,0,1,3,1,0,0,0,7.767,Reggie Perry,1,-8,2,,2,0,1,0,0
1,0,1,3,1,1,0,0,7.517,Bruce Brown,0,-7,2,,1,0,1,0,2
0,0,1,1,1,0,0,0,6.600,Rodions Kurucs,0,-9,3,,1,0,1,1,0
0,0,1,6,2,2,0,0,6.600,Timothe Luwawu Cabarrot,1,-9,5,,2,0,3,1,1
0,0,0,1,0,0,0,0,5.983,Tyler Johnson,1,-12,0,,1,1,0,0,0
1,1,2,16,4,4,4,3,31.233,Andrew Wiggins,0,-28,13,F,2,0,6,2,4
0,1,0,6,2,1,2,1,21.550,Eric Paschall,1,-28,6,F,1,0,1,1,0
0,0,5,13,7,2,8,4,24.283,James Wiseman,1,-10,19,C,6,2,1,1,1
2,2,3,14,3,1,0,0,25.650,Kelly Oubre Jr,4,-28,6,G,7,1,6,0,3
10,0,1,21,7,1,4,4,30.317,Stephen Curry,3,-23,20,G,4,2,10,2,3
0,0,2,4,2,3,1,0,11.283,Kevon Looney,0,-10,4,,2,0,0,0,2
2,0,2,2,1,3,0,0,11.583,Kent Bazemore,0,-3,2,,2,1,1,0,2
2,0,6,2,1,0,0,0,12.233,Damion Lee,1,8,3,,7,0,1,1,0
1,0,5,10,4,2,0,0,12.433,Marquese Chriss,3,-6,9,,8,0,3,1,0
3,0,2,4,1,2,0,0,17.917,Jordan Poole,0,-3,2,,2,0,1,0,2
3,0,1,2,0,2,4,3,21.667,Brad Wanamaker,0,1,3,,1,0,1,0,1
2,2,4,2,2,3,0,0,13.250,Juan Toscano Anderson,0,-9,4,,4,0,0,0,0
0,0,1,3,3,0,0,0,6.600,Mychal Mulder,0,9,8,,1,0,2,2,0
1,1,4,11,5,2,6,5,33.050,Patrick Williams,0,-23,16,F,4,1,3,1,0
4,0,6,9,6,1,5,5,30.200,Lauri Markkanen,1,-34,21,F,7,2,6,4,2
2,0,5,5,2,3,2,2,25.767,Wendell Carter Jr,1,-13,6,C,6,0,2,0,3
1,0,1,19,9,5,3,3,25.300,Zach Lavine,1,-26,22,G,2,1,8,1,5
7,0,2,11,2,2,4,4,30.467,Coby White,0,-13,9,G,2,2,7,1,3
1,0,2,10,5,2,4,4,23.367,Otto Porter Jr,3,-9,14,,5,2,2,0,1
2,0,3,6,2,2,0,0,19.583,Ryan Arcidiacono,0,6,5,,3,1,4,1,0
0,1,1,4,2,1,4,1,16.900,Daniel Gafford,0,2,5,,1,0,0,0,0
0,0,4,6,1,3,0,0,18.583,Chandler Hutchison,1,4,2,,5,0,0,0,1
2,1,1,6,2,1,0,0,16.783,Adam Mokoka,1,6,4,,2,1,3,0,0
1,0,3,6,5,3,0,0,25.900,Deandre Hunter,0,40,11,F,3,0,1,1,2
3,0,4,6,4,2,4,4,24.433,Danilo Gallinari,0,31,13,F,4,0,2,1,3
2,2,4,10,6,4,2,2,18.050,John Collins,0,21,14,C,4,0,2,0,0
0,0,5,11,6,3,2,2,23.767,Cam Reddish,1,27,15,G,6,2,3,1,1
7,0,4,12,10,1,14,12,25.967,Trae Young,2,30,37,G,6,0,6,5,4
2,0,7,12,5,2,3,2,24.933,Bogdan Bogdanovic,0,0,15,,7,1,8,3,2
0,1,3,3,0,2,0,0,28.400,Solomon Hill,0,-8,0,,3,0,3,0,3
4,0,2,10,4,2,2,1,27.050,Kevin Huerter,0,0,11,,2,1,6,2,0
1,0,4,3,2,3,2,1,18.133,Bruno Fernando,3,-1,5,,7,2,0,0,3
4,0,1,4,1,4,0,0,13.233,Brandon Goodwin,0,-16,3,,1,0,3,1,1
0,0,1,2,0,2,0,0,5.067,Nathan Knight,2,-12,0,,3,0,0,0,2
0,0,0,1,0,1,0,0,5.067,Skylar Mays,0,-12,0,,0,0,1,0,0
5,0,3,5,4,1,2,2,33.533,Isaac Okoro,0,7,11,F,3,0,2,1,2
8,2,8,9,5,4,2,2,33.567,Larry Nance Jr,5,3,13,F,13,3,1,1,2
4,0,11,18,7,2,0,0,27.217,Andre Drummond,3,-5,14,C,14,1,1,0,5
5,0,2,16,9,4,9,6,37.083,Collin Sexton,0,6,27,G,2,0,4,3,2
6,0,6,13,7,3,4,4,32.550,Darius Garland,0,4,22,G,6,1,8,4,2
2,0,3,9,4,2,0,0,17.950,Cedi Osman,1,-4,11,,4,0,6,3,1
1,1,6,7,6,3,1,1,19.200,Javale McGee,1,12,13,,7,1,1,0,1
3,0,0,4,3,3,0,0,15.867,Dean Wade,0,2,7,,0,3,2,1,2
0,0,0,5,1,0,0,0,9.483,Dylan Windler,0,-4,3,,0,2,4,1,1
0,0,1,1,0,0,0,0,13.533,Damyean Dotson,0,14,0,,1,1,1,0,0
0,0,0,0,0,0,2,0,0.017,Marques Bolden,0,0,0,,0,0,0,0,0
7,0,4,18,11,4,2,2,36.217,Gordon Hayward,0,-2,28,F,4,1,8,4,3
2,1,2,5,1,1,2,2,21.383,PJ Washington,0,-17,4,F,2,0,1,0,0
0,1,2,6,3,1,1,0,18.950,Cody Zeller,1,-10,6,C,3,3,2,0,1
2,1,2,23,15,5,4,2,37.517,Terry Rozier,1,-4,42,G,3,2,16,10,3
10,0,1,13,4,1,0,0,37.117,Devonte Graham,2,-7,10,G,3,0,9,2,2
1,0,5,10,3,1,0,0,22.083,Miles Bridges,1,6,6,,6,1,5,0,0
3,0,1,5,0,2,0,0,15.800,Lamelo Ball,0,2,0,,1,2,3,0,3
0,1,3,5,5,1,5,1,24.350,Bismack Biyombo,1,0,11,,4,0,0,0,2
4,0,4,3,2,1,1,1,21.017,Cody Martin,1,2,5,,5,0,0,0,0
0,0,0,2,1,0,0,0,5.567,Jalen McDaniels,1,-5,2,,1,1,0,0,1
2,1,7,28,12,2,0,0,32.817,Jayson Tatum,0,-6,30,F,7,2,13,6,2
1,0,4,10,6,3,0,0,22.400,Tristan Thompson,4,-6,12,F,8,0,0,0,0
3,0,3,8,4,1,0,0,24.667,Daniel Theis,0,7,10,C,3,0,6,2,0
4,1,5,24,13,3,4,4,37.633,Jaylen Brown,0,8,33,G,5,2,8,3,0
7,2,1,3,0,2,4,3,38.450,Marcus Smart,0,0,3,G,1,0,2,0,2
1,0,1,5,1,2,0,0,14.583,Grant Williams,0,-19,3,,1,1,4,1,1
4,1,1,15,7,1,2,1,25.000,Jeff Teague,2,8,19,,3,2,4,4,0
0,1,1,2,2,1,0,0,12.467,Robert Williams Iii,3,-5,4,,4,0,0,0,1
0,0,1,4,1,1,0,0,13.000,Payton Pritchard,0,-2,3,,1,1,2,1,0
1,0,3,2,2,1,1,0,18.983,Semi Ojeleye,1,20,5,,4,0,1,1,0
8,0,12,20,10,2,4,4,37.550,Khris Middleton,2,7,27,F,14,0,8,3,2
2,2,11,26,13,5,8,6,36.400,Giannis Antetokounmpo,2,-1,35,F,13,0,8,3,7
0,2,1,4,3,3,0,0,29.083,Brook Lopez,2,22,7,C,3,0,2,1,0
3,0,3,11,6,3,0,0,27.217,Donte Divincenzo,2,4,15,G,5,2,4,3,1
3,1,4,16,10,3,4,4,38.383,Jrue Holiday,2,-5,25,G,6,2,4,1,3
1,0,3,3,1,0,2,1,16.367,Bobby Portis,1,-16,3,,4,0,0,0,1
1,0,1,3,2,1,0,0,23.133,Pat Connaughton,0,-14,6,,1,0,3,2,1
1,1,5,2,0,2,0,0,12.883,DJ Wilson,0,-6,0,,5,0,2,0,1
0,0,1,5,1,1,0,0,13.517,Bryn Forbes,0,4,3,,1,0,4,1,0
0,0,0,0,0,0,0,0,5.467,Sam Merrill,0,0,0,,0,0,0,0,0
6,0,3,14,7,6,1,1,33.217,Dillon Brooks,1,-10,16,F,4,2,3,1,2
2,0,10,8,3,3,0,0,28.833,Kyle Anderson,0,-6,7,F,10,0,3,1,2
2,1,10,11,6,4,6,2,29.550,Jonas Valanciunas,3,-4,15,C,13,1,1,1,1
5,1,2,7,2,1,0,0,26.950,Grayson Allen,0,-3,6,G,2,0,6,2,0
9,1,2,27,18,1,8,7,35.167,Ja Morant,0,10,44,G,2,2,2,1,1
1,2,2,6,1,1,0,0,24.533,Deanthony Melton,0,-7,3,,2,0,3,1,0
0,1,3,9,5,1,1,0,25.850,Brandon Clarke,0,-8,10,,3,0,2,0,1
1,2,1,3,2,2,0,0,11.767,Gorgui Dieng,0,-6,5,,1,1,2,1,1
0,0,3,5,2,1,0,0,10.550,Desmond Bane,1,-6,6,,4,0,4,2,1
1,0,1,5,3,0,2,1,13.583,Tyus Jones,0,-20,7,,1,0,1,0,2
9,1,7,14,7,1,15,14,34.883,Demar Derozan,2,-1,28,F,9,1,0,0,1
3,0,5,10,5,1,7,5,32.017,Keldon Johnson,0,3,16,F,5,3,3,1,2
1,1,3,17,9,3,1,1,28.767,Lamarcus Aldridge,0,-2,20,C,3,0,4,1,2
2,1,5,9,6,3,1,1,34.383,Lonnie Walker Iv,1,0,16,G,6,1,4,3,1
9,0,6,15,9,3,2,2,30.650,Dejounte Murray,0,6,21,G,6,2,3,1,3
2,0,2,11,5,4,1,1,19.300,Patty Mills,0,13,13,,2,0,4,2,0
1,1,3,6,2,1,0,0,19.233,Jakob Poeltl,4,14,4,,7,1,0,0,0
1,3,7,9,4,1,2,1,21.100,Rudy Gay,0,14,10,,7,0,5,1,1
0,1,2,4,1,1,0,0,19.667,Devin Vassell,1,13,3,,3,0,2,1,0
3,0,3,5,0,2,0,0,18.983,Dwayne Bacon,0,0,0,F,3,0,1,0,0
0,0,4,11,8,4,6,3,26.000,Aaron Gordon,3,17,20,F,7,4,4,1,2
3,1,9,13,5,0,8,2,33.550,Nikola Vucevic,2,0,15,C,11,1,5,3,2
4,0,0,13,9,2,5,4,30.717,Evan Fournier,0,0,25,G,0,3,5,3,2
4,1,5,15,6,4,3,3,28.817,Markelle Fultz,0,3,15,G,5,1,3,0,4
2,0,3,3,1,0,2,1,22.000,Chuma Okeke,2,-11,3,,5,1,1,0,1
1,0,3,14,6,1,4,4,28.550,Terrence Ross,0,9,19,,3,1,6,3,3
6,0,2,5,3,1,0,0,19.183,Cole Anthony,0,3,6,,2,2,1,0,3
0,1,0,5,2,2,0,0,17.750,Michael Carter Williams,3,3,4,,3,1,2,0,0
0,0,1,4,2,3,2,2,14.450,Khem Birch,1,6,6,,2,1,0,0,0
7,0,2,15,7,1,5,5,35.700,Jimmy Butler,1,-5,19,F,3,7,0,0,6
1,0,2,4,1,0,0,0,22.717,Maurice Harkless,0,-4,3,F,2,0,2,1,0
4,1,8,16,11,4,4,3,34.683,Bam Adebayo,3,-12,25,C,11,0,0,0,7
1,0,5,8,4,2,3,3,30.333,Duncan Robinson,0,-5,14,G,5,0,6,3,1
4,0,6,14,6,3,0,0,32.100,Tyler Herro,0,-7,13,G,6,0,5,1,4
7,0,4,13,8,4,3,3,25.967,Goran Dragic,0,7,20,,4,1,4,1,1
0,1,2,2,0,3,0,0,16.833,Andre Iguodala,2,-3,0,,4,1,0,0,3
1,0,3,6,2,2,0,0,19.983,Kelly Olynyk,0,-3,5,,3,2,3,1,0
0,0,2,4,3,2,4,2,13.650,Precious Achiuwa,1,6,8,,3,0,0,0,0
0,0,2,1,0,0,0,0,8.033,Kendrick Nunn,0,-4,0,,2,0,0,0,0
2,3,4,15,9,3,3,3,29.617,Michael Porter Jr,1,0,24,F,5,2,7,3,2
3,0,5,13,7,3,0,0,36.100,Paul Millsap,2,-6,16,F,7,0,5,2,1
14,2,12,18,11,3,9,6,41.850,Nikola Jokic,3,5,29,C,15,0,2,1,6
2,1,2,9,4,2,2,2,41.550,Gary Harris,0,5,10,G,2,0,4,0,0
1,0,4,9,1,6,7,7,34.450,Jamal Murray,0,3,9,G,4,2,5,0,2
4,1,2,16,7,2,2,1,33.450,Will Barton,0,1,16,,2,2,3,1,0
0,0,2,6,1,0,0,0,16.317,Monte Morris,0,-7,2,,2,0,1,0,1
2,2,3,5,3,1,1,1,14.650,PJ Dozier,2,-6,7,,5,0,1,0,1
0,0,1,1,1,1,0,0,8.133,Facundo Campazzo,0,-4,3,,1,0,1,1,0
0,2,1,6,3,4,0,0,8.883,Isaiah Hartenstein,2,-1,6,,3,0,0,0,2
5,0,8,15,8,1,7,5,41.950,Harrison Barnes,1,3,21,F,9,2,3,0,1
0,1,8,15,5,6,4,3,27.350,Marvin Bagley Iii,2,2,13,F,10,0,4,0,2
1,1,3,6,3,6,0,0,22.983,Richaun Holmes,6,1,6,C,9,0,0,0,1
3,0,3,15,7,5,3,3,41.117,Buddy Hield,1,-2,22,G,4,1,11,5,3
7,1,2,20,8,2,5,4,38.733,Deaaron Fox,2,-2,21,G,4,1,2,1,2
4,2,3,10,6,4,2,1,29.367,Cory Joseph,0,8,15,,3,1,5,2,2
2,0,1,8,3,3,4,4,15.933,Nemanja Bjelica,3,-4,10,,4,0,1,0,1
1,1,7,6,2,2,2,0,17.567,Hassan Whiteside,2,3,4,,9,0,0,0,2
4,1,1,7,3,0,4,4,30.000,Tyrese Haliburton,1,1,12,,2,0,5,2,0
1,0,1,8,2,2,1,1,22.967,TJ Warren,0,6,5,F,1,0,2,0,0
5,0,9,18,11,5,12,8,36.800,Domantas Sabonis,4,12,32,F,13,1,4,2,4
1,8,7,9,4,1,2,2,28.800,Myles Turner,1,20,10,C,8,0,4,0,2
4,0,4,14,9,3,3,2,28.267,Victor Oladipo,0,5,22,G,4,1,5,2,1
8,0,5,16,8,2,3,3,34.850,Malcolm Brogdon,2,0,21,G,7,2,4,2,1
0,1,4,6,2,2,2,1,22.383,Justin Holiday,0,-1,6,,4,0,5,1,1
2,0,5,12,5,2,4,3,28.283,Doug McDermott,1,6,13,,6,1,6,0,1
2,0,2,8,3,3,0,0,17.317,Aaron Holiday,1,5,7,,3,0,4,1,2
5,0,3,3,2,4,2,1,20.333,TJ McConnell,1,17,5,,4,1,0,0,1
2,0,1,10,4,3,0,0,25.633,Reggie Bullock,0,-16,11,F,1,1,8,3,0
9,0,8,15,7,5,4,3,35.467,Julius Randle,1,-5,17,F,9,0,2,0,5
0,3,4,2,1,3,2,1,21.167,Mitchell Robinson,2,-17,3,C,6,0,0,0,0
5,0,8,15,11,3,2,1,34.367,Rj Barrett,0,-10,26,G,8,0,3,3,1
3,0,1,7,3,3,0,0,22.167,Elfrid Payton,1,-15,7,G,2,1,1,1,5
1,1,2,2,1,3,0,0,9.367,Nerlens Noel,1,0,2,,3,1,0,0,2
3,1,4,12,6,3,9,8,31.667,Alec Burks,0,4,22,,4,1,4,2,1
1,0,1,3,1,0,3,3,12.433,Immanuel Quickley,0,5,5,,1,1,1,0,0
1,2,3,12,3,0,0,0,23.550,Obi Toppin,0,-4,9,,3,0,7,3,0
0,1,3,5,2,3,1,0,18.483,Kevin Knox Ii,0,-6,4,,3,2,1,0,2
0,0,0,2,0,1,2,1,4.783,Frank Ntilikina,0,-5,1,,0,1,1,0,0
0,0,0,0,0,0,0,0,0.917,Theo Pinson,0,-1,0,,0,0,0,0,0
2,2,6,10,4,4,0,0,36.217,Og Anunoby,2,-14,8,F,8,3,5,0,4
6,0,6,17,8,1,2,1,38.683,Pascal Siakam,0,-15,20,F,6,0,7,3,4
0,0,8,9,5,2,0,0,28.100,Aron Baynes,1,-17,11,C,9,0,4,1,1
10,0,0,15,7,3,0,0,38.567,Kyle Lowry,1,-1,18,G,1,1,9,4,6
3,0,2,12,3,4,2,1,29.600,Fred Vanvleet,1,-18,9,G,3,3,8,2,1
4,0,2,6,3,2,0,0,20.283,Matt Thomas,0,-1,9,,2,2,5,3,0
1,0,1,11,2,4,8,7,23.150,Norman Powell,0,-13,12,,1,1,6,1,0
0,2,3,8,6,2,0,0,14.783,Chris Boucher,2,2,12,,5,0,1,0,2
0,1,0,0,0,0,0,0,5.500,Deandre Bembry,0,4,0,,0,0,0,0,1
0,0,0,0,0,0,0,0,2.583,Terence Davis,0,-1,0,,0,0,0,0,1
0,0,0,0,0,0,0,0,1.267,Stanley Johnson,0,2,0,,0,0,0,0,0
0,0,0,1,0,0,0,0,1.267,Malachi Flynn,0,2,0,,0,0,1,0,0
11,1,9,19,10,2,2,1,37.333,Brandon Ingram,0,17,24,F,9,3,6,3,3
3,1,6,9,7,3,4,1,29.567,Zion Williamson,4,6,15,F,10,1,0,0,6
3,2,6,6,4,1,0,0,30.617,Steven Adams,2,16,8,C,8,4,0,0,0
2,2,4,9,4,3,6,4,28.800,Lonzo Ball,1,16,16,G,5,1,8,4,5
6,1,2,12,6,1,4,2,34.450,Eric Bledsoe,0,4,18,G,2,1,8,4,4
1,0,3,14,8,4,1,1,28.867,JJ Redick,0,10,23,,3,0,11,6,1
1,0,4,5,2,2,3,1,26.683,Josh Hart,1,8,6,,5,2,4,1,2
1,0,0,0,0,1,0,0,6.283,Jaxson Hayes,0,1,0,,0,0,0,0,1
2,0,2,4,0,0,0,0,13.517,Nicolo Melli,0,-6,0,,2,1,3,0,1
0,0,1,2,1,0,0,0,3.883,Nickeil Alexander Walker,0,-2,3,,1,0,2,1,1
2,0,0,6,1,2,0,0,18.267,Danny Green,0,-27,2,F,0,2,4,0,1
0,1,4,13,3,4,4,4,31.133,Tobias Harris,4,-7,10,F,8,0,4,0,2
2,1,12,17,10,3,9,8,34.833,Joel Embiid,2,-2,29,C,14,0,1,1,3
4,0,0,8,4,4,4,4,32.267,Seth Curry,0,-1,13,G,0,2,5,1,1
7,3,8,12,7,3,6,2,32.417,Ben Simmons,1,-2,16,G,9,2,0,0,4
3,0,1,11,6,3,7,5,29.733,Shake Milton,0,33,19,,1,3,4,2,0
0,2,1,9,4,1,0,0,20.183,Furkan Korkmaz,0,14,11,,1,1,6,3,2
2,1,7,2,2,3,0,0,13.167,Dwight Howard,3,8,4,,10,0,0,0,2
2,0,2,6,3,0,0,0,10.850,Tyrese Maxey,0,3,6,,2,0,1,0,1
0,0,2,3,1,1,0,0,16.867,Mike Scott,0,13,3,,2,1,3,1,0
0,0,0,0,0,1,0,0,0.283,Matisse Thybulle,0,-2,0,,0,0,0,0,0
2,0,2,3,2,2,1,0,16.717,Isaac Bonga,1,7,5,F,3,2,1,1,1
1,0,4,2,2,3,2,1,28.100,Deni Avdija,0,14,7,F,4,1,2,2,1
0,1,4,13,5,5,1,0,25.550,Thomas Bryant,1,2,10,C,5,0,3,0,2
3,0,2,22,11,3,7,6,35.733,Bradley Beal,0,6,31,G,2,4,8,3,6
15,0,9,22,9,3,5,3,36.300,Russell Westbrook,2,10,21,G,11,0,2,0,6
1,0,3,3,1,2,0,0,22.433,Troy Brown Jr,0,-23,3,,3,0,2,1,0
3,1,4,7,2,1,2,2,22.883,Ish Smith,0,-21,7,,4,0,2,1,1
0,1,2,3,1,4,0,0,16.533,Robin Lopez,1,-16,3,,3,0,1,1,2
1,1,3,7,4,0,2,2,20.133,Davis Bertans,0,-3,14,,3,0,6,4,0
1,0,0,1,0,0,3,2,9.700,Raul Neto,0,-14,2,,0,0,0,0,0
1,0,2,2,2,3,0,0,5.917,Moritz Wagner,0,8,4,,2,0,0,0,0
0,2,5,11,5,2,4,4,35.950,Mikal Bridges,2,9,18,F,7,0,7,4,0
4,0,9,6,1,0,2,1,25.950,Jae Crowder,0,-12,4,F,9,0,5,1,1
