ats margin, ats streak, cdivision, coach, completions, conference, date, day, division, dpa, dps, first downs, fourth downs attempted, fourth downs made, full name, fumbles, fumbles lost, game number, game type, heritage total open, interceptions, line, losses, margin, margin after the first, margin after the third, margin at the half, matchup losses, matchup wins, month, mybookie total open, opponents, ou margin, ou streak, overtime, passes, passing yards, penalties, penalties yards, penalty yards, playoffs, points, quarter scores, rank, rest, rot, round, rushes, rushing yards, school, season, seed, site, site streak, start time, streak, team, temperature, third downs attempted, third downs made, time of possession, total, turnover margin, turnovers, week, wind, wins
8.000,-1,,Al Luginbill,,WAC,19891021,Saturday,1A,,,,,,San Diego State Aztecs,,,7,RS,,,-20.000,3,28,,,,0,0,10,,['AIR', 'UCLA', 'CFUL', 'UTAH', 'HAW', 'LBST'],,,0,,,,,,0,35,,,6,,,,,,1989,,home,1,,1,SDST,,,,,,,,8,,2
-8.000,0,,,,,19891021,Saturday,1AA,,,,,,,,,1,RS,,,20.000,0,-28,,,,0,0,10,,[],,0,0,,,,,,0,7,,,,,,,,,1989,,away,0,,0,PAC,,,,,,,,8,,0
-9.500,1,,Curley Hallman,,IND,19891021,Saturday,1A,,,,,,Southern Mississippi Golden Eagles,,,8,RS,,,-6.500,4,-3,,,,0,0,10,,['FLST', 'MSST', 'AUB', 'TCU', 'TXAM', 'TLN', 'LOU'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,-1,,2,SMIS,,,,,,,,8,,3
9.500,,,Nelson Stokley,,IND,19891021,Saturday,1A,,,,,,UL Lafayette Ragin Cajuns,,,8,RS,,,6.500,3,3,,,,0,0,10,,['LTCH', 'CMCH', 'TLN', 'RICE', 'LMON', 'TLS', 'ALA'],,,0,,,,,,0,24,,,6,,,,,,1989,,away,-1,,-1,LLAF,,,,,,,,8,,4
-16.500,-1,,Dennis Green,,P10,19891021,Saturday,1A,,,,,,Stanford Cardinal,,,7,RS,,,-13.500,5,-3,,,,0,0,10,,['ARZ', 'ORST', 'ORE', 'SJST', 'NOTD', 'WAST'],,,0,,,,,,0,24,,,6,,,,,,1989,,home,-1,,-3,STAN,,,,,,,,8,,1
16.500,-1,,Jim Fassel,,WAC,19891021,Saturday,1A,,,,,,Utah Utes,,,8,RS,,,13.500,5,3,,,,0,0,10,,['FRES', 'UTST', 'NEB', 'HAW', 'SDST', 'UTEP', 'WYO'],,,0,,,,,,0,27,,,6,,,,,,1989,,away,-2,,-1,UTAH,,,,,,,,8,,2
29.500,1,,Jim Wacker,,SWC,19891021,Saturday,1A,,,,,,Texas Christian Horned Frogs,,,7,RS,,,11.500,3,18,,,,0,0,10,,['MIZ', 'TXAM', 'SMIS', 'SMU', 'ARK', 'RICE'],,,0,,,,,,0,27,,,6,,,,,,1989,,home,-1,,1,TCU,,,,,,,,8,,3
-29.500,-1,,Fisher DeBerry,,WAC,19891021,Saturday,1A,,,,,,Air Force Falcons,,,8,RS,,,-11.500,1,-18,,,,0,0,10,,['SDST', 'WYO', 'NORW', 'UTEP', 'COST', 'NAVY', 'NOTD'],,,0,,,,,,0,9,,,6,,,,,,1989,,away,1,,-1,AIR,,,,,,,,8,,6
0.500,1,,Greg Davis,,IND,19891021,Saturday,1A,,,,,,Tulane Green Wave,,,7,RS,,,4.500,4,-4,,,,0,0,10,,['HAW', 'RICE', 'LLAF', 'FLST', 'IWST', 'SMIS'],,,0,,,,,,0,28,,,13,,,,,,1989,,home,-1,,-3,TLN,,,,,,,,8,,2
-0.500,1,,Billy Brewer,,SEC,19891021,Saturday,1A,,,,,,Mississippi Rebels,,,7,RS,,,-4.500,2,4,,,,0,0,10,,['MEM', 'FLA', 'AKST', 'ARK', 'ALA', 'GEO'],,,0,,,,,,0,32,,,6,,,,,,1989,,away,4,,1,MIS,,,,,,,,8,,4
7.000,-2,,Dave Radar,,IND,19891021,Saturday,1A,,,,,,Tulsa Golden Hurricane,,,8,RS,,,0.000,3,7,,,,0,0,10,,['UTEP', 'OKST', 'ARK', 'NMX', 'IOWA', 'LLAF', 'NMST'],,,0,,,,,,0,31,,,6,,,,,,1989,,home,1,,1,TLS,,,,,,,,8,,4
-7.000,-1,,Howard Schnellenberger,,IND,19891021,Saturday,1A,,,,,,Louisville Cardinals,,,6,RS,,,0.000,2,-7,,,,0,0,10,,['WYO', 'KAN', 'WVA', 'CIN', 'SMIS'],,,0,,,,,,0,24,,,6,,,,,,1989,,away,3,,-1,LOU,,,,,,,,8,,3
3.000,-1,,Spike Dykes,,SWC,19891021,Saturday,1A,,,,,,Texas Tech Red Raiders,,,7,RS,,,-13.000,2,16,,,,0,0,10,,['ARZ', 'NMX', 'OKST', 'BAY', 'TXAM', 'ARK'],,,0,,,,,,0,41,,,6,,,,,,1989,,home,2,,-1,TXT,,,,,,,,8,,4
-3.000,-1,,Fred Goldsmith,,SWC,19891021,Saturday,1A,,,,,,Rice Owls,,,7,RS,,,13.000,4,-16,,,,0,0,10,,['SMU', 'TLN', 'LLAF', 'WAKE', 'TEX', 'TCU'],,,0,,,,,,0,25,,,6,,,,,,1989,,away,1,,-2,RICE,,,,,,,,8,,1
-9.500,-2,,Watson Brown,,SEC,19891021,Saturday,1A,,,,,,Vanderbilt Commodores,,,6,RS,,,9.500,4,-19,,,,0,0,10,,['MSST', 'OHU', 'ALA', 'MEM', 'FLA'],,,0,,,,,,0,16,,,6,,,,,,1989,,home,-2,,-3,VAN,,,,,,,,8,,1
9.500,-1,,Ray Goff,,SEC,19891021,Saturday,1A,,,,,,Georgia Bulldogs,,,6,RS,,,-9.500,3,19,,,,0,0,10,,['BAY', 'MSST', 'SCAR', 'TEN', 'MIS'],,,0,,,,,,0,35,,,6,,,,,,1989,,away,-2,,-3,GEO,,,,,,,,8,,2
1.500,1,,George Welsh,,ACC,19891021,Saturday,1A,,,,,,Virginia Cavaliers,,,8,RS,,,-17.500,2,19,,,,0,0,10,,['NOTD', 'PNST', 'GTCH', 'DUKE', 'WAM', 'CLEM', 'NCAR'],,,0,,,,,,0,47,,,6,,,,,,1989,,home,1,,1,VIR,,,,,,,,8,,5
-1.500,-3,,Bill Dooley,,ACC,19891021,Saturday,1A,,,,,,Wake Forest Demon Deacons,,,7,RS,,,17.500,4,-19,,,,0,0,10,,['APP', 'NCST', 'ARMY', 'RICE', 'NCAR', 'MARY'],,,0,,,,,,0,28,,,6,,,,,,1989,,away,1,,-1,WAKE,,,,,,,,8,,1
-6.500,3,,Don James,,P10,19891021,Saturday,1A,,,,,,Washington State Cougars,,,8,RS,,,-4.500,1,-2,,,,0,0,10,,['IDA', 'BYU', 'ORST', 'WYO', 'USC', 'ORE', 'STAN'],,,0,,,,,,0,21,,,6,,,,,,1989,,home,1,,2,WAST,,,,,,,,8,,6
6.500,1,,Dick Tomey,,P10,19891021,Saturday,1A,,,,,,Arizona Wildcats,,,7,RS,,,4.500,2,2,,,,0,0,10,,['STAN', 'TXT', 'OKLA', 'WAS', 'ORE', 'UCLA'],,,0,,,,,,0,23,,,6,,,,,,1989,,away,1,,1,ARZ,,,,,,,,8,,4
0.500,4,,Don Morton,,B10,19891021,Saturday,1A,,,,,,Wisconsin Badgers,,,6,RS,,,-3.500,4,4,,,,0,0,10,,['MIAF', 'TOL', 'CAL', 'MICH', 'IOWA'],,,0,,,,,,0,35,,,6,,,,,,1989,,home,1,,-3,WIS,,,,,,,,8,,1
-0.500,1,,Francis Peay,,B10,19891021,Saturday,1A,,,,,,Northwestern Wildcats,,,6,RS,,,3.500,5,-4,,,,0,0,10,,['DUKE', 'AIR', 'RUT', 'IND', 'MIN'],,,0,,,,,,0,31,,,6,,,,,,1989,,away,1,,-5,NORW,,,,,,,,8,,0
32.500,-3,,Don Nehlen,,IND,19891021,Saturday,1A,,,,,,West Virginia Mountaineers,,,7,RS,,,-33.500,1,66,,,,0,0,10,,['BALL', 'MARY', 'SCAR', 'LOU', 'PIT', 'VTCH'],,,0,,,,,,0,69,,,13,,,,,,1989,,home,2,,-1,WVA,,,,,,,,8,,4
-32.500,-3,,Tim Murphy,,IND,19891021,Saturday,1A,,,,,,Cincinnati Bearcats,,,7,RS,,,33.500,4,-66,,,,0,0,10,,['RUT', 'ECAR', 'MIAO', 'LOU', 'MIAF', 'MEM'],,,0,,,,,,0,3,,,6,,,,,,1989,,away,1,,-3,CIN,,,,,,,,8,,1
,,,Gerry Faust,,IND,19891028,Saturday,1A,,,,,,Akron Zips,,,3,NL,,,,1,31,,,,0,0,10,,['VTCH', 'BOWL'],,,0,,,,,,0,31,,,27,,,,,,1989,,home,-2,,1,AKRON,,,,,,,,9,,1
,-4,,Tim Murphy,,IND,19891028,Saturday,1A,,,,,,Cincinnati Bearcats,,,8,NL,,,,5,-31,,,,0,0,10,,['RUT', 'ECAR', 'MIAO', 'LOU', 'MIAF', 'MEM', 'WVA'],,,0,,,,,,0,0,,,6,,,,,,1989,,away,-1,,-4,CIN,,,,,,,,9,,1
11.000,-1,,Ken Hatfield,,SWC,19891028,Saturday,1A,,,,,,Arkansas Razorbacks,,,7,RS,,,5.000,1,6,,,,0,0,10,,['TLS', 'MIS', 'UTEP', 'TCU', 'TXT', 'TEX'],,,0,,,,,,0,45,,,6,,,,,,1989,,home,1,,-1,ARK,,,,,,,,9,,5
-11.000,1,,Jack Pardee,,SWC,19891028,Saturday,1A,,,,,,Houston Cougars,,,7,RS,,,-5.000,1,-6,,,,0,0,10,,['UNLV', 'AZST', 'TEM', 'BAY', 'TXAM', 'SMU'],,,0,,,,,,0,39,,,6,,,,,,1989,,away,1,,1,HOU,,,,,,,,9,,5
14.000,,,Jim Young,,IND,19891028,Saturday,1A,,,,,,Army Black Knights,,,7,RS,,,-7.000,2,21,,,,0,0,10,,['SYR', 'WAKE', 'HVD', 'DUKE', 'HCR', 'LAF'],,,0,,,,,,0,35,,,6,,,,,,1989,,home,2,,2,ARMY,,,,,,,,9,,4
-14.000,-1,,Dick Anderson,,IND,19891028,Saturday,1A,,,,,,Rutgers Scarlet Knights,,,8,RS,,,7.000,3,-21,,,,0,0,10,,['CIN', 'BALL', 'BCOL', 'NORW', 'PNST', 'KTKY', 'SYR'],,,0,,,,,,0,14,,,6,,,,,,1989,,away,1,,-3,RUT,,,,,,,,9,,2
,2,,Dick Tomey,,P10,19891028,Saturday,1A,,,,,,Arizona Wildcats,,,8,NL,,,,2,24,,,,0,0,10,,['STAN', 'TXT', 'OKLA', 'WAS', 'ORE', 'UCLA', 'WAST'],,,0,,,,,,0,38,,,6,,,,,,1989,,home,-1,,2,ARZ,,,,,,,,9,,5
,-1,,,,,19891028,Saturday,1AA,,,,,,,,,2,NL,,,,1,-24,,,,0,0,10,,['SDST'],,,0,,,,,,0,14,,,6,,,,,,1989,,away,-1,,-1,PAC,,,,,,,,9,,0
-3.000,-2,,Pat Dye,,SEC,19891028,Saturday,1A,,,,,,Auburn Tigers,,,7,RS,,,-17.000,2,14,,,,0,0,10,,['APAC', 'SMIS', 'TEN', 'KTKY', 'LSU', 'FLST'],,,0,,,,,,0,14,,,6,,,,,,1989,,home,-1,,-1,AUB,,,,,,,,9,,4
3.000,,,Rockey Felker,,SEC,19891028,Saturday,1A,,,,,,Mississippi State Bulldogs,,,7,RS,,,17.000,2,-14,,,,0,0,10,,['VAN', 'SMIS', 'GEO', 'FLA', 'LMON', 'MEM'],,,0,,,,,,0,0,,,6,,,,,,1989,,away,2,,2,MSST,,,,,,,,9,,4
13.500,-3,,Larry Marmie,,P10,19891028,Saturday,1A,,,,,,Arizona State Sun Devils,,,8,RS,,,8.500,3,5,,,,0,0,10,,['KAST', 'SJST', 'HOU', 'MIZ', 'UCLA', 'ORST', 'ORE'],,,0,,,,,,0,44,,,6,,,,,,1989,,home,1,,-1,AZST,,,,,,,,9,,3
-13.500,-1,,Don James,,P10,19891028,Saturday,1A,,,,,,Washington State Cougars,,,9,RS,,,-8.500,2,-5,,,,0,0,10,,['IDA', 'BYU', 'ORST', 'WYO', 'USC', 'ORE', 'STAN', 'ARZ'],,,0,,,,,,0,39,,,6,,,,,,1989,,away,2,,-1,WAST,,,,,,,,9,,6
9.500,2,,Grant Teaff,,SWC,19891028,Saturday,1A,,,,,,Baylor Bears,,,8,RS,,,-8.500,4,18,,,,0,0,10,,['OKLA', 'GEO', 'KAN', 'TXT', 'HOU', 'SMU', 'TXAM'],,,0,,,,,,0,27,,,6,,,,,,1989,,home,1,,-1,BAY,,,,,,,,9,,3
-9.500,2,,Jim Wacker,,SWC,19891028,Saturday,1A,,,,,,Texas Christian Horned Frogs,,,8,RS,,,8.500,3,-18,,,,0,0,10,,['MIZ', 'TXAM', 'SMIS', 'SMU', 'ARK', 'RICE', 'AIR'],,,0,,,,,,0,9,,,6,,,,,,1989,,away,1,,2,TCU,,,,,,,,9,,4
-4.000,-1,,Jack Bicknell,,IND,19891028,Saturday,1A,,,,,,Boston College Eagles,,,7,RS,,,10.000,5,-14,,,,0,0,10,,['PIT', 'RUT', 'PNST', 'OHST', 'TEM', 'NAVY'],,,0,,,,,,0,30,,,6,,,,,,1989,,home,2,,-1,BCOL,,,,,,,,9,,1
4.000,1,,Don Nehlen,,IND,19891028,Saturday,1A,,,,,,West Virginia Mountaineers,,,8,RS,,,-10.000,1,14,,,,0,0,10,,['BALL', 'MARY', 'SCAR', 'LOU', 'PIT', 'VTCH', 'CIN'],,,0,,,,,,0,44,,,6,,,,,,1989,,away,3,,1,WVA,,,,,,,,9,,5
-15.000,-1,,Bruce Snyder,,P10,19891028,Saturday,1A,,,,,,California Golden Bears,,,8,RS,,,-4.000,5,-11,,,,0,0,10,,['ORE', 'MIAF', 'WIS', 'UCLA', 'SJST', 'USC', 'WAS'],,,0,,,,,,0,14,,,6,,,,,,1989,,home,3,,-2,CAL,,,,,,,,9,,2
15.000,2,,Dave Kragthorpe,,P10,19891028,Saturday,1A,,,,,,Oregon State Beavers,,,8,RS,,,4.000,3,11,,,,0,0,10,,['STAN', 'WAST', 'BOIS', 'NEB', 'FRES', 'AZST', 'UCLA'],,,0,,,,,,0,25,,,6,,,,,,1989,,away,2,,1,ORST,,,,,,,,9,,3
10.000,1,,Danny Ford,,ACC,19891028,Saturday,1A,,,,,,Clemson Tigers,,,9,RS,,,-24.000,2,34,,,,0,0,10,,['FUR', 'FLST', 'VTCH', 'MARY', 'DUKE', 'VIR', 'GTCH', 'NCST'],,,0,,,,,,0,44,,,6,,,,,,1989,,home,3,,1,CLEM,,,,,,,,9,,6
-10.000,-4,,Bill Dooley,,ACC,19891028,Saturday,1A,,,,,,Wake Forest Demon Deacons,,,8,RS,,,24.000,5,-34,,,,0,0,10,,['APP', 'NCST', 'ARMY', 'RICE', 'NCAR', 'MARY', 'VIR'],,,0,,,,,,0,10,,,6,,,,,,1989,,away,-1,,-2,WAKE,,,,,,,,9,,1
6.500,3,,Steve Spurrier,,ACC,19891028,Saturday,1A,,,,,,Duke Blue Devils,,,8,RS,,,-4.500,3,11,,,,0,0,10,,['SCAR', 'NORW', 'TEN', 'VIR', 'CLEM', 'ARMY', 'MARY'],,,0,,,,,,0,30,,,6,,,,,,1989,,home,-1,,3,DUKE,,,,,,,,9,,4
-6.500,-1,,Bobby Ross,,ACC,19891028,Saturday,1A,,,,,,Georgia Tech Yellow Jackets,,,7,RS,,,4.500,3,-11,,,,0,0,10,,['NCST', 'VIR', 'SCAR', 'MARY', 'CLEM', 'NCAR'],,,0,,,,,,0,19,,,6,,,,,,1989,,away,1,,3,GTCH,,,,,,,,9,,3
13.000,5,,Bobby Bowden,,IND,19891028,Saturday,1A,,,,,,Florida State Seminoles,,,8,RS,,,-1.000,2,14,,,,0,0,10,,['SMIS', 'CLEM', 'LSU', 'TLN', 'SYR', 'VTCH', 'AUB'],,,0,,,,,,0,24,,,6,,,,,,1989,,home,1,,5,FLST,,,,,,,,9,,5
-13.000,-1,,Dennis Erickson,,IND,19891028,Saturday,1A,,,,,,Miami Hurricanes,,,7,RS,,,1.000,0,-14,,,,0,0,10,,['WIS', 'CAL', 'MIZ', 'MCST', 'CIN', 'SJST'],,,0,,,,,,0,10,,,13,,,,,,1989,,away,2,,6,MIAF,,,,,,,,9,,6
4.000,1,,Ray Goff,,SEC,19891028,Saturday,1A,,,,,,Georgia Bulldogs,,,7,RS,,,-7.000,3,11,,,,0,0,10,,['BAY', 'MSST', 'SCAR', 'TEN', 'MIS', 'VAN'],,,0,,,,,,0,34,,,6,,,,,,1989,,home,-3,,1,GEO,,,,,,,,9,,3
-4.000,1,,Jerry Claiborne,,SEC,19891028,Saturday,1A,,,,,,Kentucky Wildcats,,,7,RS,,,7.000,2,-11,,,,0,0,10,,['IND', 'NCAR', 'ALA', 'AUB', 'RUT', 'LSU'],,,0,,,,,,0,23,,,6,,,,,,1989,,away,3,,2,KTKY,,,,,,,,9,,4
45.500,-2,,Bob Wagner,,WAC,19891028,Saturday,1A,,,,,,Hawaii Rainbow Warriors,,,7,RS,,,3.500,2,42,,,,0,0,10,,['TLN', 'WYO', 'UTAH', 'NMX', 'SDST', 'COST'],,,0,,,,,,0,56,,,6,,,,,,1989,,home,-1,,-1,HAW,,,,,,,,9,,4
-45.500,,,LaVell Edwards,,WAC,19891028,Saturday,1A,,,,,,Brigham Young Cougars,,,8,RS,,,-3.500,1,-42,,,,0,0,10,,['NMX', 'WAST', 'NAVY', 'UTST', 'WYO', 'COST', 'UTEP'],,,0,,,,,,0,14,,,6,,,,,,1989,,away,1,,5,BYU,,,,,,,,9,,6
1.000,1,,John Mackovic,,B10,19891028,Saturday,1A,,,,,,Illinois Fighting Illini,,,7,RS,,,-22.000,1,23,,,,0,0,10,,['USC', 'COLO', 'UTST', 'OHST', 'PUR', 'MCST'],,,0,,,,,,0,32,,,6,,,,,,1989,,home,-2,,4,ILL,,,,,,,,9,,5
-1.000,5,,Don Morton,,B10,19891028,Saturday,1A,,,,,,Wisconsin Badgers,,,7,RS,,,22.000,4,-23,,,,0,0,10,,['MIAF', 'TOL', 'CAL', 'MICH', 'IOWA', 'NORW'],,,0,,,,,,0,9,,,6,,,,,,1989,,away,2,,1,WIS,,,,,,,,9,,2
-4.500,-1,,Bill Snyder,,B12,19891028,Saturday,1A,,,,,,Kansas State Wildcats,,,8,RS,,,0.500,6,-5,,,,0,0,10,,['AZST', 'NIWA', 'NIL', 'NTX', 'NEB', 'OKST', 'MIZ'],,,0,,,,,,0,16,,,6,,,,,,1989,,home,1,,-3,KAST,,,,,,,,9,,1
4.500,2,,Glen Mason,,B12,19891028,Saturday,1A,,,,,,Kansas Jayhawks,,,8,RS,,,-0.500,5,5,,,,0,0,10,,['MONS', 'LOU', 'KEST', 'BAY', 'OKLA', 'IWST', 'COLO'],,,0,,,,,,0,21,,,6,,,,,,1989,,away,-1,,-4,KAN,,,,,,,,9,,2
-8.000,-1,,Mike Archer,,SEC,19891028,Saturday,1A,,,,,,Louisiana State Tigers,,,7,RS,,,-2.000,5,-6,,,,0,0,10,,['TXAM', 'FLST', 'OHU', 'FLA', 'AUB', 'KTKY'],,,0,,,,,,0,39,,,6,,,,,,1989,,home,-2,,-3,LSU,,,,,,,,9,,1
8.000,-2,,Johnny Majors,,SEC,19891028,Saturday,1A,,,,,,Tennessee Volunteers,,,7,RS,,,2.000,1,6,,,,0,0,10,,['COST', 'UCLA', 'DUKE', 'AUB', 'GEO', 'ALA'],,,0,,,,,,0,45,,,6,,,,,,1989,,away,-1,,-1,TEN,,,,,,,,9,,5
1.500,,,Joe Peace,,IND,19891028,Saturday,1A,,,,,,Louisiana Tech Bulldogs,,,4,RS,,,-1.500,1,3,,,,0,0,10,,['LLAF', 'FLA', 'ECAR'],,,0,,,,,,0,34,,,27,,,,,,1989,,home,-3,,0,LTCH,,,,,,,,9,,1
-1.500,1,,Dave Radar,,IND,19891028,Saturday,1A,,,,,,Tulsa Golden Hurricane,,,9,RS,,,1.500,3,-3,,,,0,0,10,,['UTEP', 'OKST', 'ARK', 'NMX', 'IOWA', 'LLAF', 'NMST', 'LOU'],,,0,,,,,,0,31,,,6,,,,,,1989,,away,2,,2,TLS,,,,,,,,9,,5
26.000,-1,,Joe Krivak,,ACC,19891028,Saturday,1A,,,,,,Maryland Terrapins,,,9,RS,,,-12.000,6,38,,,,0,0,10,,['NCST', 'WVA', 'WMCH', 'CLEM', 'MICH', 'GTCH', 'WAKE', 'DUKE'],,,0,,,,,,0,38,,,6,,,,,,1989,,home,1,,-1,MARY,,,,,,,,9,,2
-26.000,1,,Mack Brown,,ACC,19891028,Saturday,1A,,,,,,North Carolina Tar Heels,,,8,RS,,,12.000,6,-38,,,,0,0,10,,['VMI', 'KTKY', 'NCST', 'NAVY', 'WAKE', 'VIR', 'GTCH'],,,0,,,,,,0,0,,,6,,,,,,1989,,away,-2,,-6,NCAR,,,,,,,,9,,1
-18.000,-1,,Chuck Stobart,,IND,19891028,Saturday,1A,,,,,,Memphis Tigers,,,8,RS,,,6.000,5,-24,,,,0,0,10,,['MIS', 'AKST', 'ALA', 'FLA', 'VAN', 'CIN', 'MSST'],,,0,,,,,,0,7,,,6,,,,,,1989,,home,-2,,-1,MEM,,,,,,,,9,,2
18.000,-1,,Curley Hallman,,IND,19891028,Saturday,1A,,,,,,Southern Mississippi Golden Eagles,,,9,RS,,,-6.000,5,24,,,,0,0,10,,['FLST', 'MSST', 'AUB', 'TCU', 'TXAM', 'TLN', 'LOU', 'LLAF'],,,0,,,,,,0,31,,,6,,,,,,1989,,away,1,,-1,SMIS,,,,,,,,9,,3
,-2,,Tim Rose,,MAC,19891028,Saturday,1A,,,,,,Miami Ohio Redhawks,,,4,NL,,,,3,4,,,,0,0,10,,['PUR', 'MCST', 'CIN'],,,0,,,,,,0,17,,,34,,,,,,1989,,home,1,,-3,MIAO,,,,,,,,9,,0
,,,Moe Ankney,,MAC,19891028,Saturday,1A,,,,,,Bowling Green Falcons,,,8,NL,,,,4,-4,,,,0,0,10,,['ECAR', 'BALL', 'CMCH', 'AKRON', 'OHU', 'TOL', 'EMCH'],,,0,,,,,,0,13,,,6,,,,,,1989,,away,-1,,-1,BOWL,,,,,,,,9,,3
17.500,1,,Bo Schembechler,,B10,19891028,Saturday,1A,,,,,,Michigan Wolverines,,,7,RS,,,-10.500,1,28,,,,0,0,10,,['NOTD', 'UCLA', 'MARY', 'WIS', 'MCST', 'IOWA'],,,0,,,,,,0,38,,,6,,,,,,1989,,home,-2,,5,MICH,,,,,,,,9,,5
-17.500,-2,,Bill Mallory,,B10,19891028,Saturday,1A,,,,,,Indiana Hoosiers,,,7,RS,,,10.500,2,-28,,,,0,0,10,,['KTKY', 'MIZ', 'TOL', 'NORW', 'OHST', 'MIN'],,,0,,,,,,0,10,,,6,,,,,,1989,,away,1,,1,IND,,,,,,,,9,,4
3.000,1,,John Gutekunst,,B10,19891028,Saturday,1A,,,,,,Minnesota Golden Gophers,,,7,RS,,,7.000,2,-4,,,,0,0,10,,['IWST', 'NEB', 'INST', 'PUR', 'NORW', 'IND'],,,0,,,,,,0,37,,,6,,,,,,1989,,home,-2,,-1,MIN,,,,,,,,9,,4
-3.000,-1,,John Cooper,,B10,19891028,Saturday,1A,,,,,,Ohio State Buckeyes,,,7,RS,,,-7.000,2,4,,,,0,0,10,,['OKST', 'USC', 'BCOL', 'ILL', 'IND', 'PUR'],,,0,,,,,,0,41,,,6,,,,,,1989,,away,2,,2,OHST,,,,,,,,9,,4
-1.000,-1,,Billy Brewer,,SEC,19891028,Saturday,1A,,,,,,Mississippi Rebels,,,8,RS,,,-9.000,2,8,,,,0,0,10,,['MEM', 'FLA', 'AKST', 'ARK', 'ALA', 'GEO', 'TLN'],,,0,,,,,,0,24,,,6,,,,,,1989,,home,-1,,2,MIS,,,,,,,,9,,5
1.000,-3,,Watson Brown,,SEC,19891028,Saturday,1A,,,,,,Vanderbilt Commodores,,,7,RS,,,9.000,5,-8,,,,0,0,10,,['MSST', 'OHU', 'ALA', 'MEM', 'FLA', 'GEO'],,,0,,,,,,0,16,,,6,,,,,,1989,,away,1,,-4,VAN,,,,,,,,9,,1
2.000,1,,Bob Stull,,B12,19891028,Saturday,1A,,,,,,Missouri Tigers,,,8,RS,,,3.000,5,-1,,,,0,0,10,,['TCU', 'IND', 'MIAF', 'AZST', 'COLO', 'NEB', 'KAST'],,,0,,,,,,0,30,,,6,,,,,,1989,,home,-1,,1,MIZ,,,,,,,,9,,2
-2.000,-3,,Pat Jones,,B12,19891028,Saturday,1A,,,,,,Oklahoma State Cowboys,,,8,RS,,,-3.000,5,1,,,,0,0,10,,['TLS', 'OHST', 'TXT', 'WYO', 'OKLA', 'KAST', 'NEB'],,,0,,,,,,0,31,,,6,,,,,,1989,,away,2,,-1,OKST,,,,,,,,9,,2
,2,,Elliot Uzelac,,IND,19891028,Saturday,1A,,,,,,Navy Midshipmen,,,7,NL,,,,4,-4,,,,0,0,10,,['BYU', 'CTDL', 'NCAR', 'AIR', 'PIT', 'BCOL'],,,0,,,,,,0,20,,,6,,,,,,1989,,home,-2,,1,NAVY,,,,,,,,9,,2
,0,,,,CAA,19891028,Saturday,1AA,,,,,,James Madison Dukes,,,1,NL,,,,0,4,,,,0,0,10,,[],,0,0,,,,,,0,24,,,,,,,,,1989,,away,0,,0,JMAD,,,,,,,,9,,0
0.000,3,,Tom Osborne,,B12,19891028,Saturday,1A,,,,,,Nebraska Cornhuskers,,,8,RS,,,-32.000,0,32,,,,0,0,10,,['NIL', 'UTAH', 'MIN', 'ORST', 'KAST', 'MIZ', 'OKST'],,,0,,,,,,0,49,,,6,,,,,,1989,,home,-2,,7,NEB,,,,,,,,9,,7
0.000,1,,Jim Walden,,B12,19891028,Saturday,1A,,,,,,Iowa State Cyclones,,,8,RS,,,32.000,4,-32,,,,0,0,10,,['OHU', 'MIN', 'IOWA', 'TLN', 'KAN', 'COLO', 'OKLA'],,,0,,,,,,0,17,,,6,,,,,,1989,,away,2,,-2,IWST,,,,,,,,9,,3
11.000,1,,Mike Sheppard,,WAC,19891028,Saturday,1A,,,,,,New Mexico Lobos,,,9,RS,,,12.000,7,-1,,,,0,0,10,,['BYU', 'NMST', 'TXT', 'TLS', 'HAW', 'COST', 'UTEP', 'FLA'],,,0,,,,,,0,23,,,6,,,,,,1989,,home,-2,,-6,NMX,,,,,,,,9,,1
-11.000,1,,Paul Roach,,WAC,19891028,Saturday,1A,,,,,,Wyoming Cowboys,,,8,RS,,,-12.000,5,1,,,,0,0,10,,['LOU', 'AIR', 'HAW', 'WAST', 'OKST', 'BYU', 'UTAH'],,,0,,,,,,0,24,,,13,,,,,,1989,,away,1,,1,WYO,,,,,,,,9,,2
-2.000,-1,,Francis Peay,,B10,19891028,Saturday,1A,,,,,,Northwestern Wildcats,,,7,RS,,,11.000,6,-13,,,,0,0,10,,['DUKE', 'AIR', 'RUT', 'IND', 'MIN', 'WIS'],,,0,,,,,,0,22,,,6,,,,,,1989,,home,-1,,-6,NORW,,,,,,,,9,,0
2.000,-2,,Hayden Fry,,B10,19891028,Saturday,1A,,,,,,Iowa Hawkeyes,,,7,RS,,,-11.000,3,13,,,,0,0,10,,['ORE', 'IWST', 'TLS', 'MCST', 'WIS', 'MICH'],,,0,,,,,,0,35,,,6,,,,,,1989,,away,1,,-1,IOWA,,,,,,,,9,,3
27.500,-1,,Lou Holtz,,IND,19891028,Saturday,1A,,,,,,Notre Dame Fighting Irish,,,8,RS,,,-10.500,0,38,,,,0,0,10,,['VIR', 'MICH', 'MCST', 'PUR', 'STAN', 'AIR', 'USC'],,,0,,,,,,0,45,,,6,,,,,,1989,,home,1,,7,NOTD,,,,,,,,9,,7
