assists, faceoffs lost, faceoffs won, goals, minutes, minutes even, minutes power play, minutes short handed, name, number, penalty minutes, plus minus, points, position, power play goals, shifts, short handed goals, shots on goal
0,,,0,6.433,6.433,0.000,0.000,Clayton Stoner,4,0.000,0,0,D,0,10,0,1
0,,,0,22.433,20.933,0.167,1.333,Greg Zanon,5,4.000,1,0,D,0,35,0,0
1,8,17,1,23.533,14.617,6.850,2.067,Matt Cullen,7,2.000,-1,2,C,1,25,0,1
0,,,1,25.900,16.600,5.817,3.483,Brent Burns,8,0.000,-2,1,D,1,36,0,4
1,13,23,0,21.150,14.717,4.233,2.200,Mikko Koivu,9,0.000,1,1,C,0,27,0,1
0,7,5,0,12.783,10.950,0.000,1.833,John Madden,11,0.000,-1,0,C,0,17,0,0
0,,,0,12.217,11.167,0.183,0.867,Chuck Kobasew,12,0.000,-2,0,RW,0,16,0,2
0,,,0,17.283,13.050,4.233,0.000,Andrew Brunette,15,0.000,0,0,LW,0,22,0,3
0,,,0,7.133,7.000,0.133,0.000,Brad Staubitz,16,0.000,0,0,RW,0,9,0,0
1,,,0,18.467,12.900,4.233,1.333,Antti Miettinen,20,0.000,0,1,RW,0,24,0,3
1,4,5,0,10.067,8.217,0.250,1.600,Kyle Brodziak,21,0.000,1,1,C,0,17,0,0
0,,,0,15.917,10.750,3.300,1.867,Cal Clutterbuck,22,0.000,0,0,RW,0,23,0,3
0,0,2,0,9.333,8.217,0.000,1.117,Eric Nystrom,23,0.000,-2,0,LW,0,12,0,1
1,1,0,0,19.400,15.567,3.833,0.000,Martin Havlat,24,0.000,0,1,RW,0,22,0,5
0,,,0,19.300,15.167,2.517,1.617,Cam Barker,25,4.000,0,0,D,0,29,0,2
0,,,0,15.367,12.433,0.000,2.933,Justin Falk,41,0.000,1,0,D,0,24,0,0
0,,,1,16.500,12.650,3.850,0.000,Guillaume Latendresse,48,0.000,1,1,LW,0,20,0,3
0,,,0,20.667,15.717,0.817,4.133,Nick Schultz,55,0.000,-2,0,D,0,33,0,0
1,,,0,18.650,13.367,3.350,1.933,Jamie McBain,4,2.000,1,1,D,0,30,0,0
1,,,0,21.783,17.150,0.300,4.333,Tim Gleason,6,2.000,2,1,D,0,34,0,1
0,,,0,9.517,6.317,3.200,0.000,Patrick O'Sullivan,8,0.000,0,0,C,0,15,0,1
0,17,7,0,19.233,15.400,3.000,0.833,Eric Staal,12,2.000,0,0,C,0,30,0,3
0,,,0,17.867,14.667,3.000,0.200,Tuomo Ruutu,15,0.000,-1,0,RW,0,24,0,4
0,15,11,2,19.133,10.717,2.883,5.533,Brandon Sutter,16,0.000,1,2,RW,1,29,0,3
0,,,0,10.450,10.150,0.300,0.000,Drayson Bowman,21,0.000,1,0,LW,0,16,0,1
1,7,0,0,7.533,6.567,0.300,0.667,Zac Dalpe,22,0.000,1,1,C,0,14,0,1
1,,,0,27.583,20.917,3.067,3.600,Joni Pitkanen,25,0.000,0,1,D,0,36,0,2
1,,,0,14.183,13.617,0.567,0.000,Erik Cole,26,0.000,1,1,LW,0,24,0,2
0,,,0,7.750,6.067,0.000,1.683,Tom Kostopoulos,29,0.000,0,0,RW,0,15,0,0
0,,,1,16.650,13.267,3.383,0.000,Anton Babchuk,33,2.000,0,1,D,0,26,0,5
1,11,13,1,17.467,13.867,3.350,0.250,Jussi Jokinen,36,0.000,-1,2,LW,1,25,0,2
1,0,1,0,15.350,10.550,0.300,4.500,Patrick Dwyer,39,0.000,1,1,RW,0,23,0,2
0,,,0,11.167,8.650,0.000,2.517,Jay Harrison,44,2.000,-1,0,D,0,17,0,0
0,1,1,0,16.433,13.150,3.283,0.000,Jeff Skinner,53,0.000,-1,0,C,0,23,0,2
0,1,0,0,16.383,13.817,0.067,2.500,Chad Larose,59,0.000,1,0,RW,0,29,0,2
1,,,0,24.783,17.600,3.400,3.783,Joe Corvo,77,0.000,0,1,D,0,33,0,0
0,,,0,21.600,18.767,0.683,2.150,Luke Schenn,2,2.000,0,0,D,0,29,0,2
1,,,0,23.750,15.183,6.783,1.783,Dion Phaneuf,3,2.000,1,1,D,0,26,0,2
1,,,0,12.133,10.067,0.000,2.067,Michael Komisarek,8,0.000,0,1,D,0,18,0,2
0,1,0,0,14.233,12.717,0.167,1.350,Colby Armstrong,9,0.000,0,0,RW,0,19,0,1
0,,,0,16.533,13.467,0.167,2.900,Fredrik Sjostrom,11,0.000,0,0,LW,0,19,0,0
0,,,0,23.917,16.267,7.650,0.000,Tomas Kaberle,15,0.000,0,0,D,0,26,0,2
