average punt yards, longest punt, name, punts, punts inside the twenty
34.700,44,Matt Allen,3,0
42.700,47,Jason Baker,3,2
27.000,64,Brian Moorman,1,0
34.300,45,Matt Turk,3,0
40.600,50,Todd Sauerbrun,7,3
31.000,47,Dave Zastudil,6,2
33.000,33,Matt Stover,1,1
35.300,43,Brad Maynard,3,1
26.300,50,Kyle Richardson,3,0
37.600,57,Nick Harris,5,1
34.000,57,Darren Bennett,2,1
27.000,47,Chris Gardocki,2,0
30.300,55,Dan Stryzinski,4,0
47.000,63,Tom Rouen,3,0
35.300,39,Mitch Berger,3,2
18.000,45,Josh Bidwell,2,1
39.000,46,Chris Mohr,3,1
47.000,64,Chris Hanson,3,2
40.700,65,Hunter Smith,3,1
38.200,56,Mark Royals,5,0
38.200,55,John Jett,6,1
48.500,56,Kevin Stemke,2,0
37.300,44,Jeff Feagles,6,1
32.900,52,Tom Tupa,8,2
34.800,55,Dirk Johnson,8,1
41.500,56,Craig Hentrich,2,0
40.500,52,Sean Landeta,6,3
40.200,49,Chad Stanley,10,6
35.400,47,Micah Knorr,9,1
41.800,63,Bryan Barker,4,1
36.200,51,Scott Player,5,1
33.600,42,Ken Walter,5,1
33.400,54,Josh Miller,5,1
39.400,59,Chris Mohr,5,1
40.400,55,Brad Maynard,7,2
31.900,53,Dave Zastudil,7,4
39.800,56,Tom Tupa,5,1
41.800,64,Todd Sauerbrun,8,1
43.200,56,John Jett,11,3
46.600,49,Chris Gardocki,5,2
30.000,41,Nick Harris,4,2
-2.000,-2,Neil Rackers,1,0
37.500,52,Micah Knorr,8,4
41.700,56,Craig Hentrich,6,3
41.500,50,Hunter Smith,2,1
40.300,49,Mark Royals,4,2
40.300,56,Dan Stryzinski,4,1
35.300,45,Chris Hanson,4,2
41.300,51,Kyle Richardson,3,0
21.800,61,Brian Moorman,5,0
35.500,48,Toby Gowin,4,1
42.300,57,Josh Bidwell,4,2
36.300,62,Matt Turk,7,1
32.500,43,Ken Walter,2,1
39.800,53,Josh Miller,6,1
23.500,40,Kevin Stemke,3,1
31.400,55,Darren Bennett,10,2
40.800,53,Chad Stanley,10,3
44.700,46,Jeff Feagles,3,2
33.200,52,Scott Player,6,2
36.400,48,Jason Baker,5,1
35.500,46,Tom Rouen,4,2
41.300,49,Mitch Berger,4,3
31.300,51,Matt Allen,4,0
25.200,51,Bryan Barker,6,0
17.000,53,Sean Landeta,4,2
27.200,56,Scott Player,4,0
32.700,63,Darren Bennett,6,3
30.200,51,Chris Mohr,5,2
32.800,51,Nick Harris,5,0
39.000,49,Brad Maynard,5,3
41.400,51,Toby Gowin,5,0
36.500,53,Tom Rouen,6,1
43.600,70,Brian Moorman,7,3
41.600,48,John Jett,5,2
22.800,56,Josh Bidwell,4,3
33.800,41,Mark Royals,4,1
36.000,65,Matt Turk,6,3
32.800,54,Kyle Richardson,6,1
35.000,58,Todd Sauerbrun,6,2
34.700,46,Ken Walter,6,2
31.000,54,Dan Stryzinski,4,0
32.800,52,Matt Allen,5,1
47.700,56,Jeff Feagles,6,3
42.700,63,Sean Landeta,3,2
33.400,56,Micah Knorr,5,1
32.900,51,Jason Baker,7,3
36.100,55,Bryan Barker,7,3
27.800,54,Craig Hentrich,8,4
31.600,49,Chris Gardocki,5,2
31.000,45,Chad Stanley,7,0
37.700,50,Hunter Smith,3,2
40.800,51,Tom Tupa,5,1
31.200,46,Mitch Berger,5,3
35.600,58,Scott Player,5,2
39.000,65,Matt Allen,5,3
39.300,67,Brian Moorman,3,1
37.200,44,Brad Maynard,6,1
34.700,51,Nick Harris,9,2
40.700,64,Tom Tupa,6,2
40.300,52,John Jett,4,2
33.800,49,Toby Gowin,5,1
36.300,51,Josh Bidwell,8,4
41.000,55,Todd Sauerbrun,7,2
39.000,58,Chris Hanson,5,2
46.700,51,Matt Turk,3,1
39.600,47,Dan Stryzinski,5,2
46.000,48,Mark Royals,2,1
39.000,49,Sean Landeta,4,1
39.700,50,Chad Stanley,7,1
