batters faced, earned runs, era, fly balls, ground balls, hit batters, hits allowed, home runs allowed, innings pitched, name, order, pitches, result, runs allowed, strike outs thrown, strikes, walks allowed
23,1,0.000,6,6,[],3,0,5.333,Greg Maddux,1,72,,1,4,46,2
9,2,0.000,1,4,[],4,0,1.667,Cla Meredith,2,17,L,2,0,12,0
3,0,0.000,2,0,[],0,0,1.000,Doug Brocail,3,9,,0,1,8,0
24,1,2.650,11,3,[],4,1,6.000,Claudio Vargas,1,94,,1,4,53,2
3,0,2.890,0,2,[],0,0,1.000,Brian Shouse,2,12,,0,1,7,0
3,0,1.760,1,1,[],0,0,1.000,Derrick Turnbow,3,14,W,0,1,8,0
4,0,0.540,1,1,[],1,0,1.000,Francisco Cordero,4,12,S,0,1,9,0
23,1,3.070,12,4,[],2,1,6.000,Jason Bergmann,1,79,,1,2,55,2
6,0,2.450,1,2,[],1,0,1.333,Saul Rivera,2,22,,0,1,12,1
1,1,4.200,0,0,[],1,0,0.000,Micah Bowie,3,2,L,1,0,1,0
4,1,3.000,2,0,[],2,0,0.667,Jesus Colome,4,16,,1,0,11,0
29,1,0.000,5,9,['Chris Iannetta'],9,0,6.000,Adam Wainwright,1,88,W,2,4,60,0
3,0,0.000,1,1,[],0,0,1.000,Randy Flores,2,11,,0,1,8,0
5,0,0.000,1,0,[],0,0,1.000,Russ Springer,3,30,,0,2,18,2
3,0,0.000,1,2,[],0,0,1.000,Brian Falkenborg,4,10,,0,0,5,1
23,3,0.000,5,2,[],5,0,4.000,Jason Hirsh,1,106,L,3,5,58,6
4,1,0.000,0,1,[],2,0,0.667,Alberto Arias,2,15,,1,1,9,0
1,0,0.000,0,1,[],0,0,0.333,Jeremy Affeldt,3,3,,0,0,2,0
7,4,0.000,0,2,[],4,0,0.667,Zach McClellan,4,24,,4,0,13,1
7,1,0.000,3,1,[],2,0,1.333,Tom Martin,5,34,,1,0,22,1
3,0,0.000,2,1,[],0,0,1.000,Manny Corpas,6,6,,0,0,6,0
30,0,1.700,15,7,[],3,0,9.000,Jason Marquis,1,110,W,0,5,73,0
29,1,2.720,9,7,[],6,1,7.000,Tom Gorzelanny,1,90,L,1,5,58,2
5,0,3.160,0,1,[],2,0,0.667,Shawn Chacon,2,19,,0,1,9,1
1,0,4.760,0,1,[],0,0,0.333,John Grabow,3,2,,0,0,2,0
23,3,0.000,5,4,['Chase Utley'],4,0,6.000,Randy Johnson,1,101,,3,9,71,1
4,1,0.000,1,1,[],1,1,1.000,Brandon Medders,2,12,L,1,1,8,0
3,1,0.000,1,0,[],1,0,0.333,Dustin Nippert,3,12,,2,0,6,1
3,0,0.000,0,2,[],1,0,0.667,Doug Slaten,4,11,,0,0,6,0
7,3,0.000,1,1,['Aaron Rowand'],3,1,1.000,Edgar G Gonzalez,5,27,,3,1,20,0
27,3,0.000,12,4,[],6,2,7.000,Jamie Moyer,1,91,W,3,4,58,1
7,0,0.000,2,2,[],1,0,2.000,Brett Myers,2,30,S,0,2,20,0
28,2,3.110,8,9,[],7,2,7.000,Matt Morris,1,100,,2,4,68,1
5,1,3.000,1,1,[],1,0,1.000,Brad Hennessey,2,26,BS,1,1,15,1
7,2,3.270,1,1,[],3,0,1.000,Armando Benitez,3,28,L,2,1,16,1
27,3,1.790,8,4,[],5,1,6.000,John Maine,1,109,,3,4,58,6
5,0,1.290,3,1,[],0,0,1.333,Scott Schoeneweis,2,20,,0,0,8,1
2,0,3.070,1,0,[],0,0,0.667,Aaron Heilman,3,9,W,0,1,6,0
3,0,0.600,0,1,[],0,0,1.000,Billy Wagner,4,11,S,0,2,7,0
32,4,5.400,11,9,[],6,1,7.000,Dontrelle Willis,1,110,L,4,1,66,5
3,0,3.680,0,1,[],1,0,0.333,Randy Messenger,2,11,,0,0,5,1
3,0,3.000,1,1,[],0,0,0.667,Taylor Tankersley,3,7,,0,0,2,1
7,1,3.000,2,1,['Brady Clark'],3,0,1.000,Kevin Gregg,4,15,,1,0,9,0
27,3,4.330,8,6,[],5,1,6.667,Brett Tomko,1,89,W,3,6,56,2
5,0,1.470,2,1,[],1,0,1.333,Jonathan Broxton,2,28,H,0,1,15,0
4,0,1.690,1,0,[],1,0,1.000,Takashi Saito,3,17,S,0,2,11,0
27,0,4.790,5,6,[],3,0,7.000,Erik Bedard,1,97,,0,10,62,3
4,0,3.310,2,1,['Rocco Baldelli'],0,0,1.000,Danys Baez,2,9,,0,0,5,0
4,0,3.630,2,1,[],1,0,1.000,Chris Ray,3,21,,0,0,15,0
6,0,4.700,1,1,[],3,0,1.000,John Parrish,4,17,W,0,1,10,0
30,0,3.100,14,8,[],3,0,9.000,James Shields,1,107,,0,4,65,1
2,1,7.200,1,0,[],1,1,0.333,Brian Stokes,2,9,L,1,0,6,0
29,0,0.000,6,7,[],6,1,7.000,Matt Belisle,1,103,L,3,7,69,1
4,0,0.000,1,2,[],1,0,1.000,Jon Coutlangus,2,15,,0,0,9,1
4,0,0.000,1,1,[],1,0,1.000,Kirk Saarloos,3,13,,0,1,7,0
28,2,0.000,8,9,[],6,1,6.667,Woody Williams,1,102,W,2,3,69,2
4,0,0.000,1,2,[],0,0,1.333,Brad Lidge,2,11,H,0,1,7,0
4,0,0.000,2,0,[],0,0,1.000,Dan Wheeler,3,12,S,0,1,6,1
25,1,2.150,4,7,[],3,1,6.000,Gil Meche,1,111,,2,7,69,4
4,0,4.700,2,1,[],2,0,1.000,David Riske,2,9,,0,0,7,0
3,0,1.350,1,2,[],0,0,1.000,Jimmy Gobble,3,12,W,0,0,4,1
4,0,2.870,2,0,[],1,0,1.000,Joakim Soria,4,20,S,0,1,12,0
25,2,1.890,6,5,['Alex Gordon'],6,0,6.000,Dan Haren,1,102,,2,7,65,1
3,0,5.520,3,0,[],0,0,1.000,Kiko Calero,2,14,,0,0,7,0
4,1,4.400,0,2,[],2,1,1.000,Justin Duchscherer,3,8,L,1,0,8,0
24,6,3.430,5,8,[],10,1,4.667,Nate Robertson,1,76,L,6,0,55,0
12,3,6.430,1,5,['Richie Sexson'],4,0,2.333,Jason Grilli,2,38,,3,1,22,0
6,0,2.650,0,2,[],1,0,1.000,Wilfredo Ledezma,3,25,,0,1,12,2
3,0,13.500,0,2,[],1,0,1.000,Jose Mesa,4,12,,0,1,7,0
32,2,5.400,12,11,[],6,1,9.000,Cha Seung Baek,1,112,W,2,4,77,0
28,5,3.800,10,7,[],6,0,6.000,Ramon Ortiz,1,96,L,5,1,58,3
10,1,2.930,3,2,[],3,0,2.000,Glen Perkins,2,33,,1,1,22,1
3,0,5.270,0,1,[],0,0,1.000,Jesse Crain,3,12,,0,2,9,0
24,1,4.330,9,7,[],3,0,6.667,John Danks,1,86,W,1,4,54,3
7,1,5.680,0,3,[],3,0,1.000,Mike MacDougal,2,30,,2,0,18,1
1,0,3.520,0,0,[],0,0,0.333,Boone Logan,3,3,H,0,1,3,0
5,0,3.450,1,0,[],0,0,1.000,Bobby Jenks,4,18,S,0,2,10,2
21,2,4.760,8,7,[],3,1,6.000,Mike Mussina,1,85,W,2,2,59,1
3,0,2.200,1,0,[],1,0,0.333,Brian Bruney,2,12,,0,0,8,1
1,0,2.160,1,0,[],0,0,0.333,Mike Myers,3,6,H,0,0,4,0
1,0,4.150,0,0,[],0,0,0.333,Scott Proctor,4,4,H,0,1,4,0
4,0,5.020,2,1,[],1,0,1.000,Kyle Farnsworth,5,8,,0,0,6,0
4,0,7.710,1,1,[],1,0,1.000,Mariano Rivera,6,16,,0,1,11,0
21,6,4.870,6,4,['Alex Rodriguez'],6,0,3.667,Robinson Tejeda,1,91,L,6,1,54,3
11,0,2.630,3,4,[],2,0,3.333,CJ Wilson,2,36,,0,2,23,0
4,0,5.170,1,1,[],0,0,1.000,Joaquin Benoit,3,17,,0,1,8,1
32,0,2.210,10,8,[],7,0,9.000,Kelvim Escobar,1,103,W,0,9,76,0
25,6,6.560,6,7,[],9,1,5.000,Jeremy Sowers,1,83,L,6,2,54,1
10,2,9.000,5,0,[],4,0,2.000,Edward Mujica,2,36,,2,1,27,0
3,0,2.450,2,1,[],0,0,1.000,Aaron Fultz,3,20,,0,0,14,0
25,7,4.370,2,11,[],11,1,5.000,Roy Halladay,1,86,L,8,2,54,0
11,0,0.000,4,4,[],2,0,3.000,Jamie Vermilyea,2,36,,0,1,24,0
3,0,5.650,1,1,[],0,0,1.000,Jason Frasor,3,14,,0,1,10,0
23,0,1.790,10,5,[],3,0,7.000,Tim Wakefield,1,93,W,0,5,56,1
3,0,0.530,0,1,[],0,0,1.000,Hideki Okajima,2,15,,0,2,11,0
5,0,3.480,1,2,[],2,0,1.000,JC Romero,3,17,,0,0,9,0
26,2,0.000,6,8,[],9,0,6.000,Tim Hudson,1,80,W,2,4,55,0
4,1,0.000,1,2,[],2,0,1.000,Chad Paronto,2,12,H,1,0,8,0
3,0,0.000,1,1,[],0,0,1.000,Tyler Yates,3,11,H,0,1,7,0
3,0,0.000,2,1,[],0,0,1.000,Rafael Soriano,4,11,S,0,0,8,0
28,5,0.000,9,5,[],7,0,5.667,David Wells,1,96,L,5,3,60,4
1,0,0.000,1,0,[],0,0,0.333,Doug Brocail,2,3,,0,0,2,0
8,0,0.000,3,1,[],1,0,2.000,Justin Hampson,3,37,,0,2,22,1
28,4,5.830,6,6,['Freddy Sanchez'],7,1,6.000,Carlos Zambrano,1,117,L,6,6,75,2
6,0,3.240,3,0,[],0,0,2.000,Rocky Cherry,2,23,,0,3,15,0
4,0,1.720,0,2,[],1,0,1.000,Michael Wuertz,3,15,,0,1,13,0
27,4,5.400,4,14,[],7,3,7.333,Paul Maholm,1,86,W,4,4,60,1
3,0,1.930,1,0,[],1,0,0.667,Matt Capps,2,19,H,0,1,13,0
3,0,5.400,1,0,[],0,0,1.000,Salomon Torres,3,13,S,0,2,9,0
29,0,2.130,9,11,[],3,0,8.000,Sergio Mitre,1,98,,0,4,60,3
3,0,2.700,1,1,[],0,0,1.000,Taylor Tankersley,2,12,W,0,1,8,0
31,2,3.610,4,14,[],5,1,8.333,Derek Lowe,1,94,L,3,6,57,3
27,6,4.590,5,11,['Rocco Baldelli'],8,2,6.000,Daniel Cabrera,1,97,W,6,2,56,0
2,0,3.140,0,1,[],0,0,0.667,Chad Bradford,2,5,H,0,1,4,0
1,0,4.610,0,1,[],0,0,0.333,Jamie Walker,3,2,H,0,0,2,0
4,0,3.120,0,1,[],0,0,1.000,Danys Baez,4,18,H,0,2,11,1
3,0,4.150,0,3,[],0,0,1.000,Todd Williams,5,15,,0,0,9,1
32,5,7.420,9,6,['Ramon Hernandez'],9,1,5.667,Casey Fossum,1,94,L,8,2,59,3
1,0,6.350,1,0,[],0,0,0.333,Shawn Camp,2,5,,0,0,2,0
5,0,5.400,2,1,[],1,0,1.000,Chad Orvella,3,23,,0,0,14,1
8,3,7.360,2,1,[],3,0,1.000,Tim Corcoran,4,27,,3,0,12,2
29,5,0.000,10,7,[],9,1,6.667,Aaron Harang,1,103,W,5,2,75,1
1,0,0.000,1,0,[],0,0,0.333,Jon Coutlangus,2,5,,0,0,3,0
4,0,0.000,1,0,['Chris Burke'],2,0,0.333,Mike Stanton,3,13,,0,0,9,0
6,0,0.000,3,0,[],0,0,1.667,David Weathers,4,21,S,0,2,13,1
19,7,0.000,4,3,[],9,2,3.000,Matt Albers,1,68,L,7,2,44,1
16,2,0.000,3,5,[],5,1,4.000,Brian Moehler,2,61,,2,4,43,1
4,0,0.000,0,1,[],1,0,0.667,Trever Miller,3,13,,0,1,7,1
1,0,0.000,1,0,[],0,0,0.333,Dave Borkowski,4,1,,0,0,1,0
27,3,0.000,6,12,[],6,0,6.000,Aaron Cook,1,109,W,3,0,60,4
4,0,0.000,1,1,[],0,0,0.667,Jeremy Affeldt,2,15,H,0,0,5,2
6,0,0.000,2,0,[],1,0,1.333,Manny Corpas,3,27,H,0,1,13,1
4,0,0.000,3,0,[],1,0,1.000,Brian Fuentes,4,12,S,0,0,6,1
29,2,0.000,6,11,[],6,0,7.000,Noah Lowry,1,102,L,4,3,63,4
4,1,0.000,2,0,[],2,0,0.667,Kevin Correia,2,10,,1,0,6,0
2,0,0.000,0,1,[],1,0,0.333,Steve Kline,3,5,,0,0,5,0
13,4,18.000,1,5,[],2,1,2.000,Luke Hudson,1,50,L,5,0,23,4
17,4,10.340,4,1,[],7,2,2.667,Todd Wellemeyer,2,74,,5,3,48,1
7,2,5.850,0,1,[],2,0,1.333,Joel Peralta,3,31,,2,3,20,1
7,4,10.800,3,0,[],4,3,1.000,Neal Musser,4,20,,4,0,14,0
7,1,5.800,2,0,[],3,0,1.000,Zack Greinke,5,24,,1,1,17,1
3,0,2.180,1,1,[],0,0,1.000,Brandon Duckworth,6,13,,0,1,9,0
24,3,2.830,9,6,[],4,0,6.000,Joe Kennedy,1,80,W,3,3,50,3
3,0,3.860,1,2,[],0,0,1.000,Jay Witasick,2,8,,0,0,4,1
3,0,5.270,2,1,[],0,0,1.000,Jay Marshall,3,20,,0,0,14,0
3,0,1.740,0,1,[],0,0,1.000,Lenny DiNardo,4,13,,0,2,8,0
27,2,2.830,6,5,['Ben Broussard'],9,0,5.333,Justin Verlander,1,98,W,2,5,64,1
5,0,2.450,4,0,[],1,0,1.333,Bobby Seay,2,15,H,0,0,9,0
1,0,12.460,1,0,[],0,0,0.333,Jose Mesa,3,3,,0,0,1,0
3,0,4.860,0,3,[],0,0,1.000,Fernando Rodney,4,12,,0,0,8,0
5,1,3.000,1,2,[],2,0,1.000,Wilfredo Ledezma,5,15,,1,0,10,0
24,6,14.320,9,4,[],10,2,5.000,Jeff Weaver,1,98,L,6,2,68,0
14,1,5.060,2,4,[],3,0,3.000,Sean William Green,2,55,,1,3,31,2
25,3,3.000,10,8,['Rob Mackowiak'],6,0,6.000,Carlos Silva,1,97,L,3,0,61,1
5,0,5.590,0,2,[],1,0,1.333,Dennys Reyes,2,19,,0,2,13,0
5,0,1.590,1,1,[],0,0,1.667,Pat Neshek,3,19,,0,3,13,0
32,0,3.790,14,9,[],5,0,9.000,Jose Contreras,1,98,W,0,4,67,1
30,7,5.400,3,14,[],11,0,6.333,Chien Ming Wang,1,98,L,7,2,67,1
7,3,7.500,0,1,[],2,0,1.000,Luis Vizcaino,2,31,,3,2,18,2
6,4,5.190,0,0,[],3,1,0.667,Sean Henn,3,30,,4,2,16,1
3,0,2.040,1,2,[],0,0,1.000,Mike Myers,4,11,,0,0,7,0
22,1,6.890,11,1,[],5,1,5.333,Brandon McCarthy,1,104,W,1,3,63,2
7,0,1.120,3,2,[],1,0,1.667,Frank Francisco,2,26,H,1,0,16,0
4,0,2.530,2,1,[],1,0,1.000,Willie Eyre,3,11,,0,0,5,0
3,0,0.000,1,2,[],0,0,1.000,Eric Gagne,4,7,,0,0,6,0
30,3,3.890,8,9,[],8,2,7.000,Chris Sampson,1,96,L,3,2,58,4
6,0,1.320,1,3,[],0,0,2.000,Rick White,2,29,,0,2,20,0
34,1,3.320,7,10,['Brad Ausmus'],6,0,9.000,Brandon Webb,1,118,W,1,10,83,1
26,2,3.480,8,8,[],5,1,7.000,Joe Blanton,1,99,W,2,5,68,0
4,0,4.110,1,1,[],1,0,1.000,Justin Duchscherer,2,15,,0,1,10,0
5,0,3.600,1,2,[],1,0,1.000,Alan Embree,3,22,,0,0,12,1
29,6,4.020,6,8,[],9,2,6.667,CC Sabathia,1,101,L,6,5,68,1
2,0,3.070,1,0,[],1,0,0.333,Tom Mastny,2,5,,0,0,3,0
7,2,5.400,0,2,[],4,0,1.000,Roberto Hernandez,3,37,,2,1,24,0
30,1,4.560,4,6,['Carlos Pena'],5,1,6.667,AJ Burnett,1,118,W,1,10,63,5
6,0,1.020,2,1,[],2,0,1.333,Casey Janssen,2,21,H,0,1,14,0
3,0,0.000,0,0,[],0,0,1.000,Jeremy Accardo,3,14,,0,3,11,0
29,4,3.960,10,1,[],9,1,6.333,Scott Kazmir,1,117,L,5,6,71,3
5,0,6.000,0,2,[],2,0,0.667,Shawn Camp,2,15,,0,0,9,1
4,0,7.020,3,0,[],1,0,1.000,Gary Glover,3,16,,0,0,10,0
25,0,0.000,9,1,[],4,0,7.000,Randy Wolf,1,115,W,0,11,74,0
4,0,0.000,1,1,[],0,0,1.000,Jonathan Broxton,2,15,H,0,1,9,1
5,0,0.000,1,1,[],1,0,1.000,Takashi Saito,3,19,S,0,1,12,1
28,2,0.000,9,7,[],6,0,6.000,Bronson Arroyo,1,117,L,2,2,76,4
5,0,0.000,2,1,[],2,0,1.000,Todd Coffey,2,17,,0,0,11,0
3,0,0.000,0,1,[],0,0,1.000,Brad Salmon,3,10,,0,2,7,0
32,0,2.640,8,10,[],6,0,8.000,Jarrod Washburn,1,109,W,0,6,69,1
3,0,1.150,2,1,[],0,0,1.000,JJ Putz,2,12,S,0,0,9,0
25,3,3.280,7,7,[],7,1,5.000,Darrell Rasner,1,78,L,3,1,49,3
6,0,3.720,6,0,[],0,0,2.000,Scott Proctor,2,20,,0,0,14,0
4,0,2.080,1,0,[],1,0,1.000,Brian Bruney,3,20,,0,1,12,1
26,2,2.770,12,3,[],4,2,6.667,Jorge Sosa,1,100,W,2,4,65,3
1,0,0.000,0,0,[],0,0,0.333,Pedro Feliciano,2,5,H,0,1,3,0
5,2,4.020,1,1,[],2,1,1.000,Aaron Heilman,3,23,H,2,1,17,0
3,0,0.560,1,2,[],0,0,1.000,Billy Wagner,4,6,S,0,0,5,0
25,4,3.000,8,9,[],6,2,6.000,Jeff Suppan,1,74,L,4,1,43,1
8,1,2.950,4,0,[],1,1,2.000,Carlos Villanueva,2,28,,1,2,17,1
17,0,2.700,4,6,[],0,0,5.000,Shawn Hill,1,65,W,0,5,36,2
4,0,5.400,1,1,[],0,0,1.000,Winston Abreu,2,19,H,0,1,12,0
5,0,2.300,2,0,[],2,0,1.000,Saul Rivera,3,20,,0,1,13,0
4,0,2.860,2,0,[],1,0,1.000,Jesus Colome,4,16,,0,1,9,0
4,0,4.420,1,1,[],1,0,1.000,Jon Rauch,5,11,,0,1,9,0
26,3,4.870,5,10,[],10,0,5.667,Scott Olsen,1,83,L,4,2,53,1
5,2,3.720,2,0,[],3,0,0.667,Lee Gardner,2,18,,2,0,11,0
7,0,11.570,1,2,[],2,0,1.667,Jorge Julio,3,24,,0,2,15,0
27,0,1.520,4,7,[],3,0,7.000,Jake Peavy,1,106,W,0,10,68,2
8,0,0.000,4,1,[],0,0,2.000,Kevin Cameron,2,31,,0,1,17,2
28,4,6.510,3,7,[],7,2,6.000,Kip Wells,1,106,L,4,8,64,3
6,3,15.430,1,1,[],3,1,1.000,Brian Falkenborg,2,17,,3,1,12,0
3,0,3.000,1,1,[],0,0,1.000,Kelvin Jimenez,3,15,,0,1,9,0
29,2,0.000,6,8,[],7,2,7.000,Cole Hamels,1,110,W,2,7,76,2
4,0,0.000,3,0,[],1,0,1.000,Geoff Geary,2,26,,0,0,18,0
4,0,0.000,0,3,[],1,0,1.000,Antonio Alfonseca,3,11,,0,0,7,0
23,5,0.000,6,2,['Chase Utley'],4,2,5.000,Rich Hill,1,85,L,5,7,53,3
3,0,0.000,2,1,[],0,0,1.000,Michael Wuertz,2,6,,0,0,5,0
9,2,0.000,2,4,[],3,0,2.000,Neal Cotts,3,35,,2,0,24,0
25,4,0.000,2,11,[],9,2,5.667,Zach Duke,1,103,L,4,4,67,1
6,0,0.000,0,1,[],2,0,1.333,Jonah Bayliss,2,27,,0,3,18,0
8,0,0.000,3,1,[],2,0,2.000,John Grabow,3,34,,0,2,21,0
27,1,0.000,10,10,[],7,0,7.000,Kyle Davies,1,87,W,1,1,58,2
4,0,0.000,0,1,[],0,0,1.000,Tyler Yates,2,18,H,0,2,10,1
3,0,0.000,0,2,[],0,0,1.000,Michael Gonzalez,3,12,S,0,1,7,1
29,3,4.780,7,11,[],7,0,7.000,Vicente Padilla,1,103,L,4,3,65,3
3,0,4.860,2,1,[],0,0,1.000,Joaquin Benoit,2,7,,0,0,7,0
5,2,3.860,0,3,[],2,0,1.000,Ron Mahay,3,13,,2,0,7,1
31,3,2.700,13,5,[],5,1,8.333,John Lackey,1,97,W,3,7,69,1
2,0,3.630,1,1,[],0,0,0.667,Scot Shields,2,5,,0,0,4,0
26,4,6.600,5,8,[],10,0,5.000,Julian Tavarez,1,90,L,5,2,62,0
3,0,0.000,0,3,[],1,0,1.000,Javier Lopez,2,6,,0,0,4,0
7,1,2.450,2,1,[],1,0,2.000,Kyle Snyder,3,28,,1,3,18,0
4,0,3.180,1,2,[],1,0,1.000,JC Romero,4,10,,0,0,4,1
26,2,3.680,6,6,[],7,0,5.000,Brian Burres,1,100,W,2,3,54,5
3,0,3.600,2,0,[],1,0,0.667,Todd Williams,2,11,H,0,0,7,0
5,1,5.060,0,0,[],1,0,0.667,John Parrish,3,28,H,1,1,13,3
1,0,3.070,1,0,[],0,0,0.333,Chad Bradford,4,3,H,0,0,1,0
5,0,4.200,2,1,[],1,0,1.333,Jamie Walker,5,18,H,0,1,12,0
3,0,3.440,2,0,[],0,0,1.000,Chris Ray,6,8,S,0,1,6,0
29,4,0.000,11,6,[],4,0,7.333,Josh Fogg,1,99,L,4,5,67,2
6,2,0.000,2,0,[],3,0,0.667,Zach McClellan,2,24,BS,2,0,13,1
6,2,0.000,0,0,[],4,0,0.333,Denny M Bautista,3,23,,2,1,14,1
2,0,0.000,1,0,[],0,0,0.667,Tom Martin,4,8,,0,1,5,0
29,2,0.000,6,10,[],7,1,7.000,Tim Lincecum,1,112,W,3,6,75,1
1,0,0.000,0,0,[],1,0,0.000,Vinnie Chulk,2,4,,0,0,2,0
3,0,0.000,2,1,[],0,0,1.000,Jack Taschner,3,13,H,0,0,9,0
4,0,0.000,1,0,[],0,0,0.667,Jonathan Sanchez,4,28,,0,1,16,2
1,0,0.000,0,0,[],0,0,0.333,Armando Benitez,5,6,,0,1,3,0
26,2,3.350,9,3,[],6,1,6.000,Johan Santana,1,99,L,2,6,63,2
7,2,6.140,2,1,[],3,0,1.000,Jesse Crain,2,17,,2,0,7,1
5,1,2.790,1,1,[],1,0,1.000,Matt Guerrier,3,20,,1,1,12,1
4,2,3.290,1,0,[],2,1,0.333,Juan Rincon,4,16,,2,0,7,1
2,0,5.230,0,2,[],1,0,0.667,Dennys Reyes,5,3,,0,0,3,0
27,1,4.690,10,7,[],9,0,6.667,Mike Maroth,1,105,W,1,3,64,0
2,0,11.570,0,1,[],0,0,0.333,Jose Mesa,2,11,H,0,0,6,1
5,1,5.090,1,1,[],1,1,1.000,Fernando Rodney,3,25,,2,1,15,0
5,0,2.500,2,1,[],1,0,1.000,Todd Jones,4,22,,0,0,13,1
29,1,3.440,7,15,[],4,0,8.333,Jon Garland,1,101,W,1,3,63,1
1,0,5.400,0,0,[],0,0,0.333,Matt Thornton,2,5,H,0,1,3,0
1,0,3.380,1,0,[],0,0,0.333,Bobby Jenks,3,5,S,0,0,3,0
29,2,6.050,11,8,['Luis Terrero'],5,1,7.000,Odalis Perez,1,92,L,2,2,64,1
2,0,5.570,2,0,[],0,0,1.000,Joel Peralta,2,9,,0,1,6,0
29,3,3.140,3,8,[],8,0,6.000,Roy Oswalt,1,111,W,3,7,73,2
3,0,5.400,1,0,[],0,0,1.000,Trever Miller,2,10,,0,2,7,0
5,0,3.780,0,0,[],2,0,1.000,Brad Lidge,3,21,,1,3,16,0
4,0,3.860,1,1,[],0,0,1.000,Chad Qualls,4,21,,0,1,13,1
24,8,4.410,2,7,[],11,2,4.000,Livan Hernandez,1,93,L,8,3,61,1
6,0,2.610,2,3,[],0,0,2.000,Juan Cruz,2,25,,0,1,19,0
6,2,5.400,1,0,[],3,2,1.000,Brandon Medders,3,24,,2,2,16,0
3,0,1.330,1,2,[],0,0,1.000,Tony Pena,4,7,,0,0,3,0
19,3,5.650,5,4,[],6,0,4.000,Dallas Braden,1,83,L,4,3,58,1
8,1,5.510,3,0,[],2,0,1.667,Kiko Calero,2,30,,1,2,17,1
6,1,2.380,1,2,[],2,0,1.000,Lenny DiNardo,3,32,,1,0,18,1
6,0,3.380,4,0,[],1,0,1.333,Jay Witasick,4,18,,0,0,10,1
3,0,2.500,0,1,[],0,0,1.000,Huston Street,5,8,,0,2,7,0
28,3,3.120,4,12,[],6,1,7.000,Fausto Carmona,1,100,W,3,5,60,4
3,0,2.250,2,1,[],0,0,1.000,Aaron Fultz,2,8,H,0,0,5,0
3,0,6.910,1,1,[],0,0,1.000,Joe Borowski,3,14,S,0,1,8,0
23,4,7.590,2,8,[],7,2,5.667,Dustin McGowan,1,95,,4,6,58,1
5,0,2.310,1,1,[],0,0,1.333,Scott Downs,2,27,W,0,2,16,1
3,0,0.960,1,1,[],0,0,1.000,Casey Janssen,3,13,H,0,1,9,0
3,0,0.000,0,1,[],0,0,1.000,Jeremy Accardo,4,7,S,0,2,7,0
27,4,6.820,4,5,['Frank Thomas'],6,2,6.000,Edwin Jackson,1,101,,4,9,62,2
5,1,7.310,2,1,[],2,0,1.000,Brian Stokes,2,20,L,1,0,13,0
3,0,4.500,0,1,[],1,0,0.333,Chad Orvella,3,7,,0,0,3,1
2,0,1.150,2,0,[],0,0,0.667,Al Reyes,4,8,,0,0,5,0
24,1,0.000,4,11,[],4,0,6.333,Brad Penny,1,109,W,1,4,76,1
5,0,0.000,1,1,[],0,0,1.333,Chin Hui Tsao,2,26,,0,2,15,1
6,2,0.000,1,0,[],2,0,1.000,Joe Beimel,3,20,,2,2,14,1
1,0,0.000,1,0,[],0,0,0.333,Rudy Seanez,4,5,,0,0,3,0
22,6,0.000,5,2,[],8,0,4.000,Kyle Lohse,1,72,L,6,4,44,3
13,1,0.000,4,5,[],2,0,3.000,Victor Santos,2,56,,1,0,33,3
4,0,0.000,1,2,[],0,0,1.000,Jared Burton,3,12,,0,0,8,1
18,7,6.980,4,2,[],10,0,2.333,Miguel Batista,1,57,L,7,1,35,1
15,0,0.770,7,4,[],1,0,4.667,Eric OFlaherty,2,60,,0,3,44,0
5,0,2.610,2,0,[],1,0,1.000,George Sherrill,3,17,,0,1,13,0
5,0,3.380,2,0,[],1,0,1.000,Chris Reitsma,4,26,,0,1,13,1
29,2,1.980,10,8,['Jose Guillen'],7,0,6.667,Matt DeSalvo,1,87,W,2,2,51,3
1,0,2.000,0,1,[],0,0,0.333,Mike Myers,2,5,,0,0,4,0
4,0,4.700,1,2,[],1,0,1.000,Kyle Farnsworth,3,8,,0,0,5,0
4,0,7.110,0,3,[],0,0,1.000,Mariano Rivera,4,12,,0,0,8,1
25,4,6.530,5,6,[],8,0,5.000,Mike Pelfrey,1,87,L,4,3,52,3
6,0,4.110,1,2,[],2,0,1.000,Aaron Sele,2,15,,0,0,8,1
4,2,1.230,0,2,['Craig Counsell'],1,0,1.000,Pedro Feliciano,3,12,,2,1,6,0
6,3,1.690,1,0,['Gabe Gross'],3,1,0.667,Joe Smith,4,18,,3,1,12,0
7,3,2.930,2,1,[],2,0,1.333,Scott Schoeneweis,5,29,,3,1,19,1
23,3,4.100,6,6,[],4,1,6.000,Ben Sheets,1,106,W,3,5,64,2
3,0,3.600,1,1,[],0,0,1.000,Matt Wise,2,12,H,0,1,8,0
3,0,3.240,0,3,[],0,0,1.000,Chris Spurling,3,7,,0,0,4,0
5,0,4.500,0,2,[],2,0,1.000,Elmer Dessens,4,16,,0,1,12,0
18,1,5.590,8,0,['John Gall'],5,0,4.333,Matt Chico,1,67,,1,3,43,1
11,2,3.770,1,1,[],5,0,1.667,Levale Speigner,2,41,,2,3,24,1
6,0,3.380,1,1,[],2,0,1.000,Winston Abreu,3,23,,0,1,12,1
4,0,2.160,1,1,[],1,0,1.000,Saul Rivera,4,15,,0,1,10,0
3,0,4.190,0,3,[],0,0,1.000,Jon Rauch,5,9,W,0,0,5,1
