longest punt return, name, punt return yards, punt returns
19,BJ Hill,37,3
56,Eugene Harris II,110,4
61,Kyle Wilson,82,3
65,Marty Tadman,82,2
33,Jeremy Childs,33,1
2,Titus Young,2,1
3,Haruki Nakamura,3,1
0,Zac Sandvig,0,2
6,Jon Drager,12,2
18,Darrell McNeal,32,3
16,Charles Davis,14,3
54,Trent Guy,54,1
18,JaJuan Spillman,29,3
6,Derek Pegues,14,3
4,Lance Long,4,1
5,Early Doucet,5,1
5,Chris Williams,5,1
21,Taylor Kavanaugh,42,4
7,Marquis Wilson,7,1
20,Dennis Campbell,20,1
49,Kevin Robinson,47,2
9,Casey Flair,13,3
11,Bruce Williams,20,2
12,Marquise Liverpool,12,1
7,Reggie Campbell,7,1
33,Chad Hall,48,2
63,Andre Jones,96,3
32,Jeremy Trimble,40,2
0,John Plumstead,34,1
23,Jonathan Lowe,23,1
8,Javier Arenas,13,2
4,Michael Smith,-5,2
57,Robert Dunn,74,6
14,Deon Murphy,21,2
25,Nate Kimbrough,25,1
11,Kyle Williams,15,2
6,Chris McGaha,6,1
17,Dwight Lowery,17,1
2,DeJuan Tribble,2,1
13,Kenneth Moore,17,2
9,Bryce Mahuika,9,1
22,Antoine Cason,22,1
77,DeSean Jackson,77,1
6,Austin Rogers,6,1
43,Chase McBride,62,3
11,Leon Wright,5,2
3,Carldayle Brantley,7,3
0,Jeremy Kellem,16,1
17,Jarred Fayson,49,5
22,Chris Rainey,22,1
20,Clifton Smith,19,3
63,Mikey Henderson,67,3
80,Michael Washington,81,2
2,Vontae Davis,16,1
4,Kyle Hudson,4,1
66,Jeremy Maclin,74,3
18,Tracey Porter,21,2
56,Andy Brodell,75,6
11,Greg Turner,26,3
77,Raimond Pendleton,91,5
0,Tim Brazzel,0,1
13,Rafael Little,27,4
10,DeMoreo Ford,16,2
13,Dicky Lyons Jr,13,1
54,Phillip Beck,121,3
14,Danny Oquendo,24,2
5,Kevin Sanders,5,1
13,Earnest Williams,13,1
28,Jamarca Sanford,28,1
16,Graig Cooper,28,3
14,Johnny Sears Jr,14,2
14,Harold Howell,30,4
38,Corey Partridge,38,1
10,Zach Charles,15,3
20,Brandon Tate,19,3
0,Bruce Carter,4,1
57,Darrell Blackman,90,5
4,Joe Burnett,5,3
24,Andre Jones,24,1
6,Courtney Grixby,4,3
0,Terrence Nunn,0,1
0,Arthur King,8,1
7,Alex Rosenblum,7,1
6,Rasheed Ward,6,1
0,Tom Zbikowski,-1,1
10,Tyler Evans,17,3
21,Malcolm Jenkins,21,1
6,Brian Robiskie,10,2
0,Josh Abrams,30,3
2,Chris Garrett,2,1
25,Reggie Smith,38,5
8,Dominique Franks,6,2
7,Evyn Roman,5,2
21,Andiel Brown,35,2
0,Patrick Chung,10,1
11,Teric Williams,23,3
22,TJ Porter,22,1
8,Aaron Berry,8,1
16,Nate Beard,16,1
26,Derrick Williams,53,4
2,Brendan Perretta,2,1
9,Lionell Singleton,9,1
0,Jeremy Dickens,0,1
12,JaCorey Shepherd,12,2
1,Captain Munnerlyn,1,1
27,Phillip Nevels,35,2
12,Amarri Jackson,19,4
22,Chris Johnson,22,1
9,Chris Hobbs,23,4
17,Terrance Austin,41,3
64,Brian Bonner,81,4
0,Alex Ibiloye,-14,1
9,Joe Bennett,38,6
30,Quan Cosby,30,1
13,Nick Moore,22,2
31,Desmond Tardy,31,1
16,Dorien Bryant,16,1
17,Jordan Peterson,25,4
14,Desmond Reed,30,4
8,Shiloh Keo,13,2
6,Fred Rouse,8,2
4,Frankie Solomon,3,4
36,Earl Bennett,62,3
29,Eddie Royal,63,5
8,Steven Rogers,8,2
16,David Gilreath,16,2
5,Luke Swan,9,2
0,Kirk Decremer,0,1
3,Michael Bumpus,3,1
13,Vaughn Rivers,38,4
23,Jock Sanders,23,1
16,Hoost Marsh,61,5
14,Troy Lewis,14,1
2,Andrew Pearman,2,1
18,CJ Spiller,25,2
13,Jacoby Ford,23,3
20,Preston Parker,36,2
12,Emmanuel Sanders,24,4
14,Eric Morris,15,3
7,Danny Amendola,7,1
30,Marshwan Gilyard,30,1
1,Marcus Barnett,1,0
2,Haruki Nakamura,1,2
36,Sammie Stroughter,29,2
4,Trent Guy,4,1
14,Desmond Gee,14,1
17,Jeremy Trimble,44,4
70,Antoine Cason,75,2
5,Michael Turner,5,1
24,Robert Dunn,43,3
29,Marcus Edwards,45,4
21,Kyle Williams,27,2
1,Nate Kimbrough,1,1
0,Tyrice Thompson,0,1
13,Chase McBride,17,4
19,Joe Bennett,38,4
2,JaCorey Shepherd,2,1
8,Darrell Blackman,8,1
12,Jacoby Ford,12,1
11,Marcus Gilchrist,11,1
2,CJ Spiller,2,1
6,Darrell McNeal,6,1
42,Antonio Brown,56,3
0,Nick Moore,-2,1
15,Larry Taylor,64,7
13,Jasper Howard,13,1
5,Johnny Walker,7,3
13,DeSean Jackson,24,2
15,Dwayne Harris,18,2
0,Steven Rogers,0,1
58,Brandon Tate,61,3
10,Nate Beard,10,2
5,BJ Hill,12,4
15,Lionell Singleton,24,4
19,Danny Oquendo,29,4
32,Brandon James,32,1
23,Roderick Blackett,23,1
4,Jarred Fayson,4,1
33,Preston Parker,74,6
8,Kevin Sanders,8,1
32,Mikey Henderson,53,3
9,Captain Munnerlyn,15,2
25,Jamaal Evans,83,6
18,AJ Smith,32,2
18,Shiloh Keo,30,3
34,Kyle Hudson,51,4
49,Andy Brodell,78,4
35,Colin Sandeman,35,1
4,Drenard Williams,4,1
0,Zac Sandvig,-9,1
40,Raimond Pendleton,76,4
56,Deon Murphy,81,3
0,Dwight Lowery,-6,1
11,Rafael Little,11,1
0,DeMoreo Ford,0,1
13,Jon Drager,19,2
12,Phillip Nevels,12,1
8,Chris Garrett,17,3
0,Eddie Royal,-1,1
2,Mark Dell,3,2
11,Greg Mathews,11,1
17,Andiel Brown,23,4
8,Harold Howell,15,4
10,Andre Bratton,10,1
11,Jeremy Maclin,14,3
26,Emmanuel Spann,31,3
17,Vaughn Rivers,25,2
7,Antonio Lewis,7,1
19,Greg Turner,32,3
10,Frankie Solomon,10,2
5,Rasheed Ward,5,1
4,Alex Rosenblum,6,2
0,Jonathon Amaya,-5,1
13,Brian Robiskie,34,3
12,Brian Hartline,12,1
0,Malcolm Jenkins,-5,2
9,Andre Jones,9,1
6,Reggie Smith,10,2
12,Graig Cooper,24,2
27,Perrish Cox,86,3
0,Carldayle Brantley,-1,1
15,Brian Kaiser,15,1
8,Aaron Berry,8,1
78,Derrick Williams,85,3
15,Anthony Scirrotto,15,1
47,Tom Zbikowski,47,1
24,Dorien Bryant,24,1
10,Desmond Tardy,10,1
5,Columbus Givens,5,1
1,Emmanuel Sanders,1,1
11,Marquise Liverpool,11,1
15,Naaman Roosevelt,23,3
0,Simon Manka,5,1
18,Jonathan Hefney,34,2
10,Quan Cosby,18,3
21,Brian Bonner,45,3
0,Phillip Davis,0,1
14,Derek Pegues,16,4
14,Jordan Peterson,14,1
16,Clifton Smith,23,3
19,Eric Morris,21,2
0,Fred Rouse,0,1
22,Terrance Austin,54,5
1,Austin Collie,1,1
1,Bryce Mahuika,1,1
4,Casey Flair,8,2
10,Luke Swan,28,3
3,Brent Casteel,3,1
9,Brian Hernandez,0,3
4,Chad Hall,4,1
9,Earl Bennett,10,2
0,Alex Washington,0,1
69,Javier Arenas,79,3
67,Vic Hall,80,2
0,Andrew Pearman,0,1
0,Jomar Wright,0,1
11,Kenneth Moore,14,2
0,Courtney Grixby,0,1
50,Anthony Russo,5,1
5,Austin Smith,5,0
2,Marty Tadman,3,2
5,Michael Bumpus,6,3
18,Tracey Porter,41,3
13,Hoost Marsh,21,2
12,Kevin Robinson,18,2
4,Chad Hall,4,1
24,Brian Bonner,49,5
0,Stephen Hodge,9,1
3,Danny Oquendo,3,1
8,Vaughn Rivers,24,4
74,Leodis McKelvin,136,5
0,Quinton Moore,0,1
9,Kevin Jones,19,4
1,Columbus Givens,1,1
58,Javier Arenas,79,6
5,Reggie Fish,6,2
0,Antoine Cason,0,1
26,Robert Dunn,35,3
48,Kyle Williams,48,1
7,Nate Kimbrough,7,1
17,Joe Bennett,37,4
13,Marty Tadman,37,5
12,Hoost Marsh,13,2
25,Robert Jordan,25,1
2,DeSean Jackson,-6,3
10,Phillip Beck,10,2
11,Joe Burnett,24,3
17,Quan Cosby,17,1
11,Stephone Robinson,11,1
4,Chase McBride,6,3
44,Preston Parker,84,6
20,Larry Taylor,52,5
3,Daryl Robinson,6,3
7,Dwayne Harris,18,3
22,Chris Johnson,22,1
9,Harold Howell,21,3
83,Brandon James,91,3
21,Mikey Henderson,33,4
12,Tyler Evans,24,2
10,Kevin Challenger,4,2
21,Tracey Porter,21,1
5,Andre Jones,5,1
14,Drenard Williams,22,2
23,Andy Brodell,23,2
2,Raimond Pendleton,3,3
7,Nick Moore,7,1
0,DaJuane Collins,0,1
80,Deon Murphy,99,5
44,Jordy Nelson,82,2
14,Jon Drager,30,5
10,Rafael Little,10,2
18,Derrick Smith,18,1
4,Phillip Nevels,4,1
8,Jared Mitchell,10,2
14,Terry Love,25,2
13,Aaron Berry,34,4
52,Earnest Williams,54,3
14,Tony Bell,14,1
14,Graig Cooper,14,3
5,Eugene Harris II,5,1
14,Marshwan Gilyard,14,1
12,Haruki Nakamura,12,1
13,Greg Mathews,30,5
16,Tom Zbikowski,26,3
23,Jeremy Maclin,31,2
2,Schneider Julien,2,1
8,Brandon Tate,8,2
0,Andrew Pearman,-1,2
9,Darrell Blackman,21,3
2,Courtney Grixby,4,2
0,Desmond Reed,-2,1
7,Alex Rosenblum,11,3
9,Jonathon Amaya,5,2
0,Dwayne Sanders,0,1
0,Greg Turner,-2,1
8,Nate Beard,19,3
9,Chris Williams,9,1
4,Quintin Demps,4,1
0,Brendan Smith,0,1
2,Leon Wright,2,1
36,Dominique Franks,48,2
13,Reggie Smith,6,3
12,Kevin Robinson,12,1
20,Andiel Brown,32,2
0,Clifton Smith,0,1
6,Sammie Stroughter,7,2
11,Derrick Williams,11,1
0,Dorien Bryant,-1,1
36,Danny Amendola,36,1
8,Mason Robinson,18,3
10,Dennis Campbell,13,2
9,Captain Munnerlyn,12,2
11,Kenny McKinley,11,1
17,Doug Baldwin,15,2
6,Chris Hobbs,5,2
7,Dwight Lowery,7,1
11,Kyle Hudson,40,5
15,Teric Williams,31,3
11,Trae Johnson,11,1
6,Austin Collie,8,2
8,Bryce Mahuika,8,1
11,Jordan Peterson,11,3
16,Kevin Sanders,37,5
6,Casey Flair,6,1
17,Davone Bess,31,3
17,Derrek Richards,32,2
11,Alex Washington,11,1
