average punt yards, longest punt, name, punts, punts inside the twenty
15.000,35,Ben Roethlisberger,1,0
35.000,56,Brad Maynard,5,0
42.000,53,Sav Rocca,3,1
25.700,44,Reggie Hodges,3,2
41.000,56,Jason Baker,4,1
48.700,53,Matt Dodge,3,1
43.300,51,Adam Podlesh,3,2
40.300,55,Hunter Smith,6,2
40.900,49,Chris Kluwe,7,3
38.600,58,Sam Koch,7,3
35.600,55,Robert Malone,9,3
38.500,53,Matt Turk,4,1
43.600,56,Brett Kern,7,2
36.000,57,Jon Ryan,4,0
36.800,55,Dustin Colquitt,4,3
26.800,48,Shane Lechler,4,1
37.000,52,Brandon Fields,2,0
40.500,57,Britton Colquitt,4,0
36.200,57,Donnie Jones,5,0
36.800,49,Pat McAfee,4,1
41.700,57,Mike Scifres,3,2
34.800,65,Ben Graham,6,0
50.500,54,Andy Lee,2,1
36.700,37,Sav Rocca,3,3
36.000,36,Matt Turk,2,0
55.500,58,Kevin Huber,2,2
35.300,53,Thomas Morstead,3,0
29.000,54,Nick Harris,4,2
38.700,50,Brad Maynard,3,2
33.000,51,Tim Masthay,3,1
32.400,61,Andy Lee,5,0
36.000,40,Brett Kern,2,0
31.000,46,Adam Podlesh,2,1
36.600,59,Dustin Colquitt,7,4
39.100,48,Britton Colquitt,7,2
42.100,61,Brandon Fields,7,4
43.300,59,Reggie Hodges,9,2
35.800,55,Chris Kluwe,4,2
40.000,55,Brian Moorman,6,3
36.100,53,Matt Dodge,7,2
33.000,47,Hunter Smith,6,2
39.300,64,Robert Malone,7,2
38.200,52,Michael Koenen,5,2
42.000,57,Mike Scifres,2,0
35.000,61,Shane Lechler,4,3
47.700,61,Jon Ryan,3,0
29.600,57,Jason Baker,7,2
30.200,62,Ben Graham,6,2
45.500,55,Donnie Jones,4,1
41.000,45,Pat McAfee,3,2
31.000,65,Mat McBriar,3,1
34.700,48,Sam Koch,6,3
26.000,53,Daniel Sepulveda,3,1
34.300,39,Shaun Suisham,3,1
38.000,52,Zoltan Mesko,3,1
26.300,42,Steve Weatherford,3,0
41.300,46,Brett Kern,4,0
42.000,45,Pat McAfee,3,1
36.800,52,Brian Moorman,4,1
39.500,53,Reggie Hodges,4,2
23.600,38,Brad Maynard,5,2
17.000,38,Zoltan Mesko,2,0
38.300,51,Nick Harris,8,2
43.400,62,Tim Masthay,8,3
30.600,53,Jeremy Kapinos,5,3
39.200,67,Kevin Huber,5,1
34.800,50,Hunter Smith,5,0
39.300,59,Robert Malone,4,3
44.700,56,Jason Baker,7,1
35.900,58,Michael Koenen,7,3
39.600,47,Adam Podlesh,5,3
39.800,50,Shane Lechler,5,1
37.600,57,Andy Lee,5,1
39.500,44,Jon Ryan,2,1
30.000,50,Thomas Morstead,2,0
50.800,58,Donnie Jones,4,2
35.900,51,Steve Weatherford,8,6
49.600,69,Brandon Fields,10,1
35.600,46,Ben Graham,5,3
41.800,60,Britton Colquitt,5,0
39.500,56,Mike Scifres,2,0
36.100,61,Dustin Colquitt,8,3
42.400,61,Mat McBriar,5,2
49.700,53,Sav Rocca,3,2
40.500,54,Matt Turk,4,1
43.100,58,Sam Koch,7,5
42.400,59,Chris Kluwe,10,4
33.400,59,Matt Dodge,7,3
40.700,54,Mike Scifres,3,0
39.000,54,Andy Lee,6,2
34.000,34,Kevin Huber,1,1
31.800,46,Reggie Hodges,5,2
41.000,54,Mat McBriar,2,1
26.000,45,Sam Paulescu,4,0
34.500,46,Brett Kern,4,2
30.500,52,Matt Turk,4,1
22.700,44,Pat McAfee,6,2
47.300,61,Adam Podlesh,4,2
37.100,53,Donnie Jones,8,1
36.200,72,Dustin Colquitt,6,3
34.700,62,Brandon Fields,3,1
32.800,60,Brian Moorman,6,0
32.700,50,Robert Malone,3,0
31.800,44,Nick Harris,4,1
30.700,44,Jason Baker,3,1
33.500,54,Ben Graham,6,2
36.800,46,Sam Koch,5,2
36.300,47,Thomas Morstead,6,2
23.300,50,Matt Dodge,7,3
35.300,53,Sav Rocca,6,2
38.300,47,Jon Ryan,4,1
44.300,56,Michael Koenen,4,2
25.000,47,Jeremy Kapinos,4,0
35.800,52,Steve Weatherford,4,3
35.700,44,Shane Lechler,3,2
33.000,33,Sebastian Janikowski,1,0
34.300,56,Britton Colquitt,7,1
35.200,48,Zoltan Mesko,5,1
38.500,58,Tim Masthay,4,2
21.500,37,Chris Kluwe,6,0
39.700,55,Brad Maynard,3,1
39.300,52,Jeremy Kapinos,3,2
30.300,45,Jason Baker,8,2
42.300,56,Ben Graham,6,2
44.400,62,Mat McBriar,5,1
34.000,36,Brian Moorman,2,0
41.200,48,Zoltan Mesko,5,3
42.000,49,Brad Maynard,4,0
30.800,50,Steve Weatherford,4,3
38.300,53,Reggie Hodges,3,2
40.000,50,Sam Koch,3,1
42.200,56,Dustin Colquitt,5,1
37.000,58,Brett Kern,8,3
28.600,54,Donnie Jones,7,4
52.000,64,Andy Lee,6,4
30.500,50,Brandon Fields,4,2
38.000,61,Nick Harris,6,2
37.000,53,Robert Malone,3,0
36.300,58,Jon Ryan,7,2
41.000,52,Adam Podlesh,7,2
36.600,52,Sam Paulescu,9,1
44.300,63,Shane Lechler,6,2
37.500,49,Pat McAfee,6,2
35.000,52,Britton Colquitt,4,2
37.800,55,Matt Turk,4,1
39.000,54,Tim Masthay,5,1
40.500,55,Matt Dodge,4,3
29.300,42,Kevin Huber,4,2
31.800,37,Mike Scifres,4,1
39.900,55,Michael Koenen,8,2
41.600,55,Thomas Morstead,7,2
41.200,54,Sav Rocca,5,2
33.800,46,Chris Kluwe,6,1
35.800,61,Michael Koenen,4,1
35.600,60,Jason Baker,7,1
42.000,51,Reggie Hodges,3,0
40.500,59,Jeremy Kapinos,2,0
37.300,54,Nick Harris,4,1
39.800,51,Chris Kluwe,5,2
36.600,56,Tim Masthay,8,4
36.800,53,Brad Maynard,8,2
36.800,49,Pat McAfee,5,0
42.200,48,Brett Kern,5,2
37.700,50,Dustin Colquitt,6,3
42.800,60,Shane Lechler,5,1
48.000,49,Zoltan Mesko,2,1
29.300,61,Brandon Fields,6,4
32.500,45,Sam Paulescu,4,1
28.300,53,Matt Dodge,7,2
40.900,59,Sam Koch,7,2
37.000,53,Kevin Huber,4,1
37.700,54,Matt Turk,3,1
37.800,51,Adam Podlesh,4,1
29.700,39,Thomas Morstead,3,1
39.000,46,Robert Malone,1,0
34.000,49,Steve Weatherford,6,4
41.700,59,Brian Moorman,6,1
38.300,55,Sav Rocca,7,3
38.300,63,Mat McBriar,8,2
32.700,53,Andy Lee,7,3
38.800,53,Ben Graham,8,2
33.400,40,Jon Ryan,7,4
41.200,59,Donnie Jones,9,2
32.400,57,Britton Colquitt,5,2
35.000,59,Mike Scifres,4,1
34.500,46,Pat McAfee,4,1
34.400,65,Steve Weatherford,5,1
36.000,52,Jon Ryan,4,3
44.800,55,Thomas Morstead,4,0
37.700,54,Dustin Colquitt,3,1
31.000,36,Sam Koch,2,2
36.300,52,Sav Rocca,4,1
32.800,48,Tim Masthay,4,1
34.300,55,Jeremy Kapinos,4,1
43.300,61,Sam Koch,4,2
37.000,57,Michael Koenen,3,1
36.800,47,Brad Maynard,5,3
31.700,42,Jon Ryan,9,1
41.000,55,Zoltan Mesko,4,0
22.300,45,Steve Weatherford,6,1
33.400,48,Brad Maynard,9,2
34.500,65,Tim Masthay,8,5
38.000,38,Jeremy Kapinos,1,1
34.000,53,Steve Weatherford,4,1
36.300,51,Tim Masthay,6,1
44.300,56,Jeremy Kapinos,3,0
