average punt yards, longest punt, name, punts, punts inside the twenty
42.800,58,Thomas Morstead,5,2
43.300,49,Chris Kluwe,7,2
38.400,53,Brian Moorman,7,1
34.000,51,Brandon Fields,7,2
25.600,38,Brad Maynard,5,4
40.000,48,Nick Harris,8,0
44.500,60,Brett Kern,4,2
49.500,68,Shane Lechler,4,1
43.000,43,Zoltan Mesko,1,0
38.300,57,Kevin Huber,3,0
16.000,45,Matt Dodge,2,0
36.500,48,Jason Baker,4,0
46.800,55,Daniel Sepulveda,5,0
39.100,54,Michael Koenen,7,4
37.000,57,Chris Bryan,7,2
37.000,52,Reggie Hodges,6,0
40.300,56,Adam Podlesh,4,2
36.500,51,Britton Colquitt,4,1
39.000,58,Matt Turk,2,1
19.800,41,Pat McAfee,5,2
36.000,49,Jon Ryan,5,1
35.300,47,Andy Lee,6,2
47.800,58,Sav Rocca,5,0
38.000,48,Tim Masthay,4,0
45.700,63,Donnie Jones,6,3
39.000,59,Ben Graham,6,2
39.300,51,Josh Bidwell,6,2
34.000,57,Mat McBriar,6,3
44.800,56,Steve Weatherford,6,4
30.300,56,Sam Koch,6,2
34.600,51,Dustin Colquitt,9,3
20.300,60,Mike Scifres,8,0
24.000,41,Michael Koenen,2,0
36.600,62,Ben Graham,5,1
37.800,59,Kevin Huber,8,0
35.900,51,Sam Koch,7,4
38.900,48,Reggie Hodges,8,4
37.300,59,Dustin Colquitt,6,2
37.300,53,Mat McBriar,3,1
25.000,46,Brad Maynard,6,1
48.800,66,Nick Harris,4,1
41.000,63,Sav Rocca,7,2
33.700,45,Tim Masthay,3,0
38.000,51,Brian Moorman,5,1
42.200,57,Brett Kern,5,1
30.600,59,Daniel Sepulveda,8,0
34.000,50,Chris Kluwe,2,0
38.000,59,Brandon Fields,6,4
36.800,53,Jason Baker,5,2
41.200,52,Chris Bryan,5,1
13.000,33,Connor Barth,1,0
36.300,47,Shane Lechler,3,2
37.900,54,Donnie Jones,7,3
30.800,63,Britton Colquitt,4,2
52.500,56,Jon Ryan,2,1
39.800,58,Steve Weatherford,4,1
45.000,56,Zoltan Mesko,3,1
17.000,34,Mike Scifres,1,0
41.000,52,Josh Bidwell,4,0
33.700,44,Matt Turk,3,1
40.400,49,Pat McAfee,5,3
41.500,64,Matt Dodge,6,1
32.700,54,Andy Lee,3,1
41.800,58,Thomas Morstead,6,4
43.200,49,Chris Kluwe,5,4
35.900,53,Nick Harris,7,1
34.700,44,Zoltan Mesko,3,0
33.000,33,Brian Moorman,1,0
39.000,57,Thomas Morstead,2,0
21.500,52,Michael Koenen,4,1
36.600,55,Brett Kern,5,1
44.300,59,Dustin Colquitt,4,3
36.600,58,Andy Lee,8,2
29.400,38,Chris Bryan,5,1
62.000,62,Daniel Sepulveda,1,1
34.200,57,Jason Baker,6,0
38.200,51,Kevin Huber,6,5
48.700,60,Sam Koch,3,1
41.700,54,Reggie Hodges,6,2
26.000,42,Matt Turk,3,1
47.500,59,Mat McBriar,2,0
39.100,63,Adam Podlesh,8,3
36.300,56,Sav Rocca,7,2
45.700,52,Donnie Jones,3,1
24.000,42,Graham Gano,4,1
44.500,58,Ben Graham,6,2
50.600,57,Shane Lechler,5,2
31.800,52,Jon Ryan,5,2
32.600,53,Mike Scifres,5,3
46.300,55,Britton Colquitt,3,1
35.000,61,Pat McAfee,6,1
32.500,68,Brandon Fields,3,3
37.500,61,Steve Weatherford,4,2
43.500,49,Brad Maynard,2,1
19.000,58,Tim Masthay,3,0
33.000,53,Michael Koenen,4,2
36.800,56,Andy Lee,5,3
34.700,55,Brian Moorman,9,1
31.800,51,Steve Weatherford,6,1
41.300,50,Reggie Hodges,4,1
38.700,50,Kevin Huber,3,3
36.000,52,Tim Masthay,3,1
28.000,43,Nick Harris,2,1
31.500,60,Brett Kern,6,0
35.800,51,Britton Colquitt,5,2
40.400,53,Donnie Jones,7,4
40.900,54,Jon Ryan,7,2
40.300,57,Thomas Morstead,3,0
40.800,50,Jason Baker,6,3
45.600,57,Daniel Sepulveda,5,1
40.700,47,Sam Koch,3,3
39.000,47,Adam Podlesh,4,2
45.000,66,Pat McAfee,2,0
39.400,51,Shane Lechler,5,4
41.300,51,Matt Turk,6,1
48.000,67,Mike Scifres,1,0
39.000,57,Ben Graham,5,1
34.600,59,Sav Rocca,5,2
33.200,49,Josh Bidwell,5,1
35.400,57,Matt Dodge,7,1
37.900,50,Brad Maynard,9,3
13.500,27,Brandon Fields,1,1
33.300,60,Zoltan Mesko,3,1
43.800,61,Brian Moorman,4,1
41.800,72,Kevin Huber,6,1
29.300,44,Chris Bryan,6,3
41.200,57,Reggie Hodges,5,1
37.500,48,Michael Koenen,4,2
32.300,53,Nick Harris,3,1
39.800,56,Donnie Jones,4,2
42.500,58,Pat McAfee,2,1
52.000,60,Dustin Colquitt,4,0
35.300,52,Hunter Smith,8,5
36.200,57,Tim Masthay,6,1
37.200,51,Jason Baker,9,4
37.500,44,Brad Maynard,6,3
38.500,53,Sam Koch,4,1
35.700,53,Britton Colquitt,7,0
38.600,53,Matt Turk,7,4
42.800,51,Matt Dodge,4,1
37.800,46,Ben Graham,5,3
44.700,53,Thomas Morstead,3,0
47.800,63,Shane Lechler,4,1
-1.300,42,Mike Scifres,1,0
36.000,39,Mat McBriar,2,2
34.600,45,Brett Kern,5,2
39.300,60,Andy Lee,3,1
38.000,51,Sav Rocca,4,1
43.100,53,Steve Weatherford,7,4
40.400,59,Chris Kluwe,7,1
38.400,44,Brad Maynard,8,3
30.400,56,Jon Ryan,10,6
33.400,42,Tim Masthay,5,2
40.000,50,Brandon Fields,4,1
35.700,48,Donnie Jones,6,1
40.800,64,Mike Scifres,6,0
47.200,65,Zoltan Mesko,6,2
40.100,59,Sam Koch,9,5
38.500,57,Matt Dodge,6,3
39.800,55,Nick Harris,5,2
36.000,53,Sav Rocca,2,1
29.500,47,Michael Koenen,6,1
39.500,60,Daniel Sepulveda,6,4
40.800,49,Reggie Hodges,5,4
40.800,60,Matt Turk,4,1
40.500,59,Dustin Colquitt,4,1
40.000,54,Robert Malone,3,2
46.000,46,Thomas Morstead,1,1
37.600,55,Andy Lee,8,4
47.300,61,Shane Lechler,6,1
39.700,58,Britton Colquitt,6,1
42.200,54,Steve Weatherford,5,1
41.800,53,Chris Kluwe,5,4
44.000,60,Mat McBriar,5,0
39.500,56,Hunter Smith,6,2
33.500,59,Pat McAfee,4,1
34.300,46,Adam Podlesh,3,2
50.000,51,Brett Kern,2,1
41.700,52,Michael Koenen,3,2
41.700,47,Kevin Huber,3,2
33.300,44,Brad Maynard,7,0
28.700,50,Hunter Smith,7,2
44.000,68,Brett Kern,4,0
39.800,63,Sav Rocca,5,1
29.000,50,Dustin Colquitt,3,1
38.300,55,Adam Podlesh,3,2
47.700,66,Brandon Fields,3,2
38.300,51,Daniel Sepulveda,3,1
25.500,56,Thomas Morstead,4,1
42.300,53,Reggie Hodges,4,2
35.500,55,Robert Malone,4,1
33.300,49,Donnie Jones,4,3
32.700,44,Jason Baker,3,0
41.300,59,Andy Lee,7,1
44.200,52,Sam Koch,5,3
45.000,53,Brian Moorman,2,1
40.000,60,Jon Ryan,5,2
31.600,60,Ben Graham,5,2
29.500,49,Mike Scifres,2,1
35.300,45,Zoltan Mesko,4,2
45.300,61,Britton Colquitt,7,0
34.000,46,Shane Lechler,4,2
38.500,51,Tim Masthay,2,1
45.000,50,Chris Kluwe,2,0
45.500,61,Mat McBriar,6,2
24.000,69,Matt Dodge,3,0
36.800,61,Kevin Huber,9,3
43.000,55,Brandon Fields,4,1
39.300,63,Mat McBriar,3,1
38.000,57,Adam Podlesh,5,1
35.600,51,Nick Harris,9,1
31.300,55,Hunter Smith,9,1
29.700,56,Dustin Colquitt,6,3
36.100,56,Brian Moorman,7,0
40.400,59,Donnie Jones,5,2
37.800,53,Jason Baker,5,1
43.200,58,Steve Weatherford,5,1
41.500,55,Tim Masthay,8,5
44.200,57,Andy Lee,6,4
31.600,48,Britton Colquitt,7,4
32.800,63,Mike Scifres,3,0
44.200,63,Brett Kern,6,4
38.000,52,Ben Graham,4,2
38.300,55,Robert Malone,6,2
42.000,55,Zoltan Mesko,5,1
41.300,58,Chris Kluwe,4,3
34.600,60,Shane Lechler,5,0
41.900,63,Jon Ryan,9,5
34.300,55,Thomas Morstead,4,3
43.800,54,Daniel Sepulveda,4,2
37.000,55,Jeremy Kapinos,4,2
36.400,59,Matt Turk,5,1
32.000,34,Michael Koenen,3,2
39.000,41,Robert Malone,3,2
28.000,38,Brian Moorman,3,2
40.000,46,Brad Maynard,4,1
35.700,51,Reggie Hodges,3,2
33.800,51,Zoltan Mesko,5,1
40.200,56,Nick Harris,9,3
35.400,53,Steve Weatherford,7,3
42.000,52,Jason Baker,7,1
38.800,63,Thomas Morstead,5,3
44.000,54,Brandon Fields,3,2
35.000,36,Matt Turk,2,0
27.000,47,Mike Scifres,3,2
46.000,56,Chris Kluwe,4,4
36.300,56,Ben Graham,8,0
36.000,55,Jon Ryan,5,0
44.000,50,Matt Dodge,1,0
32.000,55,Sav Rocca,4,1
36.800,54,Pat McAfee,5,1
40.000,56,Shane Lechler,6,1
37.600,60,Dustin Colquitt,8,1
13.000,33,Ryan Succop,1,0
47.500,55,Tim Masthay,2,2
45.800,65,Mat McBriar,6,3
33.200,50,Kevin Huber,4,1
34.800,48,Daniel Sepulveda,5,2
35.000,46,Michael Koenen,5,2
45.500,53,Sam Koch,4,3
37.600,51,Brian Moorman,7,3
33.000,52,Nick Harris,8,2
33.500,42,Brad Maynard,4,1
32.300,56,Chris Kluwe,4,1
38.600,53,Reggie Hodges,5,1
37.000,43,Steve Weatherford,3,2
40.700,49,Pat McAfee,7,3
39.000,52,Kevin Huber,4,4
28.000,51,Brandon Fields,3,0
37.800,52,Brett Kern,5,2
32.500,53,Robert Malone,4,0
30.600,35,Jason Baker,5,2
37.000,59,Adam Podlesh,3,2
37.300,49,Matt Turk,4,1
23.000,46,Britton Colquitt,2,0
34.300,44,Dustin Colquitt,3,1
32.300,57,Matt Dodge,4,0
46.700,61,Mat McBriar,3,0
28.700,52,Ben Graham,6,3
31.000,42,Jon Ryan,1,0
39.300,61,Andy Lee,8,3
43.700,63,Donnie Jones,10,3
38.800,53,Daniel Sepulveda,5,0
31.800,53,Zoltan Mesko,5,3
44.000,56,Hunter Smith,6,1
38.300,53,Sav Rocca,4,4
36.300,54,Brandon Fields,7,3
42.000,49,Brad Maynard,4,0
35.500,48,Kevin Huber,2,0
24.000,44,Brian Moorman,1,0
46.300,58,Mat McBriar,4,2
23.500,53,Nick Harris,6,3
45.300,57,Steve Weatherford,4,2
34.000,47,Matt Turk,6,3
39.700,54,Daniel Sepulveda,7,4
40.500,61,Shane Lechler,8,3
39.200,57,Jason Baker,9,1
37.200,60,Sam Koch,5,1
33.500,38,Adam Podlesh,2,1
37.400,53,Reggie Hodges,5,2
31.400,51,Brett Kern,5,2
9.800,45,Hunter Smith,4,2
42.600,64,Dustin Colquitt,5,1
38.400,55,Ben Graham,7,2
39.400,47,Chris Kluwe,5,1
38.200,47,Tim Masthay,5,2
40.000,40,Thomas Morstead,1,1
39.000,41,Jon Ryan,2,0
44.600,52,Donnie Jones,5,0
34.300,51,Michael Koenen,4,1
30.000,53,Andy Lee,6,2
32.200,61,Robert Malone,5,2
43.700,45,Zoltan Mesko,3,1
36.000,46,Pat McAfee,2,1
39.300,47,Sav Rocca,3,1
39.800,67,Matt Dodge,4,0
31.500,58,Mike Scifres,4,3
33.200,50,Britton Colquitt,9,1
31.300,48,Nick Harris,3,1
41.700,53,Zoltan Mesko,3,1
55.000,59,Mat McBriar,2,1
53.500,64,Thomas Morstead,2,1
41.000,61,Steve Weatherford,8,5
40.000,57,Kevin Huber,7,2
39.800,51,Michael Koenen,4,2
44.000,53,Tim Masthay,2,0
29.400,47,Brian Moorman,5,2
43.000,55,Daniel Sepulveda,4,0
