longest rush, name, rushes, rushing touchdowns, rushing yards
4,S Jyles,2,0,6
2,C McCarty,2,0,1
15,C Walker,19,1,80
11,H Burris,2,0,12
8,S Giguere,2,0,6
13,B Whitaker,7,0,31
11,D Diedrick,3,0,21
10,A Calvillo,2,0,15
16,C Simpson,14,1,73
17,A Brink,6,0,57
2,N Riva,1,0,2
12,H Charles,15,0,76
13,S Jyles,2,0,21
5,F Stamps,1,0,5
9,B Whitaker,15,0,82
6,D Diedrick,3,0,14
3,A McPherson,1,0,3
1,T Guy,1,0,1
11,C Boyd,14,0,51
4,A Durie,1,0,4
13,K Sheets,10,1,45
10,D Durant,4,0,22
5,D Willy,1,0,5
15,C Walker,11,0,52
12,H Burris,3,0,30
1,Q Porter,1,0,1
13,L Coker,4,0,26
2,A Franklin,1,0,2
2,B Mitchell,1,0,2
11,A Harris,9,0,55
13,T Lulay,6,0,41
20,S Gore,2,0,24
13,R Lumbala,1,0,13
7,M Iannuzzi,2,0,12
4,T Brown,3,0,10
3,M Reilly,2,0,6
33,C Simpson,7,0,65
6,A Brink,3,1,13
4,W Ford,1,0,4
23,B Whitaker,18,0,115
9,A Calvillo,2,0,13
4,V Anderson,4,1,4
1,A McPherson,1,0,1
8,C Boyd,8,0,23
3,J Jackson,3,0,7
4,A Durie,2,0,6
1,R Ray,1,0,1
32,A Harris,13,0,60
38,P McCallum,1,0,38
18,T Lulay,4,0,32
2,M Reilly,2,1,3
1,E Jackson,1,0,1
47,C Walker,10,1,68
9,H Burris,1,0,9
6,S Giguere,1,0,6
1,Q Porter,1,0,1
28,J Cornish,20,1,170
16,K Glenn,2,0,22
8,R Bryant,3,1,19
13,L Taylor,1,0,13
6,M Walter,1,0,6
2,B Mitchell,3,1,3
21,H Charles,14,0,67
7,C McCarty,2,1,13
11,S Jyles,1,0,11
1,K Joseph,1,0,1
14,K Sheets,17,0,78
27,D Durant,1,1,27
1,D Willy,2,1,1
20,C Simpson,18,1,86
4,W Ford,4,1,9
2,A Brink,2,0,4
10,H Burris,5,0,43
8,C Walker,7,0,17
5,D Stephenson,2,0,9
1,Q Porter,2,0,2
16,H Charles,7,0,37
12,B Dales,1,0,12
2,K Joseph,2,1,3
5,C Boyd,2,0,2
36,V Anderson,18,0,102
11,D Diedrick,5,0,22
1,A McPherson,1,1,1
11,J Cornish,12,0,43
5,K Glenn,2,0,8
7,L Taylor,1,0,7
2,B Mitchell,2,0,3
22,C Kackert,14,0,94
10,R Ray,1,0,10
2,J Jackson,4,0,8
7,C Owens,1,0,7
9,T Lulay,5,1,27
5,A Harris,8,0,19
15,E Jackson,1,1,15
3,T Brown,2,0,5
5,S Gore,1,0,5
3,M Reilly,2,0,3
8,K Sheets,10,0,28
13,D Durant,1,0,13
8,J Sanders,1,0,8
4,D Willy,2,0,5
12,B Whitaker,19,1,102
17,A Calvillo,2,0,25
8,A McPherson,2,1,9
0,B Bratton,1,0,0
37,A Cobourne,8,0,50
7,H Burris,2,0,10
17,C Simpson,11,0,39
11,J Elliott,4,0,26
13,C Denmark,1,0,13
2,A Brink,2,1,3
18,A Harris,10,1,57
18,T Lulay,7,0,50
6,T Brown,1,0,6
3,M Reilly,2,0,4
2,S Gore,1,0,2
32,K Sheets,11,1,74
22,D Durant,6,0,72
3,D Willy,4,0,5
3,W Dressler,1,0,3
32,J Cornish,24,0,159
7,M Walter,2,0,10
7,L Taylor,1,0,7
5,M McDaniel,1,0,5
2,B Mitchell,2,0,4
25,C Kackert,8,1,58
8,R Ray,3,0,12
16,H Charles,15,1,67
18,C Boyd,9,0,45
29,K Joseph,4,1,44
13,B Whitaker,9,1,48
5,V Anderson,3,1,10
9,A Calvillo,1,0,9
18,A Harris,8,0,56
11,T Lulay,3,0,20
6,T Brown,4,0,19
1,S Gore,1,0,1
1,M Reilly,1,0,1
37,K Sheets,19,0,106
13,D Durant,4,0,38
22,J Sanders,2,0,22
8,D Willy,3,1,9
13,C Simpson,8,0,34
7,A Brink,1,0,7
5,T Edwards,1,0,5
0,W Ford,1,0,0
22,C Walker,14,0,111
8,H Burris,2,0,12
1,Q Porter,2,0,2
14,C Kackert,8,1,44
2,J Jackson,4,0,6
4,R Ray,1,0,4
13,J Cornish,13,0,71
8,K Glenn,2,0,15
11,M Walter,2,1,14
2,B Mitchell,5,1,5
2,L Taylor,2,0,2
12,J Messam,7,0,32
9,K Joseph,8,1,30
5,H Charles,6,0,16
13,K Joseph,7,0,44
21,H Charles,6,0,31
5,J Messam,3,0,8
6,C Boyd,1,0,6
3,C McCarty,1,0,3
59,J Cornish,16,1,185
12,M Walter,1,0,12
6,B Mitchell,2,0,7
43,C Kackert,16,3,172
2,J Jackson,5,1,8
3,J Johnson,2,0,6
23,A Cobourne,13,0,119
11,H Burris,1,0,11
2,B Rutley,1,0,2
23,A Harris,14,1,67
19,T Brown,6,0,48
29,E Jackson,2,0,40
11,T Lulay,2,0,12
6,S Gore,1,0,6
4,R Lumbala,1,0,4
3,M Reilly,2,0,4
24,B Whitaker,10,0,70
1,A McPherson,1,0,1
42,C Simpson,9,0,74
8,J Elliott,3,0,13
1,A Brink,1,0,1
30,J Sanders,4,0,55
13,D Willy,6,0,52
6,K Sheets,12,1,32
17,D Durant,1,0,17
52,L Coker,5,1,79
18,J Cornish,15,2,53
9,M Price,1,0,9
8,K Glenn,1,0,8
2,B Mitchell,3,0,5
3,M Walter,1,0,3
28,C Simpson,13,0,86
3,A Brink,2,0,5
4,C Denmark,1,0,4
3,J Elliott,1,0,3
2,J Goltz,1,0,2
1,C Volny,2,0,1
18,A Cobourne,18,1,121
15,B Rutley,1,0,15
11,C Williams,1,0,11
6,H Burris,1,0,6
16,H Charles,5,0,32
9,M Nichols,1,0,9
6,J Messam,5,1,8
7,S Jyles,1,0,7
18,A Harris,10,0,51
36,T Lulay,2,0,42
17,S Gore,1,0,17
5,S Foord,1,0,5
4,E Jackson,1,0,4
4,T Brown,1,0,4
1,R Lumbala,1,1,1
1,M Reilly,1,0,1
14,G Riggs Jr,5,0,39
15,S Waters,1,0,15
3,J Jackson,2,0,5
4,R Ray,1,0,4
8,B Whitaker,14,1,45
7,V Anderson,5,0,14
1,A McPherson,3,1,3
15,K Sheets,12,0,81
4,J Sanders,2,0,6
6,W Dressler,1,0,6
30,C Simpson,19,0,134
17,W Ford,4,1,31
2,A Brink,4,1,5
17,A Cobourne,18,0,77
3,H Burris,2,0,4
13,H Charles,6,1,33
10,C Boyd,6,0,23
15,S Jyles,3,0,22
7,F Stamps,1,0,7
49,A Harris,11,0,103
24,T Brown,1,0,24
11,T Lulay,5,0,22
6,S Gore,2,0,7
5,R Lumbala,1,0,5
3,M Reilly,3,0,5
22,V Anderson,17,1,76
10,A McPherson,3,0,13
12,A Calvillo,1,0,12
4,C Jennings,2,0,7
31,C Kackert,13,0,84
8,C Owens,1,0,8
2,J Jackson,1,0,2
35,K Sheets,9,0,58
16,J Sanders,8,0,46
2,D Willy,2,1,3
0,D Ferri,1,0,0
13,J Cornish,12,0,67
9,K Glenn,1,0,9
3,B Mitchell,2,0,5
25,A Cobourne,19,0,111
19,H Burris,4,0,34
8,C Walker,4,0,13
2,Q Porter,2,0,3
2,C Williams,1,0,2
7,C Jennings,3,1,19
6,V Anderson,7,0,15
6,A Calvillo,1,0,6
1,A McPherson,1,1,1
73,J Cornish,20,2,180
29,M Walter,6,0,55
5,K Glenn,1,0,5
1,B Mitchell,1,0,1
19,M Nichols,2,1,36
7,J Messam,4,0,20
6,H Charles,7,0,17
2,S Jyles,1,0,2
10,C Simpson,7,0,39
14,J Elliott,3,0,16
3,A Brink,2,0,5
3,B Pierce,1,0,3
21,C Kackert,20,0,86
15,J Jackson,7,1,51
22,A Durie,3,0,24
2,J Johnson,1,0,2
0,C Owens,1,0,0
16,K Sheets,17,0,103
10,W Dressler,1,0,10
2,D Willy,1,0,2
1,J Sanders,2,0,0
23,A Harris,8,0,78
8,T Lulay,4,0,19
6,K Johnson,2,0,3
2,M Reilly,1,0,2
25,H Charles,10,1,67
19,K Joseph,4,0,35
7,F Stamps,1,0,7
4,J Messam,2,0,6
2,M Nichols,1,0,2
37,A Cobourne,13,0,86
18,H Burris,4,0,50
29,A Harris,15,1,73
19,T Lulay,5,0,50
9,K Johnson,1,0,9
8,T Brown,2,0,6
1,R Lumbala,1,0,1
1,M Reilly,1,0,1
17,J Cornish,10,0,61
15,V Anderson,14,0,80
7,A Calvillo,3,0,11
2,A McPherson,3,1,5
11,C Simpson,13,0,62
19,I Anderson,1,0,19
8,J Elliott,2,0,13
9,J Goltz,1,0,9
1,A Brink,4,0,4
1,W Ford,1,0,1
12,G Riggs Jr,10,0,56
2,C Owens,1,0,2
48,K Sheets,19,1,113
5,B West,3,0,7
3,W Dressler,1,0,3
20,A Cobourne,7,1,56
2,H Burris,1,0,2
1,C Walker,1,0,1
9,A Harris,16,1,68
7,T Brown,3,0,12
10,T Lulay,1,0,10
8,E Jackson,1,0,8
4,M Reilly,2,1,5
14,C Simpson,14,2,84
9,J Elliott,2,0,9
23,J Cornish,22,1,87
2,K Glenn,2,0,4
1,B Mitchell,4,0,4
27,H Charles,17,1,152
18,K Joseph,3,0,36
9,J Messam,4,0,12
2,M Nichols,2,0,4
23,K Sheets,12,0,77
22,D Durant,2,0,27
1,D Willy,1,0,1
4,G Riggs Jr,5,0,13
9,J Jackson,1,0,9
42,C Jennings,10,0,86
7,V Anderson,6,0,16
13,A Calvillo,2,0,15
3,A McPherson,3,0,6
14,C Kackert,8,0,50
3,E Marc,1,0,3
19,C Simpson,20,1,136
36,W Ford,10,1,85
7,A Brink,10,2,31
3,B Pierce,2,0,5
3,C Denmark,1,0,3
23,T Brown,4,1,50
18,M Reilly,4,0,43
13,A Harris,12,0,42
18,E Jackson,2,0,18
8,S Gore,1,0,8
12,H Charles,7,0,35
22,J Messam,1,0,22
18,K Joseph,1,0,18
17,K Sheets,10,1,45
19,D Durant,2,0,29
2,B West,1,0,2
11,C Jennings,15,0,60
22,A Calvillo,3,2,36
9,N Devine,1,0,9
2,M Brouillette,1,0,2
2,A McPherson,1,1,2
14,J Cornish,13,1,27
11,K Glenn,2,0,13
7,R Bryant,2,0,5
1,B Mitchell,1,1,1
16,A Cobourne,12,0,68
42,C Walker,9,1,63
9,H Burris,1,0,9
14,J Cornish,15,0,86
33,M Walter,5,0,33
2,B Mitchell,1,0,2
1,A Franklin,1,0,1
25,A Harris,6,0,30
2,S Gore,1,0,2
1,M Reilly,2,0,1
7,A Cobourne,13,0,44
7,C Walker,6,0,22
3,H Burris,1,0,3
23,J Elliott,4,1,54
20,C Simpson,5,0,36
7,C Volny,9,0,19
11,B Pierce,1,0,11
6,C Denmark,1,0,6
3,M Renaud,1,0,3
4,W Ford,2,0,3
1,A Brink,2,0,2
24,K Sheets,11,1,86
13,W Dressler,2,0,9
5,B West,1,0,5
1,D Willy,1,0,1
17,C Kackert,11,0,53
2,J Jackson,4,0,8
3,R Ray,2,0,5
20,C Jennings,16,0,90
23,A McPherson,2,1,24
5,N Devine,1,0,5
5,K Joseph,6,0,21
16,J Messam,5,0,21
12,M Nichols,1,0,12
6,C Boyd,1,0,6
61,G Riggs Jr,15,1,112
8,Z Collaros,3,0,17
4,J Jackson,1,0,4
12,H Burris,4,0,19
4,A Cobourne,3,0,5
21,C Boyd,8,1,66
12,J Messam,11,0,39
7,M Nichols,3,0,13
4,F Stamps,1,0,4
1,C McCarty,1,0,1
22,J Cornish,14,0,69
19,M Walter,4,0,39
9,D Tate,2,1,13
5,K Glenn,1,0,5
15,C Volny,14,0,64
33,A Brink,5,0,58
17,J Goltz,6,1,32
20,A McPherson,13,1,102
17,C Jennings,10,0,56
20,A Harris,9,1,57
14,M Reilly,4,0,34
9,S Foord,2,0,8
8,R Lumbala,1,0,8
7,T Brown,3,0,8
7,S Gore,1,0,7
8,B West,9,0,36
27,K Sheets,4,0,34
18,D Willy,3,0,30
4,J OSullivan,1,0,4
22,C Kackert,15,1,88
7,R Ray,3,1,16
5,A Durie,1,0,5
3,J Jackson,5,0,4
46,H Charles,6,0,58
16,K Joseph,6,1,58
8,C Boyd,5,0,15
1,M Nichols,2,0,2
29,J Cornish,18,0,109
4,D Tate,2,0,8
4,B Mitchell,3,2,6
15,D Durant,3,0,25
9,K Sheets,5,0,19
6,B West,4,0,17
24,C Jennings,9,1,80
13,C Cox,1,0,13
13,N Devine,2,0,11
3,A McPherson,3,1,7
0,A Calvillo,1,0,0
51,C Kackert,13,1,139
3,R Ray,1,0,3
1,J Jackson,2,0,1
14,A Harris,8,0,33
16,S Gore,2,0,25
6,M Reilly,3,0,13
2,T Lulay,1,0,2
21,J Cornish,18,0,112
15,K Glenn,1,0,15
5,B Mitchell,5,1,7
2,R Cote,1,0,2
28,C Kackert,20,0,133
21,J Cornish,15,0,57
4,L Taylor,1,0,4
0,M Walter,1,0,0
