interception touchdowns, interception yards, interceptions, name
0,4,1,S Lewis
0,15,1,L Cine
0,8,1,D Curry
0,0,1,K Hernandez
0,96,1,D Arnette
0,22,1,T Ajian
0,70,2,S Davis
0,0,1,K Elam
0,8,1,D Wilson
0,33,1,K Duncan Jr
0,13,1,J Haynes
0,1,1,O Cooley
0,1,1,D Evans
1,27,1,C Garrett
0,12,1,A Young
0,23,1,A Parker
0,16,1,D Goolsby
0,10,1,K Brennan
0,9,1,B Clark
0,2,1,D Brown
0,2,1,M Anderson
0,0,1,P Smith
0,7,1,P Fisher
0,0,1,J White
1,34,1,K Hamilton
0,2,1,J Elliott
0,0,1,S Crawford
0,0,1,S Wilson
0,8,1,S Reza
0,0,1,G Karlaftis
0,0,1,J Gladney
0,0,1,T Moehrig
0,0,1,K Gallmon
0,0,1,X Cullens
0,0,1,X McKinney
0,62,1,N Roberts
0,1,1,V Davis
0,0,1,B Nichols
0,4,1,R Clemons
0,7,1,J Smith
0,6,1,J Morris
0,41,1,T Williams
0,20,1,C Fredrick
0,0,1,M Goodrich
0,7,1,H Hand
0,0,1,C Campbell
0,22,1,N Warrior
0,6,2,J Banks
0,0,1,K Solomon
0,35,2,L Brooks
1,30,1,P Hall
0,8,1,T Lovelace
0,4,1,R Robinson II
0,0,1,J Fisher
0,-3,1,S Womack
0,11,1,C Hayes
0,1,1,T Brown
0,0,1,R Jones
0,7,1,J Broughton
0,0,1,J Bourdeau
0,0,1,L Taylor
0,0,1,A Samuel Jr
0,-4,1,C Farley
0,1,1,T Blackshear
0,19,1,C Williams
0,6,2,M Bryant
0,0,1,H Taylor
0,11,1,D Thomas
0,0,1,J Monroe
0,50,1,K Kaniho
0,18,1,M Sam
0,0,1,D Reynolds
0,29,1,T Burgess
0,40,1,S Featherstone
0,0,1,O Lacey
0,16,1,T Chambers
0,-5,1,T Diggs
0,0,1,D Thomas
0,-7,1,K Curl
0,32,1,E Aguayo
0,32,2,B Brown II
0,13,1,N Shelton
0,0,1,J Lenard
0,54,1,R Velez
0,11,1,E Riley
0,6,1,C Jones
0,0,1,D Rakestraw
1,46,1,J Banks
0,0,1,A Washington
0,0,1,D Russell
0,0,1,C Braswell
0,33,1,M Tooley
0,0,1,A Turner
1,66,1,K Wallace
0,0,1,M Osborne
0,3,1,D Robinson
0,16,1,K Huston
0,5,1,T Jones
0,0,1,R Smith
0,0,1,A Burney
0,0,1,T Dean III
0,0,1,M Wilson
0,0,1,T Jackson
0,0,1,A Taylor
0,3,1,C Fagan
0,11,1,D Wilson
0,0,1,J Reed
0,9,1,C Taylor
1,44,1,C Jones
0,1,1,D Harris
1,48,1,J Hummel
0,25,1,L White
0,14,1,C Straughter
0,0,1,K Washington
0,23,2,J Parker
1,45,1,C Espinoza Jr
0,13,1,T Lebeau
0,11,1,C Evans
0,0,1,A Blades Jr
0,21,1,D Prince
1,100,1,R Perkins
0,21,1,D Wonnum
1,52,1,W Gay Jr
0,39,1,Q Mosely
0,2,1,M Wolfolk
0,19,1,D Taylor
0,0,1,A Davis Gaither
0,0,1,C Ingram
0,0,1,B Cosby
0,0,1,R Wilborn
1,43,1,J Reed II
0,17,1,A Perkins
0,19,1,J Bachie
0,2,1,D Beesley
0,0,1,J Scott
0,0,1,M Sanders
0,0,1,N Harvey
0,0,1,J Okudah
0,45,1,K Greenhouse
0,0,1,A Washington
0,-2,1,K Pedescleaux
0,13,1,P Campbell III
0,0,1,J Pinnock
0,0,1,M Palmer
1,48,1,S Bond
0,3,1,J Holland
0,7,1,E Coley
0,0,1,A Washington
0,37,1,M Estell
0,10,1,C Brown
0,22,1,K Harvell Peel
0,3,1,S Fisher
0,0,1,G Nave
0,0,1,Y Ross
0,14,1,T Williams
0,2,1,L Hall
0,0,1,J Lee
0,47,1,R Haynie
0,0,1,J Stevens
0,0,1,D Stingley Jr
1,22,1,Z Zandier
0,0,1,D Reid Bennett
0,11,1,S Thomas
0,6,1,J Woods
0,0,1,D Holmes
0,9,1,J Torchio
0,-3,1,E Burrell
0,0,1,S Blake Jr
0,0,1,A Crosswell
0,0,1,N Cross
0,17,1,J Johnson
0,5,1,T Castro Fields
0,0,1,L Johnson
0,36,1,J Mayden
1,24,1,S Jolly
0,12,1,M Brown
0,18,1,J Madubuike
0,12,1,L Burns
0,0,1,J Williams
0,0,1,M Palmer
0,2,1,A Henderson
0,1,1,E Bassey
1,48,1,N Clarke
0,19,1,A Collier
0,0,1,J Gemmell
0,0,2,M Dotson
0,-2,1,Z Gilbert
0,16,1,J Greenard
0,2,1,D Stiner
0,23,1,E Benton
0,0,1,J Faulks
0,0,1,C Straughter
1,58,1,I Rodgers
0,45,1,J Adams
0,1,1,D Glover
1,25,2,M Brown
0,0,1,D Hayes
0,0,1,A Gilman
0,0,1,K Hamilton
0,40,1,D Coleman III
0,26,1,D Patterson
0,0,1,E Sullivan
0,30,1,G Hall
0,7,1,J Young
0,10,1,G Stringer
0,0,1,J McMillian
0,4,1,T Poindexter
0,14,2,K Martin
0,0,1,D Lewis
0,0,1,E Jones
0,40,1,D Studstill
0,3,1,S Kirby
0,0,2,R Clemons
0,0,1,G Holloman
0,65,1,B Walls
0,0,1,K Oliver
0,40,1,K Robinson
0,9,1,P Wilgar
0,14,1,C Martial
0,0,1,W Sunderland
0,0,1,B Edmonds
0,22,1,F Bernard
0,0,1,J Johnson
1,44,1,A Neal
0,0,1,K Bailey
0,14,2,C Williams
0,4,1,E Molden
1,68,1,N Burks
0,0,1,J Jefferson
0,14,2,K Bailey
0,5,1,J Darvin
0,0,1,T Meadows
0,0,1,P Lupro
0,0,1,J Tranquill
0,0,1,G Kreski
0,12,1,J Waddy
0,3,1,C Brooks
0,57,1,C Jefferies
1,16,1,A Gardner
0,5,1,J White
0,18,1,T Gowan
0,14,1,R Tolefree
0,10,2,B Ezell
0,0,1,N Shelton
0,0,1,C Kuerschen
0,0,1,K Wright
0,0,1,A McCoy
0,13,1,N LaFleur
0,8,1,M Onu
0,50,1,D Harrell
0,2,1,A Olaniyan
0,17,1,E Cerenord
0,9,1,M Waters
1,48,2,P Ford
0,21,1,D Jackson
0,10,1,R Dames
0,5,1,S Lewis
0,41,1,S Davis
0,0,1,D Stiner
0,0,1,M Wilson
0,4,1,J Ifedi
0,0,1,T Gore
0,18,1,A Owens
0,0,1,D Ford
0,0,1,D Chapman
0,0,1,N Stevens McKenzie
0,17,1,G Arnold
0,35,1,A Hawley
1,33,1,L Thomas
0,11,1,A Johnson
0,5,1,K Vincent Jr
0,0,1,D Stingley Jr
0,0,1,G Delpit
0,19,1,C Haney
0,23,2,J Waller
0,1,2,C Farley
0,0,1,L Hill
0,0,1,J Metellus
0,0,1,A Thomas
0,0,1,G Stone
0,13,1,A Winfield
1,40,1,D Harding
1,59,2,C Garrett
0,3,1,T Render
0,0,2,J Moffatt
0,5,1,E Fochtman
0,11,1,L Jackson
0,0,1,A Jones Davis
0,40,1,A Uzodinma II
0,72,1,J Scruggs
0,5,1,B Tillmon
0,0,1,J Elliott
0,26,1,J Fuller
0,34,1,J Scott
0,22,1,H Blackmon
0,0,1,T Darden
0,40,1,J Holland
0,3,1,T Dye
0,31,1,A Davis
0,15,1,S Smiley
0,39,1,A Eley
0,-5,1,I Davis
1,64,2,A Johnson
0,2,1,C Calloway
0,0,1,R Lecounte
0,9,1,K Robinson
0,0,1,D Spears
0,9,2,D Coleman III
0,5,1,D Fields
0,34,1,K Washington
0,13,1,A Adeoye
0,12,2,D Jamison
0,0,1,B Foster
0,6,1,A Armstrong
0,0,1,J Waddy
0,25,1,C Straughter
0,17,1,A Neal
0,53,2,V McKinley III
0,0,1,N Pickett
0,0,1,B Young
1,24,1,K Johnson
0,0,1,R Bowman
0,16,1,J Williams
0,8,1,C Johnston
0,23,1,E Rambo
0,0,1,J Ingram
0,0,1,D Coleman III
0,34,1,K Buffalo
0,0,1,J Bozeman
0,8,1,S Womack
1,38,1,D Kendrick
0,10,1,C Smith
0,0,1,T Muse
0,0,1,H Nasirildeen
0,0,1,T Brown
0,19,1,A Spillum
0,4,1,R Wilborn
0,0,1,B Cosby
0,0,1,A Phillips
0,0,2,M Dotson
0,0,1,R Smith
1,53,3,I Mukuamu
0,11,1,D Williams
0,22,2,J Hicks
1,2,1,P Young
0,0,1,C Bryant
0,8,1,D Hayes
0,4,1,J Brisker
0,0,1,D Stingley Jr
1,42,1,A Robertson
0,0,1,C Taylor
0,0,1,C Ogbonna
0,4,1,S Williams
1,40,1,A Arnold
0,0,1,B Ezell
0,0,1,R Tolefree
0,14,1,I Motley
1,64,1,D Lloyd
1,40,2,C Trice
0,0,1,L Barcoo
0,14,1,C Ah You
0,35,1,R Mitchell
0,0,1,K Hemby
0,0,1,H Hand
0,24,1,K George Jr
0,14,1,T Flowers
0,-3,1,N Warrior
0,0,1,C Dantzler
0,0,1,B Cole II
0,10,1,B Jones
1,20,1,M Clark
0,16,1,D Richardson
0,2,1,J Carter McLin
0,44,1,J White
0,0,1,N Greer
0,7,1,Y Abdullah
0,4,1,R Burns
1,34,1,Z Baun
0,11,1,R Wildgoose
1,74,1,D Spears
0,24,1,P Lupro
0,5,1,N Clayton
0,0,1,M Rugamba
1,19,1,T Smith
0,23,1,B Lewis
1,35,2,W Sunderland
0,17,2,T Reed
0,0,1,J Smith
0,0,1,A Washington
0,2,1,P Adebo
0,3,1,A Leroy
0,0,1,S Gilmore
0,32,1,J Hughes
0,16,1,A Mosby
0,9,1,L Bailey
0,0,1,S Banks
0,0,1,A Riep
0,4,1,J Mayden
0,59,1,N Warrior
0,0,1,J Fehr
0,0,1,S Jolly
0,0,1,J Oilver
0,2,1,C Wooten
0,0,1,J Davis
0,0,1,A Phillips
0,0,1,J Hendy
1,8,1,J Maitre
0,0,1,J Anderson
0,0,1,T Brown
0,0,2,D Jamison
0,2,1,J Grant
0,7,1,A Collier
0,16,1,D Forrest
0,0,1,J Hicks
0,38,1,D Mutin
0,0,1,J Hubbard
0,0,1,R Dames
0,27,1,Q White
1,92,1,M Bugg III
0,0,1,T Adams
0,7,1,R Moss
0,27,1,D Mackey
0,0,1,I Steele
0,12,1,J Fagot
0,0,1,R Yeast
0,28,1,A Terrell
0,0,1,K Wallace
1,30,1,E Barnett
0,19,3,A Robertson
0,0,1,R Mitchell
0,0,1,A Brooks
0,0,1,R Taylor
0,8,1,T Pickens
0,4,1,A Hall
0,0,1,Q Johnson
0,0,1,D Evans
0,0,1,A Robinson
0,0,1,C Chattman
0,9,1,J Stevens
0,0,1,K Fulton
0,0,1,C Garnes
0,22,1,K Sails
0,0,1,N Roberts
0,39,1,T Robinson
0,30,1,J Moffatt
0,0,1,C Stamps
0,18,1,K Barnes
0,3,1,T Castro Fields
0,15,1,J Robinson
0,11,1,C McDonald
0,1,1,H Hand
0,2,1,N Stevens McKenzie
0,21,1,D Fields
0,0,1,W Boler
0,0,1,K White
0,11,1,K Mauga
0,7,1,T Lewis
0,21,1,C Lucas
1,34,1,R Wisdom
0,1,1,N Smith
0,34,1,S Bond
0,4,1,K Meitzenheimer
0,5,1,B Robins
0,0,1,A George
0,42,1,C Wilkins
0,20,1,J Blount
0,17,1,B Nelson
0,20,1,J Alexander
0,0,1,L Johnson
0,0,1,C Monroe
0,34,1,M Strong
0,19,1,S Thomas
0,0,1,G Hicks III
0,0,1,D Rakestraw
0,0,1,R Cray
0,0,1,A Willis Dalton
0,0,1,R Clemons
0,3,1,K Trujillo
0,0,2,N Page
1,84,1,T Diggs
0,24,1,P Surtain II
0,0,1,A Jennings
0,0,1,A Phillips
1,40,1,K Wright
0,6,1,J Banks
0,16,1,A McCoy
0,48,1,G Reaves
0,0,1,J Hughes
0,25,2,L Stewart
0,3,1,J Hayes
1,7,1,R Byrd
0,0,1,K Vildor
0,0,1,M Rose
0,26,1,M Rodriguez
0,4,1,A Ogbongbemiga
0,2,1,T Sterling
0,0,1,D Coleman III
0,26,1,A Parker
0,0,1,T Banks
0,0,1,C Jones
0,0,1,D Stingley Jr
0,0,1,R McCreary
0,0,1,I Rodgers
0,-1,1,O Robinson
0,0,1,D Dowell
0,0,1,M Wilson
1,72,1,C Durr
0,30,1,A Winfield Jr
0,40,1,M Lewis
0,9,1,K Merrell
0,1,1,N Renalds
1,17,1,D Fagot
0,1,1,M McMorris
0,15,1,P Hall
0,3,1,C Surratt
0,0,1,D Ross
0,22,1,J Alexander
0,8,1,M Waters
0,5,1,A Davis
0,40,1,D Haney
1,31,1,N Rattin
0,9,1,E Austin
1,14,1,S Matautia
0,2,1,I Okeke
0,3,1,C Golston
0,25,1,K Ford Dement
0,18,1,W Brocchini
0,7,1,C Brice
1,19,1,J Holland
0,6,1,V McKinley III
0,12,1,D Mathis
0,28,2,D Ivey
1,13,1,T Adams
0,0,1,N Smith
0,0,1,K Hemby
0,2,2,P Adebo
0,12,1,G Wallow
0,0,1,A Washington
0,0,1,I Gaines
0,0,1,T Moehrig
0,-3,1,B Jones
0,0,2,A Robinson
0,0,1,D Morris
0,0,1,J Rogers
0,29,1,P Lupro
0,0,1,A Grace
0,0,1,A Halliburton
0,0,1,B Robins
0,0,1,J Houston
0,10,1,J Perkins
0,0,1,C Garnes
0,56,1,E Riley
1,32,1,M Murphy
0,57,1,C Tutt
0,38,1,T Redding
0,33,1,K Brooks
0,5,1,D Wilson
0,0,1,N Clarke
0,0,1,J Fugate
0,17,1,I Simmons
0,32,1,G Kreski
0,22,1,M Oliver
0,16,1,M Braswell
0,1,2,D Charles
1,62,1,A Gardner
0,10,1,A Washington
0,0,1,O Cushion III
0,26,1,G Hall Jr
0,0,1,B Bolden
0,0,1,T Carpenter
0,0,1,J Thomas
0,21,1,P Ford
0,0,1,E Williams
1,54,1,D Harding
0,0,1,J McPherson
0,0,1,D Patton
0,0,1,M Jacquet III
0,0,1,B Trahan
0,22,1,C Straughter
0,0,1,J Metellus
0,5,1,K Hamilton
0,0,1,D Deablo
0,0,1,D Hollifield
0,1,2,K Harvell Peel
0,0,1,J Bernard
0,12,1,T Moehrig
0,9,1,C Trice
0,18,1,D Daniels
0,0,1,L Jackson
0,5,1,T Brunson
0,1,1,R Roderick
0,0,1,B Ezell
0,3,1,B Wickersham
0,28,3,B Thompson
0,0,1,D Turner
0,9,1,S Crawford Jr
0,0,1,R Robinson II
0,-4,1,E Young
1,58,1,D Taylor
0,4,1,K Barnes
0,7,1,C Wells
0,14,1,I Pola Mao
0,45,1,D Lenoir
1,32,1,B Breeze
0,25,1,V McKinley III
0,0,1,C Lampkin
0,73,1,B Tanner
0,17,1,P Wilgar
0,16,1,K Fonua
0,0,2,A Henderson
1,39,1,J Johnson
0,0,1,J Blackmon
0,30,2,J Pierre
0,0,1,Z Gilbert
0,-2,1,J Parker
0,5,1,B Sanders
0,16,1,R Velez
0,12,1,E Riley
0,1,1,E Fields
0,0,1,I Pola Mao
0,0,1,C Rector
0,0,1,S Samuels III
0,16,1,L Wilson
0,-1,1,B Wilson
0,17,1,J Hawkins
0,1,1,D Rakestraw
0,11,1,J Parson
0,11,1,M Dotson
1,68,1,L Sneed
0,0,1,M Sam
0,0,1,K Muhammad
0,10,1,S Brown
1,76,2,S Brown
0,0,1,S Green
0,7,1,A Blades Jr
0,0,1,D Ivey
0,33,2,A Winfield Jr
0,0,1,J Howden
0,0,1,B Gallagher
0,0,1,C Ruiz
0,16,1,C Allen
0,1,1,K Pope
0,6,1,L White
0,-3,1,C Grady
0,0,1,D Hall
0,22,1,D Brown
1,55,1,D Thomas
0,35,1,S Showers
0,12,1,L Van Zandt
0,20,1,T Bernard
0,0,2,G Arnold
0,11,1,W Neil Jr
0,0,1,M Lewis
0,1,1,H Segura
0,37,1,J Blount
0,6,1,D Crawford
0,0,1,D Hollifield
0,0,1,M Hankins
0,34,1,D Fields
0,30,1,D Coleman III
0,0,1,B Hoying
1,79,1,M Brown
0,13,2,T Banks
0,1,1,B Perce
0,18,1,J Banks
0,3,1,D Mathis
0,20,1,S Gilmore
0,0,1,M Sam
0,0,2,L Barcoo
0,0,1,T Thompson
0,4,1,C Gaston
0,-5,1,W Dabney
0,0,1,J White
0,0,1,T Brown
0,71,1,G Arnold
0,0,1,N Bonitto
0,19,1,A Hart
1,26,1,A Lee
0,8,1,D Ghanwoloku
0,8,1,K Graves
0,32,1,G Johnson
0,24,1,I Pola Mao
0,37,1,A Terrell
0,0,1,T Muse
0,0,1,K Good
0,19,1,C Carter
1,99,1,Z Lewis
1,48,1,A Cisco
0,10,1,C Fredrick
1,34,1,C Bacon
1,30,2,S Jolly
1,17,1,C Farley
0,6,1,D Hollifield
0,0,1,R Moss
0,-3,1,D Jamison
0,0,1,H Bailey
0,0,1,J Norwood
0,5,1,L Hill
0,4,1,A Thomas
0,0,1,K Smith
0,0,1,D Prince
0,40,1,K Vincent Jr
0,0,1,M Wilson
0,10,1,S Lee
0,6,1,A Bird
0,4,1,D Etheridge
0,11,1,J Sanborn
0,6,2,J Phipps
0,40,1,B Gallagher
0,2,1,X Steele
0,0,1,J Wallace
0,22,2,K Harvell Peel
0,5,1,T Ford
0,42,1,S Young Jr
0,0,1,A Monroe
0,0,1,J Monroe
0,14,1,W Harris
0,11,1,A Watkins
0,35,2,J Flowers
1,43,1,C Davis
0,2,1,P Scott
0,8,1,P Tonga
0,0,1,J Blackmon
0,0,1,C Grady
0,0,1,S Showers
0,56,2,E Munoz
0,0,1,S Bond
1,10,1,L Wilson
0,0,1,J Jackson
0,0,1,Y Corker
0,11,1,S Thomas
0,0,1,J Woods
0,0,1,J McGill
1,80,1,H Nasirildeen
0,7,1,S Samuels III
0,9,1,I Davis
0,0,1,J Gregory
0,87,2,B Hoying
0,25,1,V Calhoun
0,2,1,M Otwinowski
1,64,1,J Lako
0,0,1,C Thomas Jr
0,0,1,L Wilson
1,78,2,X McKinney
0,14,2,J Mayden
0,10,1,N Cook
0,3,1,L Burns
0,26,1,C Tutt
0,0,1,J Dinson
0,12,1,K Kearse Thomas
0,7,1,J Jones
0,26,1,G Arnold
0,10,1,M Osborne
0,-5,1,N Lyon
0,35,1,C Jackson
0,1,1,N Johnson
0,-3,1,D Forrest
0,8,1,B Walls
0,21,1,N Landman
0,24,1,K Paul
0,19,1,D Harrell
0,1,1,C Gore
0,0,1,D Robinson
0,23,1,S Thomas Oliver III
0,16,1,J Gates
0,12,1,S Lewis
0,0,1,L Hall
0,0,1,L Barcoo
0,11,1,M McFadden
0,0,1,D Hill
0,1,1,M Ojemudia
0,0,1,M Hankins
0,8,1,S Brown
0,-3,1,M Lee
0,0,1,J Davis
0,0,1,T Young
0,0,1,A Washington
0,0,1,J Wilson
0,0,1,C Sisco Jr
0,0,1,C Kryst
0,0,1,O Zaccardo
0,0,1,N Cross
0,1,1,J Nwigwe
0,13,1,J Landrews
0,6,1,F Peters
1,38,1,K Stribling
0,0,1,S Duck
0,-8,1,R Hodge Jr
0,0,1,B Gallagher
0,27,1,K Hamilton
0,0,1,P Werner
0,0,1,B Radley Hiles
1,98,1,V Scott
0,0,1,T Chamberlain
0,0,1,D Jennings
0,32,1,X Henderson
0,52,1,D Evans
0,40,1,K Sails
0,0,1,J Hawkins
0,0,1,D Scott
1,25,1,D Williams
0,0,1,G Owens
0,0,1,A Frye
0,6,1,D Patton
0,0,1,D Goolsby
0,0,1,L Sneed
0,7,1,J Graves
0,0,1,K Uasike
0,-1,1,J White
0,-3,1,J Flowers
0,0,1,T Webb
0,0,1,I Taylor Stuart
0,41,1,M Dotson
1,15,1,J Walker
0,4,1,E Tyler
0,87,2,D Cross
0,0,1,J Taylor
0,0,1,B Beekman
0,3,1,O Speights
0,0,1,N Wright
0,0,1,J McCartan
0,1,1,E Burrell
0,10,1,D Mackey
0,9,1,I Gill
0,0,1,T Tupa
0,6,1,M Murphy
0,6,1,G Brooks Jr
0,0,2,A Uzodinma II
0,20,1,A Collier
0,14,1,E Gilyard
0,15,1,T Jones
0,0,1,C Weaver
0,0,2,K Sherald
0,8,1,J Francis
0,0,1,S Blake Jr
0,0,1,A Gardner
1,38,1,C Taylor
0,20,1,J Koerner
0,22,2,A Washington
0,0,1,J Lewis
0,39,1,T Smith
0,3,1,S Mahone
0,15,1,K Nixon
0,20,1,D Franklin
0,0,1,W Edwards
0,0,2,N Taylor
0,16,1,C Conner
0,29,1,T McDuffie
0,0,1,E Molden
0,18,2,J Fejedelem
1,100,1,Z McClain
1,29,1,S Monday
0,0,1,C Kryst
0,0,1,D Robinson
1,100,1,R Farris II
0,14,1,S Matautia
0,9,1,C Bankston
0,0,1,K Brennan
0,0,1,E Fochtman
0,-1,1,M Farrar
0,29,1,N Hobbs
0,0,1,A Hampton
0,0,1,R Thomas
0,34,1,B Lynch
0,20,1,H Black
0,10,1,Z Brown
0,4,1,G Arnold
0,0,1,G Eisworth
0,-2,1,J Griffin
0,3,1,M Wolk
0,54,1,B Trahan
0,0,1,G Delpit
0,0,1,J Stevens
0,0,1,K Vincent Jr
1,17,1,J Jackson
0,0,1,L Sneed
0,0,1,J Scott
0,7,1,D Banks
0,0,1,M Lewis
0,16,1,A Riep
0,14,1,C Williams
0,0,1,T Beckett
0,16,1,P Wilson
0,0,1,M Dorn
0,0,1,T Morrison
0,0,1,D Chapman
0,0,1,D Rogers
0,0,2,D Williams
1,76,1,T Marshall
0,0,1,S Thomas V
0,0,1,P Motley
0,2,1,G Hall
0,12,1,M Osborne
0,36,1,J Muse
0,0,1,T Avery
0,9,1,J Johnson
0,14,1,D Kendrick
0,20,1,D Johnson Jr
0,5,1,T Thompson
0,0,1,L Brooks
0,12,1,C Fredrick
0,9,1,A Cisco
0,0,1,I Melifonwu
0,3,1,M Walker
0,0,1,J Taylor
1,29,1,S Franklin
0,2,1,J Mahoney
0,0,1,D Holmes
0,0,1,A Davis
0,0,1,J Rogers
0,5,1,R Cray
0,1,1,T Dye
0,0,1,B Breeze
1,15,1,J Thomas
0,0,1,K Nawahine
0,4,1,K Kaneshiro
0,22,1,I Simmons
