assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
3,0,2,6,3,1,2,1,16.083,Jasmine Thomas,0,0,8,2,1,2,1,2
3,0,0,5,1,3,0,0,25.300,Courtney Vandersloot,0,8,2,0,3,2,0,1
3,0,2,11,6,2,2,2,30.733,Epiphanny Prince,0,9,16,2,3,2,2,1
1,1,6,10,5,3,4,2,30.967,Swin Cash,1,14,14,7,2,3,2,4
2,0,1,2,1,4,0,0,15.417,Ruth Riley,0,-5,2,1,1,0,0,4
0,1,10,14,10,1,4,3,33.583,Sylvia Fowles,2,15,23,12,1,0,0,2
1,0,0,0,0,0,0,0,3.400,Ticha Penicheiro,0,3,0,0,1,0,0,0
3,0,2,2,1,0,2,2,29.567,Lecoe Willingham,0,13,5,2,0,1,1,6
2,0,1,6,3,4,2,1,18.500,Tamera Young,2,4,7,3,0,0,0,1
1,0,0,2,0,0,0,0,12.533,Eshaya Murphy,1,-1,0,1,2,0,0,2
1,1,3,10,5,2,0,0,21.317,Shavonte Zellous,0,13,11,3,0,4,1,2
3,1,5,11,5,4,5,4,30.167,Tamika Catchings,2,12,16,7,3,3,2,1
0,3,5,13,4,4,4,3,27.117,Jessica Davenport,5,8,12,10,1,1,1,3
3,0,0,11,6,1,7,6,31.233,Katie Douglas,0,-3,21,0,3,4,3,1
3,0,2,4,3,4,1,1,21.850,Erin Phillips,1,12,8,3,1,1,1,2
0,1,1,7,2,0,1,1,12.833,Sasha Goodlett,0,0,5,1,1,0,0,1
3,0,1,6,2,3,6,5,28.183,Briann January,0,-1,11,1,2,3,2,5
0,0,1,3,1,2,0,0,11.633,Erlana Larkins,2,-4,2,3,0,0,0,1
3,0,2,2,1,1,0,0,12.717,Jeanette Pohlen,0,2,3,2,0,2,1,0
0,0,0,3,1,0,0,0,2.950,Roneeka Hodges,0,1,3,0,0,3,1,0
2,3,3,19,9,3,10,8,32.867,Angel McCoughtry,4,8,26,7,4,1,0,5
0,1,2,7,3,2,0,0,25.417,Aneika Henry,4,-12,6,6,1,0,0,1
2,0,8,15,8,4,2,0,34.633,Sancho Lyttle,2,-3,18,10,3,3,2,3
0,0,1,8,2,3,2,1,15.683,Armintie Price Herrington,3,-9,5,4,0,0,0,2
6,1,1,8,4,2,8,8,33.150,Lindsey Harding,0,-7,16,1,1,1,0,3
0,0,3,2,1,0,0,0,6.850,Ketia Swanier,0,-1,3,3,0,1,1,1
0,1,1,2,1,1,0,0,3.767,Courtney Paris,0,-1,2,1,0,0,0,0
0,0,1,1,0,1,0,0,12.283,Laurie Koehn,0,-13,0,1,0,1,0,0
2,1,2,4,1,5,0,0,16.183,Cathrine Kraayeveld,2,0,2,4,0,2,0,3
2,2,2,8,2,6,2,1,19.167,Tiffany Hayes,1,-2,6,3,1,2,1,1
0,0,1,7,4,3,0,0,19.133,Scholanda Dorrell,0,1,9,1,0,2,1,2
2,0,1,3,1,3,0,0,19.067,Jennifer Lacy,0,-3,3,1,1,1,1,3
0,0,3,2,1,2,0,0,13.350,Chante Black,1,0,2,4,0,0,0,1
1,0,1,20,5,2,0,0,31.567,Riquna Williams,2,-7,12,3,5,6,2,2
9,0,2,16,8,1,4,3,30.600,Temeka Johnson,0,-9,21,2,1,2,2,3
0,0,1,2,1,1,0,0,13.900,Jene Morris,2,-4,2,3,2,0,0,1
1,0,0,6,2,6,0,0,20.200,Kayla Pedersen,0,-5,5,0,2,3,1,1
0,0,4,7,4,1,6,3,24.600,Glory Johnson,6,-5,11,10,3,0,0,2
4,0,0,12,6,2,0,0,20.683,Ivory Latta,1,-10,14,1,1,4,2,3
0,0,0,2,0,0,0,0,4.117,Karima Christmas,0,2,0,0,2,0,0,0
0,0,0,0,0,0,0,0,2.800,Lynetta Kizer,0,-5,0,0,0,0,0,0
2,3,3,5,1,1,6,5,27.583,Jia Perkins,1,1,7,4,4,2,0,4
3,0,7,13,7,3,8,6,34.817,Sophia Young,6,17,20,13,2,2,0,7
0,1,2,7,2,1,6,3,24.467,Danielle Adams,2,2,8,4,0,4,1,1
1,1,0,5,5,3,2,1,21.783,Danielle Robinson,0,-8,11,0,1,0,0,4
9,0,1,12,6,0,3,3,31.800,Becky Hammon,1,18,17,2,2,5,2,3
2,0,0,0,0,1,0,0,6.417,Tully Bevilaqua,0,5,0,0,1,0,0,1
1,1,8,3,2,3,0,0,15.900,Jayne Appel,0,2,4,8,1,0,0,0
1,0,2,2,2,2,2,1,17.833,Shenise Johnson,2,3,5,4,2,0,0,3
0,0,1,1,0,0,0,0,3.483,Tangela Smith,0,-3,0,1,0,1,0,0
0,1,0,8,6,0,2,1,15.767,Shameka Christon,0,8,16,0,0,5,3,1
0,0,0,0,0,0,0,0,0.150,Ziomara Morrison,0,0,0,0,0,0,0,0
4,1,4,14,5,1,2,2,26.250,Maya Moore,0,7,13,4,2,3,1,3
0,3,3,8,5,1,2,2,27.617,Rebekkah Brunson,6,12,12,9,1,0,0,1
5,1,2,6,3,2,2,2,28.300,Taj McWilliams Franklin,2,17,8,4,2,0,0,1
0,0,5,16,9,1,1,1,23.717,Seimone Augustus,0,9,19,5,1,0,0,1
5,0,3,10,6,0,2,1,21.917,Lindsay Whalen,1,1,13,4,3,0,0,2
1,0,3,6,4,2,0,0,22.183,Candice Wiggins,0,24,11,3,0,5,3,2
1,0,1,5,4,2,2,1,12.383,Jessica Adair,1,10,9,2,1,0,0,0
5,0,4,9,6,5,5,3,22.450,Monica Wright,1,19,15,5,2,0,0,4
0,0,3,2,1,3,2,1,11.200,Devereaux Peters,1,5,3,4,0,0,0,1
1,0,0,1,1,0,0,0,3.983,Erin Thorn,0,6,2,0,0,0,0,0
3,0,2,13,7,1,6,5,35.867,DeWanna Bonner,1,-18,22,3,3,6,3,3
0,1,4,8,5,0,4,3,34.283,Candice Dupree,1,-11,13,5,2,0,0,3
1,0,3,9,2,4,0,0,16.917,Nakia Sanford,3,-3,4,6,0,0,0,1
3,0,3,22,9,3,4,1,29.767,Charde Houston,0,-8,24,3,2,11,5,2
6,0,0,7,4,2,2,1,30.633,Sam Prahalis,2,-23,12,2,1,6,3,5
2,0,2,9,2,3,2,1,22.000,Alexis Gray Lawson,1,-20,6,3,1,2,1,2
0,1,3,2,1,2,0,0,15.083,Avery Warley,0,-7,2,3,2,0,0,0
1,0,0,3,0,2,0,0,4.767,Alexis Hornbuckle,1,-5,0,1,0,1,0,0
0,0,1,2,0,0,0,0,10.683,Zane Tamane,1,-15,0,2,0,0,0,1
0,0,2,3,2,1,3,3,15.050,Kalana Greene,0,-9,7,2,2,0,0,0
1,0,6,16,8,2,4,3,28.483,Asjha Jones,2,-1,20,8,0,1,1,2
1,0,5,15,11,2,4,3,30.500,Tina Charles,6,14,25,11,1,0,0,3
2,0,3,8,2,2,4,4,25.917,Danielle McCray,0,-2,9,3,1,2,1,1
4,0,2,6,2,1,3,3,30.817,Kara Lawson,0,18,9,2,0,4,2,1
3,0,2,5,0,3,0,0,24.950,Allison Hightower,0,24,0,2,2,3,0,1
6,0,1,12,4,1,7,7,22.167,Renee Montgomery,0,13,15,1,0,4,0,1
0,0,1,3,2,4,2,2,15.950,Mistie Bass,1,14,6,2,0,1,0,1
0,0,1,1,0,1,2,1,5.067,Kelsey Griffin,1,3,1,2,0,0,0,1
0,0,1,0,0,1,0,0,1.100,Chay Shegog,0,1,0,1,0,0,0,0
0,1,1,8,2,0,2,1,21.850,Nicole Powell,1,-4,6,2,0,5,1,1
0,0,3,9,7,2,2,2,21.683,Plenette Pierson,2,8,16,5,0,0,0,0
2,1,4,10,5,2,0,0,23.733,Kara Braxton,0,-2,11,4,1,2,1,2
4,0,3,13,5,3,11,8,31.050,Cappie Pondexter,0,-10,18,3,1,3,0,2
4,0,2,10,3,1,0,0,26.967,Leilani Mitchell,1,0,8,3,1,6,2,0
2,0,2,5,1,2,0,0,13.033,Kelly Miller,1,-15,2,3,0,0,0,0
0,1,0,7,3,2,0,0,15.883,Kia Vaughn,2,-12,6,2,0,0,0,1
1,0,2,2,1,3,4,3,14.383,DeMya Walker,1,-21,5,3,0,0,0,4
1,0,3,4,2,2,1,1,17.417,Essence Carson,0,-10,5,3,0,1,0,1
0,1,2,0,0,2,0,0,8.950,Alex Montgomery,1,-5,0,3,0,0,0,2
0,0,0,0,0,2,2,0,5.050,Kelley Cain,1,-4,0,1,0,0,0,0
0,1,2,5,1,0,2,2,17.033,Nnemkadi Ogwumike,1,3,4,3,1,1,0,1
3,0,4,5,1,5,2,2,21.183,DeLisha Milton Jones,1,3,4,5,2,3,0,1
4,6,6,20,9,2,1,1,36.967,Candace Parker,4,10,21,10,3,5,2,2
2,0,5,15,5,4,4,3,35.317,Alana Beard,2,15,13,7,0,2,0,1
4,0,5,8,6,2,2,2,36.067,Kristi Toliver,0,12,18,5,3,5,4,3
0,1,1,4,3,0,1,0,15.517,Jantel Lavender,0,12,6,1,0,0,0,2
2,0,2,2,1,1,0,0,20.017,Marissa Coleman,0,15,3,2,0,2,1,2
1,0,2,4,2,1,0,0,16.517,Ebony Hoffman,0,-3,5,2,3,1,1,1
0,0,0,1,0,0,0,0,1.383,April Sykes,0,-2,0,0,0,1,0,0
0,0,2,10,5,3,0,0,27.500,Tina Thompson,1,-4,13,3,1,3,3,0
3,1,4,9,3,4,4,3,26.633,Camille Little,0,-3,10,4,2,1,1,6
1,2,6,10,6,0,4,3,32.367,Ann Wauters,2,-10,15,8,0,1,0,2
4,0,3,5,1,4,0,0,27.000,Tanisha Wright,0,-2,2,3,1,1,0,5
5,0,2,7,2,1,0,0,31.467,Sue Bird,1,-10,5,3,0,4,1,4
2,0,0,8,1,1,2,0,25.483,Shekinna Stricklen,0,-13,3,0,1,5,1,0
0,0,0,5,3,1,3,3,22.933,Katie Smith,1,-13,11,1,1,3,2,2
0,0,1,3,1,1,0,0,6.600,Ewelina Kobryn,1,-10,2,2,0,0,0,0
2,0,1,8,3,1,0,0,24.900,Nicole Powell,1,-6,8,2,0,6,2,1
0,2,1,7,3,1,4,3,25.617,Plenette Pierson,2,-5,9,3,0,0,0,2
0,0,1,5,1,0,0,0,15.333,Kara Braxton,2,-8,2,3,1,0,0,2
3,0,2,7,2,3,0,0,30.083,Leilani Mitchell,4,-13,5,6,1,4,1,1
1,1,3,22,6,1,3,2,32.767,Cappie Pondexter,0,-21,15,3,1,6,1,2
0,0,8,6,3,1,2,0,22.317,Kia Vaughn,3,-8,6,11,0,0,0,2
0,2,1,10,6,3,0,0,22.333,Essence Carson,0,-9,13,1,1,3,1,2
1,0,0,3,1,0,2,2,9.917,Kelly Miller,0,-5,4,0,1,1,0,0
0,0,0,6,0,2,0,0,16.733,DeMya Walker,2,-15,0,2,3,0,0,2
7,0,4,12,6,3,2,1,32.950,Maya Moore,1,20,15,5,1,4,2,3
0,2,5,11,6,4,2,2,29.633,Rebekkah Brunson,3,19,14,8,2,0,0,1
2,1,7,5,4,2,2,2,28.650,Taj McWilliams Franklin,3,19,10,10,0,0,0,2
1,0,1,6,1,1,2,2,22.017,Lindsay Whalen,0,11,4,1,0,1,0,3
2,1,5,14,9,1,3,3,31.283,Seimone Augustus,1,22,22,6,2,2,1,2
1,0,1,8,4,0,2,0,13.833,Monica Wright,0,-4,8,1,0,2,0,0
1,0,2,4,0,4,4,3,17.983,Candice Wiggins,0,7,3,2,0,2,0,2
0,1,4,4,2,4,0,0,13.133,Jessica Adair,1,3,4,5,0,0,0,1
0,0,0,0,0,1,0,0,8.583,Devereaux Peters,0,-5,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1.933,Erin Thorn,0,-2,0,0,0,0,0,0
2,0,1,5,1,2,4,2,32.267,Scholanda Dorrell,2,-2,4,3,3,2,0,2
1,1,4,11,4,4,0,0,24.217,Kayla Pedersen,1,1,10,5,1,4,2,2
0,2,4,3,2,0,4,2,16.333,Chante Black,3,0,6,7,2,0,0,0
1,0,0,5,1,0,0,0,13.433,Riquna Williams,2,-12,3,2,1,2,1,1
7,0,2,13,5,4,6,6,27.017,Temeka Johnson,0,15,16,2,1,1,0,2
1,0,2,6,3,2,2,1,14.433,Jene Morris,0,2,9,2,0,5,2,1
0,0,1,2,1,2,6,4,21.883,Glory Johnson,1,-3,6,2,1,0,0,1
1,0,2,9,4,4,0,0,18.133,Jennifer Lacy,1,0,11,3,0,6,3,1
2,0,1,13,6,3,3,2,23.833,Ivory Latta,0,-7,16,1,0,4,2,1
1,0,0,4,1,2,4,4,8.450,Karima Christmas,4,-4,6,4,0,0,0,0
4,1,7,21,14,2,5,3,37.033,Candice Dupree,2,2,31,9,1,0,0,2
6,1,4,13,6,3,3,2,30.667,DeWanna Bonner,1,8,16,5,1,5,2,3
0,1,0,3,0,1,2,2,15.183,Nakia Sanford,1,3,2,1,0,0,0,1
1,0,1,2,1,2,0,0,9.683,Diana Taurasi,0,-3,3,1,0,1,1,2
7,0,2,4,2,2,2,2,31.250,Sam Prahalis,1,2,6,3,2,2,0,3
0,0,1,0,0,1,0,0,3.933,Zane Tamane,0,-1,0,1,0,0,0,1
1,0,3,9,5,3,2,2,24.583,Charde Houston,0,-7,13,3,0,2,1,5
0,0,0,4,2,4,0,0,11.767,Alexis Gray Lawson,0,-2,4,0,0,2,0,4
0,0,0,6,3,2,4,3,16.917,Alexis Hornbuckle,0,8,9,0,1,1,0,1
0,2,3,2,2,6,1,1,18.983,Avery Warley,4,0,5,7,2,0,0,0
2,0,3,7,4,1,2,2,28.117,Maya Moore,4,9,11,7,2,3,1,5
3,0,4,7,5,2,12,7,31.600,Rebekkah Brunson,3,3,17,7,1,0,0,1
4,2,5,9,3,0,0,0,31.283,Taj McWilliams Franklin,3,3,6,8,1,0,0,2
1,0,3,17,11,1,4,2,30.800,Seimone Augustus,1,1,25,4,3,3,1,3
1,0,1,10,5,4,4,4,27.950,Lindsay Whalen,0,-6,14,1,0,1,0,2
2,0,1,4,2,1,2,2,19.683,Candice Wiggins,0,10,8,1,1,4,2,0
0,0,0,1,0,1,2,2,5.300,Jessica Adair,0,-1,2,0,0,0,0,1
2,0,0,6,2,2,3,1,13.450,Monica Wright,1,10,5,1,3,0,0,3
0,0,0,3,2,4,0,0,11.817,Devereaux Peters,1,11,4,1,0,0,0,1
3,0,3,2,0,4,2,2,23.783,DeLisha Milton Jones,0,-13,2,3,0,0,0,4
1,1,5,10,7,3,6,6,29.350,Nnemkadi Ogwumike,4,1,20,9,1,0,0,0
2,0,3,18,10,1,4,3,33.850,Candace Parker,3,-5,23,6,2,1,0,7
1,0,1,7,4,5,2,0,25.417,Alana Beard,0,-10,8,1,1,0,0,2
4,0,2,14,6,5,8,8,37.717,Kristi Toliver,0,-1,23,2,1,7,3,3
1,0,0,2,2,3,0,0,22.750,Marissa Coleman,0,-2,5,0,1,1,1,1
0,0,1,3,0,1,2,2,10.650,Jantel Lavender,1,-9,2,2,0,0,0,0
0,0,4,3,0,1,2,1,12.733,Ebony Hoffman,0,-2,1,4,1,3,0,2
0,0,0,0,0,0,0,0,3.750,April Sykes,0,1,0,0,0,0,0,0
5,0,3,7,1,1,2,2,31.117,Allison Hightower,0,-1,4,3,0,1,0,0
5,0,4,12,7,6,2,2,26.933,Asjha Jones,2,6,16,6,2,1,0,3
1,3,6,16,8,4,3,2,33.217,Tina Charles,2,9,18,8,0,1,0,2
1,0,2,3,1,2,0,0,11.167,Danielle McCray,0,5,2,2,1,1,0,1
3,0,4,6,2,1,8,8,31.583,Kara Lawson,0,-3,13,4,1,4,1,1
3,0,2,16,8,1,6,5,27.350,Renee Montgomery,1,6,23,3,1,5,2,5
0,0,2,2,1,2,0,0,15.283,Mistie Bass,2,-2,2,4,0,0,0,0
1,1,4,2,1,3,0,0,18.800,Kalana Greene,0,6,2,4,1,0,0,2
0,0,1,1,1,1,1,1,4.550,Kelsey Griffin,0,-6,3,1,0,0,0,0
3,0,2,5,1,4,2,1,17.733,Jia Perkins,1,-7,3,3,0,3,0,3
3,0,7,11,3,3,3,3,32.983,Sophia Young,2,-2,9,9,3,0,0,4
0,1,2,14,7,4,6,3,24.200,Danielle Adams,1,4,21,3,0,8,4,2
2,0,1,9,5,3,0,0,28.583,Danielle Robinson,0,-1,10,1,1,1,0,1
8,0,3,8,3,0,4,4,32.417,Becky Hammon,0,-7,11,3,3,3,1,4
0,0,1,3,1,2,2,2,15.800,Jayne Appel,1,-8,4,2,0,0,0,0
1,0,4,6,2,6,2,2,19.517,Shenise Johnson,1,-3,7,5,0,1,1,1
0,0,2,9,3,0,6,5,19.433,Shameka Christon,2,9,14,4,1,9,3,0
0,0,0,1,0,0,0,0,2.317,Tully Bevilaqua,0,-3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.550,Tangela Smith,0,-4,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0.483,Ziomara Morrison,0,2,0,1,0,0,0,0
7,0,3,17,9,1,5,4,25.567,Angel McCoughtry,2,16,23,5,6,3,1,3
4,1,4,10,4,3,1,1,21.317,Sancho Lyttle,1,11,9,5,2,1,0,1
2,0,4,5,5,2,0,0,23.700,Yelena Leuchanka,3,17,10,7,0,0,0,3
0,0,2,2,1,1,2,0,9.733,Courtney Paris,3,4,2,5,1,0,0,0
3,0,4,16,7,0,4,4,26.050,Lindsey Harding,1,13,19,5,2,2,1,4
0,0,1,4,2,1,0,0,15.267,Cathrine Kraayeveld,0,8,5,1,2,3,1,0
2,0,1,3,2,1,0,0,13.950,Ketia Swanier,0,13,6,1,0,2,2,1
0,0,3,2,2,1,0,0,9.983,Aneika Henry,0,12,4,3,0,0,0,1
3,0,1,7,2,3,3,3,19.533,Tiffany Hayes,0,14,8,1,0,2,1,0
4,0,1,8,2,2,2,1,27.933,Armintie Price Herrington,3,21,5,4,2,0,0,2
1,0,0,5,3,1,0,0,6.967,Laurie Koehn,0,1,9,0,0,5,3,0
3,0,1,12,6,2,0,0,27.850,Essence Carson,0,-9,15,1,2,4,3,2
1,1,8,10,3,5,6,5,29.567,Plenette Pierson,2,-20,11,10,2,1,0,3
1,1,2,7,5,1,0,0,13.633,Kara Braxton,1,-5,10,3,0,0,0,6
5,0,4,14,7,2,4,4,36.017,Cappie Pondexter,0,-27,18,4,1,3,0,2
5,0,1,3,0,1,0,0,18.783,Leilani Mitchell,0,-18,0,1,3,1,0,4
0,2,2,10,5,3,2,1,23.717,Kia Vaughn,0,-12,11,2,1,0,0,0
1,0,4,7,3,1,0,0,29.300,Nicole Powell,1,-18,8,5,1,6,2,1
1,0,0,1,0,1,0,0,8.050,Kelly Miller,0,-6,0,0,1,0,0,2
1,1,2,2,0,0,2,1,10.433,DeMya Walker,1,-6,1,3,1,0,0,1
0,0,0,0,0,0,0,0,2.650,Kelley Cain,0,-9,0,0,0,0,0,1
2,0,2,9,3,4,0,0,29.417,Swin Cash,2,-5,6,4,1,2,0,3
1,2,6,5,1,4,0,0,20.550,Ruth Riley,0,-5,2,6,2,1,0,2
1,1,6,11,7,2,12,7,31.500,Sylvia Fowles,4,-5,21,10,1,0,0,4
2,0,2,16,7,1,2,2,32.500,Epiphanny Prince,2,-3,17,4,3,6,1,2
4,1,2,9,4,3,0,0,24.667,Courtney Vandersloot,1,-12,9,3,2,4,1,4
2,0,1,4,0,4,0,0,25.883,Lecoe Willingham,2,-14,0,3,0,3,0,4
0,0,4,6,3,3,1,1,16.650,Tamera Young,2,-4,7,6,0,0,0,2
2,0,0,8,3,4,4,3,18.833,Eshaya Murphy,1,-7,10,1,2,4,1,1
1,0,5,7,2,4,6,5,22.800,Shavonte Zellous,2,7,9,7,1,2,0,1
5,2,3,14,7,2,8,6,30.467,Tamika Catchings,0,9,22,3,4,6,2,2
1,2,2,2,1,2,1,0,19.833,Tammy Sutton Brown,0,-6,2,2,1,0,0,2
2,1,1,11,8,1,4,4,29.833,Katie Douglas,0,4,21,1,1,2,1,2
4,0,1,4,1,1,2,2,20.183,Erin Phillips,1,4,5,2,2,1,1,3
2,1,2,2,1,2,0,0,15.233,Jeanette Pohlen,0,4,3,2,0,1,1,1
0,1,3,9,6,3,0,0,23.217,Jessica Davenport,0,15,12,3,1,0,0,0
0,0,0,6,1,1,2,2,19.817,Briann January,0,7,4,0,2,2,0,2
0,1,3,2,1,0,0,0,10.467,Erlana Larkins,1,4,2,4,1,0,0,2
1,0,1,3,1,0,3,1,8.150,Roneeka Hodges,0,7,3,1,0,1,0,0
1,0,1,5,3,4,0,0,16.550,Ashley Robinson,2,4,6,3,1,0,0,2
1,0,7,2,0,1,0,0,31.717,Noelle Quinn,2,9,0,9,1,1,0,0
3,0,6,9,5,1,6,4,37.733,Crystal Langhorne,4,2,14,10,4,1,0,5
1,0,1,6,2,2,0,0,17.100,Dominique Canty,1,2,4,2,1,0,0,5
2,0,4,7,3,3,8,7,29.400,Monique Currie,1,5,15,5,1,3,2,2
0,1,3,3,2,3,0,0,19.017,Michelle Snow,0,-4,4,3,0,0,0,2
0,0,1,1,0,2,0,0,2.933,Natasha Lacy,0,0,0,1,0,0,0,2
2,1,1,2,1,1,0,0,13.500,Jasmine Thomas,0,-12,2,1,0,1,0,3
3,0,3,11,5,5,10,8,25.350,Matee Ajavon,1,5,19,4,4,4,1,5
1,0,2,0,0,3,0,0,6.700,Lindsay Wisdom Hylton,0,4,0,2,0,0,0,2
3,0,2,12,5,3,6,5,34.333,Ivory Latta,1,-11,16,3,1,4,1,2
0,0,0,3,2,0,2,1,8.967,Chante Black,1,-3,5,1,1,0,0,0
0,0,1,3,1,1,0,0,15.683,Kayla Pedersen,1,-4,2,2,0,0,0,1
0,0,0,4,0,2,6,4,16.833,Scholanda Dorrell,0,-10,4,0,2,2,0,4
0,0,1,9,3,3,0,0,25.667,Jennifer Lacy,3,-3,8,4,1,4,2,0
0,0,0,0,0,1,0,0,10.150,Jene Morris,1,1,0,1,1,0,0,1
0,0,1,1,0,1,0,0,7.850,Karima Christmas,0,-4,0,1,1,1,0,2
4,0,4,9,3,1,2,2,29.033,Temeka Johnson,1,9,9,5,1,2,1,4
0,0,4,3,0,2,6,6,15.550,Lynetta Kizer,1,4,6,5,2,0,0,1
2,0,1,7,1,1,0,0,20.733,Riquna Williams,1,6,2,2,3,1,0,1
0,0,2,8,3,5,4,3,15.200,Glory Johnson,1,0,9,3,3,0,0,3
2,1,7,10,4,1,4,3,34.217,DeWanna Bonner,1,-10,12,8,0,2,1,1
2,4,4,18,10,2,5,4,37.167,Candice Dupree,0,-14,24,4,0,0,0,2
0,1,0,4,3,3,2,1,17.550,Nakia Sanford,2,-1,7,2,2,0,0,1
4,0,1,12,6,4,4,3,26.083,Diana Taurasi,0,-18,18,1,0,4,3,2
3,0,1,9,2,4,2,1,30.550,Sam Prahalis,0,-14,5,1,1,3,0,2
0,1,3,7,4,3,1,1,16.783,Avery Warley,6,1,9,9,0,0,0,1
1,1,4,8,5,2,1,0,21.883,Charde Houston,0,2,10,4,3,1,0,1
3,1,0,2,1,0,2,1,9.450,Alexis Gray Lawson,0,3,3,0,0,1,0,1
1,0,0,1,0,1,0,0,6.317,Alexis Hornbuckle,1,-4,0,1,0,0,0,0
3,1,2,15,9,1,6,4,35.083,Nnemkadi Ogwumike,5,17,22,7,0,0,0,0
2,1,2,7,4,5,4,3,24.200,DeLisha Milton Jones,1,11,12,3,1,1,1,0
2,4,5,20,11,1,6,5,30.300,Candace Parker,6,10,27,11,2,0,0,4
4,1,4,9,3,4,4,2,32.650,Alana Beard,0,10,8,4,1,0,0,2
4,0,5,14,6,4,7,6,30.933,Kristi Toliver,0,11,18,5,1,3,0,1
