completions, interceptions thrown, name, passes, passing touchdowns, passing yards
2,0,Mike Glennon,5,0,31
2,0,Daniel Imhoff,2,0,14
9,0,Taylor Martinez,15,0,136
5,0,Cody Green,6,1,66
3,0,Zac Lee,4,0,45
12,1,Kawaun Jakes,22,0,120
19,0,Dayne Crist,26,1,205
31,2,Robert Marve,42,0,220
7,1,Boo Jackson,12,0,97
1,0,Philip Bates,5,0,4
17,2,Landry Jones,36,2,217
17,3,Diondre Borel,36,2,341
0,0,Kerwynn Williams,1,0,0
22,0,Brandon Weeden,30,3,218
4,0,Clint Chelf,5,0,29
1,0,Johnny Deaton,2,0,6
14,0,Jeff Tuel,29,1,212
0,0,Marshall Lobbestael,1,0,0
13,1,Darron Thomas,23,2,220
10,0,Nathan Costa,14,0,131
11,2,BR Holbrook,24,0,70
2,0,Tarean Austin,5,0,12
20,1,Robert Bolden,29,2,239
6,1,Taylor McHargue,11,1,90
3,0,Nick Fanuzzi,3,0,23
3,0,Taylor Cook,4,0,18
14,0,Garrett Gilbert,23,0,172
0,0,Case McCoy,1,0,0
17,0,Ryan Lindley,26,2,303
1,0,Jake Bernards,1,0,10
15,0,BJ Daniels,22,2,264
9,0,Bobby Eveld,12,1,119
17,0,Andrew Luck,23,4,316
0,0,Alex Loukas,1,0,0
17,2,Andy Dalton,27,1,175
9,0,Ryan Katz,25,2,159
1,0,Johnny Hekker,1,0,23
14,0,Matt Simms,24,1,181
3,1,Tyler Bray,6,0,24
25,2,Corey Robinson,38,1,252
2,0,Jamie Hampton,2,0,12
1,0,Jerrel Jernigan,1,0,4
22,1,Matt Schilz,43,1,221
23,0,Jerrod Johnson,35,2,278
3,0,Ryan Tannehill,4,0,25
6,0,Omar Clayton,16,1,82
4,0,Mike Clausen,10,1,23
15,1,Scott Tolzien,20,0,197
17,1,Trevor Vittatoe,27,0,229
0,0,Carson Meger,1,0,0
19,1,Larry Smith,33,1,240
19,0,Dan Persa,21,3,222
24,0,Marc Verica,35,1,283
20,1,Geno Smith,27,2,216
3,0,Barry Brunetti,5,0,0
26,1,Austyn Carta Samuels,32,3,319
27,1,Dominique Davis,46,5,383
28,1,GJ Kinne,43,5,399
34,0,Taylor Potts,53,4,359
21,3,Kyle Padron,38,2,218
2,1,Jamarr Robinson,5,0,11
6,0,Ricky Dobbs,10,0,73
15,0,Tyrod Taylor,22,2,186
23,0,Kellen Moore,38,3,215
12,0,Chris Relf,26,0,110
4,1,Tyler Russell,9,0,19
11,1,Cameron Newton,19,2,136
1,0,Kodi Burns,2,0,22
16,0,Chester Stewart,22,0,151
25,2,Ryan Radcliff,35,0,299
15,1,Case Keenum,24,0,279
9,0,Cotton Turner,10,1,69
30,0,Trevor Vittatoe,54,3,340
20,0,Brian Anderson,29,3,229
32,0,Geno Smith,45,1,316
5,1,Tim Jefferson Jr,13,1,68
8,0,Riley Nelson,19,0,73
2,1,Jake Heaps,6,0,15
14,1,Patrick Nicely,21,1,165
16,0,Greg McElroy,24,2,229
13,2,Robert Bolden,29,0,144
1,0,Kevin Newsome,1,0,12
0,1,Justin Brown,1,0,0
3,0,Trent Steelman,4,0,38
1,0,Max Jenkins,2,0,20
25,0,Bryant Moniz,36,3,343
17,1,Nick Foles,22,1,214
5,0,Bryson Beirne,5,1,33
3,0,Matt Scott,6,0,28
33,2,Steven Threet,49,3,391
1,0,Brock Osweiler,3,0,3
13,0,Keith Wenning,18,1,129
5,0,Kelly Page,10,0,64
0,0,Eric Williams,1,0,0
0,0,Briggs Orsbon,1,0,0
20,1,Robert Griffin III,35,2,297
2,0,Nick Florence,2,0,23
18,1,Jerry Davis,46,0,163
0,0,Terrell Jackson,1,0,0
18,0,David Shinskie,27,2,214
1,1,Mike Marscovetra,3,0,4
23,2,Spencer Keith,36,1,201
0,1,Sam Kirkland,1,0,0
15,0,Kevin Riley,24,4,197
0,1,Beau Sweeney,0,0,0
18,3,Tyler Hansen,34,0,166
7,0,Jeff Godfrey,10,0,107
10,2,Rob Calabrese,18,0,106
0,1,Nico Flores,1,0,0
10,0,Russell Wilson,30,1,105
11,0,Zach Collaros,17,2,130
6,0,Kyle Parker,9,2,114
4,1,Tajh Boyd,9,2,87
1,0,Donny McElveen,1,1,1
0,0,Taylor Ogle,1,0,0
6,0,Zach Frazer,9,2,104
2,0,Michael Box,5,0,30
1,0,Leon Kinnard,1,0,3
28,0,Dominique Davis,39,3,256
1,0,Brad Wornick,2,0,8
18,0,Ryan Williams,25,3,293
3,1,Cannon Smith,6,0,19
23,0,Jeff Van Camp,35,1,215
1,0,Graham Wilbert,2,0,41
9,1,Kirk Cousins,17,1,142
12,2,Wesley Carroll,22,2,166
5,0,Wayne Younger,10,0,38
7,1,Tom Savage,15,0,72
1,0,Mohamed Sanu,1,1,24
18,0,John Brantley,31,2,172
5,4,BJ Daniels,20,1,84
1,0,Bobby Eveld,3,0,2
14,0,Nathan Scheelhaase,18,2,229
1,2,Eddie McGee,3,0,10
0,0,Miles Osei,1,0,0
11,0,Richard Stanzi,18,2,204
0,0,John Wienke,1,0,0
0,0,James Vandenberg,1,0,0
20,3,Austen Arnaud,44,1,197
18,1,Jordan Webb,29,3,179
0,0,Kale Pick,1,0,0
5,0,Josh Nesbitt,15,1,116
18,0,Carson Coffman,26,3,280
1,0,Collin Klein,1,0,10
16,0,Mike Hartline,20,3,213
2,0,Morgan Newton,2,0,48
1,0,Randall Cobb,1,1,15
8,1,Kawaun Jakes,15,1,97
14,0,Chris Masson,24,1,142
1,0,Javone Lawson,1,1,47
2,0,Blaine Gautier,3,0,25
25,1,Ryan Aplin,45,2,438
0,0,Phillip Butterfield,1,0,0
7,1,Kolton Browning,17,1,74
28,1,Ryan Mallett,43,3,400
15,1,Adam Froman,23,1,219
5,0,Danny OBrien,10,3,79
6,1,Jamarr Robinson,14,2,70
0,0,CJ Brown,1,0,0
16,1,Zac Dysert,25,1,164
18,2,Alex Gillett,30,2,171
1,0,Josh LeDuc,1,1,71
1,1,Devontae Payne,3,0,14
21,0,Adam Weber,31,3,258
26,0,Blaine Gabbert,31,1,220
6,0,James Franklin,8,0,25
23,1,Jeff Murphy,36,0,301
5,0,Ricky Dobbs,8,0,84
12,1,Taylor Martinez,17,0,106
1,0,Cody Green,1,0,5
16,5,Nathan Enderle,31,1,141
5,0,Brian Reader,8,1,78
21,0,Colin Kaepernick,29,2,241
2,0,Tyler Lantrip,3,0,14
23,1,Pete Thomas,36,0,194
14,1,Chandler Harnish,25,1,146
17,0,Matt Christian,34,2,223
20,0,Ryan Lindley,42,1,319
0,0,Davon Brown,1,0,0
30,2,BR Holbrook,50,1,323
2,0,Tarean Austin,2,0,13
22,0,Taylor Potts,34,3,293
2,0,Steven Sheffield,7,0,17
19,0,Dan Persa,23,2,240
2,0,Evan Watkins,4,0,31
13,1,Dayne Crist,25,2,277
8,1,Nate Montana,17,0,104
0,1,Tommy Rees,2,0,0
24,0,Denard Robinson,40,1,244
20,1,Nathan Tune,37,3,285
2,0,Derek Thompson,4,0,11
12,1,Nick Fanuzzi,23,1,189
3,0,Taylor McHargue,10,1,56
12,0,Terrelle Pryor,27,1,233
22,4,Jacory Harris,39,1,232
17,3,Boo Jackson,27,1,137
12,2,Austin Dantin,15,1,102
1,0,Alex Pettee,4,0,8
0,0,David Pasquale,1,0,0
30,0,Landry Jones,40,4,380
2,0,Drew Allen,2,0,14
11,2,Christian Ponder,28,0,113
4,0,EJ Manuel,8,1,109
29,2,Brandon Weeden,39,2,348
28,0,Corey Robinson,38,3,272
24,1,Tino Sunseri,34,2,275
1,0,Pat Bostick,1,0,1
23,1,Robert Marve,34,1,171
1,0,Rob Henry,4,0,4
12,0,Stephen Garcia,17,0,165
14,0,Aaron Murray,21,0,192
11,1,Austin Davis,18,1,178
5,0,Martevious Young,8,0,33
18,0,Kyle Padron,33,2,145
1,0,JJ McDermott,1,0,29
7,1,David Isabelle,15,1,109
6,0,Bryan Ellis,11,0,44
15,0,Andy Dalton,21,1,182
15,1,Matt Simms,29,0,151
17,0,Darron Thomas,32,2,202
22,0,Garrett Gilbert,35,1,222
16,0,Austyn Carta Samuels,24,0,160
4,0,Dax Crum,7,0,39
21,0,Ryan Griffin,30,0,203
1,0,DJ Banks,1,0,15
14,1,Jeremiah Masoli,20,1,281
2,0,Nathan Stanley,2,0,1
27,1,GJ Kinne,47,2,356
0,0,Milton Howell,1,0,0
29,3,Matt Schilz,40,0,262
25,0,Jerrod Johnson,38,4,349
15,2,Colby Cameron,31,0,115
6,0,Tarik Hakmi,8,1,93
0,0,Ray Holley,1,0,0
0,0,Tim Molton,1,0,0
5,1,Richard Brehaut,9,0,42
6,1,Kevin Prince,12,0,39
11,0,Andrew Luck,24,2,151
20,0,Matt Barkley,35,2,202
17,1,Marc Verica,36,1,190
13,0,Terrance Cain,20,2,207
18,0,Omar Clayton,37,0,217
21,0,Diondre Borel,26,1,255
2,1,Jeremy Higgins,4,0,12
8,0,Larry Smith,15,0,70
0,0,Jared Funk,1,0,0
8,1,Jordan Jefferson,20,0,96
1,0,Jarrett Lee,1,0,16
10,1,Tyrod Taylor,16,1,124
12,1,Tanner Price,19,3,190
1,0,Marshall Williams,1,1,81
0,1,Ted Stachitas,4,0,0
28,3,Sean Renfree,44,4,358
22,0,Jake Locker,33,4,289
1,0,Keith Price,1,0,3
17,1,Ryan Nassib,35,1,202
2,0,Charley Loeb,2,0,22
18,1,Jeff Tuel,29,2,204
15,1,Scott Tolzien,22,1,191
20,1,Jordan La Secla,26,2,228
2,1,Matt Faulkner,3,0,24
0,0,Brandon Rutley,1,0,0
24,1,Alex Carder,33,5,298
3,0,Tyler VanTubbergen,3,0,57
26,0,Russell Wilson,40,3,333
19,0,Zach Collaros,31,3,310
10,0,Colin Kaepernick,15,2,181
23,3,Kevin Riley,37,1,277
19,0,Austin Davis,24,0,155
1,0,VJ Floyd,1,1,1
0,1,Ryan Balentine,1,0,0
16,0,Jordan Webb,26,1,138
20,0,Ryan Aplin,32,1,243
19,2,Kolton Browning,32,2,267
5,0,Trent Steelman,10,0,45
8,0,Riley Dodge,17,0,63
6,1,Derek Thompson,11,0,43
28,1,Nick Foles,39,2,303
18,1,Richard Stanzi,33,3,278
7,2,Cam Newton,14,2,203
21,0,Kyle Parker,35,2,227
19,0,Matt Schilz,25,1,181
5,1,Aaron Pankratz,8,1,111
20,4,Brian Anderson,44,1,191
0,0,Eddie Sullivan,3,0,0
15,2,Jerry Davis,31,1,190
15,0,Jeff Godfrey,24,0,130
0,0,Rob Calabrese,3,0,0
19,0,Tyler Hansen,26,2,200
27,1,Bryant Moniz,41,1,330
17,1,Sean Renfree,37,1,144
2,0,Brandon Connette,4,0,12
0,0,Alex King,1,0,0
14,1,Greg McElroy,20,3,258
3,0,AJ McCarron,6,0,53
12,0,Alex Gillett,20,1,148
13,0,Devontae Payne,24,0,134
15,0,Ryan Radcliff,23,2,254
14,0,Christian Ponder,21,1,149
15,0,Jake Heaps,31,1,114
1,1,Riley Nelson,4,0,1
15,1,Aaron Murray,27,1,253
21,0,Ryan Mallett,33,3,380
15,1,Nathan Enderle,27,1,210
4,1,Caleb Herring,7,1,87
3,0,Omar Clayton,8,0,41
8,0,Nathan Scheelhaase,16,0,70
19,0,Chandler Harnish,25,0,208
1,0,Jasmin Hopkins,1,1,19
6,1,Carson Coffman,12,0,104
15,0,Austen Arnaud,27,1,122
0,0,Jerome Tiller,1,0,0
21,0,Mike Hartline,29,2,250
1,0,Morgan Newton,1,0,4
4,0,Patrick Nicely,19,0,57
2,0,Matt Rodgers,5,1,48
10,0,Jordan Jefferson,16,0,97
5,3,Tyler Russell,10,0,81
5,2,Chris Relf,8,0,35
31,2,Colby Cameron,43,1,251
8,1,Ricky Dobbs,14,1,219
23,1,Kirk Cousins,33,2,245
1,0,Aaron Bates,1,1,29
32,1,Dayne Crist,55,4,369
15,0,Ryan Williams,28,1,129
16,3,Logan Kilgore,26,1,161
6,0,Jeff Murphy,13,0,87
18,0,Zac Dysert,22,3,231
26,2,Pete Thomas,40,1,305
10,1,Denard Robinson,14,2,241
15,2,Adam Weber,29,2,224
17,2,Matt Barkley,26,2,192
19,2,Jeremiah Masoli,35,0,190
9,0,Larry Smith,19,0,73
28,2,Blaine Gabbert,51,1,351
20,1,Ryan Lindley,44,0,190
18,0,TJ Yates,24,1,209
0,0,Bryn Renner,1,0,0
3,0,Josh Nesbitt,4,1,76
15,1,Tarean Austin,27,1,128
3,0,Brad Gruner,8,0,33
20,0,Terrance Cain,23,3,248
22,2,Terrelle Pryor,29,2,235
4,0,Joe Bauserman,7,0,46
5,0,Boo Jackson,8,1,69
4,2,Philip Bates,9,0,13
26,0,Landry Jones,42,1,254
8,0,Tim Jefferson Jr,14,0,107
23,0,Brandon Weeden,32,6,409
8,1,Clint Chelf,11,2,165
22,3,GJ Kinne,34,1,219
1,0,Shavodrick Beaver,1,0,10
9,1,Darron Thomas,18,4,140
0,0,Nathan Costa,2,0,0
15,0,Ryan Katz,26,2,142
0,0,Cody Vaz,1,0,0
22,1,Adam Froman,38,1,288
17,2,Robert Bolden,27,1,217
1,0,Kevin Newsome,3,0,3
20,2,Spencer Keith,36,0,170
12,1,Robert Marve,20,2,111
3,0,Rob Henry,6,1,89
11,2,Keith Wenning,21,0,89
2,0,Kelly Page,2,1,17
20,1,Nick Fanuzzi,34,0,211
10,1,Taylor Cook,18,0,80
24,0,Dan Persa,32,1,307
0,0,Evan Watkins,1,0,0
13,2,Stephen Garcia,20,2,150
4,0,Connor Shaw,5,0,42
24,0,Jordan La Secla,35,0,193
19,0,Kyle Padron,34,4,280
18,0,Jeff Tuel,33,2,284
17,0,Andrew Luck,23,4,207
2,0,Alex Loukas,4,0,18
1,0,Josh Nunes,1,0,7
8,1,Tanner Price,18,0,76
0,0,Brendan Cross,2,0,0
19,0,Ryan Nassib,28,5,260
0,0,Charley Loeb,1,0,0
21,0,Andy Dalton,23,2,267
16,0,Robert Griffin III,28,1,164
0,0,Nick Florence,2,0,0
11,0,Chester Stewart,21,1,159
1,0,Jeff Wathne,1,0,3
16,0,Zach Frazer,31,0,150
19,2,Matt Simms,31,2,259
14,0,John Brantley,23,1,167
11,4,Jerrod Johnson,31,1,194
14,1,Wesley Carroll,33,0,117
21,2,Taylor Potts,35,1,158
0,0,Steven Sheffield,1,0,0
21,3,Garrett Gilbert,36,2,227
23,2,Bryan Ellis,37,3,360
2,0,David Isabelle,8,0,16
26,0,Corey Robinson,44,2,404
2,0,Jamie Hampton,2,0,12
9,1,Kevin Prince,17,0,99
5,0,Terrance Broadway,8,1,84
10,2,Case Keenum,18,0,83
1,0,Tyron Carrier,1,0,48
6,0,Cotton Turner,10,0,39
19,0,Trevor Vittatoe,30,5,246
0,0,James Thomas II,2,0,0
21,1,Matt Christian,40,0,200
11,0,Diondre Borel,23,1,106
15,1,Ryan Colburn,23,1,149
8,0,Tyrod Taylor,16,2,199
30,2,Dominique Davis,44,1,251
4,2,Jake Locker,20,1,71
7,0,Taylor Martinez,11,1,150
19,0,Scott Tolzien,25,1,246
21,0,Steven Threet,33,0,211
13,0,Kawaun Jakes,20,1,144
32,0,Ben Chappell,42,3,366
43,4,Alex Carder,64,1,403
11,1,Austin Dantin,18,2,173
0,1,Eric Page,1,0,0
19,0,Geno Smith,29,4,268
0,1,Jock Sanders,1,0,0
13,0,Jamarr Robinson,24,2,227
12,2,Austyn Carta Samuels,21,1,156
20,1,Kellen Moore,30,2,370
1,0,Michael Coughlin,1,0,3
8,0,Tino Sunseri,15,0,61
5,2,Pat Bostick,9,0,43
21,2,Jacory Harris,32,2,248
14,1,Kyle Padron,35,2,169
14,2,Andy Dalton,26,1,174
1,0,Jeremy Kerley,1,0,11
25,3,Ryan Mallett,38,1,357
18,2,Greg McElroy,26,1,194
25,1,Nick Foles,39,1,212
13,1,Kevin Riley,26,0,116
0,0,Shane Vereen,1,0,0
16,0,Cameron Newton,21,2,158
15,0,Stephen Garcia,21,3,235
4,2,Connor Shaw,8,0,70
30,4,Steven Threet,53,3,387
19,1,Darron Thomas,33,2,260
11,2,David Shinskie,25,0,130
5,0,Mike Marscovetra,7,0,50
16,1,Tyrod Taylor,21,0,237
19,0,Kellen Moore,27,3,288
1,0,Austin Pettis,1,1,6
12,0,Ryan Katz,26,1,159
24,0,Jake Heaps,45,0,229
16,1,Colin Kaepernick,25,1,196
23,1,Zach Collaros,38,3,305
36,1,Landry Jones,51,2,370
7,0,Cody Endres,11,2,139
7,1,Zach Frazer,14,0,94
18,3,Jerry Davis,42,3,227
0,1,Alex Dennison,4,0,0
29,1,Pete Thomas,37,3,386
25,0,Nathan Enderle,30,3,347
17,3,Sean Renfree,30,2,261
4,0,Trent Steelman,6,2,85
20,1,Jeff Van Camp,31,1,273
10,1,Riley Dodge,15,2,146
24,1,John Brantley,35,1,248
1,0,Trey Burton,1,0,42
21,2,Mike Hartline,39,1,242
1,0,Randall Cobb,2,1,11
24,0,Christian Ponder,37,2,243
2,0,EJ Manuel,2,1,41
5,0,Ted Stachitas,5,0,47
6,1,Tanner Price,12,0,35
5,0,Josh Nesbitt,18,1,116
28,1,Russell Wilson,41,3,368
19,2,Bryant Moniz,27,6,395
5,1,Brent Rausch,8,0,56
1,0,David Graves,1,1,41
0,0,Cayman Shutter,2,0,0
19,1,Terrance Broadway,28,0,174
12,2,Kevin Moore,26,2,156
1,0,Joe Kemp,1,0,38
4,1,Ryan Griffin,8,0,28
1,0,DJ Ponder,1,0,4
23,0,Ben Chappell,33,4,342
15,0,Patrick Nicely,27,2,175
19,0,Richard Stanzi,25,3,288
2,0,James Vandenberg,4,1,18
4,0,Kelly Page,11,0,30
4,1,Keith Wenning,8,0,26
11,0,Jerome Tiller,22,0,87
1,0,Austen Arnaud,2,0,6
17,0,Jordan Webb,27,1,249
1,0,Kale Pick,1,0,15
0,0,Alonso Rojas,1,0,0
12,0,Matt Christian,20,1,147
11,1,Carson Coffman,22,1,189
8,2,Jeff Godfrey,18,0,92
16,0,Chris Masson,32,1,192
3,0,Blaine Gautier,5,0,22
21,1,Logan Kilgore,36,1,207
23,1,Kolton Browning,34,1,249
10,2,Jordan Jefferson,22,0,75
1,0,Jarrett Lee,1,0,5
14,1,Geno Smith,29,2,119
22,2,Tarik Hakmi,35,1,262
0,1,Colby Cameron,4,0,0
22,1,Austin Davis,38,1,233
18,0,Danny OBrien,27,2,250
35,2,Wesley Carroll,58,2,355
16,0,Kirk Cousins,20,2,290
3,0,Andrew Maxwell,5,0,41
12,0,Tate Forcier,12,1,110
7,0,Devin Gardner,10,1,85
4,0,Denard Robinson,4,0,60
17,1,Aaron Pankratz,28,1,231
2,1,Kellen Pagel,3,0,20
31,1,Adam Weber,46,2,373
11,0,Chandler Harnish,17,2,81
8,1,Jeremiah Masoli,12,2,153
32,0,Ryan Colburn,42,4,390
15,1,Blaine Gabbert,21,1,187
2,0,James Franklin,2,0,46
20,1,Zac Dysert,27,0,178
5,0,Austin Boucher,7,1,68
21,0,Brian Anderson,30,3,295
11,1,Boo Jackson,20,2,155
1,0,Philip Bates,1,0,46
9,0,Chris Relf,14,2,148
0,1,LaDarius Perkins,1,0,0
18,0,Aaron Murray,31,1,274
6,2,Taylor Martinez,14,1,140
0,0,Cody Green,2,0,0
23,1,Dan Persa,30,2,280
29,2,Ryan Radcliff,43,2,347
25,1,Dayne Crist,44,1,304
1,0,Armando Allen,1,0,3
19,2,Andrew Luck,32,1,238
20,0,Terrelle Pryor,26,4,224
5,0,Joe Bauserman,6,1,59
1,0,Jordan Hall,1,1,20
13,0,Alex Gillett,22,2,200
1,0,Devontae Payne,6,0,8
18,0,Robert Bolden,28,0,223
8,3,Chester Stewart,19,0,46
17,1,Rob Henry,31,1,140
1,0,Robert Marve,3,0,10
24,0,Austin Dantin,31,2,209
27,2,Nick Fanuzzi,38,0,204
20,1,Robert Griffin III,28,3,268
16,2,Tom Savage,29,0,150
1,0,Mohamed Sanu,1,0,7
0,0,Chas Dodd,2,0,0
22,1,TJ Yates,30,1,204
17,1,Ryan Lindley,24,3,362
14,1,Diondre Borel,31,0,130
7,1,BJ Daniels,11,0,57
19,1,Kawaun Jakes,37,1,221
1,0,Bobby Rainey,1,1,5
19,0,Matt Simms,34,3,245
29,1,Bryan Ellis,55,1,373
4,0,David Isabelle,5,1,56
30,1,Garrett Gilbert,45,1,264
5,0,Kevin Prince,8,1,27
0,0,Nelson Rosario,1,0,0
22,1,GJ Kinne,33,3,232
2,1,Shavodrick Beaver,4,0,25
18,1,Corey Robinson,38,2,316
1,0,Jamie Hampton,1,1,3
16,1,Ryan Aplin,32,2,237
0,1,Phillip Butterfield,1,0,0
14,0,Omar Clayton,20,3,194
3,0,Caleb Herring,5,0,36
17,2,Tarean Austin,40,1,177
14,0,Jordan Wynn,18,2,124
4,0,Terrance Cain,6,0,31
8,0,Jordan La Secla,12,0,67
1,0,Matt Faulkner,1,0,11
16,1,Trevor Vittatoe,33,0,171
20,2,Ryan Williams,30,1,144
16,0,Marc Verica,23,3,224
4,1,Michael Rocco,6,1,64
4,0,Ross Metheny,5,1,53
24,3,Jeff Tuel,37,1,222
1,0,Jeffrey Solomon,1,1,29
1,0,Marshall Lobbestael,3,0,5
16,2,Matt Barkley,25,3,290
4,0,Mitch Mustain,5,1,38
15,0,Scott Tolzien,17,3,217
6,0,Jon Budmayr,7,0,55
6,1,Austyn Carta Samuels,11,0,66
5,1,Tim Jefferson Jr,12,0,66
0,0,Ben Cochran,1,0,0
28,2,Brandon Weeden,42,2,284
40,4,Jerrod Johnson,62,5,409
10,0,Diondre Borel,13,1,192
27,2,Jake Heaps,55,0,270
5,0,Tim Jefferson Jr,7,0,83
6,2,Ricky Dobbs,18,0,103
14,1,Patrick Nicely,26,0,128
0,1,Matt Rodgers,1,0,0
16,0,Chandler Harnish,20,3,281
1,0,Jordan Lynch,2,0,11
12,2,Ryan Aplin,25,3,209
20,1,Adam Froman,33,3,308
11,0,Greg McElroy,17,0,84
1,0,Marquis Maze,1,1,19
16,2,John Brantley,31,0,202
0,1,Trey Burton,1,0,0
9,0,Trent Steelman,16,1,124
0,0,Max Jenkins,1,0,0
7,0,Chester Stewart,16,1,127
1,0,Joe Jones,1,1,24
14,1,Cameron Newton,19,3,245
3,0,Barrett Trotter,5,0,27
25,0,Kolton Browning,33,0,203
4,1,Cody Wells,8,0,29
26,0,Robert Griffin III,36,3,380
1,0,Kendall Wright,1,1,50
1,0,Nick Florence,1,0,4
16,2,Jordan Webb,28,1,171
22,2,Mike Marscovetra,37,0,193
5,0,Chase Rettig,10,1,72
24,1,Dayne Crist,44,2,203
0,0,John Goodman,1,0,0
12,3,Aaron Pankratz,37,2,167
19,4,Jerry Davis,34,3,241
14,3,Kyle Parker,33,0,149
13,2,Jacory Harris,33,4,205
25,3,Ryan Radcliff,48,2,295
