defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Jabari Greer,0.000,0,0.000,5
,,0,0,,0,0,Scott Shanle,0.000,0,2.000,5
,,0,0,,0,0,Jo Lonn Dunbar,0.000,0,3.000,4
,,0,0,,0,0,Rod Harper,0.000,0,1.000,4
,,0,0,,0,0,Tracy Porter,0.000,0,0.000,4
,,0,0,,0,1,Jonathan Vilma,0.000,0,0.000,4
,,0,0,,0,0,Sedrick Ellis,1.000,0,2.000,3
,,0,0,,0,0,Marvin Mitchell,0.000,0,1.000,3
,,0,0,,0,0,T Hargrove,0.000,0,1.000,2
,,0,0,,0,0,Jeff Charleston,0.000,0,0.000,1
,,0,0,,0,0,Randall Gay,0.000,0,2.000,1
,,0,0,,0,0,Malcolm Jenkins,0.000,0,1.000,1
,,0,0,,0,0,Will Smith,0.000,0,1.000,1
,,0,0,,0,0,Alex Brown,0.000,0,1.000,0
,,0,0,,0,0,Jimmy Wilkerson,0.000,0,1.000,0
,,0,0,,0,0,Chad Greenway,0.000,0,3.000,9
,,0,0,,0,0,Erin Henderson,0.000,0,1.000,8
,,0,0,,0,0,Antoine Winfield,0.000,0,2.000,7
,,0,0,,0,0,Asher Allen,0.000,0,2.000,4
,,0,0,,0,0,Ben Leber,0.000,0,0.000,4
,,0,0,,0,0,Husain Abdullah,0.000,0,1.000,3
,,0,0,,0,0,Jared Allen,0.000,0,1.000,3
,,0,0,,0,0,Lito Sheppard,0.000,0,0.000,3
,,0,0,,0,0,Madieu Williams,0.000,0,1.000,3
,,0,0,,0,0,Pat Williams,0.000,0,0.000,2
,,0,0,,0,0,Ray Edwards,0.000,0,0.000,1
,,0,0,,0,0,Jayme Mitchell,1.000,0,0.000,1
,,0,0,,0,0,Kevin Williams,0.000,0,1.000,0
,,0,0,,0,0,Drayton Florence,0.000,0,1.000,9
,,0,0,,0,0,Keith Ellison,0.000,0,0.000,6
,,0,0,,0,0,Paul Posluszny,1.000,0,2.000,6
,,0,0,,0,0,Donte Whitner,0.000,0,5.000,4
,,0,0,,0,0,George Wilson,0.000,0,1.000,4
,,0,0,,0,0,Dwan Edwards,0.000,0,1.000,3
,,0,0,,0,0,Chris Ellis,1.000,0,2.000,3
,,0,0,,0,0,Chris Kelsay,0.000,0,4.000,3
,,0,0,,0,0,Kyle Williams,0.000,0,3.000,3
,,0,0,,0,0,Spencer Johnson,0.000,0,1.000,2
,,0,0,,0,0,Andra Davis,0.000,0,6.000,2
,,0,0,,0,0,Terrence McGee,0.000,0,2.000,2
,,0,0,,0,0,Leodis McKelvin,0.000,0,1.000,2
,,0,0,,0,0,Marcus Stroud,0.000,0,5.000,2
,,0,0,,0,0,Bryan Scott,1.000,0,1.000,1
,,0,0,,0,0,Reggie Corner,0.000,0,1.000,0
,,0,0,,0,0,Aaron Maybin,0.000,0,1.000,0
,,0,0,,0,0,Torell Troup,0.000,0,1.000,0
,,0,0,,0,0,Yeremiah Bell,0.000,0,2.000,6
,,0,0,,0,0,Jason Allen,0.000,0,1.000,5
,,0,0,,0,0,Chris Clemons,0.000,0,1.000,4
,,0,0,,0,0,Karlos Dansby,1.000,0,4.000,4
,,0,0,,0,0,Tyrone Culver,0.000,0,0.000,3
,,0,0,,0,0,Benny Sapp,0.000,0,0.000,3
,,0,0,,0,0,Cameron Wake,1.000,0,0.000,3
,,0,0,,0,0,Vontae Davis,0.000,0,0.000,2
,,0,0,,0,0,Koa Misi,1.000,0,2.000,2
,,0,0,,0,0,Bobby Carpenter,0.000,0,0.000,1
,,0,0,,0,0,Quentin Moses,0.000,0,0.000,1
,,0,0,,0,0,Jared Odrick,0.000,0,0.000,1
,,0,0,,0,0,Kendall Langford,0.000,0,2.000,0
,,0,0,,0,0,Paul Soliai,0.000,0,1.000,0
,,0,0,,0,0,Randy Starks,0.000,0,1.000,0
,,1,0,,0,0,Lance Briggs,0.000,0,1.000,9
,,0,0,,0,0,Brian Urlacher,1.000,0,0.000,8
,,0,0,,0,0,Zack Bowman,0.000,0,1.000,5
,,0,0,,0,0,Mark Anderson,0.000,0,0.000,3
,,0,0,,0,0,Israel Idonije,0.000,0,0.000,3
,,0,0,,0,0,Danieal Manning,0.000,0,1.000,3
,,0,0,,0,1,Charles Tillman,0.000,0,1.000,3
,,0,0,,0,0,Pisa Tinoisamoa,0.000,0,0.000,3
,,0,0,,0,0,DJ Moore,0.000,0,1.000,2
,,0,0,,0,0,Tommie Harris,0.000,0,0.000,1
,,1,0,,0,0,Julius Peppers,1.000,0,0.000,1
,,0,0,,0,0,Chris Harris,0.000,0,1.000,0
,,0,0,,0,0,Kyle Vanden Bosch,0.000,0,1.000,10
,,1,0,,0,0,Louis Delmas,0.000,0,0.000,8
,,1,0,,0,0,CC Brown,0.000,0,1.000,5
,,0,0,,0,0,Corey Williams,1.000,0,0.000,5
,,1,0,,0,0,Chris Houston,0.000,0,0.000,4
,,0,0,,0,0,Julian Peterson,0.000,0,2.000,4
,,0,0,,0,1,Aaron Berry,0.000,0,0.000,3
,,0,0,,0,0,Landon Johnson,0.000,0,0.000,3
,,0,0,,0,0,Andre Fluellen,0.000,0,0.000,2
,,0,0,,0,0,Randy Phillips,0.000,0,0.000,2
,,0,0,,0,0,Alphonso Smith,0.000,0,0.000,2
,,0,0,,0,0,Jonathan Wade,0.000,0,0.000,2
,,0,0,,0,0,Sammie Lee Hill,1.000,0,0.000,1
,,0,0,,0,0,Cliff Avril,0.000,0,0.000,1
,,0,0,,0,0,Zack Follett,0.000,0,0.000,1
,,1,0,,0,0,Turk McBride,1.000,0,0.000,1
,,0,0,,0,0,Ashlee Palmer,0.000,0,0.000,1
,,0,0,,0,0,Ndamukong Suh,1.000,0,0.000,1
,,0,0,,0,0,Michael Griffin,0.000,0,2.000,10
,,0,0,,0,0,Will Witherspoon,1.000,0,0.000,6
,,0,0,,0,0,Vincent Fuller,0.000,0,1.000,5
,,0,0,,0,0,Stephen Tulloch,0.000,0,2.000,5
,,0,0,,0,1,Chris Hope,0.000,0,1.000,4
