field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
0,1,4,4,0,Jeff Reed
1,1,2,2,26,Olindo Mare
2,2,4,4,36,Neil Rackers
2,3,3,3,44,Joe Nedney
2,2,0,0,54,John Kasay
2,4,2,2,32,Michael Koenen
0,0,2,2,0,Phil Dawson
4,4,1,1,43,John Carney
2,3,0,0,44,Jason Hanson
3,5,0,0,51,Josh Brown
0,1,0,0,0,Dave Rayner
4,4,2,2,40,Robbie Gould
1,2,3,3,35,Josh Scobee
1,2,2,2,32,Shaun Suisham
1,2,1,1,29,Lawrence Tynes
3,3,2,2,42,Shayne Graham
1,1,2,2,32,Stephen Gostkowski
1,1,2,2,53,Rian Lindell
0,1,3,3,0,Jay Feely
4,4,2,2,48,Adam Vinatieri
6,7,0,0,51,Jeff Wilkins
1,1,1,1,49,Jason Elam
2,2,3,3,42,Matt Stover
1,3,2,3,18,Mike Nugent
1,1,1,1,34,Kris Brown
1,1,3,3,42,David Akers
2,2,3,3,47,Nate Kaeding
3,4,1,1,27,John Hall
2,3,1,1,46,Ryan Longwell
0,4,2,2,0,Michael Koenen
1,3,0,0,22,Matt Bryant
4,4,2,2,37,Matt Stover
2,2,0,0,51,Sebastian Janikowski
2,2,4,4,45,Robbie Gould
0,1,1,1,0,Jason Hanson
2,3,4,4,37,Shayne Graham
1,1,2,2,30,Phil Dawson
2,2,3,3,50,Mike Vanderjagt
1,1,1,1,39,John Hall
3,4,0,0,39,Jason Elam
2,2,0,0,45,Lawrence Tynes
2,2,3,3,36,Dave Rayner
2,2,4,4,47,John Carney
3,3,4,4,43,Adam Vinatieri
0,0,0,1,0,Hunter Smith
1,1,3,3,43,Kris Brown
0,1,0,0,0,Olindo Mare
3,3,1,1,45,Rian Lindell
3,4,1,1,26,Ryan Longwell
2,2,1,1,26,John Kasay
1,1,2,2,42,Mike Nugent
1,2,3,3,20,Stephen Gostkowski
1,2,3,3,37,David Akers
1,1,3,3,35,Jay Feely
4,4,4,4,44,Nate Kaeding
0,0,1,1,0,Rob Bironas
0,1,3,3,0,Josh Brown
1,3,1,1,43,Neil Rackers
2,3,2,2,32,Joe Nedney
2,3,1,1,49,Jeff Wilkins
3,3,0,0,42,Josh Scobee
0,0,2,2,0,Neil Rackers
3,3,1,1,47,Jeff Wilkins
2,2,2,2,36,Rian Lindell
0,0,4,4,0,Mike Nugent
0,0,2,2,0,Phil Dawson
3,3,0,0,52,Matt Stover
1,1,3,3,40,Jason Hanson
1,1,4,4,24,Dave Rayner
0,0,3,3,0,Martin Gramatica
0,2,2,2,0,Josh Scobee
2,3,1,1,40,Olindo Mare
1,2,1,1,22,Rob Bironas
3,3,1,1,41,Ryan Longwell
4,4,1,1,49,Robbie Gould
0,1,1,1,0,Stephen Gostkowski
1,1,2,2,23,Jason Elam
2,3,2,2,37,Jeff Reed
0,0,4,4,0,Shayne Graham
0,0,6,6,0,Josh Brown
1,1,3,3,46,Jay Feely
1,1,3,3,48,Joe Nedney
1,2,5,5,21,David Akers
1,1,3,3,28,Matt Bryant
4,4,2,2,51,John Kasay
0,0,1,1,0,Kris Brown
1,1,4,4,46,John Hall
3,3,2,2,51,John Carney
1,2,0,0,26,Morten Andersen
5,5,2,2,40,Morten Andersen
1,1,0,0,51,Michael Koenen
1,1,1,1,29,Neil Rackers
0,0,2,2,0,Matt Stover
2,3,1,1,54,Nate Kaeding
1,2,2,2,28,Rian Lindell
2,2,0,0,49,Ryan Longwell
0,0,3,3,0,John Kasay
1,2,1,1,31,John Carney
3,3,4,4,41,Robbie Gould
2,2,0,0,24,Josh Brown
2,2,1,1,45,Shayne Graham
1,2,5,5,24,Stephen Gostkowski
2,2,5,5,49,Lawrence Tynes
0,1,0,0,0,Joe Nedney
0,0,4,4,0,Mike Nugent
1,1,4,4,20,Martin Gramatica
0,0,3,3,0,Sebastian Janikowski
1,2,3,3,28,Phil Dawson
4,5,3,3,47,Jeff Wilkins
2,2,4,4,29,Jason Hanson
2,2,0,0,39,Rob Bironas
1,2,6,6,43,Mike Vanderjagt
1,1,2,2,32,Kris Brown
3,3,0,0,52,Olindo Mare
3,3,3,3,44,John Hall
3,3,3,3,46,Josh Scobee
1,1,4,4,40,David Akers
3,4,0,0,54,Dave Rayner
