defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Devin McCourty,0.000,0,1.000,9
,,0,0,,0,0,Kyle Van Noy,0.000,0,1.000,5
,,0,0,,0,0,Malcom Brown,0.000,0,2.000,4
,,0,0,,0,0,Malcolm Butler,0.000,0,0.000,4
,,0,0,,0,0,Trey Flowers,2.000,0,2.000,3
,,0,0,,0,0,Stephon Gilmore,0.000,0,1.000,3
,,0,0,,0,0,Lawrence Guy,0.000,0,2.000,3
,,1,0,,0,0,Jordan Richards,0.000,0,1.000,3
,,0,0,,0,0,Alan Branch,0.000,0,0.000,2
,,0,0,,0,0,Patrick Chung,0.000,0,0.000,2
,,0,0,,0,0,Cassius Marsh,0.000,0,1.000,2
,,0,0,,0,0,Adam Butler,0.000,0,0.000,1
,,0,0,,0,0,Donta Hightower,0.000,0,1.000,1
,,0,0,,0,0,Eric Rowe,0.000,0,0.000,1
,,0,0,,0,0,Deatrich Wise,1.000,0,0.000,1
,,0,0,,0,0,David Harris,0.000,0,1.000,0
,,0,0,,0,0,Ron Parker,0.000,0,1.000,10
,,0,0,,0,0,Allen Bailey,1.000,0,1.000,5
,,0,0,,0,0,Eric Berry,0.000,0,3.000,4
,,1,0,,0,0,Dee Ford,0.000,0,0.000,4
,,0,0,,0,0,Phillip Gaines,0.000,0,0.000,4
,,0,0,,0,0,Justin Houston,2.000,0,1.000,4
,,0,0,,0,0,Derrick Johnson,0.000,0,4.000,4
,,0,0,,0,0,Terrance Mitchell,0.000,0,1.000,4
,,0,0,,0,0,Bennie Logan,0.000,0,3.000,2
,,0,0,,0,0,Daniel Sorensen,0.000,0,0.000,2
,,0,0,,0,0,Marcus Peters,0.000,0,1.000,1
,,0,0,,0,0,Roy Miller,0.000,0,2.000,0
,,0,0,,0,0,Eric Murray,0.000,0,1.000,0
,,0,0,,0,0,Frank Zombo,0.000,0,1.000,0
,,0,0,,0,0,Jerrell Freeman,0.000,0,3.000,7
,,0,0,,0,0,Kyle Fuller,0.000,0,1.000,5
,,0,0,,0,0,Marcus Cooper,0.000,0,0.000,4
,,0,0,,0,0,Quintin Demps,0.000,0,0.000,3
,,0,0,,0,0,Leonard Floyd,0.000,0,1.000,3
,,0,0,,0,0,Akiem Hicks,2.000,0,0.000,3
,,0,0,,0,0,Eddie Jackson,0.000,0,0.000,3
,,0,0,,0,0,Sam Acho,0.000,0,1.000,2
,,0,0,,0,0,Danny Trevathan,0.000,0,0.000,2
,,0,0,,0,0,Bryce Callahan,0.000,0,1.000,1
,,0,0,,0,0,Eddie Goldman,0.000,0,0.000,1
,,0,0,,0,0,Mitch Unrein,0.000,0,2.000,1
,,0,0,,0,0,Willie Young,0.000,0,0.000,1
,,0,0,,0,0,Nick Kwiatkoski,0.000,0,1.000,0
,,0,0,,0,0,Deion Jones,0.000,0,1.000,6
,,0,0,,0,0,Brian Poole,1.000,0,1.000,6
,,0,0,,0,0,Brooks Reed,2.000,0,0.000,5
,,0,0,,0,0,DeVondre Campbell,0.000,0,2.000,4
,,0,0,,0,0,Keanu Neal,0.000,0,1.000,4
,,0,0,,0,0,Desmond Trufant,0.000,0,0.000,4
,,0,0,,0,0,Robert Alford,0.000,0,0.000,3
,,0,0,,0,0,Ricardo Allen,0.000,0,0.000,3
,,0,0,,0,0,Duke Riley,0.000,0,2.000,3
,,0,0,,0,0,Vic Beasley,1.000,0,0.000,2
,,0,0,,0,0,Adrian Clayborn,0.000,0,0.000,1
,,0,0,,0,0,Damontae Kazee,0.000,0,0.000,1
,,0,0,,0,0,Takkarist McKinley,0.000,0,1.000,1
