kickoff return yards, kickoff returns, longest kickoff return, name
98,1,98,Jamal Miles
54,1,54,AJ Pickens
9,1,9,Max Smith
99,3,40,Zurlon Tipton
92,2,62,TY Hilton
21,1,21,Richard Leonard
197,8,47,Brelan Chancellor
21,1,21,Jeremy Brown
51,2,28,Orwin Smith
102,6,24,Tracy Carter
70,3,25,Steven Dunlap
9,1,9,Heath Jackson
19,1,19,Winston Guy Jr
7,1,7,Raymond Sanders
35,2,18,Derrius Brooks
50,2,30,Jeremy Wright
45,1,45,Victor Anderson
87,5,23,Kevin Wright
83,5,24,Billy Foster
0,1,0,Jameon Lewis
0,1,0,Paul Carrezola
120,6,37,Jeremiah Kobena
16,1,16,Prince Tyson Gulley
38,2,20,Lovell Jackson
34,2,22,Michael Campanaro
23,1,23,Matt Brown
14,1,14,Joe Jones
61,2,43,Eric Page
17,1,17,Bernard Reedy
20,1,20,Reggie Dunn
77,3,40,James White
24,1,24,Kenzel Doe
83,4,25,Bradley Randle
52,3,21,Ken Spigner
25,1,25,Sidney Hodge
122,5,55,Darius Jones
45,2,23,Jarred Salubi
229,6,73,Greg McCoy
15,1,15,Waymon James
13,1,13,Skye Dawson
41,2,29,Nick Hill
58,2,34,Anthony LaCoste
39,1,39,Marquis Maze
24,1,24,DeAndrew White
121,6,26,Eric Adeyemi
33,2,20,Sam Kirkland
19,1,19,Darius Polk
18,1,18,Marquel Wade
27,1,27,Taimi Tutogi
23,1,23,Garic Wharton
176,4,97,Tre Mason
55,2,33,Quan Bray
26,1,26,Onterio McCalebb
46,2,24,Kerwynn Williams
67,3,27,Tahj Kimble
46,2,24,Venric Mark
61,3,26,Coleman Edmond
117,6,33,Isaiah Burse
7,1,7,Riley Barnes
13,1,13,Quincy McDuffie
60,1,60,Ralph Abernathy IV
28,1,28,Jameel Poteat
8,1,8,Adam Fearing
58,3,39,Mike Bellamy
22,1,22,Andre Ellington
105,5,27,Corey Johnson
12,1,12,Shawn Southward
32,1,32,Nick Williams
60,3,24,Jamison Crowder
16,1,16,Danny Parker
30,2,18,Jeffery Demps
130,5,38,Willie Floyd
14,1,14,Avionne Rolle
36,1,36,Lamarcus Joyner
63,4,21,Jyruss Edwards
11,1,11,Tyler Cain
110,5,40,Brandon Boykin
44,2,23,Doug Martin
71,2,48,Mike Edwards
31,3,12,Brian Lockridge
21,2,17,Arthur Jaffee
16,1,16,Tony Jones
6,1,6,Evan Harrington
42,2,24,Tyron Carrier
49,2,30,Josh Smith
4,1,4,Phillip Ruhl
23,1,23,Troy Pollard
15,1,15,Darius Millines
27,2,17,Artez Brown
22,1,22,RJ Fleming
17,1,17,Don Jones
88,4,29,Shane Wynn
3,1,3,Stephen Houston
92,4,27,Briggs Orsbon
38,1,38,Jordan Bernstine
23,1,23,Damon Bullock
98,5,28,Josh Lenz
86,5,32,DJ Beshears
73,2,48,David Garrett
99,4,39,Morris Claiborne
-1,1,0,Rueben Randle
65,4,26,Kenjon Barner
53,2,25,DeAnthony Thomas
21,1,21,LaMichael James
11,1,11,Josh Huff
57,3,25,Kelvin Grady
188,6,38,Dervon Wallace
27,2,15,Jeff Scott
28,1,28,Jordan Johnson
24,1,24,Mike Hague
15,1,15,Wes Kemp
10,1,10,Brayden Burnett
32,1,32,Dayonne Nunley
16,1,16,Brison Burris
33,2,22,Marcus Thomas
0,1,0,Mike Patrick
59,3,21,TJ Thorpe
99,4,44,TJ Graham
10,1,10,Mario Carter
39,2,23,Tommy Davis
116,7,24,Raymond Maples
25,1,25,Larry Dixon
177,4,97,Taveon Rogers
66,3,32,Ryan Clark
43,2,22,Donte Harden
26,1,26,LaVon Brazill
31,2,17,Lamaar Thomas
87,3,40,Derek Good
55,2,31,Theo Riddick
31,2,17,Bennett Jackson
24,1,24,Austin Collinsworth
67,4,31,Lindsey Lamar
44,1,44,Corey Brown
75,4,42,Antoine Russell
17,1,17,Josh Richmond
53,2,29,Trey Franks
81,4,25,Freeman Kelley
53,3,22,Trey Watts
23,1,23,Marco Nelson
65,3,34,Justin Gilbert
40,2,21,Josh Stewart
16,1,16,Hubert Anyiam
43,2,28,Darryl Surgent
21,1,21,Andrew Joseph
13,1,13,Javone Lawson
87,3,32,Malcolm Marable
75,2,52,Buddy Jackson
26,1,26,Corey Davis
80,4,25,Terrell Jackson
95,1,95,Chaz Powell
16,1,16,Alex Kenney
75,3,41,OJ Ross
21,1,21,TJ Barbarette
85,3,40,Eric Russell
55,2,35,Bruce Ellington
23,1,23,Shon Carson
14,1,14,Kenny Miles
8,1,8,Ace Sanders
71,3,30,Reggie Bullock
34,2,18,Danny Webster
24,1,24,Torrance Hunt
143,4,94,Colin Lockett
65,3,31,Tracy Lampley
138,3,86,Lyle Fitte
18,1,18,Chandler Spence
10,1,10,Quinton Patton
59,1,59,Chris Owusu
21,1,21,Jeremy Stewart
10,1,10,Drew Terrell
110,6,24,Brandon Driver
58,4,29,Brandon Rutley
44,1,44,Channing Fugate
29,1,29,DaRick Rogers
27,1,27,Tauren Poole
33,2,17,DJ Monroe
125,5,43,Charles Ross
213,7,66,Robert Kelley
13,1,13,Derrick Strozier
31,1,31,Ben McRoy
73,3,35,Robert Woods
0,1,0,Curtis McNeal
72,3,25,Troy Stoudermire
16,1,16,Tommy Olson
105,3,50,Vernon Frazier
10,1,0,Kevin Perry
41,2,22,Andre Hal
35,1,35,Eric Samuels
32,2,21,Darius Jennings
64,2,35,Dyrell Roberts
113,5,38,Jesse Callier
19,1,19,Marcus Mason
94,4,33,Dominic Rufran
35,2,19,Luke Anderson
26,1,26,Alvester Alexander
70,2,50,Dominique Sherrer
15,1,15,Darius Scott
18,1,18,Coryell Judie
43,3,22,Derrikk Thompson
15,1,15,Kenneth Acker
119,2,100,Tavon Austin
93,4,33,Andre Booker
9,1,9,Tron Martinez
78,5,17,Justus Pickett
100,4,34,Lamar Miller
43,2,22,Phillip Dorsett
27,1,27,Brandon McGee
0,1,0,AJ Highsmith
68,3,27,Justin Gilbert
57,3,22,Garic Wharton
89,4,31,Kyle Middlebrooks
63,2,32,Rashad Ross
-2,1,0,Jamal Miles
108,5,29,TJ Moe
93,4,27,Jeremy Wright
12,1,12,Victor Anderson
67,2,36,TY Hilton
60,3,22,Jonathan Warzeka
22,1,22,Ty MacCurthur
15,1,15,Greg McCoy
10,1,10,Waymon James
110,6,23,Antoine Russell
