kickoff yards, kickoffs, longest kickoffs, longest punt, name, punt yards, punts
144,2,76,0,N Setta,319,7
0,0,0,0,D Duval,220,5
0,0,0,45,B Dales,0,4
0,0,0,64,P McCallum,0,11
0,0,0,53,A Serna,0,6
0,0,0,60,M Vanderjagt,0,7
0,0,0,59,J Boreham,238,5
54,4,0,60,N Prefontaine,0,6
0,0,0,0,M Vanderjagt,0,9
0,0,0,0,N Setta,0,5
0,0,0,0,N Prefontaine,0,7
0,0,0,0,B Dales,0,8
395,6,71,0,D Duval,0,5
238,4,66,0,A Serna,0,6
0,0,0,0,P McCallum,0,11
437,7,0,0,J Boreham,0,7
194,3,66,0,D Duval,0,6
0,0,0,49,B Dales,0,4
478,8,66,0,N Prefontaine,0,4
362,6,64,0,M Vanderjagt,0,5
162,3,65,46,A Serna,0,7
0,0,0,43,P McCallum,0,5
252,4,66,0,N Setta,0,4
446,7,77,0,J Boreham,0,6
0,0,0,62,B Dales,0,5
136,2,73,97,N Setta,0,7
171,3,62,51,P McCallum,0,6
246,4,65,0,A Serna,0,8
344,5,75,0,J Boreham,169,4
333,5,78,0,D Duval,320,7
329,7,59,54,M Vanderjagt,364,8
324,5,68,58,N Prefontaine,255,6
172,3,67,46,A Serna,0,3
0,0,0,55,B Dales,0,6
64,1,64,0,N Setta,0,10
234,4,66,55,N Prefontaine,0,6
0,0,0,0,P McCallum,0,6
403,6,91,0,D Duval,0,5
342,5,75,56,J Boreham,0,8
176,3,65,71,M Vanderjagt,0,9
331,5,71,52,D Duval,0,4
335,6,69,58,N Setta,0,5
383,6,71,62,N Prefontaine,0,8
316,5,82,56,P McCallum,0,8
164,3,56,57,M Vanderjagt,0,7
208,3,72,55,A Serna,0,9
0,0,0,68,B Dales,0,8
409,6,85,56,N Setta,0,7
290,6,62,44,M Vanderjagt,0,5
0,0,0,21,C Hardy,0,1
301,4,95,64,J Boreham,232,6
0,0,0,53,B Dales,123,3
111,2,59,59,A Serna,44,7
423,7,74,62,D Duval,44,4
429,7,66,0,P McCallum,0,8
376,6,68,48,N Prefontaine,0,6
0,0,0,0,A Serna,0,5
0,0,0,0,N Setta,0,6
297,5,68,0,N Prefontaine,0,4
91,1,91,0,J Boreham,0,9
295,5,61,0,P McCallum,0,7
0,0,0,52,B Dales,42,4
338,5,74,53,D Duval,0,7
248,4,68,48,P McCallum,0,3
246,4,68,50,J Boreham,0,3
0,0,0,40,L Congi,0,4
54,1,54,49,A Serna,0,10
0,0,0,50,B Dales,269,6
310,5,73,62,N Prefontaine,243,5
241,4,70,55,N Setta,335,7
365,6,83,40,M Vanderjagt,149,4
224,4,71,66,N Prefontaine,290,6
0,0,0,64,B Dales,237,7
197,3,71,58,N Setta,0,4
125,7,46,46,P McCallum,0,3
476,8,69,0,D Duval,0,4
144,3,57,51,M Vanderjagt,0,8
310,5,71,51,A Serna,0,5
290,5,66,50,L Congi,0,5
124,2,63,52,M Vanderjagt,0,8
326,6,68,52,A Serna,0,8
0,0,0,59,B Dales,0,7
312,5,79,54,D Duval,0,5
383,6,67,56,N Prefontaine,178,5
414,6,72,63,N Setta,177,5
64,1,64,58,P McCallum,349,9
282,4,72,57,J Boreham,277,9
367,6,66,63,N Setta,0,7
229,4,59,43,A Serna,159,5
0,0,0,0,B Dales,0,9
0,2,0,0,M Vanderjagt,0,10
341,6,75,40,D Duval,0,2
56,1,56,55,N Prefontaine,0,6
0,0,0,43,A Serna,0,3
0,0,0,56,N Prefontaine,0,6
404,7,63,53,M Vanderjagt,0,7
0,0,0,57,B Dales,0,5
128,2,0,0,P McCallum,233,5
0,0,0,0,N Setta,292,6
378,6,78,62,D Duval,0,6
60,1,0,52,J Boreham,0,7
237,4,65,57,M Vanderjagt,0,10
253,4,69,59,P McCallum,0,10
375,6,95,33,J Boreham,0,3
0,0,0,53,B Dales,0,5
335,7,65,40,N Setta,0,3
256,5,66,53,D Duval,0,4
307,5,64,0,N Prefontaine,0,7
159,3,61,0,A Serna,0,8
227,4,61,58,A Serna,0,11
219,4,65,46,M Vanderjagt,0,9
187,3,63,51,P McCallum,0,8
301,5,65,52,N Prefontaine,0,7
281,5,65,0,N Prefontaine,0,6
368,6,66,0,P McCallum,0,4
0,0,0,36,M Vanderjagt,0,2
0,0,0,47,D Duval,0,2
0,0,0,48,B Dales,0,9
263,4,67,52,A Serna,0,8
238,4,68,57,J Boreham,0,5
360,6,72,0,N Setta,51,9
126,3,53,65,N Setta,0,7
0,0,0,59,B Dales,0,6
576,9,95,0,J Boreham,0,4
85,2,48,0,N Prefontaine,0,2
474,8,63,0,P McCallum,0,7
342,0,74,0,M Vanderjagt,0,7
205,4,68,55,D Duval,0,6
219,4,64,54,A Serna,0,6
315,6,64,47,M Vanderjagt,0,5
474,8,67,40,J Boreham,0,2
258,5,53,41,D Schiavone,0,3
152,3,54,44,D Fitzpatrick,9,6
429,7,95,0,A Serna,0,9
273,5,95,0,N Setta,0,10
0,0,0,55,B Dales,0,7
219,3,95,63,P McCallum,0,8
156,3,54,53,A Serna,0,9
263,5,61,55,N Prefontaine,0,11
177,3,66,51,J Boreham,0,4
286,5,64,46,P McCallum,0,7
294,5,68,63,D Duval,0,8
198,4,62,63,N Prefontaine,0,8
0,0,0,51,B Dales,0,7
359,6,65,70,P McCallum,0,4
