name, rushes, rushing touchdowns, rushing yards
D Rollins Davis,3,0,8
T Nation,6,0,7
P Momodu,2,0,3
D Wilson,1,0,1
J Ward,19,1,147
D Spalding,20,1,70
S Morris,7,0,32
T Poljan,1,0,11
H Cooper,22,0,98
T Anderson,5,0,21
J Lawson,1,0,0
T Harris,2,0,-10
N Hopkins,20,3,130
D Pindell,6,0,33
A Newsome,8,0,1
B Shirreffs,1,0,-1
J Thompson,1,0,-1
D Cozier,4,0,42
G Guild,5,0,32
D Walker,5,1,16
M Alexander,3,0,7
R DeNicola,1,0,5
P Pujals,6,0,0
T Bateman,11,0,31
A Winchester,8,0,12
C Manning,4,0,6
K Neal,5,0,2
T Harris,11,1,91
S Rowland,9,1,76
S Curtis Jr,17,0,73
A Knox,3,0,2
A Duckworth,19,1,142
I Saunders,13,0,78
D Henderson,2,1,5
D Thigpen,1,0,4
M Linehan,9,0,-36
E Dotson,5,0,46
J Ajeigbe,10,0,34
K Thomson,12,0,11
I Gable,5,0,6
C Erickson,2,0,3
W Clapper,1,0,-5
M Ellison,7,0,24
P Ramsey,3,0,10
M Majette,7,0,6
C Gest,2,0,5
D Williams,1,0,2
R Lagow,7,0,-30
J Dobbins,29,0,181
J Barrett,13,1,61
A Williams,7,2,44
P Campbell,1,0,6
K Hill,1,0,0
D Henderson,12,2,169
P Taylor Jr,15,1,131
R Ferguson,3,1,9
T Pollard,2,0,8
D Dorceus,2,0,7
A Miller,1,0,5
G Smith,12,0,48
D Gore,15,1,41
K White,10,1,39
D Carter IV,2,0,10
C Evans,9,0,8
M Green,1,0,0
R Smith,23,0,76
S Brooks,18,1,69
D Croft,6,0,32
J Hawkins,10,0,21
T Jackson,7,0,17
E Reed,4,0,10
A Johnson,1,0,3
J Hill,15,1,132
J King,6,1,95
L Brown,5,1,92
T Johnson,1,0,11
J Wilson,5,0,8
M Rudolph,3,1,3
J Washington,1,0,-1
T Cornelius,1,0,-8
C Taylor II,20,2,111
C President,8,0,69
D Brewer,22,0,33
S Brooks,8,0,28
L Skipper,2,0,3
S Seymour,11,1,102
A Thompkins,15,0,99
T Swanson,11,2,36
M Guadagni,1,0,8
R Gilliam,1,1,1
L Woodside,2,0,-7
B Cyphers,20,1,69
M Summers,6,1,30
D McNair,4,0,19
J Greene,7,0,16
K Weeks,1,0,-1
Z Moss,22,1,128
T Huntley,18,2,70
T McCormick Jr,2,0,54
K Fulks,1,0,16
J Howard,2,0,9
K Studsrud,6,0,20
J Santiago,10,0,20
B Oliveira,7,0,15
J Johannesson,2,0,0
D Mercer,1,0,-1
B Heidlebaugh,2,0,-3
A Byrd,7,0,75
I Robinson,12,0,49
J Wolford,6,1,47
C Carney,10,0,39
K Hinton,6,1,22
M Colburn II,2,0,12
J Newman,1,0,5
T Marable,16,0,162
M Robinson,7,1,32
B Cheek,22,0,13
A Bradshaw,9,2,177
D Woolfolk,10,1,95
C Holt,3,0,39
C Slomka,3,0,38
J Asberry,2,0,23
Z Boobas,2,1,23
A Davidson,4,1,20
A Hobbs IV,1,1,18
S McCoy,4,0,16
F Cooper Jr,2,1,15
J Trainor,1,1,13
T Wisham Jr,1,0,12
D Distefano,1,0,10
K Hopkins Jr,3,0,7
L Langdon,1,0,7
C Edmonds,15,1,42
J Brevard,6,0,24
L Medlock,1,0,6
K Anderson,9,0,4
A Longi,1,0,2
P Lindsay,19,1,140
M Adkins II,4,0,10
B Bishart,1,0,2
S Montez,12,0,-7
D Dawkins,14,0,43
I Matthews,10,0,31
R Boddie,4,0,27
D Clark,1,0,0
N Stevens,4,0,-13
S Vann,23,0,90
I Eriksen,7,2,37
B Banham,2,0,2
B Roback,6,0,1
H Klugh,14,0,101
R Washington,16,0,48
B LeMay,4,0,10
C Montgomery,1,0,7
K Whyte Jr,6,0,36
D Johnson,4,0,31
D Singletary,6,0,26
G Howell Jr,1,0,8
D Parr,4,0,-14
Z Abey,32,2,235
J Walker,8,2,75
C High,15,0,52
D Bonner,6,0,24
J Brown III,2,0,9
B Colon,1,0,9
T Walker,1,1,4
M Perry,1,0,-2
R Graham,12,0,99
M Jones,11,0,48
J Huff,5,0,9
D Brown,2,0,7
C Blake,2,0,6
C Beebe,1,0,-1
T Mister,1,0,-3
J Hilliman,25,0,58
T Smith,6,0,55
J Smith,3,0,26
A Dillon,5,0,20
A Brown,7,0,10
B Glines,1,0,3
G Edwards,24,0,79
R Martin,13,0,55
R Blackshear,3,0,9
J Grant,1,0,0
K Bolin,1,0,-12
M Gaskin,7,0,59
L Coleman,14,0,40
S Ahmed,1,0,0
J Browning,2,0,-15
E Dungey,9,2,51
M Pierre,9,0,46
D Strickland,12,1,38
M Neal,7,0,17
T Perkins,3,0,7
R Culpepper,1,0,-4
C Nash,9,0,35
E Walker,10,0,22
A Dawson,5,0,13
D Exilhomme,2,0,0
J Fields,2,0,-4
T Kingsley,2,0,-12
J Taylor,9,1,87
B Shaw,18,1,84
G Groshek,2,1,29
C James,5,0,15
D Tindal,1,0,13
A Ramesh,2,1,11
R Ibrahim,2,0,8
J Peavy,2,0,7
A Hornibrook,4,0,-20
T Lindsey Jr,6,0,28
L Hunt,7,1,27
J Nathan,3,0,15
J Hervey,2,0,13
K Myers,5,0,8
S Scarver,1,0,4
E Allen,2,0,-3
T McVey,10,1,98
P Wilson,3,0,48
N Eriksen,5,1,42
R Cleveland,3,1,35
A Worthman,11,1,33
A Duty Tyson,5,1,32
M Miller,5,1,32
N Romine,2,0,32
J LaCoste,2,0,26
C Mallard,4,1,21
M Schmidt,1,0,21
D Wicks,2,0,14
C Parton,4,0,11
I Sanders,2,0,11
K Fagan,3,0,9
J Stafford,2,0,7
A Smith,2,0,2
D Palmer,8,0,32
T Smith,5,0,10
Q Myers,5,0,6
B Tucker,1,0,6
A Coulling,1,0,5
R Udinski,2,0,5
K Jackson,1,0,4
M Dermott,2,0,2
J Lara,1,0,1
K Thornton,1,0,0
D Hodges,1,0,-16
B Dawkins,7,2,92
N Wilson,8,1,87
N Tilford,4,0,79
K Tate,6,0,62
Z Green,5,1,57
T Johnson,1,1,55
J Taylor,9,0,44
B Leon,5,1,30
R Rodriguez,2,1,0
C Young,11,2,115
J Logan,18,1,101
A Aldredge,5,0,18
C Cookus,6,0,-8
K Johnson,16,1,136
K Martin,14,1,136
D Barrett,5,0,26
J Stidham,9,1,17
M Miller,3,0,15
N Igbinoghene,1,0,11
E Stove,2,0,7
D Adams,2,0,6
L Ramsby,11,0,33
W Fields,11,0,21
S Werts,23,0,16
D Godfrey,1,0,1
M Campbell,1,0,-1
A Solomon,6,0,97
J Lovett,14,2,89
J Hasty,11,1,56
C Platt,2,0,11
D Dixon,1,0,1
C Mosley,28,0,122
F Hickson,8,0,17
S Calvert,6,1,0
A Mattison,13,1,82
R Wolpin,17,0,47
M Cozart,8,0,36
R Mahone,1,0,6
B Rypien,5,0,-24
J Chunn,11,0,41
J Henderson,4,0,37
K Barker,1,0,13
B Smith,2,0,7
T McCormick,1,0,-2
J Anderson,3,0,-3
J Daughtry Frye,1,0,-4
B Silvers,6,0,-13
S Canada,5,0,8
K Fonua,3,0,6
J Linehan,1,0,0
B El Bakri,1,0,0
T Mangum,4,0,-19
D Guice,27,2,122
D Williams,15,1,92
C Edwards Helaire,6,0,28
R Gage,3,0,24
D Chark,2,0,11
D Etling,2,0,10
D Dillon,1,0,8
J Moore,1,0,1
T Etienne,8,1,81
K Bryant,7,1,77
T Feaster,6,1,69
C Fuller,7,2,51
T Thomason,4,0,32
D Rencher,4,0,27
A Choice,4,1,20
Z Cooper,1,0,11
R Mac Lain,1,0,-2
N Holley,10,0,53
K Gamble,5,0,21
J Rankin,7,0,11
M Washington,9,0,10
M Carrigan,1,0,9
W Mathews,6,0,8
G Bollas,2,0,7
K Singleton,2,0,5
R James,1,0,-1
M Hibbler,1,0,-4
O Abercrombie,17,2,149
M Outlow,8,0,55
A James,5,0,49
D Demos,7,2,28
C Jones,1,0,20
S Johnson,1,0,17
T Keane,2,0,9
K Tyler,3,0,3
M Young,12,2,40
A Isabella,1,0,19
A Ford,6,1,11
R Comis,2,0,9
B Ally,2,0,2
N Orekoya,1,0,2
B Dingle,2,0,-4
B Brown,10,1,120
S Wilson,9,1,59
D Jackson,6,0,20
N Pierre,7,0,20
D Jones,4,1,19
Q Harris,8,1,7
E Deveaux,2,0,4
P Boehme,1,0,-6
I Totten,5,1,83
T Cotton,5,0,11
M Zanders,5,0,6
R Simpson,5,0,4
D McClain,4,0,0
C Caldwell,3,0,-2
J Murphy,1,0,-9
D Scott,12,1,45
T Sirk,4,0,7
H Howe,4,0,7
D Pinnix,3,1,7
D Grayson,1,0,4
G Minshew,3,0,3
J Williams,1,0,2
C Johnson,17,2,265
M Marshall,10,1,88
B Schor,10,1,48
T Sharp,4,0,11
T Woods,1,0,11
J Miller,1,0,1
C Akers,10,0,30
J Patrick,6,0,17
K Gavin,1,0,6
G Campbell,1,0,-4
D Francois,9,0,-9
D Harris,9,1,73
J Hurts,15,0,55
B Scarbrough,15,0,40
N Harris,3,0,5
R Rivers,9,1,60
J Mims,8,1,38
D ONeal,5,0,37
D Perry,8,0,31
J Hokit,4,2,13
S Johnson,5,0,13
M McMaryion,1,0,7
K Philio,7,0,11
D Hite,15,0,0
T Laird,3,0,-16
N Chubb,15,2,96
S Michel,16,1,87
D Swift,6,0,31
B Herrien,4,0,10
J Eason,2,0,-1
T Lamb,10,1,66
J Moore,13,0,38
T Upshaw,7,0,17
Z Thomas,1,0,13
M Williams,1,0,2
D Saint Juste,25,1,202
R Tuiasoa,16,2,82
D Collie,1,0,23
F Holly,2,0,8
D Brown,3,0,-13
T Adams,23,0,107
C Holloway,8,1,76
D Newsome,14,0,27
R Smith,2,0,2
D Spencer,1,0,0
M Epstein,11,2,54
K Foster,8,0,15
C Crouch,11,0,2
J Gilbert,19,1,74
C Huntley,8,0,42
R Neal,15,0,41
M Dunner,8,1,12
J Hall,1,0,2
A Wadley,24,0,116
J Butler,10,0,47
I Smith Marsette,1,0,4
N Fant,1,0,-4
N Stanley,4,0,-23
M Hall,9,0,30
K Overstreet,7,0,24
A Cox,1,0,9
N Evans,3,0,5
A Conway,1,0,3
J Allen,8,0,-10
D Montgomery,14,2,82
M Warren,12,0,33
S Croney Jr,3,0,9
J Lang,3,0,7
J Park,1,0,3
J Lanning,1,0,1
T Allen,12,0,87
J Browning,4,0,27
C Jegen,2,0,9
E Dunne,4,0,-4
D Williams,10,1,41
T Martin,5,0,17
D Thompson,2,0,15
R Randall,3,0,10
K Herbert,1,0,4
S Sims Jr,1,0,-3
P Bender,3,0,-11
M Terry,23,0,87
J Hosket,4,0,14
L Larson,1,0,5
C Sanders,3,0,4
S Thompson,3,0,49
J Ertz,7,0,35
D Warmack,4,1,33
A Barnes,9,1,29
B Pringle,1,0,15
M McCoy,4,0,14
T Burns,3,0,11
C Blackman,24,0,114
B Cox,3,1,41
K Crossley,12,0,31
K Ledet,4,0,21
L Wells,2,0,16
C Battle,1,0,1
H Hildebrand,9,0,-1
T Ragas,4,1,61
E Mitchell,11,1,56
J Davis,8,0,48
J Wright,7,1,27
J Bradley,1,0,11
D Ray,2,1,2
E Bethea,23,2,187
J Maracalin,7,1,76
D Johnson,8,0,39
L Nunez,11,0,23
D Durall,4,0,15
B Schwebel,1,0,3
J Craft,16,2,86
J Smith,10,0,72
B Scott,9,0,55
J Dancy,2,1,8
C Jones,16,1,60
J West,5,0,34
T Campbell,2,0,17
J Almond,6,0,11
M Chapman,1,0,10
S Anderson,1,0,4
C Holgorsen,2,0,-3
B Lewerke,8,0,69
M London,10,1,54
G Holmes,9,0,40
L Scott,15,0,39
D Stewart Jr,3,0,28
A Clair,4,0,22
M Domer,4,0,21
J Cleveland,8,0,16
T Stephens Jr,1,0,9
D Wilson,6,0,9
J Morgan,1,0,-10
M Walton,16,2,148
T Homer,11,0,108
M Rosier,4,0,41
T Gray,3,0,25
T Isme,7,0,47
M Jones,12,1,43
K Mitchell,2,0,18
L Brihm Jr,5,0,15
F Brown,1,0,-1
J Thompkins,3,0,-1
T Isaac,11,0,114
C Evans,22,0,78
K Higdon,7,1,28
K Hill,2,0,5
E McDoom,1,0,4
J OKorn,2,0,-5
W Speight,4,0,-9
M Thompson,5,0,13
M Davis,1,0,8
L Perine,7,0,8
F Franks,5,0,7
T Cleveland,1,0,4
M Zaire,8,0,-29
D Pennamon,7,1,34
E Swinney,6,0,29
J Wilkins,8,0,29
S Patterson,6,0,6
D Buford,2,0,4
T Minter,12,0,83
X Johnson,11,0,33
D Foster,2,0,25
C Garvin,9,2,18
D Moore,2,0,12
D Crockett,18,2,202
I Witter,8,0,41
L Rountree III,11,1,41
D Mason,1,0,19
J Lowary,1,0,0
D Lock,1,0,-6
C Crowder,11,2,124
M Mason,8,0,23
J Randall,4,0,14
N Masoner,4,1,9
J Esters,1,0,3
M Earl,1,0,2
L Thomas,1,0,1
D Holliman,3,0,-8
P Huslig,5,1,-18
T Rodriguez,18,0,54
A Anderson,3,0,11
K Davis,2,0,5
K Vedvik,1,0,-3
C Litton,1,0,-8
A Smith,13,0,59
K Young,9,0,37
G Ragland,15,1,29
M Thomas,4,0,4
L Ross,1,0,2
A Williams,16,1,83
K Hill,9,0,62
N Fitzgerald,7,1,41
N Gibson,6,0,41
K Thompson,6,0,36
A Murphy,2,0,9
B Braswell III,1,0,4
D Lee,2,1,4
D Thomas,1,0,1
R Harris,7,0,18
R Mitchell,3,0,11
T Wilson,3,0,9
A Allen,2,0,8
G Wall,1,0,7
C Hamilton,9,0,4
L Johnson,4,0,3
E Henry,1,0,1
N Shuler,3,0,-1
S Bucenell,5,0,-17
M Gordon,7,0,31
S Tucker,2,0,21
T Lee,5,0,18
R James,2,0,14
B Stockstill,10,0,-10
R Webb,24,1,49
K Blasingame,8,0,31
K Shurmur,1,0,-6
M Carter,11,2,94
C Surratt,16,1,66
J Brown,13,0,54
B Harris,5,0,5
T Watson,11,0,52
V Enwere,17,1,41
P Laird,3,0,9
R Bowers,4,0,4
N Hines,15,1,81
R Gallaspy II,13,0,27
J Samuels,1,0,9
S Louis,1,0,-6
R Finley,5,1,-22
R Dowdle,12,1,27
D Samuel,1,0,5
A Turner,1,0,2
J Bentley,5,0,1
T Bryant,31,1,192
D Pierson El,2,0,23
M Wilbon,2,1,15
S Morgan Jr,1,0,2
L McNitt,1,0,0
T Lee,1,0,-7
W Wand,12,0,69
J Jones,4,0,14
C Murray,1,0,2
J Hansen,4,0,-3
R Jordan,3,0,65
D Chestnut,4,2,64
L Jordan,7,0,52
T Owens,8,1,41
R McQuarley,10,0,22
K Moran,3,0,13
D Vigilant,4,0,3
J Miller,4,0,26
T James,4,0,19
D Brown,5,0,-1
D Sealey,7,0,-10
J Jackson,30,0,109
J Larkin,6,0,16
J Roberts,2,0,16
C Thorson,8,2,15
J Moten IV,3,0,1
J Kincaide,15,0,86
K Moore,5,0,40
T Gangi,4,0,16
M Mannix,1,0,1
G Dahn,1,0,-1
J Adams,19,2,161
D Williams,6,1,124
B Wimbush,12,1,106
T Jones Jr,6,1,19
C Smith,1,0,12
R Armstead,19,0,67
J Gardner,6,0,19
D Hood,6,0,14
N Sharga,2,0,6
L Marchi,4,0,-21
J Wilson,12,3,176
N Smith,18,1,101
E Johnson,13,0,98
Q Shanbour,3,0,31
A Tucker,4,1,29
C Hosley,4,0,2
M Fine,5,0,1
K King,11,0,37
D Colbert Jr,10,0,14
M Wanza,6,0,13
A Allen,4,0,12
K Banks,1,0,10
J White,1,0,0
A Ouellette,12,0,63
N Rourke,6,3,50
D Brown,10,1,49
D Wears,5,1,36
D Burroughs,7,0,28
J Ross,11,2,27
Q Maxwell,2,0,-5
C Powell,4,0,40
S McKenzie,13,0,31
B Greene,1,0,2
Y Johnson,8,0,-1
D Williams,5,0,-4
A Adams,7,0,53
M Sutton,9,1,52
T Sermon,7,0,51
R Anderson,4,1,14
K Murray,3,0,8
D Flowers,2,1,5
N Bissoon,3,0,4
J Uhles,1,1,1
B Mayfield,2,0,-8
W Dawn,7,1,56
K Dove,5,0,17
R Awatt,2,0,8
K Johnson,1,0,1
J Fields,4,0,0
R Metz,2,0,-9
R Lawry,5,1,44
G Jackson,2,1,29
J Cox,14,0,22
B LaRussa,1,0,12
B Simmons,4,1,9
I Harper,1,0,5
J Hoy,2,0,-20
K Mofor,21,1,99
K Rodgers Jr,7,0,26
N Sussman,4,1,14
W Brunson,8,0,-22
R Freeman,23,4,150
K Benoit,7,3,107
T Brooks James,9,0,32
D McNeal,2,0,17
J Herbert,4,0,12
C Nelson,3,1,11
T Alie,3,1,10
M Lovette,1,0,9
J Felila,20,1,60
J Green Jr,5,0,32
P Tyler,10,1,17
T Beasley,1,0,2
A Zwahlen,2,0,-12
R Nall,16,1,59
A Pierce,4,0,32
D Garretson,6,1,29
T Johnson,3,1,19
T Tyner,2,0,10
J Luton,1,0,5
Z Summers,18,0,106
J Eason,11,2,95
J Talley,9,0,54
J Kraght,8,1,50
C Smith,3,0,9
A Williams,3,0,-1
H Cowden,1,0,-12
Q Ollison,22,2,91
Q Henderson,9,0,77
D Hall,13,0,52
A Davis,4,1,8
M Browne,5,0,-20
T McCaster,19,1,73
C Turner,3,0,32
A Bailey,1,0,9
N Mays,1,0,2
S Kuhn,1,0,2
H Wells,1,0,-11
S Barkley,14,2,172
T McSorley,12,1,48
M Sanders,1,0,16
T Stevens,4,1,16
A Robinson,2,0,-3
K Nelson,9,0,39
W Ball,13,0,27
M Morgan,3,0,13
A Williams,1,0,7
D Sands,1,0,1
V Edwards Jr,5,0,-2
T Woodson,2,0,-12
T Fuller,8,0,29
D Knox,4,0,25
D Blough,5,0,6
J Anthrop,1,0,4
B Lankford Johnson,1,0,-1
R Worship,1,0,-4
E Sindelar,1,0,-8
L Jackson,21,0,107
R Bonnafon,6,1,33
J Smith,5,0,8
R Penny,21,2,197
J Washington,14,1,66
C Woolsey,3,0,20
T Wormhoudt,6,0,11
C Jasmin,4,0,2
R Agnew,1,0,-2
F Trevillion,1,0,-3
C Chapman,2,0,-15
N Modise,10,0,44
A Moore,2,0,15
M Layton,2,0,6
J Maier,4,0,2
L Montgomery,1,0,1
J Williams,5,0,-2
C Spencer,3,0,-9
Q Flowers,18,0,67
D Tice,16,2,57
D Johnson,13,0,15
D Antoine,1,0,15
S Bedell,10,1,71
D Liotine,9,0,19
J Gowins,5,0,10
S Alston Jr,1,0,4
J Carbone,11,0,-12
Z Zigler,12,1,121
D Packer,10,0,60
M Roberson,13,0,43
B Monroe,7,0,36
J Williams Sheppard,2,0,9
S Allen,1,0,6
J Love,3,0,3
M Aaron,2,0,-3
J Mohamed,22,0,97
K Jenkins,17,1,44
J Protheroe,9,0,25
K Lewis,9,0,24
C Dunu,1,0,6
M Davis,2,0,0
R McNab,1,0,0
I Smith,16,0,37
K Howard,10,0,18
T Daniels,3,0,3
J Adams,1,0,2
B Bourgeois,1,0,-1
K Griggs,7,0,-4
B Snell Jr,20,0,67
S King,8,0,12
S Johnson,5,1,10
B West,6,0,86
K Freemon,14,1,63
X Jones,10,0,39
D Gillins,6,2,34
K Medlock,6,0,16
R Peavey,2,0,6
M Johnson,2,0,2
K Amous,10,1,38
J Shaw,10,0,36
J McGowen,5,0,13
J Day,1,0,2
F Sawyer,1,0,-6
J Blumrick,8,0,-8
D Anderson,13,0,67
S Robinson,3,0,43
K Turpin,1,1,39
S Olonilua,7,0,30
K Snell,4,0,27
G Muehlstein,3,0,25
K Hill,1,0,8
S Nixon,2,0,5
S Boyd,2,0,-2
J Johnson,13,0,41
Q Brown,4,0,14
T Kennedy III,3,0,13
P Wheelock,2,0,3
K Harper,1,0,3
T Williams,2,0,2
J Williams,4,0,0
J Brown,1,0,-2
J Hayes,1,0,-4
B Lyles,9,0,-44
C Warren III,6,0,31
S Buechele,15,1,21
L Humphrey,1,0,21
K Porter,8,0,21
J Heard,1,0,4
T Johnson,12,1,132
T Pigrome,11,1,64
L Harrison,11,0,45
J Funk,2,1,15
K Hill,5,1,14
J Banks,16,1,69
T Encalade,1,1,58
D Bradwell,6,1,58
S Huderson,7,0,36
D Hilliard,11,0,36
S Badie,6,0,21
J Brantley,3,0,15
J Bertrand,1,0,3
M Carter,5,2,68
D Kincade,8,0,7
G Hickbottom,3,0,3
D Flowers,4,0,0
D Fusilier,1,0,0
J Jones,1,0,-1
A Smith,7,1,71
D Williams,13,1,43
R Brown,11,0,32
A Taylor,8,0,19
W Jones III,1,0,5
T Peters Jr,12,1,51
J Brown,7,0,26
L Dickens,5,0,18
M Ajdin,3,0,4
E Fry,1,0,0
I Hall,1,0,-1
B Zappe,9,0,-38
D Nisby,6,0,57
J Stockton,8,2,47
D Felton,6,0,30
M Reed,7,0,25
T King,4,1,17
M Carter,1,0,9
J Duffey,4,0,6
C Woodward,1,0,5
D Willies,1,0,0
N Shimonek,2,0,-19
S McPherson,13,0,57
A Custer Jr,12,0,26
G Gubrud,5,0,10
N Sblendorio,2,0,6
E Barriere,2,0,-3
C Stephens,15,0,76
J Noble III,13,0,74
S Brown,7,1,42
A Erdely,14,1,27
L Stanley,5,0,26
T Johnston III,3,0,13
D Lee,1,0,1
J Burke,10,0,33
T Walters,8,0,20
J Bentley,4,0,8
O Miles,4,0,8
D May,5,0,-9
A Glass,2,0,-15
L Thomas,21,2,151
C Williams,12,1,93
A Rogers,9,0,82
X Campbell,4,0,18
C Newton,21,2,190
A Philyaw,20,2,71
D Wortham,14,0,31
J Scott,1,0,9
D Johnson,3,0,4
J Collins,1,0,2
J Ezzard,1,0,2
R Jones,18,3,159
S Carr,7,2,69
V Malepeai,2,0,14
A Ware,1,0,3
S Darnold,5,1,-6
V Jones Jr,1,0,-7
L Bellamy,9,0,102
J Bogan,15,1,77
J Franklin,12,0,40
J Wassink,7,1,32
D Tucker,5,0,12
J Ellis,20,1,80
D Hamm,7,0,35
C Sharp,1,0,-4
K Benkert,3,0,-17
T McKee,15,1,89
N Giles,11,0,54
J Anderson,7,0,18
B Britt,6,0,11
D Dedmon,1,0,0
B Battle,1,0,-4
J Morrow,10,1,89
J Williams,9,0,45
G Wicks,3,0,23
L Falk,3,0,-7
C Murray,17,0,55
T Andersen,9,0,33
E Vander,4,0,23
K Kassis,1,0,5
L Jones,1,0,-1
M Trigg,16,1,61
D Ferby,19,2,57
M White,5,0,-18
L Scott,8,0,25
J Lewis,5,0,16
T Boyle,2,0,8
D McCleskey Jr,2,0,7
A Booth,2,0,6
A Scott,1,0,-8
S Jamabo,7,1,46
B Olorunfunmi,10,0,31
J Lasley,1,0,5
J Starks,1,1,2
J Rosen,5,0,-14
T Williams,22,2,203
K Ford,18,3,114
K Mond,15,0,54
K Bussey,4,0,19
C Kirk,2,0,-1
N Starkel,2,0,-7
J Jackson,11,1,101
D McClease,8,1,51
S Peoples,13,0,39
T McMillian,9,1,34
S Savoy,3,0,6
J Clark,1,0,3
J Crawford,13,0,106
W Grier,11,0,52
K McKoy,8,0,50
M Pettaway,2,0,19
T Bush,1,0,-6
T Marshall,44,5,249
K Benson,26,1,124
N Cottrell,6,0,79
J Green,1,0,36
Q Searcy,6,0,34
Q Weimerskirch,2,0,10
M Jordan,1,0,3
J Kelly,19,4,128
Q Dormady,2,0,13
T Chandler,1,0,7
E Allen,19,1,103
K Myers,8,2,85
L Hunt,10,0,51
J Hervey,6,0,13
J Love,3,0,8
B Roberts,1,0,0
D Nelson,1,0,-3
T Flanagan,25,1,106
K Yancy,5,0,16
T Gueller,6,0,1
A Gardner,20,1,102
S Phillips,7,0,36
N Maxwell,4,0,11
M Alexander,1,0,-3
A McGough,8,1,-9
L Footman,12,0,56
D Turner,9,0,34
N Veals,1,0,0
M Warford,2,0,-4
T Fuller,16,1,142
B Lankford Johnson,9,0,62
J Sparks,4,0,24
R Worship,3,0,16
D Knox,6,0,14
T Wright,1,0,9
D Blough,3,0,0
J Ross,9,1,55
A Ouellette,11,1,38
N Rourke,9,0,36
D Brown,7,0,25
M Farkas,1,0,16
Q Maxwell,1,0,3
X Johnson,5,0,36
D Moore,2,0,12
T Minter,7,0,10
D Foster,2,0,2
D Davis,8,0,-8
C Garvin,2,0,-9
J King,8,0,64
L Brown,10,0,38
K Wudtee,3,0,29
J Hill,11,0,27
M Rudolph,4,1,18
W Ball,20,3,146
V Edwards Jr,9,1,47
D Sands,7,1,38
T Woodson,2,0,16
M Morgan,4,0,10
C Turfe,1,0,6
K Nelson,1,0,4
C Jordan,7,0,30
B Duncan,11,0,17
K Williams,13,0,8
T Ralph,1,0,-5
L Patterson,2,0,-9
J Hurts,10,2,154
N Harris,13,0,70
B Scarbrough,6,0,36
D Harris,6,1,32
C Ridley,1,0,13
T Tagovailoa,3,0,0
R Rivers,9,0,29
M McMaryion,1,0,15
J Hokit,4,0,12
D Scott,2,0,10
C Virgil,3,0,3
J Mims,2,0,2
T Upshaw,10,1,86
J Moore,9,1,57
M Williams Jr,9,0,52
D Harper,3,0,28
Z Thomas,5,0,19
D Smith,6,0,15
T Lamb,3,0,9
M Williams,1,0,6
J Huesman,1,0,2
U Oliver,11,0,39
R Saxton,5,0,19
J McCloud,2,0,14
J Kicklighter,1,0,11
T Bell,7,0,6
O James,1,0,2
