deflections, interceptions, name, sacks, tackles
0,0,B Alexander,0.000,4
0,0,C Randle,0.000,3
0,0,T Loffler,0.000,3
0,0,C Roh,0.000,2
0,0,D Jones,0.000,2
0,0,S Gauthier,0.000,2
0,0,J Thomas,0.000,1
0,0,N Demski,0.000,1
0,0,A Bighill,0.000,8
0,0,A Gaitor,0.000,7
0,0,J Santos Knox,1.000,6
0,0,C Fenner,0.000,6
0,1,K Fogg,0.000,5
0,0,D Nevis,0.000,4
0,0,T Corney,0.000,1
0,0,C Johnson,0.000,1
0,0,J Jeffcoat,0.000,1
0,0,M Miller,0.000,1
0,0,T Miles,0.000,1
0,0,D Wolitarsky,0.000,1
0,0,T Okpalaugo,0.000,1
0,0,M Moore,1.000,2
0,0,M Hunter,0.000,3
0,0,J Beaulieu,0.000,2
0,0,A Konar,1.000,2
0,0,J Hoover,0.000,2
0,0,N Taylor,0.000,2
0,0,J Ceresna,0.000,1
0,0,N Adjei,0.000,2
0,0,M McKnight,0.000,6
0,0,A Bazzie,0.000,4
0,0,A Sewell,0.000,5
0,0,C Edwards,0.000,4
0,0,C Mulumba Tshimanga,0.000,4
0,1,N King,0.000,3
0,1,J Sherritt,0.000,3
0,0,B Smith,0.000,1
0,0,K Jones,0.000,1
0,0,E Striker,0.000,2
0,0,M Brouillette,0.000,2
0,0,S Hurl,0.000,2
0,0,W Jefferson,0.000,1
0,0,C Hughes,3.000,4
0,0,J Johnson,0.000,3
0,0,E Gainey,0.000,3
0,0,C Butler,0.000,3
0,0,J Williams Lambert,0.000,0
0,0,C Geter,0.000,0
0,0,C Judge,0.000,0
0,1,N Marshall,0.000,0
0,0,M Edem,0.000,1
0,0,E Steele,0.000,1
0,0,C Holley,0.000,1
0,0,D Radford,0.000,0
0,0,S Eguavoen,0.000,5
0,0,D Moncrief,0.000,8
0,0,A Jordan,0.000,5
0,0,R Yell,0.000,3
0,0,C Vaughn,0.000,2
0,0,J Tuggle,0.000,3
0,0,M Ball,0.000,3
0,0,S Lemon,1.000,4
0,0,A Darby,0.000,4
0,0,C Laing,1.000,5
0,0,T Heath,0.000,5
0,0,R Woodson,0.000,1
0,0,K Bishop,0.000,1
0,0,J Wilder Jr,0.000,1
0,0,L Gaydosh,0.000,1
0,0,M Black,0.000,2
0,0,J Gabriel,0.000,2
0,0,F Beltre,0.000,2
0,0,T Plummer,0.000,2
0,0,J Reinhart,0.000,0
0,0,A Charette,0.000,0
0,0,L Noel,0.000,0
0,0,D Cross,0.000,0
0,0,J Herdman,0.000,0
0,0,N Onyeka,0.000,0
0,0,A Berger,0.000,0
0,0,M Harris,0.000,0
0,0,E Davis,0.000,8
0,0,D Wiggan,0.000,1
0,0,T Roberson,0.000,3
0,0,E Mrabure,0.000,1
0,0,A Thibault,0.000,0
0,1,B Smith,1.000,4
0,0,J Wall,1.000,2
0,0,J Thurman,0.000,2
0,0,A Milanovic Litre,0.000,0
0,0,P Levels,0.000,5
0,0,A Singleton,0.000,8
0,0,C Power,0.000,0
0,0,T Adeleke,1.000,3
0,0,R Begelton,0.000,1
0,0,R Jones,0.000,0
0,0,C Law,0.000,1
0,0,N Whitlock,0.000,0
0,0,J Howsare,1.000,1
0,0,A Tracy,0.000,1
0,0,D Unamba,0.000,2
0,0,L Wacha,0.000,0
0,0,F Williams,0.000,3
0,0,K Malcolm,0.000,0
0,0,J Rolle,0.000,3
0,0,S Lawrence,0.000,6
0,0,R Leonard,0.000,4
0,0,L Dean,0.000,5
0,0,T Laurent,0.000,2
0,0,C Stephen,0.000,0
0,0,L Tasker,0.000,2
0,0,J Neill,0.000,2
0,0,N Shortill,0.000,0
0,0,M Daly,0.000,3
0,1,C Brooks,0.000,2
0,0,S Elimimian,0.000,7
0,0,D Coleman,0.000,7
0,0,O Foster III,1.000,5
0,0,G Knapton,1.000,4
0,0,G Peters,0.000,4
0,0,M Young,0.000,4
0,0,B Lokombo,1.000,3
0,0,D Davis,0.000,3
0,0,T Lee III,0.000,3
0,0,W Rose,0.000,2
0,0,O Willis,1.000,2
0,0,F Chagnon,0.000,2
0,0,J Luke,1.000,2
0,0,M Barnett,0.000,1
0,0,N Hamlin,0.000,1
0,0,J Westerman,0.000,1
0,0,S Adekolu,0.000,1
0,0,A Sarao,0.000,1
0,0,F Foote,1.000,1
0,0,V McMillan,0.000,1
0,0,B Calver,0.000,1
0,0,E Lewis,0.000,1
0,0,H Muamba,0.000,5
0,0,D Ellis,0.000,5
0,0,C Ackie,0.000,6
0,0,J Robinson,0.000,6
0,0,W Baron,0.000,2
0,0,T Glass,0.000,3
0,0,J Westerman,1.000,3
0,0,B Dozier,0.000,5
0,0,T Campbell,0.000,1
0,0,R Stone,0.000,1
0,0,J Poulin,0.000,1
0,0,N Murray,0.000,1
0,0,D Waud,0.000,1
0,0,M Klassen,0.000,1
0,0,T Sherman,0.000,1
0,0,D West,0.000,1
0,0,A Pruneau,0.000,1
0,0,N Romick,0.000,1
0,0,A Cioffi,0.000,1
0,0,J Newsome,0.000,1
0,1,J Rose,0.000,3
0,0,C Tindal,0.000,3
0,0,M Wakefield,1.000,3
0,0,A Ellis,2.000,3
0,0,A Marshall,0.000,3
0,1,R Murray,0.000,3
0,0,J Johnson,0.000,3
0,0,A Leonard,0.000,3
0,0,K Hebert,0.000,6
0,1,L Purifoy,0.000,4
0,0,K Brown,0.000,4
0,0,B Lauther,0.000,1
0,0,B Labatte,0.000,1
0,0,Z Evans,0.000,1
0,0,E Gainey,0.000,1
0,0,T Vaughn,0.000,1
0,0,M Edem,0.000,2
0,0,M Henry,0.000,5
0,0,C Geter,0.000,3
0,0,S Eguavoen,0.000,7
0,0,S Hurl,0.000,2
0,0,C Judge,0.000,4
0,0,E Steele,0.000,2
0,0,C Butler,0.000,5
0,0,T Antigha,0.000,3
0,0,J Johnson,0.000,2
0,0,S Moore,0.000,2
0,0,D Moncrief,0.000,4
0,1,D Carter,0.000,3
0,0,C Holley,0.000,1
0,0,M Brouillette,0.000,3
0,0,J Hus,0.000,1
0,0,N Taylor,1.000,4
