defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,1,0,,0,0,Peter Boulware,1.000,0,1.000,9
,,0,0,,0,0,Jamie Sharper,0.000,0,4.000,8
,,0,0,,0,0,Corey Harris,0.000,0,1.000,6
,,0,0,,0,1,Ray Lewis,0.000,0,2.000,6
,,0,0,,0,0,Michael McCrary,0.000,0,1.000,6
,,0,0,,0,1,James Trapp,0.000,0,1.000,5
,,0,0,,0,0,Chris McAlister,0.000,0,0.000,4
,,0,0,,0,0,Sam Adams,0.000,0,0.000,3
,,1,0,,0,0,Rod Woodson,0.000,0,1.000,3
,,0,0,,0,0,Tony Siragusa,0.000,0,0.000,2
,,0,0,,0,0,Rob Burnett,0.000,0,0.000,1
,,0,0,,0,0,Larry Webster,0.000,0,0.000,1
,,0,0,,0,0,Lional Dalton,0.000,0,1.000,0
,,0,0,,0,0,RW McQuarters,0.000,0,4.000,8
,,0,0,,0,0,Warrick Holdman,0.000,0,0.000,5
,,0,0,,0,0,Brian Urlacher,0.000,0,2.000,5
,,0,0,,0,0,Rosevelt Colvin,0.000,0,0.000,4
,,0,0,,0,0,Phillip Daniels,0.000,0,0.000,4
,,0,0,,0,0,Walt Harris,0.000,0,0.000,4
,,1,0,,0,0,Bryan Robinson,0.000,0,0.000,3
,,0,0,,0,0,Mike Brown,0.000,0,0.000,3
,,0,0,,0,0,Jerry Azumah,0.000,0,1.000,2
,,0,0,,0,0,Tony Parrish,0.000,0,0.000,2
,,0,0,,0,0,Keith Traylor,0.000,0,0.000,2
,,0,0,,0,0,Ted Washington,0.000,0,2.000,2
,,0,0,,0,0,Michael Green,0.000,0,0.000,1
,,1,0,,0,0,Robert Newkirk,0.000,0,0.000,1
,,0,0,,0,0,Karon Riley,0.000,0,0.000,1
,,0,0,,0,0,Antoine Winfield,0.000,0,1.000,6
,,0,0,,0,0,Kenyatta Wright,0.000,0,2.000,5
