average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
20.000,,0,3,31,Percy Harvin
20.000,,0,2,21,DuJuan Harris
24.000,,0,2,28,Micah Hyde
21.000,,0,1,21,Senorise Perry
29.000,,0,1,29,CJ Spiller
11.000,,0,1,11,Frank Summers
26.000,,0,2,27,Solomon Patton
28.000,,0,2,32,Knile Davis
0.000,,0,1,0,Cyrus Gray
22.000,,0,1,22,Leon Washington
29.000,,0,2,30,Dwayne Harris
28.000,,0,2,29,Jarvis Landry
19.000,,0,1,19,Damian Williams
25.000,,0,2,30,Patrick Chung
27.000,,0,1,27,Devin McCourty
24.000,,0,1,24,Nolan Carroll
18.000,,0,2,18,Jordan Todman
21.000,,0,1,21,Devin Hester
34.000,,0,1,34,Travaris Cadet
32.000,,0,2,44,Saalim Hakim
22.000,,0,3,38,Latavius Murray
26.000,,0,1,26,Chris Givens
24.000,,0,2,29,Cordarrelle Patterson
27.000,,0,4,47,Jacoby Jones
14.000,,0,2,17,Dri Archer
21.000,,0,4,28,Travis Benjamin
28.000,,0,1,28,Dennis Johnson
28.000,,0,2,28,Andre Roberts
16.000,,0,3,21,Ted Ginn
14.000,,0,1,14,Quintin Demps
11.000,,0,1,11,Markus Wheaton
29.000,,0,1,29,Brandon Tate
29.000,,0,4,36,Devin Hester
61.000,,1,2,102,CJ Spiller
14.000,,0,1,14,Anthony Dixon
19.000,,0,3,21,Jarvis Landry
54.000,,0,1,54,Andre Caldwell
37.000,,0,1,37,Frankie Hammond
5.000,,0,1,5,Jim Leonhard
32.000,,0,1,32,Marlon Moore
17.000,,0,2,19,Travaris Cadet
28.000,,0,1,28,Khiry Robinson
23.000,,0,3,25,Solomon Patton
45.000,,0,1,45,Chris Owusu
11.000,,0,2,14,Chris Givens
0.000,,0,1,0,Darryl Johnson
22.000,,0,3,30,Percy Harvin
8.000,,0,2,13,Luke Willson
9.000,,0,1,9,Doug Baldwin
28.000,,0,1,28,Bruce Ellington
10.000,,0,1,10,Aaron Lynch
19.000,,0,1,19,Bruce Miller
