defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Roman Phifer,0.000,0,6.000,8
,,1,0,,0,0,Eugene Wilson,0.000,0,1.000,7
,,1,0,,0,0,Ty Warren,0.000,0,1.000,6
,,0,0,,0,1,Tedy Bruschi,0.000,0,7.000,5
,,0,0,,0,0,Willie McGinest,1.000,0,2.000,4
,,0,0,,0,0,Rodney Harrison,0.000,0,4.000,3
,,0,0,,0,0,Ted Johnson,0.000,0,2.000,3
,,0,0,,0,0,Tyrone Poole,0.000,0,0.000,3
,,0,0,,0,0,Asante Samuel,0.000,0,0.000,3
,,0,0,,0,0,Keith Traylor,0.000,0,0.000,3
,,0,0,,0,0,Mike Vrabel,0.000,0,1.000,3
,,0,0,,0,0,Richard Seymour,0.000,0,2.000,2
,,0,0,,0,0,Vince Wilfork,0.000,0,2.000,2
,,0,0,,0,0,Rosevelt Colvin,0.000,0,3.000,1
,,0,0,,0,0,Ty Law,0.000,0,0.000,1
,,0,0,,0,0,Donald Strickland,0.000,0,1.000,7
,,0,0,,0,0,Anthony Floyd,0.000,0,3.000,4
,,0,0,,0,1,Nick Harper,0.000,0,1.000,4
,,0,0,,0,0,Rob Morris,0.000,0,0.000,4
,,0,0,,0,0,David Thornton,0.000,0,1.000,4
,,0,0,,0,0,Jim Nelson,0.000,0,0.000,3
,,1,0,,0,0,Raheem Brock,1.000,0,1.000,2
,,0,0,,0,0,Jason David,0.000,0,0.000,2
,,0,0,,0,0,Dwight Freeney,1.000,0,0.000,2
,,0,0,,0,0,Cato June,0.000,0,2.000,2
,,0,0,,0,0,Montae Reagor,0.000,0,1.000,2
,,0,0,,0,0,Idrees Bashir,0.000,0,2.000,1
,,0,0,,0,0,Mike Doss,0.000,0,1.000,1
,,0,0,,0,0,Larry Tripplett,0.000,0,1.000,1
,,0,0,,0,0,Josh Williams,0.000,0,0.000,1
,,0,0,,0,0,Brad Scioli,0.000,0,1.000,0
,,0,0,,0,0,Zach Thomas,0.000,0,3.000,10
,,1,0,,0,0,Larry Chester,0.000,0,0.000,6
,,1,0,,0,0,Antuan Edwards,0.000,0,0.000,5
,,0,0,,0,0,Junior Seau,1.000,0,1.000,5
,,0,0,,0,0,Sammy Knight,0.000,0,0.000,3
,,1,0,,0,0,Jay Williams,1.000,0,0.000,3
,,1,0,,0,0,Sam Madison,0.000,0,0.000,2
,,0,0,,0,0,Patrick Surtain,0.000,0,0.000,2
,,0,0,,0,0,David Bowens,0.000,0,0.000,1
,,0,0,,0,0,Morlon Greenwood,0.000,0,2.000,1
,,0,0,,0,0,Will Poole,0.000,0,0.000,1
,,0,0,,0,0,Bryan Robinson,0.000,0,0.000,1
,,0,0,,0,0,Jason Taylor,0.000,0,0.000,1
,,0,0,,0,0,Jeff Zgonina,0.000,0,2.000,1
,,0,0,,0,0,Keith Bulluck,0.000,0,3.000,6
,,0,0,,0,0,Andre Woolfolk,0.000,0,0.000,5
,,0,0,,0,0,Rich Gardner,0.000,0,0.000,4
,,0,0,,0,0,Lance Schulters,0.000,0,0.000,4
,,0,0,,0,0,Tank Williams,0.000,0,1.000,4
,,0,0,,0,0,Rien Long,1.000,0,0.000,3
,,0,0,,0,0,Rocky Calmus,0.000,0,0.000,2
,,0,0,,0,1,Andre Dyson,0.000,0,0.000,2
,,0,0,,0,0,Carlos Hall,0.000,0,1.000,2
,,0,0,,0,0,Albert Haynesworth,0.000,0,1.000,2
,,0,0,,0,0,Rocky Boiman,0.000,0,1.000,1
,,0,0,,0,0,Scott McGarrahan,0.000,0,0.000,1
,,1,0,,0,0,Antwan Odom,1.000,0,0.000,1
,,0,0,,0,1,Samari Rolle,0.000,0,0.000,1
,,0,0,,0,0,Randy Starks,1.000,0,0.000,1
,,0,0,,0,0,J Thomas,0.000,0,0.000,1
,,0,0,,1,1,Lamont Thompson,0.000,0,1.000,1
,,0,0,,0,0,Troy Vincent,0.000,0,0.000,8
,,0,0,,0,0,Jeff Posey,0.000,0,1.000,5
