longest rush, name, rushes, rushing touchdowns, rushing yards
4,L Green,2,0,5
9,J Payton,16,1,78
15,A Calvillo,6,0,36
5,A Cobourne,3,0,10
3,J Piercy,1,0,3
1,A Davis,1,0,1
16,J Avery,8,0,40
16,I Butler,2,0,22
5,D Allen,2,0,7
15,J Smith,9,0,55
2,J Jackson,2,0,3
22,W Cates,17,0,103
14,C Szarka,4,0,31
9,K Joseph,3,1,12
2,H Childs,1,0,2
75,J Lumsden,12,2,211
11,J Maas,6,0,34
10,C Holmes,3,0,17
3,J Davis,1,0,3
18,C Roberts,16,0,95
14,F Reid,2,0,25
2,K Glenn,2,0,4
32,T Ebell,8,0,59
38,R McClendon,4,0,48
2,R Ray,1,0,2
2,S LeFors,2,0,1
46,J Reynolds,9,1,73
39,H Burris,6,0,70
35,J Payton,20,1,160
8,A Calvillo,2,0,13
4,J Piercy,1,0,4
2,M Brady,3,1,4
1,A Davis,1,0,1
17,H Burris,6,1,35
11,J Reynolds,4,0,20
5,G Commissiong,4,0,12
18,D Dorsey,14,0,67
9,I Butler,6,0,29
14,W Cates,18,1,98
12,K Joseph,7,1,38
7,C Szarka,3,0,13
27,J Smith,16,1,74
12,B Pierce,2,0,21
1,J Jackson,1,0,1
42,C Roberts,17,0,105
5,K Glenn,3,0,9
15,R Ray,5,0,26
5,R McClendon,6,0,8
2,S Jyles,2,0,3
20,J Maas,6,0,47
15,J Lumsden,8,1,38
8,B Ralph,2,0,16
2,C Holmes,1,0,2
20,J Reynolds,18,0,87
12,H Burris,11,3,50
3,G Commissiong,1,0,3
18,J Smith,16,2,94
17,B Pierce,2,0,26
1,J Jackson,1,0,1
31,K Joseph,10,1,72
14,W Cates,16,0,71
2,C Szarka,3,1,1
7,R McClendon,7,0,25
5,R Ray,1,0,5
1,S Jyles,4,2,2
19,C Roberts,25,1,108
2,K Glenn,2,0,4
9,R Edwards,9,0,33
26,M Fletcher,1,0,26
7,I Butler,1,0,7
3,D Dorsey,2,0,5
23,J Smith,20,2,161
13,I Smart,10,2,63
15,J Jackson,5,0,43
8,A Sadeghian,1,0,8
7,J Payton,8,0,29
10,D Diedrick,3,0,22
17,M Brady,2,0,19
2,J Piercy,1,0,2
27,K Joseph,9,1,74
35,W Cates,8,0,58
2,C Szarka,1,0,2
13,C Roberts,16,0,83
8,K Glenn,3,0,12
9,A Davis,10,0,43
6,J Radlein,3,0,14
8,T Caulley,1,0,8
3,J Maas,2,0,6
3,B Ralph,1,0,3
3,R Williams,1,0,3
1,T Chang,1,0,1
21,R Edwards,13,0,77
10,M Bishop,5,0,27
2,D Dorsey,2,0,4
15,J Reynolds,15,0,68
21,H Burris,7,0,59
12,J Cornish,1,0,12
21,T Ebell,10,1,45
12,R Ray,6,0,40
2,C McCarty,2,0,1
9,T Ebell,7,0,35
8,R Ray,5,0,24
20,J Reynolds,16,0,100
18,H Burris,6,0,62
5,G Commissiong,1,0,5
7,R Edwards,13,1,35
20,M Bishop,2,0,31
13,A Davis,16,0,80
20,T Caulley,11,0,65
8,R Williams,4,0,14
4,J Radlein,2,0,8
2,T Chang,1,0,2
21,J Payton,21,3,119
11,M Brady,5,0,26
9,J White,5,0,10
4,K Watkins,1,0,4
15,J Smith,16,0,78
13,J Jackson,5,0,27
13,L Green,1,0,13
3,I Smart,2,0,4
22,C Roberts,22,3,98
14,K Glenn,5,0,26
10,F Reid,3,0,15
9,J Stoddard,1,0,9
32,W Cates,7,1,43
9,K Joseph,1,0,9
29,T Ebell,11,0,75
9,R Ray,4,0,14
11,C McCarty,2,0,8
14,J Payton,13,2,56
17,M Brady,2,0,28
10,A Davis,1,0,10
1,D Diedrick,1,0,1
0,J Maas,1,0,0
27,J Reynolds,23,0,154
14,H Burris,9,0,55
18,J Cornish,1,0,18
1,G Commissiong,1,0,1
49,W Cates,10,1,94
11,K Joseph,1,1,11
7,M Crandell,1,0,7
0,C Szarka,1,0,0
11,T Caulley,6,0,36
13,C Printers,3,0,15
4,A Davis,5,0,9
16,C Roberts,18,0,65
10,R Dinwiddie,1,0,10
3,F Reid,3,0,7
1,K Glenn,1,0,1
13,J Smith,20,2,99
9,J Jackson,3,0,12
4,A Sadeghian,2,0,6
4,I Smart,4,0,3
7,R Edwards,11,0,38
19,F Murphy,2,1,20
5,M Bishop,3,0,7
7,J Broussard,1,0,7
22,C Printers,5,0,54
13,J Lumsden,12,0,40
14,R Williams,6,0,30
4,T Caulley,2,0,2
16,H Burris,10,0,65
26,J Reynolds,9,0,53
13,B Ralph,1,0,13
2,G Commissiong,2,0,2
5,W Cates,11,0,24
10,K Joseph,5,2,16
16,J Smith,18,2,93
5,J Jackson,4,0,11
6,J Payton,12,0,36
25,M Brady,4,0,35
2,J Maas,1,0,2
11,T Ebell,15,0,68
10,R Ray,4,0,18
19,R Edwards,19,0,85
9,M Bishop,4,0,15
1,D Dorsey,1,0,1
4,C Roberts,6,1,7
3,K Glenn,2,0,5
11,T Ebell,14,0,69
26,R Ray,5,0,39
8,S LeFors,5,0,20
3,C McCarty,2,0,4
19,R Edwards,17,0,112
14,M Bishop,2,0,25
18,K Joseph,7,0,73
19,W Cates,9,0,46
18,D Flick,1,0,18
6,C Szarka,2,0,11
3,C Holmes,2,1,4
8,J Payton,11,1,31
26,C Roberts,11,1,68
3,K Glenn,3,0,7
7,T Edwards,1,0,7
18,J Lumsden,12,0,76
21,T Caulley,10,0,39
9,R Williams,7,0,26
15,J Smith,16,1,109
11,J Jackson,5,0,35
18,I Smart,3,0,34
13,J Reynolds,20,0,91
16,B Nealy,7,0,50
3,A Smith,2,0,4
18,K Glenn,19,0,104
3,C Roberts,2,0,5
7,J Smith,18,1,45
15,J Jackson,3,1,28
13,R Edwards,14,0,54
12,M Bishop,3,0,17
9,D Dorsey,2,0,8
1,J Williams,2,0,1
19,T Ebell,9,0,48
8,S LeFors,7,0,40
11,S Jyles,1,0,11
19,J Payton,12,0,56
15,K Carter,5,0,36
17,A Calvillo,2,0,28
3,M Imoh,3,0,4
44,T Caulley,14,0,110
8,C Printers,5,1,18
6,J Reynolds,10,0,42
4,A Smith,1,0,4
0,R Cote,1,0,0
25,W Cates,11,0,84
19,K Joseph,11,1,83
4,C Holmes,2,1,7
3,C Szarka,1,0,3
57,R Edwards,15,1,115
8,M Bishop,2,0,12
11,F Murphy,2,0,11
10,J Payton,9,0,41
13,K Carter,5,0,29
6,A Cobourne,2,0,12
3,J Maas,1,0,3
1,M Brady,1,0,1
20,T Ebell,14,0,64
13,S LeFors,8,1,60
12,D Anderson,5,0,30
9,J Smith,13,1,40
17,J Jackson,3,0,18
3,I Smart,1,1,3
22,T Caulley,19,1,92
20,R Williams,2,0,34
9,B Ralph,1,0,9
3,A Davis,1,0,3
1,C Printers,1,0,1
13,W Cates,11,0,55
14,K Joseph,3,1,32
5,C Szarka,4,0,14
16,J Reynolds,19,0,95
24,B Ralph,1,0,24
2,G Commissiong,1,0,2
1,B Sankey,1,0,1
28,C Roberts,13,1,78
8,A Franklin,1,0,8
30,C Roberts,16,1,154
12,K Glenn,6,0,30
22,F Reid,2,0,27
18,J Reynolds,12,0,57
21,B Sankey,3,0,30
0,J Payton,13,0,79
0,A Calvillo,3,0,20
0,A Cobourne,4,0,12
0,K Carter,2,0,11
0,R Edwards,12,0,47
0,M Bishop,5,0,40
0,D Dorsey,1,0,6
0,T Ebell,12,0,34
0,D Anderson,4,0,34
0,S Jyles,3,1,27
0,S LeFors,1,0,4
18,K Joseph,5,0,33
17,C Holmes,5,0,33
0,H Childs,6,0,29
6,N Hughes,3,0,14
51,A Davis,14,0,127
7,C Printers,1,0,7
3,J Piercy,1,0,3
5,A Bagwell,3,0,2
0,T Caulley,13,0,114
0,R Williams,2,0,5
0,C Printers,1,0,4
0,A Davis,1,0,2
0,J Smith,17,0,97
0,B Pierce,2,0,14
0,J Jackson,1,0,11
0,D Dickenson,1,0,1
0,D Anderson,18,0,79
0,S LeFors,6,0,31
0,C Holmes,5,0,29
0,M Crandell,6,0,28
0,H Childs,5,2,27
4,N Hughes,1,1,4
0,J Avery,15,1,70
0,M Bishop,3,0,29
0,T Davis,2,0,13
0,F Reid,13,0,57
31,J Reynolds,7,0,85
17,H Burris,1,0,17
0,G Commissiong,1,0,3
12,M Brady,7,0,54
14,A Cobourne,6,1,48
19,J Payton,7,0,30
3,K Carter,5,1,9
9,K Watkins,1,0,9
44,F Reid,17,2,139
4,K Glenn,3,0,7
8,A Cobourne,11,1,45
22,K Carter,4,0,38
13,M Brady,6,0,30
37,K Joseph,4,0,50
4,J Ranek,2,1,6
4,H Childs,3,0,5
22,J Avery,19,2,67
12,M Bishop,2,0,12
5,T Davis,4,0,11
1,I Butler,1,0,1
10,J Smith,8,0,28
14,I Smart,5,0,23
10,D Dickenson,2,0,11
33,K Simonton,18,1,114
5,D OMahony,1,0,5
2,B Sankey,2,0,3
0,B Ralph,1,0,0
28,A Davis,14,0,96
15,R Williams,9,0,54
4,K Dickerson,1,0,4
2,J Piercy,1,0,2
12,D Anderson,16,0,82
8,S LeFors,8,1,39
16,S Jyles,1,0,16
4,Q McCord,1,0,4
24,K Joseph,14,0,109
16,J Ranek,2,0,20
5,C Holmes,10,0,11
11,H Burris,5,0,22
6,J Reynolds,5,0,11
19,C Roberts,20,1,107
9,K Glenn,3,0,12
12,A Cobourne,11,0,43
13,M Brady,5,0,21
5,K Carter,4,1,12
4,J Payton,4,0,11
2,A Davis,1,0,2
10,J Avery,4,0,20
4,R Edwards,4,0,10
1,M Bishop,1,1,1
17,C Roberts,25,0,105
25,J Smith,8,1,35
2,I Smart,1,0,2
1,J Jackson,1,0,1
0,W Cates,12,0,70
0,K Joseph,5,0,43
34,K Joseph,10,0,101
15,W Cates,13,0,58
13,C Roberts,13,0,47
4,R Dinwiddie,2,0,5
