average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
24.000,,0,3,28,Dominic Rhodes
22.000,,0,5,28,David Dunn
25.000,,0,2,30,Mike Cloud
24.000,,0,1,24,Jason Belser
22.000,,0,1,22,Larry Parker
16.000,,0,2,22,Troy Edwards
28.000,,0,4,40,Troy Walters
18.000,,0,5,32,Desmond Howard
19.000,,0,5,32,Kevin Faulk
18.000,,0,1,18,Patrick Pass
30.000,,0,7,51,Ronney Jenkins
24.000,,0,2,26,Craig Yeast
28.000,,0,3,39,Chris Chambers
13.000,,0,2,19,James Williams
16.000,,0,1,16,Mack Strong
22.000,,0,6,26,Chris Cole
18.000,,0,3,23,Trung Canidate
16.000,,0,2,16,Omar Stoutmire
12.000,,0,1,12,Ron Dixon
20.000,,0,2,31,Eddie Berlin
18.000,,0,1,18,Chris Coleman
21.000,,0,1,21,Justin McCareins
27.000,,0,3,45,Dwight Smith
22.000,,0,1,22,Kareem Larrimore
10.000,,0,1,10,Reggie Swinton
17.000,,0,2,19,Michael Bates
0.000,,0,1,0,Derrius Thompson
15.000,,0,4,20,Damon Gibson
18.000,,0,2,21,Avion Black
14.000,,0,1,14,Nate Clements
30.000,,0,3,42,MarTay Jenkins
11.000,,0,1,11,Jason Belser
22.000,,0,1,22,Mike Cloud
19.000,,0,5,22,Curtis Keaton
25.000,,0,1,25,Autry Denson
31.000,,0,2,42,Benjamin Gay
11.000,,0,1,11,Jamel White
0.000,,0,0,0,OJ Santiago
20.000,,0,5,28,Jermaine Lewis
52.000,,0,2,59,Desmond Howard
6.000,,0,1,6,Terry Fair
21.000,,0,1,21,Larry Foster
40.000,,0,1,40,Brock Olivo
21.000,,0,4,26,Chris Coleman
20.000,,0,6,29,Dominic Rhodes
21.000,,0,4,25,Kevin Faulk
20.000,,0,1,20,David Patten
2.000,,0,1,2,Travis Prentice
10.000,,0,1,10,Chris Walsh
14.000,,0,1,14,Troy Walters
18.000,,0,6,27,Allen Rossum
22.000,,0,5,30,Deuce McAllister
0.000,,0,0,18,Fred McAfee
23.000,,0,3,26,Darrick Vaughn
32.000,,0,4,50,Craig Yeast
18.000,,0,1,18,Dre Bly
56.000,,1,2,88,Ronney Jenkins
30.000,,0,6,52,Chris Cole
18.000,,0,3,22,Dwight Smith
34.000,,0,1,34,Frank Murphy
19.000,,0,1,19,Troy Edwards
19.000,,0,1,19,Hank Poteat
17.000,,0,2,18,Michael Bates
13.000,,0,2,18,Steve Smith
19.000,,0,3,22,Damon Washington
21.000,,0,4,34,Brian Mitchell
20.000,,0,5,33,Mike Cloud
0.000,,0,1,0,Larry Atkins
23.000,,0,1,23,Jason Belser
36.000,,1,3,88,Dominic Rhodes
0.000,,0,1,0,Chad Cota
13.000,,0,1,13,Jim Finn
22.000,,0,4,32,Jermaine Lewis
29.000,,0,2,35,Damon Gibson
23.000,,0,4,26,Isaac Byrd
28.000,,0,3,36,Craig Yeast
21.000,,0,4,23,Leon Johnson
25.000,,0,2,28,Autry Denson
8.000,,0,1,8,Robert Newkirk
18.000,,0,5,24,Cedrick Wilson
15.000,,0,2,19,Ken Yon Rambo
22.000,,0,4,27,MarTay Jenkins
29.000,,0,3,33,Chris Cole
22.000,,0,6,42,Kevin Faulk
45.000,,0,5,91,Desmond Howard
11.000,,0,1,11,Dominic Raiola
17.000,,0,5,36,Curtis Keaton
23.000,,0,5,27,Brian Mitchell
25.000,,0,2,29,David Dunn
38.000,,0,3,72,Ronney Jenkins
11.000,,0,1,11,Terrell Fletcher
24.000,,0,5,35,Nate Clements
20.000,,0,5,27,Charlie Rogers
21.000,,0,5,47,Chris Chambers
22.000,,0,5,32,Dre Bly
20.000,,0,3,23,Trung Canidate
0.000,,0,1,0,Adam Archuleta
28.000,,0,6,46,Deuce McAllister
6.000,,0,2,13,Dwight Smith
22.000,,0,1,22,Todd Washington
17.000,,0,4,20,Nate Jacquet
20.000,,0,2,24,Don Morgan
19.000,,0,3,27,Michael Bates
22.000,,0,4,23,Ron Dixon
18.000,,0,1,18,Damon Washington
15.000,,0,2,17,Hank Poteat
18.000,,0,6,32,Derrick Mason
8.000,,0,1,8,Mike Green
17.000,,0,3,29,MarTay Jenkins
59.000,,1,2,94,Brian Mitchell
34.000,,0,4,57,Darrick Vaughn
14.000,,0,1,14,Alge Crumpler
15.000,,0,2,19,Curtis Jackson
18.000,,0,1,18,Kevin Faulk
26.000,,0,4,29,Avion Black
18.000,,0,3,20,Nate Clements
24.000,,0,2,26,Terrence Wilkins
30.000,,0,2,37,Autry Denson
17.000,,0,2,31,Leon Johnson
0.000,,0,0,0,Carl Powell
26.000,,0,2,31,Jamel White
15.000,,0,4,19,Allen Rossum
15.000,,0,2,15,Rabih Abdullah
21.000,,0,2,22,Aaron Stecker
26.000,,0,3,46,Chris Chambers
22.000,,0,5,26,Steve Smith
21.000,,0,6,31,Deuce McAllister
31.000,,0,1,31,Craig Yeast
20.000,,0,4,23,Ron Dixon
2.000,,0,1,2,Damon Washington
21.000,,0,6,34,Reggie Swinton
18.000,,0,2,28,Troy Edwards
17.000,,0,2,18,Hank Poteat
36.000,,0,2,53,Jermaine Lewis
18.000,,0,5,24,Ronney Jenkins
22.000,,0,3,28,Dante Hall
16.000,,0,4,23,Vinny Sutherland
24.000,,0,3,33,Desmond Howard
10.000,,0,1,10,Cory Schlesinger
30.000,,0,4,49,Derrick Mason
20.000,,0,4,25,Damon Gibson
25.000,,0,3,31,Michael Bates
19.000,,0,2,20,Jay Graham
22.000,,0,2,31,James Williams
0.000,,0,1,0,Christian Fauria
19.000,,0,5,26,Terry Kirby
23.000,,0,7,31,Chris Cole
21.000,,0,4,29,MarTay Jenkins
16.000,,0,2,17,Ron Dixon
25.000,,0,4,38,Darrick Vaughn
19.000,,0,4,24,Reggie Swinton
22.000,,0,3,30,Autry Denson
18.000,,0,2,19,Leon Johnson
17.000,,0,2,21,Allen Rossum
9.000,,0,1,9,Jim Flanigan
11.000,,0,1,11,William Henderson
22.000,,0,2,25,Benjamin Gay
26.000,,0,1,26,Dennis Northcutt
15.000,,0,1,15,Mike Sellers
21.000,,0,1,21,Jamel White
13.000,,0,3,29,Hank Poteat
21.000,,0,1,21,Troy Edwards
38.000,,0,2,48,Chris Cole
31.000,,0,4,74,Reggie Jones
17.000,,0,2,19,Ronney Jenkins
19.000,,0,4,26,Desmond Howard
4.000,,0,1,4,Johnnie Morton
0.000,,0,0,-4,Lamont Warren
17.000,,0,3,20,Aaron Stecker
26.000,,0,6,50,Terrence Wilkins
25.000,,0,5,39,Chris Chambers
24.000,,0,2,31,Stacey Mack
21.000,,0,4,34,Curtis Keaton
13.000,,0,1,13,Brandon Bennett
29.000,,0,1,29,Kevin Faulk
18.000,,0,1,18,Patrick Pass
26.000,,0,3,37,Nate Clements
9.000,,0,1,9,Shawn Bryson
23.000,,0,2,28,Craig Yeast
17.000,,0,4,24,Dante Hall
13.000,,0,1,13,Monty Beisel
26.000,,0,3,37,Brian Mitchell
28.000,,0,1,28,Correll Buckhalter
26.000,,0,9,41,Nate Jacquet
21.000,,0,5,30,James Williams
20.000,,0,1,20,Heath Evans
31.000,,1,7,90,Terry Kirby
18.000,,0,4,22,Vinny Sutherland
16.000,,0,1,16,Paul Smith
19.000,,0,3,23,Deuce McAllister
18.000,,0,1,18,Fred McAfee
21.000,,0,3,30,Trung Canidate
36.000,,1,7,99,Steve Smith
15.000,,0,5,22,Derrick Mason
46.000,,0,2,76,Jermaine Lewis
29.000,,0,5,40,MarTay Jenkins
19.000,,0,7,36,Larry Foster
18.000,,0,1,18,Desmond Howard
21.000,,0,4,36,Jermaine Lewis
14.000,,0,1,14,Corey Harris
33.000,,0,2,42,Benjamin Gay
35.000,,0,2,51,Quincy Morgan
21.000,,0,4,28,Nate Clements
20.000,,0,2,24,Shawn Bryson
10.000,,0,2,11,Heath Evans
10.000,,0,2,18,Charlie Rogers
22.000,,0,3,26,Isaac Byrd
8.000,,0,1,8,Brad Hoover
21.000,,0,7,29,Vinny Sutherland
23.000,,0,3,41,Curtis Keaton
19.000,,0,1,19,Brandon Bennett
13.000,,0,1,13,TJ Houshmandzadeh
62.000,,1,2,101,Derrick Mason
26.000,,0,7,35,Reggie Swinton
39.000,,0,2,61,Brian Mitchell
18.000,,0,3,24,Chris Cole
18.000,,0,2,23,Michael Bates
18.000,,0,4,23,Allen Rossum
-1.000,,0,1,-1,William Henderson
20.000,,0,3,26,Darrick Vaughn
19.000,,0,3,24,Chris Chambers
14.000,,0,1,14,Deon Dyer
20.000,,0,1,20,Craig Yeast
16.000,,0,5,19,Kevin Faulk
21.000,,0,4,29,Trung Canidate
0.000,,0,0,-1,Yo Murphy
31.000,,0,4,63,Deuce McAllister
19.000,,0,6,33,Terrence Wilkins
16.000,,0,1,16,Troy Edwards
59.000,,1,2,95,Elvis Joseph
0.000,,0,1,0,James Boyd
8.000,,0,1,8,Rob Meier
23.000,,0,4,33,Terry Kirby
41.000,,1,6,93,Ronney Jenkins
19.000,,0,1,19,Derrick Harris
28.000,,0,4,39,Frank Murphy
0.000,,0,1,0,Steve White
21.000,,0,3,24,Autry Denson
24.000,,0,1,24,Leon Johnson
21.000,,0,5,34,Nate Jacquet
14.000,,0,2,18,Ron Dixon
16.000,,0,1,16,Omar Stoutmire
20.000,,0,1,20,Damon Washington
20.000,,0,6,23,Reggie Swinton
21.000,,0,3,29,Chris Cole
4.000,,0,1,4,Detron Smith
18.000,,0,5,26,Terry Fair
26.000,,0,1,26,Larry Foster
22.000,,0,4,24,Allen Rossum
0.000,,0,1,0,Chris Akins
24.000,,0,1,24,Antonio Freeman
18.000,,0,4,27,Nate Clements
15.000,,0,3,22,Shawn Bryson
9.000,,0,3,14,Chris Chambers
16.000,,0,1,16,JJ Johnson
21.000,,0,2,22,Steve Smith
22.000,,0,2,29,Darrick Vaughn
18.000,,0,1,18,Quincy Morgan
23.000,,0,3,27,Curtis Keaton
8.000,,0,1,8,Brock Gutierrez
21.000,,0,5,28,Terrence Wilkins
33.000,,0,4,49,Vinny Sutherland
24.000,,0,3,30,Elvis Joseph
6.000,,0,1,6,Rob Meier
14.000,,0,2,15,Corey Harris
18.000,,0,2,19,Jermaine Lewis
17.000,,0,2,22,Dante Hall
26.000,,0,4,46,Charlie Rogers
17.000,,0,1,17,Jay Graham
20.000,,0,4,26,Nate Jacquet
15.000,,0,2,22,Autry Denson
33.000,,0,1,33,Leon Johnson
16.000,,0,2,28,Ben Kelly
24.000,,0,1,24,David Patten
24.000,,0,4,37,Deuce McAllister
18.000,,0,1,18,Fred McAfee
7.000,,0,1,7,Willie Whitehead
17.000,,0,3,19,Ron Dixon
17.000,,0,1,17,Emmanuel McDaniel
8.000,,0,1,8,Omar Stoutmire
23.000,,0,3,29,Terry Kirby
10.000,,0,2,16,James Thrash
20.000,,0,1,20,Brian Mitchell
21.000,,0,1,21,Michael Bates
22.000,,0,4,28,Ronney Jenkins
9.000,,0,1,9,Josh Whitman
39.000,,0,3,70,MarTay Jenkins
21.000,,0,1,21,Marcel Shipp
22.000,,0,3,26,Derrick Mason
11.000,,0,1,11,Drew Bennett
10.000,,0,1,10,Kevin Long
48.000,,0,3,81,Troy Edwards
13.000,,0,2,14,Hank Poteat
14.000,,0,5,22,Trung Canidate
22.000,,0,4,28,Frank Murphy
26.000,,0,5,59,Dante Hall
14.000,,0,1,14,Dameane Douglas
16.000,,0,1,16,Brian Mitchell
19.000,,0,1,19,James Thrash
29.000,,0,4,38,Darrick Vaughn
8.000,,0,1,8,Alge Crumpler
1.000,,0,1,1,Roberto Garza
15.000,,0,2,16,Trung Canidate
30.000,,0,4,64,Jermaine Lewis
27.000,,0,2,34,Corey Harris
21.000,,0,8,32,Terrence Wilkins
9.000,,0,1,9,Chukie Nwokorie
19.000,,0,2,21,Autry Denson
1.000,,0,1,1,Carl Powell
21.000,,0,4,32,Terry Fair
23.000,,0,2,28,Curtis Keaton
14.000,,0,1,14,Brandon Bennett
14.000,,0,1,14,TJ Houshmandzadeh
10.000,,0,2,20,Frank Murphy
29.000,,0,1,29,Rabih Abdullah
0.000,,0,0,0,Steve White
20.000,,0,3,32,Benjamin Gay
27.000,,0,1,27,Andre King
17.000,,0,1,17,Quincy Morgan
12.000,,0,2,23,Derrick Mason
23.000,,0,3,29,Chris Chambers
15.000,,0,4,19,Chris Cole
23.000,,0,5,40,Deuce McAllister
34.000,,0,1,34,Fred McAfee
42.000,,0,4,82,Steve Smith
11.000,,0,1,11,Luther Broughton
3.000,,0,1,3,Chris Hetherington
23.000,,0,3,34,Craig Yeast
6.000,,0,1,6,Jerald Sowell
18.000,,0,5,26,Ben Kelly
11.000,,0,3,15,Hank Poteat
20.000,,0,1,20,Troy Edwards
23.000,,0,4,34,Nate Jacquet
19.000,,0,7,32,Terry Kirby
15.000,,0,4,21,MarTay Jenkins
18.000,,0,2,24,Marcel Shipp
30.000,,0,3,34,Charlie Rogers
19.000,,0,3,25,Ronney Jenkins
24.000,,0,1,24,Vinny Sutherland
16.000,,0,4,21,Chris Watson
19.000,,0,1,19,Avion Black
24.000,,0,5,32,Michael Bates
27.000,,0,2,27,Reggie Swinton
22.000,,0,4,38,Elvis Joseph
19.000,,0,1,19,Damon Gibson
16.000,,0,2,16,Robert Ferguson
12.000,,0,2,14,William Henderson
26.000,,0,1,26,Dorsey Levens
23.000,,0,2,24,Arnold Jackson
9.000,,0,2,17,MarTay Jenkins
15.000,,0,1,15,Michael Bates
24.000,,0,3,26,Darrick Vaughn
14.000,,0,1,14,Brian Kozlowski
23.000,,0,3,28,Deuce McAllister
18.000,,0,3,22,Avion Black
18.000,,0,2,20,Shawn Bryson
25.000,,0,4,46,Steve Smith
9.000,,0,2,12,Chris Hetherington
14.000,,0,1,14,Brandon Bennett
18.000,,0,1,18,TJ Houshmandzadeh
18.000,,0,1,18,Curtis Keaton
17.000,,0,2,26,Micah Ross
28.000,,0,1,28,Elvis Joseph
41.000,,0,2,40,Reggie Swinton
28.000,,0,2,40,Michael Wiley
24.000,,0,4,29,Ron Dixon
23.000,,0,1,23,Omar Stoutmire
22.000,,0,2,27,Chris Cole
20.000,,0,3,25,Charlie Rogers
19.000,,0,2,21,Kerry Joseph
21.000,,0,1,21,Herbert Goodman
13.000,,0,1,13,William Henderson
19.000,,0,3,21,Leon Johnson
35.000,,0,1,35,Autry Denson
22.000,,0,4,43,Nate Jacquet
21.000,,0,4,28,Derrick Mason
12.000,,0,1,12,Mike Green
19.000,,0,1,19,Joe Walker
16.000,,0,5,22,Kevin Faulk
21.000,,0,2,27,Benjamin Gay
24.000,,0,2,29,Quincy Morgan
11.000,,0,1,11,Andre King
5.000,,0,1,5,OJ Santiago
21.000,,0,2,27,Brian Mitchell
23.000,,0,3,27,Ronney Jenkins
17.000,,0,1,17,Troy Edwards
23.000,,0,1,23,Lenzie Jackson
14.000,,0,5,19,Craig Yeast
30.000,,0,5,54,Terry Kirby
35.000,,0,3,71,Dante Hall
8.000,,0,1,8,Monty Beisel
20.000,,0,2,25,Trung Canidate
22.000,,0,4,27,Vinny Sutherland
19.000,,0,4,27,Frank Murphy
30.000,,0,3,39,Desmond Howard
17.000,,0,1,17,Chris Chambers
22.000,,0,3,28,Kevin McDougal
8.000,,0,1,8,Jim Finn
26.000,,0,1,26,Terrence Wilkins
8.000,,0,1,8,Dan Campbell
11.000,,0,1,11,Ron Dixon
8.000,,0,1,8,Omar Stoutmire
19.000,,0,3,23,MarTay Jenkins
15.000,,0,1,15,Tom Burke
22.000,,0,1,22,Marcel Shipp
24.000,,0,4,38,Ronney Jenkins
19.000,,0,2,20,Terry Kirby
24.000,,0,4,33,Corey Harris
33.000,,0,2,38,Jermaine Lewis
18.000,,0,2,20,Hank Poteat
21.000,,0,1,21,Troy Edwards
2.000,,0,1,2,Bobby Shaw
18.000,,0,5,25,Shawn Bryson
22.000,,0,4,27,Patrick Pass
24.000,,0,2,26,Autry Denson
24.000,,0,3,36,Frank Murphy
21.000,,0,1,21,Aaron Stecker
19.000,,0,3,22,Andre King
6.000,,0,1,6,Benjamin Gay
23.000,,0,1,23,Damon Gibson
21.000,,0,1,21,Elvis Joseph
25.000,,0,1,25,Micah Ross
15.000,,0,4,18,Desmond Howard
36.000,,0,2,53,Nate Jacquet
22.000,,0,4,25,Kevin McDougal
13.000,,0,2,15,Tony Simmons
27.000,,0,7,42,Darrick Vaughn
16.000,,0,1,16,Quentin McCord
18.000,,0,6,27,Dante Hall
17.000,,0,3,23,Chris Cole
22.000,,0,2,24,A Carter
11.000,,0,1,11,Desmond Clark
16.000,,0,3,32,Craig Yeast
14.000,,0,3,19,Curtis Keaton
7.000,,0,1,7,Brock Gutierrez
17.000,,0,3,25,Charlie Rogers
15.000,,0,6,25,Reggie Swinton
15.000,,0,1,15,Paul Smith
21.000,,0,4,31,Chris Chambers
16.000,,0,3,22,Derrick Mason
22.000,,0,3,30,Dorsey Levens
14.000,,0,1,14,William Henderson
19.000,,0,3,24,Michael Bates
0.000,,0,1,0,KiJana Carter
7.000,,0,1,7,Bryan Johnson
16.000,,0,3,22,Brian Mitchell
27.000,,0,6,37,Deuce McAllister
10.000,,0,1,10,Fred McAfee
28.000,,0,3,40,Trung Canidate
19.000,,0,2,22,Patrick Pass
10.000,,0,1,10,Tedy Bruschi
16.000,,0,1,16,Chris Chambers
10.000,,0,1,10,Deon Dyer
0.000,,0,1,0,Ed Perry
19.000,,0,4,22,Terry Kirby
14.000,,0,2,20,Derrick Mason
13.000,,0,2,19,Vinny Sutherland
14.000,,0,2,15,Brian Mitchell
26.000,,0,2,28,Michael Pittman
26.000,,0,1,26,Marcel Shipp
13.000,,0,3,23,Reggie Swinton
13.000,,0,6,20,Darrick Vaughn
17.000,,0,4,27,Avion Black
26.000,,0,2,32,Shawn Bryson
30.000,,0,1,30,Chris Watson
19.000,,0,1,19,Corey Harris
18.000,,0,3,20,TJ Houshmandzadeh
28.000,,0,5,31,Steve Smith
9.000,,0,1,9,Chris Hetherington
20.000,,0,5,24,Trung Canidate
15.000,,0,2,17,Dorsey Levens
21.000,,0,3,25,Andre King
17.000,,0,2,18,Benjamin Gay
20.000,,0,1,20,Quincy Morgan
23.000,,0,7,40,Kevin McDougal
24.000,,0,4,38,Craig Yeast
23.000,,0,1,23,LaMont Jordan
25.000,,0,3,31,Dante Hall
24.000,,0,4,33,Ronney Jenkins
10.000,,0,1,10,Leonardo Carson
19.000,,0,8,30,Nate Jacquet
14.000,,0,1,14,Micah Ross
11.000,,0,4,19,Ron Dixon
16.000,,0,1,16,Omar Stoutmire
23.000,,0,5,28,Charlie Rogers
21.000,,0,1,21,Kerry Joseph
20.000,,0,3,22,Lenzie Jackson
22.000,,0,8,28,Desmond Howard
53.000,,0,2,86,Aaron Stecker
22.000,,0,6,27,Michael L Lewis
17.000,,0,2,18,Deuce McAllister
12.000,,0,1,12,Willie Whitehead
27.000,,0,2,30,Michael Bates
11.000,,0,2,14,KiJana Carter
14.000,,0,1,14,Bryan Johnson
25.000,,0,1,25,Eric Metcalf
20.000,,0,3,27,Autry Denson
14.000,,0,1,14,Leon Johnson
15.000,,0,1,15,Rabih Abdullah
35.000,,0,1,35,Aaron Stecker
26.000,,0,5,38,Jermaine Lewis
11.000,,0,1,11,Orlando Bobo
12.000,,0,4,16,Steve Smith
9.000,,0,1,9,Luther Broughton
8.000,,0,1,8,Casey Crawford
22.000,,0,2,27,Michael Pittman
21.000,,0,4,23,TJ Houshmandzadeh
25.000,,0,1,25,Rudi Johnson
21.000,,0,2,25,Lenzie Jackson
25.000,,0,1,25,Troy Edwards
9.000,,0,1,9,Mike Logan
7.000,,0,1,7,Demetric Evans
17.000,,0,1,17,Reggie Swinton
19.000,,0,4,27,Vinny Sutherland
21.000,,0,3,24,Kevin Kasper
30.000,,0,1,30,Chris Cole
19.000,,0,5,37,Terry Kirby
25.000,,0,4,37,Desmond Howard
28.000,,0,1,28,Autry Denson
25.000,,0,4,28,Dorsey Levens
21.000,,0,4,28,Harold Morrow
11.000,,0,1,11,Shawn Worthen
19.000,,0,4,24,Micah Ross
18.000,,0,1,18,Damon Gibson
22.000,,0,1,22,Elvis Joseph
24.000,,0,5,40,Dante Hall
18.000,,0,3,24,Brock Marion
16.000,,0,3,20,Darrick Vaughn
10.000,,0,1,10,Alge Crumpler
17.000,,0,7,34,Michael L Lewis
0.000,,0,1,0,Tom Ackerman
18.000,,0,2,23,Michael Bates
