longest punt return, name, punt return yards, punt returns
16,Micheal Johnson,9,2
8,Kejon Murphy,8,1
0,David Gilreath,-3,2
26,DJ Thomas,26,1
25,Ellis Lankster,25,1
13,David Leonard,13,1
16,Josh Smith,6,2
0,Gardner McKay,-2,0
22,Dicky Lyons Jr,64,6
12,Mason Robinson,14,2
11,Dennis Campbell,11,1
15,Marlin Moore,22,3
20,Akeem Ayers,20,1
5,Terrance Austin,13,3
33,Gerald Jones,33,1
10,Dennis Rogan,16,2
18,DJ Moore,21,2
2,Captain Munnerlyn,2,1
87,Javier Arenas,147,5
1,Jake Jones,1,1
8,Casey Robottom,8,2
1,Jerell Norton,1,1
11,Carlo Sandiego,19,2
20,Mike Thomas,21,3
47,Robert Dunn,103,4
6,Andre Watson,8,2
0,Austin Davis,0,1
3,Joe Bennett,3,3
5,Rich Gunnell,5,1
15,Tyler Melton,23,2
14,Corey Partridge,20,2
10,Marcus Sherels,11,2
35,Joe Burnett,71,3
15,Crezdon Butler,15,1
12,Jacoby Ford,12,0
6,CJ Spiller,6,2
51,Josh Smith,108,4
11,Damon Morton,11,1
23,Leon Wright,23,1
8,Ryan Wood,8,3
18,Eric Peterman,20,2
6,Ellis Lankster,9,3
6,Quinterrance Cooper,6,1
16,Taviuos Polo,16,1
31,Brandon James,49,3
10,Jeffrey Demps,10,1
15,Graig Cooper,15,1
5,Thearon Collier,5,1
68,Tony Carter,72,2
12,AJ Alexander,12,1
25,Asher Allen,25,1
7,Logan Gray,7,1
6,Reshad Jones,6,1
2,M Washington,0,3
20,Shiloh Keo,27,2
22,Arrelious Benn,22,1
0,Miami Thomas,0,1
13,Adam Follett,13,1
32,Andy Brodell,41,3
8,Colin Sandeman,14,3
7,Ty Hilton,7,1
32,Jason Scales,32,1
21,Michael OConnell,21,1
4,Houston Jones,4,1
14,Daymond Patterson,30,4
34,Brandon Banks,40,2
0,Courtney Herndon,15,1
0,Adrian Stryker,14,1
8,Deon Murphy,8,1
38,Dicky Lyons Jr,22,2
14,Doug Beaumont,14,1
10,Andrew Robinson,11,2
78,Otis Wiley,113,5
8,Brandon King,9,2
13,Donovan Warren,26,5
9,Eugene Harris II,13,2
29,Jeremy Maclin,34,3
13,Derek Pegues,30,4
11,Patrick Honeycutt,11,1
4,Danny Oquendo,5,2
18,Geron James,41,3
15,TJ Graham,24,2
15,Niles Paul,15,2
8,Nathan Swift,8,1
11,Kevin Jurovich,21,2
9,Coye Francies,5,2
86,Eric Morris,105,3
0,Lance Fuller,8,1
34,Ian Clark,66,2
13,Frankie Solomon,13,1
22,Jordan Pugh,29,3
22,Armando Allen,35,2
6,Scott Smith,6,1
3,Jose Perez,3,1
1,DeMarco Sampson,2,2
14,Casey Fitzgerald,14,1
10,Trae Johnson,21,3
69,Ray Small,72,3
8,Mark Parson,7,2
1,Chris Garrett,1,1
17,Dominique Franks,17,1
71,Desmond Bryant,75,3
23,Aaron Pflugrad,23,1
9,Jairus Byrd,10,3
8,Aaron Berry,13,2
4,Naaman Roosevelt,4,1
1,Anthony Scirrotto,1,1
13,Sammie Stroughter,17,2
13,Frank Halliburton,13,1
11,Mike Conway,11,1
11,Andre Jones,11,1
28,Jeremy Kerley,74,4
14,Delano Green,22,3
31,Jasper Howard,53,3
25,John Peel,49,4
7,Jeff Moturi,7,1
16,Quan Cosby,16,1
16,Macho Harris,30,4
20,Alphonso Smith,43,3
0,Dustin Mouzon,-1,1
2,Austin Collie,2,1
7,Chantz Staden,8,2
15,Sean Young,34,5
9,Emmanuel Spann,9,2
0,Darius Marshall,0,0
0,Chubb Small,0,0
9,Schneider Julien,9,1
8,Meco Brown,8,1
16,David Leonard,29,2
4,Reggie Rembert,4,1
2,Dennis Campbell,2,1
4,Brandon Tate,4,1
0,Brooks Foster,-2,1
9,Andre Jones,16,3
6,Kevin Jones,6,1
9,Andre Watson,9,1
19,Javier Arenas,38,2
10,Julio Jones,10,1
5,Marquis Maze,5,1
10,Micheal Johnson,10,1
7,Casey Flair,7,1
7,Vinny Perretta,6,2
10,Corey Partridge,18,2
13,Naaman Roosevelt,13,1
15,Reed White,21,2
15,ONeill Chambers,15,1
8,Terrance Austin,8,1
7,CJ Spiller,7,1
14,TJ Graham,13,2
16,Mario Washington,16,1
0,DeAnthony White,0,1
19,Tony Carter,19,2
0,Roosevelt Lawson,5,1
18,David Gilreath,27,2
2,J Hinton Jr,2,1
53,Reggie Rembert,53,1
24,Shiloh Keo,32,2
16,EJ Biggers,16,1
6,Schneider Julien,6,1
5,Arrelious Benn,5,1
0,Louis Lee,0,1
81,Andy Brodell,81,1
17,Dicky Lyons Jr,62,5
8,DeMoreo Ford,8,1
21,Darrell McNeal,21,1
92,Trindon Holliday,163,4
8,Danny Oquendo,8,1
5,SydQuan Thompson,8,3
11,Otis Wiley,32,5
10,Taviuos Polo,20,3
6,Avery Holley,5,2
44,Eugene Harris II,44,1
22,Marcus Sherels,49,5
77,Marshay Green,95,3
11,Jeremy Maclin,23,4
11,Derek Pegues,21,4
20,Robert Dunn,22,2
5,Nathan Swift,5,1
26,Ian Clark,33,2
12,Frankie Solomon,12,1
29,Jacob Schmidt,29,1
13,Eric Peterman,22,3
9,Armando Allen,9,1
3,George West,3,1
22,LaVon Brazil,22,1
75,Antonio Brown,75,1
21,Desmond Bryant,41,2
43,Sammie Stroughter,71,3
2,Desmond Tardy,2,1
87,Jairus Byrd,94,2
16,Aaron Pflugrad,16,1
5,Mekell Wesley,6,2
2,Ryan Howard,2,1
11,Derrick Williams,17,2
10,Anthony Scirrotto,16,2
17,Jeremy Kerley,28,2
35,Doug Baldwin,38,2
29,Mark Mueller,29,1
6,Gerald Jones,6,1
5,Kevin Sanders,5,1
9,Darryl Freeney,9,1
13,Fred Turner,13,1
9,Jerrel Jernigan,9,1
29,Eric Morris,38,2
25,Darcel McBath,25,1
10,Brandon Carswell,6,2
5,Joe McKnight,5,1
67,DJ Moore,84,2
18,Doug Beaumont,12,2
86,Deon Murphy,96,4
4,Josh Smith,15,4
36,Ellis Lankster,64,3
6,Jasper Howard,6,1
0,Joe Bennett,-1,3
4,Reggie Rembert,4,1
11,Terrell Cole,14,2
23,Kevin Jones,49,3
9,Patrick Honeycutt,9,2
11,Jerell Norton,20,3
14,Javier Arenas,16,3
3,Marquis Maze,3,1
1,Mark Barron,1,1
0,Jeremy Trimble,14,1
3,Carlo Sandiego,3,1
0,Trindon Holliday,-2,2
14,Logan Gray,24,2
2,Joe Burnett,2,1
12,ONeill Chambers,19,2
2,Reed White,2,1
1,Saia Hafoka,1,1
19,David Leonard,28,2
18,DeAngelo Smith,18,1
5,DJ Woods,6,2
29,CJ Spiller,36,3
0,Jacoby Ford,-1,1
10,Damon Morton,10,1
4,Ty Hilton,7,2
11,Marcus Edwards,11,1
5,Theo Wilson,1,2
4,Alphonso Smith,3,2
10,Derek Pegues,10,1
10,Finch,10,1
41,BJ Hill,49,2
15,Daymond Patterson,20,2
64,Orkeys Auriene,78,5
13,Phil Garner,13,1
57,Phillip Livas,57,1
3,Phillip Beck,3,1
21,Adrian Moten,21,1
10,Otis Wiley,10,1
18,Armando Allen,23,3
9,Earnest Williams,13,2
34,Marcus Sherels,34,1
18,Taviuos Polo,18,1
7,Marshay Green,6,2
10,Jeremy Maclin,10,1
12,Mario Washington,22,3
25,Devin McCourty,25,1
12,Dennis Campbell,12,1
17,Macho Harris,17,1
11,TJ Graham,15,3
25,Darryl Freeney,24,2
16,Meco Brown,27,3
15,Greg Turner,15,1
7,Willie Clark,7,1
4,Eric Peterman,2,2
22,LaVon Brazil,22,1
9,Chris Garrett,9,1
0,Terrence McCrae,1,1
8,Brian Hartline,15,2
9,Brian Robiskie,10,2
18,Jairus Byrd,42,3
6,Vinny Perretta,6,1
11,Andy Brodell,17,3
26,Anthony Scirrotto,40,2
15,Derrick Williams,30,4
10,James McDonald,10,1
5,Delano Green,5,1
21,Antonio Brown,21,2
6,Bryan McCann,10,2
8,Jeremy Kerley,8,1
3,Gerald Jones,3,1
78,Brandon James,92,2
8,Quan Cosby,8,1
18,Justin Adams,23,3
8,Charles Davis,8,1
18,Nick Moore,23,2
14,Jordan Pugh,22,2
44,Travis Benjamin,44,1
8,Thearon Collier,8,1
17,Eric Morris,29,3
9,Terrance Austin,16,3
26,Mike Thomas,107,6
55,William Wright,55,1
28,Michael OConnell,21,3
12,Josh Ferguson,13,2
34,Marcus Anderson,45,2
11,Kejon Murphy,22,3
23,Chantz Staden,27,3
7,Bobby Rainey,7,2
8,Schneider Julien,18,4
8,EJ Biggers,8,1
10,Joe McKnight,13,2
13,Casey Robottom,13,1
22,Bryan McCann,22,1
12,Doug Beaumont,17,2
40,Gerald Jones,68,5
24,Rich Gunnell,28,2
73,SydQuan Thompson,125,5
6,Brandon Ford,6,1
5,CJ Spiller,5,1
10,Danny Oquendo,17,3
6,Antonio Brown,11,2
31,Brett Hamlin,31,1
16,Tom Drewes,16,1
12,Ernest Jackson,12,1
9,Jimmy Smith,15,2
3,Dekoda Watson,3,1
16,Darryl Freeney,21,2
18,Kenneth Fontenette,18,1
16,Brandon James,26,3
11,Marshay Green,11,1
92,Prince Miller,92,1
17,Javier Arenas,27,2
2,M Washington,2,2
19,Finch,19,1
16,Otis Wiley,12,3
2,Colin Sandeman,2,1
12,Brendan Smith,12,1
16,Deon Murphy,21,3
8,Brandon Banks,8,1
44,Dicky Lyons Jr,54,4
6,Bobby Rainey,8,2
24,Chad Jones,24,1
15,Trindon Holliday,15,1
7,Derek Pegues,10,2
7,DA Griffin,7,1
7,Earnest Williams,4,2
14,Kevin Jones,12,2
37,Travis Benjamin,56,3
11,Greg Mathews,11,1
9,David Gilreath,9,1
6,Theo Wilson,6,1
88,Nathan Swift,88,1
28,Macho Harris,49,2
14,Stephan Virgil,14,1
12,Frankie Solomon,33,3
9,Desmond Tardy,9,1
13,Marcus Sherels,26,2
7,Travis Carrie,14,2
10,Ryan Broyles,18,2
26,Jeremy Kerley,34,4
21,Andrew Sendejo,21,3
20,Jamaal Westerman,37,1
15,Dennis Campbell,21,3
35,Captain Munnerlyn,40,3
2,Kevin Sanders,2,1
19,Mekell Wesley,30,4
0,Kama Bailey,3,1
24,Aaron Berry,30,2
24,Delano Green,35,2
4,Schneider Julien,6,2
14,Quan Cosby,14,2
6,Nick Moore,6,2
17,Ty Hilton,17,1
22,Terrance Austin,43,3
63,Marlin Moore,63,1
1,Dwayne Sanders,2,2
11,Terrell Cole,11,1
21,Cornelius Brown,21,1
8,Josh Ferguson,14,2
6,Joe Burnett,3,2
17,Alphonso Smith,24,5
4,Doug Baldwin,4,1
4,Aaron Pflugrad,4,1
1,Jairus Byrd,1,1
3,Emmanuel Spann,3,1
6,Travis Burkhalter,6,1
2,Corey Partridge,3,2
7,Patrick Honeycutt,7,2
9,Taviuos Polo,19,3
12,Marcus Edwards,21,2
12,Quenton Washington,12,1
15,Aaron Berry,15,1
25,Chubb Small,25,1
5,Emmanuel Spann,5,1
19,Connor Barwin,19,1
4,DeAngelo Smith,4,1
5,ONeill Chambers,8,2
7,Reggie Rembert,9,2
44,Blake Carter,44,1
20,Greg Shinego,20,1
22,Javier Arenas,52,4
12,Dicky Lyons Jr,14,2
6,Michael Smith,6,2
13,Brandon James,25,2
48,Mike Thomas,48,1
0,Devin Aguilar,0,1
5,Ryan Broyles,2,2
8,Corey Partridge,8,1
5,DeAnthony White,5,2
12,SydQuan Thompson,25,4
32,Kyle Williams,57,3
36,Joe Burnett,94,4
3,Emmanuel Sanders,3,2
9,Jimmy Smith,9,2
10,Casey Flair,10,1
5,Chastin West,4,3
2,Tyler Melton,-2,4
15,Donovan Varner,15,1
16,A Thompson,16,1
5,Dwayne Sanders,9,2
9,Michael OConnell,15,3
6,Daymond Patterson,9,2
15,Courtney Herndon,15,1
4,Eric Morris,8,2
3,Jeremy Bruce,3,1
11,Andy Brodell,37,4
4,Eugene Harris II,4,2
18,Delano Green,32,2
32,Greg Mathews,39,3
6,Arrelious Benn,6,1
10,Marcus Sherels,10,1
9,Ray Fisher,13,2
0,Captain Munnerlyn,0,1
0,TJ Graham,3,1
11,Rich Gunnell,22,2
83,Chris Williams,83,1
39,Ian Clark,84,5
38,Doug Baldwin,46,4
78,Desmond Bryant,78,1
25,Jeremy Kerley,83,6
12,Mekell Wesley,12,1
12,Gerald Jones,22,4
7,Meco Brown,7,1
29,Dominique Dade,29,2
18,Casey Robottom,18,1
10,Carlo Sandiego,10,1
25,Slick Shelley,25,1
10,Trae Johnson,12,2
1,James Casey,1,1
10,Nick Moore,10,1
18,Stafon Johnson,19,3
1,Joe McKnight,1,1
32,Macho Harris,40,2
3,Bobby Rainey,3,1
19,Ray Small,30,3
18,Schneider Julien,18,2
34,Ellis Lankster,53,4
11,Brandon Hogan,11,1
11,Dennis Campbell,11,1
13,Avery Holley,13,1
4,Taviuos Polo,3,2
0,Kierrie Johnson,0,1
0,Kenneth Fontenette,-9,2
5,Kevin Sanders,10,2
2,Alphonso Smith,2,2
12,DA Griffin,26,5
25,Doug Beaumont,25,1
17,Corey Partridge,17,1
5,Kevin Jones,9,3
11,Darrell McNeal,25,5
0,Jameson Carter,4,2
8,Chris Slaughter,16,2
10,Michael Smith,10,1
19,Schneider Julien,52,4
21,Dervon Wallace,21,1
5,EJ Biggers,5,1
5,ONeill Chambers,4,2
32,DeAngelo Smith,69,4
1,DJ Woods,1,1
8,Dennis Campbell,5,2
52,Antonio Brown,55,2
9,Gerard Thomas,13,2
26,Jeremy Kerley,63,5
24,Ty Hilton,55,3
40,Brandon James,47,2
9,Arrelious Benn,16,2
6,Ray Fisher,6,2
11,Andy Brodell,22,5
36,Dexton Fields,35,2
37,Jimmy Smith,38,3
12,Randall Cob,20,2
7,Travis Benjamin,16,3
13,Richard Gordon,13,1
32,Joe Burnett,52,6
11,Jeremy Maclin,5,2
6,Desmond Bryant,6,1
23,Derek Pegues,22,2
13,DJ Moore,19,3
4,A Thompson,4,1
2,Marcus Anderson,2,1
19,Meco Brown,33,2
63,Eugene Harris II,79,2
20,Otis Wiley,20,1
60,Louis Lee,60,1
6,Orkeys Auriene,6,1
14,Malcolm Jenkins,14,1
1,Ray Small,1,1
18,Jairus Byrd,18,2
31,Terrance Austin,32,3
2,Ryan Graves,2,1
27,Sammie Stroughter,66,5
27,Damola Adenjii,27,1
5,Taylor Kavanaugh,9,2
5,Chantz Staden,5,1
20,Mekell Wesley,18,2
7,Wright Jr,7,1
8,Andre Watson,8,2
3,Freddie Parham,5,2
24,Kyle Wilson,22,2
0,Bryan McCann,0,1
0,Trae Johnson,0,1
0,Quan Cosby,-2,1
24,Ryan Broyles,36,2
6,Nathan Swift,6,1
20,Josh Ferguson,20,1
16,Vic Hall,40,3
2,David Gilreath,2,1
63,Derrick Williams,61,2
4,Bobby Rainey,4,2
12,Ellis Lankster,25,3
12,Bruce Williams,12,1
6,Aiona Key,19,1
5,Terrell Cole,8,3
3,Brent Casteel,3,1
18,TJ Graham,25,2
0,Bert Reed,1,2
0,Corderra Hunter,-10,1
5,ONeill Chambers,5,1
8,Kyle Wilson,16,2
0,M Washington,-6,2
11,Javier Arenas,14,2
9,Marshay Green,23,5
40,Mike Thomas,40,2
3,William Wright,3,1
34,SydQuan Thompson,58,4
65,Rich Gunnell,65,1
0,Macho Harris,0,1
73,Corey Partridge,72,3
14,Eugene Harris II,16,3
0,Jameson Carter,-1,2
9,Brandon Ford,2,2
12,Roddy Jones,12,1
4,Tyler Melton,4,1
42,Antonio Brown,42,1
9,Josh Smith,9,2
14,Deon Murphy,29,5
19,Travis Benjamin,30,2
8,Thearon Collier,8,1
16,Darryl Freeney,21,3
2,JJ Milbrook,-11,2
3,DA Griffin,3,1
8,Marvon Sanders,8,1
7,Jeremy Bruce,7,1
15,Jamie Graham,15,2
0,DJ Moore,-3,2
18,Ray Fisher,25,3
13,Andy Brodell,30,5
20,David Gilreath,20,2
17,Devin McDowell,17,2
1,Nathan Swift,1,1
14,Randall Cobb,24,3
0,DeMoreo Ford,-2,1
16,Michael Smith,28,2
10,Orkeys Auriene,12,2
6,Kevin Jones,9,4
8,Darrell McNeal,20,3
23,Doug Beaumont,35,5
26,Johnny Patrick,26,1
0,Patrick Honeycutt,-1,1
26,Phillip Beck,42,2
7,Phillip Livas,7,1
1,Danny Oquendo,1,1
5,Alphonso Smith,-3,2
3,Otis Wiley,3,1
22,Ray Small,56,5
3,Mario Washington,3,1
6,Aaron Berry,4,3
38,Jonathon Amaya,64,2
15,A Thompson,16,6
15,Kejon Murphy,15,2
0,Meco Brown,0,1
0,Chris Williams,0,1
54,Yonus Davis,70,3
50,Ian Clark,50,2
28,Frankie Solomon,41,2
6,Mekell Wesley,6,2
8,Brendan Smith,18,4
12,Ryan Broyles,26,3
8,Dominique Franks,8,1
24,Desmond Bryant,24,2
0,Bo Bowling,-5,1
5,Jordan Norwood,5,1
32,James Casey,50,3
37,Andre Watson,42,5
8,Jasper Howard,8,1
0,Cody Brown,0,1
18,Captain Munnerlyn,18,1
8,Trindon Holliday,8,1
8,Chad Jones,8,1
6,Deangelo Peterson,6,1
13,Marcus Edwards,32,5
0,Ryan Howard,0,1
13,Bryan McCann,13,1
13,Justin Willis,13,1
3,Kenneth Fontenette,3,1
0,Kierrie Johnson,2,1
9,Dennis Rogan,9,1
2,Gerald Jones,2,1
10,Derek Pegues,10,1
14,Trae Johnson,21,3
0,Jeff Moturi,0,1
21,Jorrick Calvin,36,3
4,Cornelius Williams,4,1
0,Ty Hilton,-1,1
0,Jon Jackson,-5,1
13,Eric Morris,30,5
17,Kevin Sanders,17,1
20,Ryan Graves,26,2
18,Doug Baldwin,19,3
3,Reggie Rembert,3,1
7,Terrell Cole,16,3
22,Alex Square,22,1
4,Kendric Burney,5,2
1,Trimane Goddard,1,1
14,Devin Aguilar,23,2
20,Stafon Johnson,52,5
11,Brandon Carswell,11,2
0,Damian Williams,-1,1
1,Wenquel Graves,1,1
0,Stephen Willis,0,1
26,Delano Green,35,3
18,Travis Carrie,15,1
13,Jonathan Warzeka,13,1
3,Frankie Solomon,3,1
2,Ellis Lankster,-1,2
2,Chris Slaughter,2,1
6,Yonus Davis,7,2
17,Kyle Wilson,29,5
0,Jeremy Childs,0,1
2,Jarius Wright,2,2
15,Marshay Green,25,3
0,Jameson Carter,1,1
0,Phillip Beck,0,1
42,D Barkum,42,0
11,Mike Thomas,13,3
54,Stafon Johnson,88,3
4,Kyle Williams,4,1
41,Jairus Byrd,41,1
16,BJ Hill,27,2
12,Marvon Sanders,12,1
8,SydQuan Thompson,14,3
35,Terrance Austin,35,1
10,Glenn Love,10,1
25,Jasper Howard,50,3
40,DJ Woods,49,3
3,DeAngelo Smith,3,4
0,Connor Barwin,1,1
20,Brandon James,29,2
0,Jeffrey Demps,27,1
2,DeMoreo Ford,2,1
12,Tony Carter,24,2
16,Macho Harris,49,5
12,Aaron Bain,25,3
0,A Thompson,0,1
4,Kama Bailey,4,1
7,Brendan Smith,9,2
0,Daymond Patterson,-2,1
3,Eric Morris,3,1
6,Deon Murphy,6,1
68,Ryan Broyles,77,2
2,Daniel Franklin,2,1
48,Taviuos Polo,48,1
15,Doug Beaumont,15,1
3,Marcus Edwards,4,3
14,Trindon Holliday,27,3
0,Danny Oquendo,-11,1
30,DA Griffin,46,4
5,Freddie Parham,5,1
1,Travis Benjamin,2,2
6,Martavious Odoms,6,1
7,Keshawn Martin,1,3
30,Jeremy Maclin,41,2
9,Tommy Saunders,9,1
21,Derek Pegues,33,3
11,Patrick Honeycutt,19,2
16,Emmanuel Sanders,16,0
0,Justin Willis,-3,1
12,Trase Jones,17,3
4,Rich Gunnell,5,2
19,Niles Paul,19,1
10,Nathan Swift,10,1
3,John Shorter,3,1
22,Jorrick Calvin,36,4
0,Ray Small,0,1
9,Derrick Williams,12,2
4,Aaron Berry,0,1
0,Dennis Campbell,3,1
7,Desmond Tardy,14,3
0,Davion Mauldin,0,1
5,Gerard Thomas,5,2
8,Aaron Brown,14,2
0,Antoine Hicks,11,1
0,Brandon Stewart,12,3
22,Javier Arenas,17,3
10,Casey Robottom,20,3
9,James Casey,16,2
4,Nick Moore,4,1
27,Rashad Evans,49,3
3,DJ Moore,1,2
0,Jamie Graham,-2,1
0,Charles Robinson,11,1
4,Donovan Varner,6,2
10,Golden Tate,14,3
9,David Gilreath,9,1
12,Arrelious Benn,16,3
7,Trae Johnson,7,2
8,Kenneth Fontenette,8,1
25,LaVon Brazil,50,4
4,Brett Hamlin,4,1
12,Theo Wilson,16,2
1,Marcus Edwards,1,1
13,Javier Arenas,27,4
5,Kevin Jones,5,2
7,Damaris Johnson,7,1
2,Trae Johnson,2,1
0,Carlo Sandiego,-1,2
35,Reggie Rembert,57,4
10,Joe Bennett,10,1
25,Roderick Rollins,25,0
10,Justin Jarvis,10,1
18,CJ Spiller,18,1
8,Jacoby Ford,12,3
0,Marcus Gilchrist,0,1
4,Corey Partridge,6,2
1,Josh Pleasant,1,1
7,SydQuan Thompson,12,3
0,Jairus Byrd,-7,2
5,Jasper Howard,10,2
6,Brandon Hogan,6,1
9,Ellis Lankster,6,3
14,Alex Square,17,2
0,ONeill Chambers,0,1
0,Saia Hafoka,-21,1
7,Prince Miller,6,2
18,Bert Reed,18,1
12,Michael Avila,12,1
9,Yonus Davis,9,1
13,Arrelious Benn,15,2
20,Andy Brodell,48,4
20,Ray Fisher,16,2
6,Antonio Brown,2,2
6,Daymond Patterson,14,3
11,Deon Murphy,11,1
14,Orkeys Auriene,26,2
0,Ty Hilton,0,1
27,Jorrick Calvin,27,1
17,Trindon Holliday,25,3
81,Phillip Livas,94,4
0,Antonio Baker,5,1
56,Rashad Evans,91,2
15,Otis Wiley,26,4
27,David Gilreath,49,4
13,Marcus Sherels,13,1
10,Brendan Smith,15,3
4,Marshay Green,4,1
9,Derek Pegues,9,2
11,Randall Cobb,16,2
5,DeMoreo Ford,10,3
14,Mario Washington,14,1
13,Delano Green,28,3
71,Kyle Wilson,91,4
0,David Reed,3,1
2,Brent Casteel,0,3
0,Golden Tate,-1,1
0,Manny Williams,22,1
7,TJ Porter,11,2
6,Ryan Broyles,-1,3
1,Ricky Price,0,1
21,Sammie Stroughter,20,3
58,Nate Kimbrough,85,3
13,Desmond Tardy,17,2
73,Martavious Odoms,82,3
4,Captain Munnerlyn,4,2
8,Dennis Rogan,30,7
32,Andre Watson,32,1
26,Doug Baldwin,39,2
8,Ryan Whalen,12,2
0,Chantz Staden,0,1
0,Jordan Pugh,1,1
31,Josh Smith,55,4
4,Jason Espinoza,4,1
0,Jamar Wall,0,1
45,Jordan Shipley,45,1
7,Casey Flair,7,1
0,Micheal Johnson,-1,1
40,Nick Sanders,39,2
0,Aaron Brown,6,2
25,Stafon Johnson,52,4
0,Clarence Ward,0,2
2,James Casey,2,1
14,Kejon Murphy,14,1
17,Aaron Bain,12,3
15,Vic Hall,15,1
10,Thearon Collier,10,1
1,Travis Benjamin,1,1
11,Alphonso Smith,13,3
4,Donovan Varner,4,1
18,Jake Gaebler,27,4
5,John Shorter,5,1
8,Schneider Julien,17,4
9,Marvon Sanders,17,2
17,Brandon Stewart,17,2
10,Davion Mauldin,10,1
5,Vincent Brown,5,1
5,Eugene Harris II,2,2
0,Aaron Williams,23,1
0,Jalil Carter,23,1
10,BJ Hill,28,3
0,Melvin Rice,0,1
0,Meco Brown,0,1
16,Brent Casteel,33,4
10,Nick Sanders,10,1
15,Macho Harris,25,3
0,Kam Chancellor,0,1
5,Danny Oquendo,5,1
7,Rashad Evans,8,2
15,A Thompson,28,2
20,Reggie Rembert,40,2
31,Robert Dunn,36,3
7,Chris Slaughter,7,1
20,Rich Gunnell,22,2
0,Ifeanyi Momah,14,1
42,Golden Tate,44,3
15,Kyle Wilson,18,5
1,Reed White,1,1
21,Mekell Wesley,21,1
0,Davion Mauldin,-3,2
9,Andre Watson,20,4
25,Josh Smith,35,3
4,Scotty McKnight,4,1
5,Devin McDowell,5,1
3,Lee Butler,3,1
13,TJ Graham,27,3
22,Taviuos Polo,35,3
15,Avery Holley,16,3
27,Ty Hilton,53,2
0,Daylan Walker,0,1
4,Preston Parker,7,2
0,Tony Carter,-2,2
10,Jacoby Ford,10,1
41,Chase Turner,41,1
1,Ross Thevenot,225,5
2,David Gilreath,2,2
10,Andy Brodell,10,1
0,Danny Trevathan,10,1
13,Prince Miller,12,2
0,Orkeys Auriene,-1,1
0,Clarence Ward,0,1
19,Chad Jones,19,1
6,Trindon Holliday,6,1
23,Javier Arenas,23,3
