completions, interceptions thrown, name, passes, passing touchdowns, passing yards
15,0,L Skipper,24,2,196
17,0,B Smith,25,0,165
11,0,M Guadagni,16,3,265
8,0,E Peters,13,0,73
3,0,C Bradley,3,0,52
25,2,R Udinski,42,0,154
4,0,A Coulling,5,0,20
20,1,K Barker,29,1,211
4,0,S Smith,5,0,44
20,0,B Rypien,28,4,305
29,0,A Bowman,49,1,273
4,0,M Carter,7,0,49
22,0,J Taamu,32,2,336
15,0,D Thompson Robinson,25,0,117
8,1,W Speight,12,0,45
13,0,D Ridder,24,0,100
1,0,H Moore,2,0,10
22,0,J Daniels,35,1,282
12,0,A Rogers,27,2,97
13,1,K Locksley,26,0,120
2,1,R Metz,5,0,7
19,1,C Cookus,26,2,211
10,0,K Shurmur,17,2,170
24,1,B Stockstill,36,1,178
13,1,B Perkins,24,2,185
1,0,B Armstrong,2,0,6
11,2,K Johnson,28,0,194
18,1,J Browning,32,1,296
26,0,J Stidham,36,1,273
8,1,T Vander Waal,20,0,67
38,1,G Minshew,57,3,319
18,0,B Hicks,38,0,111
15,1,S Robinson,28,1,146
16,1,K Nelson,26,3,232
2,1,A Ramart,5,0,5
7,1,D Harris,14,0,73
1,1,D Golatt Jr,8,0,5
13,0,T Tagovailoa,19,4,228
7,0,J Hurts,9,2,93
0,0,M Jones,1,0,0
15,1,J Hansen,36,1,140
6,0,L Bonner,14,0,53
1,0,D Brown,1,0,25
2,0,K Hopkins Jr,7,1,61
0,0,L Langdon,1,0,0
19,1,S Calvert,37,2,307
6,0,J Stidham,11,1,113
1,0,C Sandberg,1,0,22
1,0,M Willis,2,0,3
6,2,D Pearson Jr,15,0,99
3,1,K Davis,7,1,39
4,0,D Rocker,7,0,20
30,1,M Wilkins,48,1,380
27,1,B Lewerke,39,1,314
5,0,M McDonald,6,2,107
9,0,E Perry,12,2,95
2,0,A Brown,2,0,43
6,1,E Clifford,11,0,39
6,1,G Wade,10,0,27
0,0,C Degenhardt,1,0,0
21,0,B Rypien,28,3,362
4,0,C Cord,5,1,56
11,1,D Pindell,21,1,71
17,1,J Doege,27,2,143
8,0,K Hill,16,1,121
22,2,T Mangum,41,1,196
18,1,C Garbers,28,2,176
5,0,B McIlwain,7,0,38
21,3,M Milton,39,1,243
1,0,D Mack Jr,4,0,7
5,1,T Nick,13,0,54
1,2,D Ford Jr,6,0,26
12,1,C Reynolds,22,0,108
0,0,H Klugh,2,0,0
14,0,Z Thomas,14,3,295
1,0,J Huesman,1,0,0
18,4,T Poljan,32,1,177
17,0,P Bender,26,1,130
1,0,M Kendrick,1,0,15
32,1,K Carta Samuels,47,2,389
0,0,C Hill,3,0,0
6,0,C Kelley,9,2,102
5,2,T Storey,13,0,36
11,0,K Anderson,18,2,167
12,1,A Erdely,26,0,149
19,0,R Herring,32,1,290
0,0,H Ahlers,1,0,0
22,0,N Elliott,38,0,219
3,0,C Fortin,6,0,15
33,0,C Robison,40,3,471
0,0,O Rose,0,0,0
8,1,I Sanders,13,1,164
17,1,F Franks,38,2,232
11,1,T Wilson,16,2,151
31,0,D Francois,46,3,320
39,4,D Hodges,60,2,475
22,0,C McDonald,33,4,319
20,0,S Stankavage,30,2,299
17,0,D King,34,4,246
2,0,Q Dormady,5,0,8
0,0,B Smith,1,0,0
24,2,K Tate,45,0,341
4,0,R Rodriguez,5,0,40
9,0,M Rivers II,16,2,105
5,0,A Bush,7,0,33
24,2,S McGuire,36,2,276
2,0,C Sampson,6,0,19
16,1,P Ramsey,22,2,150
12,0,B Perkins,24,2,106
16,0,N Stanley,28,0,166
15,0,K Kempt,21,0,126
4,0,Z Noland,10,0,43
7,0,S Thompson,17,1,86
2,1,A Delton,4,0,14
11,1,N Fitzgerald,27,2,154
13,1,W Barrett,27,1,156
0,0,D Crum,2,0,0
11,2,C Newton,25,2,159
2,0,R Williams,5,0,46
8,1,J Pass,14,0,89
6,0,M Cunningham,7,1,75
0,0,J Travis,1,0,0
3,0,J Kilpatrick,9,0,37
0,0,R Boyle,3,0,0
10,0,J Burrow,20,2,151
23,1,C Virgil,33,0,189
0,0,L Nunez,1,0,0
24,0,J Smith,37,2,380
3,0,A Allen,5,1,47
1,0,T Baldwin,3,0,9
17,0,J Lampley,24,1,179
1,0,K Catalon,1,0,37
8,0,M Rosier,12,2,131
9,1,N Perry,14,3,93
1,0,J Williams,3,0,17
1,0,C Weldon,2,0,14
3,1,T Bell,7,0,29
3,1,D Gibbons,5,0,19
22,1,G Ragland,41,0,140
6,0,D Ridder,11,1,45
12,0,S Patterson,17,3,125
1,0,D McCaffrey,1,1,18
16,1,J Wassink,34,0,85
16,0,Z Annexstad,26,0,175
23,1,M McMaryion,32,2,205
1,0,J Reyna,1,0,7
0,1,J Hokit,1,0,0
23,0,J Taamu,33,5,448
1,0,M Corral,2,0,31
29,2,S Straub,47,4,382
1,0,S Labanowitz,1,0,6
33,0,D Lock,45,4,398
13,0,T Vander Waal,28,0,160
23,1,I Green,39,3,278
5,0,D Allen,10,0,38
2,3,A Scott,6,0,10
0,0,A Howard,3,0,0
23,0,B Stockstill,32,5,396
34,2,D Winn,53,4,355
1,0,J Hudson,2,0,3
2,0,M Perry,3,0,22
1,0,Z Abey,1,0,17
1,0,G Lewis,2,0,13
15,1,B White,25,0,145
31,0,R Finley,38,1,370
1,0,T Thomas,1,0,56
15,0,D Ellington,28,0,194
4,0,A Winchester,6,0,48
15,1,A Martinez,20,1,187
4,0,A Bunch,9,0,49
33,0,S Montez,50,3,351
18,1,M Childers,33,0,111
20,0,T Huntley,31,0,286
22,1,C Thorson,38,0,198
9,1,T Green,18,0,84
16,0,D Jones,22,3,192
2,0,Q Harris,2,0,12
17,3,B Wimbush,31,0,297
23,2,R Neal,50,1,180
25,1,M Fine,40,4,418
4,0,C Pearson,4,0,17
1,0,K Martin,1,0,15
2,0,Q Shanbour,4,0,4
16,0,J Copeland,30,0,152
20,0,D Haskins,23,4,233
10,0,T Martell,10,1,121
6,1,A Sitkowski,18,0,38
5,1,G Rescigno,12,0,27
19,1,K Murray,33,3,306
0,0,T Mordecai,2,0,0
16,0,D Thompson Robinson,26,1,254
25,2,T Cornelius,40,1,428
1,0,K Wudtee,2,1,25
0,0,A Ogbongbemiga,1,0,0
14,1,E Orth,25,1,119
3,0,C Garvin,6,0,17
0,0,C Johnson,3,0,0
11,0,S Williams,22,1,160
8,0,B LaRussa,15,1,143
17,1,J Morgan,27,3,251
2,0,C Alexander,4,0,49
20,0,J Herbert,26,4,250
3,0,B Burmeister,3,0,16
7,0,J Eason,14,2,111
1,0,B Kelly,1,0,47
0,0,D Alexander,1,0,0
15,0,C Blount,22,1,226
4,0,J Luton,9,0,63
31,0,C Helbig,48,2,340
9,1,K Pickett,18,0,55
14,0,T McSorley,30,2,145
1,0,S Clifford,1,1,34
8,0,E Sindelar,14,1,87
6,0,D Blough,10,0,48
20,1,T Wiegers,28,1,312
2,0,M Glass III,5,0,35
30,2,J Bentley,47,1,269
1,0,D Samuel,1,1,13
15,1,J Fromm,18,1,194
1,0,J Fields,1,0,8
11,2,R Agnew,17,0,159
6,0,C Chapman,11,0,112
11,0,K Thomson,18,1,177
1,0,W Clapper,2,0,4
21,1,B Barnett,31,2,202
9,2,T Marshall,18,1,183
31,2,J Abraham,46,2,378
15,1,C Evans,28,2,195
16,0,K Costello,27,1,183
16,2,J Daniels,34,0,215
1,0,M Fink,2,0,3
23,1,E Dungey,32,5,218
1,0,T Devito,5,0,23
7,1,T Linta,15,1,131
9,1,G Lindham,15,0,108
1,1,L Massei,3,0,8
15,2,F Nutile,31,3,216
2,0,A Russo,4,0,24
0,0,T Centeio,1,0,0
26,1,T Jackson,45,3,275
21,0,S Ehlinger,27,2,237
12,2,L Skipper,24,1,153
1,0,K Johnson,2,0,11
12,0,J Banks,16,1,190
17,2,C Fourcade,31,1,239
0,0,W Jones,1,0,0
14,0,K Barker,23,4,140
3,0,S Smith,7,1,25
5,0,G Watson,8,0,20
15,2,R Stanley,27,0,208
2,0,R McKay,4,0,11
23,0,K Mond,40,3,430
12,0,K Bryant,17,1,205
5,0,T Lawrence,9,1,93
0,0,H Renfrow,1,0,0
17,0,W Jones III,28,1,235
1,0,J Gipson,1,0,8
21,0,J Christophe,40,3,315
22,0,A Bowman,25,2,282
7,1,J Duffey,9,0,93
1,0,C Garrett,1,1,44
9,1,D Colbert Jr,26,0,72
1,2,J Hoy,6,0,8
6,0,A Rogers,13,3,119
0,0,M Gilliam,1,0,0
5,1,R Metz,10,0,66
6,0,K Locksley,19,0,57
18,1,C Grundy,33,1,157
23,0,C Brewer,34,3,328
3,0,J McClendon,6,0,39
1,0,J Atkinson,1,0,36
14,1,J Love,27,1,159
3,0,H Colombi,4,0,13
18,3,M Romero,33,1,161
2,0,J Adkins,3,0,10
0,0,N Jeanty,1,0,0
23,0,K Shurmur,32,2,258
1,0,M Hasan,2,0,12
22,2,T Gangi,39,1,216
12,0,J Jackson,16,1,217
4,0,R Willis,7,0,64
14,0,S Mitchell,24,1,208
4,0,T Hefter,5,0,24
17,1,S Hartman,27,2,242
35,1,T Flacco,51,3,345
23,2,J Browning,37,2,313
7,0,J Haener,7,1,110
1,0,A Baccellia,1,0,14
16,0,N Ketteringham,30,0,96
1,0,A Zimmerman,2,0,5
34,2,G Minshew,51,3,414
1,1,A Gordon,3,0,6
13,0,M Aaron,25,0,94
1,0,B Brown II,2,0,6
0,1,J Blackwell,1,0,0
8,1,A Hornibrook,11,1,148
1,0,D Vanden Boom,1,1,3
9,2,S Jones,16,1,79
5,0,T Tuioti,8,1,55
23,0,D Eckels,41,3,347
11,1,C Ferguson,28,3,185
21,1,W Grier,26,4,332
1,0,J Allison,3,0,4
11,1,M VanGorder,24,1,157
23,0,C Reynolds,34,2,202
16,2,S Williams,28,1,215
21,0,J Love,26,2,236
9,0,H Colombi,9,0,55
5,1,B Fisher,14,0,61
3,0,L Ward,10,0,14
20,2,S Hartman,45,2,214
16,0,A Brown,25,5,304
19,0,B White,26,5,269
0,1,B McBride,1,0,0
15,1,D Ellington,26,0,107
2,0,A Winchester,5,0,18
2,0,J Walker,3,0,14
16,4,C Kelley,35,0,185
4,1,C Noland,7,0,25
0,1,J Jones,3,0,0
24,0,M Fine,45,1,281
6,0,K Hopkins Jr,10,0,162
20,0,C McDonald,32,2,321
13,0,K Tate,20,5,349
2,0,R Rodriguez,2,0,9
27,1,C Helbig,44,1,270
16,2,J Stidham,28,1,198
15,0,J Burrow,34,1,249
0,0,Z Von Rosenburg,1,0,0
14,0,C Brewer,26,0,175
10,1,J McClendon,16,1,95
12,0,Q Harris,30,3,174
28,1,J Doege,39,3,258
0,0,G Loy,1,0,0
6,0,D Allen,14,0,109
0,0,A Howard,2,0,0
21,0,T Jackson,26,3,325
17,0,M Glass III,27,2,284
8,0,T Wiegers,11,0,64
20,1,C Garbers,25,3,224
4,0,B McIlwain,7,1,45
15,1,T Gueller,23,1,179
9,0,D Ridder,10,3,199
6,1,B Bryant,8,0,75
6,0,H Moore,7,0,58
0,0,J Sopko,1,0,0
11,0,A Glass,27,1,110
1,0,J Cartwright,1,0,24
12,1,T Lawrence,19,1,194
7,1,K Bryant,10,0,68
2,0,C Brice,2,0,24
1,0,O Fortune,1,0,40
2,0,S Werts,8,0,20
14,1,S Montez,19,1,166
3,1,S Noyer,5,0,14
13,1,C Lupoli,31,1,160
3,0,T Herion,8,0,68
20,1,D Pindell,27,4,308
23,1,J Lawson,34,4,351
16,2,C Robison,27,1,171
1,0,D Johnson,1,0,11
2,0,R Peavey,2,0,1
18,1,A Williams,27,3,201
2,0,D Israel,6,0,12
16,1,J Morgan,23,2,207
8,2,M Curtis,15,1,158
5,0,R Comis,12,0,60
2,0,A Ford,5,0,6
8,1,F Franks,15,2,119
21,0,K Carta Samuels,33,1,217
10,0,J Fromm,12,3,128
6,0,J Fields,8,1,71
1,0,M Downing,1,0,24
19,1,B Stockstill,29,1,138
20,0,M Rivers II,29,0,168
23,2,B Barnett,40,2,411
20,0,P Ramsey,27,0,173
4,0,M Penix Jr,5,0,29
12,0,R Neal,24,0,115
2,1,D Plitt,4,0,28
23,1,N Stanley,28,2,309
2,1,P Mansell,3,0,29
18,0,E Dunne,28,2,200
3,1,C Howell,10,0,22
25,1,Z Noland,36,2,360
21,0,K Murray,29,3,348
8,0,P Bender,12,0,73
6,0,M Kendrick,11,1,66
1,0,C Stanley,1,0,5
0,0,P Williams Jr,1,0,0
7,0,G Rescigno,12,0,77
7,3,A Sitkowski,19,0,47
13,0,S Thompson,18,2,213
1,0,A Delton,1,1,72
14,0,C Grundy,23,1,108
5,0,D Gillins,11,1,49
19,0,T Wilson,25,0,163
4,0,G Hoak,5,1,77
1,0,B Snell Jr,1,1,43
15,0,D Anderson,32,0,118
1,0,P Rice,3,0,37
4,1,S Bentley,6,0,25
10,0,M Cunningham,18,0,88
0,1,J Pass,3,0,0
22,0,D Shanley,33,1,240
3,1,S Duncan,5,0,20
7,1,K Hill,17,0,56
1,1,T Pigrome,4,0,7
15,1,A Russo,25,1,228
1,0,T Centeio,1,1,36
0,0,I Wright,1,0,0
14,1,S Patterson,18,3,237
7,1,B Hicks,16,1,113
11,0,W Brown,17,2,82
1,0,T Page,1,0,14
12,0,Z Annexstad,20,2,142
1,1,T Morgan,5,0,28
1,0,S Green,1,1,7
11,1,G Ragland,20,0,108
0,0,A Malzone,3,0,0
7,2,J Taamu,22,1,133
11,0,T Tagovailoa,15,2,191
7,1,J Hurts,10,2,85
1,0,M Jones,3,0,30
14,0,N Fitzgerald,21,2,243
2,1,K Thompson,3,0,33
21,1,A Nunez,29,1,224
2,0,L Lewis,5,0,21
19,2,A Bunch,27,2,177
14,1,K Barker,21,0,110
17,1,T Gangi,35,2,195
1,0,T Taua,1,0,6
0,0,K Fossum,1,0,0
23,1,J Luton,35,1,284
12,1,C Blount,20,1,175
0,0,T Hernandez,1,0,0
11,0,M Childers,18,3,109
0,1,M Ference,1,0,0
13,1,T Lazzaro,22,1,128
5,0,T Poljan,11,0,30
12,2,J Adkins,21,1,168
9,2,M Romero,13,0,75
1,1,N Jeanty,6,0,6
12,1,S Jones,19,0,127
33,2,C Thorson,52,3,383
4,0,T Green,6,0,22
17,0,K Nelson,28,2,277
13,0,B Wimbush,23,0,122
3,0,I Book,3,1,13
26,1,K Shurmur,43,1,326
15,0,T Cornelius,26,1,243
1,0,D Stoner,1,0,3
39,0,B Rypien,56,3,380
16,2,J Herbert,34,3,309
15,2,J Love,31,1,238
5,0,M Aaron,10,0,29
16,1,K Pickett,23,0,197
6,1,T Marshall,15,0,66
11,1,T McSorley,22,2,229
3,0,S Clifford,3,1,141
20,0,W Barrett,38,1,176
1,0,D Crum,2,0,4
39,1,D Blough,55,3,572
26,1,D Lock,43,3,375
24,0,E Orth,33,2,266
16,1,W Jones III,30,2,205
1,1,T Vitt,2,0,9
12,0,R Agnew,24,1,129
31,0,M Wilkins,46,2,341
17,2,K Costello,30,2,214
0,0,D Mills,2,0,0
0,0,J West,1,0,0
22,1,J Maier,45,0,194
6,1,H Rodrigues,8,1,64
0,0,C Crawford,3,0,0
11,0,T Devito,16,1,144
7,0,E Dungey,15,0,75
18,1,D Francois,36,0,178
0,0,N Murray,1,0,0
24,2,S Robinson,40,1,308
24,0,D Haskins,38,2,344
12,0,J Guarantano,16,1,168
9,0,K Locksley,22,0,39
0,0,R Metz,1,0,0
15,0,S Ehlinger,33,2,223
1,0,J Heard,1,0,11
30,1,J Daniels,48,0,322
19,1,L Skipper,27,1,172
20,0,J Hansen,33,0,191
13,1,M Guadagni,21,2,222
0,0,E Peters,2,0,0
13,0,M Rosier,23,2,205
16,0,K Mond,24,1,210
3,0,N Starkel,3,0,39
15,1,C Evans,28,1,225
43,0,A Bowman,59,5,605
30,0,D King,51,5,431
1,0,M Stevenson,1,0,31
12,2,A Erdely,27,1,180
7,1,J Banks,24,2,180
10,2,D Thompson Robinson,24,1,151
22,0,M McMaryion,33,1,270
11,1,A Rogers,21,1,130
11,0,J Morton,37,2,208
0,0,T Connley,1,0,0
20,1,T Huntley,38,0,138
14,1,J Browning,24,1,155
25,0,B Perkins,30,3,379
16,0,N Rourke,31,2,246
45,0,G Minshew,57,2,470
6,0,T Tinsley,8,1,54
14,3,G Gubrud,36,3,321
18,1,A Hornibrook,28,0,190
12,0,T Mangum,22,0,89
1,0,A Hifo,1,1,31
23,0,J Wassink,30,2,286
0,0,A Mussat,2,0,0
3,0,J McDaniels,9,0,6
1,0,K Black,2,0,2
25,1,T Vander Waal,42,2,224
9,2,J Newman,15,0,73
7,2,A Russo,20,0,112
22,3,L Skipper,41,0,195
21,0,M Milton,32,3,306
13,3,C Robison,26,1,124
1,0,D Singletary,1,0,3
17,1,M Rivers II,28,1,149
1,0,T Davis,1,1,17
0,1,M Robinson,2,0,0
12,1,T McSorley,19,3,160
1,0,S Clifford,1,0,44
17,0,J Daniels,26,3,241
37,0,G Minshew,52,3,344
19,0,J Hansen,27,3,199
5,3,A Rogers,21,0,23
22,0,T Tagovailoa,30,4,387
3,0,J Hurts,3,0,28
16,2,K Mond,33,1,196
7,0,N Starkel,11,0,67
11,0,Z Thomas,15,1,185
7,0,P Derrick,7,1,68
1,0,Z Speir,3,0,9
13,2,J Smith,27,1,117
3,0,J Myers,5,0,9
15,0,J Stidham,22,0,134
13,1,T Storey,31,0,141
27,0,R Neal,45,1,285
13,0,D Shanley,19,0,158
12,0,S Duncan,16,2,94
19,0,C Brewer,27,3,221
1,0,J McClendon,2,0,36
10,0,P Bender,17,1,105
4,0,C Stanley,6,0,37
2,0,M Kendrick,4,0,7
30,0,J Doege,45,2,237
3,0,G Loy,4,1,63
10,0,G Ragland,15,2,119
15,0,T Mangum,25,1,118
1,0,Z Wilson,2,0,12
14,1,J Tabary,21,0,121
4,1,C Orgeron,5,0,13
19,1,D Ridder,29,2,274
12,1,N Rourke,27,1,178
7,1,T Lazzaro,16,1,82
16,2,I Robinson,32,0,162
3,0,C Ferguson,4,0,21
15,1,K Carta Samuels,27,2,142
9,1,C Hill,17,1,115
14,0,B Davis,29,2,271
15,0,Q Harris,27,3,202
5,0,C Katrenick,12,1,54
6,0,N Ramadan,15,0,51
1,0,C Caldwell,6,0,0
23,1,D Francois,31,2,352
20,0,M Childers,41,2,215
19,1,D Ellington,29,0,285
20,0,J Wassink,25,3,234
1,0,T Marshall,6,0,29
2,0,T Oliver,2,1,28
13,1,T Lawrence,18,4,176
6,0,K Bryant,10,0,56
0,1,C Brice,2,0,0
20,1,D King,25,3,200
12,0,C Tune,23,2,186
1,0,I Ogbogu,1,0,0
14,0,G Cuiellette,35,0,157
5,0,J Christophe,8,1,121
32,2,P Ramsey,46,2,272
14,2,B Lewerke,25,2,213
1,0,C White,1,0,6
14,1,N Stanley,23,2,256
17,0,A Hornibrook,22,3,205
26,0,Z Noland,34,1,233
12,1,K Nelson,28,1,153
8,1,T Wilson,14,0,71
16,1,N Fitzgerald,32,0,145
16,1,S Calvert,39,1,222
0,0,D Stubbs,1,0,0
16,0,M Fine,27,2,185
7,0,A Nunez,14,1,133
3,0,L Lewis,4,0,10
7,0,K Anderson,11,1,104
