average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
26.000,,0,4,40,Akwasi Owusu Ansah
21.000,,0,2,22,Danieal Manning
42.000,,0,1,42,Johnny Knox
0.000,,0,0,0,Tim Jennings
21.000,,0,5,27,Stefan Logan
19.000,,0,3,22,Ellis Hobbs
8.000,,0,1,8,Mike Bell
30.000,,0,2,34,Jordy Nelson
29.000,,0,6,41,CJ Spiller
18.000,,0,1,18,Donald Jones
24.000,,0,4,34,Marc Mariani
53.000,,1,2,89,Antonio Brown
0.000,,0,0,8,Mewelde Moore
22.000,,0,2,22,Percy Harvin
18.000,,0,2,19,Clifton Smith
18.000,,0,4,43,Mike Goodson
17.000,,0,1,17,Jordan Pugh
18.000,,0,1,18,Micheal Spurlock
20.000,,0,3,21,Jacoby Ford
23.000,,0,5,30,Mardy Gilyard
11.000,,0,1,11,Perrish Cox
13.000,,0,1,13,Leon Washington
15.000,,0,1,15,Brad Smith
15.000,,0,1,15,Kyle Wilson
24.000,,0,5,31,Brandon Tate
18.000,,0,3,26,Darren Sproles
18.000,,0,6,29,Tiquan Underwood
22.000,,0,3,25,Devin Thomas
16.000,,0,1,16,Mike Sellers
14.000,,0,6,25,Steve Slaton
20.000,,0,2,20,Devin Moore
12.000,,0,2,18,Darius Reynaud
17.000,,0,3,20,Delanie Walker
12.000,,0,1,12,Moran Norris
27.000,,0,3,35,Courtney Roby
9.000,,0,1,9,Heath Evans
20.000,,0,2,23,Percy Harvin
28.000,,0,5,35,Stefan Logan
23.000,,0,6,32,Brandon Tate
0.000,,0,1,0,Ben Jarvus Green Ellis
37.000,,1,5,95,CJ Spiller
27.000,,0,3,39,Courtney Roby
25.000,,0,3,35,Eric Weems
6.000,,0,1,6,Ovie Mughelli
22.000,,0,3,31,Darius Reynaud
24.000,,0,3,45,Marc Mariani
19.000,,0,1,19,Javier Arenas
17.000,,0,1,17,Dexter McCluster
21.000,,0,3,30,Kyle Williams
20.000,,0,4,21,Micheal Spurlock
26.000,,0,2,37,Preston Parker
22.000,,0,3,25,Antonio Brown
17.000,,0,1,17,Mewelde Moore
22.000,,0,3,26,Mike Goodson
16.000,,0,1,16,Bernard Scott
21.000,,0,4,28,Jalen Parmele
23.000,,0,2,24,Josh Cribbs
24.000,,0,5,32,Steve Slaton
20.000,,0,3,29,Akwasi Owusu Ansah
22.000,,0,3,25,Tiquan Underwood
0.000,,0,1,0,Ernest Wilford
13.000,,0,1,13,Jorrick Calvin
46.000,,0,1,46,Ellis Hobbs
19.000,,0,3,26,Mardy Gilyard
28.000,,0,6,31,Devin Thomas
35.000,,1,5,102,LaRod Stephens Howling
27.000,,0,3,39,Jacoby Ford
24.000,,0,1,24,Rock Cartwright
63.000,,2,4,101,Leon Washington
25.000,,0,4,33,Darren Sproles
31.000,,0,1,31,Patrick Crayton
16.000,,0,1,16,Devin Moore
23.000,,0,6,30,Patrick Cobbs
37.000,,0,4,54,Brad Smith
23.000,,0,2,25,Johnny Knox
44.000,,0,1,44,Danieal Manning
24.000,,0,4,40,Jordy Nelson
0.000,,0,1,0,Donald Driver
25.000,,0,3,30,Eric Weems
6.000,,0,1,6,Josh Morgan
17.000,,0,1,17,Kyle Williams
22.000,,0,5,29,CJ Spiller
0.000,,0,1,0,Chris Ellis
28.000,,0,3,38,Brad Smith
21.000,,0,5,27,Josh Cribbs
10.000,,0,3,16,Bernard Scott
9.000,,0,1,9,Adam Jones
8.000,,0,1,8,Reggie Kelly
17.000,,0,7,24,Jordy Nelson
24.000,,0,4,30,Stefan Logan
31.000,,1,6,98,Marc Mariani
36.000,,0,4,65,Demaryius Thomas
21.000,,0,2,22,Mardy Gilyard
26.000,,0,3,30,Leon Washington
12.000,,0,1,12,Cameron Morrah
25.000,,0,2,29,Courtney Roby
28.000,,0,5,46,Mike Goodson
22.000,,0,2,25,Antonio Brown
21.000,,0,2,22,Jalen Parmele
13.000,,0,1,13,Tom Zbikowski
25.000,,0,5,39,Tiquan Underwood
25.000,,0,3,39,Justin Tryon
23.000,,0,2,33,Devin Moore
28.000,,0,3,64,Jacoby Ford
14.000,,0,1,14,Rock Cartwright
25.000,,0,2,30,Darren Sproles
17.000,,0,7,26,LaRod Stephens Howling
22.000,,0,2,24,Jorrick Calvin
23.000,,0,2,27,Ellis Hobbs
24.000,,0,1,24,Devin Thomas
0.000,,0,1,0,Byron Westbrook
22.000,,0,2,24,Darius Reynaud
19.000,,0,2,23,Danieal Manning
13.000,,0,1,13,Johnny Knox
27.000,,0,2,33,Nolan Carroll
51.000,,1,3,103,Brandon Tate
20.000,,0,7,30,CJ Spiller
27.000,,0,2,31,Donald Jones
36.000,,0,4,51,Deji Karim
16.000,,0,3,18,Bernard Scott
30.000,,0,1,30,Leon Hall
24.000,,0,1,24,Adam Jones
20.000,,0,4,24,Micheal Spurlock
21.000,,0,3,34,Josh Cribbs
7.000,,0,2,9,Jerome Harrison
22.000,,0,3,32,Eric Weems
105.000,,1,1,105,Stefan Logan
20.000,,0,4,22,Mardy Gilyard
18.000,,0,4,20,Keith Toston
8.000,,0,1,8,Larry Grant
20.000,,0,2,23,Kenny Moore
0.000,,0,1,0,Javarris James
23.000,,0,6,32,Dexter McCluster
16.000,,0,2,18,Brandon Banks
27.000,,0,1,27,Chad Simpson
6.000,,0,1,6,Byron Westbrook
16.000,,0,2,26,Pat Lee
17.000,,0,2,23,Jordy Nelson
0.000,,0,1,0,Maurice Simpkins
31.000,,0,2,32,Mike Goodson
17.000,,0,1,17,Eric Norwood
44.000,,0,3,62,Danieal Manning
20.000,,0,3,26,Josh Wilson
33.000,,0,1,33,Eddie Royal
21.000,,0,1,21,Demaryius Thomas
18.000,,0,6,25,Steve Slaton
0.000,,0,1,0,Earl Mitchell
26.000,,0,3,30,Darius Reynaud
54.000,,0,2,60,LaRod Stephens Howling
8.000,,0,1,8,Jason Wright
27.000,,0,4,32,Courtney Roby
23.000,,0,1,23,Ladell Betts
18.000,,0,5,25,Jacoby Ford
23.000,,0,4,32,Darren Sproles
22.000,,0,4,24,Akwasi Owusu Ansah
15.000,,0,1,15,Kevin Ogletree
36.000,,0,3,73,Marc Mariani
36.000,,0,5,61,Ted Ginn
22.000,,0,4,34,Ellis Hobbs
38.000,,0,1,38,Jorrick Calvin
40.000,,0,3,86,Brad Smith
14.000,,0,1,14,Dwight Lowery
25.000,,0,7,44,Percy Harvin
13.000,,0,2,21,Danieal Manning
25.000,,0,3,42,Leon Washington
0.000,,0,1,0,John Carlson
10.000,,0,1,10,Golden Tate
20.000,,0,4,28,Pat Lee
18.000,,0,1,18,Jordy Nelson
26.000,,0,5,37,Nolan Carroll
10.000,,0,1,10,Lousaka Polite
23.000,,0,2,24,Danny Amendola
23.000,,0,1,23,Mardy Gilyard
23.000,,0,5,31,Darren Sproles
19.000,,0,1,19,Brandon Tate
18.000,,0,2,21,Jalen Parmele
20.000,,0,1,20,Tom Zbikowski
16.000,,0,4,23,Darius Reynaud
41.000,,0,2,58,Stefan Logan
22.000,,0,1,22,Jerome Felton
0.000,,0,1,0,Tony Scheffler
1.000,,0,1,1,Jorrick Calvin
18.000,,0,1,18,Owen Schmitt
23.000,,0,3,29,Eric Weems
19.000,,0,2,21,Emmanuel Sanders
22.000,,0,2,24,Joe Haden
26.000,,0,1,26,Josh Cribbs
10.000,,0,1,10,Lawrence Vickers
17.000,,0,2,26,Vonta Leach
19.000,,0,2,24,Steve Slaton
30.000,,0,1,30,Jacoby Jones
22.000,,0,5,33,Javier Arenas
18.000,,0,1,18,Dexter McCluster
16.000,,0,5,22,Preston Parker
23.000,,0,1,23,Micheal Spurlock
8.000,,0,1,8,Courtney Roby
24.000,,0,2,27,Ted Ginn
13.000,,0,3,21,Jacoby Ford
0.000,,0,1,0,Michael Huff
26.000,,0,1,26,Brad Smith
44.000,,1,3,95,Percy Harvin
17.000,,0,4,24,Akwasi Owusu Ansah
10.000,,0,1,10,Chris Gronkowski
25.000,,0,5,44,Brandon Banks
32.000,,0,1,32,Chad Simpson
20.000,,0,3,27,Kenny Moore
18.000,,0,2,20,Justin Tryon
24.000,,0,7,34,Deji Karim
25.000,,0,2,27,Marc Mariani
28.000,,0,6,55,Eric Weems
22.000,,0,5,25,Bernard Scott
23.000,,0,2,29,Adam Jones
19.000,,0,4,26,Danieal Manning
21.000,,0,3,29,Brandon Banks
3.000,,0,1,3,Jared Cook
31.000,,0,2,41,Jorrick Calvin
22.000,,0,2,28,Javier Arenas
21.000,,0,5,35,Deji Karim
26.000,,0,2,29,Tiquan Underwood
18.000,,0,3,26,Patrick Cobbs
17.000,,0,2,22,Nolan Carroll
28.000,,0,5,48,Emmanuel Sanders
20.000,,0,4,26,Courtney Roby
22.000,,0,3,29,Josh Cribbs
26.000,,0,3,35,Micheal Spurlock
27.000,,0,1,27,Preston Parker
23.000,,0,6,36,Danny Amendola
21.000,,0,4,28,Mike Goodson
23.000,,0,2,24,Ted Ginn
25.000,,0,3,32,Jalen Parmele
19.000,,0,3,21,Josh Wilson
25.000,,0,3,29,CJ Spiller
22.000,,0,2,38,Leon Washington
35.000,,0,4,71,LaRod Stephens Howling
0.000,,0,1,0,Jason Wright
27.000,,0,5,39,Darren Sproles
22.000,,0,2,25,Brandon Tate
0.000,,0,1,0,Dane Fletcher
23.000,,0,1,23,Eric Decker
3.000,,0,1,3,Demaryius Thomas
20.000,,0,5,30,Pat Lee
27.000,,0,3,48,Percy Harvin
2.000,,0,1,2,Jasper Brinkley
0.000,,0,1,0,Jimmy Kennedy
23.000,,0,3,41,Akwasi Owusu Ansah
12.000,,0,2,18,Dez Bryant
13.000,,0,3,16,Darius Reynaud
19.000,,0,6,28,Bernard Scott
23.000,,0,3,40,Patrick Cobbs
20.000,,0,5,28,Akwasi Owusu Ansah
27.000,,0,1,27,Tashard Choice
19.000,,0,3,32,Deji Karim
24.000,,0,3,28,Stefan Logan
37.000,,0,1,37,Jerome Felton
35.000,,1,6,96,Brandon Banks
4.000,,0,1,4,Mike Sellers
23.000,,0,2,25,Javier Arenas
19.000,,0,3,22,CJ Spiller
22.000,,0,2,23,Danny Amendola
0.000,,0,1,0,Brit Miller
21.000,,0,5,29,Mike Goodson
30.000,,0,4,47,Brad Smith
5.000,,0,1,5,Jordy Nelson
22.000,,0,4,36,Ted Ginn
22.000,,0,5,29,Demaryius Thomas
25.000,,0,4,27,Darren Sproles
22.000,,0,7,36,Marc Mariani
23.000,,0,6,35,LaRod Stephens Howling
18.000,,0,2,21,Micheal Spurlock
27.000,,0,2,30,Sammie Stroughter
14.000,,0,4,18,Brandon Tate
15.000,,0,2,19,Percy Harvin
0.000,,0,0,0,Jimmy Kleinsasser
17.000,,0,1,17,Jacoby Ford
28.000,,0,4,45,Leon Washington
27.000,,0,3,39,Courtney Roby
32.000,,0,3,41,Emmanuel Sanders
20.000,,0,1,20,Isaac Redman
26.000,,0,3,27,Justin Tryon
12.000,,0,1,12,Eric Foster
24.000,,0,7,35,Jacoby Jones
23.000,,0,3,34,Eric Weems
52.000,,1,4,89,Micheal Spurlock
12.000,,0,1,12,Preston Parker
23.000,,0,3,27,Johnny Knox
15.000,,0,1,15,Danieal Manning
25.000,,0,2,36,Josh Cribbs
10.000,,0,1,10,Marcus Benard
9.000,,0,2,11,Dan Connolly
2.000,,0,2,4,Sammy Morris
5.000,,0,1,5,Alge Crumpler
28.000,,0,1,28,Brandon Tate
28.000,,0,4,35,Stefan Logan
27.000,,0,4,33,Brad Smith
10.000,,0,1,10,John Conner
28.000,,0,3,32,Jordan Pugh
15.000,,0,2,27,Mike Goodson
21.000,,0,1,21,Courtney Roby
22.000,,0,2,23,David Reed
25.000,,0,1,25,Jalen Parmele
19.000,,0,3,23,Nolan Carroll
24.000,,0,5,27,Jacoby Jones
28.000,,0,4,34,Darren Sproles
1.000,,0,1,1,Jacob Hester
17.000,,0,5,22,Percy Harvin
33.000,,1,6,96,LaRod Stephens Howling
22.000,,0,5,57,Leon Washington
10.000,,0,2,14,Cameron Morrah
3.000,,0,1,3,Anthony McCoy
17.000,,0,1,17,Will Blackmon
30.000,,0,2,30,Jorrick Calvin
14.000,,0,1,14,Dimitri Patterson
0.000,,0,1,0,Owen Schmitt
19.000,,0,3,21,Cornelius Brown
0.000,,0,1,0,Javarris James
39.000,,1,4,94,Jacoby Ford
14.000,,0,1,14,Rock Cartwright
19.000,,0,5,26,Javier Arenas
9.000,,0,1,9,Terrance Copper
49.000,,0,1,49,Sam Shields
3.000,,0,1,3,Matt Wilhelm
27.000,,0,5,34,Bryan McCann
11.000,,0,1,11,Scott Chandler
22.000,,0,1,22,Tashard Choice
22.000,,0,6,46,Bernard Scott
22.000,,0,4,30,Emmanuel Sanders
33.000,,0,1,33,Eric Weems
21.000,,0,3,31,David Reed
20.000,,0,2,27,Leodis McKelvin
20.000,,0,2,22,Stefan Logan
50.000,,0,2,68,Devin Hester
32.000,,0,1,32,Rashied Davis
25.000,,0,6,33,Percy Harvin
25.000,,0,2,32,Joe Haden
11.000,,0,1,11,Mike Bell
11.000,,0,1,11,Josh Cribbs
23.000,,0,3,31,Brad Smith
12.000,,0,1,12,Dwight Lowery
22.000,,0,2,23,Cornelius Brown
31.000,,0,4,38,Bernard Scott
30.000,,0,2,38,Nolan Carroll
23.000,,0,4,27,Marc Mariani
15.000,,0,4,21,Micheal Spurlock
22.000,,0,3,26,Jordan Pugh
17.000,,0,2,18,David Gettis
25.000,,0,4,28,Deji Karim
20.000,,0,2,22,Jacoby Jones
34.000,,0,2,38,Demaryius Thomas
22.000,,0,5,35,Javier Arenas
18.000,,0,1,18,Verran Tucker
21.000,,0,6,42,Will Blackmon
21.000,,0,4,26,Dez Bryant
21.000,,0,1,21,Bryan McCann
24.000,,0,5,27,Steve Breaston
26.000,,0,2,52,LaRod Stephens Howling
22.000,,0,1,22,Leon Washington
14.000,,0,3,15,Ted Ginn
15.000,,0,5,25,Danny Amendola
26.000,,0,6,34,Emmanuel Sanders
20.000,,0,1,20,Isaac Redman
22.000,,0,3,35,Brandon Tate
7.000,,0,1,7,Alge Crumpler
26.000,,0,6,38,Brandon Banks
11.000,,0,1,11,Mike Sellers
16.000,,0,4,24,Jorrick Calvin
32.000,,0,3,46,Nolan Carroll
10.000,,0,1,10,Rashied Davis
21.000,,0,4,30,Bernard Scott
26.000,,0,3,32,Andre Caldwell
19.000,,0,3,29,Leodis McKelvin
12.000,,0,1,12,Donald Jones
27.000,,0,2,38,Bryan McCann
15.000,,0,1,15,Dez Bryant
12.000,,0,1,12,Tashard Choice
23.000,,0,4,40,Stefan Logan
21.000,,0,6,39,Brad Smith
14.000,,0,6,23,Jacoby Jones
5.000,,0,1,5,Vonta Leach
20.000,,0,2,21,Isaac Redman
18.000,,0,4,25,Jacoby Ford
10.000,,0,1,10,Nick Miller
21.000,,0,3,26,Devin Thomas
64.000,,0,1,64,Captain Munnerlyn
45.000,,0,3,84,David Reed
25.000,,0,1,25,Jalen Parmele
17.000,,0,5,25,Tiquan Underwood
15.000,,0,3,20,Clifton Smith
27.000,,0,3,30,Marc Mariani
24.000,,0,5,34,Brandon Banks
20.000,,0,3,24,Steve Breaston
20.000,,0,1,20,Andre Roberts
17.000,,0,4,25,Percy Harvin
4.000,,0,2,5,Jeff Dugan
8.000,,0,1,8,John Kuhn
22.000,,0,1,22,Sam Shields
25.000,,0,1,25,Courtney Roby
24.000,,0,3,28,Leon Washington
13.000,,0,1,13,Cameron Morrah
18.000,,0,7,24,Danny Amendola
30.000,,0,4,55,Eric Weems
23.000,,0,3,30,Ted Ginn
12.000,,0,1,12,Tony Wragge
14.000,,0,1,14,Micheal Spurlock
23.000,,0,3,32,Brandon Tate
0.000,,0,1,0,Alge Crumpler
21.000,,0,1,21,Sammy Morris
15.000,,0,5,26,Brandon James
16.000,,0,1,16,Javarris James
6.000,,0,2,11,Ellis Hobbs
20.000,,0,1,20,Eldra Buckley
15.000,,0,6,27,Will Blackmon
25.000,,0,2,25,Darren Sproles
14.000,,0,3,19,Spencer Larsen
16.000,,0,3,19,Demaryius Thomas
27.000,,0,7,42,Stefan Logan
17.000,,0,4,26,Brandon Tate
16.000,,0,3,20,Bryan McCann
30.000,,0,2,31,Dez Bryant
22.000,,0,1,22,Courtney Roby
40.000,,1,3,89,Brad Smith
7.000,,0,1,7,Kyle Wilson
19.000,,0,5,33,Bernard Scott
31.000,,0,3,40,Eric Weems
21.000,,0,4,37,Sam Shields
26.000,,0,5,49,Leodis McKelvin
20.000,,0,4,25,Emmanuel Sanders
7.000,,0,1,7,Mewelde Moore
26.000,,0,3,46,Devin Hester
29.000,,0,3,44,Danieal Manning
24.000,,0,6,29,Jorrick Calvin
22.000,,0,4,29,Josh Cribbs
23.000,,0,2,26,Clifton Smith
16.000,,0,5,21,David Gettis
22.000,,0,4,35,DJ Ware
22.000,,0,6,29,Deji Karim
30.000,,0,4,65,Brandon Banks
19.000,,0,4,26,Percy Harvin
25.000,,0,2,30,David Reed
14.000,,0,1,14,Chris Carr
30.000,,0,2,37,Micheal Spurlock
22.000,,0,1,22,Steve Slaton
23.000,,0,4,27,Marc Mariani
15.000,,0,5,23,Leon Washington
8.000,,0,1,8,Justin Forsett
30.000,,0,1,30,Cameron Morrah
17.000,,0,1,17,Terrance Copper
15.000,,0,1,15,Verran Tucker
29.000,,1,7,101,Jacoby Ford
7.000,,0,1,7,Marcel Reece
15.000,,0,1,15,Patrick Cobbs
0.000,,0,1,0,Lousaka Polite
18.000,,0,4,21,Eddie Royal
24.000,,0,1,24,Perrish Cox
29.000,,0,3,39,Danny Amendola
16.000,,0,9,24,Brandon James
29.000,,0,3,31,Darren Sproles
26.000,,0,4,30,LaRod Stephens Howling
13.000,,0,2,15,Stephen Spach
31.000,,0,2,41,Ted Ginn
23.000,,0,4,31,Jorrick Calvin
19.000,,0,1,19,Clay Harbor
16.000,,0,6,21,Steve Slaton
33.000,,0,5,47,Bernard Scott
14.000,,0,1,14,Quan Cosby
20.000,,0,4,25,Courtney Roby
12.000,,0,3,13,Heath Evans
38.000,,0,3,60,Stefan Logan
18.000,,0,3,21,Devin Hester
22.000,,0,2,26,Danieal Manning
19.000,,0,3,31,Sam Shields
12.000,,0,2,17,James Starks
16.000,,0,5,32,Ted Ginn
9.000,,0,2,11,Derek Walker
18.000,,0,2,19,Marc Mariani
24.000,,0,3,31,Deji Karim
20.000,,0,3,28,Dexter McCluster
21.000,,0,2,26,Eric Decker
7.000,,0,1,7,Perrish Cox
24.000,,0,2,31,Nolan Carroll
25.000,,0,2,27,Josh Cribbs
0.000,,0,1,0,Marcus Benard
30.000,,0,1,30,Joe Webb
25.000,,0,1,25,Albert Young
7.000,,0,3,11,Leodis McKelvin
18.000,,0,3,23,CJ Spiller
26.000,,0,2,37,DJ Ware
19.000,,0,2,27,Brandon Banks
13.000,,0,2,15,Chris Wilson
15.000,,0,1,15,Terrence Austin
11.000,,0,1,11,Mike Sellers
23.000,,0,5,38,Micheal Spurlock
40.000,,1,4,102,Eric Weems
18.000,,0,1,18,Brian Finneran
25.000,,0,2,31,Darren Sproles
11.000,,0,1,11,Jacob Hester
17.000,,0,3,23,Jacoby Ford
28.000,,0,1,28,Rock Cartwright
15.000,,0,3,22,Leon Washington
26.000,,0,3,40,Mike Goodson
28.000,,0,1,28,David Gettis
11.000,,0,1,11,Jeff King
12.000,,0,1,12,Tyrell Sutton
24.000,,0,6,33,LaRod Stephens Howling
26.000,,0,3,32,Danny Amendola
19.000,,0,4,30,Justin Tryon
35.000,,0,3,43,Dez Bryant
18.000,,0,2,21,Bryan McCann
18.000,,0,4,27,David Reed
21.000,,0,2,21,Brandon Tate
20.000,,0,7,29,Brad Smith
18.000,,0,1,18,John Conner
24.000,,0,7,35,Marc Mariani
14.000,,0,2,17,Justin Tryon
17.000,,0,2,18,Donald Jones
18.000,,0,1,18,CJ Spiller
13.000,,0,3,31,Mike Bell
5.000,,0,1,5,Chris Gocong
31.000,,0,4,40,Danieal Manning
37.000,,0,2,61,Devin Hester
-2.000,,0,1,-2,Rashied Davis
18.000,,0,1,18,Sammy Morris
27.000,,0,2,35,Stefan Logan
23.000,,0,2,31,Sam Shields
20.000,,0,2,24,Antonio Brown
15.000,,0,5,32,Bernard Scott
22.000,,0,2,23,Brandon Banks
14.000,,0,2,18,Mike Sellers
0.000,,0,1,0,Chris Wilson
19.000,,0,2,20,Micheal Spurlock
4.000,,0,1,4,Preston Parker
17.000,,0,5,23,Mike Goodson
19.000,,0,1,19,Jordan Pugh
23.000,,0,1,23,Eric Weems
35.000,,0,4,65,Deji Karim
22.000,,0,1,22,Zach Miller
17.000,,0,5,27,Jacoby Ford
20.000,,0,3,25,Ted Ginn
0.000,,0,1,0,Michael Crabtree
31.000,,1,7,92,Leon Washington
23.000,,0,3,26,Courtney Roby
22.000,,0,6,28,Danny Amendola
31.000,,0,3,45,Brad Smith
25.000,,0,3,27,Nolan Carroll
27.000,,0,3,33,LaRod Stephens Howling
30.000,,0,7,51,Eric Decker
23.000,,0,2,30,Perrish Cox
15.000,,0,1,15,Lance Ball
27.000,,0,1,27,Darren Sproles
20.000,,0,3,28,Dexter McCluster
20.000,,0,2,24,Verran Tucker
20.000,,0,4,31,Kevin Ogletree
13.000,,0,1,13,Chris Gronkowski
21.000,,0,4,26,Jorrick Calvin
21.000,,0,1,21,Chad Hall
25.000,,0,1,25,Sherrick McManis
16.000,,0,1,16,Steve Slaton
38.000,,1,6,103,David Reed
30.000,,0,4,49,Lorenzo Booker
19.000,,0,1,19,DJ Ware
18.000,,0,2,23,Darren Sproles
16.000,,0,7,22,Ted Ginn
24.000,,0,3,31,Bernard Scott
17.000,,0,5,19,Josh Cribbs
5.000,,0,1,5,Marcus Benard
22.000,,0,4,38,Bryan McCann
19.000,,0,5,24,Brandon Banks
30.000,,0,3,34,Marc Mariani
2.000,,0,1,2,Justin Gage
22.000,,0,4,50,Steve Slaton
17.000,,0,3,19,Dominic Rhodes
41.000,,1,1,41,Tyjuan Hagler
26.000,,0,5,33,Deji Karim
30.000,,0,1,30,Jason Hill
15.000,,0,1,15,Zach Potter
24.000,,0,6,30,Danny Amendola
15.000,,0,4,25,Dexter McCluster
22.000,,0,3,30,Nolan Carroll
14.000,,0,1,14,CJ Spiller
17.000,,0,3,23,Micheal Spurlock
25.000,,0,1,25,Sammie Stroughter
19.000,,0,4,29,Stefan Logan
4.000,,0,1,4,Andre Fluellen
8.000,,0,1,8,Turk McBride
17.000,,0,2,20,Mike Goodson
25.000,,0,4,34,LaRod Stephens Howling
36.000,,0,2,47,Andre Roberts
26.000,,0,3,38,Jalen Parmele
18.000,,0,1,18,David Reed
22.000,,0,5,32,Pierre Thomas
32.000,,0,1,32,Reggie Bush
22.000,,0,5,26,DJ Ware
16.000,,0,5,22,Jorrick Calvin
12.000,,0,1,12,Brent Celek
0.000,,0,0,9,Riley Cooper
19.000,,0,4,23,Leon Washington
46.000,,0,1,46,Eric Weems
14.000,,0,4,24,Antonio Brown
15.000,,0,1,15,Mewelde Moore
46.000,,1,3,97,Brad Smith
-6.000,,0,1,-6,Antonio Cromartie
11.000,,0,1,11,Robert Turner
20.000,,0,5,26,Jacoby Ford
9.000,,0,1,9,Rock Cartwright
27.000,,0,1,27,Nick Miller
21.000,,0,7,26,Eric Decker
18.000,,0,1,18,Lance Ball
3.000,,0,2,4,Alge Crumpler
71.000,,0,1,71,Dan Connolly
20.000,,0,1,20,Brandon Tate
21.000,,0,6,45,Sam Shields
19.000,,0,8,49,Lorenzo Booker
24.000,,0,2,30,Danieal Manning
79.000,,0,1,79,Devin Hester
22.000,,0,2,27,Antonio Brown
22.000,,0,6,36,Mike Goodson
21.000,,0,5,32,Andre Roberts
20.000,,0,3,25,Bryan McCann
9.000,,0,1,9,Terence Newman
16.000,,0,5,22,CJ Spiller
15.000,,0,2,16,Naaman Roosevelt
23.000,,0,1,23,Sammy Morris
16.000,,0,1,16,Brandon Tate
15.000,,0,2,16,Rashied Davis
15.000,,0,2,26,Danieal Manning
2.000,,0,1,2,Kellen Davis
40.000,,0,1,40,Devin Hester
11.000,,0,1,11,Johnny Knox
20.000,,0,3,28,Joe McKnight
22.000,,0,3,28,Brad Smith
25.000,,0,5,37,Josh Cribbs
15.000,,0,1,15,Jalen Parmele
0.000,,0,0,0,Haruki Nakamura
16.000,,0,3,26,Dexter McCluster
19.000,,0,5,38,Marc Mariani
10.000,,0,2,15,Ahmard Hall
35.000,,0,5,84,Danny Amendola
16.000,,0,6,20,Ted Ginn
17.000,,0,3,29,Patrick Cobbs
15.000,,0,2,18,Nolan Carroll
9.000,,0,2,13,Stefan Logan
0.000,,0,1,0,Vinny Ciurciu
33.000,,0,3,79,Micheal Spurlock
18.000,,0,7,32,Leon Washington
16.000,,0,4,21,Deji Karim
5.000,,0,1,5,Brock Bolen
22.000,,0,3,32,Brandon Banks
37.000,,1,5,99,Jacoby Ford
24.000,,0,5,27,Dominic Rhodes
22.000,,0,1,22,Perrish Cox
25.000,,0,1,25,Eric Decker
21.000,,0,3,22,Steve Slaton
15.000,,0,4,23,Sam Shields
19.000,,0,7,31,DJ Ware
14.000,,0,1,14,Hakeem Nicks
24.000,,0,3,27,Bernard Scott
12.000,,0,1,12,Quan Cosby
22.000,,0,5,45,Darren Sproles
13.000,,0,1,13,Jacob Hester
13.000,,0,2,18,Eric Weems
