defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Kam Chancellor,0.000,0,3.000,8
,,0,0,,0,0,Bobby Wagner,0.000,0,8.000,6
,,0,0,,0,1,Byron Maxwell,0.000,0,1.000,4
,,0,0,,0,0,Earl Thomas,0.000,0,1.000,4
,,0,0,,0,0,KJ Wright,0.000,0,3.000,4
,,0,0,,0,0,Jeremy Lane,0.000,0,1.000,3
,,0,0,,0,0,Cliff Avril,1.000,0,0.000,2
,,1,0,,0,0,Michael Bennett,1.000,0,0.000,1
,,0,0,,0,0,Bruce Irvin,0.000,0,1.000,1
,,0,0,,0,0,Tony McDaniel,0.000,1,2.000,1
,,0,0,,0,0,O Brien,1.000,0,1.000,1
,,0,0,,0,0,Kevin Williams,0.000,0,0.000,1
,,0,0,,0,0,Marcus Burley,0.000,0,1.000,0
,,0,0,,0,0,Malcolm Smith,0.000,0,1.000,0
,,0,0,,0,0,Morgan Burnett,0.000,0,3.000,5
,,0,0,,0,0,AJ Hawk,0.000,0,4.000,4
,,0,0,,0,0,Datone Jones,0.000,0,1.000,4
,,1,0,,0,0,Clay Matthews,0.000,0,0.000,4
,,0,0,,0,0,Ha Ha Clinton Dix,1.000,0,2.000,3
,,0,0,,0,0,Mike Daniels,0.000,0,3.000,3
,,0,0,,0,0,Micah Hyde,0.000,0,2.000,3
,,0,0,,0,0,Julius Peppers,0.000,0,1.000,3
,,0,0,,0,0,Tramon Williams,0.000,0,1.000,3
,,0,0,,0,0,Mike Neal,0.000,0,2.000,2
,,0,0,,0,0,Sam Shields,0.000,0,0.000,2
,,0,0,,0,0,Casey Hayward,0.000,0,2.000,1
,,0,0,,0,0,Brad Jones,0.000,0,3.000,1
,,0,0,,0,0,Nick Perry,0.000,0,1.000,0
,,0,0,,0,0,Ryan Mundy,0.000,0,1.000,6
,,0,0,,0,1,Chris Conte,0.000,0,1.000,5
,,0,0,,0,0,Jeremiah Ratliff,0.000,0,1.000,4
,,0,0,,0,0,Charles Tillman,0.000,0,0.000,4
,,0,0,,0,0,Jon Bostic,0.000,0,0.000,3
,,0,0,,0,0,Kyle Fuller,0.000,0,2.000,3
,,0,0,,0,0,Stephen Paea,0.000,0,0.000,3
,,0,0,,0,0,Willie Young,1.000,0,1.000,3
,,0,0,,0,0,Lance Briggs,0.000,0,1.000,2
,,0,0,,0,0,Tim Jennings,0.000,0,2.000,2
,,0,0,,0,0,Jared Allen,0.000,0,0.000,1
,,0,0,,0,0,Lamarr Houston,0.000,0,0.000,1
,,0,0,,0,0,Shea McClellin,0.000,0,1.000,1
,,0,0,,0,0,Danny McCray,0.000,0,0.000,1
,,0,0,,0,0,Will Sutton,0.000,0,0.000,1
,,1,0,,0,0,Leodis McKelvin,0.000,0,0.000,13
,,0,0,,0,0,Preston Brown,0.000,0,2.000,5
,,0,0,,0,0,Duke Williams,0.000,0,0.000,4
,,0,0,,0,1,Corey Graham,0.000,0,0.000,3
,,0,0,,0,0,Keith Rivers,0.000,0,1.000,3
,,0,0,,0,0,DaNorris Searcy,0.000,0,1.000,3
,,0,0,,0,0,Mario Williams,1.000,0,0.000,2
,,0,0,,0,0,Marcell Dareus,0.000,0,2.000,2
,,0,0,,0,0,Ty Powell,0.000,0,0.000,2
,,0,0,,0,0,Brandon Spikes,1.000,0,4.000,2
,,0,0,,0,0,Aaron Williams,0.000,0,1.000,2
,,0,0,,0,0,Jarius Wynn,0.000,0,0.000,2
,,0,0,,0,0,Ron Brooks,0.000,0,0.000,1
,,0,0,,0,0,Manny Lawson,0.000,0,0.000,1
,,0,0,,0,0,Stefan Charles,0.000,0,1.000,0
,,0,0,,0,0,Jerry Hughes,0.000,0,1.000,0
,,0,0,,0,1,Kyle Williams,0.000,0,1.000,0
,,0,0,,0,0,Brandon Marshall,0.000,0,2.000,7
,,0,0,,0,0,Bradley Roby,0.000,0,0.000,7
,,1,0,,0,0,Quinton Carter,0.000,0,1.000,4
,,0,0,,0,0,Nate Irving,1.000,0,1.000,4
,,0,0,,0,0,Aqib Talib,0.000,0,0.000,4
,,0,0,,0,0,Chris Harris,0.000,0,0.000,3
,,0,0,,0,2,Rahim Moore,0.000,0,0.000,3
,,0,0,,0,0,Tony Carter,0.000,0,0.000,2
,,0,0,,0,0,TJ Ward,0.000,0,1.000,2
,,0,0,,0,0,Sylvester Williams,0.000,0,1.000,2
,,0,0,,0,0,Malik Jackson,0.500,0,1.000,1
,,0,0,,0,0,Lerentee McCray,0.000,0,0.000,1
,,0,0,,0,0,Von Miller,0.000,0,0.000,1
,,0,0,,0,0,DeMarcus Ware,1.500,0,1.000,1
,,0,0,,0,0,Derek Wolfe,0.000,0,1.000,1
,,0,0,,0,0,Steven Johnson,0.000,0,1.000,0
,,0,0,,0,0,Terrance Knighton,0.000,0,2.000,0
,,0,0,,0,0,LaRon Landry,0.000,0,1.000,7
,,0,0,,0,0,Mike Adams,0.000,0,2.000,4
,,0,0,,0,0,Darius Butler,0.000,0,0.000,4
,,1,0,,0,0,Jerrell Freeman,0.000,0,3.000,4
,,0,0,,0,0,Arthur Jones,0.000,0,0.000,4
,,0,0,,0,0,Greg Toler,0.000,0,0.000,4
,,0,0,,0,0,D Qwell Jackson,0.000,0,2.000,3
