kickoff return yards, kickoff returns, longest kickoff return, name
65,2,37,M Stovall
44,2,23,J Taylor
32,1,32,J Thomas
23,1,23,F Swain
21,1,21,K Toney
0,1,0,M Matus
118,4,47,J Parker
25,1,25,K Price
26,1,26,B Denley
20,1,20,J Harris Jr
14,1,14,C Mitchell
37,3,19,J Johnson
32,2,18,J Robinson
24,1,24,J Cofield
30,1,30,T Overton
11,1,11,J Bourassa
16,1,16,D Smith
32,2,20,D Milne
0,1,0,J Nurse
25,1,25,M Williams
34,2,18,A Rey
32,2,20,G Webb
28,1,28,T Tucker
12,1,12,D Felton
50,2,32,J Ngata
8,1,8,L Dixon
26,2,16,A Brown
14,1,14,J Thomas
38,2,21,K Lewis
109,5,30,D McDonald
24,1,24,D Holmes
14,1,14,D Williams
77,3,37,M Morris
32,2,23,J Lorick
47,1,47,P Strong Jr
23,2,23,C Johnson
60,2,34,Z Zigler
76,3,30,W Fairman
29,1,29,A Jones
21,1,21,A Maloney
4,1,4,N Maxwell
19,1,19,J Corbin
61,3,25,J Sheread
138,3,98,M Mitchell
16,1,23,S Thomas V
87,5,31,G LaFrance
22,1,22,C Richmond
20,2,13,C Kershner
45,1,45,A McAllister
16,1,16,I Finger
202,6,99,D Harper
14,1,14,B Walters
33,2,17,A Trammell
32,1,32,K Nixon
61,3,25,A Hawkins
51,2,28,J Nailor
48,2,29,K Stokes
31,1,22,J Johnson
8,1,8,A Anderson
24,1,24,K Moore
25,2,16,R Moore
11,1,11,D Pittman
102,4,37,C Flemings
30,1,30,J Irish
35,2,20,L Brown
29,1,29,C Hubbard
51,2,28,T Avery
125,4,55,I Rodgers
15,1,15,K Horn
39,2,22,B Sanders
19,1,21,B Nichols
10,1,10,C Carter
23,1,23,A Cruickshank
23,1,23,C Beal Smith
23,1,23,K Walker III
18,1,18,S Scarver
53,2,30,W Gruber
109,5,37,M Murray
12,1,12,A Switzer
133,3,98,C Sanders
13,1,13,T Lavine
80,4,32,Q Holmes
16,1,16,D Warren
23,1,23,M Dunner
12,1,12,M Hurt Jr
104,4,33,D Ellis
21,1,21,C Gest
19,1,19,J Lovett
16,1,16,J Fleeks
16,1,16,X Gipson
55,3,20,T Levy
45,2,29,T Robinson
18,1,18,D McClease
20,1,20,J Hightower
17,1,17,K Helton
44,2,24,A Davis
25,1,25,T Thomas
20,1,20,J Perryman
18,1,18,R Whalley
16,1,16,K Tyler
