average punt yards, longest punt, name, punts, punts inside the twenty
40.700,54,Daniel Sepulveda,7,4
42.400,56,Craig Hentrich,5,2
31.000,44,Michael Koenen,4,1
38.800,50,Brandon Fields,5,1
29.000,56,Sam Koch,2,1
47.400,61,Dustin Colquitt,5,2
19.300,61,Jason Baker,4,0
34.500,49,Sav Rocca,4,2
37.300,55,Kevin Huber,7,5
36.400,56,Brett Kern,8,3
31.200,53,Dave Zastudil,5,2
24.200,51,Chris Kluwe,6,0
38.300,51,Matt Turk,6,1
41.000,46,Steve Weatherford,4,2
44.000,45,Pat McAfee,2,2
36.800,57,Adam Podlesh,5,2
20.500,54,Thomas Morstead,2,0
39.600,55,Nick Harris,5,2
40.400,48,Dirk Johnson,5,2
43.000,63,Mat McBriar,4,2
45.200,64,Ben Graham,6,1
42.300,64,Andy Lee,8,2
47.000,48,Jeff Feagles,1,0
34.600,49,Hunter Smith,5,1
40.400,70,Jon Ryan,5,2
44.800,61,Donnie Jones,8,2
35.500,58,Jeremy Kapinos,6,1
46.000,51,Brad Maynard,4,2
37.000,42,Chris Hanson,1,0
37.500,55,Brian Moorman,4,2
41.300,55,Shane Lechler,4,2
45.800,65,Mike Scifres,5,1
44.000,57,Michael Koenen,3,1
25.500,51,Jason Baker,1,0
32.000,44,Nick Harris,4,1
40.300,48,Chris Kluwe,4,1
24.200,53,Jeremy Kapinos,6,1
41.300,61,Kevin Huber,4,2
45.300,61,Adam Podlesh,4,1
36.000,53,Ben Graham,3,1
39.600,55,Dustin Colquitt,5,2
45.900,70,Shane Lechler,7,1
37.200,48,Steve Weatherford,5,1
29.300,45,Chris Hanson,6,2
41.600,61,Sav Rocca,5,0
50.300,60,Thomas Morstead,3,1
46.300,60,Craig Hentrich,4,1
40.000,40,Rob Bironas,1,0
44.300,62,Matt Turk,6,1
41.500,52,Hunter Smith,2,0
34.500,46,Donnie Jones,4,1
40.200,55,Andy Lee,6,1
47.100,67,Jon Ryan,7,1
39.000,57,Brian Moorman,3,0
37.800,63,Dirk Johnson,6,3
39.800,52,Brad Maynard,6,1
49.700,58,Daniel Sepulveda,3,1
42.500,57,Brett Kern,2,1
40.300,56,Dave Zastudil,6,3
37.500,41,Mike Scifres,2,1
41.500,44,Sam Koch,4,3
43.500,59,Mat McBriar,4,1
36.400,49,Jeff Feagles,5,3
42.000,44,Brandon Fields,1,1
39.000,56,Pat McAfee,3,0
37.500,48,Sam Koch,4,2
41.400,60,Dave Zastudil,5,2
36.800,54,Kevin Huber,5,1
34.000,51,Daniel Sepulveda,2,1
38.500,48,Nick Harris,6,3
45.400,58,Hunter Smith,5,4
37.800,50,Matt Turk,4,1
31.000,38,Adam Podlesh,3,1
39.500,60,Chris Kluwe,6,2
40.800,57,Andy Lee,9,2
43.500,51,Chris Hanson,2,0
34.200,48,Michael Koenen,5,1
36.000,53,Sav Rocca,3,1
44.700,64,Dustin Colquitt,9,3
46.300,62,Donnie Jones,4,3
44.300,54,Jeremy Kapinos,4,3
37.900,58,Dirk Johnson,7,0
39.800,56,Jeff Feagles,4,2
40.200,58,Brian Moorman,9,1
42.800,49,Thomas Morstead,5,1
49.500,61,Jon Ryan,2,0
40.500,66,Brad Maynard,4,2
36.400,58,Steve Weatherford,9,1
30.300,50,Reggie Hodges,7,0
42.300,53,Shane Lechler,4,1
27.000,48,Brett Kern,2,0
38.000,49,Mike Scifres,2,1
40.800,55,Brandon Fields,4,1
42.200,59,Ben Graham,6,3
38.800,46,Pat McAfee,4,0
37.000,52,Mat McBriar,5,5
39.700,56,Jason Baker,6,1
38.000,48,Brad Maynard,4,4
26.200,46,Nick Harris,5,0
37.300,58,Dave Zastudil,9,4
31.800,57,Kevin Huber,9,2
36.300,40,Matt Turk,7,2
45.900,67,Shane Lechler,8,3
30.500,42,Pat McAfee,2,0
36.000,57,Jon Ryan,5,1
27.700,49,Adam Podlesh,3,1
34.600,49,Reggie Hodges,5,0
45.700,59,Dustin Colquitt,7,2
35.500,48,Jeff Feagles,4,2
25.000,40,Chris Hanson,3,1
42.000,57,Sam Koch,3,2
25.300,32,Shaun Suisham,3,1
42.000,47,Hunter Smith,1,0
40.600,51,Dirk Johnson,5,1
30.400,53,Brandon Fields,5,2
39.400,61,Brian Moorman,5,0
38.000,43,Thomas Morstead,5,2
35.000,56,Steve Weatherford,6,2
41.700,62,Brett Kern,6,2
41.700,60,Mat McBriar,6,3
39.400,49,Andy Lee,7,5
40.800,56,Donnie Jones,8,0
42.000,55,Daniel Sepulveda,2,1
43.800,63,Mike Scifres,6,4
42.400,50,Chris Kluwe,5,4
30.000,51,Jeremy Kapinos,2,0
37.700,60,Sam Koch,6,2
39.800,50,Kevin Huber,4,1
43.000,66,Brian Moorman,7,0
42.100,57,Dave Zastudil,9,7
44.000,52,Jason Baker,4,2
35.600,57,Glenn Pakulak,5,1
41.700,49,Nick Harris,3,2
43.300,51,Daniel Sepulveda,4,1
41.300,57,Dustin Colquitt,8,4
41.500,52,Mat McBriar,4,2
31.300,33,Jeff Feagles,3,3
44.700,59,Shane Lechler,7,3
43.400,56,Sav Rocca,5,1
39.300,51,Dirk Johnson,4,1
45.300,56,Donnie Jones,3,1
48.500,57,Chris Kluwe,2,2
40.200,51,Andy Lee,5,1
40.000,48,Michael Koenen,4,1
36.600,59,Ben Graham,7,3
39.600,49,Matt Turk,5,2
37.800,64,Brett Kern,5,2
42.400,49,Chris Hanson,5,2
44.700,54,Jon Ryan,3,2
45.500,54,Adam Podlesh,8,2
36.500,38,Reggie Hodges,4,1
40.500,59,Pat McAfee,4,2
42.500,54,Brandon Fields,4,1
37.500,57,Steve Weatherford,4,0
41.100,58,Kevin Huber,7,1
27.000,40,Matt Turk,5,2
41.000,41,Jeremy Kapinos,2,1
30.000,52,Nick Harris,5,1
28.500,48,Adam Podlesh,4,1
39.800,55,Donnie Jones,6,1
43.400,52,Chris Kluwe,5,3
38.100,54,Sam Koch,7,0
27.300,58,Thomas Morstead,4,0
41.500,59,Jeff Feagles,4,0
22.500,50,Daniel Sepulveda,2,0
38.800,52,Dave Zastudil,5,3
27.300,46,Dirk Johnson,4,1
38.700,46,Jason Baker,3,2
31.800,47,Glenn Pakulak,8,3
33.400,50,Dustin Colquitt,7,3
42.100,59,Shane Lechler,7,2
40.000,58,Sav Rocca,8,3
37.000,62,Jon Ryan,8,2
37.800,54,Ben Graham,6,4
36.000,36,Chris Hanson,1,1
28.200,41,Reggie Hodges,6,0
37.800,49,Steve Weatherford,5,1
41.600,51,Brian Moorman,8,4
36.600,61,Michael Koenen,5,0
32.800,46,Brad Maynard,4,3
24.700,57,Mike Scifres,3,0
15.500,50,Brett Kern,4,1
36.000,36,Kevin Huber,1,0
32.300,45,Brad Maynard,3,0
44.800,56,Dave Zastudil,4,4
29.000,45,Jeremy Kapinos,2,0
40.000,45,Daniel Sepulveda,6,2
39.000,54,Chris Kluwe,6,1
37.200,45,Matt Turk,5,4
43.000,52,Andy Lee,5,0
33.800,53,Dustin Colquitt,5,3
44.800,63,Mike Scifres,4,2
41.000,51,Donnie Jones,5,4
37.800,53,Pat McAfee,4,2
31.400,51,Dirk Johnson,9,2
29.200,53,Chris Hanson,6,0
39.000,49,Jason Baker,6,2
43.500,55,Brian Moorman,8,4
52.200,61,Shane Lechler,5,2
44.300,49,Steve Weatherford,3,3
42.800,55,Brandon Fields,6,2
37.000,53,Thomas Morstead,3,0
42.000,53,Mat McBriar,3,2
30.800,53,Michael Koenen,5,1
34.300,44,Jeff Feagles,7,3
40.900,52,Ben Graham,8,4
35.700,57,Hunter Smith,7,4
33.300,49,Sav Rocca,8,4
38.000,51,Sam Koch,4,0
36.300,53,Mitch Berger,8,1
32.500,61,Brian Moorman,6,1
39.000,39,Matt Turk,1,0
30.400,50,Brad Maynard,5,3
37.500,50,Dave Zastudil,6,0
44.800,58,Mat McBriar,4,2
21.000,53,Jon Ryan,6,2
42.600,52,Nick Harris,7,3
37.600,51,Donnie Jones,5,3
35.800,52,Jeremy Kapinos,5,1
36.300,59,Chris Kluwe,3,2
41.000,60,Pat McAfee,7,2
46.000,59,Andy Lee,8,4
33.600,47,Steve Weatherford,7,3
42.400,66,Brandon Fields,7,1
43.300,55,Brett Kern,4,3
42.000,64,Adam Podlesh,7,2
38.700,56,Mike Scifres,3,2
44.000,69,Shane Lechler,4,0
41.300,62,Ben Graham,4,1
39.200,57,Jason Baker,6,1
44.000,57,Sav Rocca,3,2
28.000,43,Jeff Feagles,3,1
40.000,47,Thomas Morstead,2,0
38.300,49,Michael Koenen,3,2
42.700,48,Michael Koenen,3,3
46.000,53,Sam Paulescu,3,0
36.300,52,Brad Maynard,4,1
41.000,56,Ben Graham,4,3
40.000,51,Kevin Huber,5,1
40.800,57,Sam Koch,5,2
32.700,41,Pat McAfee,3,3
41.500,52,Matt Turk,4,0
33.800,54,Adam Podlesh,4,0
40.300,70,Dustin Colquitt,7,4
34.700,38,Chris Hanson,3,3
40.800,51,Brandon Fields,5,4
36.900,56,Dirk Johnson,7,2
27.600,50,Jeremy Kapinos,6,2
38.700,48,Thomas Morstead,3,1
36.000,44,Jason Baker,3,3
36.300,42,Jon Ryan,3,3
45.000,55,Nick Harris,2,0
35.200,46,Jeff Feagles,5,1
34.200,47,Mike Scifres,5,3
53.300,60,Andy Lee,3,3
44.000,57,Brett Kern,5,2
42.000,48,Sav Rocca,3,2
42.000,57,Mat McBriar,5,3
33.400,50,Mitch Berger,7,2
40.000,55,Daniel Sepulveda,5,3
33.400,46,Andy Lee,5,1
43.000,63,Brad Maynard,4,2
35.000,53,Jason Baker,4,1
44.500,70,Michael Koenen,2,1
40.300,62,Brandon Fields,6,3
40.400,54,Dirk Johnson,5,1
43.300,58,Chris Kluwe,4,2
39.400,52,Nick Harris,7,2
50.500,55,Steve Weatherford,2,1
35.500,44,Adam Podlesh,4,1
39.400,55,Daniel Sepulveda,5,2
34.000,50,Kevin Huber,4,1
34.800,45,Donnie Jones,4,1
20.700,40,Thomas Morstead,3,0
31.300,58,Brett Kern,3,2
36.000,53,Brian Moorman,5,1
38.000,44,Hunter Smith,4,1
42.300,65,Mitch Berger,4,1
44.000,57,Shane Lechler,11,5
47.500,61,Dustin Colquitt,6,4
43.400,64,Ben Graham,7,3
40.000,49,Jon Ryan,7,3
35.000,52,Jeremy Kapinos,7,1
37.000,51,Mat McBriar,6,2
46.800,61,Mike Scifres,4,2
36.800,52,Sav Rocca,4,2
31.700,55,Pat McAfee,7,1
44.000,55,Chris Hanson,4,2
38.000,48,Reggie Hodges,9,3
39.300,56,Sam Koch,7,4
36.000,46,Jason Baker,5,4
40.200,57,Brandon Fields,6,1
42.000,47,Sam Koch,2,0
36.000,48,Pat McAfee,3,1
37.000,47,Mat McBriar,6,3
32.400,46,Hunter Smith,5,3
35.300,47,Nick Harris,3,0
37.200,53,Reggie Hodges,6,4
38.000,57,Jeremy Kapinos,5,2
45.200,55,Andy Lee,5,0
40.800,53,Adam Podlesh,5,3
46.800,58,Brian Moorman,4,1
40.000,51,Dustin Colquitt,6,2
35.800,43,Daniel Sepulveda,6,2
36.600,54,Chris Kluwe,5,0
44.100,67,Jon Ryan,7,2
33.000,46,Jeff Feagles,3,0
26.000,28,Michael Koenen,2,1
38.000,46,Dirk Johnson,5,2
46.000,58,Thomas Morstead,4,2
46.500,63,Donnie Jones,4,2
36.600,49,Ben Graham,5,2
46.000,54,Mitch Berger,3,0
34.000,52,Mike Scifres,3,0
29.300,48,Chris Hanson,5,2
42.800,49,Steve Weatherford,5,1
41.000,66,Shane Lechler,4,1
40.500,54,Kevin Huber,4,0
36.000,52,Brad Maynard,6,2
30.600,45,Sav Rocca,5,2
43.200,55,Matt Turk,5,4
41.500,51,Brett Kern,4,2
48.700,56,Nick Harris,3,2
32.700,57,Jeremy Kapinos,3,0
40.200,56,Mat McBriar,6,4
46.300,69,Shane Lechler,9,4
41.700,57,Mitch Berger,3,2
44.800,55,Jeff Feagles,5,3
36.000,60,Michael Koenen,4,2
36.000,54,Dirk Johnson,5,1
28.000,46,Connor Barth,1,0
47.000,66,Brian Moorman,3,1
40.400,52,Brandon Fields,5,3
38.700,52,Kevin Huber,6,4
34.400,54,Reggie Hodges,8,0
49.500,58,Matt Turk,2,1
48.500,59,Pat McAfee,2,1
37.000,44,Chris Kluwe,2,0
44.200,55,Brad Maynard,5,2
32.800,66,Steve Weatherford,5,1
39.000,50,Jason Baker,5,0
43.200,52,Sav Rocca,5,1
33.200,59,Hunter Smith,5,2
37.800,61,Donnie Jones,5,0
41.400,65,Jon Ryan,5,0
41.300,56,Brett Kern,4,2
48.000,64,Ben Graham,6,5
42.300,47,Mike Scifres,3,1
40.300,46,Dustin Colquitt,4,2
37.600,59,Andy Lee,5,1
38.500,48,Adam Podlesh,4,2
37.200,51,Sam Koch,6,1
33.300,58,Daniel Sepulveda,8,3
29.700,50,Thomas Morstead,3,1
44.000,50,Chris Hanson,3,0
42.700,61,Brian Moorman,7,4
38.900,47,Steve Weatherford,7,1
38.200,54,Michael Koenen,6,3
38.000,53,Sav Rocca,3,1
45.600,53,Jason Baker,5,2
41.000,46,Sam Paulescu,2,2
34.100,52,Brad Maynard,7,0
45.700,56,Donnie Jones,7,6
33.800,54,Kevin Huber,4,2
31.300,55,Nick Harris,6,1
36.000,44,Pat McAfee,3,2
39.000,46,Brett Kern,2,1
45.000,54,Adam Podlesh,3,2
38.600,56,Matt Turk,5,2
41.900,63,Dustin Colquitt,7,1
45.700,53,Mitch Berger,3,1
43.300,53,Daniel Sepulveda,3,2
40.300,58,Shane Lechler,6,0
53.000,51,Hunter Smith,1,1
33.300,42,Thomas Morstead,3,1
37.300,47,Reggie Hodges,3,1
49.000,49,Mike Scifres,1,1
40.000,52,Ben Graham,3,2
34.000,56,Chris Kluwe,6,2
39.600,48,Jeff Feagles,5,1
26.400,59,Mat McBriar,5,3
44.200,55,Jon Ryan,9,6
32.000,32,Olindo Mare,1,1
42.800,56,Andy Lee,9,1
40.500,51,Brandon Fields,4,0
40.200,56,Chris Hanson,5,1
34.300,53,Jeremy Kapinos,3,1
45.400,53,Sam Koch,5,1
37.000,49,Reggie Hodges,8,4
35.100,60,Daniel Sepulveda,8,3
33.000,56,Michael Koenen,1,0
35.000,35,Thomas Morstead,1,0
40.500,43,Sam Koch,2,2
32.800,50,Nick Harris,5,0
33.200,49,Brad Maynard,6,1
33.800,51,Jeremy Kapinos,4,1
44.300,52,Matt Turk,4,1
41.000,62,Jon Ryan,7,1
41.600,50,Pat McAfee,5,1
41.500,54,Mitch Berger,4,2
39.400,62,Adam Podlesh,7,2
36.000,58,Brandon Fields,5,1
29.400,38,Dustin Colquitt,5,1
53.000,73,Brian Moorman,4,3
42.700,51,Chris Kluwe,3,1
32.400,48,Kevin Huber,7,0
28.300,34,Chris Hanson,3,1
33.000,47,Jason Baker,7,1
35.000,61,Sam Paulescu,8,1
33.200,52,Steve Weatherford,5,2
36.300,54,Brett Kern,3,1
38.600,55,Donnie Jones,7,2
42.800,68,Shane Lechler,6,1
37.200,56,Hunter Smith,5,0
50.300,62,Mat McBriar,3,1
35.300,50,Mike Scifres,3,2
10.700,41,Jeff Feagles,3,1
37.000,51,Sav Rocca,4,1
37.800,49,Andy Lee,5,2
41.500,54,Ben Graham,4,2
42.000,52,Adam Podlesh,3,0
37.300,51,Pat McAfee,3,1
36.500,57,Thomas Morstead,4,1
36.200,54,Mat McBriar,5,1
28.400,56,Sam Koch,7,3
36.400,52,Brad Maynard,5,1
34.600,43,Brian Moorman,5,1
29.800,45,Chris Hanson,5,1
38.200,51,Nick Harris,5,2
45.400,64,Ben Graham,7,3
39.000,59,Dustin Colquitt,6,3
33.000,34,Reggie Hodges,2,2
32.400,45,Steve Weatherford,5,3
34.300,55,Michael Koenen,8,0
35.500,45,Sav Rocca,4,1
41.800,60,Andy Lee,4,2
33.200,45,Daniel Sepulveda,5,2
34.400,47,Jeremy Kapinos,5,0
43.500,48,Donnie Jones,4,2
39.000,50,Matt Turk,2,0
44.000,59,Brett Kern,5,2
38.700,56,Brandon Fields,3,0
35.300,64,Mitch Berger,6,0
42.500,65,Shane Lechler,4,1
38.300,44,Mike Scifres,4,1
37.600,50,Kevin Huber,5,0
24.500,51,Jon Ryan,4,0
39.000,53,Sam Paulescu,4,2
30.000,50,Jason Baker,7,1
38.100,57,Chris Kluwe,8,1
36.800,44,Hunter Smith,4,1
34.000,43,Jeff Feagles,2,1
39.700,46,Brett Kern,3,2
29.000,29,Mike Scifres,1,0
43.300,57,Michael Koenen,3,1
36.000,36,Matt Bryant,1,1
35.100,60,Brian Moorman,7,1
35.000,55,Kevin Huber,7,2
40.000,60,Dustin Colquitt,6,3
37.200,45,Reggie Hodges,6,1
40.000,53,Shane Lechler,5,2
36.000,53,Jeremy Kapinos,4,0
42.800,64,Jon Ryan,4,0
46.000,60,Brandon Fields,5,2
43.500,51,Matt Turk,4,2
37.300,46,Jeff Feagles,3,0
36.000,37,Jason Baker,2,1
42.000,42,Chris Hanson,1,0
36.500,47,Adam Podlesh,4,2
20.300,45,Thomas Morstead,4,1
27.700,49,Sam Paulescu,3,1
36.400,60,Sav Rocca,5,1
32.400,46,Mitch Berger,7,1
25.500,41,Daniel Sepulveda,4,1
32.300,52,Sam Koch,4,2
28.000,61,Ben Graham,6,2
41.800,56,Donnie Jones,5,4
40.200,57,Andy Lee,6,3
35.600,49,Nick Harris,5,0
38.200,56,Pat McAfee,6,2
37.000,51,Steve Weatherford,5,2
37.500,44,Hunter Smith,8,5
47.000,60,Mat McBriar,3,3
45.000,53,Brad Maynard,5,1
34.500,43,Chris Kluwe,6,2
34.800,47,Brian Moorman,5,1
35.500,58,Pat McAfee,6,1
41.100,52,Jason Baker,8,1
42.300,55,Thomas Morstead,9,7
33.300,46,Reggie Hodges,3,0
31.800,43,Adam Podlesh,4,1
41.000,54,Mat McBriar,3,1
42.300,61,Sav Rocca,7,2
40.300,52,Nick Harris,3,1
32.600,45,Brad Maynard,5,1
40.000,45,Matt Turk,2,1
26.000,40,Chris Hanson,3,2
32.800,58,Brandon Fields,4,2
34.000,41,Daniel Sepulveda,2,1
38.000,50,Chris Kluwe,2,1
40.400,49,Jeff Feagles,7,2
26.700,54,Steve Weatherford,3,1
30.900,54,Kevin Huber,7,2
44.500,62,Donnie Jones,11,2
36.300,56,Andy Lee,9,2
35.700,53,Sam Paulescu,7,2
31.700,46,Michael Koenen,3,0
43.500,58,Ben Graham,4,3
47.000,54,Jeremy Kapinos,2,1
39.200,51,Mitch Berger,6,3
50.000,65,Dustin Colquitt,3,2
41.800,59,Shane Lechler,5,2
41.000,50,Sam Koch,5,1
