deflections, interceptions, name, sacks, tackles
0,0,B Woods,0.000,8
0,0,J Bowman,0.000,2
0,1,B Parker,0.000,2
0,0,N Shortill,0.000,1
0,0,J Blanc,0.000,1
0,0,M White,0.000,2
0,1,A Cash,0.000,2
0,0,N Boulay,0.000,2
0,0,J Brown,0.000,2
0,0,M Klassen,0.000,3
0,0,C Irvin,0.000,3
0,0,M Brouillette,0.000,3
0,0,D Ellis,0.000,3
0,0,G Knapton,0.000,6
0,0,W Venable,1.000,6
0,1,J Hefney,0.000,4
0,0,C Cox,0.000,5
0,0,K Matte,0.000,1
0,0,M Bedard,0.000,1
0,0,D Townsend,0.000,1
0,0,T Sutton,0.000,1
0,0,J Capicciotti,1.000,1
0,0,K Kashama,0.000,1
0,0,A Kanneh,0.000,1
0,0,P Lavoie,0.000,1
0,0,J Gavins,0.000,1
0,1,J Johnson,0.000,3
0,1,M Smith,0.000,1
0,0,J Johnson,0.000,1
0,0,K Shologan,0.000,2
0,0,D Munoz,0.000,2
0,0,J Verdone,0.000,2
0,0,J Washington,0.000,5
0,0,D Hinds,1.000,4
0,0,A Pruneau,0.000,4
0,0,T Brown,0.000,4
0,0,J Simpson,0.000,3
0,0,G Love,0.000,1
0,0,M McDaniel,0.000,1
0,0,C Power,0.000,1
0,0,J Turner,0.000,1
0,0,S Wilson,0.000,1
0,0,J Bell,0.000,2
0,0,J Hecht,0.000,3
0,0,D Mayo,0.000,3
0,0,F Bishop,1.000,3
0,0,C Hughes,2.000,4
0,0,B Smith,0.000,5
0,0,J Wall,0.000,5
0,0,B Jackson,0.000,8
0,1,K Raymond,0.000,8
0,0,S Scott,0.000,1
0,0,B Landry,0.000,1
0,0,C Stephen,0.000,2
0,0,B Hall,0.000,2
0,2,J Sears Jr,1.000,3
0,0,T Laurent,1.000,3
0,0,T Reed,0.000,4
0,1,C Butler,1.000,3
0,0,E Harris,0.000,5
0,0,S Lawrence,1.000,4
0,0,E Gainey,0.000,11
0,0,E Davis,0.000,4
0,0,H Hazime,0.000,1
0,0,N King,0.000,1
0,1,B Underwood,0.000,4
0,0,A Jefferson,0.000,4
0,0,R Foley,0.000,3
0,0,C Laing,2.000,4
0,0,C Greenwood,0.000,3
0,0,G Jones,0.000,3
0,0,B Isaac,0.000,2
0,0,J Gabriel,0.000,3
0,0,E Cummings,1.000,2
0,0,T Robertson,0.000,2
0,0,D Smith,0.000,2
0,0,M Black,0.000,2
0,0,V Agnew,0.000,2
0,0,D Stala,0.000,1
0,0,A Owusu Ansah,0.000,1
0,0,K Elliott,0.000,1
0,0,B Rolle,0.000,1
0,0,D Waud,0.000,1
0,0,H Tonye Tonye,0.000,1
0,0,C Owens,0.000,1
0,0,B Gillanders,0.000,1
0,0,S Herbert,0.000,1
0,0,A Sewell,0.000,5
0,0,P Watkins,0.000,5
0,0,K Reynolds,1.000,4
0,0,K Jones,0.000,4
0,0,C McCarty,0.000,3
0,0,C Muamba,0.000,3
0,0,M Howard,2.000,3
0,0,E Steele,0.000,3
0,0,A Grymes,0.000,2
0,0,R Hinds,0.000,2
0,0,O Willis,0.000,2
0,0,J Sherritt,0.000,3
0,0,D Oramasionwu,0.000,1
0,0,D Belue,0.000,1
0,0,K Stafford,0.000,1
0,0,J Ojo,0.000,2
0,0,N Coehoorn,0.000,1
0,0,R King,0.000,1
0,0,D Lacey,0.000,1
0,0,D McCoil,0.000,1
0,0,M Boulay,0.000,1
0,0,W Brown,0.000,2
0,0,T Jackson,0.000,2
0,0,M White,0.000,1
0,0,N Kankolongo,0.000,1
0,0,A Hall,0.000,3
0,0,J Chick,1.000,3
0,0,M Webster,0.000,2
0,0,J Knox,0.000,2
0,0,M Norman,0.000,4
0,0,R Smith,0.000,1
0,0,T Maze,0.000,1
0,0,N Demski,0.000,1
0,0,A Allen,0.000,1
0,0,M Green,0.000,1
0,0,M Harris,0.000,5
0,0,S Emry,0.000,4
0,0,T Clark,0.000,11
0,0,K Regimbald,0.000,6
0,0,B Johnson,0.000,5
0,0,D Washington,0.000,5
0,0,K Bass,0.000,5
0,0,D Wright,0.000,4
0,1,D Adams,0.000,3
0,0,M Bucknor,0.000,5
0,0,S Hurl,0.000,4
0,0,D Johnson,0.000,1
0,0,G Waggoner,0.000,1
0,0,G Peach,0.000,2
0,0,L Shell,0.000,2
0,0,G Newman,0.000,1
0,0,Z Anderson,0.000,1
0,0,B Turner Jr,0.000,1
0,0,C Randle,0.000,1
0,0,G Peach,0.000,3
0,0,M Bucknor,0.000,4
0,0,M Leggett,0.000,4
0,0,S Hurl,0.000,4
0,0,K Bass,1.000,5
0,0,B Johnson,0.000,7
0,0,C Randle,0.000,9
0,0,L Hajrullahu,0.000,1
0,0,J Thomas,0.000,1
0,0,B Turner Jr,0.000,1
0,0,D Washington,0.000,1
0,0,D Johnson,0.000,1
0,0,Z Anderson,0.000,2
0,0,J Westerman,1.000,2
0,0,G Newman,0.000,3
0,0,C Denmark,0.000,1
0,0,D Jones,0.000,0
0,0,E Gainey,0.000,4
0,0,T Reed,1.000,4
0,0,A Tracy,0.000,2
0,0,S Lawrence,0.000,2
0,0,A Gascon Nadon,0.000,1
0,0,F Plesius,0.000,3
0,0,C Butler,0.000,4
0,1,E Davis,0.000,4
0,1,M Daly,0.000,4
0,0,H Hazime,1.000,2
0,0,J Hickman,0.000,1
0,0,B Grant,0.000,1
0,0,M Coates,0.000,1
0,0,B Archambault,0.000,1
0,1,B Stewart,0.000,1
0,0,J Sears Jr,0.000,1
0,0,T Laurent,0.000,1
0,0,B Landry,0.000,1
0,0,M Ford,0.000,1
0,0,G Knapton,0.000,2
0,0,A Cash,0.000,2
0,1,M Brouillette,0.000,2
0,0,D Kitchens,0.000,2
0,0,J Knowles,0.000,1
0,0,N Shortill,0.000,1
0,0,J Brown,0.000,2
0,0,M White,0.000,1
0,0,C Cox,0.000,11
0,0,B Woods,0.000,4
0,0,J Hefney,0.000,3
0,0,W Venable,0.000,3
0,0,J Bowman,2.000,3
0,0,M Klassen,1.000,3
0,0,J Hecht,0.000,1
0,0,K McCartney,0.000,1
0,0,D Evans,0.000,2
0,0,J Simmons,0.000,4
0,0,S Cunningham,0.000,1
0,0,A Berger,0.000,1
0,0,B Jackson,0.000,4
0,0,C Hughes,0.000,4
0,0,D Mayo,0.000,5
0,0,G Love,0.000,5
0,0,J Wall,0.000,6
0,0,B Smith,0.000,5
0,0,W Langlais,0.000,1
0,0,Q Smith,0.000,1
0,0,R Maver,0.000,2
0,0,B Erdos,0.000,1
0,0,K Raymond,0.000,3
0,0,J Turner,0.000,2
0,0,F Bishop,0.000,4
0,0,J Bell,0.000,4
0,0,K Kashama,0.000,1
0,0,M Jackson,0.000,2
0,0,J Verdone,0.000,1
0,0,J Capicciotti,0.000,1
0,0,H Burris,0.000,0
0,0,J Washington,0.000,1
0,0,A Alix,0.000,1
0,0,K Shologan,0.000,1
0,0,M Price,0.000,1
0,0,A Marshall,0.000,1
0,0,A Pruneau,0.000,1
0,0,Z Evans,0.000,1
0,0,J Green,0.000,1
0,0,D Hinds,0.000,3
0,1,J Gavins,0.000,3
0,0,A Kanneh,0.000,2
0,0,J Johnson,0.000,2
0,0,K Malcolm,0.000,1
0,0,E Jackson,0.000,1
0,0,B Sinopoli,0.000,1
0,0,M Smith,1.000,1
0,0,D Munoz,1.000,6
0,0,B Thompson,0.000,4
0,0,B McDonald,0.000,4
0,0,T Lee III,0.000,6
0,0,M Brooks,0.000,6
0,1,S Elimimian,1.000,7
0,0,A Bighill,0.000,8
0,0,R Phillips,0.000,2
0,0,J Johnson,0.000,3
0,0,K Smith,1.000,3
0,0,J Westerman,0.000,5
0,0,E Mrabure Ajufo,0.000,1
0,0,A Clarke,0.000,2
0,0,R Lumbala,0.000,1
0,0,J Arakgi,0.000,2
0,0,C Roh,0.000,2
0,0,C Rwabukamba,0.000,2
0,0,R Yell,0.000,2
0,0,C Parks,0.000,2
0,0,D Menard,0.000,2
0,0,A Bazzie,0.000,2
0,0,B Lokombo,0.000,1
0,0,A Tillman,0.000,1
0,0,B Burnham,0.000,1
0,0,T Jackson,0.000,3
0,0,A Hall,1.000,3
0,0,M Harris,2.000,3
0,0,T Brackenridge,0.000,4
0,0,J Chick,0.000,4
0,0,J Knox,0.000,7
0,1,J Doughty,0.000,7
0,0,T Hollins,0.000,5
0,0,D Walker,1.000,1
0,0,T Maze,0.000,1
0,0,W Brown,0.000,1
0,0,L Adcock,0.000,1
0,0,N Kankolongo,0.000,2
0,0,D Ainsworth,0.000,2
0,0,J Hus,0.000,1
0,0,M Webster,0.000,1
0,0,D Johnson,0.000,1
0,0,J Vega,0.000,6
0,0,N Adjei,0.000,1
0,0,A Durie,0.000,1
0,0,T Holmes,0.000,1
0,0,H Tonye Tonye,0.000,1
0,0,J Yurichuk,0.000,1
0,0,B Rolle,0.000,1
0,0,V Agnew,0.000,2
0,0,B Gillanders,0.000,2
0,0,M Black,0.000,3
0,0,E Cummings,1.000,2
0,0,R Foley,0.000,3
0,0,A Owusu Ansah,0.000,3
0,1,A Jefferson,0.000,3
0,0,B Isaac,0.000,3
0,0,B Underwood,0.000,5
0,0,C Greenwood,0.000,4
0,0,D Smith,0.000,8
0,0,J Gabriel,0.000,6
0,0,G Jones,0.000,9
0,0,M Nichols,0.000,0
0,0,O Foster,0.000,3
0,0,R Hinds,0.000,3
0,0,D Lacey,0.000,3
0,0,E Steele,1.000,3
0,0,M Young,0.000,1
0,0,J Franklin,0.000,1
0,0,A Konar,0.000,1
0,0,J Sherritt,0.000,2
0,0,W Jefferson,0.000,1
0,0,R King,0.000,1
0,0,M Miller,0.000,1
0,0,D Oramasionwu,0.000,1
0,0,A Sewell,0.000,2
0,0,D Bailey,0.000,1
0,1,J Ojo,0.000,4
0,0,D McCoil,1.000,4
0,0,K Jones,0.000,4
0,1,P Watkins,0.000,4
0,0,A Grymes,0.000,6
0,0,K Kashama,0.000,1
0,0,H Lopez,0.000,1
0,0,K Shologan,0.000,1
0,0,D Hinds,0.000,1
0,0,J Gavins,0.000,2
0,0,B Thompson,0.000,2
0,0,V Desloges,0.000,1
0,0,A Marshall,1.000,1
0,0,N Romick,0.000,3
0,1,Z Evans,1.000,3
0,0,J Washington,0.000,2
0,0,A Kanneh,1.000,2
0,0,M Jackson,0.000,4
0,0,A Pruneau,0.000,4
0,0,D Munoz,0.000,4
0,0,B McDonald,0.000,4
0,0,M Smith,1.000,6
0,0,J Johnson,0.000,4
0,0,L Shell,0.000,0
0,0,M Bucknor,0.000,6
0,1,J Adams,0.000,7
0,0,K Bass,1.000,4
0,0,M Leggett,1.000,4
0,0,D Washington,0.000,3
0,1,C Randle,0.000,4
0,0,B Johnson,0.000,3
0,0,G Peach,0.000,3
0,0,Z Anderson,0.000,3
0,0,J Briggs,0.000,3
0,0,J Westerman,0.000,2
0,0,S Hurl,0.000,2
0,0,G Newman,0.000,1
0,0,T Sherman,0.000,1
0,0,D Harlan,0.000,1
0,0,K Fraser,0.000,1
0,0,J Bowman,1.000,4
0,0,K Elsworth,0.000,11
0,0,C Cox,0.000,5
0,0,G Knapton,0.000,3
0,0,C Irvin,2.000,2
0,0,M White,0.000,4
0,0,W Venable,0.000,4
0,0,C Ackie,0.000,2
0,0,B Parker,0.000,2
0,0,J Hefney,0.000,2
0,0,D Kitchens,0.000,2
0,0,B Bede,0.000,1
0,0,D Ellis,0.000,1
0,0,A Cash,0.000,2
0,0,J Brown,0.000,2
0,0,M Benson,0.000,1
0,0,J Arakgi,0.000,1
0,0,K Parker,0.000,1
0,0,P Lochard,0.000,1
0,1,A Hoffman Ellis,0.000,2
0,0,S Clarke,1.000,3
0,0,T Lee III,0.000,4
0,0,R Yell,0.000,4
0,0,M Brooks,0.000,5
0,0,A Bighill,0.000,7
0,0,S Elimimian,0.000,10
0,0,T Draheim,0.000,0
0,0,D Menard,0.000,1
0,0,C Rwabukamba,0.000,1
0,0,J Johnson,0.000,2
0,0,C Parks,0.000,2
0,0,K Smith,0.000,2
0,0,C Roh,0.000,2
0,0,M Carter,0.000,1
0,0,D Ainsworth,0.000,4
0,0,J Knox,0.000,13
0,0,J Doughty,0.000,7
0,0,T Jackson,0.000,7
0,0,T Hollins,0.000,5
0,0,T Brackenridge,0.000,4
0,0,T Maze,0.000,3
0,0,W Brown,0.000,3
0,0,N Kankolongo,0.000,2
0,0,R Connop,0.000,1
0,0,S Moore,0.000,1
0,0,M Harris,0.000,1
0,0,J Chick,0.000,1
0,0,R Bagg,0.000,1
0,0,A Allen,0.000,1
0,0,R Early,0.000,1
0,0,E Rogers,0.000,1
0,0,K Raymond,0.000,1
0,0,C Power,0.000,1
0,0,R Maver,0.000,1
0,0,A Thibault,0.000,2
0,0,C Hughes,0.000,2
0,0,W Langlais,0.000,1
0,0,J Burnett,0.000,1
0,0,S Charbonneau Campeau,0.000,1
0,0,F Bennett,0.000,1
0,0,J Bell,0.000,1
0,0,G Love,0.000,1
0,0,D Evans,0.000,1
0,0,R Cote,0.000,1
0,0,J Cornish,0.000,1
0,0,B Jackson,0.000,3
0,1,J Wall,0.000,3
0,0,J Turner,0.000,2
0,0,J Simpson,1.000,2
0,0,B Smith,0.000,4
0,0,F Bishop,0.000,4
0,0,D Mayo,0.000,4
0,0,C Greenwood,0.000,9
0,0,G Jones,1.000,8
0,0,B Isaac,0.000,2
0,0,A Owusu Ansah,0.000,2
0,0,C Laing,1.000,2
0,0,J Vega,0.000,2
0,0,A Jefferson,0.000,4
0,0,M Black,0.000,3
0,0,T Hawkins,0.000,6
0,1,D Smith,0.000,4
0,0,T Okpalaugo,0.000,1
0,0,C Van Zeyl,0.000,1
0,0,J Yurichuk,0.000,1
0,0,A Dupuis,0.000,1
0,0,T Harris,0.000,1
0,0,R Pfeffer,0.000,1
0,0,K Bradfield,0.000,1
0,0,E Cummings,0.000,1
0,0,R Foley,0.000,1
0,0,V Agnew,0.000,1
0,0,C Ackie,0.000,1
0,0,N Boulay,0.000,1
0,0,M Bedard,0.000,1
0,0,D Ellis,0.000,1
0,0,M Brouillette,0.000,1
0,0,B Parker,0.000,1
0,0,A Lue,0.000,1
0,0,K Elsworth,1.000,6
0,1,J Hefney,0.000,7
0,0,W Venable,0.000,5
0,1,C Cox,0.000,6
0,0,J Bowman,1.000,1
0,1,A Cash,0.000,1
0,0,D Kitchens,0.000,1
0,0,C Irvin,0.000,1
0,0,M White,0.000,4
0,0,G Knapton,1.000,4
0,0,N Shortill,0.000,2
0,0,J Brown,0.000,3
0,0,T ONeill,1.000,1
0,0,E Harris,0.000,5
0,0,J Hickman,0.000,4
0,0,S Scott,0.000,3
0,0,B Stewart,0.000,3
0,0,E Davis,0.000,6
0,0,T Reed,0.000,5
0,0,T Laurent,0.000,2
0,0,A Gascon Nadon,0.000,2
0,0,M Daly,0.000,2
0,0,J Langa,0.000,1
0,0,S Lawrence,0.000,3
0,0,E Gainey,0.000,3
0,0,C Butler,0.000,3
0,0,J Olson,0.000,2
0,0,B Landry,0.000,1
0,0,T Sinkfield,0.000,1
0,0,D Washington,0.000,2
0,0,B Hall,0.000,1
0,0,M Hopkins,0.000,4
0,0,A Kanneh,0.000,4
0,1,B McDonald,0.000,4
0,0,J Capicciotti,0.000,5
0,1,J Gavins,0.000,5
0,0,D Munoz,0.000,6
0,0,B Thompson,0.000,6
0,0,Z Evans,2.000,3
0,1,J Johnson,0.000,3
0,0,M Jackson,0.000,2
0,0,J Verdone,0.000,2
0,0,M Smith,0.000,2
0,0,K Shologan,0.000,2
0,0,M Price,0.000,1
0,0,N Romick,0.000,1
0,0,A Pruneau,0.000,1
0,0,A Marshall,0.000,1
0,0,J Gott,0.000,1
0,0,J Sherritt,0.000,3
0,1,J Ojo,0.000,2
0,0,M Howard,2.000,4
0,0,C Muamba,0.000,4
0,0,D Lacey,0.000,6
0,0,O Foster,0.000,5
0,0,P Watkins,0.000,7
0,0,K Jones,0.000,6
0,0,W Jefferson,0.000,1
0,0,D McCoil,0.000,1
0,0,D Oramasionwu,0.000,1
0,0,K Stafford,0.000,1
0,0,A Grymes,0.000,2
0,0,A Sewell,0.000,2
0,0,O Willis,0.000,2
0,0,M Young,0.000,2
0,0,N Coehoorn,0.000,1
0,0,S Bell,0.000,0
0,0,C McCarty,0.000,0
0,0,G Tisdale,0.000,3
0,0,A Hall,0.000,3
0,0,J Doughty,0.000,6
0,0,J Knox,0.000,5
0,0,T Maze,0.000,2
0,0,M Harris,0.000,2
0,0,T Hollins,0.000,2
0,0,M Carter,0.000,2
0,0,T George,0.000,1
0,0,W Dressler,0.000,1
0,0,D Walker,0.000,1
0,0,T Jackson,0.000,1
0,0,B Tennant,0.000,1
0,0,J Chick,0.000,1
0,0,D Ainsworth,0.000,1
0,0,C Best,0.000,0
0,0,T Player,0.000,0
0,0,S Elimimian,0.000,6
0,0,A Bighill,0.000,6
0,0,S Clarke,0.000,5
0,0,J Johnson,0.000,5
0,0,M Brooks,0.000,4
0,1,T Lee III,0.000,4
0,0,B Lokombo,0.000,3
0,0,C Parks,0.000,4
0,0,A Hoffman Ellis,0.000,2
0,0,R Yell,0.000,3
0,0,C Roh,1.000,1
0,0,A Bazzie,1.000,1
0,0,C Rwabukamba,0.000,1
0,0,C Chin,0.000,1
0,0,K Smith,0.000,1
0,0,J Westerman,0.000,1
0,0,S Gore,0.000,1
0,0,R Lumbala,0.000,1
0,0,A Thibault,0.000,0
0,0,A Berger,0.000,0
0,0,R Chevrier,0.000,0
0,0,R Cote,0.000,1
0,0,C Hughes,0.000,1
0,0,C Power,0.000,1
0,0,E Rogers,0.000,1
0,0,Q Smith,0.000,1
0,0,J Turner,0.000,1
0,0,J Bell,0.000,2
0,0,F Bennett,0.000,2
0,0,K McCartney,0.000,3
0,0,D Wiggan,0.000,2
0,0,B Smith,0.000,2
0,0,J Hecht,0.000,2
0,1,J Simmons,0.000,4
0,0,J Wall,0.000,4
0,0,F Bishop,2.000,3
0,0,K Raymond,0.000,3
0,0,D Mayo,0.000,8
0,0,B Jackson,0.000,5
0,0,B Morgan,0.000,1
0,0,N Collins,0.000,1
0,0,T Stoudermire,0.000,1
0,0,D Adams,0.000,1
0,0,D Washington,0.000,2
0,0,B Johnson,0.000,4
0,0,P Cotton,0.000,2
0,0,D Jones,0.000,2
0,0,S Hurl,0.000,4
0,0,J Westerman,1.000,4
0,0,M Leggett,0.000,4
0,0,C Randle,0.000,4
0,0,K Bass,0.000,5
0,0,G Newman,0.000,1
0,0,Z Anderson,0.000,1
0,0,G Peach,0.000,1
0,0,M Bucknor,0.000,1
0,0,C Rempel,0.000,1
0,0,J Thomas,0.000,1
0,0,D Hinds,0.000,2
0,0,A Whiteside,2.000,2
0,0,D Munoz,0.000,2
0,0,J Johnson,0.000,2
0,0,J Washington,0.000,1
0,0,E Lattanzio,0.000,1
0,0,E Jackson,0.000,1
0,0,D Alvarado,0.000,1
0,0,A Pruneau,0.000,8
0,0,B McDonald,0.000,3
0,0,B Thompson,0.000,4
0,0,M Hopkins,0.000,3
0,0,A Kanneh,0.000,3
0,0,J Capicciotti,0.000,3
0,0,J Green,0.000,3
0,0,K Shologan,0.000,1
0,0,N Romick,0.000,1
0,0,Z Evans,0.000,1
0,0,H Burris,0.000,0
0,0,G Ellingson,0.000,0
0,0,F Bennett,0.000,5
0,0,B Jackson,0.000,5
0,0,C Hughes,3.000,5
0,0,J Hecht,0.000,1
0,0,R Chevrier,0.000,1
0,0,K McCartney,0.000,1
0,0,D Mayo,0.000,1
0,0,M Walter,0.000,1
0,0,A Thibault,0.000,1
0,0,G Williams,0.000,1
0,0,L Durant,0.000,1
0,0,B Smith,0.000,2
0,0,Q Smith,1.000,1
0,0,D Wiggan,0.000,2
0,0,J Wall,0.000,2
0,0,K Raymond,0.000,3
0,0,J Bell,0.000,3
0,0,J Simmons,0.000,4
0,0,J Turner,0.000,4
0,0,F Bishop,0.000,1
