longest rush, name, rushes, rushing touchdowns, rushing yards
5,T Brown,1,0,5
12,H Charles,9,1,40
22,M Reilly,3,0,32
4,J White IV,1,0,4
1,K Joseph,1,0,1
8,C Gable,14,1,57
26,D LeFevour,5,0,52
15,C Walker,8,0,44
3,O Jones,1,0,3
10,A Harris,13,0,56
11,T Lulay,2,0,13
10,C Simpson,19,1,83
13,J Goltz,7,1,32
13,J Messam,14,0,90
6,A Calvillo,1,0,6
5,T Sutton,1,0,5
2,N Devine,1,0,2
10,C Steele,10,0,42
13,Z Collaros,7,0,31
19,A Durie,2,0,23
8,C Owens,2,0,16
4,Q Porter,4,0,15
53,J Cornish,16,4,175
8,M Walter,4,0,23
10,K Glenn,3,0,21
2,B Mitchell,3,0,4
32,K Sheets,14,0,133
18,D Durant,2,0,32
6,W Dressler,1,0,6
17,C Simpson,15,0,65
3,J Goltz,2,0,4
2,A Hall,1,0,2
22,C Gable,10,1,75
30,D LeFevour,4,1,40
2,C Walker,1,0,2
14,K Sheets,19,0,74
11,D Durant,3,0,18
1,W Dressler,1,0,1
10,J Messam,15,0,54
18,A Bruce,1,0,18
4,T Marsh,1,0,4
2,J Neiswander,2,0,2
12,A Harris,13,0,56
10,T Lulay,2,0,12
12,S Gore,1,0,12
1,T DeMarco,1,1,1
19,J Cornish,15,1,73
0,K Glenn,1,0,4
0,B Mitchell,2,0,1
26,C Steele,5,0,27
14,C Owens,2,0,15
12,A Durie,1,0,12
7,Q Porter,3,0,7
5,R Ray,1,0,5
0,Z Collaros,1,0,0
0,H Charles,6,12,27
0,M Reilly,2,13,21
0,C Koch,1,4,4
0,C McCarty,1,3,3
16,T Marsh,9,1,71
1,J Messam,11,1,60
3,S Lumbala,1,0,3
1,T Sutton,1,0,1
10,T Lulay,4,0,25
6,A Harris,8,0,19
7,T Brown,2,0,12
3,S Gore,1,0,3
1,T DeMarco,1,0,1
17,Z Collaros,8,0,37
19,C Steele,4,1,34
3,C Owens,1,0,3
19,J Williams,18,0,82
25,M Walter,10,0,56
11,B Mitchell,6,1,29
10,A Parker,1,0,10
1,C Gable,11,1,61
13,D LeFevour,5,0,21
11,H Burris,1,0,11
2,T Moore,1,0,2
1,C Simpson,8,1,75
8,B Pierce,4,0,16
2,J Goltz,2,0,3
14,M Reilly,8,0,76
17,H Charles,11,0,54
2,C McCarty,1,0,2
18,K Sheets,24,2,139
10,D Durant,1,0,10
2,N Hughes,1,0,2
1,D Willy,2,0,2
19,A Harris,9,0,38
7,T Lulay,3,1,15
7,T Brown,2,0,7
3,T DeMarco,3,0,3
2,R Lumbala,1,0,2
23,C Gable,5,0,45
2,D LeFevour,3,1,5
0,H Burris,1,0,0
22,K Sheets,20,2,91
14,D Durant,3,0,34
3,D Willy,3,0,6
46,J Goltz,5,2,73
9,C Simpson,9,0,29
4,A Woods,1,0,4
2,J Boltus,2,1,3
2,A Woodson,1,0,2
9,J Cornish,17,0,60
8,B Mitchell,4,1,9
15,M Reilly,7,0,58
10,J White IV,9,0,31
2,K Joseph,2,1,4
13,Z Collaros,7,0,25
18,C Owens,2,0,15
10,T Harris,1,0,10
3,C Steele,6,0,8
29,J Messam,10,0,61
20,B Whitaker,13,0,59
13,T Marsh,4,0,19
4,A Bruce,3,0,5
15,J White IV,16,1,89
29,M Reilly,5,0,54
29,J Cornish,14,0,131
16,B Mitchell,4,0,33
4,M Walter,5,0,8
19,C Gable,9,0,49
8,H Burris,3,0,12
2,D LeFevour,2,0,3
6,T Lulay,6,0,21
5,A Harris,5,0,10
1,S Gore,1,1,1
9,T Marsh,6,1,31
6,J Messam,7,0,12
21,Z Collaros,5,1,42
18,J Norwood,11,0,42
33,J Goltz,6,2,56
16,W Ford,13,0,43
7,C Volny,1,0,7
27,D Durant,8,0,93
16,K Sheets,14,0,65
1,D Willy,1,0,1
18,J Cornish,13,0,72
19,B Mitchell,2,0,22
10,B Sinopoli,1,0,10
4,M McDaniel,1,0,4
2,D Tate,1,0,2
22,C Gable,9,1,53
12,H Burris,3,0,23
22,T Moore,2,0,15
4,D LeFevour,1,0,4
45,M Reilly,9,0,113
11,H Charles,10,0,34
4,J Crompton,1,0,4
2,K Joseph,1,0,2
22,W Ford,12,0,61
21,J Goltz,4,0,31
8,C Denmark,1,0,8
6,J Boltus,3,0,8
0,N Hughes,0,0,0
0,K Sheets,0,0,0
0,D Willy,0,0,0
0,Z Collaros,0,0,0
0,C Kackert,0,0,0
0,J Norwood,0,0,0
15,A Harris,13,1,68
14,T Lulay,2,1,20
11,T DeMarco,3,0,13
13,J Messam,9,0,51
7,A Bruce,2,0,8
1,T Smith,1,0,1
0,T Marsh,1,0,0
16,W Ford,12,0,50
3,J Boltus,4,1,7
5,J Goltz,1,0,5
16,H Charles,11,1,81
9,C McCarty,2,0,10
6,J Miles,1,0,6
2,K Joseph,4,1,6
30,D LeFevour,9,1,62
13,C Gable,7,0,29
7,H Burris,2,0,11
16,J Messam,9,0,31
4,T Smith,4,1,8
7,J Neiswander,1,0,7
1,T Sutton,1,0,1
25,J Cornish,16,0,81
14,M McDaniel,1,0,14
5,D Tate,2,1,6
19,J Norwood,10,0,68
10,Z Collaros,4,0,20
11,A Durie,2,0,17
7,C Garrett,9,0,30
7,D Durant,1,0,7
1,D Willy,2,0,2
12,A Harris,7,0,27
11,T Brown,4,0,20
19,S Gore,1,0,19
1,T DeMarco,2,0,1
11,W Ford,10,0,28
3,J Boltus,2,0,4
17,A Harris,14,1,73
7,T Brown,5,0,24
15,E Arceneaux,1,0,15
3,T DeMarco,4,1,6
28,C Gable,13,0,132
11,H Burris,1,0,11
1,K Lawrence,2,0,2
1,D LeFevour,2,1,2
34,J Cornish,15,0,114
16,D Tate,4,1,20
13,M Walter,2,0,17
8,K Glenn,2,0,9
22,K Joseph,5,1,37
7,J White IV,10,0,32
9,M Reilly,1,0,9
49,C Kackert,13,2,156
12,A Durie,3,0,25
4,Z Collaros,3,0,7
13,J Messam,12,0,43
22,A Bruce,2,0,25
7,J Neiswander,2,0,12
3,T Smith,1,0,3
4,C Garrett,5,0,9
3,D Durant,1,0,3
2,N Hughes,1,0,2
1,D Willy,2,0,1
10,C Kackert,9,0,43
20,Z Collaros,4,1,26
25,C Gable,16,1,96
16,H Burris,3,0,31
5,D LeFevour,4,1,9
41,K Williams,1,0,41
21,T DeMarco,3,0,25
9,A Harris,6,0,10
2,T Brown,2,0,3
1,S Gore,1,1,1
0,B Pierce,1,0,0
21,K Sheets,14,2,80
20,D Durant,3,0,38
2,J Sanders,2,0,2
1,D Willy,1,0,1
23,C McCarty,2,0,28
6,H Charles,5,0,14
7,J Crompton,2,0,11
1,J White IV,1,0,1
16,J Messam,8,0,63
20,T Sutton,9,1,63
12,A Bruce,4,0,32
14,J Neiswander,2,0,27
2,T Smith,2,1,3
50,J Cornish,17,2,208
14,M Walter,7,0,42
3,R Cote,3,0,5
4,K Glenn,1,0,4
2,D Tate,1,0,2
70,W Ford,11,0,156
1,J Boltus,1,0,1
38,J Cornish,15,1,130
3,C Smith,2,0,6
3,K Glenn,2,0,6
2,D Tate,2,0,3
12,A Harris,9,0,31
13,T DeMarco,6,1,23
2,E Arceneaux,1,0,2
0,T Brown,1,0,0
15,K Sheets,24,1,106
11,D Durant,4,0,27
10,W Dressler,1,0,10
6,N Hughes,1,0,6
2,J Sanders,1,0,2
1,D Willy,1,0,1
16,M Reilly,9,0,42
6,H Charles,6,0,21
12,G Shaw,1,0,12
10,J Miles,2,0,7
1,J White IV,1,0,1
20,T Sutton,5,1,35
9,J Messam,11,0,32
5,A Bruce,1,0,5
2,T Smith,1,0,2
1,D Carter,1,0,1
69,W Ford,13,1,93
4,M Hall,1,0,4
1,J Boltus,5,1,1
34,C Gable,17,1,118
12,H Burris,2,0,18
11,B Banks,2,0,15
9,D LeFevour,4,2,13
17,J Norwood,8,0,45
2,R Ray,1,0,2
1,Z Collaros,1,0,1
14,M Reilly,7,0,43
27,H Charles,4,0,39
10,J White IV,6,0,25
22,J Cornish,19,0,145
7,M Walter,4,0,16
8,K Glenn,1,0,8
4,M Price,1,0,4
2,D Tate,1,0,2
17,W Ford,13,1,75
3,M Hall,1,0,3
1,J Boltus,3,0,2
1,C Volny,1,0,1
4,J Norwood,9,0,12
4,C Steele,1,0,4
4,A Durie,1,0,4
41,K Sheets,25,1,148
16,D Durant,5,0,33
5,W Dressler,1,0,5
16,S Logan,11,0,51
14,A Harris,4,0,29
8,T DeMarco,1,0,8
5,E Arceneaux,1,0,5
19,T Sutton,13,1,84
9,T Smith,3,0,16
7,A Bruce,3,0,8
4,W Spencer,1,0,4
2,J Messam,1,0,2
26,D LeFevour,5,0,50
10,C Walker,2,0,15
1,H Burris,1,0,1
2,C Gable,3,0,0
24,C Kackert,11,0,79
8,R Ray,2,0,10
10,W Ford,9,0,32
10,C Denmark,2,0,17
5,M Hall,1,0,5
1,J Boltus,1,0,1
54,S Logan,10,1,121
25,A Harris,11,0,76
15,B Pierce,3,1,18
4,S Gore,1,0,4
1,T DeMarco,1,0,1
11,M Reilly,5,0,25
16,H Charles,3,0,20
7,J White IV,4,0,13
2,J Crompton,1,1,2
19,J Masoli,10,0,61
45,B Banks,2,1,47
19,H Burris,2,0,23
9,S Giguere,1,0,9
4,D LeFevour,3,0,9
20,T Sutton,16,0,101
6,B Bowling,2,0,5
4,A Bruce,1,0,4
3,T Smith,1,0,3
21,J Cornish,20,1,109
9,D Tate,4,1,14
2,K Glenn,1,0,2
7,K Sheets,11,0,42
9,D Durant,4,1,12
60,J Norwood,8,0,102
9,M Gale,3,0,14
5,J Chiles,1,0,5
4,A Woodson,4,0,2
1,T Harris,2,0,2
9,T Sutton,9,0,52
15,J Messam,9,0,39
12,A Bruce,1,0,12
2,T Smith,3,0,4
20,A Harris,16,1,102
21,S Logan,12,0,64
9,T DeMarco,3,0,12
1,T Lulay,1,1,1
16,M Walter,5,0,39
11,D Tate,2,0,15
6,J Cornish,4,0,14
13,K Glenn,1,0,13
10,M McDaniel,1,0,10
6,B Mitchell,1,0,6
17,W Ford,7,0,23
11,J Boltus,2,0,14
9,M Fannin,1,0,9
70,C Walker,11,1,116
18,D LeFevour,7,0,47
9,H Burris,2,0,18
22,C Garrett,23,1,152
16,J Sanders,7,0,38
9,T Sunseri,4,0,11
11,M Reilly,7,0,60
22,J Miles,2,0,39
8,H Charles,5,0,21
6,K Joseph,1,0,6
2,J White IV,1,0,2
11,D LeFevour,18,1,61
21,T Sutton,21,0,142
10,A Bruce,3,0,13
8,T Smith,1,0,8
35,D Durant,6,0,97
12,K Sheets,17,0,68
5,J Sanders,1,0,5
17,A Harris,10,0,93
23,T Lulay,5,0,60
21,S Logan,9,2,53
5,S Gore,1,0,5
1,T DeMarco,2,1,2
6,R Ray,1,0,6
4,J Norwood,2,0,4
2,Z Collaros,2,1,3
10,C Gable,13,0,54
14,H Burris,5,0,51
2,D LeFevour,4,0,4
32,J Cornish,9,0,67
14,M Walter,1,0,14
5,D Tate,2,0,8
5,B Mitchell,1,0,5
30,K Sheets,28,1,177
10,J Sanders,8,0,61
7,D Durant,4,0,18
39,K Sheets,20,2,197
16,N Hughes,3,0,32
10,D Durant,7,0,26
7,J Sanders,4,1,9
4,W Dressler,1,0,4
18,H Burris,2,1,34
14,C Gable,6,1,23
