field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
4,5,1,1,48,Jason Hanson
2,2,3,3,42,Matt Bryant
0,0,3,3,0,Matt Prater
0,0,1,1,0,Justin Medlock
5,5,3,3,49,Lawrence Tynes
3,3,2,2,54,Robbie Gould
2,2,0,0,56,Greg Zuerlein
0,0,2,2,0,Phil Dawson
1,1,3,3,37,Rian Lindell
3,3,1,1,32,Dan Bailey
1,1,1,1,28,Connor Barth
2,4,2,2,41,Dan Carpenter
3,3,2,2,33,Nick Folk
1,1,3,3,52,Blair Walsh
2,3,1,1,29,David Akers
1,2,3,3,40,Garrett Hartley
6,6,1,1,45,Ryan Succop
1,1,4,4,36,Billy Cundiff
1,1,5,5,47,Mike Nugent
3,5,5,5,38,Rob Bironas
4,4,3,3,53,Jason Hanson
1,2,2,2,37,Adam Vinatieri
3,3,1,1,47,Josh Scobee
2,2,3,3,47,Jay Feely
2,2,0,0,40,Alex Henery
1,1,0,0,41,Nate Kaeding
0,0,3,3,0,Matt Bryant
3,3,2,2,53,Matt Prater
1,1,4,4,41,Shayne Graham
2,2,4,4,43,Sebastian Janikowski
1,1,4,4,33,Shaun Suisham
1,1,4,4,27,Justin Tucker
3,3,3,3,49,Stephen Gostkowski
0,0,2,2,0,Steven Hauschka
2,2,0,0,40,Mason Crosby
1,2,2,2,45,Justin Tucker
3,3,1,1,52,Phil Dawson
3,3,3,3,41,Matt Bryant
0,0,4,4,0,Justin Medlock
0,0,4,4,0,Rian Lindell
1,3,7,7,30,Stephen Gostkowski
2,2,1,1,40,Jason Hanson
2,3,2,2,49,Blair Walsh
0,0,2,2,0,Ryan Succop
3,3,4,4,47,Nick Novak
4,4,1,1,60,Greg Zuerlein
2,2,1,1,31,Steven Hauschka
2,4,4,4,40,David Akers
1,1,5,5,33,Shayne Graham
0,0,2,2,0,Rob Bironas
1,1,3,3,46,Jay Feely
2,3,1,1,32,Dan Carpenter
1,1,1,1,21,Josh Scobee
2,2,3,3,35,Mike Nugent
3,3,4,4,53,Matt Prater
2,2,0,0,38,Sebastian Janikowski
0,0,4,4,0,Mason Crosby
2,3,3,3,27,Garrett Hartley
3,3,1,1,57,Connor Barth
1,4,3,3,41,Billy Cundiff
4,4,1,1,48,Alex Henery
1,2,2,2,25,Lawrence Tynes
1,1,1,1,39,Dan Bailey
2,2,4,4,43,Robbie Gould
1,1,2,2,53,Greg Zuerlein
1,2,0,0,35,Jay Feely
2,3,1,1,42,Mike Nugent
1,2,2,2,46,Dan Carpenter
3,4,1,1,50,Adam Vinatieri
0,2,3,3,0,Mason Crosby
2,2,0,0,31,Ryan Succop
3,3,0,0,39,Justin Tucker
3,3,3,3,42,Blair Walsh
0,0,1,1,0,Rob Bironas
1,2,2,2,23,Billy Cundiff
1,1,3,3,53,Matt Bryant
2,2,5,5,40,Lawrence Tynes
2,2,3,3,41,Phil Dawson
3,3,1,1,34,Shaun Suisham
0,0,2,2,0,Alex Henery
1,1,1,1,32,Justin Medlock
3,3,1,1,44,Steven Hauschka
1,1,0,0,31,Josh Scobee
2,2,5,5,32,Robbie Gould
1,1,4,4,23,Stephen Gostkowski
0,0,3,3,0,Matt Prater
1,1,6,6,19,David Akers
1,1,0,0,31,Rian Lindell
1,1,4,4,26,Garrett Hartley
1,2,3,3,20,Nick Novak
1,1,2,2,21,Nick Folk
3,3,2,2,42,Shayne Graham
4,4,2,2,47,Rob Bironas
3,4,2,2,52,Shaun Suisham
3,4,2,2,55,Matt Bryant
2,2,2,2,52,Sebastian Janikowski
2,2,4,4,41,Phil Dawson
1,1,3,3,44,Mike Nugent
1,1,2,2,42,Dan Carpenter
2,5,0,0,48,Greg Zuerlein
0,0,5,5,0,Nick Folk
3,3,0,0,50,Adam Vinatieri
3,3,2,2,49,Alex Henery
4,4,2,2,46,Jason Hanson
1,1,4,4,38,Justin Tucker
3,4,2,2,43,Dan Bailey
1,2,5,5,27,Connor Barth
1,1,1,1,38,Ryan Succop
1,1,3,3,34,Steven Hauschka
3,3,2,2,35,Stephen Gostkowski
3,4,1,1,61,Jay Feely
1,1,2,2,25,Rian Lindell
1,3,0,0,42,David Akers
4,5,2,2,34,Lawrence Tynes
1,1,5,5,50,Kai Forbath
4,4,0,0,37,Blair Walsh
1,1,3,3,51,Shayne Graham
0,0,6,6,0,Mason Crosby
1,1,3,3,32,Nick Novak
0,0,5,5,0,Matt Prater
2,2,1,1,38,David Akers
2,3,0,0,52,Steven Hauschka
2,2,4,4,42,Rian Lindell
0,0,5,5,0,Rob Bironas
1,1,2,2,38,Adam Vinatieri
0,0,1,1,0,Phil Dawson
2,2,3,3,39,Lawrence Tynes
3,3,2,2,45,Kai Forbath
0,1,4,4,0,Connor Barth
0,0,5,5,0,Garrett Hartley
0,0,2,2,0,Justin Medlock
4,4,1,1,49,Dan Bailey
2,2,5,5,33,Shayne Graham
2,2,1,1,54,Justin Tucker
2,2,2,2,50,Greg Zuerlein
3,4,3,3,48,Mason Crosby
0,0,3,3,0,Blair Walsh
0,1,2,2,0,Jay Feely
2,2,3,3,48,Stephen Gostkowski
4,4,2,2,54,Nick Folk
4,5,2,2,40,Sebastian Janikowski
3,3,2,2,50,Josh Scobee
1,1,2,2,48,Mike Nugent
3,3,1,1,47,Shaun Suisham
2,3,1,1,39,Robbie Gould
0,0,1,1,0,Jason Hanson
1,1,2,2,51,Blair Walsh
3,3,3,3,40,Connor Barth
1,2,2,2,41,Robbie Gould
5,5,1,1,45,Justin Medlock
0,0,1,1,0,Phil Dawson
2,2,0,0,43,Nick Novak
0,0,4,4,0,Jason Hanson
1,2,3,3,23,Steven Hauschka
1,2,3,3,25,Mason Crosby
3,3,0,0,38,Josh Scobee
2,3,1,1,39,Rob Bironas
2,3,1,1,44,Adam Vinatieri
0,0,1,1,0,Greg Zuerlein
1,1,6,6,26,Stephen Gostkowski
1,2,0,0,38,Nick Folk
3,3,3,3,42,Dan Carpenter
1,1,2,2,33,Alex Henery
3,3,3,3,43,Matt Bryant
2,2,3,3,48,Shaun Suisham
2,2,0,1,48,Kai Forbath
3,3,1,1,52,Ryan Succop
4,4,2,2,36,Sebastian Janikowski
1,1,3,3,51,Dan Bailey
5,5,2,2,43,Lawrence Tynes
2,2,4,4,33,Matt Prater
0,0,2,2,0,Garrett Hartley
1,1,0,0,28,Jay Feely
1,1,3,3,43,David Akers
1,1,4,4,25,Nick Novak
2,3,1,1,49,Ryan Succop
3,4,2,2,49,Mike Nugent
1,1,4,4,43,Matt Prater
5,5,0,0,41,Phil Dawson
1,1,2,2,43,Justin Tucker
1,2,4,4,33,Mason Crosby
1,1,2,2,20,Jay Feely
1,1,1,1,39,Rob Bironas
3,3,6,6,40,Robbie Gould
3,5,2,2,47,Adam Vinatieri
2,2,2,2,37,Dan Carpenter
2,2,1,1,47,Kai Forbath
0,1,3,3,0,Justin Medlock
1,2,4,4,42,Jason Hanson
0,1,3,3,0,Shayne Graham
3,4,0,0,39,Rian Lindell
1,1,3,3,29,Sebastian Janikowski
0,2,6,6,0,Connor Barth
1,1,3,4,40,Steven Hauschka
2,2,2,2,55,Blair Walsh
2,3,2,2,50,Lawrence Tynes
1,1,3,3,30,Shaun Suisham
4,6,1,1,46,Matt Bryant
2,3,1,1,32,Dan Bailey
0,1,4,4,0,Garrett Hartley
2,2,1,1,37,Alex Henery
1,2,1,1,40,Josh Scobee
2,2,3,3,41,Adam Vinatieri
1,1,4,4,28,Mike Nugent
2,2,1,1,31,Lawrence Tynes
1,1,0,0,40,Dan Carpenter
3,3,4,4,53,Rob Bironas
4,4,2,2,48,Blair Walsh
1,1,3,3,41,Jason Hanson
3,3,4,4,48,Stephen Gostkowski
1,1,4,4,41,Rian Lindell
1,1,4,4,31,Garrett Hartley
2,2,3,3,37,Matt Bryant
2,2,4,4,45,Connor Barth
1,1,3,3,34,Nick Novak
0,1,2,2,0,Justin Medlock
2,3,4,4,53,Matt Prater
2,2,7,7,48,Justin Tucker
2,2,2,2,47,Sebastian Janikowski
0,0,4,4,0,Steven Hauschka
0,0,1,1,0,Nick Folk
1,1,2,3,40,Alex Henery
1,1,5,5,30,Dan Bailey
1,2,3,3,33,David Akers
1,2,3,3,27,Greg Zuerlein
2,3,0,0,51,Robbie Gould
2,2,1,1,42,Shayne Graham
3,3,1,1,35,Shaun Suisham
2,3,1,1,46,Ryan Succop
4,4,1,1,42,Rian Lindell
0,1,2,2,0,Dan Carpenter
3,3,2,2,51,Matt Bryant
4,4,1,1,48,Jay Feely
3,3,2,2,44,Dan Bailey
2,2,2,2,51,Phil Dawson
2,2,2,2,30,Jason Hanson
1,3,3,3,39,Mason Crosby
2,2,0,0,34,Ryan Succop
0,1,4,4,0,Mike Nugent
0,0,1,1,0,Greg Zuerlein
2,4,3,3,51,Nick Folk
1,2,8,8,31,Stephen Gostkowski
1,2,3,3,47,Adam Vinatieri
1,1,4,4,25,Kai Forbath
2,2,0,0,42,Alex Henery
0,1,3,3,0,Justin Medlock
2,2,1,1,51,Connor Barth
3,5,4,4,42,Shayne Graham
3,3,4,4,43,Josh Scobee
1,1,2,2,40,Sebastian Janikowski
1,1,5,5,47,Garrett Hartley
3,4,3,3,32,Matt Prater
0,0,3,3,0,Nick Novak
1,1,1,1,22,Shaun Suisham
2,3,1,1,39,Justin Tucker
3,3,3,3,37,David Akers
0,0,1,1,0,Robbie Gould
1,2,4,4,46,Jason Hanson
2,3,4,4,45,Shayne Graham
3,3,2,2,51,Dan Bailey
1,1,5,5,48,Kai Forbath
1,1,2,2,32,Nick Folk
0,1,7,7,0,Stephen Gostkowski
2,3,2,2,47,Robbie Gould
1,2,1,1,40,Blair Walsh
2,3,4,4,55,Mike Nugent
1,1,1,1,55,Sebastian Janikowski
2,2,2,2,32,Phil Dawson
0,0,2,2,0,Shaun Suisham
2,2,2,2,25,Adam Vinatieri
2,2,1,1,33,Rian Lindell
3,3,0,0,49,Ryan Succop
1,3,2,2,34,Matt Prater
1,1,3,3,43,Dan Carpenter
0,0,3,3,0,Steven Hauschka
3,4,2,2,48,Connor Barth
1,3,3,3,31,Matt Bryant
1,1,3,3,41,Josh Scobee
4,5,1,1,40,Rob Bironas
2,2,1,1,47,Nick Novak
3,3,1,1,43,Justin Tucker
1,1,2,2,32,Jay Feely
1,2,4,4,19,Greg Zuerlein
0,0,3,3,0,Garrett Hartley
1,3,4,4,27,David Akers
1,1,5,5,43,Lawrence Tynes
1,2,1,1,28,Mason Crosby
3,3,1,1,45,Alex Henery
1,1,3,4,23,Graham Gano
3,3,2,2,55,Matt Bryant
2,2,1,1,52,Garrett Hartley
2,2,4,4,50,Rian Lindell
1,1,1,1,36,Josh Scobee
1,1,2,2,46,Robbie Gould
1,1,2,2,31,Steven Hauschka
4,4,3,3,52,Jason Hanson
0,0,5,5,0,Adam Vinatieri
3,4,2,2,47,Mason Crosby
0,1,2,2,0,Blair Walsh
1,1,1,1,37,Rob Bironas
1,1,3,3,50,Shayne Graham
2,2,3,3,52,Ryan Succop
0,0,3,3,0,Graham Gano
2,3,0,0,54,Greg Zuerlein
2,3,1,1,33,David Akers
3,3,1,1,44,Dan Carpenter
3,4,2,2,43,Stephen Gostkowski
0,2,1,1,0,Nick Folk
2,2,0,0,48,Jay Feely
1,2,4,4,31,Matt Prater
3,3,2,2,55,Connor Barth
2,3,1,1,20,Nick Novak
2,2,2,2,24,Mike Nugent
1,2,2,2,51,Sebastian Janikowski
2,3,2,2,41,Phil Dawson
2,2,2,2,45,Justin Tucker
3,3,2,2,46,Shaun Suisham
1,1,5,5,39,Dan Bailey
2,2,3,3,43,Alex Henery
1,1,2,2,33,Kai Forbath
3,4,1,1,40,Lawrence Tynes
0,0,1,1,0,Sebastian Janikowski
4,4,2,2,43,Matt Prater
2,2,0,0,40,Rian Lindell
0,0,1,1,0,Greg Zuerlein
4,4,1,1,52,Josh Brown
2,2,2,2,40,Dan Bailey
3,3,3,3,34,Phil Dawson
0,1,1,1,0,Ryan Succop
0,0,3,3,0,Connor Barth
1,3,2,2,28,Alex Henery
3,3,2,2,49,Kai Forbath
0,0,4,4,0,Justin Tucker
3,3,3,3,41,Graham Gano
0,0,2,2,0,Matt Bryant
1,2,1,1,31,Josh Scobee
1,1,2,2,44,Nick Folk
2,2,3,3,53,Adam Vinatieri
3,4,2,2,40,Rob Bironas
0,0,3,3,0,Blair Walsh
0,0,2,2,0,Robbie Gould
1,1,3,3,49,Shaun Suisham
2,2,4,4,51,Nick Novak
2,2,3,3,37,David Akers
2,2,1,1,53,Dan Carpenter
3,3,7,7,32,Steven Hauschka
1,2,7,7,39,Lawrence Tynes
2,2,3,3,32,Garrett Hartley
2,3,3,3,49,Mason Crosby
2,3,2,2,46,Jason Hanson
0,0,6,6,0,Stephen Gostkowski
0,0,2,2,0,Shayne Graham
2,2,1,1,22,Alex Henery
2,2,4,4,32,Josh Brown
2,2,4,4,38,Matt Bryant
0,1,0,0,0,Lawrence Tynes
2,2,1,1,34,Olindo Mare
0,2,3,3,0,Mason Crosby
0,0,3,3,0,Phil Dawson
1,1,5,5,44,Kai Forbath
0,1,2,2,0,Greg Zuerlein
5,5,3,3,53,Blair Walsh
3,3,1,1,53,Dan Carpenter
1,1,0,0,37,Josh Scobee
2,2,5,5,36,Garrett Hartley
1,1,2,2,45,Justin Tucker
2,3,4,4,36,Matt Prater
5,6,2,2,46,Shayne Graham
1,1,2,2,26,Adam Vinatieri
1,1,5,5,51,Jay Feely
1,1,1,1,41,Jason Hanson
0,0,1,1,0,Nick Novak
1,1,4,4,33,Graham Gano
1,1,2,2,41,Rian Lindell
3,3,5,6,33,Steven Hauschka
2,2,3,3,50,Dan Bailey
1,1,3,3,32,Shaun Suisham
5,6,0,0,57,Sebastian Janikowski
2,2,4,4,41,Stephen Gostkowski
2,3,5,5,28,David Akers
0,1,2,2,0,Rob Bironas
1,1,1,1,22,Nick Folk
3,3,1,1,38,Jason Hanson
1,1,4,4,20,Matt Bryant
1,1,4,4,47,Dan Bailey
2,3,4,4,37,Garrett Hartley
2,2,7,7,48,Mason Crosby
0,0,1,1,0,Rob Bironas
2,3,1,1,47,Ryan Succop
2,2,2,2,48,Adam Vinatieri
1,2,3,3,45,Nate Kaeding
1,1,1,1,42,Rian Lindell
2,2,2,2,38,Alex Henery
2,2,3,3,45,Kai Forbath
1,3,1,1,40,Shaun Suisham
2,3,1,1,43,Josh Brown
2,2,1,1,49,Connor Barth
0,0,4,4,0,Greg Zuerlein
1,2,2,2,51,Graham Gano
2,2,0,0,31,Sebastian Janikowski
3,4,1,1,42,Josh Scobee
3,3,2,2,49,Stephen Gostkowski
4,4,3,3,30,Justin Tucker
0,0,2,2,0,Lawrence Tynes
2,2,0,0,51,Shayne Graham
3,3,2,2,56,Blair Walsh
2,2,4,4,41,Matt Prater
2,2,0,0,53,Phil Dawson
0,0,6,6,0,Steven Hauschka
2,3,1,1,54,David Akers
2,2,1,1,49,Jay Feely
0,1,4,4,0,Olindo Mare
1,1,2,2,40,Nick Folk
2,2,3,3,51,Nick Novak
1,1,2,2,28,Matt Bryant
3,3,1,1,48,Connor Barth
0,2,4,4,0,Rian Lindell
3,4,0,0,47,Nick Folk
3,3,2,2,47,Josh Brown
1,2,2,2,49,Justin Tucker
1,1,3,3,44,Jason Hanson
4,5,2,2,40,Olindo Mare
1,1,5,5,48,Rob Bironas
0,0,2,2,0,Josh Scobee
0,0,4,4,0,Adam Vinatieri
3,4,1,1,51,Shayne Graham
3,3,4,4,54,Blair Walsh
2,2,4,4,51,Mason Crosby
0,0,4,4,0,Stephen Gostkowski
0,1,0,0,0,Nate Kaeding
1,1,5,5,53,Garrett Hartley
3,4,5,5,42,Graham Gano
0,0,6,6,0,Lawrence Tynes
0,1,1,1,0,Alex Henery
1,1,3,3,41,Shaun Suisham
1,2,1,1,51,Phil Dawson
0,1,4,4,0,Kai Forbath
1,1,1,1,48,Dan Bailey
1,1,3,3,30,Nick Novak
0,0,3,3,0,Sebastian Janikowski
2,4,3,3,43,David Akers
2,2,1,1,35,Jay Feely
2,2,2,2,49,Steven Hauschka
2,3,1,1,39,Greg Zuerlein
1,1,5,5,42,Matt Prater
1,2,0,0,23,Ryan Succop
4,4,1,1,48,Shayne Graham
2,2,1,1,47,Josh Brown
1,1,3,3,20,Mason Crosby
1,1,1,1,33,Blair Walsh
1,1,3,3,23,Justin Tucker
3,4,0,0,52,Adam Vinatieri
0,0,2,2,0,Kai Forbath
3,3,1,1,32,Steven Hauschka
0,1,5,5,0,Matt Prater
1,1,5,5,47,Justin Tucker
1,1,6,6,36,David Akers
1,1,4,4,31,Mason Crosby
3,3,3,3,49,Matt Bryant
0,0,4,4,0,Ryan Longwell
2,2,5,5,38,Stephen Gostkowski
2,2,2,2,55,Shayne Graham
1,1,3,3,35,Matt Bryant
0,1,4,4,0,David Akers
2,2,1,1,31,Stephen Gostkowski
0,0,4,4,0,Justin Tucker
3,3,2,2,36,David Akers
2,2,4,4,38,Justin Tucker
