assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
1,0,0,4,3,4,2,2,15.050,Charde Houston,1,-13,9,1,1,1,1,0
0,1,1,1,1,2,0,0,12.583,Krystal Thomas,1,-18,2,2,0,0,0,1
0,0,0,0,0,0,0,0,2.617,Lynetta Kizer,0,2,0,0,0,0,0,0
0,0,1,2,0,1,0,0,2.617,Briana Gilbreath,0,2,0,1,0,1,0,0
2,4,5,21,9,1,2,2,34.350,Elena Delle Donne,3,23,22,8,0,3,2,1
2,0,5,7,3,1,1,1,24.533,Swin Cash,2,18,7,7,0,2,0,1
0,0,7,5,3,5,4,3,21.500,Sylvia Fowles,3,9,9,10,0,0,0,3
5,0,3,15,9,1,2,2,32.333,Epiphanny Prince,0,27,26,3,4,9,6,2
3,1,3,9,3,2,8,8,30.550,Courtney Vandersloot,0,24,14,3,2,1,0,1
1,1,3,6,4,4,0,0,18.500,Carolyn Swords,3,13,8,6,1,0,0,0
0,0,2,6,5,2,0,0,15.900,Tamera Young,2,5,10,4,1,0,0,1
1,0,0,1,0,0,2,1,9.183,Sharnee Zoll Norman,0,-2,1,0,0,0,0,1
0,0,0,1,0,0,2,1,5.333,Eshaya Murphy,0,-3,1,0,0,1,0,0
0,0,0,2,1,2,0,0,5.217,Michelle Campbell,0,-2,2,0,0,0,0,1
1,0,0,0,0,0,2,2,2.617,Allie Quigley,0,-2,2,0,0,0,0,1
2,1,2,14,6,0,2,2,38.267,Katie Douglas,2,-6,17,4,1,8,3,3
4,1,6,18,8,3,4,4,33.450,Tamika Catchings,1,-6,20,7,0,3,0,2
2,1,4,9,5,3,2,0,33.233,Erlana Larkins,6,-6,10,10,2,0,0,1
0,1,3,11,4,2,6,5,31.783,Shavonte Zellous,1,-3,15,4,2,5,2,4
7,0,2,11,4,2,2,2,33.267,Briann January,0,-3,13,2,0,4,3,1
0,0,1,2,0,3,0,0,12.933,Layshia Clarendon,1,-10,0,2,1,0,0,1
0,0,0,0,0,2,0,0,7.367,Jessica Breland,0,3,0,0,1,0,0,0
0,0,0,0,0,0,0,0,4.117,Sasha Goodlett,0,-3,0,0,0,0,0,0
0,0,0,1,1,1,0,0,5.583,Karima Christmas,0,-11,2,0,0,0,0,1
2,1,6,23,10,1,11,9,33.167,Angel McCoughtry,3,4,29,9,2,4,0,4
3,1,7,7,4,3,4,3,33.483,Sancho Lyttle,4,9,11,11,3,0,0,1
0,2,2,5,3,1,0,0,21.983,Erika de Souza,0,-2,6,2,1,0,0,2
2,1,5,7,1,1,2,2,28.433,Tiffany Hayes,0,4,4,5,1,2,0,2
4,0,2,11,7,4,0,0,30.750,Jasmine Thomas,1,12,15,3,3,2,1,2
6,0,0,9,4,2,0,0,22.850,Alex Bentley,0,5,10,0,2,6,2,0
1,2,0,4,4,3,0,0,17.100,Aneika Henry,4,9,8,4,0,0,0,1
0,0,0,2,1,0,0,0,5.717,Courtney Clements,0,4,3,0,0,2,1,0
1,1,2,0,0,1,0,0,6.517,Lecoe Willingham,0,0,0,2,0,0,0,1
2,1,4,14,8,3,4,2,35.017,Essence Carson,1,-2,18,5,1,2,0,4
2,3,3,8,3,2,4,2,30.533,Plenette Pierson,3,2,8,6,0,0,0,3
1,2,4,10,6,4,0,0,30.033,Kara Braxton,4,-4,12,8,5,0,0,2
1,1,2,5,1,1,0,0,18.600,Kamiko Williams,1,2,2,3,1,1,0,2
6,0,8,14,6,1,3,1,40.733,Cappie Pondexter,0,0,13,8,0,2,0,6
1,1,3,6,4,4,1,0,19.717,Kelsey Bone,2,3,8,5,0,0,0,3
1,0,0,2,1,0,0,0,7.200,Leilani Mitchell,0,-5,3,0,0,2,1,1
1,0,0,4,2,3,0,0,6.433,Toni Young,0,1,4,0,0,0,0,1
2,0,1,2,2,1,0,0,19.683,Katie Smith,0,10,6,1,1,2,2,1
0,0,1,3,2,2,0,0,17.067,Alex Montgomery,0,3,4,1,1,1,0,1
2,0,5,14,5,1,10,7,31.983,Glory Johnson,6,0,17,11,2,1,0,2
1,3,1,12,5,2,13,12,26.717,Liz Cambage,5,-4,22,6,1,0,0,1
4,0,1,8,1,5,2,2,40.467,Candice Wiggins,2,-3,5,3,1,5,1,2
2,0,1,11,2,2,2,1,42.417,Skylar Diggins,2,2,7,3,2,6,2,5
1,0,3,9,2,1,0,0,30.067,Roneeka Hodges,0,-6,5,3,1,8,1,1
2,1,2,5,1,0,2,2,18.283,Kayla Pedersen,2,2,4,4,0,0,0,1
1,1,7,12,4,3,0,0,22.050,Nicole Powell,2,1,11,9,2,8,3,3
0,0,1,4,2,1,0,0,13.017,Jennifer Lacy,0,-2,5,1,0,3,1,1
1,0,5,6,2,3,2,1,24.550,Swin Cash,2,12,6,7,0,2,1,1
3,1,4,10,6,1,7,7,32.833,Elena Delle Donne,0,15,20,4,0,2,1,2
0,3,13,19,9,0,7,6,35.400,Sylvia Fowles,9,13,24,22,1,0,0,2
2,1,2,11,6,1,4,4,33.633,Epiphanny Prince,0,18,17,2,1,4,1,0
7,0,1,12,4,3,0,0,32.350,Courtney Vandersloot,0,18,8,1,0,2,0,3
0,0,6,6,2,1,0,0,15.400,Tamera Young,3,-6,4,9,0,0,0,0
1,0,1,1,0,1,0,0,5.900,Sharnee Zoll Norman,0,-5,0,1,0,0,0,1
0,0,0,1,1,0,0,0,4.150,Eshaya Murphy,0,-6,3,0,0,1,1,1
1,0,0,0,0,2,0,0,4.600,Carolyn Swords,0,-2,0,0,0,0,0,2
1,0,0,3,1,0,0,0,7.067,Allie Quigley,0,-1,2,0,0,0,0,0
0,0,0,1,1,0,0,0,4.117,Michelle Campbell,0,-1,2,0,0,0,0,1
2,0,1,7,4,2,1,0,24.183,Kalana Greene,2,-21,8,3,0,1,0,0
2,0,0,7,1,2,2,0,22.367,Kelsey Griffin,0,-8,3,0,0,3,1,1
3,2,10,24,8,3,0,0,35.533,Tina Charles,5,-14,16,15,3,0,0,0
1,0,1,14,9,2,0,0,33.400,Allison Hightower,0,-12,20,1,2,2,2,0
4,0,2,12,5,2,0,0,25.233,Kara Lawson,0,-22,11,2,1,2,1,0
1,0,1,2,0,1,2,2,14.767,Renee Montgomery,0,11,2,1,0,2,0,0
0,1,1,6,3,0,0,0,11.367,Mistie Bass,0,-3,6,1,0,0,0,0
1,1,1,4,0,2,0,0,10.733,Ashley Walker,2,3,0,3,0,2,0,3
2,0,2,9,4,2,0,0,17.150,Tan White,2,6,9,4,1,6,1,1
0,0,0,0,0,0,0,0,2.133,Natasha Lacy,1,3,0,1,0,0,0,1
0,0,1,0,0,0,0,0,3.133,Kelly Faris,0,2,0,1,0,0,0,0
0,0,0,2,0,2,2,2,14.850,Shameka Christon,0,5,2,0,0,1,0,0
2,1,3,10,4,3,1,1,30.767,DeLisha Milton Jones,4,-1,9,7,0,0,0,1
1,0,7,5,2,3,2,0,25.017,Jayne Appel,2,12,4,9,1,0,0,1
2,0,3,12,5,1,4,3,32.517,Jia Perkins,0,-1,14,3,4,4,1,0
7,0,3,11,5,1,11,8,35.183,Danielle Robinson,0,-3,18,3,0,0,0,2
0,1,5,10,4,2,7,3,20.317,Danielle Adams,2,-1,12,7,0,2,1,3
2,0,5,13,8,1,2,1,25.567,Shenise Johnson,1,4,19,6,3,3,2,1
0,0,0,0,0,1,0,0,1.067,Kayla Alexander,0,-2,0,0,0,0,0,1
1,0,1,4,2,0,2,1,14.717,Davellyn Whyte,1,12,5,2,2,1,0,2
0,0,4,5,3,3,2,2,25.133,Nnemkadi Ogwumike,0,-7,8,4,2,0,0,3
1,0,2,4,1,1,0,0,17.950,Marissa Coleman,0,-2,3,2,0,3,1,0
4,4,17,22,11,3,4,4,37.167,Candace Parker,3,-7,27,20,1,4,1,3
4,1,3,8,1,4,0,0,28.650,Kristi Toliver,0,-15,3,3,1,6,1,2
5,1,1,17,9,3,0,0,37.683,Lindsey Harding,1,-1,18,2,1,4,0,2
0,0,0,1,0,1,0,0,4.500,Jenna OHea,0,-3,0,0,0,0,0,0
1,1,1,7,4,4,4,4,22.950,Ebony Hoffman,1,11,13,2,2,3,1,0
1,0,0,5,2,3,0,0,15.083,Farhiya Abdi,0,-6,4,0,0,0,0,1
1,0,1,0,0,1,2,2,7.017,Jantel Lavender,1,-1,2,2,1,0,0,1
1,0,1,0,0,0,0,0,3.867,Adia Mathies,0,6,0,1,0,0,0,0
1,0,1,2,0,0,0,0,3.583,Lindsey Moore,0,-9,0,1,0,0,0,1
0,1,1,9,6,0,0,0,20.950,Rebekkah Brunson,3,14,12,4,1,0,0,1
3,3,2,0,0,1,0,0,20.100,Janel McCarville,1,32,0,3,2,0,0,1
4,0,2,13,9,2,0,0,26.550,Seimone Augustus,2,20,20,4,1,3,2,0
4,0,2,8,2,1,8,5,22.083,Lindsay Whalen,1,7,9,3,0,0,0,1
1,1,2,5,3,1,0,0,19.900,Amber Harris,0,-16,6,2,1,0,0,0
5,0,4,6,3,2,4,2,26.133,Monica Wright,2,17,9,6,2,1,1,3
0,0,0,3,0,2,0,0,4.767,Rachel Jarry,0,-11,0,0,0,1,0,1
1,3,3,5,2,1,2,2,19.050,Devereaux Peters,4,2,6,7,0,0,0,2
0,0,1,4,1,0,0,0,4.800,Sugar Rodgers,1,-7,2,2,1,2,0,0
5,0,6,19,11,2,2,2,32.083,Maya Moore,1,31,26,7,1,4,2,0
2,0,0,3,0,1,0,0,13.550,Kalana Greene,1,-19,0,1,0,0,0,1
2,0,2,4,1,2,6,4,23.367,Kelsey Griffin,4,-18,6,6,1,0,0,2
1,0,2,26,11,2,0,0,35.533,Tina Charles,8,-19,22,10,1,0,0,1
4,1,2,13,3,3,0,0,26.367,Allison Hightower,0,-23,7,2,0,2,1,1
4,0,2,15,6,3,5,5,33.450,Kara Lawson,2,-31,22,4,0,10,5,3
2,0,1,5,2,2,0,0,14.467,Tan White,0,-1,5,1,1,2,1,0
1,0,1,0,0,1,0,0,11.450,Mistie Bass,0,-2,0,1,0,0,0,2
3,0,5,4,1,0,0,0,13.567,Natasha Lacy,0,20,2,5,1,0,0,1
0,0,3,4,2,0,1,1,9.650,Ashley Walker,1,7,6,4,0,2,1,2
1,0,1,4,2,1,0,0,18.600,Kelly Faris,2,6,4,3,1,2,0,1
1,0,2,9,2,4,4,4,21.600,Monique Currie,3,3,8,5,1,1,0,3
1,0,3,13,7,2,2,1,28.700,Crystal Langhorne,1,-4,15,4,2,0,0,4
7,0,2,13,6,1,2,2,36.317,Ivory Latta,0,-10,14,2,1,1,0,3
1,0,3,10,4,1,0,0,20.833,Kia Vaughn,3,0,8,6,0,0,0,2
1,0,3,7,2,1,0,0,27.550,Tayler Hill,1,1,4,4,2,3,0,1
0,0,0,5,1,3,2,2,12.083,Tierra Ruffin Pratt,1,-11,4,1,0,0,0,2
2,1,1,2,0,1,0,0,14.533,Matee Ajavon,0,-15,0,1,2,0,0,2
0,0,3,3,1,1,0,0,12.950,Michelle Snow,2,-12,2,5,2,0,0,1
0,3,5,6,4,0,0,0,17.517,Emma Meesseman,1,-4,8,6,1,0,0,2
1,0,0,1,0,2,0,0,7.917,Nadirah McKenith,0,2,0,0,0,0,0,1
5,0,5,13,4,3,7,6,30.383,Angel McCoughtry,1,8,15,6,4,2,1,6
3,2,6,12,6,3,0,0,27.867,Sancho Lyttle,3,23,12,9,2,1,0,3
0,2,1,11,7,1,0,0,28.717,Erika de Souza,3,13,14,4,2,0,0,4
2,0,2,5,1,0,9,7,26.967,Tiffany Hayes,2,-3,10,4,2,3,1,3
3,1,3,9,3,1,0,0,26.167,Jasmine Thomas,0,7,7,3,1,3,1,0
4,0,1,8,4,2,4,3,22.017,Armintie Price Herrington,2,17,11,3,5,0,0,1
2,0,0,5,1,3,0,0,13.833,Alex Bentley,2,3,2,2,0,3,0,0
1,0,4,2,1,1,0,0,14.683,Aneika Henry,2,-8,2,6,0,0,0,0
0,0,2,4,0,1,0,0,7.617,Lecoe Willingham,1,-4,0,3,0,1,0,1
0,0,0,0,0,0,0,0,0.633,Courtney Clements,0,-2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.117,Anne Marie Armstrong,0,-4,0,0,0,0,0,0
5,1,2,10,6,2,0,0,29.300,Swin Cash,0,25,14,2,0,4,2,1
3,1,4,14,6,0,0,0,28.817,Elena Delle Donne,0,17,15,4,1,3,3,0
0,5,11,6,4,3,4,2,32.567,Sylvia Fowles,2,18,10,13,0,0,0,3
3,0,0,11,6,1,5,4,23.550,Epiphanny Prince,0,18,19,0,1,6,3,3
4,1,6,6,4,3,1,1,26.617,Courtney Vandersloot,0,16,9,6,1,1,0,3
2,0,4,13,8,4,0,0,22.483,Tamera Young,3,4,16,7,2,0,0,0
0,0,1,3,0,0,0,0,8.083,Eshaya Murphy,0,-2,0,1,1,2,0,0
2,0,3,2,0,1,0,0,7.000,Sharnee Zoll Norman,0,1,0,3,0,0,0,2
1,1,2,1,1,1,0,0,7.433,Carolyn Swords,0,3,2,2,0,0,0,1
1,0,0,4,2,1,2,2,8.900,Allie Quigley,0,5,7,0,2,3,1,0
1,0,0,1,0,0,0,0,5.250,Michelle Campbell,2,0,0,2,0,0,0,1
3,0,1,5,2,0,0,0,22.533,Roneeka Hodges,0,-12,5,1,0,3,1,0
2,0,12,11,5,0,6,5,31.817,Glory Johnson,1,-26,15,13,1,0,0,3
0,2,3,6,3,3,0,0,21.483,Kayla Pedersen,0,2,6,3,2,0,0,2
2,1,3,11,3,3,4,1,26.967,Candice Wiggins,1,-9,8,4,2,2,1,0
3,0,2,10,3,3,4,2,27.600,Skylar Diggins,0,-23,8,2,1,0,0,3
1,0,0,3,3,0,0,0,9.433,Angel Goodrich,0,0,6,0,1,0,0,0
0,1,0,8,3,1,0,0,26.700,Jennifer Lacy,0,-18,8,0,1,4,2,1
3,0,1,7,3,1,4,4,16.233,Riquna Williams,0,-15,10,1,1,1,0,0
0,1,1,3,1,4,2,2,17.217,Nicole Powell,0,-4,5,1,0,3,1,3
0,1,5,6,3,1,2,2,29.283,Noelle Quinn,0,5,9,5,1,2,1,1
1,0,6,8,3,3,0,0,25.783,Tina Thompson,0,4,7,6,0,2,1,3
1,0,2,10,3,2,6,5,36.467,Camille Little,3,6,13,5,0,4,2,3
6,0,2,13,4,3,0,0,29.700,Temeka Johnson,2,2,9,4,0,2,1,2
3,0,3,11,7,3,5,5,34.867,Tanisha Wright,2,7,20,5,0,3,1,1
1,0,4,4,3,3,2,0,14.667,Nakia Sanford,1,-3,6,5,0,0,0,2
0,0,2,11,4,0,2,1,20.967,Shekinna Stricklen,0,-6,11,2,1,6,2,2
0,0,0,0,0,1,0,0,5.167,Alysha Clark,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.083,Tianna Hawkins,0,-1,0,0,0,0,0,0
2,0,4,12,4,1,2,2,33.133,DeWanna Bonner,1,-10,11,5,1,3,1,2
0,0,5,11,7,0,4,4,36.467,Candice Dupree,0,1,18,5,0,0,0,0
2,3,4,15,8,4,4,1,36.333,Brittney Griner,3,5,17,7,1,0,0,3
1,0,1,11,5,5,0,0,31.067,Diana Taurasi,0,-2,10,1,0,0,0,2
2,0,3,9,3,4,0,0,23.517,Sam Prahalis,1,6,6,4,0,0,0,1
6,0,2,2,2,2,0,0,14.267,Charde Houston,2,-5,4,4,0,0,0,1
0,0,1,3,1,4,0,0,16.483,Alexis Hornbuckle,0,-9,2,1,1,1,0,3
0,0,2,1,1,1,0,0,5.133,Krystal Thomas,0,-6,2,2,0,0,0,0
0,0,0,1,1,0,0,0,3.600,Briana Gilbreath,0,-1,2,0,0,0,0,0
2,1,6,12,8,2,4,4,40.867,Essence Carson,0,6,21,6,1,1,1,4
0,0,2,6,2,0,1,0,9.400,Plenette Pierson,0,-18,4,2,0,0,0,1
1,0,6,2,1,2,6,4,26.317,Kara Braxton,1,9,6,7,1,0,0,5
0,0,1,0,0,1,0,0,5.567,Kamiko Williams,0,-4,0,1,1,0,0,2
0,0,5,12,5,1,6,5,42.317,Cappie Pondexter,0,8,17,5,2,5,2,5
0,1,5,9,5,1,4,3,25.383,Alex Montgomery,2,14,13,7,2,2,0,0
1,0,1,2,0,2,4,4,21.067,Kelsey Bone,0,-4,4,1,0,0,0,2
2,0,1,4,1,1,2,2,32.433,Katie Smith,1,9,4,2,0,1,0,2
3,1,2,2,1,2,2,2,15.650,Leilani Mitchell,0,9,4,2,2,0,0,0
0,0,0,1,1,2,0,0,6.017,Toni Young,0,6,2,0,0,0,0,0
2,1,3,7,3,4,1,0,36.283,Erlana Larkins,3,-17,6,6,2,0,0,5
1,0,4,11,6,6,1,1,32.833,Shavonte Zellous,0,2,15,4,0,5,2,3
4,0,8,20,7,1,5,5,37.183,Tamika Catchings,0,-5,21,8,5,6,2,1
0,0,2,11,3,4,0,0,37.617,Layshia Clarendon,0,-12,6,2,1,1,0,2
5,0,1,14,5,4,3,2,43.700,Briann January,2,-5,13,3,3,7,1,4
0,0,1,2,1,2,0,0,8.717,Sasha Goodlett,0,10,2,1,0,0,0,0
1,0,2,2,0,4,4,3,20.850,Karima Christmas,0,-6,3,2,3,1,0,0
0,1,0,4,1,0,0,0,7.817,Jessica Breland,4,-2,2,4,1,0,0,2
3,0,0,16,7,1,6,5,23.083,Maya Moore,2,15,22,2,1,5,3,0
2,0,7,4,2,1,0,0,20.200,Rebekkah Brunson,3,11,4,10,0,0,0,0
3,0,3,4,2,3,0,0,13.100,Janel McCarville,1,10,4,4,1,1,0,1
3,0,2,13,9,2,0,0,27.117,Seimone Augustus,1,22,19,3,0,2,1,1
10,0,3,6,2,2,4,4,23.300,Lindsay Whalen,1,15,8,4,1,0,0,3
3,3,6,14,6,4,6,4,30.417,Amber Harris,0,18,18,6,1,5,2,0
0,0,0,8,3,3,6,5,13.700,Monica Wright,1,16,11,1,0,1,0,0
3,0,1,2,1,1,0,0,19.900,Rachel Jarry,2,9,3,3,0,1,1,1
2,2,1,8,2,1,0,0,16.300,Devereaux Peters,6,1,4,7,1,0,0,0
1,0,0,3,0,1,2,2,6.950,Lindsey Moore,0,-7,2,0,1,3,0,0
0,1,1,3,2,2,0,0,5.950,Sugar Rodgers,0,-10,4,1,0,1,0,0
1,0,6,12,4,2,8,8,31.933,DeWanna Bonner,1,-17,18,7,1,7,2,1
0,0,1,3,2,1,0,0,22.950,Candice Dupree,0,-28,4,1,1,0,0,1
