kickoff return yards, kickoff returns, longest kickoff return, name
19,1,19,Alex Knipp
19,1,19,Dante Love
61,3,26,Dustin Woods
17,1,17,Orlando Scandrick
10,1,10,Rashaun Scott
23,1,23,Dominick Goodman
20,1,20,Jacob Ramsey
54,2,40,Allen Bell
41,1,41,RJ Sumrall
8,1,8,Derec Schmidgall
72,2,57,Jack Williams
36,2,19,Frank Goodin
13,1,13,Tay Ogletree
74,3,29,Jamad Williams
21,1,21,Brennan Marion
71,3,33,JaJuan Spillman
86,4,30,Derek Pegues
45,3,16,Co Eric Riley
26,1,26,Trindon Holliday
47,3,29,Tonny Glynn
47,2,24,Gerard Lawson
28,2,18,Brent Casteel
25,2,16,Brice McCain
14,1,14,Derrek Richards
74,2,56,Kordell Young
64,3,31,Terrell Jackson
43,2,24,Naaman Roosevelt
28,2,19,Mario Henry
166,6,45,Kevin Robinson
104,3,48,Gerold Rodriguez
178,6,48,Max Suter
27,1,27,Mike Holmes
63,3,24,Brandon Johnson
10,1,10,Paul Homer
41,2,21,Travis Shelton
27,2,18,Marquise Liverpool
6,1,6,Abioye Oyeyemi
67,4,23,Reggie Campbell
10,1,10,Zerbin Singleton
70,1,70,Bryan Williams
12,1,12,Alphonso Owen
0,1,0,John Mackey
89,3,33,Corey Anderson
31,2,17,Mike Evans
21,1,21,Collin Mooney
75,2,45,Javier Arenas
17,1,17,Jonathan Lowe
144,3,90,Felix Jones
19,1,19,Darren McFadden
127,5,34,Leodis McKelvin
66,2,43,DuJaun Harris
14,1,14,Elbert Mack
14,1,14,Fred Turner
9,1,9,Kenny Cattouse
63,3,27,Patrick Lee
15,1,15,Mario Fannin
101,4,36,Leon Patton
16,1,16,Justin McKinney
7,1,7,John McCardle
21,1,21,Justin Tryon
112,5,30,Jacob French
37,2,20,David Marrero
3,1,3,Cameron Island
64,3,26,AJ Brooks
37,2,24,Andre Callender
67,4,24,Kevin Marion
19,1,19,Alphonso Smith
13,1,13,Rich Belton
0,1,0,Shawn Doman
91,4,31,Devin Ross
87,4,29,Lavelle Hawkins
57,2,30,Jahvid Best
117,3,68,Arian Foster
31,1,31,Denarius Moore
15,1,15,Ellix Wilson
9,1,9,Wes Brown
7,1,7,Nick Reveiz
93,4,28,George Hill
21,2,16,Zac Bryson
135,3,68,Terrence Wheatley
15,1,15,Byron Ellis
191,6,94,Jabari Marshall
17,1,17,Tielor Robinson
29,1,29,Tyvon Branch
19,1,19,Darius Butler
9,1,9,Larry Taylor
0,1,0,Steve Brouse
10,1,10,Willie Floyd
76,5,23,Damon Nickson
24,1,24,Desmond Gee
45,4,26,Rashad Etheridge
31,2,23,Stephen Willis
63,2,35,Devon Wylie
80,3,34,Thomas Brown
132,6,52,Perrish Cox
94,1,94,Malcolm Lane
70,4,23,Chris Duvalt
58,3,23,Jacob Willis
81,4,26,Jeremy Maclin
42,2,42,Leslie Majors
20,1,20,Derrell Johnson Koulianos
14,1,14,Damian Sims
30,1,30,Evans Adonis
22,2,16,Marcus Perez
16,1,16,Marcus Herford
72,4,20,Antonio Brown
53,2,33,Eric Fraser
50,2,25,Keenan Burton
23,1,23,Dicky Lyons Jr
62,2,40,Patrick Jackson
72,3,29,Terrell Skinner
23,1,23,Andre Anderson
18,1,18,Devin Thomas
156,6,56,Frantrell Forrest
59,3,24,Rashad Slaughter
17,1,17,Dexter Barnett
93,4,48,Michael Grandberry
20,1,20,Mike Wallace
10,1,10,Marshay Green
10,1,10,Reggie Hicks
27,1,27,Richard Gordon
23,1,23,Ryan Hill
58,2,29,Darius Marshall
49,3,22,Courtney Edmonson
87,4,31,Johnny Sears Jr
18,1,18,Mike Massey
16,1,16,Brandon Minor
64,2,36,Jay Thomas
22,1,22,Harold Howell
12,1,12,Justin Valentine
42,3,14,Willie Geter
2,1,2,Brooks Foster
1,1,1,Greg Little
83,4,30,Darrell Blackman
22,1,22,Jamelle Eugene
118,5,28,Emery Allen
42,1,42,Darin Baldwin
66,2,42,Courtney Grixby
7,1,7,Lance Brandenburgh
69,3,28,Chris Wellington
10,1,10,Omar Conteh
84,5,25,Armando Allen
20,1,20,Golden Tate
8,2,6,Robert Hughes
35,2,19,Jamaal Evans
29,1,29,Anderson Russell
18,1,18,Maurice Wells
35,2,26,Chris Garrett
25,1,25,Taylor Price
41,2,22,Juaquin Iglesias
37,1,37,Dominique Franks
26,1,26,Reggie Smith
66,4,22,Antione Bush
48,4,15,Korey Washington
9,1,9,Evyn Roman
103,3,44,Jonathan Stewart
25,1,25,Andre Crenshaw
124,5,38,Teric Williams
32,1,32,Anthony Alridge
15,1,15,TJ Porter
54,2,42,Dontayo Gage
46,3,20,Dwayne Priest
146,7,31,Lionell Singleton
61,2,31,Daunte Owens
21,1,21,Jeremy Dickens
39,2,22,Brandon King
58,3,26,Captain Munnerlyn
14,1,14,Deon Wallace
11,1,11,Benjamin Williams
0,1,0,Trae Williams
73,2,51,Tory Harrison
150,8,30,Anthony Kimble
66,2,37,Matt Slater
9,1,9,Quinton Cunigan
39,2,23,Mikail Baker
27,2,15,VJ McElroy
73,3,38,Quan Cosby
61,3,25,Darren Toney
33,1,33,Brandon Thompkins
55,3,31,Stephen Williams
48,3,19,DaJuane Collins
25,3,18,Greg Harris
151,2,91,Dorien Bryant
35,2,18,Jaycen Taylor
82,2,44,Kerry Franks
41,2,27,Vincent Joseph
49,3,20,Stanley Franks
56,2,40,Quintin Demps
8,1,8,Fred Rouse
12,1,10,DeAndre Wright
100,3,63,DJ Moore
13,1,13,Jake Bradford
16,1,16,Eddie Royal
24,1,24,Chris Johnson
69,3,26,David Gilreath
13,1,13,Mickey Turner
62,3,25,Charles Dillon
38,2,22,Vaughn Rivers
37,1,37,Darius Reynaud
16,1,16,Nate Sowers
14,1,14,Jock Sanders
125,6,32,Brandon West
18,1,18,Schneider Julien
14,1,14,Devin Moore
113,3,67,Andrew Pearman
16,1,16,Mikell Simpson
78,2,52,CJ Spiller
21,1,21,Aaron Kelly
14,1,14,Jacoby Ford
99,5,24,Michael Ray Garvin
128,4,46,Jessie Henderson
38,2,20,James Mapps
7,1,7,Zack Sledge
