name, rushes, rushing touchdowns, rushing yards
K Hill,2,0,-2
S Canada,16,0,49
A Hifo,2,0,16
L Katoa,2,0,16
M Simon,1,0,8
D Collie,2,0,7
B Hoge,3,0,6
N Pauu,2,0,5
T Mangum,4,0,-9
B McIlwain,16,1,74
C Garbers,5,0,45
P Laird,10,0,30
J Hawkins,2,0,18
K Noa,2,0,11
D Clark,1,0,5
M Dancy,1,0,2
A Killins Jr,8,2,89
G McCrae,5,1,62
O Anderson,8,1,42
D Mack Jr,4,0,41
B Thompson,7,0,34
T McGowan,9,0,33
M Milton,3,0,16
M Williams,2,0,6
T Nick,22,0,78
D James,14,0,51
L Morris,5,0,18
F Grier,6,0,17
J Jenkins,1,0,9
O Cummings,3,0,5
B LeMay,7,0,35
A McAllister,7,0,30
H Klugh,10,0,23
C Camp,6,0,13
K McGaugh,3,0,3
C Bent,1,0,1
C Dollar,1,0,-2
C Reynolds,8,0,-8
J Moore,11,0,38
M Williams Jr,4,0,31
Z Thomas,8,1,29
D Evans,6,0,24
P Derrick,1,0,11
D Hicks,5,0,6
T Poljan,10,0,43
K Gwilly,8,0,31
J Ward,10,0,29
P Williams,14,2,125
D Thompson,4,0,32
D Williams,10,0,32
K Herbert,9,0,29
M Kendrick,4,0,14
K Johnson Jr,1,0,1
P Bender,1,0,-11
I Matthews,9,1,27
M Kinsey,5,0,10
K Carta Samuels,5,0,3
R Boddie,3,0,3
M McElroy,1,0,-3
D Whaley,26,1,165
R Boyd,7,0,67
C Hayden,11,0,55
T Storey,2,0,11
T Hammonds,3,0,8
C Kelley,3,0,-6
M Outlow,20,2,140
T Marable,7,2,80
K Anderson,13,1,72
A James,3,0,4
S Brown,20,0,94
A Erdely,12,1,68
K Parham,1,1,64
K Davis,6,1,47
K Carter,1,0,12
J Noble III,1,0,1
A Scott,17,1,73
D Pinnix,5,1,65
H Howe,15,0,50
H Ahlers,8,2,36
R Herring,4,0,-4
A Williams,6,0,96
J Brown,13,1,59
C Fortin,1,0,17
J Williams,2,0,7
N Elliott,1,0,1
D Singletary,16,1,57
D McNeal,2,0,16
W Wright,2,0,13
O Rose,1,0,3
S Lewis,1,0,2
K Whyte Jr,3,0,1
G Hearns,1,0,-1
C Robison,6,0,-9
C Fagan,16,0,80
N Eriksen,8,1,44
I Sanders,18,0,34
T Birdow,4,1,29
R Cleveland,6,0,8
G Amy,1,0,5
K Remsberg,1,0,4
J Saucier,1,0,4
M Bennett,0,0,2
A Smith,1,0,-1
F Franks,11,0,44
L Perine,4,0,34
J Scarlett,7,0,25
M Davis,4,0,15
K Toney,2,0,10
B Snell Jr,27,0,175
T Wilson,10,1,105
A Rose,4,0,23
C Akers,14,0,76
J Patrick,13,0,44
D Francois,5,1,15
A Rasul,1,0,2
R Adams,9,1,34
M Satine,4,0,26
M Washington,3,0,2
A Harris,1,0,-2
F Holly,16,2,98
C McDonald,7,0,36
D Furuta,2,0,19
M Reed,1,0,1
E Esukpa,17,1,104
A Walter,9,0,25
S Stankavage,9,0,10
A Walter,1,0,4
J Myers,3,0,4
T Williams,12,0,65
P Carr,8,0,62
M Stevenson,1,0,60
K Justice,6,0,45
D King,5,2,31
M Car,6,0,28
K Corbin,1,0,4
B Smith,1,0,2
J Taylor,18,0,54
D Smith,11,1,51
G Brightwell,13,0,39
K Tate,7,1,8
R Rodriguez,1,0,-2
M Epstein,8,0,105
R Corbin,15,1,63
M Rivers II,9,0,36
R Bonner,7,0,22
M Robinson,2,0,10
A Bush,5,0,3
J Norwood,1,0,-1
T Tate,3,0,41
S McShane,7,0,28
M Norris,5,0,10
L Harleston,1,0,3
C Ratkovich,1,0,-2
S McGuire,4,0,-14
S Scott,31,1,204
P Ramsey,9,0,27
R Taylor,4,0,6
B Perkins,25,0,123
J Ellis,12,0,63
J Reed,1,0,8
O Zaccheaus,1,0,-6
T Young,21,0,68
M Sargent,11,1,25
N Stanley,2,0,7
B Ross,2,0,5
D Montgomery,17,0,44
S Croney Jr,3,0,3
Z Noland,1,0,-3
K Kempt,4,0,-25
A Barnes,17,0,75
S Thompson,12,0,34
A Delton,6,0,4
K Hill,17,2,211
N Fitzgerald,19,0,159
N Gibson,3,0,14
J Rankin,12,1,147
J Shaw,12,3,105
W Matthews,6,1,46
D Edwards,8,0,31
W Barrett,10,1,18
X Williams,3,0,10
C Newton,22,0,41
D Parson,10,0,31
K Dorsey,4,0,12
J Crute,6,0,11
R Williams,5,0,8
R Brannon,1,0,0
I Reynoso,3,0,-3
D Lebofsky,1,0,-14
I Moore,1,0,-21
J Smith,6,0,56
M Cunningham,12,1,54
C Wilson,7,0,52
H Hall,4,0,19
J Pass,5,0,9
J Hawkins,1,0,7
D Williams,1,0,1
M Becton,1,1,1
J Travis,1,0,0
J Keys,20,0,102
T McCoy,14,1,38
J Kilpatrick,9,0,20
C Covington,5,0,14
R Boyle,2,0,0
N Brossette,19,0,137
C Edwards Helaire,8,1,27
J Burrow,8,1,20
L Nunez,11,0,64
D Johnson,8,0,32
D Williams,10,0,10
J Becnel,1,0,5
T Jones,2,0,4
C Virgil,9,0,-35
J Dancy,5,2,67
J Henderson,9,0,55
J Smith,5,1,54
I Tucker,6,1,16
K McKnight,4,0,7
J Myles,1,0,2
T Baldwin,1,0,-2
A Allen,2,0,-6
D Benn,15,0,53
J Lampley,16,1,9
C Chaney,2,0,8
C Mackey,1,0,4
C Stephens,4,0,1
J Davis,1,0,0
L Lingard,4,2,82
T Homer,13,0,70
D Dallas,5,0,48
C Weldon,1,1,16
R Burns,2,0,10
T Gray,4,0,10
C Davis,1,0,3
J Williams,2,1,2
M Rosier,1,1,1
N Perry,4,0,-3
R Saxton,10,0,19
C Cole Jr,10,0,8
D Durham,8,0,4
J Kicklighter,1,0,4
J McCloud,2,0,3
T Bell,2,0,-2
D Gibbons,13,0,-6
M Thomas,4,0,21
G Ragland,5,0,18
K Young,2,0,10
A Smith,7,0,6
D Johnson,1,0,5
D Ridder,18,0,100
M Warren II,29,2,91
D Forrest,1,0,3
K Higdon,13,1,156
C Evans,10,2,86
T Wilson,6,0,54
D McCaffrey,2,0,8
O Samuels,1,0,4
B Edwards,1,0,0
S Patterson,2,0,0
L Bellamy,11,0,65
C Brown,7,0,34
J Bogan,7,0,13
D Tucker,6,0,10
J Wassink,9,0,1
B Williams,25,0,87
S Green,11,2,30
J Femi Cole,3,0,13
Z Annexstad,3,0,5
R Smith,1,0,1
J Mims,10,0,41
D ONeal,5,0,26
M McMaryion,3,0,15
J Hokit,5,0,8
C Coleman,1,0,-3
S Phillips,15,2,107
T Knight,4,0,26
I Woullard,7,1,23
A Linton,3,0,12
M Corral,1,1,1
J Taamu,2,0,-2
D Davis,16,0,121
S Straub,10,1,36
D Hampton,4,0,32
R Leonard,2,0,15
J Williams Jr,4,0,14
C Perkins,4,0,11
M Quarells,1,0,8
J Mixon,2,0,6
J Burton,1,0,2
D James,1,0,-4
D Crockett,19,0,73
D Lock,5,1,51
T Badie,11,0,46
L Rountree III,10,0,34
J Bigelow,18,1,56
X Valladay,5,0,35
A Cox,1,0,7
A Conway,1,0,2
R Ismail Jr,1,0,1
T Vander Waal,4,0,-13
W Johnson,2,0,36
T King,11,1,31
K Davis,12,0,19
I Green,3,0,3
A Howard,13,0,64
L Scott,7,1,35
D McCleskey Jr,5,0,18
A Booth,4,1,13
J Lewis,2,0,10
J Carter,1,0,8
D Allen,12,0,2
C Mobley,14,2,66
T Lee,1,0,23
J Campbell,1,0,9
T West,4,0,7
J Turner,1,0,2
A OHara,1,0,-9
B Stockstill,11,0,-10
J Bowe,8,1,66
L Galloway,12,0,48
P Logan,4,0,23
J Hudson,1,0,8
K Abrams,3,0,2
D Winn,10,0,-31
M Perry,36,2,166
A Gargiulo,11,0,30
T Walker,3,0,22
G Lewis,3,0,12
M Martin,1,0,12
C Williams,2,0,8
C Woods lll,1,0,8
T Maloy,5,0,7
Z Abey,5,1,6
N Smith,2,0,1
K Mahekau,1,0,-2
D Henderson,13,3,212
P Taylor Jr,7,0,28
T Pollard,1,0,6
B White,3,0,-13
B Bodine,5,0,50
T Pennix,9,1,28
R Gallaspy Jr,11,1,24
N Robinson Jr,3,0,8
C Riley,1,0,3
M McKay,1,2,2
R Finley,1,0,0
D Coates,6,1,43
D Ellington,10,0,30
T Barnett,6,0,20
D Kirk,2,0,14
T Bateman,4,0,9
S Paige,2,0,-3
P Hart,1,0,-6
A Martinez,15,2,117
G Bell,13,0,104
D Ozigbo,14,1,60
M Washington,8,0,34
T Lindsey,2,0,9
J Spielman,1,0,4
A Bunch,1,0,1
T McMillian,8,0,25
K Evans,12,0,25
L Shenault Jr,2,1,5
K Nixon,2,0,-4
S Montez,11,0,-7
T Harbison,13,0,63
M Jones,7,0,36
J Nettles,9,0,29
M Childers,12,0,12
D Brown,1,0,0
Z Moss,16,1,66
A Shyne,1,0,6
B Covey,1,0,3
T Green,1,0,3
T Huntley,19,0,-9
J Larkin,24,1,121
J Moten IV,2,0,1
F Nagel,1,0,0
T Green,2,0,-4
C Thorson,3,0,-19
D Jackson,18,0,52
B Brown,13,0,34
Q Harris,5,0,14
T Rahming,1,0,0
D Jones,2,0,-3
J Armstrong,13,1,66
T Jones Jr,13,2,61
A Davis,2,0,1
J Smith,2,0,-5
B Wimbush,11,0,-7
P Jurkovec,1,0,-10
J Gilbert,19,0,72
R Neal,7,0,35
C Huntley,12,0,31
M Dunner,5,0,23
J Hall,2,0,6
D Pinter,1,0,3
D Torrey,16,3,44
A Wyche,8,0,35
E Johnson,3,0,19
N Smith,6,0,18
C Hosley,3,0,16
M Fine,3,0,13
J Darden,1,0,9
Q Shanbour,1,0,5
C Pearson,1,0,-6
R Dickens,18,2,139
D Fields,4,0,8
K Philio,1,0,1
K Edwards,1,0,0
J Copeland,6,0,-4
T Martell,8,1,95
J Dobbins,12,1,73
M Weber,8,0,31
M Teague,5,0,25
B Snead,4,0,12
P Campbell,1,0,-2
D Haskins,2,0,-9
R Blackshear,9,0,31
J Hilliman,7,0,30
I Pacheco,10,0,21
G Rescigno,2,0,5
B Melton,1,0,0
A Sitkowski,2,0,-18
K Murray,10,2,69
T Pledger,7,0,45
M Sutton,5,1,33
R Anderson,6,1,19
T Sermon,7,0,13
B Olorunfunmi,15,2,56
K Allen,10,0,42
M Irby,10,0,41
J Kelley,5,0,7
C Pabico,2,0,2
D Thompson Robinson,8,0,-14
C Hubbard,6,1,46
K Wudtee,7,0,34
J King,9,0,32
J Hill,9,2,32
L Brown,1,0,14
R Haymaker,5,0,11
A Ogbongbemiga,1,0,10
T Cornelius,5,0,3
T Johnson,1,1,1
M Hockett,1,0,-9
K Baker,7,1,40
D Moore,5,0,27
E Orth,6,0,9
M Mayo,6,0,5
S Harris,1,0,5
K McDonald,1,0,2
T Minter,8,0,1
C Johnson,1,0,-1
D Gardner,1,0,-4
C Garvin,2,0,-4
J Cox,13,0,43
S Williams,7,0,32
G Jackson,2,0,18
I Spencer,1,0,5
I Harper,1,0,0
B Sinclair,2,0,-2
B LaRussa,1,0,-3
S Phillips,18,1,94
N Maxwell,16,0,64
D Price,8,0,28
M Alexander,2,0,15
C Alexander,1,0,4
J Morgan,4,0,-11
T Brooks James,21,2,107
C Verdell,11,1,106
T Dye,4,1,58
T Griffin,3,0,19
B Burmeister,2,0,8
C Habibi Likio,2,1,3
J Herbert,4,0,-5
S Hoffman,10,0,40
J Eason,13,0,19
C Martin,4,0,5
D Velasquez,3,0,3
C Morrison,1,0,2
C Taumoepeau,1,0,0
A Williams,4,0,-1
D Green,3,0,-1
J Jefferson,22,4,238
A Pierce,11,1,91
C Blount,5,0,15
B Baylor,4,0,11
J Luton,1,0,4
C Wallace,1,0,3
J Felila,12,0,51
J Green Jr,15,0,49
C Helbig,9,1,37
T Rutledge,1,0,8
L Dillard,1,0,3
Q Ollison,21,1,119
S Jacques Louis,2,0,39
A Davis,6,0,38
K Pickett,14,0,30
D Hall,7,0,28
G Aston,1,0,-2
k Christodoulou,1,0,-7
M Sanders,16,0,118
T McSorley,5,1,36
K Hamler,1,1,32
R Slade,4,0,13
M Allen,7,1,12
D Knox,21,1,152
M Jones,12,0,109
R Moore,2,0,49
D Blough,3,0,17
T Fuller,2,0,13
E Sindelar,2,0,1
S Vann,7,0,44
I Eriksen,8,0,20
B Turner,3,1,13
M Glass III,3,0,0
T Wiegers,9,0,-6
T Williams,6,0,26
R Dowdle,7,0,18
J Bentley,4,0,10
A Turner,1,0,3
D Samuel,1,0,-1
E Holyfield,9,1,76
D Swift,12,1,64
B Herrien,7,1,45
J Cook,11,0,38
M Hardman,1,0,30
P Hudson,5,0,19
T Simmons,1,0,5
J Fields,1,0,3
J Fromm,4,0,-5
J Washington,36,3,156
R Agnew,3,0,21
C Jasmin,2,0,2
C Chapman,2,0,-19
E Dotson,11,0,37
B Perkinson,5,1,11
K Thomson,11,0,8
J James,2,0,2
W Clapper,1,0,-3
B Barnett,16,2,91
D Bell Jr,12,1,69
J Cronkrite,9,0,39
T Sands,4,0,11
T Horne,2,0,8
T McCants,1,0,6
T Marshall,13,1,113
T Oliver,18,3,97
J Mason,13,0,95
Q Searcy,3,0,52
K Benson,5,0,41
N Cottrell,4,0,20
J Howard,1,0,1
T Parks,17,0,42
T Daniels,8,0,32
J Adams,1,0,5
T Clopton,0,0,3
J Abraham,8,0,-24
A Vaughn,9,0,85
C Evans,8,0,39
D Gore,7,0,14
M Green,1,0,9
K White,2,0,6
M McCray,1,0,5
J Johnson,1,0,3
B Love,22,1,136
C Scarlett,5,0,12
K Costello,1,0,12
A Ware,18,0,59
S Carr,10,0,52
V Malepeai,3,0,18
M Fink,1,0,5
J Daniels,5,0,-20
M Neal,9,0,71
J Howard,13,0,69
E Dungey,11,0,44
D Strickland,9,2,35
R Fulse,21,0,47
D Knight,7,0,14
A Cordani,8,0,9
T Linta,2,0,-12
R Armstead,14,0,107
J Gardner,5,0,13
J Jennings,3,0,13
T Centeio,2,0,6
R Ritrovato,1,0,1
F Nutile,4,0,-25
K Marks,25,2,138
E Reed,8,0,12
J Hawkins,3,0,10
T Jackson,2,0,3
J Patterson,1,0,2
T Watson,18,0,74
K Ingram,10,1,64
S Ehlinger,12,1,51
D Young,3,0,41
L Humphrey,2,0,19
S Brooks,22,2,66
L Skipper,7,0,54
K Stokes,3,0,48
C Taylor II,6,0,21
C Dauphine,6,3,152
D Bradwell,13,0,93
S Huderson,7,0,21
A Jones,5,1,18
D Mooney,1,0,6
J Banks,9,1,-22
C Fourcade,14,0,53
K Bussey,12,0,51
D Taylor,6,1,45
K Irvin,7,0,27
J Daughtry Frye,7,0,71
B Smith,12,1,71
D Billingsley,10,0,64
K Barker,5,1,54
D Douglas,2,0,22
S Smith,4,0,12
G Watson,1,0,-2
D Bowers,3,0,24
R Henrilus,8,0,23
B Bishop,6,1,20
D Smith,6,0,10
X Smith,3,0,4
E Tillman III,2,0,1
R Stanley,2,0,-6
R McKay,2,0,-8
K Mond,10,0,33
T Williams,17,0,31
K Etwi,3,0,8
C Gillaspia,1,0,5
N Starkel,1,0,-6
K Bryant,15,1,54
T Etienne,8,1,44
A Choice,3,0,27
T Feaster,2,0,-1
T Lawrence,2,0,-1
W Jones III,18,0,107
R Brown Jr,12,0,85
A Taylor,14,1,64
C Twyford,6,0,47
J Banks,1,0,3
J Sheread,1,0,-2
B Woodard,8,0,15
J Christophe,3,0,5
T Cook,2,0,5
T Brown,2,0,0
K Dove,3,0,-2
J Duffey,6,1,81
D Felton,17,2,69
T Henry,11,2,55
S Thompson,6,2,39
M Reed,5,0,11
C Garrett,2,0,9
A Bowman,3,0,2
D Thompson Jr,3,0,24
J Hoy,4,0,24
D Colbert Jr,10,0,20
D Randle,9,0,20
A Walker,10,0,14
M Wanza,4,0,5
K Banks,2,0,-5
L Thomas,17,2,127
A Rogers,10,1,103
C Williams,12,0,80
X Campbell,10,0,72
E Owens,4,0,23
T Collins,3,1,9
K Locksley,20,2,119
Q Wadley,7,1,96
T Hughes,4,0,28
W Dawn Jr,1,0,10
R Metz,4,0,9
K Johnson,1,0,3
B Daniels,16,1,90
J Rhodes,2,0,31
G Campbell Jr,1,0,7
C Grundy,7,0,-30
J Lovett,9,0,47
C Brewer,8,0,22
C Platt,1,0,12
J Hasty,10,1,7
T Ebner,1,0,5
J McClendon,2,0,-2
G Bright,14,1,134
D Thompson,6,1,96
E Allen,6,1,30
T Miller,3,0,18
H Colombi,1,0,7
M Walker Jr,3,0,6
A Peasley,2,0,5
J Hervey,4,0,-3
A Vaughns,1,0,-3
J Love,5,0,-14
C Gibson,11,0,57
R Caldwell,9,0,53
J Huntley,13,0,35
A Muse,1,0,3
J Adkins,1,0,1
J Boone,1,0,-9
M Romero,9,0,-31
K Vaughn,11,2,93
J Wakefield,8,0,43
J Crawford,10,1,33
K Blasingame,6,0,28
K Shurmur,1,0,4
M Hasan,2,0,-1
T Taua,6,0,24
D Lee,6,0,11
K Moore,5,0,9
J Kincaide,2,0,3
B Wright,1,0,-1
T Gangi,4,0,-4
K Fossum,1,0,-8
H Hooker,1,1,69
T Wheatley,7,1,58
S Peoples,6,2,55
J Holston,10,0,47
D McClease,10,1,35
J Jackson,3,1,21
H Grimsley,3,0,18
S Savoy,2,0,15
R Willis,1,1,7
O Wright,10,0,19
A Funderburke,8,0,19
N Evans,7,1,9
J Anderson,1,0,0
S Mitchell,2,0,-8
C Carney,19,1,130
C Beal,6,0,68
S Hartman,9,1,64
M Colburn II,12,0,47
D Delaney,7,0,32
S Simpson,8,0,18
K Young,5,0,16
R Stover,1,0,12
T Flacco,15,0,11
S Leatherbury,1,0,8
M Gaskin,15,1,53
K Pleasant,5,1,47
S Ahmed,4,0,44
S McGrew,3,1,23
J Browning,5,0,21
M Braxton,2,0,7
J Santiago,18,0,139
B Oliveira,3,0,10
J Johannesson,4,0,9
N Ketteringham,7,0,3
T Sherva,1,0,0
M Borghi,10,0,46
J Williams,10,0,36
G Minshew,9,1,32
K Harrington,2,0,10
M Roberson,12,0,33
M Harris III,3,0,6
L Nunn,1,0,1
J Dinwiddle,1,0,1
M Aaron,7,0,-31
J Taylor,33,3,253
T Deal,9,0,57
A Ingold,4,1,47
C James,6,0,29
G Groshek,3,0,21
A Cruickshank,1,0,11
M Stokke,2,0,6
A Hornibrook,1,0,-7
T Owens,13,0,57
D Vigilant,2,0,14
Z Shuler,4,0,5
S Jones,7,0,5
T Tuioti,1,0,4
A Davis,1,0,3
E Lilly,1,0,-3
G LaFrance,7,0,33
D Ferby,3,0,17
J Samuel,3,0,9
M Trigg,4,0,7
K Thomas,1,0,5
L Jackson,1,0,1
D Cain,1,0,1
G Appleberry Jr,1,0,1
M Whyte,1,0,-1
D Eckels,11,0,-31
J Fitzpatrick,21,0,82
R Jefferson,12,0,60
D Young,1,0,4
C Ferguson,5,0,-2
L Brown,15,1,115
M Pettaway,12,0,77
K McKoy,11,1,76
A Sinkfield,5,1,24
B Watson,1,0,0
W Grier,2,0,-3
T McCaster,14,1,72
C Turner,10,0,48
M VanGorder,12,0,16
B LeMay,25,0,93
A McAllister,13,1,60
C Reynolds,6,0,23
L Davis,10,2,63
J Cox,7,0,46
S Williams,5,0,8
K Strong,2,1,5
B Sinclair,1,0,2
I Spencer,1,0,0
G Jackson,2,0,-1
D Thompson,6,1,107
G Bright,13,1,55
J Hervey,3,1,52
D Thompkins,1,0,27
H Colombi,3,0,22
M Walker Jr,5,2,18
T Miller,4,1,15
S Scarver,1,0,14
A Vaughns,1,0,10
A Peasley,1,0,4
J Love,1,1,2
L Ward,9,0,52
C Singletary,3,0,37
A Goldsmith,16,0,35
D Worthy,4,0,16
J Cunningham,2,0,9
B Fisher,2,0,8
D Gist,7,0,-5
M Colburn II,23,1,117
C Carney,18,0,116
S Hartman,19,0,65
A Dillon,33,1,185
J Smith,3,0,42
A Brown,3,0,5
T Levy,1,0,2
D Jones,1,0,1
D Henderson,14,2,233
K Gainwell,2,1,80
M Weaver,1,0,33
T Pollard,4,0,22
P Taylor Jr,5,0,15
J Williams,2,0,13
T Taylor,3,0,12
J Wilson,1,0,4
B White,2,0,0
D Coates,12,0,68
A Winchester,8,0,37
S Paige,7,1,35
T Barnett,9,0,19
D Kirk,1,0,6
D Ellington,4,1,5
J Walker,2,0,3
M Williams,5,1,74
C Hayden,5,0,21
J Jones,1,0,15
C Kelley,4,1,14
D Whaley,9,0,12
T Hammonds,1,0,0
C Noland,7,0,-10
L Easly,13,1,68
D Torrey,4,0,13
Q Shanbour,5,0,11
M Fine,5,1,7
A Wyche,1,0,-2
K Hopkins Jr,20,2,110
D Woolfolk,19,1,70
C Slomka,9,1,62
F Cooper Jr,6,0,29
C Holt,7,0,24
A Davidson,3,0,11
D Furuta,3,0,21
C McDonald,6,0,19
J Ursua,1,1,1
F Holly,2,0,1
G Brightwell,9,0,86
A Mariscal,9,1,60
J Taylor,8,0,54
K Tate,4,0,19
S Berryhill III,1,0,17
B Leon,2,1,16
D Smith,4,0,11
S Brown,0,0,4
R Rodriguez,1,0,1
J Green Jr,15,1,78
J Felila,11,0,48
C Helbig,15,2,30
T Beasley,5,0,22
L Dillard,6,0,16
L Lawson,1,0,0
J Whitlow,22,1,104
S Shivers,7,1,25
J Stidham,5,0,5
K Martin,2,0,4
A Schwartz,1,0,-6
N Brossette,19,0,69
J Burrow,10,0,22
C Edwards Helaire,10,1,21
J Jefferson,1,0,6
C Curry,1,0,2
D Dillon,1,0,1
J McClendon,10,0,51
C Brewer,8,2,32
J Hasty,4,0,13
J Hurd,1,0,12
J Lovett,5,0,12
T Ebner,3,0,11
T Thornton,1,0,-1
Q Harris,14,0,83
D Jackson,10,1,83
B Brown,13,0,55
M Hubbard III,5,0,9
A Clair,25,1,90
R Frye,7,0,37
B Denley,4,0,15
J Doege,4,1,-12
D McCleskey Jr,19,3,168
L Scott,10,0,75
D Allen,10,1,63
R Patton,4,0,45
A Booth,6,0,33
J Lewis,6,0,28
A Howard,5,1,27
E Reed,15,0,68
K Marks,14,2,60
J Patterson,9,0,35
I King,1,0,6
M Glass III,14,1,69
S Vann,10,1,30
I Eriksen,7,0,24
T Wiegers,5,0,14
B Turner,6,0,7
W Parker,1,0,-2
M Dancy,11,1,80
C Garbers,10,0,42
C Brown Jr,5,0,31
B McIlwain,4,0,29
P Laird,11,0,22
B Turner,1,0,12
J Hawkins,2,0,9
J Madison,19,1,63
T Flanagan,11,1,50
M Dean,1,0,11
T Gueller,12,0,9
K Yancy,2,0,7
T Thomas,18,2,141
C McClelland,16,1,121
M Warren II,6,1,78
M Kopaygorodsky,5,0,26
H Moore,2,0,22
J Sopko,3,0,15
D Ridder,2,1,12
B Bryant,2,0,-4
T Dollard,10,0,28
J Bentley,5,0,17
C Roberts,4,0,8
J Cartwright,1,0,7
T Walters,1,0,4
A Glass,3,0,-13
T Etienne,16,2,162
A Choice,7,1,49
T Feaster,10,1,32
K Bryant,6,0,27
L Dixon,5,0,26
T Lawrence,2,0,13
W Fields,14,0,27
C Wright,5,0,20
M Garrett,6,0,19
S Werts,17,1,10
M Laroche,1,0,4
T McMillian,15,2,162
B Bisharat,13,0,92
A Fontenot,8,1,29
K Evans,5,1,25
C Sanders,4,0,8
J Edwards,1,0,2
S Montez,4,0,0
S Noyer,2,0,-5
S Coyne,3,0,21
C Washington Jr,5,0,13
C Lupoli,11,0,8
T Bryant,5,0,7
B Gallagher,2,0,-1
T Herion,1,0,-2
E Gray,3,0,-3
K Mensah,25,2,144
D Pindell,26,2,137
Z Scott,1,0,5
H Maurisseau,1,0,-8
N Jones,11,1,95
J Lawson,13,2,85
Z Bryant,2,0,24
A Parker,1,0,-4
K Whyte Jr,15,0,100
D Singletary,19,5,84
S Saunders,8,0,46
C Robison,4,0,42
M Davidson,1,0,32
G Hearns,4,0,31
D Johnson,3,1,22
W Wright,2,0,12
J Charles,1,0,10
R Peavey,2,0,3
D Cousart,1,0,2
Q Byrd,5,0,69
A Williams,4,1,23
D Israel,2,0,12
T Isme,10,0,11
I Washington,3,0,5
M Martin,1,0,-1
S Phillips,16,2,117
N Maxwell,17,2,101
C Alexander,4,0,56
D Price,10,1,36
M Alexander,2,0,16
J Morgan,2,0,6
T McGhee,1,0,3
M Young,13,0,83
J Fredericks,7,0,74
A Isabella,3,0,23
M Curtis,4,1,15
R Comis,4,1,10
N Orekoya,1,0,2
A Ford,2,0,-8
D Pierce,5,1,87
J Scarlett,6,1,56
L Perine,7,0,37
F Franks,7,0,25
K Toney,1,0,9
M Davis,3,0,8
M Kinsey,9,0,29
I Matthews,8,0,17
M McElroy,6,0,13
P Williams,2,0,6
R Boddie,2,0,4
R Stonehouse,1,0,-13
K Carta Samuels,6,0,-34
E Holyfield,8,0,100
T Simmons,1,1,56
B Herrien,5,0,44
J Fields,3,1,31
D Robertson,1,0,23
D Swift,4,0,12
K Jackson,1,0,6
P Hudson,2,0,2
J Cook,5,0,1
J Fromm,2,0,-11
T West,17,0,74
L Board,7,0,30
B Stockstill,5,0,19
B Anderson,3,0,16
J Turner,3,0,10
C Mobley,2,0,9
C Cunningham,1,0,0
M Epstein,19,1,113
R Corbin,12,0,98
R Bonner,4,0,19
D Stampley,1,0,7
M Rivers II,11,0,-12
J Cronkrite,22,1,136
T McCants,4,0,28
B Barnett,10,0,17
E Mack,4,0,16
D Small,2,0,12
T Horne,1,0,4
T Sands,1,0,2
S Scott,18,2,114
P Ramsey,6,1,43
R Walker Jr,9,1,41
W Philyor,1,0,29
M Fiacable,2,0,17
M Penix Jr,3,0,13
C Nelson,2,0,5
M Majette,1,0,-3
R Taylor,2,0,-4
J Gilbert,16,1,89
R Neal,10,0,35
M Hurt Jr,5,0,28
M Dunner,4,0,23
J Hall,2,0,21
C Huntley,2,0,8
T Young,14,1,82
M Sargent,15,2,72
H Geil,10,0,24
K Groenweg,1,0,11
N Easley,1,0,9
P Mansell,2,0,6
B Ross,1,0,3
N Stanley,6,0,0
T Allen,13,0,27
M Weymiller,2,0,5
C Howell,3,0,2
E Dunne,2,0,-9
D Montgomery,21,1,82
K Nwangwu,3,0,10
S Croney Jr,4,0,6
Z Noland,1,0,-11
K Murray,15,0,77
T Sermon,13,1,74
M Sutton,9,0,21
T Pledger,1,0,1
P Williams Jr,18,1,158
D Thompson,3,1,70
K Herbert,2,1,64
D Williams,9,0,39
M Kendrick,6,1,28
C Stanley,3,0,26
R Randall,2,0,11
R Malbrough,3,0,10
P Bender,1,0,0
R Blackshear,19,0,102
J Hilliman,11,1,44
G Rescigno,2,0,5
S Thompson,14,1,66
A Barnes,13,1,50
D Warmack,5,0,24
J Silmon,8,0,18
A Delton,4,0,6
J Rhodes,9,0,53
B Daniels,16,0,47
C Grundy,9,0,30
D Gillins,2,0,11
B Brady,1,0,2
G Campbell Jr,1,0,1
T Wilson,13,1,80
B Snell Jr,15,1,75
C Rodriguez Jr,2,0,43
S King,6,0,26
A Rose,5,1,19
D Clark,1,1,2
R Castille,8,0,58
D Penick,7,0,27
P Rice,2,1,25
N Nichols,3,0,7
J Feggins,0,0,4
D Anderson,1,0,1
M Cunningham,21,0,129
D Williams,9,2,58
H Hall,1,0,10
M Riley,1,0,9
C Wilson,2,0,2
J Pass,2,0,-2
J Smith,2,0,-2
D Ferby,16,0,74
J Samuel,7,0,46
G LaFrance,5,0,34
D Shanley,11,1,8
S Duncan,2,0,4
M Trigg,1,0,2
G Appleberry Jr,1,0,0
A McFarland,11,0,107
T Johnson,6,0,23
T Pigrome,7,0,21
T Fleet Davis,1,0,0
C Okonkwo,1,0,-3
K Hill,5,0,-16
R Armstead,26,0,118
R Ritrovato,14,1,38
J Gardner,8,0,12
I Wright,2,0,2
F Booth Lloyd,1,1,1
J Jennings,1,0,-6
C Evans,18,0,85
T Wilson,11,1,53
