longest punt return, name, punt return yards, punt returns
0,D Dick,0,1
10,C Lacanaria,28,3
9,J Akins,15,2
10,R Leonard,14,2
4,J McCleskey,0,3
3,K Williams,3,1
35,J Golden,45,2
1,T Marshall,1,1
15,K Ewaliko,15,1
3,Q Pedroza,3,2
6,N Spruce,14,4
1,S Fields,1,2
0,D Epps,-1,1
0,P White,0,1
8,K Turpin,13,3
40,A Celis,40,1
8,T Veal,8,1
25,R Smith,29,2
14,B Covey,14,1
88,A Rodriguez,136,8
35,J Davis,35,2
10,T Ellis,16,2
21,T Hines,41,4
2,E Poe,0,3
2,D Deayon,2,1
76,D Pettis,93,2
4,C Nesmith Jr,4,2
21,R Dockery,23,3
5,L Hawthorne,5,1
74,B Estime,96,3
0,J Hill,-1,1
16,D Braverman,16,1
75,G Brown,83,2
18,C Jones,25,4
12,A Erickson,15,2
11,S McElfresh,11,1
2,B Beathard,2,1
13,J Cornelius,12,2
2,N Needham,2,1
19,S Alston,35,3
86,J Martinez,86,1
15,C Lisa,23,2
0,K Noa,0,1
9,S Washington,11,2
16,A Scott,22,2
0,H Renfrow,0,1
0,R McCloud,-6,1
0,G Hopper,-9,1
26,D Gaines,26,1
12,J Hansley,22,3
12,M Little,17,2
19,A Callaway,19,1
11,V Hargreaves,11,1
0,A Bailey,0,1
18,J Wilson,22,2
2,M White,0,2
0,T Rudolph,-1,1
10,B McDowell,10,1
21,R Davis,28,2
0,D Walker,9,1
22,D Ayers,25,3
20,M Paige,19,3
17,D King,26,2
34,A Lazard,100,4
81,T Ryen,93,4
26,T Parmalee,25,2
31,D Heath,52,3
16,R Timmons,16,1
45,P Turner,45,1
0,T Taylor,-5,1
67,W Likely,233,8
63,R Proctor,84,3
72,C Elder,78,3
5,B Berrios,5,1
3,F McRae IV,3,3
58,C Davis,80,6
41,A Penton,66,4
0,K Brothers,6,1
23,J Bryson,24,2
5,E Batties,10,3
14,D Sanders,38,3
12,C Cass Jr,12,1
33,B Cherry,33,1
5,S Morgan Jr,5,1
11,M Hannemann,11,1
13,C Beebe,13,1
13,C Wiggins,17,2
0,C Davis,0,1
7,M Shuler,7,1
0,C McCaffrey,-8,1
5,C Sanders,-1,3
3,D Johnson,3,2
12,S Shepard,32,4
0,J Mixon,0,1
0,I Davis,0,1
6,B Addison,6,1
1,A Maddox,1,1
26,S Stewart,32,3
8,J Grant,13,2
0,J Magee,0,2
0,D Kazee,-1,1
19,T Fullwood,21,3
6,J Reed,6,1
0,B Brown,31,1
0,F Ross,-25,1
19,R Anderson,37,4
15,S Chandler,15,1
14,M Allen,33,4
47,C Sutton,102,3
20,R Burbrink,23,2
0,C Floyd,0,1
6,C LeBlanc,6,1
5,J Stoshak,5,1
79,C Kirk,82,2
11,D Hayes,21,3
9,C Batson,18,3
21,R Goforth,28,2
0,D Fuller,0,1
31,A Jackson,40,2
0,C Tober,-2,1
6,B Taylor,6,1
0,C Murray,0,1
8,K Priester,6,2
24,T Gentry,29,2
28,H Foster,33,3
9,T Hart,9,1
0,G Stroman,0,1
10,E Elliott,13,2
32,K Towner,37,3
0,J Stoshak,-1,1
30,B Covey,37,5
14,J Davis,19,3
17,G Brown,17,1
10,A Coney,13,3
0,T Boyd,-6,1
2,C Murray,2,2
12,A Penton,10,2
22,R Mullaney,22,1
0,R Harrison,8,1
5,C Jones,5,1
5,E Batties,6,2
43,J Cornelius,43,1
4,D Hayes,4,3
