assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
2,0,1,9,2,5,0,0,33.883,Alonzo Gee,2,14,4,F,3,2,2,0,3
5,0,7,8,5,2,4,2,31.517,Tristan T Thompson,3,20,12,C,10,1,0,0,2
9,2,11,7,3,4,3,3,37.367,Anderson Varejao,12,7,9,C,23,0,0,0,1
0,0,2,14,6,0,4,3,28.233,Dion Waiters,0,13,17,G,2,3,5,2,3
3,1,6,20,11,4,5,4,34.567,Kyrie Irving,0,23,29,G,6,0,6,3,4
1,0,4,5,1,0,0,0,17.700,CJ Miles,0,2,2,,4,0,1,0,3
0,1,2,4,2,2,2,1,14.883,Tyler Zeller,0,4,5,,2,1,0,0,0
1,1,2,5,3,2,4,2,16.183,Daniel Gibson,1,-9,10,,3,0,4,2,0
0,0,1,2,1,0,0,0,12.233,Luke Walton,0,-11,2,,1,0,1,0,2
1,0,0,5,2,2,0,0,13.433,Donald Sloan,0,-13,4,,0,0,1,0,2
,,,,,,,,0,Omri Casspi,,,,,,,,,
,,,,,,,,0,Jon Leuer,,,,,,,,,
,,,,,,,,0,Samardo Samuels,,,,,,,,,
4,2,2,8,3,0,2,1,24.583,Trevor Ariza,1,-9,9,F,3,3,4,2,0
1,1,0,9,2,4,0,0,16.750,Trevor Booker,1,-15,4,F,1,1,1,0,4
0,4,2,10,4,1,4,2,24.583,Emeka Okafor,5,-5,10,C,7,0,0,0,1
3,0,3,8,2,1,2,2,21.550,Bradley Beal,0,-16,8,G,3,1,4,2,2
6,0,1,13,2,1,1,1,29.400,AJ Price,1,-11,7,G,2,0,9,2,1
1,1,1,4,3,3,4,1,21.233,Jan Vesely,3,-2,7,,4,0,0,0,1
1,0,3,6,4,1,0,0,23.417,Martell Webster,0,-1,9,,3,2,3,1,0
5,1,2,13,4,1,4,3,28.700,Jordan Crawford,1,0,11,,3,1,6,0,1
2,0,2,7,2,2,0,0,17.183,Chris Singleton,2,1,4,,4,2,1,0,1
3,0,1,6,2,3,2,2,16.350,Jannero Pargo,0,7,7,,1,0,4,1,1
0,1,4,6,4,2,1,0,16.250,Earl Barron,4,1,8,,8,1,0,0,0
,,,,,,,,0,Cartier Martin,,,,,,,,,
3,0,9,16,10,2,5,4,28.867,Lebron James,1,12,26,F,10,2,4,2,0
1,0,2,4,2,3,0,0,29.083,Shane Battier,0,12,6,F,2,1,3,2,0
1,3,8,15,8,3,4,3,36.950,Chris Bosh,2,15,19,F,10,0,1,0,1
4,1,1,22,10,3,11,9,35.117,Dwyane Wade,2,-6,29,G,3,2,0,0,4
11,0,1,7,3,3,2,2,36.483,Mario Chalmers,0,11,8,G,1,3,1,0,1
2,0,2,7,5,1,8,7,30.583,Ray Allen,0,9,19,,2,0,3,2,0
0,0,3,1,0,1,0,0,11.050,Udonis Haslem,0,-2,0,,3,0,0,0,1
1,1,5,5,4,1,2,1,18.917,Rashard Lewis,0,1,10,,5,0,2,1,0
1,0,0,2,1,2,0,0,6.350,Norris Cole,0,5,3,,0,0,2,1,1
1,0,0,0,0,1,0,0,6.600,Mike Miller,0,8,0,,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000,Josh Harrellson,0,0,0,,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000,Terrel Harris,0,0,0,,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000,James Jones,0,0,0,,0,0,0,0,0
5,0,5,15,6,3,9,9,40.567,Paul Pierce,0,-17,23,F,5,2,4,2,0
1,0,5,11,6,2,4,3,28.317,Brandon Bass,6,-8,15,F,11,0,0,0,1
2,2,11,8,4,4,1,1,31.717,Kevin Garnett,1,-4,9,C-F,12,0,0,0,5
