kickoff return yards, kickoff returns, longest kickoff return, name
23,1,23,A Hifo
15,1,15,M Hadley
38,3,14,K Dawson
86,3,45,D Clark
109,5,24,C Tyler Jr
62,3,44,A Isabella
49,3,20,I Rodgers
9,1,9,M Lee
137,5,38,K Ewaliko
22,1,22,T Sayles
57,3,29,N Ellerbe
13,1,13,B Douglas Dotson
18,1,18,Z Zigler
16,1,16,D Johnson
21,1,21,D Warren
16,1,16,D Stewart
39,3,17,O McKinley
51,1,51,K Ballage
27,1,27,J Huntley
21,1,21,G McCrae
20,1,20,R Grant
17,1,17,M Hughes
13,1,13,A Roberson
48,2,26,J Williams
44,1,44,B Singleton
18,1,18,N Maxwell
24,1,24,T Geddis
17,1,17,M Warren II
58,3,22,D Rollins Davis
57,3,23,B Edwards
15,1,15,M Chapman
77,2,58,H Cooper
56,3,19,M Ross
42,2,29,J Swann
19,1,19,J Thompson
21,1,21,A Muhammad
33,1,33,G Smith
9,1,9,T Bateman
0,1,0,J Traylor
44,3,23,J Simpkins
77,3,46,E Dotson
128,8,30,D Williams
50,2,26,P Campbell
144,2,99,T Pollard
22,1,22,D Henderson
103,4,32,M McCray
8,1,8,S Warren
4,1,4,D Carter IV
2,1,2,D Gore
46,2,31,S Brooks
18,1,18,J Martinez
29,1,29,T Johnson
23,1,23,D Stoner
15,1,15,C Lacy
45,3,19,B Louie
116,2,99,D Johnson
14,1,14,D Phillips
99,5,25,T Campbell
38,2,26,M Summers
13,1,13,C Spell
19,1,19,K Fulks
46,2,28,J Santiago
25,1,25,G Dortch
14,1,14,A Byrd
100,6,21,K Pearson
32,2,16,D Davis
46,2,23,J Sharp
77,4,31,D Mabin
23,2,15,C Edmonds
36,2,18,M Sexton
85,4,39,C Montgomery
24,3,16,K Whyte Jr
0,1,0,D Bowens
0,1,0,T Carmona
48,3,23,C Blake
53,3,24,B Glines
28,1,28,K White
69,4,27,J Grant
13,1,13,J Hicks
33,2,19,C McClatcher
34,1,34,N Johnson
22,1,0,S Riley
65,3,26,T Bagley
38,2,25,J Fields
33,2,21,K Coles
21,1,21,J Garcia
46,2,28,A Taylor
75,4,21,T Lindsey Jr
21,1,21,G Bright
69,4,26,M Dermott
120,4,58,T Johnson
12,1,12,D Moore
25,1,25,J Stokes
29,1,29,J Davis
15,1,15,M Campbell
29,1,29,D Dixon
24,2,14,C Platt
44,2,27,F Hickson
55,1,55,C Wilson
48,1,48,A Williams
16,1,16,J Daughtry Frye
96,5,26,J Trinnaman
21,1,21,D Williams
22,1,22,C Powell
39,2,20,K Price
33,2,20,Z Tyson
71,4,19,K Tyler
0,1,0,L Collins Jr
145,6,28,I Rodgers
23,1,23,J Britt
53,2,36,S Wilson
38,1,38,B Brown
98,4,33,I Totten
55,3,31,A Carter
13,1,13,J Murphy
68,3,30,C Love
49,2,29,D Grayson
15,1,15,H Howe
14,1,14,M Marshall
20,2,10,K Gavin
15,1,15,H Ruggs III
42,2,24,D Scott
22,1,22,D ONeal
11,7,28,J Gilbert
23,1,23,M Hardman
19,1,19,A Crumpton
15,1,15,I Lewis
42,2,21,T Sayles
41,2,21,K Ewaliko
43,3,18,D Newsome
36,3,14,C Young
11,1,11,C Holloway
19,1,19,M Epstein
10,1,10,N Echard
15,1,15,M Dunner
30,1,30,A Wadley
12,1,12,T Hall
8,1,8,J Watson
58,2,35,M Warren
81,4,29,J Rima
44,1,44,S Sims Jr
20,1,20,Q Hampton
0,2,0,B Johnson
20,2,10,C Sanders
17,1,17,R Eisenhart
119,2,96,D Reed
33,2,23,B Pringle
4,1,4,T Wood
35,2,25,C Battle
229,4,100,R Calais
123,5,42,J Petit Frere
26,1,26,A Mitchell
12,1,12,D Dawson
54,2,29,J Dancy
49,3,22,R Bonnette
135,6,30,X Bell
22,1,22,D Stewart Jr
12,1,12,N Davis
81,4,32,A Clair
12,1,12,L Skattebo
65,3,31,J Thomas
100,4,27,K Mitchell
41,2,26,T Cleveland
15,1,15,D Massey
15,1,15,K Toney
118,2,97,J Jones
46,1,46,D Pennamon
16,1,16,B Barge
0,1,0,X Johnson
129,4,51,D Mason
14,1,14,J Brooks
14,2,12,E Beisel
20,1,20,D Holliman
196,3,99,K Davis
13,1,13,M Williams
5,1,5,R Yurachek
11,1,11,M Thomas
52,1,52,D Gray
23,1,23,G Myles
63,4,23,J Allen
45,2,25,A Ratliff Williams
23,1,23,M Stewart
33,2,20,A Davis
17,1,17,T Beck
39,2,27,N Hines
97,1,97,D Samuel
44,3,18,A Turner
99,1,99,J Spielman
15,1,15,S Morgan Jr
47,2,25,C Mason
15,1,15,B Taylor
47,2,27,D Chestnut
34,2,17,D Qualls
49,3,19,J Moten IV
54,2,35,V Crumbie
36,2,24,K Fossum
48,2,30,C Sanders
81,3,30,M Jones
41,2,24,A Jennings
20,1,20,I Wright
29,1,29,J Darden
68,3,31,D Randle
60,2,41,Z Giles
24,1,24,K Banks
21,1,21,K Nelson
17,1,17,D Brown
55,3,21,A Knight
30,2,19,R Bell
23,2,22,A Graham
17,1,17,R Scott
5,1,5,D Smith
23,1,23,J Badet
45,2,23,K Foster
23,1,23,J Cox
21,1,21,B Simmons
39,2,22,J Diggs
157,4,100,T Brooks James
65,3,23,L Measom
45,2,29,E Holt
33,2,18,E Givens
90,4,43,A Pierce
32,2,21,C Tyler Jr
69,5,18,K Dawson
71,3,28,Q Henderson
33,2,17,C Turner
20,1,20,S Barkley
64,3,24,V Edwards Jr
13,1,13,D Butler
51,4,21,K Catlett
29,2,18,M Jones
62,2,43,S Dawkins
18,1,18,R Penny
14,1,14,K Kelly
65,3,30,M Layton
17,1,17,J Williams
27,2,16,T McCants
16,1,16,D Johnson
12,1,12,M Valdes Scantling
49,3,21,D Liotine
25,1,25,S Bedell
43,2,28,B Gaither
0,1,0,J Burrill
35,2,25,T Daniels
69,2,46,S King
9,1,9,A Rose
50,2,35,K Johnson
171,6,56,A Ward
99,3,71,J McGowen
12,1,12,D Davis
44,3,17,T Kennedy III
15,1,15,W Newman
13,1,13,M James
88,4,34,D Duvernay
12,1,12,L Humphrey
11,1,11,B Jones
9,1,9,M Roach
103,4,34,T Jacobs
80,2,62,T Johnson
100,3,52,S Badie
83,4,27,M Carter
32,2,29,C Samon
10,1,10,D Shy
86,4,26,L Dickens
20,1,20,J Brown
60,3,25,A Custer Jr
43,2,32,J Haden
33,2,19,O Miles
26,2,17,H Harris
29,1,29,E Owens
18,2,13,D Woods Jr
6,1,0,T Hollandsworth
0,0,0,G Fauolo
39,3,17,J Scott
24,1,24,J Ezzard
22,1,22,G Lemonier Jr
61,2,32,V Jones Jr
14,2,14,J Jones
168,4,100,D Phillips
91,3,44,J Reed
61,3,31,D Dedmon
23,1,23,R Taylor
36,2,18,T Burgess
16,1,16,L Jones
7,1,7,D Mobley
47,2,24,L Scott
26,1,26,A Booth
104,5,29,D Holmes
11,1,11,O Spencer
112,4,37,C Kirk
93,3,44,J Clark
30,2,20,J Green
86,2,51,E Berry
14,1,14,T Chandler
9,1,9,E Wolf
55,3,20,S Scarver
63,4,21,K Yancy
22,1,22,M Dean
40,2,22,B Singleton
15,1,15,A Gardner
89,3,39,M Warford
17,1,17,D Knox
11,1,11,K Catlett
16,1,16,J Ross
16,1,16,K Nelson
60,3,33,X Johnson
24,1,24,T Minter
18,1,18,A Parker
27,1,27,D Sands
70,6,22,K Crayton
19,1,19,T Diggs
94,3,63,D Scott
33,2,21,D ONeal
24,1,24,M Williams
17,1,17,I Lewis
32,2,17,J Baldwin
30,1,30,R Stevens
11,1,11,R Saxton
33,2,20,D Stewart
60,2,37,K Turpin
98,4,46,K Walker
37,2,19,J Martinez
6,1,6,J Hawkins
23,1,23,T Johnson
105,2,81,J Leday
23,1,23,K Ballage
99,1,99,R Penny
125,2,93,M Dunner
52,2,27,M Walton
109,5,42,A Wilson
62,3,27,J Haden
31,2,23,T Ebner
25,1,21,B Winnegan
146,5,55,M Walker
60,3,22,A Clair
17,1,17,T Stephens Jr
9,2,7,B Denley
54,4,25,P Anderson
28,2,18,K Henry
0,1,0,A Simmons
45,1,45,J Trinnaman
14,1,14,K Fulks
8,1,8,K Young
29,2,16,A Davis
24,1,24,D Scott
79,3,42,R Shaheed
19,1,19,T Johnson
9,1,9,B May
21,1,21,C Powell
19,1,19,K Martin
16,1,16,N Igbinoghene
33,2,22,J Haydel
35,1,35,D Clark
19,1,19,D Qualls
11,1,11,S Wilson
83,5,27,J Moten IV
59,2,41,M Campbell
33,2,19,L Ramsby
18,1,18,N OConnor
7,1,7,D Chatman
7,1,7,R Jeune
2,1,2,T Roof
17,2,12,R Hall
55,3,24,R Mwehla
21,1,21,D Brantley
6,1,6,D Henderson
48,3,22,D Woods Jr
38,2,24,K Foster
43,2,23,K Towner
14,1,14,D Farris
88,5,21,M Warren
70,3,29,A Wadley
39,2,24,I Kelly Martin
46,1,46,R Schadler
16,1,16,M Aql
10,1,10,Q Hampton
0,1,0,C Harrell
56,3,25,B Edwards
17,1,17,D Reed
66,1,66,A McAllister
42,4,14,C Montgomery
16,1,16,N Mullen
98,4,57,K Price
37,2,22,R James
20,1,20,Z Tyson
38,2,20,G Lemonier Jr
24,1,24,J Ezzard
16,1,16,J Williams
13,1,13,A Lewis
6,1,6,J Scott
51,2,30,L Bowden Jr
22,1,22,S King
141,4,53,L Scott
72,3,26,C Edwards Helaire
109,5,26,J Parker
42,3,15,K Mixon
2,1,2,R Todd
19,1,19,T Jacobs
16,1,16,T Johnson
14,1,14,A Edwards
9,1,9,J Leake
80,4,24,S Simpson
52,3,23,L Klugh
51,2,29,R Dorsey
31,1,31,A Isabella
15,1,15,I Rodgers
10,1,10,J Britt
24,1,24,J Cox
51,2,29,D Stewart Jr
181,4,100,D Phillips
47,2,28,M Thomas
71,3,27,D Rollins Davis
76,4,27,K Crawford
7,1,7,T Geddis
54,2,37,J Jones
16,1,16,D Buford
92,4,29,P Logan
10,1,10,D Fields
47,2,25,D Mason
97,1,97,D Samuel
23,1,23,A Turner
39,2,29,T Walker
64,3,29,S Badie
199,5,94,A Ratliff Williams
14,1,14,M Carter
6,1,6,A Cater
23,1,23,S Dawkins
12,1,12,C Standberry
94,4,29,N Hines
53,2,34,K Davis
42,3,17,M Williams
17,2,13,C Mitchell
48,2,25,V Crumbie
68,3,34,C Blake
44,3,19,T Mitchell
19,1,19,A Hollins
16,1,16,D McCullough
35,1,35,E Lilly
5,1,5,M Williams
7,1,7,L Rose III
84,4,36,C Sanders
64,2,38,M Hardman
47,2,24,E Holyfield
56,1,56,P Campbell
79,4,23,J Badet
15,1,15,T Brooks James
13,1,13,K Benoit
11,1,11,J Spielman
102,5,26,A Pierce
40,2,22,S Brooks
50,2,32,S Barkley
33,2,17,Q Henderson
22,1,22,J Grant
16,1,16,J Hicks
24,2,14,M Sexton
17,1,17,J Adams
79,4,32,J Washington
27,1,27,T Quinn
75,4,29,J Darden
-4,0,0,K McClain
123,4,48,S Riley
94,3,64,S Tucker
61,3,25,M Jones
29,2,21,J McGrigg
22,1,18,T Johnson
9,1,9,R Rolle
91,1,91,T Chandler
13,1,13,M Callaway
40,2,23,T McCoy
113,5,39,B Gaither
24,1,24,Z Zigler
87,5,26,B Louie
20,1,20,B Umblance
72,3,34,R Calais
20,1,20,A Johnson
14,1,14,E Patterson
50,2,27,M Jones
24,2,13,G Golden
11,1,11,P Graham
2,1,2,C LeVay
44,2,23,C Kirk
13,1,13,T Figaro
101,3,54,D Holmes
19,1,19,M Osling III
71,4,23,K Ewaliko
110,4,46,C Scarlett
