field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
2,2,5,5,33,Adam Vinatieri
1,2,1,1,34,Olindo Mare
1,1,3,3,49,Ryan Longwell
1,2,0,0,45,Matt Prater
2,2,1,1,42,Jeff Wilkins
2,3,3,3,34,John Kasay
0,1,2,2,0,Rian Lindell
3,5,0,0,48,Jason Elam
2,2,2,2,28,Kris Brown
1,2,0,0,27,Justin Medlock
3,3,1,1,44,Shaun Suisham
2,2,1,1,36,Jay Feely
0,0,2,2,0,Mike Nugent
1,1,5,5,22,Stephen Gostkowski
3,3,1,1,53,Mason Crosby
2,2,1,1,47,David Akers
0,0,1,1,0,Phil Dawson
2,2,4,4,31,Jeff Reed
1,1,1,1,22,Josh Scobee
2,2,1,1,31,Rob Bironas
0,1,2,2,0,Nate Kaeding
1,1,0,0,27,Robbie Gould
0,3,3,3,0,Sebastian Janikowski
3,3,3,3,46,Jason Hanson
2,2,2,2,46,Josh Brown
2,2,0,0,38,Matt Bryant
1,1,6,6,31,Nick Folk
3,3,2,2,48,Lawrence Tynes
2,3,1,1,40,Shayne Graham
0,0,0,1,0,Kyle Larson
2,2,2,2,36,Matt Stover
2,2,2,2,33,Joe Nedney
1,1,2,2,35,Neil Rackers
2,2,1,1,35,John Carney
0,2,1,1,0,Matt Prater
4,4,2,2,39,Jeff Reed
1,1,0,0,24,Rian Lindell
3,3,6,6,39,Phil Dawson
1,1,6,6,20,Shayne Graham
2,3,1,1,48,Lawrence Tynes
0,1,5,5,0,Mason Crosby
0,0,3,3,0,John Kasay
2,2,4,4,33,Kris Brown
2,2,2,2,36,Rob Bironas
3,4,1,2,39,Adam Vinatieri
1,1,4,4,27,Matt Bryant
0,1,2,2,0,Olindo Mare
3,4,1,1,53,Jeff Wilkins
1,1,2,2,40,Joe Nedney
2,2,2,2,45,Jay Feely
3,3,4,4,47,Nick Folk
2,3,2,2,37,Jason Hanson
1,2,2,2,32,Ryan Longwell
3,4,2,2,52,Neil Rackers
2,2,2,2,28,Josh Brown
2,2,2,2,47,Robbie Gould
1,2,1,1,45,Dave Rayner
2,3,2,2,43,Matt Stover
2,3,1,1,50,Mike Nugent
3,4,2,2,23,Jason Elam
1,2,1,1,38,Sebastian Janikowski
1,2,5,5,24,Stephen Gostkowski
0,0,2,2,0,Nate Kaeding
4,4,0,0,39,David Akers
2,2,2,2,37,Shaun Suisham
4,4,2,2,46,Matt Stover
3,4,2,2,48,Neil Rackers
1,1,5,5,24,Stephen Gostkowski
0,0,1,1,0,Rian Lindell
0,0,8,8,0,David Akers
0,1,3,3,0,Jason Hanson
1,1,3,3,33,Kris Brown
3,3,3,3,36,Adam Vinatieri
1,1,4,4,21,Mike Nugent
2,2,2,2,39,Jay Feely
2,2,1,1,49,Dave Rayner
1,1,1,1,22,Ryan Longwell
1,1,4,4,28,Mason Crosby
1,1,3,3,44,Nate Kaeding
3,3,4,4,49,Jeff Reed
3,3,1,1,50,Joe Nedney
1,2,3,3,27,Matt Bryant
1,3,0,0,25,Jeff Wilkins
1,1,3,3,23,Josh Brown
2,2,1,1,43,Shayne Graham
4,4,2,2,48,Sebastian Janikowski
1,2,3,3,23,Phil Dawson
0,0,2,2,0,Jason Elam
3,3,2,2,27,John Carney
2,2,2,2,25,Morten Andersen
2,2,3,3,49,John Kasay
1,2,2,2,47,Shaun Suisham
1,1,3,3,34,Lawrence Tynes
1,1,1,1,20,Robbie Gould
2,3,4,4,44,Nick Folk
0,0,2,2,0,Olindo Mare
1,2,4,4,33,Rob Bironas
2,2,3,3,41,Phil Dawson
2,4,1,1,29,Matt Stover
1,2,4,5,49,Jason Hanson
2,3,3,3,49,Robbie Gould
3,3,1,1,48,Ryan Longwell
3,3,2,2,44,Mason Crosby
4,5,2,2,46,Morten Andersen
3,4,1,1,42,Kris Brown
1,1,2,2,46,Rian Lindell
0,1,2,2,0,Mike Nugent
1,1,2,2,29,Jay Feely
0,0,5,5,0,Sebastian Janikowski
0,0,5,5,0,Nick Folk
0,1,1,1,0,Jeff Wilkins
1,1,0,0,43,Joe Nedney
3,3,2,2,31,Josh Brown
0,0,1,1,0,John Kasay
2,2,2,2,38,Matt Bryant
1,1,5,5,22,Adam Vinatieri
2,2,2,2,35,Jason Elam
3,3,1,1,51,Nate Kaeding
3,3,3,3,41,Dave Rayner
0,1,3,3,0,Neil Rackers
0,0,2,2,0,Jeff Reed
1,2,1,2,29,Lawrence Tynes
1,2,0,0,53,David Akers
2,2,1,1,48,Shayne Graham
2,2,4,4,36,Stephen Gostkowski
3,3,2,2,46,Jeff Wilkins
2,3,4,4,50,Neil Rackers
2,3,2,2,40,Rob Bironas
2,3,1,1,32,Morten Andersen
0,2,0,0,0,Michael Koenen
2,4,1,1,28,Olindo Mare
3,3,1,1,52,John Kasay
2,2,4,4,25,Stephen Gostkowski
1,1,2,2,42,Phil Dawson
1,2,3,3,28,Shaun Suisham
1,1,0,0,39,Jason Hanson
0,1,1,1,0,Dave Rayner
1,2,2,2,20,John Carney
5,5,1,1,57,Kris Brown
4,4,1,1,48,Jay Feely
0,0,5,5,0,Lawrence Tynes
1,2,3,3,47,Mike Nugent
0,0,3,3,0,Jeff Reed
2,2,3,4,35,Adam Vinatieri
0,0,2,2,0,Matt Bryant
0,1,1,1,0,Joe Nedney
3,3,0,0,49,Matt Stover
1,1,0,0,30,Jason Elam
2,2,5,5,45,Nate Kaeding
2,2,2,2,37,Mason Crosby
2,2,3,3,44,Robbie Gould
1,2,3,3,24,Rian Lindell
4,4,1,1,53,Nick Folk
2,2,3,3,32,Dave Rayner
2,2,2,2,36,Shayne Graham
1,2,4,5,37,John Carney
3,3,0,0,35,Kris Brown
2,2,5,5,40,Phil Dawson
1,1,4,4,43,Jay Feely
1,1,4,4,32,Robbie Gould
2,2,4,4,55,Ryan Longwell
3,4,0,0,30,Mike Nugent
3,5,1,1,31,David Akers
5,5,1,1,43,Matt Stover
1,2,0,0,32,Jeff Wilkins
2,2,1,1,43,Matt Bryant
1,1,1,1,48,Rob Bironas
1,3,2,2,37,Mason Crosby
0,0,2,2,0,Shaun Suisham
1,1,1,1,50,Neil Rackers
4,5,1,1,45,John Kasay
2,2,3,3,38,Nick Folk
2,2,6,6,45,Stephen Gostkowski
0,1,4,4,0,Nate Kaeding
0,0,2,2,0,Sebastian Janikowski
1,2,2,2,52,Josh Brown
0,0,4,4,0,Olindo Mare
1,2,1,1,47,Morten Andersen
1,1,4,4,32,Lawrence Tynes
0,1,3,3,0,Shaun Suisham
0,1,1,2,0,Neil Rackers
0,0,2,2,0,Olindo Mare
3,3,1,1,38,Morten Andersen
4,4,1,1,41,Rian Lindell
0,0,2,2,0,Matt Stover
1,2,3,3,45,Nick Folk
0,1,2,2,0,Ryan Longwell
0,0,4,4,0,Jay Feely
0,0,7,7,0,Stephen Gostkowski
2,2,3,4,39,Lawrence Tynes
0,0,1,1,0,Joe Nedney
3,3,2,2,42,Jason Hanson
1,2,1,1,48,Matt Bryant
0,0,4,4,0,Kris Brown
8,8,2,2,52,Rob Bironas
1,1,1,1,37,Sebastian Janikowski
2,3,0,0,41,Dave Rayner
1,1,5,5,20,Shayne Graham
3,3,2,2,43,Mike Nugent
3,3,1,1,37,David Akers
4,5,1,1,45,Robbie Gould
4,4,3,3,48,Josh Brown
2,3,0,0,31,Jeff Wilkins
1,1,4,4,49,Jason Elam
0,1,4,4,0,Jeff Reed
0,0,1,1,0,John Carney
2,2,3,3,36,Adam Vinatieri
2,2,2,2,46,Jeff Wilkins
