average punt return, average punt return yards, longest punt return, name, punt return touchdowns, punt returns
0.000,,0,Deion Branch,0,1
6.000,,6,Tyrone Poole,0,1
10.000,,13,Brad Pyatt,0,2
5.000,,7,Lamont Brightful,0,2
4.000,,6,Derrick Mason,0,2
5.000,,5,Nate Clements,0,1
8.000,,12,Jermaine Lewis,0,4
4.000,,8,RW McQuarters,0,3
12.000,,12,Bernard Berrian,0,1
0.000,,56,Justin Gage,0,0
2.000,,2,Eddie Drummond,0,1
9.000,,12,Dennis Northcutt,0,2
0.000,,4,BJ Sams,0,5
5.000,,5,Deion Sanders,0,1
13.000,,30,Rod Smith,0,4
26.000,,26,Dante Hall,0,1
1.000,,1,Mewelde Moore,0,1
12.000,,12,Dedric Ward,0,1
6.000,,8,Michael L Lewis,0,4
8.000,,10,Bobby Engram,0,3
6.000,,7,Santana Moss,0,2
16.000,,25,Reno Mahe,0,3
8.000,,8,Mark Jones,0,1
11.000,,15,Antwaan Randle El,0,2
13.000,,13,Phillip Buchanon,0,1
1.000,,2,Arnaz Battle,0,3
6.000,,17,Allen Rossum,0,3
6.000,,10,Shaun McDonald,0,2
7.000,,7,Karl Williams,0,1
12.000,,21,JJ Moses,0,2
13.000,,13,Eric Parker,0,1
6.000,,12,Chad Morton,0,3
4.000,,12,Bill Schroeder,0,5
0.000,,0,Steve Smith,0,0
8.000,,16,Antonio Chatman,0,3
0.000,,0,Karl Williams,0,0
6.000,,22,Troy Brown,0,4
11.000,,22,Allen Rossum,0,3
-2.000,,-2,Shaun McDonald,0,1
11.000,,33,BJ Sams,0,5
23.000,,23,Deion Sanders,0,1
3.000,,6,Antwaan Randle El,0,3
13.000,,21,TJ Houshmandzadeh,0,2
11.000,,36,Lamont Brightful,0,7
4.000,,10,Dedric Ward,0,2
7.000,,7,Terence Newman,0,1
11.000,,11,Dennis Northcutt,0,1
0.000,,0,Eddie Drummond,0,0
5.000,,7,JJ Moses,0,3
12.000,,18,Antonio Chatman,0,2
9.000,,9,Darren Sharper,0,1
6.000,,6,RW McQuarters,0,1
15.000,,50,Jermaine Lewis,0,5
10.000,,30,Rod Smith,0,3
9.000,,20,Dante Hall,0,2
6.000,,12,Eugene Baker,0,3
17.000,,21,Michael L Lewis,0,2
6.000,,6,Julian Peterson,0,1
0.000,,0,Arnaz Battle,0,0
11.000,,15,Mark Jones,0,2
8.000,,14,Chad Morton,0,3
15.000,,15,Phillip Buchanon,0,1
4.000,,9,Nate Clements,0,2
7.000,,19,Eric Parker,0,4
2.000,,2,Santana Moss,0,1
7.000,,8,Tim Brown,0,2
0.000,,0,Bill Schroeder,0,1
8.000,,10,Bobby Engram,0,3
4.000,,4,Derrick Mason,0,1
3.000,,3,Brad Pyatt,0,1
2.000,,2,Reno Mahe,0,1
0.000,,0,Keenan Howry,0,0
14.000,,30,Allen Rossum,0,2
2.000,,3,Karl Williams,0,3
9.000,,9,Keiwan Ratliff,0,1
0.000,,0,TJ Houshmandzadeh,0,0
21.000,,63,BJ Sams,0,4
0.000,,0,Rod Smith,0,0
12.000,,13,Eric Parker,0,3
4.000,,5,Eddie Drummond,0,2
2.000,,5,Reno Mahe,0,4
0.000,,18,JR Reed,0,0
5.000,,10,Brad Pyatt,0,2
7.000,,8,Antonio Chatman,0,2
11.000,,11,Dante Hall,0,1
15.000,,17,JJ Moses,0,2
10.000,,10,Wes Welker,0,2
0.000,,1,Antwaan Randle El,0,2
16.000,,21,Keenan Howry,0,2
0.000,,0,Bernard Berrian,0,0
9.000,,21,Mark Jones,0,3
0.000,,0,Dennis Northcutt,0,1
2.000,,2,Phillip Buchanon,0,2
0.000,,0,Bobby Engram,0,0
6.000,,7,Arnaz Battle,0,2
0.000,,0,Shaun McDonald,0,0
13.000,,34,Michael L Lewis,0,5
5.000,,11,Derrick Mason,0,4
8.000,,10,Jermaine Lewis,0,2
6.000,,9,Chad Morton,0,3
8.000,,13,Dedric Ward,0,8
5.000,,8,Karl Williams,0,5
7.000,,7,Michael L Lewis,0,1
11.000,,13,Nate Clements,0,2
0.000,,0,Tyrone Poole,0,1
0.000,,2,Eugene Baker,0,2
11.000,,25,Allen Rossum,0,5
0.000,,0,RW McQuarters,0,1
3.000,,9,Reno Mahe,0,5
14.000,,44,Dennis Northcutt,0,5
7.000,,12,James Thrash,0,3
1.000,,1,Antonio Chatman,0,1
4.000,,9,Mark Jones,0,4
12.000,,16,Jermaine Lewis,0,2
0.000,,0,Brad Pyatt,0,0
8.000,,8,Wes Welker,0,1
8.000,,24,Santana Moss,0,3
3.000,,6,Antwaan Randle El,0,2
7.000,,17,TJ Houshmandzadeh,0,4
2.000,,4,Eric Parker,0,2
6.000,,6,Tim Dwight,0,1
0.000,,0,Derrick Mason,0,2
11.000,,13,Arnaz Battle,0,2
3.000,,3,Shaun McDonald,0,1
2.000,,2,Michael Clayton,0,1
0.000,,0,Tim Brown,0,0
9.000,,10,Triandos Luke,0,2
13.000,,24,JJ Moses,0,3
7.000,,7,Phillip Buchanon,0,1
4.000,,4,Charles Woodson,0,1
33.000,,58,BJ Sams,1,2
0.000,,0,Dante Hall,0,0
16.000,,35,Allen Rossum,0,4
1.000,,3,Eddie Drummond,0,2
6.000,,6,Terence Newman,0,1
11.000,,11,Dedric Ward,0,1
2.000,,5,Mark Jones,0,2
5.000,,9,Triandos Luke,0,2
10.000,,18,Eugene Baker,0,3
10.000,,13,Jason David,0,2
6.000,,10,Phillip Buchanon,0,2
6.000,,9,Kevin Faulk,0,2
8.000,,21,Wes Welker,0,5
8.000,,11,Michael L Lewis,0,3
5.000,,5,Tim Brown,0,1
19.000,,34,Santana Moss,0,2
1.000,,1,Justin McCareins,0,1
6.000,,6,Nate Clements,0,1
3.000,,9,Antwaan Randle El,0,4
6.000,,10,Dennis Northcutt,0,2
0.000,,0,Tim Dwight,0,0
1.000,,1,Jermaine Lewis,0,1
6.000,,6,Bobby Engram,0,1
19.000,,39,Shaun McDonald,0,2
22.000,,71,Arnaz Battle,1,4
9.000,,14,Karl Williams,0,4
11.000,,15,JJ Moses,0,4
8.000,,13,Nate Burleson,0,2
0.000,,0,Keenan Howry,0,0
8.000,,11,Chad Morton,0,2
20.000,,78,BJ Sams,1,5
0.000,,1,Antonio Chatman,0,2
7.000,,7,Derrick Mason,0,1
17.000,,17,Allen Rossum,0,1
0.000,,0,Tim Dwight,0,0
0.000,,0,Eric Parker,0,0
7.000,,7,Nate Clements,0,1
5.000,,5,Wes Welker,0,1
8.000,,35,RW McQuarters,0,7
0.000,,9,Bobby Gray,0,0
0.000,,4,Chad Morton,0,2
7.000,,11,Dennis Northcutt,0,4
1.000,,2,TJ Houshmandzadeh,0,2
7.000,,9,Dedric Ward,0,2
10.000,,15,Antwaan Randle El,0,2
24.000,,27,Eddie Drummond,0,2
10.000,,12,Antonio Chatman,0,3
13.000,,17,Jermaine Lewis,0,2
3.000,,9,Dante Hall,0,2
0.000,,0,Shaunard Harts,0,1
7.000,,8,Kevin Faulk,0,2
0.000,,0,Maurice Morris,0,1
0.000,,0,Bobby Engram,0,0
5.000,,11,Nate Burleson,0,2
11.000,,26,Justin McCareins,0,4
6.000,,6,Arnaz Battle,0,1
0.000,,0,Reno Mahe,0,0
0.000,,0,Jamall Broussard,0,1
14.000,,21,Triandos Luke,0,4
8.000,,12,Derrick Mason,0,2
7.000,,11,JJ Moses,0,4
-2.000,,3,Shaun McDonald,0,2
14.000,,14,Tim Brown,0,1
-1.000,,0,Karl Williams,0,2
1.000,,3,Maurice Morris,0,4
2.000,,2,BJ Sams,0,1
4.000,,4,Deion Sanders,0,1
5.000,,16,Nate Clements,0,4
0.000,,0,Jamall Broussard,0,1
6.000,,10,Eric Parker,0,3
17.000,,25,Dennis Northcutt,0,2
1.000,,1,Reno Mahe,0,1
0.000,,0,Antonio Chatman,0,0
9.000,,9,Lance Frazier,0,1
0.000,,0,Jason David,0,0
12.000,,12,Troy Edwards,0,1
11.000,,11,Dante Hall,0,1
75.000,,75,Allen Rossum,1,1
0.000,,0,Brian Finneran,0,0
7.000,,20,Wes Welker,0,4
0.000,,1,Shaun McDonald,0,2
2.000,,2,Nate Burleson,0,1
4.000,,7,Derrick Mason,0,3
1.000,,3,Kevin Faulk,0,2
5.000,,5,Justin McCareins,0,1
9.000,,9,Mark Jones,0,1
-2.000,,-2,Eddie Drummond,0,1
5.000,,10,Phillip Buchanon,0,5
10.000,,18,Michael L Lewis,0,2
7.000,,7,Tim Brown,0,2
3.000,,3,RW McQuarters,0,1
8.000,,17,DO Neal,0,3
2.000,,2,Triandos Luke,0,1
16.000,,40,Nate Clements,0,5
7.000,,7,Josh Reed,0,1
8.000,,8,Karl Williams,0,2
14.000,,24,RW McQuarters,0,6
6.000,,14,Arnaz Battle,0,3
0.000,,0,Patrick Crayton,0,1
55.000,,55,Lance Frazier,0,1
25.000,,25,Eddie Drummond,0,1
11.000,,12,Rod Smith,0,2
12.000,,12,Allen Rossum,0,1
46.000,,46,Dante Hall,0,1
7.000,,7,Jason David,0,1
3.000,,5,Nate Burleson,0,2
5.000,,7,Mark Jones,0,3
5.000,,9,Reno Mahe,0,3
6.000,,13,BJ Sams,0,3
4.000,,8,Deion Sanders,0,2
5.000,,9,Antwaan Randle El,0,2
5.000,,6,Kevin Faulk,0,3
15.000,,32,Eric Parker,0,4
18.000,,18,Phillip Buchanon,0,1
10.000,,10,Kris Richard,0,1
1.000,,4,Michael Waddell,0,3
0.000,,0,DO Neal,0,0
17.000,,19,JJ Moses,0,2
7.000,,14,Troy Edwards,0,2
8.000,,11,James Thrash,0,2
10.000,,15,Antonio Chatman,0,3
-1.000,,6,Santana Moss,0,4
4.000,,6,Wes Welker,0,2
8.000,,18,BJ Sams,0,4
12.000,,15,Dennis Northcutt,0,2
5.000,,5,Nate Clements,0,1
0.000,,0,Jonathan Smith,0,1
13.000,,17,Santana Moss,0,2
7.000,,7,Justin McCareins,0,1
13.000,,13,Jamall Broussard,0,1
4.000,,8,Phillip Buchanon,0,2
14.000,,28,TJ Houshmandzadeh,0,2
10.000,,11,Lance Frazier,0,2
9.000,,9,Rod Smith,0,2
-1.000,,2,JJ Moses,0,3
0.000,,-2,Dunta Robinson,0,0
4.000,,9,Eddie Drummond,0,5
23.000,,43,James Thrash,0,2
0.000,,0,Lemar Marshall,0,0
8.000,,20,Wes Welker,0,4
0.000,,11,Bryan Gilmore,0,0
9.000,,9,Karl Williams,0,1
15.000,,29,Mark Jones,0,3
14.000,,30,RW McQuarters,0,3
4.000,,10,Antwaan Randle El,0,5
5.000,,5,Verron Haynes,0,1
3.000,,6,Eric Parker,0,2
0.000,,0,Michael L Lewis,0,0
8.000,,27,Arnaz Battle,0,4
7.000,,14,Kris Richard,0,3
1.000,,3,Shaun McDonald,0,2
11.000,,15,Kevin Faulk,0,2
2.000,,2,Joey Galloway,0,1
21.000,,29,Dante Hall,0,2
-2.000,,-2,Brad Pyatt,0,1
48.000,,91,Nate Burleson,1,2
13.000,,38,Karl Williams,0,5
4.000,,11,Mark Jones,0,4
0.000,,0,Allen Rossum,0,2
12.000,,16,Joey Galloway,0,2
14.000,,14,Dennis Northcutt,0,1
14.000,,29,Antwaan Randle El,0,2
8.000,,15,Antonio Chatman,0,2
-1.000,,-1,Nate Burleson,0,1
8.000,,8,Jason David,0,1
34.000,,34,Aaron Moorehead,0,1
9.000,,13,JJ Moses,0,2
8.000,,13,Jermaine Lewis,0,4
33.000,,83,Eddie Drummond,2,6
11.000,,16,Kevin Faulk,0,3
0.000,,0,Nate Clements,0,1
70.000,,70,Jonathan Smith,1,1
10.000,,10,Michael L Lewis,0,1
5.000,,11,Dante Hall,0,4
7.000,,13,Santana Moss,0,3
0.000,,0,Justin McCareins,0,1
6.000,,19,BJ Sams,0,7
7.000,,8,Arnaz Battle,0,2
8.000,,8,Cedrick Wilson,0,1
5.000,,5,Jamall Broussard,0,1
0.000,,0,Shaun McDonald,0,0
