batters faced, earned runs, era, fly balls, ground balls, hit batters, hits allowed, home runs allowed, innings pitched, name, order, pitches, result, runs allowed, strike outs thrown, strikes, walks allowed
14,0,0.000,0,5,[],1,0,4.000,Nate Robertson,2,60,S,0,7,35,2
17,3,11.570,3,3,[],7,2,2.333,Russ Ortiz,1,54,L,6,1,29,2
12,1,3.380,2,5,[],2,0,2.667,Juan Cruz,2,47,,1,1,30,2
3,0,0.000,1,2,[],0,0,1.000,CJ Nitkowski,3,5,,0,0,3,0
6,0,0.000,0,2,[],1,0,1.000,Antonio Alfonseca,4,28,,0,1,12,2
6,0,0.000,5,0,[],0,0,2.000,Will Cunnane,5,21,,0,1,13,0
23,2,3.000,7,9,[],4,1,6.000,Tom Glavine,1,78,W,2,2,45,2
6,0,0.000,2,2,[],0,0,2.000,David Weathers,2,22,,0,2,15,0
4,0,0.000,0,3,[],2,0,1.000,Braden Looper,3,8,,0,0,6,0
25,6,10.120,1,9,[],8,2,5.333,Jason Marquis,1,101,L,6,6,63,1
6,1,5.400,1,4,[],2,1,1.667,Jason Simontacchi,2,23,,1,0,14,0
3,0,0.000,1,2,[],0,0,1.000,Steve Kline,3,9,,0,0,5,0
3,0,0.000,2,1,[],0,0,1.000,Jason Isringhausen,4,8,,0,0,6,0
27,4,5.680,8,7,[],7,2,6.333,Doug Davis,1,98,W,4,4,65,1
6,0,0.000,3,1,[],2,0,1.333,Jeff Bennett,2,19,H,0,0,12,0
1,0,0.000,1,0,[],0,0,0.333,Luis Vizcaino,3,5,H,0,0,2,0
7,1,4.500,1,2,[],3,0,1.000,Danny Kolb,4,22,S,1,0,14,1
23,4,5.730,3,6,[],2,2,5.000,Victor Zambrano,1,90,W,4,5,39,7
6,0,0.000,2,1,[],0,0,1.333,Lance Carter,2,22,H,0,1,13,1
7,0,0.000,2,2,[],2,0,1.667,Chad Gaudin,3,27,H,0,1,18,0
3,0,0.000,1,1,[],0,0,1.000,Danys Baez,4,12,,0,1,8,0
23,6,11.000,6,5,[],9,1,4.000,Mike Mussina,1,82,L,6,1,54,2
1,0,0.000,0,0,[],0,0,0.000,Donovan Osborne,2,5,,0,0,1,1
6,0,0.000,3,1,[],1,0,1.667,Jorge De Paula,3,23,,1,1,13,0
3,1,13.500,2,0,[],1,0,0.667,Gabe White,4,15,,1,0,10,0
6,1,10.800,2,0,[],3,0,0.667,Paul Quantrill,5,22,,1,0,14,0
3,0,6.000,1,2,[],0,0,1.000,Felix Heredia,6,11,,0,0,7,0
27,3,4.500,6,5,[],6,1,6.000,Randy Johnson,1,114,L,3,6,76,3
4,0,0.000,0,1,[],1,0,1.000,Mike Koplove,2,16,,0,1,7,1
3,0,0.000,1,1,[],0,0,1.000,Oscar Villarreal,3,9,,0,1,8,0
8,3,27.000,0,3,[],4,1,1.000,Jose Valverde,4,27,,3,0,16,1
24,1,1.290,5,13,[],2,1,7.000,Shawn Estes,1,83,W,1,3,45,2
4,0,0.000,1,1,[],0,0,1.000,Brian Fuentes,2,15,H,0,1,9,1
5,1,9.000,0,2,[],1,1,1.000,Shawn Chacon,3,22,,1,1,12,1
30,4,6.350,5,8,[],10,1,5.667,Odalis Perez,1,90,,4,4,65,3
1,0,0.000,0,1,[],0,0,0.333,Duaner Sanchez,2,1,,0,0,1,0
5,0,0.000,1,1,[],1,0,1.000,Guillermo Mota,3,19,,0,1,13,1
3,0,0.000,1,1,[],1,0,0.667,Tom Martin,4,11,,0,0,7,0
2,0,0.000,0,1,[],1,0,0.333,Darren Dreifort,5,8,,0,0,6,0
4,0,0.000,2,0,[],0,0,1.000,Eric Gagne,6,15,W,0,1,10,0
21,2,3.380,3,9,[],7,0,5.333,Jake Peavy,1,79,,2,3,58,0
1,0,0.000,1,0,[],0,0,0.333,Eddie Oropesa,2,5,H,0,0,3,0
0,0,0.000,0,0,[],0,0,0.333,Scott Linebrink,3,3,H,0,0,2,0
5,2,9.000,1,0,[],2,1,1.000,Antonio Osuna,4,20,BS,2,2,12,0
9,1,6.750,0,3,[],3,0,1.333,Akinori Otsuka,5,30,L,1,2,19,1
27,6,9.530,8,9,[],8,3,5.667,Jamie Moyer,1,94,L,6,1,63,1
5,0,0.000,2,1,[],1,0,1.333,Julio Mateo,2,24,,0,1,15,0
5,3,40.500,1,1,[],1,0,0.667,Kevin Jarvis,3,22,,3,1,11,1
6,1,6.750,1,3,[],2,0,1.333,Ron Villone,4,27,,1,0,17,0
23,0,0.000,6,7,[],5,0,6.000,Bartolo Colon,1,100,W,1,5,62,0
9,4,21.600,2,2,[],1,0,1.667,Scot Shields,2,44,,4,1,26,3
2,0,0.000,0,0,[],1,0,0.000,Kevin Gregg,3,9,,0,1,6,0
5,0,0.000,1,1,[],0,0,1.333,Francisco Rodriguez,4,20,,0,2,13,1
28,1,1.290,10,2,[],4,0,7.000,Josh Beckett,1,93,,1,9,63,3
6,1,13.500,1,0,[],2,0,0.667,Chad Fox,2,24,BS,1,1,11,2
1,0,0.000,0,1,[],0,0,0.333,Matt Perisho,3,3,W,0,0,1,0
5,1,9.000,2,0,[],2,1,1.000,Armando Benitez,4,21,S,1,1,13,0
23,2,3.000,6,4,[],5,1,6.000,Livan Hernandez,1,98,,2,8,61,1
6,0,0.000,1,0,[],2,0,1.000,Chad Cordero,2,24,,0,2,11,1
6,2,18.000,1,1,[],3,0,1.000,Luis Ayala,3,35,L,2,1,25,0
26,3,5.060,4,10,[],4,1,5.333,Eric DuBose,1,108,L,3,2,58,6
11,0,0.000,3,4,[],1,0,2.667,John Parrish,2,49,,1,1,24,2
3,0,6.750,0,3,[],0,0,1.000,Mike DeJean,3,11,,0,0,7,0
24,1,1.500,4,7,[],6,0,6.000,Curt Schilling,1,109,W,1,7,76,1
3,0,0.000,1,1,[],0,0,1.000,Alan Embree,2,8,H,0,1,5,0
3,0,16.200,2,1,[],0,0,1.000,Mike Timlin,3,11,H,0,0,5,0
3,0,0.000,1,1,[],0,0,1.000,Keith Foulke,4,9,S,0,1,7,0
15,2,4.500,3,8,[],4,0,4.000,Johan Santana,1,64,,2,1,42,1
6,2,27.000,0,1,[],3,1,0.667,Carlos Pulido,2,21,,2,1,14,1
9,2,9.000,3,3,[],3,0,2.000,Brad Thomas,3,26,,2,0,20,0
8,0,0.000,2,3,[],1,0,2.333,Juan Rincon,4,27,,0,2,16,0
4,0,0.000,1,1,[],0,0,1.000,JC Romero,5,14,,0,1,7,1
4,0,0.000,0,0,[],0,0,1.000,Joe Nathan,6,20,,0,3,11,1
6,0,0.000,2,2,[],0,0,2.000,Aaron Fultz,7,25,,0,2,19,0
7,0,0.000,2,4,[],1,0,2.000,Joe Roa,8,26,W,0,0,17,0
32,2,2.840,7,9,[],7,0,6.333,Jason Davis,1,96,,4,3,59,4
1,0,54.000,0,0,[],0,0,0.333,Scott Stewart,2,5,H,0,1,3,0
4,0,13.500,0,3,[],1,0,1.000,Jose Jimenez,3,14,H,0,0,8,0
6,2,13.500,2,0,[],2,1,1.333,David Riske,4,31,BS,2,2,16,0
8,0,0.000,4,2,[],1,0,2.000,Jack Cressend,5,33,,0,0,21,1
19,1,2.450,3,7,[],4,0,3.667,Jake Westbrook,6,71,L,1,1,36,4
24,0,0.000,5,7,[],1,0,7.000,Roger Clemens,1,95,W,0,9,59,3
6,1,3.380,0,1,[],3,0,1.000,Dan Miceli,2,21,,1,2,15,0
3,0,0.000,0,1,[],0,0,1.000,Ricky Stone,3,10,,0,2,8,0
26,5,7.500,2,11,[],6,2,6.000,Jerome Williams,1,92,L,5,4,59,2
6,3,20.250,1,1,[],2,1,1.000,Kevin Walker,2,30,,3,0,15,1
7,2,27.000,1,1,[],4,0,0.667,Leo Estrella,3,19,,2,0,12,1
1,0,0.000,1,0,[],0,0,0.333,Wayne Franklin,4,10,,0,0,8,0
33,2,2.250,11,8,[],7,0,8.000,Barry Zito,1,108,L,2,5,69,4
3,0,0.000,2,1,[],0,0,1.000,Chad Bradford,2,6,,0,0,6,0
24,1,1.690,7,4,[],5,1,5.333,Colby Lewis,1,105,W,1,5,65,4
3,0,0.000,0,1,[],0,0,1.000,Jay Powell,2,12,H,0,2,7,0
6,0,0.000,3,1,[],0,0,1.667,Francisco Cordero,3,27,S,0,1,17,0
3,0,0.000,2,1,[],0,0,1.000,Erasmo Ramirez,4,12,H,0,0,6,0
26,2,3.180,9,7,[],5,2,5.667,Pat Hentgen,1,79,L,6,1,51,1
4,0,0.000,2,0,[],1,0,1.000,Valerio De Los Santos,2,10,,0,1,6,0
5,0,3.860,1,2,[],0,0,1.333,Terry Adams,3,19,,0,1,10,1
3,0,0.000,0,2,[],0,0,1.000,Kerry Ligtenberg,4,10,,0,1,9,0
21,3,5.060,4,4,[],4,1,5.333,Jeremy Bonderman,1,79,W,3,8,48,2
2,0,0.000,2,0,[],0,0,0.667,Steve Colyer,2,6,H,0,0,4,0
4,0,0.000,1,2,[],1,0,1.000,Al Levine,3,16,H,0,0,9,0
4,0,0.000,2,2,[],0,0,1.333,Jamie Walker,4,8,H,0,0,6,0
2,0,0.000,1,1,[],0,0,0.667,Danny Patterson,5,5,H,0,0,4,0
23,5,11.250,5,5,[],9,2,4.000,Mike Hampton,1,90,,6,2,53,2
3,0,0.000,2,0,[],0,0,1.000,Kevin Gryboski,2,15,W,0,1,9,0
4,0,0.000,1,2,[],1,0,1.000,Antonio Alfonseca,3,14,,0,0,6,1
6,1,5.400,0,1,[],1,1,0.667,CJ Nitkowski,4,29,,1,1,16,1
6,1,6.750,1,2,[],2,0,1.333,Chris Reitsma,5,23,,1,1,15,0
5,2,18.000,0,1,[],2,1,1.000,John Smoltz,6,16,,2,2,13,0
18,8,24.000,2,5,[],8,1,3.000,Steve Trachsel,1,62,L,8,2,43,1
7,5,67.500,2,0,[],3,0,0.667,Grant Roberts,2,22,,5,0,9,2
7,1,6.750,2,0,[],2,0,1.333,Dan Wheeler,3,28,,1,2,16,1
4,0,0.000,1,2,[],0,0,1.000,John Franco,4,17,,0,0,10,1
6,2,18.000,1,2,[],3,0,1.000,Orber Moreno,5,18,,2,0,11,0
7,2,18.000,2,0,[],3,0,1.000,Mike Stanton,6,26,,2,1,16,1
16,2,6.000,4,2,[],6,0,3.000,Woody Williams,1,82,,3,3,47,1
11,1,3.380,2,5,[],4,0,2.667,Cal Eldred,2,52,,1,1,34,0
5,0,0.000,2,2,[],0,0,1.333,Mike Lincoln,3,27,W,0,0,15,1
4,0,0.000,0,2,[],1,0,0.667,Julian Tavarez,4,17,,0,0,8,1
1,0,9.000,0,1,[],0,0,0.333,Ray King,5,2,H,0,0,2,0
3,0,0.000,1,0,[],0,0,1.000,Steve Kline,6,10,,0,2,7,0
25,3,4.500,7,6,[],7,1,6.000,Matt Kinney,1,93,,3,5,62,1
8,5,45.000,1,2,[],5,1,1.000,Adrian Hernandez,2,24,L,5,0,16,0
5,1,9.000,1,2,[],2,0,1.000,Brooks Kieschnick,3,14,,1,0,9,0
25,2,3.000,7,8,[],4,0,6.000,Paul Abbott,1,104,L,2,3,60,2
3,0,0.000,0,1,[],0,0,1.000,Trever Miller,2,11,,0,2,8,0
5,1,2.080,2,1,[],1,0,1.000,Lance Carter,3,14,,1,0,7,1
4,0,0.000,0,3,[],2,0,1.000,Chad Gaudin,4,17,,0,0,11,0
26,1,1.290,6,10,[],5,0,7.000,Kevin Brown,1,91,W,1,5,63,0
3,0,0.000,0,2,[],0,0,1.000,Tom Gordon,2,15,H,0,1,10,1
6,1,4.500,0,3,[],3,0,1.000,Mariano Rivera,3,19,S,1,0,10,1
25,1,1.500,4,7,[],5,0,6.000,Brandon Webb,1,97,W,1,7,58,2
11,4,21.600,4,0,[],3,1,1.667,Andrew Good,2,40,,4,1,20,3
4,0,0.000,0,0,[],1,0,0.333,Steve Randolph,3,17,,0,1,7,2
3,0,0.000,0,1,[],0,0,1.000,Matt Mantei,4,13,S,0,2,8,0
23,7,17.180,5,4,[],8,1,3.667,Jason Jennings,1,96,L,7,2,53,4
13,2,7.710,5,2,[],3,0,2.333,Jeff Fassero,2,57,,2,0,35,3
3,0,0.000,1,1,[],0,0,1.000,Javier Lopez,3,8,,0,1,6,0
3,0,0.000,0,3,[],1,0,1.000,Steve Reed,4,6,,0,0,4,0
30,1,1.290,8,7,[],8,0,7.000,Jeff Weaver,1,102,,1,6,71,1
5,0,0.000,3,0,[],0,0,1.000,Guillermo Mota,2,26,,0,0,15,2
4,0,0.000,2,0,[],1,0,1.000,Eric Gagne,3,17,,0,1,14,0
7,0,0.000,1,4,[],1,0,2.000,Jose Lima,4,17,W,0,1,14,0
30,1,1.120,11,10,[],4,0,8.000,Adam Eaton,1,100,,1,3,70,1
4,0,0.000,1,1,[],1,0,1.000,Trevor Hoffman,2,17,,0,1,12,0
3,0,3.860,0,3,[],0,0,1.000,Akinori Otsuka,3,10,,0,0,9,0
3,1,6.750,1,1,[],0,0,0.667,Eddie Oropesa,4,21,L,1,0,13,1
1,0,13.500,0,0,[],1,0,0.000,Ismael Valdez,5,5,,0,0,4,0
24,8,18.000,3,3,[],9,2,4.000,Joel Pineiro,1,88,L,8,6,53,4
11,1,12.000,3,1,[],4,1,2.333,Kevin Jarvis,2,46,,1,3,33,0
3,0,0.000,2,0,[],1,0,0.667,Mike Myers,3,9,,0,0,6,0
6,0,0.000,1,2,[],2,0,1.000,Rafael Soriano,4,26,,1,1,16,0
3,0,0.000,2,0,[],0,0,1.000,Shigetoshi Hasegawa,5,13,,0,1,8,0
25,6,10.120,7,2,[],10,1,5.333,Jarrod Washburn,1,102,W,6,6,63,0
8,1,5.400,0,4,[],2,0,1.667,Ben Weber,2,24,,1,1,14,1
4,0,0.000,0,1,[],1,0,1.000,Francisco Rodriguez,3,18,H,0,2,12,0
3,0,0.000,1,1,[],0,0,1.000,Troy Percival,4,9,S,0,1,7,0
26,3,3.860,7,8,[],4,2,7.000,Brad Penny,1,99,L,3,6,62,1
6,0,0.000,1,2,[],1,0,1.333,Tommy Phelps,2,21,,0,1,14,1
1,0,0.000,0,2,[],0,0,0.667,Nate Bump,3,4,,0,0,2,0
25,0,0.000,10,4,[],4,0,6.000,Claudio Vargas,1,102,W,1,4,64,3
1,0,13.500,0,0,[],0,0,0.333,Luis Ayala,2,3,H,0,1,3,0
3,0,0.000,0,2,[],1,0,0.667,Chad Bentz,3,9,H,0,0,7,0
4,1,4.500,2,1,[],1,1,1.000,Chad Cordero,4,16,H,1,0,10,0
3,0,0.000,1,1,[],0,0,1.000,Rocky Biddle,5,10,S,0,1,7,0
14,7,37.800,1,3,[],7,0,1.667,Kurt Ainsworth,1,54,L,7,1,26,3
17,3,6.230,4,3,[],5,1,4.333,Rick Bauer,2,69,,3,4,45,1
7,0,0.000,3,0,[],1,0,2.000,Buddy Groom,3,22,,0,3,15,0
6,0,0.000,3,0,[],1,0,1.000,Jorge Julio,4,20,,0,0,10,1
26,2,3.000,3,12,[],7,0,6.000,Derek Lowe,1,95,W,2,3,59,2
3,0,0.000,0,2,[],1,0,1.000,Ramiro Mendoza,2,11,,0,1,9,0
8,1,4.500,1,3,[],2,1,2.000,BM Jones,3,29,,1,2,18,1
24,3,5.400,6,3,[],7,0,5.000,Kris Benson,1,97,,3,5,59,3
4,0,0.000,1,2,[],1,0,1.000,Jason Boyd,2,11,,0,0,8,0
4,0,0.000,1,0,[],0,0,1.000,Mike Johnston,3,19,H,0,2,13,1
4,2,9999.000,0,0,[],2,0,0.000,Brian Boehringer,4,20,L,2,0,10,2
6,0,0.000,3,1,[],0,0,2.000,Brian Meadows,5,24,,0,1,14,1
24,3,5.060,6,6,[],6,1,5.333,Randy Wolf,1,88,,4,4,59,1
5,0,0.000,2,1,[],2,0,1.667,Rheal Cormier,2,17,W,0,0,14,0
3,0,0.000,0,2,[],2,0,1.000,Tim Worrell,3,17,H,0,0,11,0
4,0,0.000,0,0,[],1,0,1.000,Billy Wagner,4,20,S,0,3,14,0
25,0,0.000,10,4,[],4,0,7.000,Paul Wilson,1,99,W,0,6,69,1
5,0,0.000,0,2,[],2,0,1.000,Ryan Wagner,2,14,H,0,1,9,0
4,1,9.000,0,3,[],1,1,1.000,Danny Graves,3,12,S,1,0,9,0
25,3,4.500,4,10,[],4,2,6.000,Greg Maddux,1,78,L,3,3,44,2
3,0,0.000,2,0,[],0,0,1.000,Michael Wuertz,2,11,,0,1,9,0
4,0,0.000,0,2,[],0,0,1.000,Andy Pratt,3,15,,0,1,8,1
24,4,7.200,6,3,[],6,3,5.000,Darrell May,1,107,L,4,6,71,2
3,0,0.000,1,1,[],0,0,1.000,Jason Grimsley,2,13,,0,1,9,0
6,0,0.000,4,0,[],2,0,2.000,Scott Sullivan,3,41,,0,0,26,0
3,0,0.000,3,0,[],0,0,1.000,DJ Carrasco,4,9,,0,0,7,0
26,3,4.500,7,9,[],5,1,6.000,Esteban Loaiza,1,107,W,3,2,66,4
4,0,0.000,1,2,[],1,0,1.000,Mike Jackson,2,13,H,0,0,8,0
4,0,7.710,2,0,[],1,0,1.000,Cliff Politte,3,13,H,0,1,10,0
4,0,6.750,2,1,[],1,0,1.000,Billy Koch,4,22,S,0,0,12,0
