name, rushes, rushing touchdowns, rushing yards
J Williams,3,0,3
T Kennedy,1,0,1
T McCormick,12,1,55
J Williams,12,0,49
A Shyne,8,0,19
T Williams,5,0,15
M Brown,10,0,49
T Rutledge,1,0,33
M Hill,8,0,26
R Pringle,5,0,13
J Felila,3,0,9
I Diego Williams,1,0,0
T Pedersen,4,0,-14
D Mays,18,3,208
J Hervey,3,1,84
T Lindsey,11,1,67
K Myers,7,0,53
L Hunt,2,1,12
D Hobbs,1,0,8
T Garrett,22,1,96
C Thomson,7,0,18
E Pooler,2,0,5
E Wilkes,1,0,2
J Clark,8,0,-5
D Denby,1,0,-8
R Webb,20,0,97
K Blasingame,15,1,68
T Sherfield,1,0,9
W Freebeck,2,0,7
K Lipscomb,1,0,-1
D Tennyson,1,0,-3
K Shurmur,2,0,-8
A Turner,13,0,70
B Mcllwain,7,0,29
P Orth,5,0,8
D Samuel,1,1,8
D Williams,5,0,7
K Hinton,8,1,24
M Colburn,11,0,23
C Carney,7,0,21
J Wolford,5,0,15
G Cuiellette,22,0,54
D Hilliard,7,0,36
S Badie,7,0,26
L Thompson,6,0,21
D Bradwell,4,0,6
J Rounds,1,0,3
A Wales,15,2,58
Q Baker,9,0,42
N Norris,1,0,2
M Trigg,2,0,1
D Ferby,1,0,1
N Fant,1,0,-5
T Stehling,11,1,85
D Dillard,9,0,19
S Stewart,3,0,14
J Davis,6,1,10
A Walter,3,0,1
W Wand,12,0,77
C Voytik,18,0,38
A Weh Weh,5,1,29
C Echols Luper,1,0,7
C Booker,1,0,-3
J Hansen,1,0,-6
D Jones Moore,11,0,81
K Hunt,17,1,78
T Swanson,14,0,30
L Woodside,1,0,2
S Linwood,9,0,97
T Williams,11,2,72
J Hasty,7,0,68
W Schrepfer,11,0,20
P Heard,3,0,18
D Bucey,1,0,0
S Russell,1,0,0
D Llorens,14,0,35
C Jones,7,0,18
R Green,3,0,8
H Bedgood,2,0,2
J West,3,0,1
C Vaughn,1,0,1
J Blumenthal,2,0,-2
T McClain,0,0,-3
N Dora,2,0,-6
B Haack,6,1,-7
J Johnson,23,0,114
T Jackson,10,0,60
J Hawkins,8,0,41
G Rohach,7,0,11
E Ibitokun Hanks,23,1,104
D Alston,2,0,13
N Sussman,6,0,10
P Lindsay,20,2,95
S Liufau,14,0,66
K Evans,8,1,41
D Lee,10,0,41
B Bisharat,4,0,17
D Dawkins,14,0,88
F Bauta,4,0,39
A Hawkins,1,0,17
M Kinsey,5,0,13
I Matthews,7,0,13
M Gallup,1,0,12
D Clark,1,0,4
N Stevens,2,0,-24
S Vann,20,2,156
I Eriksen,12,2,97
A Hullibarger,3,0,16
T Porter,4,0,13
B Banham,3,1,11
C Crenshaw,6,0,22
Jr,7,0,16
A Eubanks,6,0,16
B Chambers,2,0,12
A Bray,5,1,1
T Barron,1,0,-10
Jr,3,0,-16
A Winchester,8,1,59
G Smith,8,0,14
K Dorn,3,0,8
D Kirk,1,0,4
K Neal,2,0,3
E Scaife,1,0,-2
C Manning,2,0,-9
J Gilbert,29,2,160
D Green,13,1,93
R Neal,4,0,48
T Williamson,4,1,28
L Scott,20,1,105
R Shelton,1,0,32
M London,5,0,14
M Madaris,1,0,12
T OConnor,6,0,11
P Line,1,0,3
D Stewart Jr,1,0,1
D Corley,1,0,1
D Morehead,20,0,83
R Hayes III,4,0,16
A Wilcox,3,1,10
R Gibson,1,0,0
P Blazejowski,4,0,-14
J Butler,21,2,123
T Stewart,8,0,31
A Lynch,4,0,21
A Celis,1,0,-1
D Graves,26,2,140
J Protheroe,27,1,119
K Garcia,11,0,75
J Mohamed,3,0,36
D Peluso,2,0,12
K Lewis,1,0,2
C McCaffrey,22,2,126
M Rector,1,0,1
C Scarlett,2,0,-7
R Burns,4,0,-14
C Jones,8,0,43
J Silmon,7,0,26
J Ertz,13,0,20
D Warmack,1,0,7
J Hubener,3,0,-4
M Neal,9,1,68
E Dungey,10,0,25
D Strickland,9,0,20
J Fredericks,4,0,10
Z Mahoney,3,0,-6
J Holland,14,0,45
J Melville,11,0,10
J Wilkins IV,1,0,0
C Wingenroth,1,0,0
A Mathews,1,0,-1
S Attwood,3,0,-5
R Armstead,16,1,77
D Hood,5,0,21
N Sharga,2,0,5
P Walker,4,0,-19
A Davidson,22,2,121
J Asberry,5,0,53
D Woolfolk,12,0,50
A Bradshaw,16,1,50
T Campbell,4,1,27
C Drake,2,0,24
E St Hilaire,1,0,6
C Carter,2,0,3
J Owens,12,0,119
D Johnson,17,0,63
S Davern,14,0,57
R Cleveland,4,1,48
P Wilson,3,0,44
T Williams,5,0,40
T McVey,3,1,21
N Romine,7,0,13
A Worthman,1,0,2
T James,10,0,42
A Duncan,11,0,24
J Miller,3,0,22
D Brown,3,0,6
D Qualls,1,0,-2
D Sealey,3,0,-6
W Ball,18,1,110
V Edwards Jr,6,0,28
T Woodson,5,0,13
Q Myers,21,1,62
D Palmer,7,0,22
B Tucker,2,0,14
T Smith,2,0,9
D Forlines,2,0,4
A Coulling,1,0,3
R Francis,1,0,-1
M Dermott,1,0,-2
R Martin,1,0,-2
P Reed,1,0,-4
A Cobb,5,0,-4
B Hogan,1,0,-15
D Harris,9,0,138
B Scarbrough,11,1,36
J Hurts,9,2,32
J Jacobs,4,0,20
B Emmons,6,0,18
A Stewart,1,0,17
C Bateman,1,0,-9
B Barnett,4,0,-10
R Jones,7,0,46
A Ware,6,0,22
S Darnold,3,0,9
D Davis,2,0,5
J Davis,7,0,2
M Browne,4,0,-3
C Tilbey,1,0,-17
R Williams III,24,1,96
K Walker,6,0,24
J Cornelius,3,0,13
D Whaley,2,0,1
A Allen,4,0,-26
J Craft,12,1,68
J Smith,9,1,10
B Scott,1,0,2
C Henderson,1,0,-1
K Johnson,23,1,94
S Truitt,4,0,7
C Cox,4,0,6
S White,4,0,-2
J Johnson,6,0,-18
W Gallman,30,1,123
D Watson,11,0,21
A Choice,3,0,7
M Wilkins,14,1,89
D Richard,19,1,78
K Ballage,10,1,56
N Harry,1,1,34
N Ralston,1,1,12
M Haack,1,0,7
K Taylor,19,0,43
C Jountti,10,0,23
C Cookus,3,0,13
W Morehand,1,0,-9
J Hilliman,17,1,102
P Towles,9,1,27
M Willis,6,0,24
J Smith,1,0,9
T Rouse,2,0,8
M Walker,1,0,4
D Jones,1,0,2
D Mills,18,1,68
M Marshall,9,0,31
J Thomas,10,0,16
J Green,2,0,5
M Jordan,1,1,3
C Lynch,1,0,2
Q Searcy,2,0,-4
J Williams,29,0,162
T Hill,11,0,37
A Brown,3,0,7
S Canada,3,0,6
B El Bakri,1,1,1
N Wilson,17,2,138
O Bradford,1,0,1
J Taylor,1,0,-4
A Solomon,7,0,-20
J Hamilton,14,0,53
T McGowan,11,0,48
J Holman,12,1,40
C Jordan Williams,6,0,24
D Wilson,6,1,15
A Killins,4,0,8
J Bargnare,1,0,8
N Patti,1,0,1
C York,10,0,38
T Samuel,5,0,22
D Brown,5,0,12
A Kollock Jr,3,0,8
L Morris,3,0,2
B Ford,5,0,2
D Ford,1,0,1
J Duncan,15,2,115
P Boehme,7,1,68
Z Boden,12,0,37
D Jones,2,1,28
N Pierre,7,0,22
S Wilson,8,0,21
J Ajeigbe,6,0,15
Q Harris,3,0,9
G Carter,1,0,4
A Parker,1,0,-3
Q Mann,1,0,-8
D McClain,8,0,23
T Cotton,5,0,20
N Ramadan,2,0,9
L Smith,2,0,1
R Simpson,1,0,-6
M Bell,11,0,-9
A Scott,11,1,120
J Summers,10,0,95
D Anderson,9,0,39
Q Johnson,2,0,7
P Nelson,3,1,7
H Howe,3,0,7
T Adams,11,0,51
D Newsome,16,1,50
C Holloway,7,0,25
W Holcombe,2,0,23
C Young,2,0,-1
G Howell,16,2,128
J Driskel,12,1,41
K Whyte,11,0,20
D Singletary,1,0,1
J Warren,1,0,1
H Bussey,1,0,0
D Isom,5,1,80
A Stanton,12,0,24
D Davis,2,0,23
M DeSomer,3,0,10
J Jones,1,0,6
J Mixon,1,1,3
S Straub,1,0,2
J Straughan,9,0,-5
J Scarlett,13,0,70
M Thompson,6,0,22
L Del Rio,6,0,11
J Cronkrite,3,0,5
L Perine,1,0,-1
M Young,19,0,59
S Lindsay,3,0,4
B Ally,2,0,4
J Robinson Woodgett,1,0,1
R Comis,9,1,-20
D Godfrey,14,0,124
W Fields,13,1,87
M Breida,10,1,68
K Ellison,11,1,57
F Upshaw,7,2,53
T Stewart,7,1,34
L Anthony,6,0,11
T Bell,5,0,21
R Saxton,7,0,18
N Bentley,5,0,9
K Campbell,4,0,9
L Prunty,1,0,-5
A Spaulding,2,0,-6
B Dever,3,0,-12
D Catalon,22,0,88
G Ward Jr,18,0,1
J Mixon,6,1,40
S Perine,6,0,31
D Brooks,1,0,0
B Mayfield,13,0,-1
K Foster,4,2,118
R Corbin,7,1,71
K Vaughn,17,1,49
T Nation,8,0,47
C Crouch,1,0,14
W Lunt,2,0,-11
M Dodson,4,0,16
H Hartz,1,0,6
M McGraw,2,0,6
T Gordon,2,0,2
D Johnson,6,0,-2
C Birse,1,0,-4
K Humphries,9,0,-12
A Wadley,12,2,121
L Daniels Jr,10,2,83
D Mitchell Jr,2,1,12
J Smith,1,0,10
T Akinribade,2,0,6
C Beathard,2,0,-20
M Thomas,9,0,60
A Smith,13,1,58
K Young,10,0,30
B Bahl,8,0,8
G Niemiec,1,0,2
M Warren,12,0,30
D Montgomery,2,0,11
J Lanning,11,0,10
A Bailey,25,1,114
T Smith,17,0,68
J Browning,11,1,43
M Malloy,3,0,9
K Kinner,7,1,69
T Martin,6,1,33
D Evans,9,0,24
R Willis,2,0,22
M Cozart,4,0,17
K Herbert,4,0,15
C Stanley,1,0,3
S Anderson,16,0,59
W McKoy,10,0,56
M Clarke,11,0,43
K Denny,3,0,12
S Williams,13,0,94
D Barker,7,0,29
J Kemp,5,1,7
I Smith,36,1,173
G Payne,16,0,100
T Holmes,2,0,7
N Mullens,10,2,-14
E McGuire,14,0,46
J Nixon,3,0,20
A Jennings,16,0,18
J Wright,3,0,10
D Hoggins,1,0,1
R Calais,2,0,-1
A Mattison,11,1,61
J McNichols,9,2,48
D Demas,8,0,29
R Wolpin,5,0,24
T Stuart,1,0,2
T Sperbeck,1,0,1
A Butler,1,0,-1
B Rypien,1,0,-4
G Smith,14,1,150
B Luckett,18,1,110
A Vaughn,8,1,57
M Green,1,0,4
T Koufie,4,0,4
A Holley,1,0,0
L Tillery,26,1,161
C Williams,1,0,30
H Edwards,3,0,30
W Quinn,1,0,12
J West,3,0,9
D Shorts,2,0,6
A Howard,10,0,-9
L Harrison,9,1,67
J Funk,8,1,59
T Pigrome,7,1,53
T Johnson,6,1,48
T Edmunds,6,1,48
K Goins Jr,4,1,40
P Hills,1,0,5
W Likely,1,0,2
M Bortenschlager,1,0,-5
A Philyaw,18,0,53
W Parker,8,0,13
D Johnson,2,0,11
J Avery,1,0,9
C Rainey,1,0,2
K Johnson,2,0,-7
J Collins,3,0,-12
P Taylor Jr,7,0,86
D Dorceus,14,1,35
T Pollard,3,0,5
D Henderson,2,0,3
R Ferguson,6,0,-11
W Young,17,1,114
T McCullough,4,0,0
C Abbington,4,0,-1
J Hosket,4,0,-3
M Walton,15,1,116
G Edwards,7,1,106
J Yearby,7,2,105
T Homer,5,0,35
M Rosier,1,1,19
B Kaaya,1,0,-8
H Supre,14,0,32
K Coleman,8,0,13
M Gaskin,2,0,6
T Spells,6,0,0
K Smith,1,0,-1
R Ricci,3,0,-1
R Stanley,6,0,-1
C Evans,8,2,112
T Isaac,9,0,52
K Higdon,6,1,35
E McDoom,2,0,34
D Smith,6,0,27
K Davis,2,0,17
S Morris,1,0,14
J Chesson,2,0,11
K Hill,1,1,4
J Beneducci,1,0,1
J Hewlett,1,0,-1
D Brown,5,0,49
S Lakalaka,8,0,40
P Harris,6,0,15
D Saint Juste,12,0,15
I Woolsey,5,0,-34
D Williams,12,0,93
B Holloway,11,1,48
F Ross,1,0,46
K Mixon,2,0,17
A Shumpert,3,0,14
A Williams,2,0,12
N Fitzgerald,2,0,11
T Thomas,10,1,83
D Davis,9,0,23
D Moore,1,0,-1
D Ayoola,1,0,-3
X Johnson,7,0,-6
T West,15,0,83
I Mathers,7,1,62
D Anderson,1,0,29
J Herrod,7,0,25
B Stockstill,2,0,24
R Garnett,8,0,23
B Brower,4,0,40
J Bentley,12,0,40
D Ballard,9,0,11
T McKenzie,1,0,5
P Garrett,1,0,-4
C High,10,2,176
T Smith,10,2,97
D Bonner,3,0,57
M Perry,7,0,30
W Worth,9,1,22
J Brown,2,0,17
A Gargiulo,4,0,13
S White,4,0,13
M Swain,1,1,4
J Walker,1,0,2
J Daniel,1,0,-1
C Edmonds,18,0,70
K Pearcey,8,0,69
K Anderson,10,0,23
T Logan,6,1,80
E Hood,10,0,72
M Trubisky,3,1,7
N Chubb,32,2,222
B Herrien,7,1,59
B Douglas,3,0,23
T Godwin,1,0,6
I McKenzie,1,0,4
J Eason,1,0,-7
G Lambert,3,0,-11
D Ozigbo,17,2,103
T Newby,11,0,56
T Armstrong Jr,11,2,42
T Bryant,5,1,36
A Moore,2,0,34
M Wilbon,1,0,16
J Westerkamp,1,0,9
R Fyfe,1,0,5
D Pierson El,1,0,-7
D James,12,0,20
Z Kline,1,0,11
T Green,1,0,3
J Jordan,1,0,1
D ONeal,4,0,0
K Johnson,1,0,-1
C Virgil,6,0,-3
J Jackson,23,3,124
W Long,1,0,9
S Vault,1,0,-1
C Thorson,5,0,-8
J Bogan,22,1,103
Z Terrell,9,0,40
J Franklin,11,0,38
L Bellamy,2,0,13
T Flacco,2,0,6
J Wilson,15,1,86
A Wyche,5,0,10
M Fine,5,0,6
A Morris,4,0,-19
X Jones,11,1,115
M Davis,14,0,91
K Freemon,5,0,39
B West,13,0,23
J Proche,1,0,8
M Weber,19,0,136
C Samuel,13,1,84
D McCall,8,1,54
D Wilson,5,0,36
J Barrett,6,1,30
J Burrow,4,0,19
F Coppet,12,0,38
J Cleveland,6,0,31
D Wilson,7,0,18
R Moore,1,0,5
J Knapke,2,0,-23
D Brown,18,0,77
M Irons,14,1,62
A Ouellette,3,0,45
G Windham,8,0,37
P White,8,1,29
S Mayberry,17,1,79
J Worrell,6,0,16
T Jones,19,1,11
J Carr,6,1,42
J Hill,6,0,33
T Cornelius,6,1,28
R Childs,3,0,21
J Kolar,2,0,18
C Carson,5,1,17
B Sanders,4,1,1
K Metcalf,1,0,0
M Rudolph,3,0,-14
K Henderson,13,1,68
D Durall,6,0,36
R Harrell,8,0,11
J Maracalin,3,0,9
D Landor,9,0,3
J Alo,5,0,-6
M Thomas,1,0,-11
J Speights,1,0,-13
R Freeman,11,2,87
T Brooks James,5,1,57
D Prukop,11,1,36
K Benoit,4,0,34
C Eugenio,1,0,15
T Griffin,2,0,8
D Allen,1,0,6
C Nelson,1,0,6
J LaCoste,1,0,2
M Luuga,22,3,96
M Layton,3,0,4
J Kelley,2,0,0
B Scott,4,1,-5
J Conner,17,1,53
Q Ollison,7,0,30
D Hall,6,0,13
N Peterman,3,0,-8
J White,13,0,37
J McClenton,3,0,9
A Forbes,2,0,6
E Shockley,1,0,4
Z Bednarczyk,13,0,2
S Barkley,22,1,105
T McSorley,14,0,47
A Robinson,1,0,-2
J Rankin,13,0,82
K Price,2,0,31
M Mitchell,10,0,27
J Agner,12,0,7
W Mathews,2,0,6
N Holley,1,0,4
G Bollas,1,0,-7
M Jones,24,1,145
B Lankford Johnson,4,1,58
R Worship,4,0,20
D Blough,4,2,18
T Fuller,2,0,16
C Posey,1,0,4
E Thomas,17,1,60
M Mauk,8,0,39
H Enyenihi,6,0,35
B Coney,6,0,16
K Hopkins,5,0,15
D McCleskey Jr,5,0,11
D Pumphrey,21,1,98
R Penny,9,1,33
C Chapman,6,0,27
J Washington,4,0,9
R Agnew,1,0,3
D Crossan,11,0,38
E Gray,2,0,19
T Bryant,6,0,13
A Riese,1,0,9
D Goodrich,2,0,1
T Knight,9,0,-9
M Mack,9,1,58
Q Flowers,9,2,46
R Adams,4,1,37
D Johnson,6,0,33
D Tice,6,0,32
D Antoine,1,0,7
J Reed,1,0,6
Z Gunter,1,0,5
B Kean,2,0,-8
D Victor,23,2,70
D Wethington,5,0,31
E Holder,1,0,10
G Boyce,3,0,9
M Mahalak,10,0,8
S Simpson,5,0,2
E Knudson,2,0,-3
K Hicks,15,2,59
K Hill,7,3,45
K Turpin,1,0,33
D Anderson,4,0,26
D Green,5,0,25
S Olonilua,2,0,23
D Gray,1,0,8
T Johnson,2,0,4
I Wallace,7,1,112
B Mengarelli,10,0,47
T Christion,16,1,-30
D Brewer,22,3,164
J Flanders,14,0,82
R Taylor,12,0,49
C President,3,0,33
R Simon,1,0,2
D Evans,5,0,-19
D Cooper,19,0,43
R Johnson,1,0,6
Z Zigler,2,0,5
K Potter,10,0,-1
J Chunn,13,1,161
J Anderson,5,1,68
K Barker,2,1,58
B Smith,9,0,43
J Frye,5,0,33
A Flakes,3,1,16
S Smith,4,0,2
B Silvers,2,1,2
T Hays,11,0,52
K Morris,14,0,20
K Moore,3,0,12
J Marsalis,1,0,6
R Coleman,2,0,5
J Franklin,3,0,5
K Williams,1,0,1
M Franklin,2,0,0
C Walden,3,0,-1
T Mitchell,1,0,-7
T Williams,15,0,94
K Ford,14,1,65
T Knight,9,2,31
C Kirk,1,0,11
J White,2,0,2
S Jamabo,23,0,91
B Olorunfunmi,7,1,48
I Adams,2,0,4
J Rosen,8,0,-18
P Mahomes II,10,2,57
D Felton,5,0,28
J Stockton,6,0,25
C Dauphine,2,1,25
K Coutee,1,1,6
C Woodward,1,0,2
N Shimonek,3,0,-18
J West,12,0,51
K Amous,7,0,36
J Shaw,5,0,5
J Whitaker,2,0,-1
H Taylor,2,0,-5
Z Conque,6,0,-19
A Jones,31,2,249
Q Wadley,10,0,36
K Johnson,3,0,15
W Redix,1,0,3
T Juniel,1,0,-3
Z Greenlee,2,0,-9
T Rogers,9,1,63
J Huntley,12,1,53
R Caldwell,3,0,15
X Hall,6,0,8
J Rhodes,16,1,78
D Sturm,3,1,52
J Williams,6,0,29
T Clay,1,0,8
C White,3,0,7
B Jones,1,0,-1
M McNair,1,0,-2
J Johnson,2,0,-8
K Thomas,12,1,93
M Beckwith,6,0,31
D King,2,0,10
Q Toppings,2,0,10
K Thomas,2,0,4
B Watkins,1,0,1
J Young Battle,12,0,-4
A Reid,6,0,28
T Mizzell,7,0,7
K Benkert,8,0,3
G Collins,13,1,114
X Goodall,6,0,24
D Thompson,2,0,21
C Drake,1,0,16
J Palmer,7,0,9
D Broadus,3,0,7
B Brown,1,0,3
K Lauletta,5,0,-1
J Evans,5,0,46
T McMillian,13,0,39
D McClease,8,0,27
C Carroll,2,0,24
S Rogers,7,0,23
S McKenzie,4,0,22
C Phillips,5,0,14
B Motley,1,0,5
B Hodges,1,0,4
H Murphy,1,0,3
C Mosley,9,0,47
T Macon,12,1,34
S Masha,9,0,13
F Hickson,3,0,9
S Calvert,1,0,1
M Gaskin,15,0,57
J Dotson,7,0,27
C McClatcher,1,0,13
L Coleman,3,0,7
B Baker,1,0,-1
J Browning,2,0,-9
J Hicks,14,0,70
J Goodwin,15,0,49
J Grant,6,1,28
T Sneed,2,0,8
D Bailey,1,0,1
C Laviano,9,0,-4
G Wicks,10,1,52
J Morrow,7,1,45
G Marks,1,0,7
J Williams,1,0,4
L Falk,6,0,-11
G Gubrud,14,1,77
C Kupp,2,0,29
K Bourne,1,0,4
N Sblendorio,1,0,3
J Wilson,4,0,1
S McPherson,1,0,0
A Custer Jr,1,0,0
C Clement,21,1,86
D Ogunbowale,9,0,44
A Ramesh,2,0,10
T Deal,1,0,2
B Houston,5,0,-1
A Taylor,1,0,-1
L Fournette,23,0,138
D Guice,2,0,3
B Harris,4,0,-15
J Crawford,21,1,101
R Shell,16,1,90
S Howard,7,0,35
E Wellman,3,0,22
W Crest Jr,1,0,-7
A Ross,18,0,67
M Zanders,7,0,47
I Witter,10,0,32
D Lock,9,0,29
D Crockett,2,0,4
J Augusta,1,0,1
B Hill,33,2,125
J Allen,10,1,70
A Conway,1,0,22
S Wick,7,0,19
T Gentry,3,0,10
K Golladay,6,1,82
J Huff,9,0,42
J Bouagnon,10,0,16
A Turner,1,0,-1
D Hare,11,1,-6
D Foreman,24,1,131
T Swoopes,13,3,53
C Warren III,14,0,46
S Buechele,5,1,33
T Folston,18,0,88
D Kizer,13,1,77
J Adams,11,0,43
M Zaire,3,0,0
R Lawry,14,1,110
D Washington,6,0,36
J Marriner,9,0,31
J Cox,4,1,28
G Jackson,1,0,7
I Harper,2,0,2
B LaRussa,1,0,-2
Y Johnson,11,1,59
E Carter,9,0,41
B Cox,5,0,21
D Garrett,8,1,16
J Williamson,7,0,-19
C Faber Kinney,1,0,-28
D Cook,23,0,91
D Francois,9,0,59
F Stevenson,2,1,8
K Whitfield,1,1,3
J Patrick,5,0,2
A Judd,8,1,44
C Kelly,13,0,15
E Swinney,1,0,6
E Brazley,2,0,3
A Gardner,16,1,109
A Jones,14,0,64
M Alexander,9,0,30
A McGough,1,0,-1
T Edmunds,8,0,78
L Harrison,8,1,64
P Hills,8,0,52
T Johnson,8,0,34
K Goins Jr,4,0,11
L Jacobs,1,0,10
J Funk,2,0,4
D Moore,1,0,-4
T Pigrome,3,0,-8
M Neal,12,0,40
J Fredericks,3,0,33
E Dungey,16,1,31
D Strickland,8,0,28
E Phillips,1,0,1
L Jackson,21,4,199
B Radcliff,10,1,156
J Smith,1,1,30
T Samuel,1,1,21
M Jones,3,0,17
M Williams,1,0,7
T Smith,2,0,0
K Bolin,1,0,-8
R Bonnafon,1,0,-8
N Romine,20,0,124
D Johnson,20,0,76
S Davern,16,1,65
T McVey,4,1,62
J Owens,6,1,56
T Williams,5,2,42
P Wilson,5,0,29
J Stafford,4,0,14
K Dorn,5,1,15
D Kirk,4,0,12
K Neal,2,0,1
A Winchester,3,0,-1
D Harris,11,0,45
B Emmons,6,1,41
J Hurts,11,0,19
B Scarbrough,5,1,19
A Stewart,2,0,12
C Ridley,1,0,6
D Gore,1,0,1
R Foster,1,0,-5
A Wales,11,0,44
M Trigg,2,0,7
Q Baker,4,0,7
D Eckels,1,0,-6
M White,3,0,-14
T Ferguson,1,0,-15
M Cox,18,3,133
J Moore,13,0,42
J Caruso,2,1,19
D Evans,8,0,16
D Hopkins,1,0,14
T Lamb,5,0,5
B Critcher,1,0,1
R Lawry,15,1,119
D Washington,7,0,28
J Marriner,6,0,14
Z Pascal,1,0,-1
T Blake,2,0,-3
A Davidson,23,3,107
A Bradshaw,17,0,71
J Walker,1,0,32
C Carter,4,0,30
E St Hilaire,3,0,29
J Asberry,7,0,28
T Campbell,2,0,25
D Woolfolk,9,1,22
P Rhoden,2,0,4
K Walker,1,0,0
D Dillard,8,0,52
A Walter,6,1,44
J Davis,1,0,0
T Stehling,6,0,-4
N Wilson,24,1,116
B Dawkins,16,2,97
O Bradford,4,0,15
M Carter,13,1,43
J Kelly,10,0,25
D Kincade,7,0,11
T Cherry,6,0,-19
K Pettway,15,0,152
K Johnson,18,2,124
J Franklin III,4,0,70
S White,10,0,60
M Miller,7,0,24
D Carlson,1,1,20
K Martin,4,0,15
C Cox,1,0,0
R Davis,1,0,-2
W Wand,16,0,37
C Voytik,13,2,12
L Moragne,3,0,10
D Rollins Davis,1,0,4
C Echols Luper,2,0,3
K Ballage,13,7,137
D Richard,30,0,109
M Wilkins,10,0,55
P Mahomes II,11,1,44
J Stockton,7,1,20
D Felton,1,1,5
Q White,2,0,4
T Williams,19,0,81
J Hasty,7,1,64
S Linwood,18,0,59
S Russell,7,1,43
W Schrepfer,3,0,32
L Hawthorne,1,0,-4
B West,15,0,89
K Freemon,19,0,81
B Hicks,3,0,7
J McNichols,22,2,116
B Rypien,2,0,3
A Mattison,1,0,3
D Demas,1,0,-1
J Morrow,8,0,22
J Williams,4,0,10
G Wicks,2,0,9
R Lewis,1,0,1
L Falk,5,0,-2
J Cleveland,11,0,44
F Coppet,13,0,43
D Phouthavong,1,0,6
R Moore,1,1,3
D Wilson,1,0,1
J Knapke,6,0,-7
J Santiago,18,1,119
B Oliveira,11,0,46
K Norberg,2,0,8
T Toivonen,1,0,5
K Studsrud,9,0,-14
B LeMay,5,0,79
H Klugh,3,0,62
R Washington,11,2,43
A Duke,2,0,25
K Phillips,4,0,9
L McNeill,1,0,6
B Smith,3,0,4
K Olsen,2,0,4
M Johnson,3,0,2
B Gentry,9,1,56
M Summers,7,0,24
D McNair,11,0,18
D Thompson,8,1,-1
