average punt yards, longest punt, name, punts, punts inside the twenty
37.300,50,Adam Podlesh,3,1
44.000,71,Mike Scifres,6,2
46.500,60,Shane Lechler,4,2
39.400,52,Chas Henry,8,4
43.500,56,Dave Zastudil,6,1
32.800,56,Jason Baker,8,1
38.200,48,Brett Kern,5,1
42.500,52,Michael Koenen,6,2
36.800,53,Brett Hartmann,4,1
27.000,49,Brandon Fields,1,0
35.500,49,Sav Rocca,2,0
41.000,51,Pat McAfee,6,2
36.800,51,Nick Harris,6,1
40.400,67,Dustin Colquitt,7,3
39.700,60,Britton Colquitt,7,4
52.000,52,Mat McBriar,1,1
50.700,59,Brian Moorman,3,1
43.000,70,Adam Podlesh,6,0
24.600,62,Robert Malone,5,0
41.800,55,Matt Bosher,5,1
36.400,64,Thomas Morstead,5,3
36.600,44,Brad Maynard,5,1
42.000,64,Donnie Jones,5,0
40.200,59,Kevin Huber,6,1
41.800,57,Jeremy Kapinos,5,1
37.600,50,Jon Ryan,5,1
44.000,57,Sam Koch,4,2
50.700,57,Andy Lee,3,1
38.500,48,Steve Weatherford,2,0
41.200,55,TJ Conley,5,2
43.800,58,Zoltan Mesko,4,2
43.000,52,Tim Masthay,2,0
30.500,53,Chris Kluwe,6,3
34.400,56,Britton Colquitt,8,3
36.300,48,TJ Conley,6,2
42.300,63,Tim Masthay,3,1
23.700,53,Michael Koenen,3,1
35.500,49,Ben Graham,2,0
32.300,49,Jason Baker,3,0
32.300,44,Brad Maynard,3,1
36.600,48,Nick Harris,5,2
33.500,39,Matt Bosher,2,2
39.600,57,Brett Kern,5,0
33.000,50,Chris Kluwe,3,2
37.700,64,Shane Lechler,6,0
39.600,64,Brandon Fields,7,5
34.600,56,Brian Moorman,6,0
44.200,63,Sav Rocca,5,2
24.100,60,Mat McBriar,7,2
45.900,61,Sam Koch,8,3
37.700,56,Kevin Huber,7,2
38.000,58,Andy Lee,3,1
43.800,51,Dave Zastudil,6,1
34.700,56,Donnie Jones,10,3
44.900,71,Jon Ryan,9,4
45.700,55,Adam Podlesh,3,1
19.700,42,Mike Scifres,3,1
44.400,61,Steve Weatherford,9,4
40.200,60,Chas Henry,6,2
33.000,52,Zoltan Mesko,4,0
23.600,56,Dustin Colquitt,5,3
32.500,46,Ben Graham,4,1
37.800,55,Tim Masthay,5,4
39.200,48,Mat McBriar,5,1
39.300,58,Brandon Fields,4,2
37.500,50,Sam Koch,4,2
48.000,61,Andy Lee,5,1
32.100,53,Nick Harris,9,2
41.200,56,Brett Hartmann,10,3
39.800,51,TJ Conley,5,2
38.900,54,Brian Moorman,7,3
43.300,58,Kevin Huber,4,0
44.000,47,Brad Maynard,5,2
41.400,57,Matt Bosher,5,1
39.600,51,Chris Kluwe,7,1
33.400,57,Donnie Jones,7,1
24.200,55,Dave Zastudil,5,2
41.000,54,Pat McAfee,5,0
46.000,52,Jason Baker,4,2
29.300,41,Brett Kern,3,3
34.200,51,Michael Koenen,5,1
49.200,80,Shane Lechler,5,3
44.800,52,Adam Podlesh,5,0
43.300,67,Jon Ryan,6,4
39.300,51,Sav Rocca,4,1
38.000,62,Mike Scifres,6,1
37.200,61,Britton Colquitt,9,3
37.200,51,Chas Henry,5,1
48.300,55,Zoltan Mesko,3,2
37.300,46,Dustin Colquitt,3,0
34.000,52,Jeremy Kapinos,5,2
42.500,52,Thomas Morstead,2,2
28.000,46,Steve Weatherford,2,1
39.800,46,Jon Ryan,5,2
41.300,54,Chas Henry,4,1
35.000,47,Michael Koenen,2,1
24.000,46,Jason Baker,3,0
43.400,59,Jeremy Kapinos,5,2
36.000,53,Kevin Huber,7,4
40.400,66,Brett Hartmann,5,0
48.000,52,Matt Bosher,4,2
35.000,43,Sav Rocca,6,4
41.800,52,TJ Conley,5,1
41.500,53,Thomas Morstead,4,2
42.500,58,Ben Graham,4,2
42.800,66,Brandon Fields,4,1
40.500,57,Shane Lechler,8,3
30.500,62,Brian Moorman,4,1
45.800,57,Brett Kern,5,4
41.600,54,Adam Podlesh,7,3
35.300,53,Dustin Colquitt,11,2
30.600,48,Brad Maynard,8,2
26.300,54,Sam Koch,3,0
44.200,60,Chris Kluwe,6,1
48.800,59,Britton Colquitt,6,3
45.000,54,Dave Zastudil,7,0
38.000,50,Mat McBriar,5,4
42.800,49,Steve Weatherford,4,2
44.200,55,Tim Masthay,5,4
37.200,61,Andy Lee,5,3
37.300,49,Donnie Jones,8,1
41.500,52,Zoltan Mesko,4,2
41.700,47,Pat McAfee,3,1
39.400,52,Nick Harris,5,1
42.000,52,Mike Scifres,4,0
34.000,54,Jeremy Kapinos,4,1
34.200,49,Brad Maynard,6,4
42.900,53,TJ Conley,7,3
45.100,61,Dustin Colquitt,7,3
38.900,46,Nick Harris,7,2
32.800,51,Michael Koenen,5,0
31.300,45,Sav Rocca,3,1
38.300,61,Zoltan Mesko,3,1
40.300,48,Jason Baker,6,2
46.000,55,Matt Bosher,6,3
45.700,54,Sam Koch,3,2
34.800,53,Pat McAfee,6,1
49.800,59,Brandon Fields,6,2
34.700,58,Chas Henry,9,4
37.300,57,Ben Graham,6,2
24.500,53,Chris Kluwe,2,0
37.600,52,Brett Kern,5,1
43.000,55,Thomas Morstead,5,1
40.000,40,Tim Masthay,1,0
44.200,71,Shane Lechler,5,2
39.000,56,Kevin Huber,4,1
51.500,53,Matt Turk,2,1
40.900,53,Britton Colquitt,8,3
39.400,57,Adam Podlesh,11,4
30.400,66,Dave Zastudil,7,1
46.900,62,Andy Lee,7,3
39.700,58,Mike Scifres,3,2
28.500,55,Brian Moorman,2,0
36.700,56,Mat McBriar,3,0
37.000,62,Steve Weatherford,4,2
37.300,41,Jon Ryan,3,1
32.800,50,Donnie Jones,4,2
40.800,58,Matt Bosher,4,3
39.400,51,Nick Harris,7,1
47.300,59,Michael Koenen,4,1
28.300,46,Mat McBriar,3,0
29.000,36,Matt Turk,2,1
37.800,54,Jason Baker,5,1
44.500,54,Steve Weatherford,4,1
33.000,49,Sav Rocca,2,0
35.400,62,Brian Moorman,8,2
38.700,56,Brandon Fields,6,2
32.300,49,Adam Podlesh,6,1
38.800,47,Jon Ryan,5,2
41.700,59,Chris Kluwe,7,3
51.000,51,Thomas Morstead,1,0
29.900,57,Donnie Jones,7,3
33.800,43,Kevin Huber,5,0
40.100,60,Pat McAfee,7,1
45.000,58,Brett Kern,7,3
49.500,54,Dustin Colquitt,2,0
46.200,71,Tim Masthay,5,3
40.400,55,Shane Lechler,5,3
40.000,52,Ben Graham,6,2
47.300,60,Britton Colquitt,3,1
39.500,43,Zoltan Mesko,4,3
30.000,45,Chas Henry,4,2
37.800,55,TJ Conley,6,2
36.000,57,Dave Zastudil,7,4
35.000,55,Brad Maynard,7,3
46.000,57,Sam Koch,2,1
49.200,62,Andy Lee,6,4
38.500,42,Jeremy Kapinos,4,1
38.600,53,Pat McAfee,5,2
35.500,50,Matt Turk,6,1
48.300,54,Dustin Colquitt,3,1
44.500,76,Shane Lechler,4,2
41.800,51,Brett Kern,4,3
38.000,51,Nick Harris,9,1
48.200,65,Zoltan Mesko,6,4
41.700,61,Brandon Fields,6,2
39.600,51,Kevin Huber,5,1
37.300,46,Dave Zastudil,6,2
44.500,58,Brian Moorman,4,2
24.400,50,Britton Colquitt,7,1
40.000,56,Jeremy Kapinos,4,1
39.400,51,Donnie Jones,7,1
39.100,49,TJ Conley,9,4
35.200,58,Steve Weatherford,9,2
37.500,40,Sav Rocca,2,0
39.700,49,Chris Kluwe,3,1
42.000,52,Jason Baker,2,1
58.000,59,Michael Koenen,1,0
27.800,53,Sam Koch,5,0
41.800,51,Brad Maynard,6,3
35.700,47,Ben Graham,3,1
39.800,47,Mike Scifres,4,3
33.700,50,Mat McBriar,9,5
36.300,56,Chas Henry,6,0
33.200,64,Jon Ryan,5,2
28.000,60,Andy Lee,2,0
42.300,51,Tim Masthay,4,3
45.000,56,Adam Podlesh,2,0
52.000,59,Thomas Morstead,2,0
43.300,56,Matt Bosher,3,1
44.000,64,Thomas Morstead,1,0
29.500,50,Jason Baker,4,0
46.000,51,Zoltan Mesko,2,1
41.300,61,Brian Moorman,3,2
45.300,52,Chris Kluwe,6,2
45.000,60,Adam Podlesh,7,1
41.500,64,Brandon Fields,4,1
38.200,46,TJ Conley,5,2
41.200,57,Donnie Jones,6,1
51.400,66,Andy Lee,5,2
42.000,51,Tim Masthay,4,1
47.000,54,Ben Graham,3,2
43.000,58,Matt Bosher,2,0
46.700,60,Michael Koenen,3,2
45.800,65,Kevin Huber,4,1
37.400,63,Sam Koch,7,0
35.000,63,Brad Maynard,6,2
39.800,49,Jeremy Kapinos,4,1
36.000,49,Steve Weatherford,4,1
38.800,54,Chris Jones,6,2
45.500,56,Chas Henry,4,1
30.200,53,Sav Rocca,5,2
44.000,44,Nick Harris,2,0
41.000,54,Pat McAfee,3,1
37.500,55,Matt Turk,6,1
45.800,58,Brett Kern,6,4
40.300,56,Dave Zastudil,7,2
36.800,53,Jon Ryan,8,4
38.000,55,Britton Colquitt,9,5
41.800,58,Dustin Colquitt,8,4
38.000,58,Shane Lechler,1,0
42.200,56,Matt Turk,5,2
44.300,55,Kevin Huber,3,1
41.000,48,Ben Graham,3,3
40.800,54,Steve Weatherford,4,1
42.000,59,Matt Bosher,7,1
41.000,50,Britton Colquitt,4,1
39.300,62,Jeremy Kapinos,4,2
43.400,63,Andy Lee,8,4
39.600,60,Thomas Morstead,5,2
39.000,40,Zoltan Mesko,2,2
48.000,48,Tom Brady,1,1
34.900,44,Britton Colquitt,7,1
44.400,64,Sam Koch,9,1
40.000,45,Matt Turk,5,0
29.500,43,Tim Masthay,2,0
40.000,51,Steve Weatherford,2,0
36.500,53,Zoltan Mesko,2,0
42.000,51,Sam Koch,4,1
40.000,59,Andy Lee,10,3
40.600,57,Steve Weatherford,12,2
37.700,48,Zoltan Mesko,3,1
35.800,51,Steve Weatherford,4,3
