defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,Antrel Rolle,0.000,0,0.000,9
,,0,0,,0,0,Chase Blackburn,0.000,0,1.000,5
,,0,0,,0,0,Keith Rivers,0.000,0,2.000,5
,,0,0,,0,0,Michael Coe,0.000,0,2.000,3
,,0,0,,0,0,Kenny Phillips,0.000,0,1.000,3
,,0,0,,0,0,Jason Pierre Paul,0.000,0,1.000,3
,,0,0,,0,0,Jacquian Williams,0.000,0,2.000,3
,,0,0,,0,0,Rocky Bernard,1.000,0,1.000,2
,,0,0,,0,0,Linval Joseph,1.000,0,0.000,2
,,0,0,,0,0,Justin Tryon,0.000,0,1.000,2
,,0,0,,0,0,Corey Webster,0.000,0,0.000,2
,,0,0,,0,1,Michael Boley,0.000,0,0.000,1
,,0,0,,0,0,Mathias Kiwanuka,0.000,0,0.000,1
,,0,0,,0,0,Justin Tuck,0.000,0,3.000,1
,,0,0,,0,0,Osi Umenyiora,0.000,0,0.000,1
,,0,0,,0,0,Jayron Hosley,0.000,0,1.000,0
,,0,0,,0,0,Markus Kuhn,0.000,0,1.000,0
,,1,0,,0,0,Sean Lee,0.000,0,2.000,10
,,0,0,,0,0,DeMarcus Ware,2.000,0,0.000,5
,,0,0,,0,0,Bruce Carter,0.000,0,1.000,4
,,0,0,,0,0,Morris Claiborne,0.000,0,0.000,4
,,0,0,,0,0,Jason Hatcher,1.000,0,1.000,4
,,0,0,,0,0,Anthony Spencer,0.000,0,4.000,3
,,0,0,,0,0,Orlando Scandrick,0.000,0,0.000,2
,,0,0,,0,0,Gerald Sensabaugh,0.000,0,0.000,2
,,0,0,,0,0,Marcus Spears,0.000,0,0.000,2
,,0,0,,0,0,Brandon Carr,0.000,0,0.000,1
,,0,0,,0,0,Kenyon Coleman,0.000,0,0.000,1
,,0,0,,0,0,Sean Lissemore,0.000,0,1.000,1
,,0,0,,0,0,Mana Silva,0.000,0,0.000,1
,,0,0,,0,0,Barry Church,0.000,0,1.000,0
,,0,0,,0,0,Josh Brent,0.000,0,2.000,0
,,0,0,,0,0,Major Wright,0.000,0,1.000,6
,,0,0,,0,0,Kelvin Hayden,0.000,0,2.000,5
,,0,0,,0,0,Henry Melton,2.000,0,1.000,4
,,0,0,,0,1,Chris Conte,0.000,0,1.000,3
,,0,0,,0,0,Julius Peppers,0.000,0,0.000,3
,,0,0,,0,0,Lance Briggs,0.000,0,0.000,2
,,0,0,,0,2,Tim Jennings,0.000,0,2.000,2
,,0,0,,0,0,DJ Moore,0.000,0,0.000,2
,,0,0,,0,0,Geno Hayes,0.000,0,1.000,1
,,0,0,,0,0,Israel Idonije,0.000,0,0.000,1
,,0,0,,0,0,Nick Roach,0.000,0,2.000,1
,,0,0,,0,0,Matt Toeaina,0.000,0,1.000,1
,,0,0,,0,0,Brian Urlacher,0.000,0,1.000,1
,,1,0,,0,0,Corey Wootton,1.000,0,0.000,1
,,0,0,,0,0,Antoine Bethea,0.000,0,0.000,9
,,0,0,,0,0,Jerraud Powers,0.000,0,0.000,6
,,0,0,,0,0,Kavell Conner,0.000,0,0.000,5
,,0,0,,0,0,Vontae Davis,0.000,0,0.000,5
,,0,0,,1,1,Jerrell Freeman,0.000,0,0.000,5
,,0,0,,0,0,Robert Mathis,2.000,0,0.000,5
,,0,0,,0,0,Tom Zbikowski,0.000,0,0.000,4
,,0,0,,0,0,Mario Harvey,0.000,0,0.000,2
,,0,0,,0,0,Moise Fokou,0.000,0,1.000,1
,,0,0,,0,0,Justin King,0.000,0,1.000,1
,,0,0,,0,0,Joe Lefeged,0.000,0,0.000,1
,,0,0,,0,0,Drake Nevis,0.000,0,0.000,1
,,0,0,,0,0,Cory Redding,0.000,0,0.000,1
,,0,0,,0,0,Buster Skrine,0.000,0,0.000,7
,,1,0,,0,0,TJ Ward,1.000,0,1.000,7
,,0,0,,0,1,Joe Haden,0.000,0,1.000,5
,,0,0,,0,0,Kaluka Maiava,0.000,0,1.000,5
,,0,0,,0,1,Craig Robertson,0.000,0,3.000,5
,,0,0,,0,0,Dimitri Patterson,0.000,0,0.000,3
,,1,0,,0,0,Ahtyba Rubin,0.000,0,1.000,3
,,0,0,,0,0,Sheldon Brown,0.000,0,1.000,2
,,0,0,,0,1,LJ Fort,1.000,0,0.000,2
,,0,0,,0,0,Emmanuel Stephens,0.000,0,0.000,2
,,0,0,,0,0,Eric Hagg,0.000,0,1.000,1
,,0,0,,1,1,D Qwell Jackson,0.000,0,2.000,1
,,0,0,,0,0,Ishmaaily Kitchen,0.000,0,0.000,1
,,0,0,,0,0,Juqua Parker,0.000,0,0.000,1
,,0,0,,0,0,Frostee Rucker,0.000,0,2.000,1
,,0,0,,0,0,Jabaal Sheard,0.000,0,0.000,1
,,0,0,,0,0,Billy Winn,0.000,0,1.000,1
,,0,0,,0,0,DeMeco Ryans,0.000,0,0.000,6
,,0,0,,0,0,Nate Allen,0.000,0,1.000,4
,,1,0,,0,0,Jason Babin,1.000,0,0.000,4
,,0,0,,0,2,Kurt Coleman,0.000,0,0.000,4
,,0,0,,0,0,Mychal Kendricks,0.000,0,1.000,4
,,0,0,,0,0,Fletcher Cox,1.000,0,0.000,2
,,0,0,,0,0,Cullen Jenkins,0.000,0,0.000,2
,,0,0,,0,0,Nnamdi Asomugha,0.000,0,0.000,1
,,0,0,,0,0,Brandon Boykin,0.000,0,1.000,1
,,0,0,,0,0,Trent Cole,0.000,0,1.000,1
,,0,0,,0,0,Brandon Graham,0.000,0,0.000,1
,,0,0,,0,0,Akeem Jordan,0.000,0,0.000,1
,,0,0,,0,2,Dominique Rodgers Cromartie,0.000,0,0.000,1
,,0,0,,0,0,Darryl Tapp,0.000,0,0.000,1
,,0,0,,0,0,Akeem Ayers,0.000,0,5.000,6
,,0,0,,0,0,Derrick Morgan,0.000,0,1.000,6
,,0,0,,0,0,Alterraun Verner,0.000,0,3.000,6
,,0,0,,0,0,Robert Johnson,0.000,0,2.000,3
,,0,0,,0,0,Colin McCarthy,0.000,0,0.000,3
,,0,0,,0,0,Ryan Mouton,0.000,0,3.000,3
,,0,0,,0,0,Jordan Babineaux,0.000,0,0.000,2
,,0,0,,0,0,Michael Griffin,0.000,0,2.000,2
,,0,0,,0,0,Jason McCourty,0.000,0,0.000,2
,,0,0,,0,0,Kamerion Wimbley,1.000,0,2.000,2
,,0,0,,0,0,Mike Martin,0.000,0,2.000,1
,,0,0,,0,0,Zach Brown,0.000,0,2.000,1
,,0,0,,0,0,Jurrell Casey,0.000,0,0.000,1
,,0,0,,0,0,Will Witherspoon,0.000,0,2.000,1
,,0,0,,0,0,Jerod Mayo,0.000,0,4.000,9
,,0,0,,0,0,Devin McCourty,0.000,0,2.000,5
,,0,1,,0,0,Donta Hightower,0.000,0,1.000,4
,,0,0,,0,0,Ras I Dowling,0.000,0,1.000,3
,,1,0,,0,0,Chandler Jones,1.000,0,2.000,3
,,0,0,,0,1,Tavon Wilson,0.000,0,1.000,3
,,0,0,,0,0,Kyle Arrington,0.000,0,0.000,2
,,0,0,,0,0,Patrick Chung,0.000,0,2.000,2
,,0,0,,0,0,Jermaine Cunningham,1.000,0,1.000,2
,,0,0,,0,0,Brandon Deaderick,0.000,0,0.000,1
,,0,0,,0,0,Steve Gregory,0.000,0,1.000,1
,,0,0,,0,0,Kyle Love,0.000,0,1.000,1
,,0,0,,0,0,Brandon Spikes,0.000,0,0.000,1
,,0,0,,0,0,Vince Wilfork,0.000,0,0.000,1
,,0,0,,0,0,Derrick Johnson,0.000,0,1.000,7
,,0,0,,0,0,Jovan Belcher,0.000,0,0.000,5
,,0,0,,0,0,Abram Elam,0.000,0,1.000,4
,,0,0,,0,0,Jacques Reeves,0.000,0,0.000,4
,,0,0,,0,0,Travis Daniels,0.000,0,0.000,3
,,0,0,,0,0,Tyson Jackson,0.000,0,0.000,3
,,0,0,,0,0,Eric Berry,0.000,0,0.000,2
,,0,0,,0,0,Glenn Dorsey,0.000,0,0.000,2
,,0,0,,0,0,Jerrell Powe,0.000,0,0.000,2
,,1,0,,0,0,Stanford Routt,0.000,0,0.000,2
,,0,0,,0,0,Justin Houston,1.000,0,1.000,1
,,0,0,,0,0,Edgar Jones,0.000,0,1.000,1
,,0,0,,0,0,Ropati Pitoitua,0.000,0,0.000,1
,,0,0,,0,0,Dontari Poe,0.000,0,1.000,1
,,0,0,,0,0,Andy Studebaker,0.000,0,1.000,1
,,0,0,,0,1,Stephen Nicholas,0.000,0,2.000,10
,,0,0,,0,1,William Moore,0.000,0,0.000,7
,,0,0,,0,0,Sean Weatherspoon,1.000,0,0.000,7
,,0,0,,0,0,Thomas DeCoud,0.000,0,1.000,6
,,0,0,,0,0,Brent Grimes,0.000,0,0.000,6
,,1,0,,0,0,John Abraham,1.000,0,0.000,3
,,0,0,,0,0,Asante Samuel,0.000,0,0.000,3
,,0,0,,0,0,Kroy Biermann,0.000,0,0.000,2
,,0,0,,0,0,Ray Edwards,0.000,0,0.000,2
,,0,0,,0,0,Dunta Robinson,0.000,0,1.000,2
,,0,0,,0,0,Jonathan Babineaux,1.000,0,0.000,1
,,0,0,,0,0,Cliff Matthews,0.000,0,0.000,1
,,0,0,,0,0,Vance Walker,0.000,0,0.000,1
,,0,0,,0,0,Chad Greenway,0.000,0,4.000,9
,,0,0,,0,0,Erin Henderson,1.000,0,4.000,6
,,0,0,,0,0,Jasper Brinkley,0.000,0,2.000,4
,,0,0,,0,0,Chris Cook,1.000,0,1.000,4
,,0,0,,0,0,Josh Robinson,0.000,0,0.000,4
,,0,0,,0,0,Antoine Winfield,0.000,0,0.000,4
,,0,0,,0,0,Mistral Raymond,0.000,0,0.000,3
,,0,0,,0,0,Brian Robison,0.000,0,0.000,3
,,0,0,,0,0,Harrison Smith,0.000,0,4.000,3
,,0,0,,0,0,Christian Ballard,0.000,0,0.000,1
,,0,0,,0,0,Fred Evans,0.000,0,0.000,1
,,0,0,,0,0,Letroy Guion,0.000,0,1.000,1
,,0,0,,0,0,Kevin Williams,0.000,0,2.000,0
,,0,0,,0,0,Dawan Landry,0.000,0,3.000,6
,,0,0,,0,0,Dwight Lowery,0.000,0,2.000,4
,,0,0,,0,0,Paul Posluszny,0.000,0,3.000,4
,,0,0,,0,0,Aaron Ross,0.000,0,2.000,4
,,0,0,,0,0,Tyson Alualu,1.000,0,1.000,3
,,1,0,,0,0,Terrance Knighton,1.000,0,0.000,3
,,0,0,,0,0,Jeremy Mincey,0.000,0,1.000,2
,,0,0,,0,0,Kevin Rutland,0.000,0,0.000,2
,,0,0,,0,0,DA Smith,0.000,0,0.000,1
,,0,0,,0,0,Russell Allen,0.000,0,6.000,1
,,0,0,,0,0,Kyle Bosworth,0.000,0,1.000,1
,,0,0,,0,0,Andre Branch,0.000,0,0.000,1
,,0,0,,0,0,Rashean Mathis,0.000,0,0.000,1
