batters faced, earned runs, era, fly balls, ground balls, hit batters, hits allowed, home runs allowed, innings pitched, name, order, pitches, result, runs allowed, strike outs thrown, strikes, walks allowed
31,0,3.460,13,12,[],5,0,9.000,Zach Duke,1,112,W,0,2,74,1
25,6,2.660,6,6,[],7,3,5.333,Mark Hendrickson,1,91,L,6,4,56,2
6,0,3.090,0,4,[],1,0,1.667,Travis Harper,2,18,,0,1,9,1
8,1,5.110,2,3,[],3,0,2.000,Dan Miceli,3,24,,1,0,18,0
24,2,3.600,9,6,[],3,1,5.000,Robinson Tejeda,1,86,W,2,0,46,6
5,0,0.000,0,0,[],0,0,1.333,Ron Mahay,2,22,,0,4,15,1
4,0,3.460,1,0,['Jonny Gomes'],1,0,0.333,Joaquin Benoit,3,18,,2,0,11,0
2,0,7.710,0,0,[],0,0,0.333,CJ Wilson,4,15,H,0,1,8,1
3,1,4.260,0,1,[],1,0,0.333,Antonio Alfonseca,5,19,H,1,0,12,1
3,0,9.950,0,1,[],1,0,0.667,Francisco Cordero,6,11,H,0,1,7,0
3,0,2.080,0,2,[],1,0,1.000,Akinori Otsuka,7,14,S,0,1,10,0
21,6,6.390,5,4,[],9,0,3.667,Orlando Hernandez,1,84,,6,2,55,2
5,0,5.400,0,4,[],0,0,1.333,Jason Grimsley,2,19,,0,0,8,2
4,0,3.180,0,3,[],0,0,1.000,Casey Daigle,3,20,H,0,0,9,2
5,1,2.570,1,2,[],2,1,1.000,Luis Vizcaino,4,23,W,1,0,14,0
4,0,1.420,2,1,[],1,0,1.000,Brandon Lyon,5,15,H,0,0,11,0
5,1,3.480,1,1,[],1,1,1.000,Jose Valverde,6,26,S,1,1,15,1
22,7,6.900,5,6,[],8,2,4.333,Odalis Perez,1,70,,7,2,45,3
4,0,0.000,0,0,[],1,0,0.333,Jonathan Broxton,2,20,,0,1,7,2
5,0,0.000,0,3,[],1,0,1.333,Joe Beimel,3,12,,0,0,8,0
7,2,1.980,0,1,[],3,0,0.667,Takashi Saito,4,33,L,2,1,17,2
6,1,2.250,2,1,[],2,0,1.333,Tim Hamulack,5,23,,1,1,16,0
32,4,0.000,8,8,[],7,1,7.000,Matt Morris,1,119,L,5,5,75,3
3,0,0.000,1,1,[],0,0,1.000,Jeremy Accardo,2,17,,0,1,10,0
5,0,0.000,3,0,['Dave Roberts'],1,0,1.000,Tim Worrell,3,10,,0,0,6,0
24,2,0.000,9,5,['Kevin Frandsen'],5,1,5.667,Woody Williams,1,104,W,2,3,68,1
4,0,0.000,1,1,[],0,0,1.333,Scott Cassidy,2,12,H,0,2,10,0
5,1,0.000,1,1,[],2,1,1.000,Scott Linebrink,3,29,H,1,1,18,0
3,0,0.000,2,1,[],0,0,1.000,Trevor Hoffman,4,5,S,0,0,4,0
24,1,4.910,8,4,[],5,0,5.000,CC Sabathia,1,89,W,1,2,60,4
10,0,4.110,2,3,[],4,0,2.000,Jason Davis,2,30,,0,1,24,0
8,0,4.260,2,4,[],2,0,2.000,Danny Graves,3,22,,0,0,15,0
31,7,3.760,4,10,[],13,1,5.667,Mark Buehrle,1,108,L,7,3,68,3
8,0,1.860,2,0,[],0,0,2.333,Boone Logan,2,35,,0,5,20,1
15,3,3.150,6,1,[],2,0,3.000,Scott Olsen,1,63,,3,2,29,4
10,0,0.000,3,2,[],2,0,3.000,Randy Messenger,2,34,,0,4,23,0
6,4,6.970,1,0,[],2,1,0.667,Ricky Nolasco,3,21,L,4,1,10,2
6,0,4.850,1,2,[],1,0,1.333,Matt Herges,4,21,BS,0,1,12,1
5,0,4.000,2,0,[],1,0,1.000,Joe Borowski,5,18,,0,1,10,1
28,4,6.870,7,5,['Josh Willingham', 'Hanley Ramirez'],9,0,6.000,Jon Lieber,1,93,W,5,5,64,0
4,0,5.170,0,2,[],1,0,1.000,Geoff Geary,2,13,H,0,1,10,0
3,0,3.680,2,0,[],0,0,1.000,Ryan Franklin,3,10,H,0,1,6,0
3,0,0.710,2,1,[],0,0,1.000,Tom Gordon,4,14,S,0,0,11,0
23,4,6.750,5,4,[],6,1,5.333,John Maine,1,102,L,4,6,63,2
8,2,3.650,2,4,[],2,1,2.000,Darren Oliver,2,27,,2,0,18,0
5,0,6.750,2,1,[],0,0,1.667,Jorge Julio,3,20,,0,2,11,0
26,1,0.750,7,8,['Cliff Floyd'],2,1,7.000,Michael OConnor,1,101,W,1,6,62,2
3,0,1.500,1,2,[],0,0,1.000,Mike Stanton,2,7,,0,0,6,0
4,1,3.270,1,2,[],1,1,1.000,Chad Cordero,3,15,,1,0,10,0
27,2,0.000,12,7,[],6,0,6.667,Kris Benson,1,107,W,2,1,64,2
3,0,0.000,0,0,[],1,0,0.000,Julio Manon,2,11,,0,0,2,2
2,0,0.000,2,0,[],0,0,0.667,Sendy Rleal,3,8,H,0,0,5,0
6,0,0.000,1,3,[],2,0,1.667,Todd Williams,4,20,S,0,1,12,0
25,5,0.000,4,11,['Chris Gomez'],8,1,6.000,Casey Janssen,1,81,L,5,3,55,0
3,0,0.000,1,1,[],0,0,1.000,Scott Downs,2,10,,0,1,6,0
7,4,0.000,1,1,[],4,2,1.000,Vinnie Chulk,3,24,,4,1,16,0
29,2,7.610,5,11,['David Eckstein'],8,1,6.667,Dave Williams,1,99,,2,2,62,2
1,0,4.260,1,0,[],0,0,0.333,Rick White,2,6,,0,0,4,0
8,0,0.530,2,3,[],2,0,2.000,Todd Coffey,3,29,W,0,1,18,0
25,2,3.100,8,7,[],6,2,6.000,Sidney Ponson,1,90,,2,2,59,2
3,0,1.460,0,2,[],1,0,0.667,Braden Looper,2,5,,0,0,4,0
4,0,2.160,2,0,[],0,0,1.000,Randy Flores,3,20,,0,1,12,1
4,1,13.500,0,1,['Brandon Phillips'],2,0,0.667,Brian Falkenborg,4,15,L,1,0,8,0
24,1,1.780,9,7,[],4,0,6.000,Mike Maroth,1,87,W,1,2,52,1
3,0,3.600,1,1,[],0,0,1.000,Joel Zumaya,2,9,H,0,1,7,0
3,0,0.000,0,3,[],0,0,1.000,Fernando Rodney,3,9,H,0,0,8,0
4,0,4.500,0,2,[],1,0,1.000,Todd Jones,4,14,S,0,1,10,0
21,3,7.000,5,8,[],5,1,5.333,Mark Redman,1,74,L,3,1,40,2
6,1,2.450,3,1,[],2,1,1.333,Joel Peralta,2,28,,1,0,19,0
1,0,8.710,0,0,[],0,0,0.333,Andrew Sisco,3,6,,0,1,3,0
4,0,0.000,0,2,[],1,0,1.000,Steve Andrade,4,13,,0,1,9,0
28,1,0.000,7,5,['Carl Everett'],6,0,7.000,Johan Santana,1,99,W,1,9,76,0
3,0,0.000,1,1,[],0,0,1.000,Juan Rincon,2,15,H,0,1,9,0
4,0,0.000,1,0,[],1,0,1.000,Joe Nathan,3,14,,0,2,10,0
27,4,0.000,10,8,[],7,0,7.000,Jarrod Washburn,1,96,L,4,3,62,0
3,1,0.000,1,0,[],1,0,0.333,George Sherrill,2,14,,1,0,9,1
2,0,0.000,0,1,[],0,0,0.667,Sean William Green,3,6,,0,1,5,0
28,3,2.860,7,12,[],4,3,8.000,Roy Oswalt,1,116,W,3,5,83,0
6,1,6.140,1,1,['Juan Encarnacion'],2,0,1.000,Brad Lidge,2,20,S,1,1,15,0
29,5,5.500,8,6,[],8,0,5.667,Jason Marquis,1,117,L,5,3,70,4
7,0,0.710,2,2,[],2,0,1.333,Brad Thompson,2,20,,0,0,10,1
3,0,5.400,0,1,[],0,0,1.000,Brian Falkenborg,3,23,,0,2,16,0
29,5,5.270,6,8,[],11,1,5.667,Dan Haren,1,111,L,5,3,68,1
5,3,2.610,0,1,['Casey Blake'],2,0,0.333,Joe Kennedy,2,26,,3,0,14,1
5,4,5.230,1,0,[],2,0,0.333,Kiko Calero,3,23,,4,0,10,2
11,2,6.750,6,1,[],3,1,2.667,Ron Flores,4,49,,2,1,33,0
28,3,7.110,11,7,[],7,1,7.000,Paul Byrd,1,95,W,3,3,71,1
3,0,3.860,1,1,[],0,0,1.000,Scott Sauerbeck,2,14,,0,1,6,0
4,0,13.500,1,2,[],1,0,1.000,Fernando Cabrera,3,14,,0,0,9,0
28,2,3.860,10,8,['Moises Alou'],3,1,8.000,David Bush,1,99,L,2,6,69,0
3,0,7.560,2,1,[],0,0,1.000,Jorge De La Rosa,2,11,,0,0,8,0
32,0,3.770,17,3,[],5,0,9.000,Jason Schmidt,1,112,W,0,7,76,0
25,2,5.500,4,13,['Jason Giambi'],4,0,6.333,Casey Fossum,1,97,,2,2,56,4
3,0,3.240,0,2,[],1,0,0.667,Chad Orvella,2,11,BS,0,0,6,0
4,0,3.550,0,2,[],0,0,1.000,Shawn Camp,3,12,,0,1,6,1
7,2,20.250,0,3,[],2,0,1.333,Tyler Walker,4,29,L,2,1,18,1
3,0,4.420,0,0,[],2,0,0.667,Ruddy Lugo,5,13,,0,1,8,0
23,2,5.620,9,6,[],3,1,6.000,Jaret Wright,1,81,,2,3,42,2
3,0,1.800,2,1,[],0,0,1.000,Ron Villone,2,12,,0,0,6,0
3,0,1.290,2,0,[],1,0,0.667,Mike Myers,3,10,,0,0,7,0
5,0,2.530,2,0,[],1,0,1.333,Kyle Farnsworth,4,16,W,0,2,12,0
3,0,3.380,1,1,[],0,0,1.000,Mariano Rivera,5,19,S,0,1,14,0
29,1,5.290,6,14,[],8,0,7.000,Miguel Batista,1,113,W,1,1,66,4
4,0,5.560,1,2,[],1,0,1.000,Greg Aquino,2,12,,0,0,7,0
2,0,3.180,0,0,[],1,0,0.000,Casey Daigle,3,12,,0,0,7,1
4,0,3.180,0,1,[],0,0,1.000,Jose Valverde,4,15,S,0,2,10,1
25,5,2.350,6,4,[],10,1,5.000,Greg Maddux,1,85,L,5,5,55,0
4,0,3.550,1,2,[],1,0,1.000,Scott Williamson,2,16,,0,0,11,0
4,0,9.900,0,2,[],1,0,1.000,Will Ohman,3,16,,0,1,9,0
3,0,1.380,2,1,[],0,0,1.000,Bob Howry,4,20,,0,0,14,0
27,1,0.000,9,5,[],5,0,6.000,Jae Seo,1,101,,1,4,63,3
6,3,0.000,1,1,[],2,1,1.000,Tim Hamulack,2,16,,3,1,11,1
5,5,0.000,0,0,[],5,2,0.000,Franquelis Osoria,3,13,L,5,0,7,0
3,0,0.000,1,2,[],0,0,1.000,Joe Beimel,4,13,,0,0,9,0
7,2,0.000,1,2,[],5,0,1.000,Danys Baez,5,22,,2,0,16,0
26,3,0.000,7,9,[],3,1,6.667,Chris Young,1,106,,3,4,59,3
2,1,0.000,0,1,[],1,1,0.333,Scott Cassidy,2,6,W,1,0,5,0
3,0,0.000,1,2,[],1,0,1.000,Brian Sweeney,3,13,,0,0,8,0
4,1,0.000,1,2,[],1,1,1.000,Dewon Brazelton,4,8,,1,0,7,0
22,1,2.720,3,6,[],3,1,6.000,Pedro Martinez,1,77,,1,9,56,1
6,0,2.300,1,3,[],0,0,2.000,Aaron Heilman,2,27,H,0,2,16,0
7,2,1.800,0,2,[],2,0,1.000,Billy Wagner,3,31,BS,2,1,17,2
3,0,0.000,1,0,[],0,0,1.000,Duaner Sanchez,4,19,,0,1,12,0
7,0,1.860,1,4,[],1,0,2.000,Chad Bradford,5,20,W,0,1,16,0
28,3,5.610,2,6,[],7,0,5.667,Ian Snell,1,104,,3,9,63,4
5,0,5.680,1,1,['Carlos Delgado'],1,0,1.000,John Grabow,2,9,,0,1,6,0
1,0,3.680,0,0,[],0,0,0.333,Matt Capps,3,5,,0,1,3,0
4,0,2.080,0,2,[],1,0,1.000,Damaso Marte,4,13,,0,1,9,0
3,0,2.950,1,1,[],0,0,1.000,Salomon Torres,5,10,,0,1,7,0
4,0,2.920,2,0,[],0,0,1.000,Roberto Hernandez,6,20,,0,1,13,0
4,1,2.890,1,2,[],1,1,1.000,Mike Gonzalez,7,18,L,1,0,11,0
14,5,3.980,3,2,['Miguel Olivo', 'Miguel Cabrera'],5,2,2.333,Tony Armas,1,65,,5,2,43,0
10,0,10.800,2,1,[],3,0,1.667,Jason Bergmann,2,33,,0,2,15,2
4,0,4.500,1,2,[],0,0,1.000,Gary Majewski,3,17,,0,0,9,1
6,0,1.560,2,1,[],1,0,2.000,Jon Rauch,4,24,,0,2,17,0
6,1,2.020,2,1,[],1,0,1.333,Mike Stanton,5,21,L,1,1,12,1
3,0,3.090,1,0,[],1,0,0.667,Chad Cordero,6,19,,0,1,12,0
25,3,9.270,6,5,[],9,0,4.000,Brian Moehler,1,101,,3,1,57,4
8,1,4.350,1,4,[],0,0,2.000,Todd Wellemeyer,2,39,,1,1,20,3
6,1,3.000,2,1,[],1,1,1.000,Franklyn German,3,38,BS,1,0,19,2
3,0,6.350,0,1,[],0,0,1.000,Ricky Nolasco,4,8,W,0,2,7,0
3,0,3.600,1,1,[],0,0,1.000,Joe Borowski,5,13,S,0,1,8,0
28,2,0.000,5,11,[],5,1,7.000,Brett Myers,1,117,,3,5,75,2
5,1,0.000,0,1,[],2,0,0.667,Ryan Franklin,2,22,,1,1,12,1
2,0,0.000,0,1,['Brian McCann'],0,0,0.333,Rheal Cormier,3,5,W,0,0,2,0
3,0,0.000,0,1,[],0,0,1.000,Tom Gordon,4,9,S,0,2,7,0
28,3,0.000,6,9,['Jimmy Rollins'],7,0,7.000,John Smoltz,1,109,,3,5,74,0
5,2,0.000,0,0,[],4,1,0.333,Mike Remlinger,2,19,L,2,1,11,0
2,0,0.000,0,2,[],1,0,0.667,Ken Ray,3,10,,0,0,7,0
29,1,3.550,5,14,[],6,1,8.333,John Koronka,1,102,,1,4,66,0
1,0,1.980,0,2,[],0,0,0.667,Akinori Otsuka,2,3,,0,0,2,0
5,0,3.210,1,1,[],2,0,1.000,Joaquin Benoit,3,17,,0,1,10,0
3,0,9.220,2,0,[],0,0,1.000,Francisco Cordero,4,10,,0,1,9,0
3,0,3.380,0,3,[],0,0,1.000,Rick Bauer,5,10,W,0,0,6,0
28,1,4.730,6,9,[],6,0,7.000,Daniel Cabrera,1,110,,1,6,63,2
3,0,4.610,1,2,[],0,0,1.000,LaTroy Hawkins,2,14,,0,0,9,0
4,0,2.380,1,1,['Hank Blalock'],0,0,1.000,Chris Ray,3,17,,0,1,11,0
4,0,0.000,1,2,[],1,0,1.000,Todd Williams,4,16,,0,0,9,0
4,0,3.600,2,1,[],0,0,1.000,Sendy Rleal,5,15,,0,0,7,1
2,1,4.760,1,0,[],1,1,0.333,John Halama,6,9,L,1,0,6,0
24,4,0.000,7,5,['Shea Hillenbrand', 'Vernon Wells'],5,0,5.000,Josh Beckett,1,101,,4,2,61,3
4,0,0.000,2,0,[],0,0,0.667,Julian Tavarez,2,21,,0,0,10,2
6,2,0.000,3,0,[],3,1,1.000,Keith Foulke,3,13,,2,0,7,0
6,0,0.000,3,1,[],2,0,1.333,Mike Timlin,4,16,,0,0,11,0
6,1,0.000,2,1,[],3,0,1.000,Jonathan Papelbon,5,15,L,1,0,10,0
28,5,0.000,5,11,[],9,0,6.000,Roy Halladay,1,105,,5,2,69,2
3,0,0.000,2,0,[],0,0,0.667,Justin Speier,2,20,H,0,0,11,1
2,1,0.000,0,0,[],1,0,0.333,Scott Schoeneweis,3,7,H,1,1,6,0
5,0,0.000,1,1,[],2,0,1.000,Dustin McGowan,4,18,W,0,1,13,0
4,0,0.000,1,0,[],0,0,1.000,BJ Ryan,5,16,S,0,3,11,0
26,0,3.600,9,7,[],4,0,7.000,Jeff Francis,1,93,W,0,5,57,1
3,0,0.550,0,3,[],0,0,1.000,Jose Mesa,2,14,H,0,0,9,0
3,0,1.500,0,3,[],0,0,1.000,Brian Fuentes,3,12,S,0,0,5,1
29,3,5.620,8,7,[],7,0,6.667,Brandon Claussen,1,92,L,3,5,62,2
1,0,4.500,0,0,[],0,0,0.333,Matt Belisle,2,7,,0,1,5,0
4,0,13.500,2,1,[],1,0,1.000,Chris Hammond,3,13,,0,0,9,0
28,1,3.250,7,9,[],4,0,7.333,Nate Robertson,1,86,,1,6,57,2
2,0,3.380,2,0,[],0,0,0.667,Joel Zumaya,2,6,W,0,0,5,0
4,0,0.000,1,1,['Tim Salmon'],0,0,1.000,Fernando Rodney,3,11,S,0,1,7,0
27,2,6.430,10,7,[],5,1,7.333,Jeff Weaver,1,113,L,2,4,74,2
3,0,1.100,1,0,[],1,0,0.667,Scot Shields,2,15,,0,1,7,0
25,1,0.000,4,10,[],4,1,7.000,Brad Radke,1,102,W,1,7,67,0
7,0,0.000,1,2,[],1,0,2.000,Francisco Liriano,2,30,,0,3,20,0
19,2,0.000,6,3,[],8,1,3.333,Joe Mays,1,51,L,6,1,33,0
9,0,0.000,4,3,[],1,0,2.667,Jimmy Gobble,2,31,,0,1,23,0
3,0,0.000,1,1,[],0,0,1.000,Mike Wood,3,9,,0,1,5,0
3,0,0.000,0,1,[],0,0,1.000,Ambiorix Burgos,4,11,,0,2,8,0
26,3,5.450,8,12,['Jose Lopez'],5,0,7.000,Freddy Garcia,1,79,,3,1,51,0
2,1,4.500,0,1,[],1,0,0.333,Matt Thornton,2,14,H,1,0,10,0
5,0,8.000,0,2,[],1,0,0.667,Cliff Politte,3,20,BS,1,0,9,2
6,0,3.460,2,3,[],1,0,1.667,Neal Cotts,4,25,,0,0,15,0
6,0,3.000,1,3,[],1,0,1.333,Bobby Jenks,5,13,W,0,0,9,0
23,3,4.730,5,11,[],3,0,6.000,Gil Meche,1,96,,3,1,49,4
6,1,2.300,2,0,[],2,1,1.333,Rafael Soriano,2,23,BS,1,2,14,0
1,0,3.240,0,1,[],0,0,0.333,George Sherrill,3,4,H,0,0,3,0
1,0,2.300,0,0,[],0,0,0.333,JJ Putz,4,6,H,0,1,4,0
4,1,8.380,0,1,[],1,1,1.000,Eddie Guardado,5,13,BS,1,2,9,0
3,0,0.000,1,1,[],0,0,0.667,Sean William Green,6,11,,0,0,4,1
6,1,6.140,2,1,[],2,0,1.000,Jake Woods,7,20,L,1,0,12,1
28,3,5.060,6,13,['Yadier Molina'],7,0,6.667,Andy Pettitte,1,121,W,3,1,77,1
1,0,6.140,0,1,[],0,0,0.333,Chad Qualls,2,3,H,0,0,2,0
4,0,3.210,1,1,[],1,0,1.000,Dan Wheeler,3,14,H,0,1,10,0
5,0,5.740,1,1,[],1,0,1.000,Brad Lidge,4,18,S,0,1,11,1
25,4,2.350,3,11,['Willy Taveras'],6,1,6.000,Chris Carpenter,1,102,L,4,4,62,2
6,0,0.660,1,2,[],0,0,2.000,Adam Wainwright,2,26,,0,3,14,0
25,1,4.260,3,7,['Grady Sizemore'],8,0,5.000,Kirk Saarloos,1,96,W,1,5,63,2
18,3,4.700,5,3,[],6,2,4.000,Chad Gaudin,2,69,S,3,4,43,1
15,7,5.080,1,5,[],6,0,2.000,Jason Johnson,1,55,L,7,0,33,3
15,2,5.060,3,4,[],3,0,3.000,Jeremy Guthrie,2,52,,2,2,29,3
5,0,3.380,1,1,[],1,0,1.000,Scott Sauerbeck,3,16,,0,1,10,1
8,3,6.000,2,1,[],1,0,1.000,Guillermo Mota,4,32,,3,0,12,4
3,0,4.500,0,2,[],0,0,1.000,Bob Wickman,5,19,,0,1,12,0
26,0,5.350,11,4,[],4,0,6.000,Doug Davis,1,104,W,0,3,63,3
3,3,10.800,0,0,[],2,0,0.000,Jorge De La Rosa,2,11,,3,0,6,1
4,1,5.400,1,1,[],1,1,1.000,Jose Capellan,3,18,H,1,1,11,0
4,0,3.000,1,1,[],1,0,1.000,Matt Wise,4,10,H,0,1,7,0
4,0,1.500,2,0,[],1,0,1.000,Derrick Turnbow,5,18,S,0,1,13,0
23,3,3.330,10,4,[],6,1,5.000,Brad Hennessey,1,80,L,5,0,43,3
4,0,7.530,1,1,[],1,0,1.000,Jeff Fassero,2,15,,0,1,10,0
5,2,6.170,1,1,['Rickie Weeks'],1,1,1.000,Scott Munter,3,16,,2,1,9,0
4,0,3.600,0,3,[],1,0,1.000,Steve Kline,4,9,,0,0,8,0
17,4,6.460,6,4,[],4,1,4.000,Doug Waechter,1,55,,4,2,34,1
10,1,8.100,3,4,[],2,0,2.667,Brian Meadows,2,35,,1,1,20,0
3,1,4.320,0,0,[],1,0,0.000,Chad Orvella,3,15,L,1,0,5,2
3,1,4.150,0,1,['Alex Rodriguez'],0,0,0.333,Shawn Camp,4,7,,1,0,2,1
4,2,6.390,0,1,[],1,1,0.333,Dan Miceli,5,11,,3,0,7,1
8,0,4.050,2,2,[],2,0,1.667,Ruddy Lugo,6,28,,0,1,17,1
29,5,5.020,5,10,['Joey Gathright'],7,1,6.667,Randy Johnson,1,92,W,5,4,62,2
1,0,6.230,1,0,[],0,0,0.333,Tanyon Sturtze,2,5,H,0,0,2,0
4,0,1.560,0,1,[],1,0,0.667,Scott Proctor,3,19,,0,1,12,1
6,0,1.080,1,2,[],1,0,1.333,Mike Myers,4,36,,0,1,23,1
20,0,2.050,2,5,[],4,0,5.000,Juan Cruz,1,84,W,0,7,55,2
9,0,4.910,1,3,[],2,0,2.000,Brandon Medders,2,43,,0,2,29,1
5,0,5.110,1,1,[],1,0,1.000,Greg Aquino,3,19,,0,1,9,1
4,0,2.400,0,2,[],1,0,1.000,Luis Vizcaino,4,16,,0,1,11,0
20,5,11.250,5,6,[],6,2,4.000,Rich Hill,1,67,L,5,1,42,2
6,0,7.770,3,2,[],0,0,2.000,Glendon Rusch,2,26,,0,1,17,0
3,0,1.840,1,1,[],0,0,1.000,Scott Eyre,3,11,,0,1,8,0
5,1,9.820,2,0,[],1,0,1.000,Will Ohman,4,18,,1,1,11,1
28,0,0.000,5,7,[],5,0,7.000,Brett Tomko,1,124,,0,9,76,2
6,3,0.000,1,0,[],2,1,1.000,Takashi Saito,2,25,L,3,2,15,1
4,0,0.000,0,1,[],1,0,1.000,Jonathan Broxton,3,28,,0,2,18,0
22,0,0.000,7,7,[],2,0,6.000,Clay Hensley,1,77,,0,3,42,3
3,0,0.000,0,1,[],0,0,1.000,Alan Embree,2,11,W,0,2,10,0
4,0,0.000,2,0,[],0,0,1.000,Scott Linebrink,3,21,H,0,1,12,1
3,0,0.000,2,0,[],0,0,1.000,Trevor Hoffman,4,15,S,0,1,10,0
27,0,1.940,5,6,[],3,0,7.000,Tom Glavine,1,107,W,0,10,67,1
3,0,0.000,0,2,[],1,0,1.000,Duaner Sanchez,2,13,,0,1,9,0
4,0,6.280,0,0,[],0,0,1.000,Jorge Julio,3,21,,0,3,10,1
28,1,5.080,4,12,[],8,0,6.000,Paul Maholm,1,102,L,1,2,62,2
5,3,4.420,0,0,['Cliff Floyd'],3,1,0.000,Salomon Torres,2,13,,5,0,7,0
4,0,3.450,1,1,[],1,0,1.000,Matt Capps,3,11,,0,1,9,0
4,0,6.910,1,1,[],1,0,1.000,Ryan Vogelsong,4,14,,0,1,9,0
25,7,6.290,4,8,[],6,1,5.000,Livan Hernandez,1,91,L,7,3,52,4
9,1,10.240,1,1,[],4,0,1.000,Joey Eischen,2,23,,4,1,13,1
8,0,7.710,2,1,[],1,0,2.000,Jason Bergmann,3,27,,0,3,18,1
4,0,6.060,1,1,[],1,0,1.000,Felix Rodriguez,4,14,,0,1,10,0
19,2,3.780,7,4,[],1,0,5.000,Josh Johnson,1,69,W,2,4,45,3
8,1,1.000,1,4,[],2,0,2.000,Randy Messenger,2,38,,1,1,23,0
9,0,5.260,4,1,[],2,0,2.000,Jason Vargas,3,36,,0,1,25,1
26,2,0.000,2,11,[],5,0,6.000,Cory Lidle,1,99,W,3,5,58,3
4,0,0.000,1,1,[],1,0,1.000,Aaron Fultz,2,13,H,0,1,8,0
3,0,0.000,2,0,[],1,0,0.667,Geoff Geary,3,10,H,0,0,5,0
1,0,0.000,0,0,[],0,0,0.333,Rheal Cormier,4,6,H,0,1,4,0
3,0,0.000,2,1,[],0,0,1.000,Arthur Rhodes,5,12,S,0,0,9,0
28,4,0.000,6,10,['Mike Lieberthal'],8,2,6.000,John Thomson,1,94,L,5,1,57,1
3,0,0.000,1,0,[],0,0,1.000,Ken Ray,2,12,,0,1,5,1
3,1,0.000,2,0,[],0,0,0.667,Macay McBride,3,12,,1,0,4,1
3,0,0.000,0,1,[],2,0,0.333,Peter Moylan,4,8,,0,0,5,0
32,2,3.520,10,16,[],4,1,9.000,Kevin Millwood,1,99,W,2,1,69,2
23,7,8.400,8,1,[],11,2,4.000,Bruce Chen,1,83,L,8,2,56,1
10,0,0.000,2,1,['Mark DeRosa'],2,0,1.667,Julio Manon,2,39,,0,2,21,2
9,0,0.000,3,3,[],1,0,2.333,Kurt Birkins,3,28,,0,1,18,1
24,1,0.000,9,6,[],2,0,6.000,Matt Clement,1,105,W,1,3,58,4
4,0,0.000,3,0,[],1,0,1.000,Keith Foulke,2,15,,0,0,10,0
5,2,0.000,1,1,[],2,1,1.000,Rudy Seanez,3,15,,2,1,9,0
3,1,0.000,1,0,[],2,1,0.333,Julian Tavarez,4,8,,1,0,6,0
3,0,0.000,0,1,[],1,0,0.667,Jonathan Papelbon,5,17,S,0,1,14,0
29,7,0.000,12,3,[],11,1,5.667,Josh Towers,1,89,L,7,2,59,2
4,0,0.000,1,1,[],0,0,1.333,Scott Downs,2,18,,0,2,11,0
4,0,0.000,2,1,[],1,0,1.000,Pete Walker,3,12,,0,0,7,0
28,5,5.180,7,8,[],8,2,6.333,Josh Fogg,1,106,L,5,4,67,2
1,0,1.380,1,0,[],0,0,0.333,David Cortes,2,6,,0,0,4,0
7,2,5.790,0,2,[],3,0,1.333,Tom Martin,3,32,,2,2,23,0
3,0,2.450,1,2,[],0,0,1.000,Scott Dohmann,4,11,,0,0,8,0
34,1,3.780,2,11,[],7,0,8.333,Aaron Harang,1,121,W,1,12,83,2
2,0,4.050,0,1,[],0,0,0.667,Rick White,2,9,,0,1,6,0
26,3,3.680,5,9,['Howie Kendrick'],9,2,6.000,Justin Verlander,1,79,L,4,2,52,1
4,3,4.910,1,0,[],3,1,0.333,Jordan Tata,2,12,,3,0,8,0
3,0,1.040,1,1,[],1,0,0.667,Jamie Walker,3,7,,0,0,6,0
3,0,5.060,1,2,[],0,0,1.000,Jason Grilli,4,8,,0,0,4,0
5,0,2.250,1,2,[],2,0,1.000,Bobby Seay,5,21,,0,0,13,1
24,1,1.020,13,5,[],3,0,7.000,Kevin Gregg,1,89,W,1,3,56,0
5,1,2.300,2,1,[],1,0,1.000,Brendan Donnelly,2,16,,1,0,10,1
3,0,3.090,1,1,[],0,0,1.000,Francisco Rodriguez,3,6,,0,1,5,0
29,1,0.000,10,9,[],8,0,7.000,Carlos Silva,1,86,L,1,2,63,1
4,0,0.000,1,1,[],1,0,1.000,Dennys Reyes,2,18,,0,1,12,0
3,0,0.000,0,0,[],0,0,1.000,Juan Rincon,3,14,,0,3,10,0
24,0,0.000,2,11,[],3,0,5.000,Jeremy Affeldt,1,98,W,0,2,54,6
4,0,0.000,2,1,[],1,0,1.000,Joel Peralta,2,14,H,0,0,9,0
7,0,0.000,2,2,[],1,0,2.000,Elmer Dessens,3,25,H,0,2,18,0
3,0,0.000,1,1,[],0,0,1.000,Ambiorix Burgos,4,12,S,0,1,9,0
29,1,1.410,7,11,[],4,0,7.333,Jose Contreras,1,110,W,1,4,68,3
2,0,3.290,1,1,[],0,0,0.667,Neal Cotts,2,4,H,0,0,2,0
4,0,2.770,2,0,[],1,0,1.000,Bobby Jenks,3,10,S,0,1,6,0
23,4,5.400,5,2,[],7,1,5.000,Felix Hernandez,1,95,L,4,7,57,2
11,0,7.710,3,5,['Rob Mackowiak'],1,0,3.000,Bobby Livingston,2,33,,0,1,22,0
31,3,5.700,10,8,[],8,0,7.000,Joe Blanton,1,103,L,3,3,65,2
4,0,1.760,3,0,[],1,0,1.000,Justin Duchscherer,2,13,,0,0,8,0
3,0,5.870,2,1,[],0,0,1.000,Huston Street,3,7,,0,0,6,0
