longest punt return, name, punt return yards, punt returns
3,C Byrd,3,1
2,J Ward,2,1
17,O Clark,17,1
7,S Lomax,7,1
14,A Conway,26,5
0,A Trammell,-1,1
22,J Hall,22,1
1,O Anderson,1,1
76,A Winfield Jr,79,2
0,S Renner,34,1
10,C Coughlin,10,0
13,O Clark,13,3
2,R Lees,2,1
6,T Cottrell,9,2
8,I Thomas,12,2
8,J Robertson,8,1
22,G Dortch,25,2
4,R Paul,9,3
0,H Bourgeois,0,1
17,A Wilson,24,2
2,B Covey,2,3
7,D Stoner,7,2
7,L Wolf,-8,2
0,O Johnson,0,1
28,R Blackmon,82,5
3,D Lee,3,1
15,T Rahming,23,2
22,B Banham,27,2
14,V Grasso,12,2
13,J Nathan,13,1
80,R Doubs,80,1
14,M Mannix,21,2
7,K Fossum,7,1
0,B Kelly,1,1
13,C Wedington,18,2
10,T Irwin,10,1
2,J Washington,3,1
0,R Cray,-2,1
0,R Cleveland,0,1
37,D Washington,35,2
22,W Wand,60,5
0,Z Smith,0,1
31,J Waddle,80,4
3,A Gooch,3,1
37,M Shelton,45,3
8,B Aiyuk,5,2
15,G Campbell Jr,15,1
21,T Nicholson,21,1
13,J Hurd,13,1
11,M Walker,11,1
14,K Osborn,29,3
4,B Alleyne,4,1
4,V Wharton III,7,3
27,D Newsome,28,3
18,M Quattlebaum,20,2
62,A Rodgers,87,2
6,J Harris II,6,1
10,F Swain,17,2
2,K Johnson,3,2
9,A Crumpton,9,3
5,M Hardman,5,1
55,W Kennedy III,67,2
25,J Thomas,31,3
19,M Hendrie,19,0
11,J Keene,11,1
3,C Byrd,3,1
8,J Springer,8,1
26,C Bobak,26,1
18,Z Tyson,30,3
12,K Groenweg,42,5
10,J Wesley,10,1
23,D Jeanpiere Jr,19,1
85,I Zuber,97,2
6,D Shelley,10,3
21,D Bouvier,41,4
1,J Sabbagh,1,1
0,X Crawford,0,1
15,D Brown,15,1
9,T Jacobs,9,1
33,B Jones,56,3
0,J Williams,-6,2
9,K Young,15,2
50,T King,50,2
1,D Gicinto,1,1
2,J Johnson,-11,2
3,B Phillips Jr,4,2
22,K Mixon,64,6
40,T Thomas,40,1
9,M Hayes,9,1
12,K Edwards,11,2
6,D Peoples Jones,4,2
4,J Darden,4,1
1,K Brewer,1,1
8,J Proche,8,1
26,D McCall,26,1
5,C Saunders,5,2
4,P White,4,1
21,J Ezzard,26,3
5,A Boyd,11,3
0,L Morris,28,1
12,C Lamb,18,3
0,C Bolton,0,0
0,D Cousart,-1,1
1,U Amadi,1,1
1,T Dye,1,1
0,J Holland,0,1
4,M Milton,4,2
4,R Araujo Lopes,2,2
29,D Thompkins,29,1
11,C Duck,11,1
0,B Smith,-2,1
0,R Blackshear,-1,1
0,A Young,-2,1
0,H White,-1,1
3,B Edwards,3,1
19,T McCants,26,2
11,J Ford,11,1
1,K Weeks,1,1
81,Q Watkins,103,3
33,T Williams,43,2
73,D Davis,80,2
23,K Turpin,33,4
0,J Washington,3,1
27,I Wright,28,2
10,J McGrigg,9,2
6,M Callaway,6,1
0,M Simms,-1,1
10,J Anderson,14,2
8,D Smith,13,2
39,D McKinley Lewis,74,4
3,C Thompson,11,1
6,B Mitchell,7,2
4,I Parker,4,1
4,C Rookard,4,1
7,A Williams,6,3
9,D Holmes,18,4
12,A Knight,12,1
28,T Vaughns,54,2
9,A St Brown,9,1
17,T Juniel,24,4
4,J Stokes,4,1
1,C Davis,-1,3
32,R Davis,42,3
9,A Conway,7,2
7,K Sweet,7,4
14,R Roberson Jr,14,1
0,J Proche,0,1
78,K Turpin,112,3
10,S Featherstone,10,2
0,A Williams,-7,1
0,J Waddle,-6,2
22,M Reynolds,22,1
5,B Farrow,5,1
32,C Tutt,32,1
0,J Peters,12,1
10,D Barrett,10,0
0,R Davis,0,1
0,G King,0,1
10,R Newsome,8,2
4,B Aiyuk,4,1
19,M Walker,17,2
6,J Maitre,6,1
32,C Argys,32,0
0,M Kortebein,26,1
13,R DeNicola,16,2
1,S Gilliam,12,1
0,M Cedeno,11,1
22,K Shakir,44,4
0,T Jacobs,-3,1
0,M Shelton,-4,3
2,V Wharton III,1,2
48,O Anderson,74,3
13,R Grant,13,1
59,T Hennigan,55,2
0,C Duck,-3,1
0,J Sabbagh,0,2
0,J Ward,0,1
15,K Lassiter II,24,3
1,O Johnson,0,4
45,D Stewart,45,1
3,D Newsome,3,2
0,G Kauppila,19,1
5,L Wills,5,0
25,F Swain,25,1
8,D Matthews,8,1
17,K McKnight,30,3
15,S Brown,14,2
0,D DeGroot,14,1
14,J Holmes,14,1
3,C Sandy,3,2
2,S Green,2,0
3,S McShane,0,3
4,J Harris II,2,3
0,C Davis,0,2
1,K Groenweg,1,1
0,K Mixon,-1,1
22,D Marshall,22,1
10,Z Tyson,10,3
55,R Burns,86,3
20,J Giles,20,1
12,X Lewis,12,1
0,S Harris,-3,1
48,J Thomas,90,2
16,D Dallas,16,1
15,N Jade Silvera,15,1
10,S Patchan,10,0
7,K Kramer,7,3
1,A Knight,-3,4
0,K Hudson,20,1
10,J Hewlett,10,0
0,D Peoples Jones,-5,1
10,T Arnett,10,1
9,J Reed,9,1
4,E Moore,3,2
0,G Morrell,0,1
0,X Gaines,0,1
0,D Tipps Clemons,38,1
27,R Blankenship,35,2
35,W Parks,35,1
0,L Galloway,0,1
8,J Springer,8,1
15,J Williams,22,3
2,T Lindsey,-2,3
7,R Blackmon,10,2
5,B Covey,5,1
0,J Field,4,1
6,R Lees,9,4
9,C Finke,24,5
5,C Lacanaria,5,1
33,J Darden,61,3
20,C Saunders,29,3
6,D McCall,6,2
66,C Lamb,63,2
14,D Stoner,25,2
5,T Minter,5,1
25,D Brown,25,2
19,I Harper,22,2
15,I Brown,27,2
17,D Price,17,1
11,T Dye,11,1
9,D Mitchell,10,2
46,T Bradford,46,1
0,R Araujo Lopes,-5,3
39,D Thompkins,38,2
0,J Anthrop,0,1
0,R Moore,0,1
9,A Crumpton,9,1
5,E Dedeaux,5,1
0,T McCants,0,1
11,B Stewart,11,1
33,J Adams,33,1
0,T Williams,0,1
8,T Irwin,8,1
4,T Vaughns,4,1
25,S Riley,42,2
34,A Cordy,40,3
2,T Williams,2,0
15,B Mack,15,1
0,T Mason,0,1
17,K Osborn,25,2
0,D Jamison,-6,1
0,D Lamp,10,1
14,S Spralling,14,1
13,J Daughtry Frye,13,1
0,C Hunter,-4,1
14,R Paul,25,2
9,A Rodgers,9,2
23,H White,29,3
49,D Bowman,57,2
0,B Presley,-2,1
12,T Juniel,28,4
35,J Nathan,45,3
2,D Thompkins,2,1
13,O Clark,13,1
15,T Ellis,23,3
27,K Fossum,27,1
18,D Hazelton,28,2
0,C Carroll,0,1
70,G Dortch,131,3
5,A Bachman,5,1
0,A Fuller,0,2
4,J Santiago,4,1
26,K Sweet,49,4
10,J Dunn,10,1
8,M Hayes,8,1
2,R Cray,2,1
4,M Wright,4,1
10,M Simms,13,2
0,M Quattlebaum,-2,1
0,I Harper,-1,1
59,J Nathan,74,3
27,D Thompkins,27,1
36,D Kemp,36,1
8,G Dortch,14,5
0,M Grate,0,0
9,M Walker,8,2
47,J Williams,75,4
1,H Hill,1,1
1,D Stewart,1,1
90,K Brewer,90,1
0,S Brown,-1,1
14,R Davis,24,3
4,J Giles,4,1
33,J Hasty,33,0
10,T Nicholson,10,1
0,C Morgan,5,1
0,J Hurd,0,1
32,T Rahming,59,3
0,B Smith,0,2
0,D Davis Jr,0,1
16,K Osborn,23,2
0,R Scott III,-2,1
6,B Banham,11,2
46,N Remigio,50,4
14,V Wharton III,28,3
0,K Yancy,0,1
2,A Rodgers,2,2
20,R Blackmon,17,3
0,D Lee,-4,1
7,S Coyne,7,1
3,K Buss,3,1
9,A Dorsey,15,2
51,W Wright,55,2
69,M Alexander,136,5
85,F Swain,107,2
0,A Burney,28,1
0,T Cleveland,0,0
70,M Hardman,90,2
7,T Lee,7,1
23,C Sandy,23,1
18,T McCants,12,3
86,J Harris II,103,4
0,K Groenweg,-2,2
5,X Williams,5,1
0,T Milton,0,1
0,C Lamb,0,1
12,K Lassiter II,12,1
0,S Sims Jr,-5,1
39,I Zuber,39,1
0,D Shelley,-1,1
11,G Campbell Jr,11,1
2,D Bouvier,2,1
0,R Castille,0,1
36,R Burns,36,1
13,R Cray,23,3
27,J Aniebonam,45,1
0,T Jacobs,-1,1
2,I Wright,2,1
6,D Peoples Jones,7,2
15,J Proche,16,2
31,A Winfield Jr,31,1
37,J Waddle,37,1
6,K Mixon,6,1
0,R Malone,-2,1
58,C Rookard,65,3
29,R Doubs,29,1
15,T Cotton,15,2
13,S Smith,13,1
6,C Tucker,6,1
0,J Embry,0,1
14,O Clark,27,4
27,M Hayes,52,2
6,R Lees,5,2
1,C Finke,1,1
20,T Ellis,27,2
13,Z Green,13,0
10,A Ogbongbemiga,10,1
14,J Bernard,10,1
16,K Shakir,16,1
57,U Amadi,100,3
3,T Cottrell,3,1
15,B Stewart,22,2
32,D Thompkins,62,3
33,K Hamler,33,1
0,T Castro Fields,-2,1
2,R Moore,2,1
0,T Minter,-2,1
7,H White,7,1
0,E Dedeaux,-1,1
0,J Washington,-3,1
14,B Aiyuk,20,2
30,M Wilson,37,2
22,T Irwin,22,1
13,A Cordy,23,3
1,D Matthews,1,1
0,C Saunders,0,1
13,M Callaway,5,3
0,T Juniel,0,1
22,T Vaughns,22,2
17,W Wand,44,3
9,D McKinley Lewis,18,2
5,D Bowman,11,2
3,B Smith,3,1
6,A Wilson,6,1
4,J Robertson,4,1
4,K Phillips,4,1
0,K Johnson,-2,1
26,B Presley,26,2
28,B Covey,77,5
12,A Fuller,21,2
42,T Kelly,43,3
7,P White,7,1
18,K Sweet,18,1
1,D Davis,1,1
93,J Reed,146,4
76,T Arnett,118,3
0,K Davis,-6,1
2,A Conway,2,1
0,L McAfee,0,1
10,I Wright,10,1
13,J Anderson,22,2
0,W Wright,0,1
0,D Cousart,0,1
22,D Thompkins,30,2
17,K Hamler,17,1
0,T Vaughns,0,1
3,K Sweet,5,2
3,W Wand,3,2
0,B Presley,-7,1
15,J Waddle,25,2
62,C Duck,62,1
0,S Jones,18,2
4,B Absher,4,1
3,D Heath,3,1
0,K Horton,0,1
48,R Davis,84,2
11,K Britt,11,1
13,D Stewart,13,1
11,G Arnold,12,2
0,C Platt,-24,1
0,K Lassiter II,-1,1
0,J Allen,0,1
21,M Shelton,29,2
12,P Orgeron,17,2
6,A Knight,6,1
11,P White,11,1
15,J Sabbagh,15,1
0,R Carr,15,1
0,M Wright,-4,2
18,O Johnson,20,3
19,S Schnell,26,2
7,J Bobo,14,3
4,T Rahming,4,1
15,D Matthews,26,3
8,C Tucker,8,1
1,B Stewart,1,1
18,A Rodgers,32,2
20,B Smith,32,2
0,P Turner,27,1
25,P Sawyer,25,1
19,J Harris II,19,1
13,C White,21,3
23,K Groenweg,35,2
0,S Beyer,0,1
5,J Dunn,5,1
37,T Milton,37,1
3,K Mixon,3,2
4,R Malone,4,1
0,K Tyler,0,1
0,M Green,-1,1
6,C Rookard,6,1
2,T Jacobs,-1,2
25,A Isabella,25,1
3,M Quattlebaum,3,2
18,J Williams,18,1
0,R Williamson,13,1
0,Z Crosby,13,1
36,J Thomas,36,1
8,D Dallas,8,2
60,D Peoples Jones,77,3
7,R Bell,7,1
3,T Lindsey,3,2
8,E Stokes,27,1
23,M Hardman,23,1
13,M Williams,13,1
6,T Thomas,6,1
2,D Newsome,-2,3
12,R Araujo Lopes,27,3
17,K Hill,19,2
9,C Saunders,16,2
7,C Lamb,7,1
2,T Wallace,2,1
2,D Bowman,2,1
6,D Hazelton,8,3
10,U Amadi,10,1
21,S Brown,21,2
20,R Moore,25,2
23,M Walker,23,1
22,A Young,25,2
28,K Osborn,52,5
2,E Dedeaux,2,1
13,B Banham,13,1
13,T Brown,22,3
9,J Adams,9,1
30,J Proche,66,5
69,S Riley,110,2
6,M Callaway,6,1
0,F Swain,-4,1
0,D Phillips,18,1
9,R Gilliam,9,0
0,D McKinley Lewis,1,2
0,C Thompson,0,1
0,R Doubs,0,2
19,I Lottie,19,0
0,C Gibson,10,1
9,O Clark,9,1
13,G Campbell Jr,13,1
32,H White,32,1
31,A Taylor,31,1
1,J Nathan,1,1
5,B Edwards,5,1
6,C Davis,10,3
9,R Burns,13,2
52,C Finke,58,2
6,A Fuller,9,2
42,N Harry,42,1
1,B Aiyuk,1,1
25,M Simms,25,1
15,D Newsome,15,1
23,R Blackmon,22,2
32,K Phillips,32,1
5,J Robertson,7,2
17,R Cleveland,17,3
63,J Waddle,63,1
17,D Kief,17,1
52,C Duck,58,3
0,T Minter,0,1
22,S Brown,33,3
3,T Vaughns,-1,4
9,R Davis,3,2
11,Q Watkins,11,1
0,T Hernandez,0,1
24,C Lacanaria,24,1
26,M Walker,46,2
3,I Wright,3,1
35,V Wharton III,35,1
4,U Amadi,4,1
12,O Anderson,22,3
86,R Araujo Lopes,86,1
0,A Rodgers,-2,2
6,K Buss,11,2
