longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
13,Clinton Portis,0,0,39,5,
23,Shannon Sharpe,0,0,23,1,
10,Dwayne Carswell,0,0,10,1,
24,Dennis Northcutt,0,0,57,5,
10,Kevin Johnson,0,0,26,3,
16,Steve Heiden,0,0,22,2,
11,William Green,0,0,19,3,
17,Jamel White,0,0,19,4,
18,Andre Davis,0,0,18,1,
14,Quincy Morgan,0,0,14,1,
7,Aaron Shea,0,0,7,1,
11,Marvin Harrison,0,0,44,9,
15,Reggie Wayne,0,0,39,3,
9,Edgerrin James,0,0,29,5,
18,Marcus Pollard,0,0,28,3,
10,Troy Walters,0,0,27,3,
10,Ricky Williams,0,0,19,2,
18,Dallas Clark,0,0,18,1,
7,Joe Dean Davenport,0,0,7,1,
49,Joey Galloway,0,1,139,7,
54,Antonio Bryant,0,0,71,2,
23,Aveion Cason,0,0,29,2,
8,Troy Hambrick,0,0,16,3,
13,Jason Witten,0,0,13,1,
41,Alge Crumpler,0,1,94,5,
35,Brian Finneran,0,0,45,2,
22,Peerless Price,0,0,30,2,
13,Warrick Dunn,0,1,20,2,
14,Brian Kozlowski,0,0,14,1,
9,Quentin McCord,0,0,14,2,
7,Justin Griffith,0,0,11,2,
27,Mikhael Ricks,0,0,43,2,
26,Shawn Bryson,0,0,41,3,
13,Charles Rogers,0,2,38,4,
13,Bill Schroeder,0,1,36,4,
20,Cory Schlesinger,0,1,30,3,
7,Avon Cobourne,0,0,7,1,
71,Anquan Boldin,0,2,217,10,
20,Freddie Jones,0,1,65,6,
23,Kevin Kasper,0,0,23,1,
6,Bryan Gilmore,0,0,12,2,
7,James Hodgins,0,0,10,2,
7,Emmitt Smith,0,0,9,2,
8,Marcel Shipp,0,0,8,3,
7,Larry Foster,0,0,7,1,
7,Bryant Johnson,0,0,7,1,
24,Javon Walker,0,1,84,5,
17,Ahman Green,0,0,62,7,
19,Robert Ferguson,0,0,53,6,
21,Donald Driver,0,0,27,2,
10,Bubba Franks,1,0,18,3,
2,David Martin,0,0,4,2,
27,Randy Moss,0,1,150,9,
13,D Wayne Bates,0,1,15,2,
11,John Avery,0,1,11,1,
8,Kelly Campbell,0,0,8,1,
8,Doug Chapman,0,0,8,1,
3,Hunter Goodwin,0,0,3,1,
31,Priest Holmes,0,0,98,7,
21,Eddie Kennison,0,0,61,4,
22,Dante Hall,0,0,40,3,
20,Johnnie Morton,0,1,30,2,
25,Marc Boerigter,0,0,25,1,
9,Tony Gonzalez,0,0,18,2,
6,Omar Easy,0,0,6,1,
4,Derrick Blaylock,0,0,4,1,
21,Josh Norman,0,1,64,4,
23,Eric Parker,0,1,43,2,
15,Reche Caldwell,0,0,29,2,
10,LaDainian Tomlinson,0,0,27,5,
14,Tim Dwight,0,0,23,2,
11,David Boston,0,0,20,2,
-4,Lorenzo Neal,0,0,-4,1,
57,Chris Chambers,0,2,118,7,
35,Ricky Williams,0,1,60,5,
9,Rob Konrad,0,0,16,2,
16,Randy McMichael,0,0,16,1,
12,James McKnight,0,0,12,1,
5,Donald Lee,0,0,5,1,
78,Corey Bradford,0,1,85,2,
28,Andre Johnson,0,0,76,6,
33,Jabar Gaffney,0,0,70,3,
9,Billy Miller,0,0,20,3,
6,Marcus Coleman,0,0,6,1,
6,Stacey Mack,0,0,6,1,
3,Jabari Holloway,0,0,3,1,
77,Amani Toomer,0,0,98,2,
15,Jeremy Shockey,0,0,36,3,
14,Ike Hilliard,0,0,32,4,
11,Tiki Barber,0,0,19,2,
11,Brian Mitchell,0,0,17,2,
0,Delvin Joyce,0,0,0,1,
21,Isaac Bruce,0,0,120,8,
37,Torry Holt,0,1,111,7,
13,Shaun McDonald,0,0,46,6,
11,Marshall Faulk,0,0,27,7,
11,Cameron Cleeland,0,0,14,2,
9,Dane Looker,0,0,13,2,
11,Arlen Harris,0,0,11,1,
11,Brandon Manumaleuna,0,0,11,2,
47,Plaxico Burress,0,0,116,6,
28,Hines Ward,0,2,91,9,
20,Jay Riemersma,0,1,29,2,
13,Antwaan Randle El,0,0,13,1,
9,Verron Haynes,0,0,9,1,
3,Jerame Tuman,0,0,3,1,
-1,Amos Zereoue,0,0,-1,1,
12,Todd Heap,1,0,55,6,
9,Travis Taylor,0,1,33,5,
8,Terry Jones,0,0,21,3,
14,Marcus Robinson,0,0,14,1,
12,Ron Johnson,0,0,12,1,
7,Chester Taylor,0,0,10,3,
4,Jamal Lewis,0,0,4,2,
3,Alan Ricard,0,0,3,1,
35,Koren Robinson,0,1,56,3,
29,Darrell Jackson,0,0,53,3,
10,Shaun Alexander,0,1,16,2,
6,Mack Strong,0,0,9,2,
2,Itula Mili,0,0,2,1,
1,Bobby Engram,0,0,1,1,
30,Donte Stallworth,0,0,101,8,
42,Joe Horn,0,1,83,7,
16,Ernie Conwell,0,0,38,4,
13,Deuce McAllister,0,0,35,8,
10,Jerome Pathon,0,0,17,2,
26,Terrell Owens,0,0,112,7,
19,Tai Streets,0,1,48,4,
20,Garrison Hearst,0,1,41,3,
9,Fred Beasley,0,0,17,2,
5,Cedrick Wilson,0,0,8,2,
3,Kevan Barlow,0,0,3,1,
11,Marty Booker,0,0,48,6,
15,Dez White,0,0,28,3,
6,Desmond Clark,0,1,9,2,
6,David Terrell,0,0,6,1,
4,Anthony Thomas,0,0,4,1,
0,Stanley Pritchett,0,0,0,1,
19,Derrick Mason,0,1,99,10,
28,Erron Kinney,0,0,46,4,
18,Justin McCareins,0,0,43,3,
18,Shad Meier,0,0,30,2,
15,Eddie George,0,0,23,3,
12,Frank Wycheck,0,0,12,1,
11,Tyrone Calico,0,1,11,1,
5,Robert Holcombe,0,0,5,1,
46,Charlie Garner,0,1,112,8,
25,Tim Brown,0,1,64,5,
15,Jerry Rice,0,0,43,4,
9,Doug Jolley,0,0,33,5,
6,Justin Fargas,0,0,6,1,
6,Jerry Porter,0,0,6,1,
11,Duce Staley,0,0,46,7,
14,James Thrash,0,0,46,5,
14,Chad Lewis,0,0,22,3,
15,Freddie Mitchell,0,0,15,1,
12,Jon Ritchie,0,0,12,1,
7,Todd Pinkston,0,0,7,2,
20,Keyshawn Johnson,0,0,83,6,
20,Keenan McCardell,0,0,41,3,
13,Joe Jurevicius,0,2,39,4,
14,Mike Alstott,0,0,36,5,
14,Warren Sapp,0,0,14,1,
10,Thomas Jones,0,0,10,2,
6,Darian Barnes,0,0,6,1,
7,Michael Pittman,0,0,6,4,
3,Ken Dilger,0,0,3,1,
13,Bryant Johnson,0,0,68,7,
14,Anquan Boldin,0,0,62,8,
12,Jason McAddley,0,0,28,3,
13,Freddie Jones,0,0,25,4,
14,Steve Bush,0,0,19,2,
3,Damien Anderson,0,0,3,1,
66,Darrell Jackson,0,2,133,3,
14,Bobby Engram,0,0,28,2,
14,Heath Evans,0,0,14,1,
6,Shaun Alexander,0,0,11,2,
9,Itula Mili,0,0,9,2,
42,Jimmy Farris,0,1,58,2,
28,Alge Crumpler,0,1,54,4,
19,Peerless Price,0,0,28,2,
24,Justin Griffith,0,0,25,2,
10,Warrick Dunn,0,0,24,5,
8,Brian Kozlowski,0,0,8,1,
33,Laveranues Coles,0,1,180,11,
35,Rod Gardner,0,1,118,9,
21,Darnerien McCants,0,0,21,1,
14,Ladell Betts,0,0,18,2,
12,Bryan Johnson,0,0,12,1,
7,Robert Royal,0,0,7,1,
20,Travis Taylor,0,0,27,2,
25,Frank Sanders,0,0,25,1,
10,Marcus Robinson,0,0,10,1,
7,Todd Heap,0,0,7,1,
6,Terry Jones,0,0,6,1,
3,Chester Taylor,0,0,3,1,
27,Dennis Northcutt,0,0,62,5,
8,Kevin Johnson,0,1,34,6,
13,Quincy Morgan,0,0,18,2,
13,Andre Davis,0,0,13,1,
8,Jamel White,0,0,8,1,
7,William Green,0,0,7,1,
5,Steve Heiden,0,0,5,1,
13,Antonio Freeman,0,0,32,4,
14,Robert Ferguson,0,1,29,3,
19,Javon Walker,0,0,25,2,
12,Bubba Franks,0,0,21,2,
11,Tony Fisher,0,1,16,2,
7,David Martin,0,0,7,1,
2,William Henderson,0,0,2,1,
21,Shawn Bryson,0,0,48,5,
42,Scotty Anderson,0,0,42,1,
20,Bill Schroeder,0,0,42,3,
17,Charles Rogers,0,0,38,4,
13,Casey Fitzsimmons,0,0,18,2,
12,Shawn Jefferson,0,0,18,2,
10,Mikhael Ricks,0,0,14,2,
8,Joey Harrington,0,0,8,1,
5,Olandis Gary,0,0,7,2,
2,Cory Schlesinger,0,0,4,3,
2,Avon Cobourne,0,0,2,1,
42,Dallas Clark,0,0,63,4,
35,Marvin Harrison,0,1,59,3,
12,Reggie Wayne,0,0,22,2,
9,Marcus Pollard,0,0,12,2,
5,Edgerrin James,0,0,9,2,
8,Troy Walters,0,0,8,1,
18,Derrick Mason,0,0,98,10,
27,Shad Meier,0,0,29,2,
12,Erron Kinney,0,0,24,4,
11,Robert Holcombe,0,0,22,2,
10,Justin McCareins,0,0,19,2,
10,Scott McGarrahan,0,0,10,1,
7,Tyrone Calico,0,1,7,1,
26,Kyle Brady,0,0,42,5,
16,Cortez Hankton,0,0,42,3,
15,Marc Edwards,0,0,35,5,
29,Jimmy Redmond,0,0,29,1,
16,George Wrighster,0,1,21,2,
10,Matt Hatchette,0,0,12,2,
10,Jermaine Lewis,0,0,10,1,
10,Fred Taylor,0,0,10,5,
7,JJ Stokes,0,0,7,1,
6,LaBrandon Toefield,0,0,6,1,
36,Eric Moulds,0,1,133,7,
54,Bobby Shaw,0,1,81,3,
24,Josh Reed,0,0,71,5,
26,Mark Campbell,0,0,38,3,
3,Sam Gash,0,0,3,1,
2,Travis Henry,0,0,2,1,
15,Johnnie Morton,0,0,44,4,
20,Eddie Kennison,0,0,42,4,
19,Derrick Blaylock,0,0,19,1,
4,Tony Gonzalez,0,0,8,2,
5,Priest Holmes,0,0,6,2,
3,Jason Dunn,0,1,3,1,
2,Dante Hall,0,0,2,1,
50,Hines Ward,0,0,146,9,
33,Plaxico Burress,0,1,115,7,
11,Chris Doering,0,0,21,3,
13,Verron Haynes,0,0,21,3,
12,Amos Zereoue,0,0,17,2,
7,Antwaan Randle El,0,0,15,3,
1,Dan Kreider,0,0,1,1,
51,Kelly Campbell,0,0,53,2,
17,Moe Williams,0,0,50,4,
11,Jimmy Kleinsasser,0,2,29,4,
16,Randy Moss,0,0,27,4,
12,D Wayne Bates,0,0,18,2,
13,John Avery,0,0,13,1,
9,Hunter Goodwin,0,0,9,1,
9,Onterrio Smith,0,0,9,1,
6,Nate Burleson,0,0,6,1,
49,Dez White,0,0,67,3,
12,Desmond Clark,0,0,33,4,
14,David Terrell,0,1,14,1,
6,Stanley Pritchett,0,0,11,2,
12,Rabih Abdullah,0,0,10,2,
8,Marty Booker,0,0,10,2,
38,Joe Horn,0,0,111,10,
35,Donte Stallworth,0,1,46,2,
8,Deuce McAllister,0,0,16,4,
14,Jerome Pathon,0,0,14,1,
2,Ernie Conwell,0,1,2,1,
20,Andre Johnson,0,0,71,5,
18,Jabar Gaffney,0,0,61,5,
31,Corey Bradford,0,0,43,2,
15,D Davis,0,0,26,2,
7,Billy Miller,0,0,12,2,
0,Stacey Mack,0,0,0,1,
61,Santana Moss,0,1,142,5,
23,Curtis Conway,0,0,81,5,
25,Wayne Chrebet,0,0,69,7,
25,LaMont Jordan,0,0,61,5,
5,Anthony Becht,0,0,12,3,
8,Jerald Sowell,0,0,10,2,
3,Curtis Martin,0,0,-2,2,
39,Chris Chambers,0,0,91,4,
21,Ricky Williams,0,0,37,4,
24,Derrius Thompson,0,0,24,1,
10,Randy McMichael,0,1,21,3,
9,Rob Konrad,0,0,17,2,
24,James Thrash,0,0,80,6,
16,Chad Lewis,0,0,36,3,
13,Todd Pinkston,0,0,35,3,
21,Correll Buckhalter,0,0,21,1,
9,Freddie Mitchell,0,0,16,3,
8,Duce Staley,0,0,16,3,
7,Brian Westbrook,0,0,7,1,
26,Deion Branch,0,1,89,6,
27,Kevin Faulk,0,0,59,4,
16,Troy Brown,0,0,43,7,
17,Bethel Johnson,0,0,21,2,
8,Christian Fauria,0,2,19,3,
6,Larry Centers,0,0,12,2,
4,David Patten,0,0,4,2,
3,Daniel Graham,0,0,3,1,
3,Fred McCrary,0,0,3,1,
8,Antowain Smith,0,0,2,2,
18,Jerry Rice,0,0,40,4,
24,Charlie Garner,0,0,39,5,
9,Tim Johnson,0,0,9,1,
8,Doug Jolley,0,0,8,1,
7,Tim Brown,0,0,7,1,
0,Zack Crockett,0,0,0,1,
34,Chad Johnson,0,0,131,8,
30,Peter Warrick,0,1,109,8,
9,Reggie Kelly,0,0,24,3,
16,Brandon Bennett,0,0,16,1,
13,Matt Schobel,0,0,13,1,
6,Corey Dillon,0,0,6,1,
3,Tony Stewart,0,0,3,1,
1,Jeremi Johnson,0,0,1,2,
23,Eric Parker,0,1,59,5,
23,Jesse Chatman,0,0,38,3,
11,LaDainian Tomlinson,0,0,27,5,
17,Justin Peelle,0,0,26,3,
10,Tim Dwight,0,0,19,2,
10,Lorenzo Neal,0,0,13,2,
19,Rod Smith,0,0,71,5,
26,Shannon Sharpe,0,1,47,4,
25,Ashley Lelie,0,0,45,2,
12,Reuben Droughns,0,1,12,1,
4,Mike Anderson,0,0,6,2,
6,Cooper Carlisle,0,1,6,1,
5,Ed McCaffrey,0,0,5,1,
17,Torry Holt,0,1,64,6,
26,Isaac Bruce,0,0,63,6,
19,Dane Looker,0,1,47,5,
22,Marshall Faulk,0,0,33,4,
21,Lamar Gordon,0,0,26,3,
3,Cameron Cleeland,0,0,3,1,
29,Cedrick Wilson,0,0,57,4,
16,Tai Streets,0,1,53,4,
15,Terrell Owens,0,1,42,5,
18,Kevan Barlow,0,0,35,3,
18,Jed Weaver,0,0,35,3,
15,Garrison Hearst,0,0,15,1,
6,Jeff Garcia,0,0,6,1,
22,Keyshawn Johnson,0,0,102,9,
18,Keenan McCardell,0,1,53,5,
18,Michael Pittman,0,0,43,6,
43,Karl Williams,0,0,43,1,
13,Joe Jurevicius,0,0,31,4,
13,Ken Dilger,0,0,30,3,
11,Mike Alstott,0,0,22,3,
8,Todd Yoder,0,0,8,1,
5,Aaron Stecker,0,0,7,2,
22,Muhsin Muhammad,0,0,61,4,
14,Steve Smith,0,0,27,3,
8,Ricky Proehl,0,0,8,1,
0,Kris Mangum,0,0,0,1,
40,Amani Toomer,0,1,126,7,
38,Ike Hilliard,0,1,85,6,
13,Tim Carter,0,0,28,3,
11,Brian Mitchell,0,0,11,1,
7,Jeremy Shockey,0,1,8,2,
6,Tiki Barber,0,0,7,2,
27,Terry Glenn,0,0,113,8,
26,Antonio Bryant,0,0,98,5,
21,Joey Galloway,0,0,43,3,
15,Jason Witten,0,0,25,2,
23,Dan Campbell,0,0,23,1,
6,Richie Anderson,0,0,15,4,
8,Aveion Cason,0,0,4,2,
38,Anquan Boldin,0,0,99,5,
25,Bryant Johnson,0,0,86,6,
19,Freddie Jones,0,0,32,2,
25,Jason McAddley,0,0,25,1,
10,Emmitt Smith,0,0,16,2,
9,James Hodgins,0,1,14,3,
1,Marcel Shipp,0,0,1,1,
22,William Henderson,0,0,47,3,
34,Javon Walker,0,0,44,2,
14,Ahman Green,0,0,43,6,
15,Robert Ferguson,0,0,34,3,
23,Tony Fisher,0,0,32,2,
9,Bubba Franks,0,0,22,3,
8,Donald Driver,0,0,12,2,
7,David Martin,0,1,11,2,
11,Peerless Price,0,0,45,6,
21,Alge Crumpler,0,0,31,3,
11,Warrick Dunn,0,0,20,4,
11,Brian Kozlowski,0,0,14,2,
8,TJ Duckett,0,0,13,2,
4,Jimmy Farris,0,0,4,1,
68,Michael Pittman,0,1,82,7,
17,Keenan McCardell,0,0,41,4,
15,Keyshawn Johnson,0,0,25,2,
24,Ken Dilger,0,0,24,1,
14,Karl Williams,0,0,14,1,
6,Warren Sapp,0,1,6,1,
31,Chad Johnson,0,0,77,4,
13,Reggie Kelly,0,0,27,3,
8,Peter Warrick,0,1,21,4,
7,Brandon Bennett,0,0,18,3,
8,Matt Schobel,0,0,8,1,
6,Tony Stewart,0,0,6,1,
23,Plaxico Burress,0,0,56,5,
23,Hines Ward,0,1,48,4,
29,Amos Zereoue,0,0,29,1,
14,Jay Riemersma,0,0,28,2,
23,Jerame Tuman,0,0,28,2,
14,Chris Doering,0,0,25,3,
12,Antwaan Randle El,0,0,19,2,
4,Dan Kreider,0,0,7,2,
18,Charles Rogers,0,0,54,6,
23,Bill Schroeder,0,0,54,4,
34,Mikhael Ricks,0,0,39,3,
13,Avon Cobourne,0,0,21,2,
9,Shawn Bryson,0,0,19,3,
8,Az Zahir Hakim,0,0,16,3,
13,Olandis Gary,0,0,13,1,
13,Cory Schlesinger,0,0,13,1,
6,Shawn Jefferson,0,0,6,1,
72,Kelly Campbell,0,1,85,2,
72,Randy Moss,0,0,85,3,
22,Moe Williams,0,0,54,6,
18,Jimmy Kleinsasser,0,0,30,2,
29,Nate Burleson,0,0,29,1,
6,Onterrio Smith,0,0,6,1,
36,Reggie Wayne,0,2,141,10,
11,Marvin Harrison,0,0,31,4,
15,Edgerrin James,0,0,28,3,
8,Dallas Clark,0,0,16,4,
14,Matt Hatchette,0,1,45,4,
11,JJ Stokes,0,0,25,3,
17,Kyle Brady,0,0,18,2,
16,Jimmy Redmond,0,0,16,1,
5,Fred Taylor,0,0,11,3,
9,Cortez Hankton,0,0,9,1,
1,Chris Luzar,0,0,1,1,
-3,Marc Edwards,0,0,-3,1,
33,Randy McMichael,0,0,57,4,
12,Chris Chambers,0,1,51,5,
20,Derrius Thompson,0,0,32,3,
18,James McKnight,0,0,18,1,
2,Ricky Williams,0,0,-4,3,
18,Bobby Shaw,0,0,34,3,
17,Eric Moulds,0,0,30,2,
11,Josh Reed,0,0,27,3,
6,Joe Burns,0,0,6,1,
1,Mark Campbell,0,0,1,1,
28,Christian Fauria,0,0,49,3,
31,Daniel Graham,0,0,37,2,
16,Deion Branch,0,0,25,2,
12,Larry Centers,0,0,22,4,
20,David Patten,0,0,20,1,
16,Troy Brown,0,0,16,1,
9,Kevin Faulk,0,0,12,2,
29,Curtis Conway,0,0,70,5,
29,Wayne Chrebet,0,1,55,4,
14,Jerald Sowell,0,0,36,5,
16,Curtis Martin,0,0,34,4,
13,Anthony Becht,0,0,30,3,
17,Santana Moss,0,0,17,1,
14,LaMont Jordan,0,0,14,1,
5,Chris Baker,0,0,8,2,
40,David Boston,0,0,91,6,
14,LaDainian Tomlinson,0,0,51,8,
13,Eric Parker,0,0,40,4,
17,Tim Dwight,0,0,33,3,
8,Justin Peelle,0,0,24,4,
18,Kassim Osgood,0,0,18,1,
9,Lorenzo Neal,0,0,13,2,
25,Todd Heap,0,1,50,5,
14,Frank Sanders,0,0,20,2,
6,Terry Jones,0,0,11,2,
10,Marcus Robinson,0,0,10,1,
8,Jamal Lewis,0,0,7,2,
32,Koren Robinson,0,1,95,7,
35,Darrell Jackson,0,1,50,2,
13,Bobby Engram,0,0,35,3,
25,Itula Mili,0,0,34,2,
13,Maurice Morris,0,0,28,3,
7,Shaun Alexander,0,0,8,3,
3,Mack Strong,0,0,6,2,
28,Isaac Bruce,0,1,69,5,
17,Torry Holt,0,0,68,5,
15,Lamar Gordon,0,0,25,4,
12,Dane Looker,0,0,25,3,
22,Cameron Cleeland,0,0,22,1,
6,Marshall Faulk,0,0,6,1,
6,Mike Furrey,0,0,6,1,
5,Brandon Manumaleuna,0,0,5,1,
27,Terrell Owens,0,0,90,8,
19,Tai Streets,0,0,44,3,
18,Jed Weaver,0,0,24,2,
7,Cedrick Wilson,0,0,12,2,
5,Garrison Hearst,0,0,10,2,
10,Aaron Walker,0,0,10,1,
5,Fred Beasley,0,0,5,1,
5,Kevan Barlow,0,0,3,2,
19,Kevin Johnson,0,0,109,11,
21,Andre Davis,0,2,43,5,
9,Steve Heiden,0,0,25,3,
12,Quincy Morgan,0,0,24,2,
10,Jamel White,0,0,13,2,
6,Andre King,0,0,6,1,
2,Aaron Shea,0,0,2,1,
35,Drew Bennett,0,1,105,8,
23,Shad Meier,0,0,53,4,
17,Derrick Mason,0,0,47,4,
15,Justin McCareins,0,1,44,5,
14,Erron Kinney,0,0,28,2,
4,Eddie George,0,0,4,1,
38,Jerome Pathon,0,1,89,4,
19,Ernie Conwell,0,0,47,4,
10,Deuce McAllister,0,0,23,3,
15,Donte Stallworth,0,0,20,2,
5,Joe Horn,0,0,5,1,
1,Boo Williams,0,0,1,1,
43,Andre Johnson,0,2,102,7,
10,Stacey Mack,0,0,43,6,
15,Jabar Gaffney,0,0,42,5,
12,Jonathan Wells,0,0,12,1,
6,Billy Miller,0,0,8,2,
6,Corey Bradford,0,0,7,2,
4,Jabari Holloway,0,0,4,1,
31,Priest Holmes,0,0,67,4,
22,Tony Gonzalez,0,0,52,3,
50,Johnnie Morton,0,0,50,1,
15,Eddie Kennison,0,1,44,4,
27,Marc Boerigter,0,0,27,1,
12,Dante Hall,0,0,17,2,
5,Omar Easy,0,0,5,1,
32,Laveranues Coles,0,0,105,7,
32,Darnerien McCants,1,1,67,4,
34,Ladell Betts,0,0,57,3,
27,Pat Johnson,0,0,34,2,
16,Rock Cartwright,0,0,30,2,
27,Chad Morton,0,0,27,1,
10,Rod Gardner,0,1,25,3,
3,Bryan Johnson,0,0,3,1,
54,Amani Toomer,0,1,81,4,
22,Jeremy Shockey,0,0,65,5,
19,Ike Hilliard,0,2,58,7,
27,Jim Finn,0,0,39,2,
16,Tiki Barber,0,0,18,4,
10,Brian Mitchell,0,0,10,1,
5,Tim Carter,0,0,5,1,
44,Ashley Lelie,0,1,108,3,
14,Ed McCaffrey,0,0,44,4,
18,Shannon Sharpe,0,1,18,1,
9,Reuben Droughns,0,0,9,1,
7,Rod Smith,0,0,7,1,
6,Quentin Griffin,0,0,6,1,
6,Mike Anderson,0,0,5,2,
0,Clinton Portis,0,0,0,1,
18,Jerry Rice,0,0,61,4,
17,Doug Jolley,0,0,42,5,
16,Ronald Curry,0,0,20,2,
17,Doug Gabriel,0,0,17,1,
15,Tyrone Wheatley,0,0,15,1,
14,Alvis Whitted,0,0,14,1,
11,Tim Brown,0,0,11,1,
6,Zack Crockett,0,0,6,1,
-2,Charlie Garner,0,0,-2,1,
32,Todd Heap,0,0,48,4,
26,Jamal Lewis,0,0,44,4,
10,Travis Taylor,0,0,30,4,
9,Marcus Robinson,0,0,9,1,
8,Chester Taylor,0,0,8,1,
1,Alan Ricard,0,0,1,1,
19,Johnnie Morton,0,0,73,5,
17,Eddie Kennison,0,0,27,2,
11,Tony Richardson,0,0,18,2,
15,Jason Dunn,0,0,15,1,
8,Tony Gonzalez,0,1,13,3,
15,Priest Holmes,0,0,13,4,
23,Eric Moulds,0,0,114,8,
17,Bobby Shaw,0,1,92,8,
18,Mark Campbell,0,0,38,5,
14,Joe Burns,0,0,34,3,
9,Josh Reed,0,0,9,1,
7,Dave Moore,0,0,7,1,
2,Sam Gash,0,0,2,1,
27,Todd Pinkston,0,0,60,6,
17,James Thrash,0,0,47,3,
15,Freddie Mitchell,0,0,24,2,
9,LJ Smith,0,0,17,2,
7,Duce Staley,0,0,16,3,
5,Brian Westbrook,0,0,5,1,
4,Jon Ritchie,0,0,4,1,
12,Steve Smith,0,0,47,5,
23,Jermaine Wiggins,0,0,42,2,
15,Stephen Davis,0,0,38,4,
16,Muhsin Muhammad,0,0,27,2,
5,Ricky Proehl,0,1,10,2,
3,DeShaun Foster,0,0,4,2,
63,Alge Crumpler,0,0,76,3,
16,Peerless Price,0,0,30,5,
21,TJ Duckett,0,0,21,1,
6,Quentin McCord,0,0,10,2,
8,Brian Kozlowski,0,0,8,1,
4,Jimmy Farris,0,0,4,1,
3,Warrick Dunn,0,0,3,1,
71,Quincy Morgan,0,1,92,3,
41,Kevin Johnson,0,0,89,5,
16,Andre Davis,0,0,29,3,
9,Dennis Northcutt,0,0,23,3,
7,Jamel White,0,1,20,4,
12,William Green,0,0,17,3,
7,James Jackson,0,0,7,1,
3,Steve Heiden,0,0,3,1,
55,Chad Johnson,0,2,67,3,
19,Tony Stewart,0,0,56,5,
12,Peter Warrick,0,0,41,6,
17,Kelley Washington,0,0,28,2,
8,Rudi Johnson,0,0,11,4,
8,Brandon Bennett,0,0,8,1,
3,Jeremi Johnson,0,0,3,1,
1,Reggie Kelly,0,1,1,1,
29,Ashley Lelie,0,1,76,4,
20,Shannon Sharpe,0,1,74,7,
22,Rod Smith,0,0,61,5,
18,Mike Anderson,0,0,28,3,
12,Chris Cole,0,0,12,1,
6,Quentin Griffin,0,0,11,2,
4,Ed McCaffrey,0,0,8,2,
7,Dwayne Carswell,0,0,7,1,
33,Charles Rogers,0,1,62,4,
43,Scotty Anderson,0,1,43,1,
15,Casey Fitzsimmons,0,0,15,1,
5,Az Zahir Hakim,0,0,9,2,
8,Cory Schlesinger,0,0,8,1,
10,Shawn Bryson,0,0,7,4,
7,Mikhael Ricks,0,0,7,1,
-2,Olandis Gary,0,0,-2,1,
59,Randy Moss,0,3,172,8,
24,Nate Burleson,0,1,54,3,
17,Jimmy Kleinsasser,0,0,17,1,
13,Moe Williams,0,0,16,2,
7,Kelly Campbell,0,0,7,1,
1,Onterrio Smith,0,0,1,1,
37,Tai Streets,0,1,81,4,
19,Terrell Owens,0,0,55,5,
19,Cedrick Wilson,0,0,41,4,
9,Garrison Hearst,0,0,31,6,
23,Aaron Walker,0,0,23,1,
17,Jed Weaver,0,0,17,1,
6,Fred Beasley,0,0,6,2,
32,Ernie Conwell,0,0,88,6,
19,Joe Horn,0,0,45,6,
30,Jerome Pathon,0,1,41,2,
8,Deuce McAllister,0,0,25,4,
